tick_id,day,settlement_id,resident_id,dialect_id,phrase_token,remembered_phrase,relationship_before,relationship_after,memory_age_days,saved_relationship_summary,restored_phrase,visible_after_restore,persistent_relationship_key
469,30,orchard,Mara,orchard-dialect-9,orchard:mara:1:5:5,orchard:mara:0:10:5,0.865,0.871,21,Mara remembers orchard:mara:0:10:5 with trust 0.68,orchard:mara:0:10:5,True,ssrm.v41.relationship.orchard.Mara
470,30,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:1:6:5,repair_ring:juno:1:0:5,0.768,0.772,25,Juno remembers repair_ring:juno:1:0:5 with trust 0.63,repair_ring:juno:1:0:5,True,ssrm.v41.relationship.repair_ring.Juno
472,30,roofward,Fay,roofward-dialect-9,roofward:fay:1:8:5,roofward:fay:1:2:5,0.791,0.797,23,Fay remembers roofward:fay:1:2:5 with trust 0.60,roofward:fay:1:2:5,True,ssrm.v41.relationship.roofward.Fay
474,30,signal,Milo,signal-dialect-9,signal:milo:1:10:5,signal:milo:1:4:5,0.81,0.82,23,Milo remembers signal:milo:1:4:5 with trust 0.64,signal:milo:1:4:5,True,ssrm.v41.relationship.signal.Milo
476,30,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:1:12:5,repair_ring:juno:1:6:5,0.775,0.781,23,Juno remembers repair_ring:juno:1:6:5 with trust 0.63,repair_ring:juno:1:6:5,True,ssrm.v41.relationship.repair_ring.Juno
477,30,riverbend,Lio,riverbend-dialect-9,riverbend:lio:1:13:5,riverbend:lio:1:1:5,0.953,0.963,21,Lio remembers riverbend:lio:1:1:5 with trust 0.66,riverbend:lio:1:1:5,True,ssrm.v41.relationship.riverbend.Lio
478,30,roofward,Fay,roofward-dialect-9,roofward:fay:1:14:5,roofward:fay:1:8:5,0.797,0.801,21,Fay remembers roofward:fay:1:8:5 with trust 0.60,roofward:fay:1:8:5,True,ssrm.v41.relationship.roofward.Fay
479,30,archive,Toma,archive-dialect-9,archive:toma:1:15:5,archive:toma:1:3:5,0.905,0.911,21,Toma remembers archive:toma:1:3:5 with trust 0.68,archive:toma:1:3:5,True,ssrm.v41.relationship.archive.Toma
480,31,signal,Ren,signal-dialect-9,signal:ren:2:0:13,signal:ren:19:14:12,0.701,0.705,20,Ren remembers signal:ren:19:14:12 with trust 0.65,signal:ren:19:14:12,True,ssrm.v41.relationship.signal.Ren
482,31,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:2:2:13,repair_ring:pax:19:10:12,0.725,0.729,20,Pax remembers repair_ring:pax:19:10:12 with trust 0.67,repair_ring:pax:19:10:12,True,ssrm.v41.relationship.repair_ring.Pax
484,31,roofward,Sera,roofward-dialect-9,roofward:sera:2:4:14,roofward:sera:19:12:13,0.829,0.833,20,Sera remembers roofward:sera:19:12:13 with trust 0.75,roofward:sera:19:12:13,True,ssrm.v41.relationship.roofward.Sera
486,31,signal,Ren,signal-dialect-9,signal:ren:2:6:14,signal:ren:2:0:13,0.705,0.709,20,Ren remembers signal:ren:2:0:13 with trust 0.65,signal:ren:2:0:13,True,ssrm.v41.relationship.signal.Ren
488,31,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:2:8:14,repair_ring:pax:2:2:13,0.741,0.745,20,Pax remembers repair_ring:pax:2:2:13 with trust 0.68,repair_ring:pax:2:2:13,True,ssrm.v41.relationship.repair_ring.Pax
490,31,roofward,Sera,roofward-dialect-9,roofward:sera:2:10:15,roofward:sera:2:4:14,0.845,0.849,20,Sera remembers roofward:sera:2:4:14 with trust 0.76,roofward:sera:2:4:14,True,ssrm.v41.relationship.roofward.Sera
492,31,signal,Ren,signal-dialect-9,signal:ren:2:12:15,signal:ren:2:6:14,0.721,0.725,20,Ren remembers signal:ren:2:6:14 with trust 0.66,signal:ren:2:6:14,True,ssrm.v41.relationship.signal.Ren
494,31,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:2:14:15,repair_ring:pax:2:8:14,0.757,0.761,20,Pax remembers repair_ring:pax:2:8:14 with trust 0.69,repair_ring:pax:2:8:14,True,ssrm.v41.relationship.repair_ring.Pax
496,32,roofward,Fay,roofward-dialect-9,roofward:fay:3:0:5,roofward:fay:1:14:5,0.813,0.817,22,Fay remembers roofward:fay:1:14:5 with trust 0.61,roofward:fay:1:14:5,True,ssrm.v41.relationship.roofward.Fay
497,32,archive,Toma,archive-dialect-9,archive:toma:3:1:5,archive:toma:1:15:5,0.911,0.921,23,Toma remembers archive:toma:1:15:5 with trust 0.68,archive:toma:1:15:5,True,ssrm.v41.relationship.archive.Toma
498,32,signal,Milo,signal-dialect-9,signal:milo:3:2:5,signal:milo:1:10:5,0.82,0.824,23,Milo remembers signal:milo:1:10:5 with trust 0.64,signal:milo:1:10:5,True,ssrm.v41.relationship.signal.Milo
499,32,orchard,Mara,orchard-dialect-9,orchard:mara:3:3:5,orchard:mara:1:5:5,0.871,0.877,23,Mara remembers orchard:mara:1:5:5 with trust 0.68,orchard:mara:1:5:5,True,ssrm.v41.relationship.orchard.Mara
500,32,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:3:4:5,repair_ring:juno:1:12:5,0.793,0.797,23,Juno remembers repair_ring:juno:1:12:5 with trust 0.64,repair_ring:juno:1:12:5,True,ssrm.v41.relationship.repair_ring.Juno
502,32,roofward,Fay,roofward-dialect-9,roofward:fay:3:6:5,roofward:fay:3:0:5,0.817,0.823,22,Fay remembers roofward:fay:3:0:5 with trust 0.61,roofward:fay:3:0:5,True,ssrm.v41.relationship.roofward.Fay
504,32,signal,Milo,signal-dialect-9,signal:milo:3:8:5,signal:milo:3:2:5,0.836,0.846,22,Milo remembers signal:milo:3:2:5 with trust 0.65,signal:milo:3:2:5,True,ssrm.v41.relationship.signal.Milo
506,32,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:3:10:5,repair_ring:juno:3:4:5,0.797,0.803,22,Juno remembers repair_ring:juno:3:4:5 with trust 0.64,repair_ring:juno:3:4:5,True,ssrm.v41.relationship.repair_ring.Juno
507,32,riverbend,Lio,riverbend-dialect-9,riverbend:lio:3:11:5,riverbend:lio:1:13:5,0.963,0.973,22,Lio remembers riverbend:lio:1:13:5 with trust 0.66,riverbend:lio:1:13:5,True,ssrm.v41.relationship.riverbend.Lio
508,32,roofward,Fay,roofward-dialect-9,roofward:fay:3:12:5,roofward:fay:3:6:5,0.835,0.839,22,Fay remembers roofward:fay:3:6:5 with trust 0.62,roofward:fay:3:6:5,True,ssrm.v41.relationship.roofward.Fay
509,32,archive,Toma,archive-dialect-9,archive:toma:3:13:5,archive:toma:3:1:5,0.921,0.927,22,Toma remembers archive:toma:3:1:5 with trust 0.68,archive:toma:3:1:5,True,ssrm.v41.relationship.archive.Toma
510,32,signal,Milo,signal-dialect-9,signal:milo:3:14:5,signal:milo:3:8:5,0.846,0.85,22,Milo remembers signal:milo:3:8:5 with trust 0.65,signal:milo:3:8:5,True,ssrm.v41.relationship.signal.Milo
511,32,orchard,Mara,orchard-dialect-9,orchard:mara:3:15:5,orchard:mara:3:3:5,0.877,0.887,23,Mara remembers orchard:mara:3:3:5 with trust 0.68,orchard:mara:3:3:5,True,ssrm.v41.relationship.orchard.Mara
512,33,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:4:0:16,repair_ring:pax:2:14:15,0.773,0.777,22,Pax remembers repair_ring:pax:2:14:15 with trust 0.70,repair_ring:pax:2:14:15,True,ssrm.v41.relationship.repair_ring.Pax
514,33,roofward,Sera,roofward-dialect-9,roofward:sera:4:2:16,roofward:sera:2:10:15,0.849,0.853,22,Sera remembers roofward:sera:2:10:15 with trust 0.76,roofward:sera:2:10:15,True,ssrm.v41.relationship.roofward.Sera
516,33,signal,Ren,signal-dialect-9,signal:ren:4:4:16,signal:ren:2:12:15,0.728,0.732,22,Ren remembers signal:ren:2:12:15 with trust 0.67,signal:ren:2:12:15,True,ssrm.v41.relationship.signal.Ren
518,33,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:4:6:17,repair_ring:pax:4:0:16,0.777,0.781,22,Pax remembers repair_ring:pax:4:0:16 with trust 0.70,repair_ring:pax:4:0:16,True,ssrm.v41.relationship.repair_ring.Pax
520,33,roofward,Sera,roofward-dialect-9,roofward:sera:4:8:17,roofward:sera:4:2:16,0.856,0.86,22,Sera remembers roofward:sera:4:2:16 with trust 0.77,roofward:sera:4:2:16,True,ssrm.v41.relationship.roofward.Sera
522,33,signal,Ren,signal-dialect-9,signal:ren:4:10:17,signal:ren:4:4:16,0.732,0.736,22,Ren remembers signal:ren:4:4:16 with trust 0.67,signal:ren:4:4:16,True,ssrm.v41.relationship.signal.Ren
524,33,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:4:12:18,repair_ring:pax:4:6:17,0.793,0.797,22,Pax remembers repair_ring:pax:4:6:17 with trust 0.71,repair_ring:pax:4:6:17,True,ssrm.v41.relationship.repair_ring.Pax
526,33,roofward,Sera,roofward-dialect-9,roofward:sera:4:14:18,roofward:sera:4:8:17,0.86,0.864,22,Sera remembers roofward:sera:4:8:17 with trust 0.77,roofward:sera:4:8:17,True,ssrm.v41.relationship.roofward.Sera
528,34,signal,Milo,signal-dialect-9,signal:milo:5:0:5,signal:milo:3:14:5,0.862,0.866,24,Milo remembers signal:milo:3:14:5 with trust 0.66,signal:milo:3:14:5,True,ssrm.v41.relationship.signal.Milo
529,34,orchard,Mara,orchard-dialect-9,orchard:mara:5:1:5,orchard:mara:3:15:5,0.887,0.893,24,Mara remembers orchard:mara:3:15:5 with trust 0.68,orchard:mara:3:15:5,True,ssrm.v41.relationship.orchard.Mara
530,34,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:5:2:5,repair_ring:juno:3:10:5,0.803,0.807,24,Juno remembers repair_ring:juno:3:10:5 with trust 0.64,repair_ring:juno:3:10:5,True,ssrm.v41.relationship.repair_ring.Juno
532,34,roofward,Fay,roofward-dialect-9,roofward:fay:5:4:5,roofward:fay:3:12:5,0.851,0.857,22,Fay remembers roofward:fay:3:12:5 with trust 0.63,roofward:fay:3:12:5,True,ssrm.v41.relationship.roofward.Fay
534,34,signal,Milo,signal-dialect-9,signal:milo:5:6:5,signal:milo:5:0:5,0.866,0.876,22,Milo remembers signal:milo:5:0:5 with trust 0.66,signal:milo:5:0:5,True,ssrm.v41.relationship.signal.Milo
536,34,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:5:8:5,repair_ring:juno:5:2:5,0.819,0.825,22,Juno remembers repair_ring:juno:5:2:5 with trust 0.65,repair_ring:juno:5:2:5,True,ssrm.v41.relationship.repair_ring.Juno
537,34,riverbend,Lio,riverbend-dialect-9,riverbend:lio:5:9:5,riverbend:lio:3:11:5,0.973,0.98,22,Lio remembers riverbend:lio:3:11:5 with trust 0.66,riverbend:lio:3:11:5,True,ssrm.v41.relationship.riverbend.Lio
538,34,roofward,Fay,roofward-dialect-9,roofward:fay:5:10:5,roofward:fay:5:4:5,0.857,0.861,22,Fay remembers roofward:fay:5:4:5 with trust 0.63,roofward:fay:5:4:5,True,ssrm.v41.relationship.roofward.Fay
539,34,archive,Toma,archive-dialect-9,archive:toma:5:11:5,archive:toma:3:13:5,0.927,0.933,22,Toma remembers archive:toma:3:13:5 with trust 0.68,archive:toma:3:13:5,True,ssrm.v41.relationship.archive.Toma
540,34,signal,Milo,signal-dialect-9,signal:milo:5:12:5,signal:milo:5:6:5,0.888,0.892,22,Milo remembers signal:milo:5:6:5 with trust 0.67,signal:milo:5:6:5,True,ssrm.v41.relationship.signal.Milo
541,34,orchard,Mara,orchard-dialect-9,orchard:mara:5:13:5,orchard:mara:5:1:5,0.893,0.903,22,Mara remembers orchard:mara:5:1:5 with trust 0.68,orchard:mara:5:1:5,True,ssrm.v41.relationship.orchard.Mara
542,34,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:5:14:5,repair_ring:juno:5:8:5,0.825,0.829,22,Juno remembers repair_ring:juno:5:8:5 with trust 0.65,repair_ring:juno:5:8:5,True,ssrm.v41.relationship.repair_ring.Juno
544,35,roofward,Sera,roofward-dialect-9,roofward:sera:6:0:0,roofward:sera:4:14:18,0.876,0.88,24,Sera remembers roofward:sera:4:14:18 with trust 0.78,roofward:sera:4:14:18,True,ssrm.v41.relationship.roofward.Sera
546,35,signal,Ren,signal-dialect-9,signal:ren:6:2:18,signal:ren:4:10:17,0.736,0.74,24,Ren remembers signal:ren:4:10:17 with trust 0.67,signal:ren:4:10:17,True,ssrm.v41.relationship.signal.Ren
548,35,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:6:4:0,repair_ring:pax:4:12:18,0.809,0.813,24,Pax remembers repair_ring:pax:4:12:18 with trust 0.72,repair_ring:pax:4:12:18,True,ssrm.v41.relationship.repair_ring.Pax
550,35,roofward,Sera,roofward-dialect-9,roofward:sera:6:6:1,roofward:sera:6:0:0,0.892,0.896,24,Sera remembers roofward:sera:6:0:0 with trust 0.79,roofward:sera:6:0:0,True,ssrm.v41.relationship.roofward.Sera
552,35,signal,Ren,signal-dialect-9,signal:ren:6:8:0,signal:ren:6:2:18,0.752,0.756,24,Ren remembers signal:ren:6:2:18 with trust 0.68,signal:ren:6:2:18,True,ssrm.v41.relationship.signal.Ren
554,35,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:6:10:1,repair_ring:pax:6:4:0,0.825,0.829,24,Pax remembers repair_ring:pax:6:4:0 with trust 0.73,repair_ring:pax:6:4:0,True,ssrm.v41.relationship.repair_ring.Pax
556,35,roofward,Sera,roofward-dialect-9,roofward:sera:6:12:2,roofward:sera:6:6:1,0.908,0.912,24,Sera remembers roofward:sera:6:6:1 with trust 0.80,roofward:sera:6:6:1,True,ssrm.v41.relationship.roofward.Sera
558,35,signal,Ren,signal-dialect-9,signal:ren:6:14:1,signal:ren:6:8:0,0.756,0.76,24,Ren remembers signal:ren:6:8:0 with trust 0.68,signal:ren:6:8:0,True,ssrm.v41.relationship.signal.Ren
560,36,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:7:0:5,repair_ring:juno:5:14:5,0.841,0.845,24,Juno remembers repair_ring:juno:5:14:5 with trust 0.66,repair_ring:juno:5:14:5,True,ssrm.v41.relationship.repair_ring.Juno
562,36,roofward,Fay,roofward-dialect-9,roofward:fay:7:2:5,roofward:fay:5:10:5,0.861,0.867,22,Fay remembers roofward:fay:5:10:5 with trust 0.63,roofward:fay:5:10:5,True,ssrm.v41.relationship.roofward.Fay
564,36,signal,Milo,signal-dialect-9,signal:milo:7:4:5,signal:milo:5:12:5,0.904,0.914,24,Milo remembers signal:milo:5:12:5 with trust 0.68,signal:milo:5:12:5,True,ssrm.v41.relationship.signal.Milo
566,36,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:7:6:5,repair_ring:juno:7:0:5,0.845,0.851,22,Juno remembers repair_ring:juno:7:0:5 with trust 0.66,repair_ring:juno:7:0:5,True,ssrm.v41.relationship.repair_ring.Juno
567,36,riverbend,Lio,riverbend-dialect-9,riverbend:lio:7:7:5,riverbend:lio:5:9:5,0.98,0.98,24,Lio remembers riverbend:lio:5:9:5 with trust 0.66,riverbend:lio:5:9:5,True,ssrm.v41.relationship.riverbend.Lio
568,36,roofward,Fay,roofward-dialect-9,roofward:fay:7:8:5,roofward:fay:7:2:5,0.879,0.883,22,Fay remembers roofward:fay:7:2:5 with trust 0.64,roofward:fay:7:2:5,True,ssrm.v41.relationship.roofward.Fay
569,36,archive,Toma,archive-dialect-9,archive:toma:7:9:5,archive:toma:5:11:5,0.933,0.939,22,Toma remembers archive:toma:5:11:5 with trust 0.68,archive:toma:5:11:5,True,ssrm.v41.relationship.archive.Toma
570,36,signal,Milo,signal-dialect-9,signal:milo:7:10:5,signal:milo:7:4:5,0.914,0.918,22,Milo remembers signal:milo:7:4:5 with trust 0.68,signal:milo:7:4:5,True,ssrm.v41.relationship.signal.Milo
571,36,orchard,Mara,orchard-dialect-9,orchard:mara:7:11:5,orchard:mara:5:13:5,0.903,0.913,22,Mara remembers orchard:mara:5:13:5 with trust 0.68,orchard:mara:5:13:5,True,ssrm.v41.relationship.orchard.Mara
572,36,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:7:12:5,repair_ring:juno:7:6:5,0.854,0.858,22,Juno remembers repair_ring:juno:7:6:5 with trust 0.67,repair_ring:juno:7:6:5,True,ssrm.v41.relationship.repair_ring.Juno
574,36,roofward,Fay,roofward-dialect-9,roofward:fay:7:14:5,roofward:fay:7:8:5,0.883,0.893,22,Fay remembers roofward:fay:7:8:5 with trust 0.64,roofward:fay:7:8:5,True,ssrm.v41.relationship.roofward.Fay
576,37,signal,Ren,signal-dialect-9,signal:ren:8:0:2,signal:ren:6:14:1,0.772,0.776,26,Ren remembers signal:ren:6:14:1 with trust 0.69,signal:ren:6:14:1,True,ssrm.v41.relationship.signal.Ren
578,37,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:8:2:2,repair_ring:pax:6:10:1,0.829,0.833,26,Pax remembers repair_ring:pax:6:10:1 with trust 0.73,repair_ring:pax:6:10:1,True,ssrm.v41.relationship.repair_ring.Pax
580,37,roofward,Sera,roofward-dialect-9,roofward:sera:8:4:3,roofward:sera:6:12:2,0.924,0.928,26,Sera remembers roofward:sera:6:12:2 with trust 0.81,roofward:sera:6:12:2,True,ssrm.v41.relationship.roofward.Sera
582,37,signal,Ren,signal-dialect-9,signal:ren:8:6:3,signal:ren:8:0:2,0.776,0.78,26,Ren remembers signal:ren:8:0:2 with trust 0.69,signal:ren:8:0:2,True,ssrm.v41.relationship.signal.Ren
584,37,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:8:8:3,repair_ring:pax:8:2:2,0.836,0.84,26,Pax remembers repair_ring:pax:8:2:2 with trust 0.74,repair_ring:pax:8:2:2,True,ssrm.v41.relationship.repair_ring.Pax
586,37,roofward,Sera,roofward-dialect-9,roofward:sera:8:10:4,roofward:sera:8:4:3,0.928,0.932,26,Sera remembers roofward:sera:8:4:3 with trust 0.81,roofward:sera:8:4:3,True,ssrm.v41.relationship.roofward.Sera
588,37,signal,Ren,signal-dialect-9,signal:ren:8:12:4,signal:ren:8:6:3,0.792,0.796,26,Ren remembers signal:ren:8:6:3 with trust 0.70,signal:ren:8:6:3,True,ssrm.v41.relationship.signal.Ren
590,37,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:8:14:4,repair_ring:pax:8:8:3,0.84,0.844,26,Pax remembers repair_ring:pax:8:8:3 with trust 0.74,repair_ring:pax:8:8:3,True,ssrm.v41.relationship.repair_ring.Pax
592,38,roofward,Fay,roofward-dialect-9,roofward:fay:9:0:5,roofward:fay:7:14:5,0.905,0.911,22,Fay remembers roofward:fay:7:14:5 with trust 0.65,roofward:fay:7:14:5,True,ssrm.v41.relationship.roofward.Fay
594,38,signal,Milo,signal-dialect-9,signal:milo:9:2:5,signal:milo:7:10:5,0.918,0.928,24,Milo remembers signal:milo:7:10:5 with trust 0.68,signal:milo:7:10:5,True,ssrm.v41.relationship.signal.Milo
596,38,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:9:4:5,repair_ring:juno:7:12:5,0.87,0.876,24,Juno remembers repair_ring:juno:7:12:5 with trust 0.68,repair_ring:juno:7:12:5,True,ssrm.v41.relationship.repair_ring.Juno
597,38,riverbend,Lio,riverbend-dialect-9,riverbend:lio:9:5:5,riverbend:lio:7:7:5,0.98,0.98,24,Lio remembers riverbend:lio:7:7:5 with trust 0.66,riverbend:lio:7:7:5,True,ssrm.v41.relationship.riverbend.Lio
598,38,roofward,Fay,roofward-dialect-9,roofward:fay:9:6:5,roofward:fay:9:0:5,0.911,0.915,22,Fay remembers roofward:fay:9:0:5 with trust 0.65,roofward:fay:9:0:5,True,ssrm.v41.relationship.roofward.Fay
599,38,archive,Toma,archive-dialect-9,archive:toma:9:7:5,archive:toma:7:9:5,0.939,0.945,24,Toma remembers archive:toma:7:9:5 with trust 0.68,archive:toma:7:9:5,True,ssrm.v41.relationship.archive.Toma
600,38,signal,Milo,signal-dialect-9,signal:milo:9:8:5,signal:milo:9:2:5,0.94,0.944,22,Milo remembers signal:milo:9:2:5 with trust 0.69,signal:milo:9:2:5,True,ssrm.v41.relationship.signal.Milo
601,38,orchard,Mara,orchard-dialect-9,orchard:mara:9:9:5,orchard:mara:7:11:5,0.913,0.923,22,Mara remembers orchard:mara:7:11:5 with trust 0.68,orchard:mara:7:11:5,True,ssrm.v41.relationship.orchard.Mara
602,38,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:9:10:5,repair_ring:juno:9:4:5,0.876,0.88,22,Juno remembers repair_ring:juno:9:4:5 with trust 0.68,repair_ring:juno:9:4:5,True,ssrm.v41.relationship.repair_ring.Juno
604,38,roofward,Fay,roofward-dialect-9,roofward:fay:9:12:5,roofward:fay:9:6:5,0.927,0.937,22,Fay remembers roofward:fay:9:6:5 with trust 0.66,roofward:fay:9:6:5,True,ssrm.v41.relationship.roofward.Fay
606,38,signal,Milo,signal-dialect-9,signal:milo:9:14:5,signal:milo:9:8:5,0.944,0.95,22,Milo remembers signal:milo:9:8:5 with trust 0.69,signal:milo:9:8:5,True,ssrm.v41.relationship.signal.Milo
608,39,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:10:0:5,repair_ring:pax:8:14:4,0.856,0.86,28,Pax remembers repair_ring:pax:8:14:4 with trust 0.75,repair_ring:pax:8:14:4,True,ssrm.v41.relationship.repair_ring.Pax
610,39,roofward,Sera,roofward-dialect-9,roofward:sera:10:2:5,roofward:sera:8:10:4,0.944,0.948,28,Sera remembers roofward:sera:8:10:4 with trust 0.82,roofward:sera:8:10:4,True,ssrm.v41.relationship.roofward.Sera
612,39,signal,Ren,signal-dialect-9,signal:ren:10:4:5,signal:ren:8:12:4,0.808,0.812,28,Ren remembers signal:ren:8:12:4 with trust 0.71,signal:ren:8:12:4,True,ssrm.v41.relationship.signal.Ren
614,39,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:10:6:5,repair_ring:pax:10:0:5,0.872,0.876,28,Pax remembers repair_ring:pax:10:0:5 with trust 0.76,repair_ring:pax:10:0:5,True,ssrm.v41.relationship.repair_ring.Pax
616,39,roofward,Sera,roofward-dialect-9,roofward:sera:10:8:5,roofward:sera:10:2:5,0.96,0.964,28,Sera remembers roofward:sera:10:2:5 with trust 0.83,roofward:sera:10:2:5,True,ssrm.v41.relationship.roofward.Sera
618,39,signal,Ren,signal-dialect-9,signal:ren:10:10:5,signal:ren:10:4:5,0.812,0.816,26,Ren remembers signal:ren:10:4:5 with trust 0.71,signal:ren:10:4:5,True,ssrm.v41.relationship.signal.Ren
620,39,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:10:12:5,repair_ring:pax:10:6:5,0.888,0.892,26,Pax remembers repair_ring:pax:10:6:5 with trust 0.77,repair_ring:pax:10:6:5,True,ssrm.v41.relationship.repair_ring.Pax
622,39,roofward,Sera,roofward-dialect-9,roofward:sera:10:14:5,roofward:sera:10:8:5,0.964,0.968,26,Sera remembers roofward:sera:10:8:5 with trust 0.83,roofward:sera:10:8:5,True,ssrm.v41.relationship.roofward.Sera
624,40,orchard,Ivo,orchard-dialect-9,orchard:ivo:11:0:5,orchard:ivo:28:14:4,0.906,0.91,38,Ivo remembers orchard:ivo:28:14:4 with trust 0.77,orchard:ivo:28:14:4,True,ssrm.v41.relationship.orchard.Ivo
626,40,riverbend,Ari,riverbend-dialect-9,riverbend:ari:11:2:5,riverbend:ari:28:10:4,0.916,0.92,38,Ari remembers riverbend:ari:28:10:4 with trust 0.75,riverbend:ari:28:10:4,True,ssrm.v41.relationship.riverbend.Ari
628,40,archive,Nia,archive-dialect-9,archive:nia:11:4:5,archive:nia:28:12:4,0.849,0.853,38,Nia remembers archive:nia:28:12:4 with trust 0.72,archive:nia:28:12:4,True,ssrm.v41.relationship.archive.Nia
630,40,orchard,Ivo,orchard-dialect-9,orchard:ivo:11:6:5,orchard:ivo:11:0:5,0.922,0.926,38,Ivo remembers orchard:ivo:11:0:5 with trust 0.78,orchard:ivo:11:0:5,True,ssrm.v41.relationship.orchard.Ivo
632,40,riverbend,Ari,riverbend-dialect-9,riverbend:ari:11:8:5,riverbend:ari:11:2:5,0.932,0.936,38,Ari remembers riverbend:ari:11:2:5 with trust 0.76,riverbend:ari:11:2:5,True,ssrm.v41.relationship.riverbend.Ari
634,40,archive,Nia,archive-dialect-9,archive:nia:11:10:5,archive:nia:11:4:5,0.853,0.857,36,Nia remembers archive:nia:11:4:5 with trust 0.72,archive:nia:11:4:5,True,ssrm.v41.relationship.archive.Nia
636,40,orchard,Ivo,orchard-dialect-9,orchard:ivo:11:12:5,orchard:ivo:11:6:5,0.929,0.933,36,Ivo remembers orchard:ivo:11:6:5 with trust 0.79,orchard:ivo:11:6:5,True,ssrm.v41.relationship.orchard.Ivo
638,40,riverbend,Ari,riverbend-dialect-9,riverbend:ari:11:14:5,riverbend:ari:11:8:5,0.936,0.94,36,Ari remembers riverbend:ari:11:8:5 with trust 0.76,riverbend:ari:11:8:5,True,ssrm.v41.relationship.riverbend.Ari
640,41,archive,Toma,archive-dialect-9,archive:toma:12:0:5,archive:toma:9:7:5,0.957,0.967,25,Toma remembers archive:toma:9:7:5 with trust 0.69,archive:toma:9:7:5,True,ssrm.v41.relationship.archive.Toma
642,41,orchard,Mara,orchard-dialect-9,orchard:mara:12:2:5,orchard:mara:9:9:5,0.923,0.929,25,Mara remembers orchard:mara:9:9:5 with trust 0.68,orchard:mara:9:9:5,True,ssrm.v41.relationship.orchard.Mara
644,41,riverbend,Lio,riverbend-dialect-9,riverbend:lio:12:4:5,riverbend:lio:9:5:5,0.98,0.98,27,Lio remembers riverbend:lio:9:5:5 with trust 0.67,riverbend:lio:9:5:5,True,ssrm.v41.relationship.riverbend.Lio
645,41,roofward,Fay,roofward-dialect-9,roofward:fay:12:5:5,roofward:fay:9:12:5,0.937,0.943,23,Fay remembers roofward:fay:9:12:5 with trust 0.66,roofward:fay:9:12:5,True,ssrm.v41.relationship.roofward.Fay
646,41,archive,Toma,archive-dialect-9,archive:toma:12:6:5,archive:toma:12:0:5,0.967,0.971,25,Toma remembers archive:toma:12:0:5 with trust 0.69,archive:toma:12:0:5,True,ssrm.v41.relationship.archive.Toma
647,41,signal,Milo,signal-dialect-9,signal:milo:12:7:5,signal:milo:9:14:5,0.95,0.96,25,Milo remembers signal:milo:9:14:5 with trust 0.69,signal:milo:9:14:5,True,ssrm.v41.relationship.signal.Milo
648,41,orchard,Mara,orchard-dialect-9,orchard:mara:12:8:5,orchard:mara:12:2:5,0.941,0.945,23,Mara remembers orchard:mara:12:2:5 with trust 0.69,orchard:mara:12:2:5,True,ssrm.v41.relationship.orchard.Mara
649,41,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:12:9:5,repair_ring:juno:9:10:5,0.88,0.886,25,Juno remembers repair_ring:juno:9:10:5 with trust 0.68,repair_ring:juno:9:10:5,True,ssrm.v41.relationship.repair_ring.Juno
650,41,riverbend,Lio,riverbend-dialect-9,riverbend:lio:12:10:5,riverbend:lio:12:4:5,0.98,0.98,25,Lio remembers riverbend:lio:12:4:5 with trust 0.67,riverbend:lio:12:4:5,True,ssrm.v41.relationship.riverbend.Lio
652,41,archive,Toma,archive-dialect-9,archive:toma:12:12:5,archive:toma:12:6:5,0.974,0.98,23,Toma remembers archive:toma:12:6:5 with trust 0.70,archive:toma:12:6:5,True,ssrm.v41.relationship.archive.Toma
654,41,orchard,Mara,orchard-dialect-9,orchard:mara:12:14:5,orchard:mara:12:8:5,0.945,0.955,23,Mara remembers orchard:mara:12:8:5 with trust 0.69,orchard:mara:12:8:5,True,ssrm.v41.relationship.orchard.Mara
