tick_id,day,route_id,replay_event,state_hash,includes_dialogue_animation,includes_merge_control,includes_snapshot_exchange,includes_delayed_reaction,includes_reload_persistence,replay_exportable
245,21,archive_signal,archive_signal:paper lane:relieved reset stance:snapshot shared,v33-693258,False,False,True,False,False,True
246,21,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-820987,True,True,True,False,False,True
247,21,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:idle,v33-871074,True,False,False,False,False,True
248,21,central_repair_ring,central_repair_ring:inner repair yard:relieved reset stance:snapshot shared,v33-886018,True,True,True,False,True,True
249,21,riverbend_roofward,riverbend_roofward:orchard ridge detour:relieved reset stance:snapshot shared,v33-921902,True,True,True,False,False,True
250,21,roofward_archive,roofward_archive:cool archive lane:relieved reset stance:snapshot shared,v33-831366,True,False,True,False,False,True
251,21,archive_signal,archive_signal:paper lane:relieved reset stance:snapshot shared,v33-693219,True,True,True,False,True,True
252,22,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-820828,True,False,True,False,True,True
253,22,orchard_riverbend,orchard_riverbend:market plank route:careful pointing:idle,v33-796978,True,False,False,False,False,True
254,22,central_repair_ring,central_repair_ring:outer bell path:route-board reach:snapshot shared,v33-783091,True,True,True,False,False,True
255,22,riverbend_roofward,riverbend_roofward:river ford:relieved reset stance:exchange pending,v33-763633,False,True,True,False,False,True
256,22,roofward_archive,roofward_archive:cool archive lane:careful pointing:idle,v33-759072,True,False,False,False,False,True
257,22,archive_signal,archive_signal:paper lane:relieved reset stance:snapshot shared,v33-692764,True,False,True,False,False,True
258,22,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-821697,True,True,True,False,False,True
259,22,orchard_riverbend,orchard_riverbend:market plank route:careful pointing:idle,v33-797572,True,False,False,False,False,True
260,22,central_repair_ring,central_repair_ring:inner repair yard:route-board reach:snapshot shared,v33-816479,True,True,True,False,False,True
261,22,riverbend_roofward,riverbend_roofward:orchard ridge detour:careful pointing:snapshot shared,v33-846572,True,True,True,False,False,True
262,22,roofward_archive,roofward_archive:cool archive lane:careful pointing:snapshot shared,v33-758914,True,False,True,False,False,True
263,22,archive_signal,archive_signal:paper lane:relieved reset stance:snapshot shared,v33-692725,True,True,True,False,True,True
264,23,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-821538,True,False,True,False,True,True
265,23,orchard_riverbend,orchard_riverbend:market plank route:listening tilt:idle,v33-766404,True,False,False,False,False,True
266,23,central_repair_ring,central_repair_ring:inner repair yard:route-board reach:snapshot shared,v33-817216,True,True,True,False,False,True
267,23,riverbend_roofward,riverbend_roofward:river ford:careful pointing:snapshot shared,v33-693850,True,True,True,False,False,True
268,23,roofward_archive,roofward_archive:cool archive lane:listening tilt:idle,v33-729022,True,False,False,False,False,True
269,23,archive_signal,archive_signal:paper lane:relieved reset stance:snapshot shared,v33-693450,True,False,True,False,False,True
270,23,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-821515,False,True,True,False,False,True
271,23,orchard_riverbend,orchard_riverbend:market plank route:listening tilt:idle,v33-766106,True,False,False,False,False,True
272,23,central_repair_ring,central_repair_ring:inner repair yard:route-board reach:exchange pending,v33-816918,True,False,True,False,False,True
273,23,riverbend_roofward,riverbend_roofward:orchard ridge detour:listening tilt:snapshot shared,v33-814717,True,True,True,False,False,True
274,23,roofward_archive,roofward_archive:cool archive lane:listening tilt:snapshot shared,v33-728864,True,False,True,False,False,True
275,23,archive_signal,archive_signal:paper lane:relieved reset stance:idle,v33-693152,False,False,False,False,True,True
276,24,orchard_riverbend,orchard_riverbend:market plank route:careful pointing:snapshot shared,v33-797613,True,False,True,False,True,True
277,24,central_repair_ring,central_repair_ring:inner repair yard:open forward lean:idle,v33-817612,True,False,False,False,False,True
278,24,riverbend_roofward,riverbend_roofward:orchard ridge detour:listening tilt:snapshot shared,v33-815499,True,True,True,False,False,True
279,24,roofward_archive,roofward_archive:glass stair:route-board reach:snapshot shared,v33-681248,True,True,True,False,True,True
280,24,archive_signal,archive_signal:stone kiosk path:open forward lean:snapshot shared,v33-718920,True,True,True,False,False,True
281,24,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-821851,True,False,True,False,False,True
282,24,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:snapshot shared,v33-871394,True,True,True,False,False,True
283,24,central_repair_ring,central_repair_ring:inner repair yard:open forward lean:idle,v33-817314,True,False,False,False,False,True
284,24,riverbend_roofward,riverbend_roofward:river ford:listening tilt:snapshot shared,v33-663835,True,True,True,False,False,True
285,24,roofward_archive,roofward_archive:glass stair:open forward lean:snapshot shared,v33-681283,False,True,True,False,False,True
286,24,archive_signal,archive_signal:stone kiosk path:open forward lean:snapshot shared,v33-719651,True,False,True,False,False,True
287,24,signal_orchard,signal_orchard:dusk road:relieved reset stance:snapshot shared,v33-679907,True,True,True,False,True,True
288,25,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:snapshot shared,v33-872130,True,False,True,False,True,True
289,25,central_repair_ring,central_repair_ring:inner repair yard:guarded crossed arms:idle,v33-869140,True,False,False,False,False,True
290,25,riverbend_roofward,riverbend_roofward:orchard ridge detour:listening tilt:snapshot shared,v33-815477,False,True,True,False,False,True
291,25,roofward_archive,roofward_archive:glass stair:open forward lean:snapshot shared,v33-680043,True,True,True,False,False,True
292,25,archive_signal,archive_signal:stone kiosk path:guarded crossed arms:idle,v33-768695,True,False,False,False,False,True
293,25,signal_orchard,signal_orchard:dusk road:relieved reset stance:snapshot shared,v33-679739,True,False,True,False,False,True
294,25,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:snapshot shared,v33-872113,True,True,True,False,False,True
295,25,central_repair_ring,central_repair_ring:inner repair yard:guarded crossed arms:idle,v33-868842,True,False,False,False,False,True
296,25,riverbend_roofward,riverbend_roofward:river ford:listening tilt:snapshot shared,v33-664665,True,True,True,False,False,True
297,25,roofward_archive,roofward_archive:cool archive lane:guarded crossed arms:snapshot shared,v33-814696,True,True,True,False,False,True
298,25,archive_signal,archive_signal:stone kiosk path:guarded crossed arms:snapshot shared,v33-769426,True,False,True,False,False,True
299,25,signal_orchard,signal_orchard:dusk road:relieved reset stance:idle,v33-680333,True,False,False,False,True,True
300,26,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:snapshot shared,v33-871074,False,False,True,False,True,True
301,26,central_repair_ring,central_repair_ring:outer bell path:relieved reset stance:snapshot shared,v33-851757,True,True,True,False,False,True
302,26,riverbend_roofward,riverbend_roofward:orchard ridge detour:listening tilt:snapshot shared,v33-814158,True,True,True,False,False,True
303,26,roofward_archive,roofward_archive:glass stair:open forward lean:snapshot shared,v33-679986,True,True,True,False,False,True
304,26,archive_signal,archive_signal:stone kiosk path:relieved reset stance:idle,v33-785657,True,False,False,False,False,True
305,26,signal_orchard,signal_orchard:dusk road:relieved reset stance:snapshot shared,v33-679282,False,False,True,False,False,True
306,26,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:exchange pending,v33-870555,True,True,True,False,False,True
307,26,central_repair_ring,central_repair_ring:outer bell path:relieved reset stance:idle,v33-852351,True,False,False,False,False,True
308,26,riverbend_roofward,riverbend_roofward:river ford:listening tilt:snapshot shared,v33-663396,True,True,True,False,False,True
309,26,roofward_archive,roofward_archive:cool archive lane:open forward lean:snapshot shared,v33-764376,True,True,True,False,False,True
310,26,archive_signal,archive_signal:stone kiosk path:relieved reset stance:snapshot shared,v33-785496,True,False,True,False,True,True
311,26,signal_orchard,signal_orchard:dusk road:relieved reset stance:snapshot shared,v33-679241,True,True,True,False,True,True
312,27,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:snapshot shared,v33-870399,True,False,True,False,True,True
313,27,central_repair_ring,central_repair_ring:outer bell path:careful pointing:idle,v33-778710,True,False,False,False,False,True
314,27,riverbend_roofward,riverbend_roofward:orchard ridge detour:route-board reach:snapshot shared,v33-851276,True,True,True,False,False,True
315,27,roofward_archive,roofward_archive:glass stair:relieved reset stance:snapshot shared,v33-746288,False,True,True,False,False,True
316,27,archive_signal,archive_signal:stone kiosk path:careful pointing:idle,v33-714567,True,False,False,False,False,True
317,27,signal_orchard,signal_orchard:dusk road:relieved reset stance:snapshot shared,v33-678794,True,False,True,False,False,True
318,27,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:snapshot shared,v33-871274,True,True,True,False,False,True
319,27,central_repair_ring,central_repair_ring:outer bell path:careful pointing:idle,v33-779304,True,False,False,False,False,True
320,27,riverbend_roofward,riverbend_roofward:river ford:route-board reach:snapshot shared,v33-697372,True,True,True,False,False,True
321,27,roofward_archive,roofward_archive:cool archive lane:careful pointing:snapshot shared,v33-759478,True,True,True,False,False,True
322,27,archive_signal,archive_signal:stone kiosk path:careful pointing:snapshot shared,v33-714406,True,False,True,False,False,True
323,27,signal_orchard,signal_orchard:dusk road:relieved reset stance:exchange pending,v33-677479,True,True,True,False,True,True
324,28,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:snapshot shared,v33-871118,True,False,True,False,True,True
325,28,central_repair_ring,central_repair_ring:outer bell path:listening tilt:idle,v33-748328,True,False,False,False,False,True
326,28,riverbend_roofward,riverbend_roofward:orchard ridge detour:route-board reach:snapshot shared,v33-852146,True,True,True,False,False,True
327,28,roofward_archive,roofward_archive:glass stair:careful pointing:snapshot shared,v33-675776,True,True,True,False,False,True
328,28,archive_signal,archive_signal:stone kiosk path:listening tilt:idle,v33-685090,True,False,False,False,False,True
329,28,signal_orchard,signal_orchard:dusk road:relieved reset stance:snapshot shared,v33-678203,True,False,True,False,False,True
330,28,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:snapshot shared,v33-871101,False,True,True,False,False,True
331,28,central_repair_ring,central_repair_ring:outer bell path:listening tilt:idle,v33-748030,True,False,False,False,False,True
332,28,riverbend_roofward,riverbend_roofward:river ford:route-board reach:snapshot shared,v33-697013,True,True,True,False,False,True
333,28,roofward_archive,roofward_archive:cool archive lane:listening tilt:snapshot shared,v33-728608,True,True,True,False,False,True
334,28,archive_signal,archive_signal:stone kiosk path:listening tilt:snapshot shared,v33-684929,True,False,True,False,False,True
335,28,signal_orchard,signal_orchard:dusk road:relieved reset stance:idle,v33-677905,False,False,False,False,True,True
336,29,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:snapshot shared,v33-870558,True,False,True,False,True,True
337,29,central_repair_ring,central_repair_ring:outer bell path:route-board reach:idle,v33-783988,True,False,False,False,False,True
338,29,riverbend_roofward,riverbend_roofward:orchard ridge detour:route-board reach:snapshot shared,v33-851737,True,True,True,False,False,True
339,29,roofward_archive,roofward_archive:glass stair:listening tilt:snapshot shared,v33-647268,True,True,True,False,False,True
340,29,archive_signal,archive_signal:stone kiosk path:route-board reach:idle,v33-719111,True,False,False,False,False,True
341,29,signal_orchard,signal_orchard:dusk road:relieved reset stance:snapshot shared,v33-677737,True,False,True,False,True,True
342,29,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:snapshot shared,v33-870402,True,True,True,False,False,True
343,29,central_repair_ring,central_repair_ring:outer bell path:route-board reach:idle,v33-783690,True,False,False,False,False,True
344,29,riverbend_roofward,riverbend_roofward:river ford:route-board reach:snapshot shared,v33-697843,True,True,True,False,False,True
345,29,roofward_archive,roofward_archive:cool archive lane:route-board reach:snapshot shared,v33-764601,False,True,True,False,False,True
346,29,archive_signal,archive_signal:stone kiosk path:route-board reach:snapshot shared,v33-719842,True,False,True,False,False,True
347,29,signal_orchard,signal_orchard:dusk road:relieved reset stance:idle,v33-678331,True,False,False,False,True,True
348,30,central_repair_ring,central_repair_ring:outer bell path:route-board reach:snapshot shared,v33-784326,True,False,True,False,True,True
349,30,riverbend_roofward,riverbend_roofward:river ford:guarded crossed arms:idle,v33-747249,True,False,False,False,False,True
350,30,roofward_archive,roofward_archive:cool archive lane:guarded crossed arms:snapshot shared,v33-813706,False,True,True,False,False,True
351,30,archive_signal,archive_signal:paper lane:relieved reset stance:snapshot shared,v33-691628,True,True,True,False,False,True
352,30,signal_orchard,signal_orchard:dusk road:guarded crossed arms:idle,v33-661299,True,False,False,False,False,True
353,30,orchard_riverbend,orchard_riverbend:market plank route:route-board reach:snapshot shared,v33-801658,True,False,True,False,False,True
354,30,central_repair_ring,central_repair_ring:outer bell path:route-board reach:snapshot shared,v33-784307,True,True,True,False,False,True
355,30,riverbend_roofward,riverbend_roofward:river ford:guarded crossed arms:idle,v33-746951,True,False,False,False,False,True
356,30,roofward_archive,roofward_archive:glass stair:guarded crossed arms:snapshot shared,v33-729168,True,True,True,False,False,True
357,30,archive_signal,archive_signal:stone kiosk path:guarded crossed arms:exchange pending,v33-768751,True,True,True,False,False,True
358,30,signal_orchard,signal_orchard:dusk road:guarded crossed arms:snapshot shared,v33-662023,True,False,True,False,False,True
359,30,orchard_riverbend,orchard_riverbend:fen track:route-board reach:snapshot shared,v33-660678,True,True,True,False,True,True
360,31,central_repair_ring,central_repair_ring:outer bell path:open forward lean:snapshot shared,v33-784349,True,False,True,False,True,True
361,31,riverbend_roofward,riverbend_roofward:river ford:relieved reset stance:idle,v33-763843,True,False,False,False,False,True
362,31,roofward_archive,roofward_archive:cool archive lane:relieved reset stance:snapshot shared,v33-832301,True,True,True,False,False,True
363,31,archive_signal,archive_signal:paper lane:guarded crossed arms:snapshot shared,v33-675565,True,True,True,False,False,True
364,31,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-821367,True,True,True,False,False,True
365,31,orchard_riverbend,orchard_riverbend:fen track:route-board reach:snapshot shared,v33-660513,False,False,True,False,False,True
366,31,central_repair_ring,central_repair_ring:outer bell path:open forward lean:snapshot shared,v33-785222,True,True,True,False,False,True
367,31,riverbend_roofward,riverbend_roofward:river ford:relieved reset stance:idle,v33-764437,True,False,False,False,False,True
368,31,roofward_archive,roofward_archive:cool archive lane:relieved reset stance:snapshot shared,v33-833035,True,True,True,False,False,True
369,31,archive_signal,archive_signal:stone kiosk path:relieved reset stance:snapshot shared,v33-787001,True,True,True,False,False,True
370,31,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-821208,True,False,True,False,False,True
371,31,orchard_riverbend,orchard_riverbend:fen track:route-board reach:snapshot shared,v33-660478,True,True,True,False,True,True
372,32,central_repair_ring,central_repair_ring:outer bell path:open forward lean:snapshot shared,v33-783795,True,False,True,False,True,True
373,32,riverbend_roofward,riverbend_roofward:river ford:careful pointing:idle,v33-693526,True,False,False,False,False,True
374,32,roofward_archive,roofward_archive:cool archive lane:careful pointing:exchange pending,v33-759986,True,True,True,False,False,True
375,32,archive_signal,archive_signal:paper lane:relieved reset stance:snapshot shared,v33-693125,False,True,True,False,False,True
376,32,signal_orchard,signal_orchard:river lantern loop:careful pointing:idle,v33-749369,True,False,False,False,False,True
377,32,orchard_riverbend,orchard_riverbend:fen track:route-board reach:snapshot shared,v33-661205,True,False,True,False,False,True
378,32,central_repair_ring,central_repair_ring:outer bell path:open forward lean:snapshot shared,v33-784668,True,True,True,False,False,True
379,32,riverbend_roofward,riverbend_roofward:river ford:careful pointing:idle,v33-694120,True,False,False,False,False,True
380,32,roofward_archive,roofward_archive:glass stair:careful pointing:snapshot shared,v33-676584,False,True,True,False,False,True
381,32,archive_signal,archive_signal:stone kiosk path:careful pointing:snapshot shared,v33-715424,True,True,True,False,False,True
382,32,signal_orchard,signal_orchard:river lantern loop:careful pointing:snapshot shared,v33-749210,True,False,True,False,False,True
383,32,orchard_riverbend,orchard_riverbend:fen track:route-board reach:snapshot shared,v33-661170,True,True,True,False,True,True
384,33,central_repair_ring,central_repair_ring:outer bell path:open forward lean:snapshot shared,v33-784511,True,False,True,False,True,True
385,33,riverbend_roofward,riverbend_roofward:orchard ridge detour:listening tilt:snapshot shared,v33-816256,True,True,True,False,False,True
386,33,roofward_archive,roofward_archive:cool archive lane:listening tilt:snapshot shared,v33-730350,True,True,True,False,False,True
387,33,archive_signal,archive_signal:paper lane:careful pointing:snapshot shared,v33-625146,True,True,True,False,False,True
388,33,signal_orchard,signal_orchard:river lantern loop:listening tilt:idle,v33-719510,True,False,False,False,False,True
389,33,orchard_riverbend,orchard_riverbend:fen track:route-board reach:snapshot shared,v33-661897,True,False,True,False,False,True
390,33,central_repair_ring,central_repair_ring:outer bell path:open forward lean:snapshot shared,v33-783249,False,True,True,False,False,True
391,33,riverbend_roofward,riverbend_roofward:orchard ridge detour:listening tilt:idle,v33-815958,True,False,False,False,False,True
392,33,roofward_archive,roofward_archive:glass stair:listening tilt:snapshot shared,v33-646896,True,True,True,False,False,True
393,33,archive_signal,archive_signal:stone kiosk path:listening tilt:snapshot shared,v33-686352,True,True,True,False,False,True
394,33,signal_orchard,signal_orchard:river lantern loop:listening tilt:snapshot shared,v33-719351,True,False,True,False,False,True
395,33,orchard_riverbend,orchard_riverbend:fen track:route-board reach:idle,v33-661599,False,False,False,False,True,True
396,34,central_repair_ring,central_repair_ring:outer bell path:open forward lean:snapshot shared,v33-783984,True,False,True,False,True,True
397,34,riverbend_roofward,riverbend_roofward:orchard ridge detour:route-board reach:idle,v33-852800,True,False,False,False,False,True
398,34,roofward_archive,roofward_archive:cool archive lane:route-board reach:snapshot shared,v33-765109,True,True,True,False,False,True
399,34,archive_signal,archive_signal:paper lane:careful pointing:snapshot shared,v33-625960,True,True,True,False,False,True
400,34,signal_orchard,signal_orchard:river lantern loop:route-board reach:idle,v33-753092,True,False,False,False,False,True
401,34,orchard_riverbend,orchard_riverbend:fen track:route-board reach:snapshot shared,v33-660551,True,False,True,False,False,True
402,34,central_repair_ring,central_repair_ring:outer bell path:open forward lean:snapshot shared,v33-783082,True,True,True,False,False,True
403,34,riverbend_roofward,riverbend_roofward:orchard ridge detour:route-board reach:idle,v33-851619,True,False,False,False,True,True
404,34,roofward_archive,roofward_archive:glass stair:route-board reach:snapshot shared,v33-680656,True,True,True,False,False,True
405,34,archive_signal,archive_signal:stone kiosk path:careful pointing:snapshot shared,v33-715010,True,True,True,False,False,True
406,34,signal_orchard,signal_orchard:river lantern loop:route-board reach:snapshot shared,v33-753825,True,False,True,False,False,True
407,34,orchard_riverbend,orchard_riverbend:fen track:route-board reach:idle,v33-661145,True,False,False,False,True,True
408,35,central_repair_ring,central_repair_ring:outer bell path:open forward lean:exchange pending,v33-783676,True,False,True,False,True,True
409,35,riverbend_roofward,riverbend_roofward:orchard ridge detour:open forward lean:idle,v33-852412,True,False,False,False,False,True
410,35,roofward_archive,roofward_archive:cool archive lane:relieved reset stance:snapshot shared,v33-832415,True,True,True,False,False,True
411,35,archive_signal,archive_signal:paper lane:route-board reach:snapshot shared,v33-628242,True,True,True,False,False,True
412,35,signal_orchard,signal_orchard:river lantern loop:open forward lean:idle,v33-753726,True,False,False,False,False,True
413,35,orchard_riverbend,orchard_riverbend:fen track:route-board reach:snapshot shared,v33-659782,True,False,True,False,False,True
414,35,central_repair_ring,central_repair_ring:outer bell path:open forward lean:snapshot shared,v33-783657,True,True,True,False,False,True
415,35,riverbend_roofward,riverbend_roofward:orchard ridge detour:open forward lean:idle,v33-852114,True,False,False,False,False,True
416,35,roofward_archive,roofward_archive:glass stair:relieved reset stance:snapshot shared,v33-745950,True,True,True,False,False,True
417,35,archive_signal,archive_signal:stone kiosk path:open forward lean:snapshot shared,v33-719383,True,True,True,False,False,True
418,35,signal_orchard,signal_orchard:river lantern loop:open forward lean:snapshot shared,v33-754459,True,False,True,False,False,True
419,35,orchard_riverbend,orchard_riverbend:fen track:route-board reach:idle,v33-660376,True,False,False,False,True,True
420,36,riverbend_roofward,riverbend_roofward:orchard ridge detour:open forward lean:snapshot shared,v33-851862,True,False,True,True,True,True
421,36,roofward_archive,roofward_archive:glass stair:guarded crossed arms:idle,v33-728474,True,False,False,True,False,True
422,36,archive_signal,archive_signal:stone kiosk path:open forward lean:snapshot shared,v33-719257,True,True,True,True,False,True
423,36,signal_orchard,signal_orchard:dusk road:guarded crossed arms:snapshot shared,v33-661324,True,True,True,True,False,True
424,36,orchard_riverbend,orchard_riverbend:fen track:guarded crossed arms:idle,v33-708260,True,False,False,True,False,True
425,36,central_repair_ring,central_repair_ring:outer bell path:open forward lean:exchange pending,v33-783854,False,False,True,True,False,True
426,36,riverbend_roofward,riverbend_roofward:orchard ridge detour:open forward lean:snapshot shared,v33-851437,True,True,True,True,False,True
427,36,roofward_archive,roofward_archive:cool archive lane:open forward lean:snapshot shared,v33-764467,True,True,True,True,False,True
428,36,archive_signal,archive_signal:paper lane:guarded crossed arms:snapshot shared,v33-676281,True,True,True,True,False,True
429,36,signal_orchard,signal_orchard:river lantern loop:open forward lean:snapshot shared,v33-753954,True,True,True,True,False,True
430,36,orchard_riverbend,orchard_riverbend:fen track:guarded crossed arms:snapshot shared,v33-708095,True,False,True,True,False,True
431,36,central_repair_ring,central_repair_ring:inner repair yard:guarded crossed arms:snapshot shared,v33-868482,True,True,True,True,True,True
432,37,riverbend_roofward,riverbend_roofward:orchard ridge detour:open forward lean:snapshot shared,v33-851284,True,False,True,True,True,True
433,37,roofward_archive,roofward_archive:cool archive lane:open forward lean:idle,v33-764169,True,False,False,True,False,True
434,37,archive_signal,archive_signal:stone kiosk path:open forward lean:snapshot shared,v33-720095,True,True,True,True,True,True
435,37,signal_orchard,signal_orchard:dusk road:guarded crossed arms:snapshot shared,v33-662134,False,True,True,True,False,True
436,37,orchard_riverbend,orchard_riverbend:fen track:guarded crossed arms:idle,v33-708689,True,False,False,True,False,True
437,37,central_repair_ring,central_repair_ring:inner repair yard:guarded crossed arms:snapshot shared,v33-869219,True,False,True,True,False,True
438,37,riverbend_roofward,riverbend_roofward:orchard ridge detour:open forward lean:snapshot shared,v33-852165,True,True,True,True,False,True
439,37,roofward_archive,roofward_archive:cool archive lane:open forward lean:idle,v33-764763,True,False,False,True,False,True
440,37,archive_signal,archive_signal:paper lane:guarded crossed arms:snapshot shared,v33-676203,False,True,True,True,False,True
441,37,signal_orchard,signal_orchard:river lantern loop:open forward lean:snapshot shared,v33-753908,True,True,True,True,False,True
442,37,orchard_riverbend,orchard_riverbend:fen track:careful pointing:exchange pending,v33-655656,True,False,True,False,False,True
443,37,central_repair_ring,central_repair_ring:inner repair yard:guarded crossed arms:snapshot shared,v33-869204,True,True,True,True,True,True
444,38,riverbend_roofward,riverbend_roofward:orchard ridge detour:open forward lean:snapshot shared,v33-852012,True,False,True,True,True,True
445,38,roofward_archive,roofward_archive:cool archive lane:listening tilt:idle,v33-729123,True,False,False,False,False,True
446,38,archive_signal,archive_signal:stone kiosk path:open forward lean:snapshot shared,v33-720933,True,True,True,True,False,True
447,38,signal_orchard,signal_orchard:dusk road:guarded crossed arms:snapshot shared,v33-662944,True,True,True,True,False,True
448,38,orchard_riverbend,orchard_riverbend:market plank route:listening tilt:snapshot shared,v33-767264,True,True,True,False,False,True
449,38,central_repair_ring,central_repair_ring:inner repair yard:guarded crossed arms:snapshot shared,v33-868653,True,False,True,True,False,True
450,38,riverbend_roofward,riverbend_roofward:orchard ridge detour:open forward lean:snapshot shared,v33-852001,False,True,True,False,False,True
451,38,roofward_archive,roofward_archive:cool archive lane:listening tilt:idle,v33-728825,True,False,False,False,False,True
452,38,archive_signal,archive_signal:paper lane:guarded crossed arms:snapshot shared,v33-677017,True,True,True,True,False,True
453,38,signal_orchard,signal_orchard:river lantern loop:open forward lean:snapshot shared,v33-754754,True,True,True,True,False,True
454,38,orchard_riverbend,orchard_riverbend:market plank route:open forward lean:snapshot shared,v33-802892,True,False,True,True,False,True
455,38,central_repair_ring,central_repair_ring:inner repair yard:guarded crossed arms:idle,v33-868355,False,False,False,False,True,True
456,39,riverbend_roofward,riverbend_roofward:orchard ridge detour:open forward lean:snapshot shared,v33-852740,True,False,True,True,True,True
457,39,roofward_archive,roofward_archive:cool archive lane:route-board reach:idle,v33-764562,True,False,False,False,False,True
458,39,archive_signal,archive_signal:stone kiosk path:open forward lean:snapshot shared,v33-721771,True,True,True,True,False,True
459,39,signal_orchard,signal_orchard:dusk road:guarded crossed arms:exchange pending,v33-663624,True,True,True,True,False,True
460,39,orchard_riverbend,orchard_riverbend:market plank route:route-board reach:idle,v33-802395,True,False,False,False,False,True
461,39,central_repair_ring,central_repair_ring:inner repair yard:guarded crossed arms:snapshot shared,v33-868200,True,False,True,False,False,True
462,39,riverbend_roofward,riverbend_roofward:orchard ridge detour:open forward lean:snapshot shared,v33-852729,True,True,True,False,False,True
463,39,roofward_archive,roofward_archive:cool archive lane:route-board reach:idle,v33-764264,True,False,False,False,False,True
464,39,archive_signal,archive_signal:paper lane:guarded crossed arms:snapshot shared,v33-676678,True,True,True,True,False,True
465,39,signal_orchard,signal_orchard:river lantern loop:open forward lean:snapshot shared,v33-755461,False,True,True,True,True,True
466,39,orchard_riverbend,orchard_riverbend:market plank route:route-board reach:snapshot shared,v33-803131,True,False,True,False,False,True
467,39,central_repair_ring,central_repair_ring:inner repair yard:guarded crossed arms:idle,v33-868794,True,False,False,False,True,True
468,40,riverbend_roofward,riverbend_roofward:orchard ridge detour:open forward lean:snapshot shared,v33-853468,True,False,True,True,True,True
469,40,roofward_archive,roofward_archive:cool archive lane:open forward lean:idle,v33-765057,True,False,False,False,False,True
470,40,archive_signal,archive_signal:stone kiosk path:open forward lean:snapshot shared,v33-720510,False,True,True,True,False,True
471,40,signal_orchard,signal_orchard:dusk road:guarded crossed arms:snapshot shared,v33-662398,True,True,True,True,False,True
472,40,orchard_riverbend,orchard_riverbend:market plank route:open forward lean:idle,v33-803032,True,False,False,False,False,True
473,40,central_repair_ring,central_repair_ring:inner repair yard:relieved reset stance:snapshot shared,v33-886717,True,False,True,False,False,True
474,40,riverbend_roofward,riverbend_roofward:orchard ridge detour:open forward lean:snapshot shared,v33-853457,True,True,True,False,False,True
475,40,roofward_archive,roofward_archive:cool archive lane:open forward lean:idle,v33-764759,True,False,False,False,False,True
476,40,archive_signal,archive_signal:paper lane:guarded crossed arms:exchange pending,v33-677361,True,True,True,True,False,True
477,40,signal_orchard,signal_orchard:river lantern loop:open forward lean:snapshot shared,v33-755082,True,True,True,True,False,True
478,40,orchard_riverbend,orchard_riverbend:market plank route:open forward lean:snapshot shared,v33-803768,True,False,True,False,False,True
479,40,central_repair_ring,central_repair_ring:inner repair yard:relieved reset stance:idle,v33-887311,True,False,False,False,True,True
480,41,riverbend_roofward,riverbend_roofward:orchard ridge detour:open forward lean:snapshot shared,v33-853304,False,False,True,True,True,True
481,41,roofward_archive,roofward_archive:cool archive lane:guarded crossed arms:idle,v33-814748,True,False,False,False,False,True
482,41,archive_signal,archive_signal:stone kiosk path:open forward lean:snapshot shared,v33-719977,True,True,True,True,False,True
483,41,signal_orchard,signal_orchard:river lantern loop:open forward lean:snapshot shared,v33-754923,True,True,True,True,False,True
484,41,orchard_riverbend,orchard_riverbend:market plank route:guarded crossed arms:idle,v33-854387,True,False,False,False,False,True
485,41,central_repair_ring,central_repair_ring:inner repair yard:relieved reset stance:snapshot shared,v33-887156,False,False,True,False,False,True
486,41,riverbend_roofward,riverbend_roofward:orchard ridge detour:open forward lean:snapshot shared,v33-852879,True,True,True,False,False,True
487,41,roofward_archive,roofward_archive:cool archive lane:guarded crossed arms:idle,v33-815342,True,False,False,False,False,True
488,41,archive_signal,archive_signal:paper lane:guarded crossed arms:snapshot shared,v33-676995,True,True,True,True,False,True
489,41,signal_orchard,signal_orchard:river lantern loop:open forward lean:snapshot shared,v33-754540,True,True,True,True,False,True
490,41,orchard_riverbend,orchard_riverbend:market plank route:guarded crossed arms:snapshot shared,v33-854231,True,False,True,False,False,True
