tick_id,day,settlement_id,resident_id,body_issue,proposed_treatment,consent_state,consent_reason,autonomy_pressure,trust_before,trust_after,treatment_performed,treatment_blocked,refusal_respected,body_delta,distress_bounded,visible_consent_prompt
584,37,repair_ring,Pax,overload,offer quiet space,refused,ask before bandage,0.18022,0.732,0.736,False,True,True,0.001,True,True
587,37,archive,Nia,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.22224,0.692,0.702,True,False,True,0.0,True,True
588,37,signal,Ren,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.2832,0.686,0.696,True,False,True,0.097,True,True
592,38,roofward,Fay,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.33094,0.642,0.652,True,False,True,0.027,True,True
596,38,repair_ring,Juno,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.2766,0.666,0.676,True,False,True,0.109,True,True
600,38,signal,Milo,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27,0.678,0.688,True,False,True,0.0,True,True
604,38,roofward,Fay,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.33226,0.652,0.662,True,False,True,0.109,True,True
608,39,repair_ring,Pax,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27,0.736,0.746,True,False,True,0.012,True,True
610,39,roofward,Sera,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.18396,0.806,0.816,True,False,True,0.0,True,True
612,39,signal,Ren,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28452,0.696,0.706,True,False,True,0.012,True,True
614,39,repair_ring,Pax,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.18132,0.746,0.756,True,False,True,0.006,True,True
616,39,roofward,Sera,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.43528,0.816,0.826,True,False,True,0.023,True,True
617,39,archive,Nia,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.22356,0.702,0.712,True,False,True,0.0,True,True
620,39,repair_ring,Pax,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27,0.756,0.766,True,False,True,0.0,True,True
624,40,orchard,Ivo,overload,offer quiet space,deferred,finish current queued task first,0.2766,0.77,0.774,False,True,True,0.009,True,True
626,40,riverbend,Ari,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.1932,0.736,0.746,True,False,True,0.097,True,True
628,40,archive,Nia,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.31488,0.712,0.722,True,False,True,0.109,True,True
630,40,orchard,Ivo,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.18462,0.774,0.784,True,False,True,0.028,True,True
632,40,riverbend,Ari,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28452,0.746,0.756,True,False,True,0.095,True,True
633,40,roofward,Sera,soreness,offer careful bandage,refused,explain treatment first,0.1866,0.826,0.83,False,True,True,0.009,True,True
636,40,orchard,Ivo,cold,offer warm wrap,refused,keep distance while muddy,0.27594,0.784,0.788,False,True,True,0.009,True,True
637,40,repair_ring,Pax,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.18132,0.766,0.776,True,False,True,0.042,True,True
640,41,archive,Toma,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27836,0.682,0.692,True,False,True,0.0,True,True
644,41,riverbend,Lio,overload,offer quiet space,refused,ask before touching sore wrist,0.30828,0.662,0.666,False,True,True,0.009,True,True
648,41,orchard,Mara,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.30696,0.682,0.692,True,False,True,0.109,True,True
652,41,archive,Toma,wetness,offer dry cloth,refused,do not interrupt recall,0.27968,0.692,0.696,False,True,True,0.009,True,True
656,42,riverbend,Ari,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.19584,0.756,0.766,True,False,True,0.097,True,True
660,42,orchard,Ivo,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.34726,0.788,0.798,True,False,True,0.028,True,True
663,42,roofward,Sera,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.18792,0.83,0.84,True,False,True,0.109,True,True
664,42,archive,Nia,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.3162,0.722,0.732,True,False,True,0.109,True,True
667,42,repair_ring,Pax,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.18264,0.776,0.786,True,False,True,0.0,True,True
668,42,riverbend,Ari,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.28716,0.766,0.776,True,False,True,0.109,True,True
670,42,archive,Nia,fatigue,invite rest,refused,do not interrupt recall,0.20222,0.732,0.736,False,True,True,0.0,True,True
672,43,orchard,Mara,wetness,offer dry cloth,refused,keep distance while muddy,0.30828,0.692,0.696,False,True,True,-0.005,True,True
676,43,archive,Toma,cold,offer warm wrap,deferred,finish current queued task first,0.281,0.696,0.7,False,True,True,0.009,True,True
680,43,riverbend,Lio,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.3063,0.666,0.676,True,False,True,0.006,True,True
684,43,orchard,Mara,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.3096,0.696,0.706,True,False,True,0.109,True,True
688,44,archive,Nia,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.29354,0.736,0.746,True,False,True,0.031,True,True
690,44,orchard,Ivo,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.18858,0.798,0.808,True,False,True,0.0,True,True
692,44,riverbend,Ari,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28848,0.776,0.786,True,False,True,0.095,True,True
693,44,roofward,Sera,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.34924,0.84,0.85,True,False,True,0.038,True,True
696,44,orchard,Ivo,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.2799,0.808,0.818,True,False,True,0.093,True,True
697,44,repair_ring,Pax,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.18396,0.786,0.796,True,False,True,0.0,True,True
700,44,archive,Nia,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.20486,0.746,0.756,True,False,True,0.0,True,True
704,45,riverbend,Lio,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.46762,0.676,0.686,True,False,True,0.109,True,True
708,45,orchard,Mara,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.28562,0.706,0.716,True,False,True,0.062,True,True
712,45,archive,Toma,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28232,0.7,0.71,True,False,True,0.109,True,True
716,45,riverbend,Lio,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.28364,0.686,0.696,True,False,True,0.097,True,True
720,46,orchard,Ivo,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.19122,0.818,0.828,True,False,True,0.0,True,True
723,46,roofward,Sera,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.19056,0.85,0.86,True,False,True,0.0,True,True
724,46,archive,Nia,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.29618,0.756,0.766,True,False,True,0.109,True,True
727,46,repair_ring,Pax,wetness,offer dry cloth,refused,ask before bandage,0.18528,0.796,0.8,False,True,True,0.0,True,True
728,46,riverbend,Ari,soreness,offer careful bandage,deferred,finish current queued task first,0.2898,0.786,0.79,False,True,True,0.009,True,True
730,46,archive,Nia,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.1822,0.766,0.776,True,False,True,0.0,True,True
732,46,orchard,Ivo,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28254,0.828,0.838,True,False,True,0.095,True,True
736,47,archive,Toma,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.28364,0.71,0.72,True,False,True,0.037,True,True
740,47,riverbend,Lio,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.28496,0.696,0.706,True,False,True,0.0,True,True
744,47,orchard,Mara,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.28694,0.716,0.726,True,False,True,0.077,True,True
748,47,archive,Toma,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.44496,0.72,0.73,True,False,True,0.109,True,True
752,48,riverbend,Ari,wetness,offer dry cloth,refused,ask before touching sore wrist,0.29112,0.79,0.794,False,True,True,-0.005,True,True
753,48,roofward,Sera,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.19188,0.86,0.87,True,False,True,0.0,True,True
756,48,orchard,Ivo,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.28386,0.838,0.848,True,False,True,0.012,True,True
757,48,repair_ring,Pax,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.1866,0.8,0.81,True,False,True,0.0,True,True
760,48,archive,Nia,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.18352,0.776,0.786,True,False,True,0.0,True,True
764,48,riverbend,Ari,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.29244,0.794,0.804,True,False,True,0.102,True,True
767,48,signal,Ren,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.19584,0.706,0.716,True,False,True,0.0,True,True
768,49,orchard,Mara,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27,0.726,0.736,True,False,True,0.006,True,True
772,49,archive,Toma,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28628,0.73,0.74,True,False,True,0.069,True,True
776,49,riverbend,Lio,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.28628,0.706,0.716,True,False,True,0.097,True,True
780,49,orchard,Mara,fatigue,invite rest,deferred,finish current queued task first,0.27132,0.736,0.74,False,True,True,-0.013,True,True
784,50,signal,Milo,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27132,0.688,0.698,True,False,True,0.006,True,True
788,50,roofward,Fay,soreness,offer careful bandage,refused,explain treatment first,0.30828,0.662,0.666,False,True,True,0.009,True,True
792,50,repair_ring,Juno,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.43792,0.676,0.686,True,False,True,0.109,True,True
796,50,signal,Milo,cold,offer warm wrap,refused,offer rest before aid,0.27,0.698,0.702,False,True,True,-0.003,True,True
800,51,roofward,Sera,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.2832,0.87,0.88,True,False,True,0.0,True,True
803,51,orchard,Ivo,soreness,offer careful bandage,refused,keep distance while muddy,0.35518,0.848,0.852,False,True,True,0.009,True,True
804,51,repair_ring,Pax,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27792,0.81,0.82,True,False,True,0.036,True,True
806,51,roofward,Sera,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.19452,0.88,0.89,True,False,True,0.036,True,True
808,51,signal,Ren,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.28716,0.716,0.726,True,False,True,0.109,True,True
810,51,repair_ring,Pax,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.18,0.82,0.83,True,False,True,0.0,True,True
812,51,roofward,Sera,wetness,offer dry cloth,refused,explain treatment first,0.28584,0.89,0.894,False,True,True,0.009,True,True
813,51,archive,Nia,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.18484,0.786,0.796,True,False,True,0.036,True,True
816,52,repair_ring,Juno,cold,offer warm wrap,refused,ask before bandage,0.27924,0.686,0.69,False,True,True,0.009,True,True
820,52,signal,Milo,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.702,0.712,True,False,True,0.028,True,True
824,52,roofward,Fay,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.3096,0.666,0.676,True,False,True,0.109,True,True
828,52,repair_ring,Juno,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.28056,0.69,0.7,True,False,True,0.109,True,True
832,53,signal,Ren,wetness,offer dry cloth,refused,offer rest before aid,0.28848,0.726,0.73,False,True,True,0.006,True,True
833,53,orchard,Ivo,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.1965,0.852,0.862,True,False,True,0.109,True,True
836,53,roofward,Sera,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.35716,0.894,0.904,True,False,True,0.006,True,True
840,53,repair_ring,Pax,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.18132,0.83,0.84,True,False,True,0.0,True,True
843,53,archive,Nia,soreness,offer careful bandage,refused,do not interrupt recall,0.18616,0.796,0.8,False,True,True,0.0,True,True
844,53,signal,Ren,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.2898,0.73,0.74,True,False,True,0.09,True,True
848,54,roofward,Fay,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.28562,0.676,0.686,True,False,True,0.047,True,True
852,54,repair_ring,Juno,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28188,0.7,0.71,True,False,True,0.109,True,True
856,54,signal,Milo,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27264,0.712,0.722,True,False,True,0.097,True,True
860,54,roofward,Fay,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.28694,0.686,0.696,True,False,True,0.0,True,True
864,55,repair_ring,Pax,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27264,0.84,0.85,True,False,True,0.012,True,True
866,55,roofward,Sera,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.19848,0.904,0.914,True,False,True,0.0,True,True
868,55,signal,Ren,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27,0.74,0.75,True,False,True,0.109,True,True
870,55,repair_ring,Pax,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.18,0.85,0.86,True,False,True,0.0,True,True
872,55,roofward,Sera,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.2898,0.914,0.924,True,False,True,0.099,True,True
873,55,archive,Nia,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.18748,0.8,0.81,True,False,True,0.0,True,True
876,55,repair_ring,Pax,cold,offer warm wrap,refused,ask before bandage,0.27132,0.86,0.864,False,True,True,0.009,True,True
880,56,signal,Milo,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.43396,0.722,0.732,True,False,True,0.0,True,True
884,56,roofward,Fay,overload,offer quiet space,deferred,finish current queued task first,0.28826,0.696,0.7,False,True,True,0.009,True,True
888,56,repair_ring,Juno,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.2832,0.71,0.72,True,False,True,0.109,True,True
892,56,signal,Milo,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.27528,0.732,0.742,True,False,True,0.072,True,True
896,57,roofward,Sera,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.20112,0.924,0.934,True,False,True,0.006,True,True
900,57,repair_ring,Pax,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.18264,0.864,0.874,True,False,True,0.028,True,True
903,57,archive,Nia,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.1888,0.81,0.82,True,False,True,0.0,True,True
904,57,signal,Ren,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27132,0.75,0.76,True,False,True,0.006,True,True
908,57,roofward,Sera,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.29244,0.934,0.944,True,False,True,0.078,True,True
910,57,signal,Ren,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.18,0.76,0.77,True,False,True,0.0,True,True
912,58,repair_ring,Juno,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28452,0.72,0.73,True,False,True,0.063,True,True
916,58,signal,Milo,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.2766,0.742,0.752,True,False,True,0.097,True,True
920,58,roofward,Fay,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.28628,0.7,0.71,True,False,True,0.006,True,True
924,58,repair_ring,Juno,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.44584,0.73,0.74,True,False,True,0.072,True,True
928,59,signal,Ren,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27132,0.77,0.78,True,False,True,0.067,True,True
930,59,repair_ring,Pax,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.18396,0.874,0.884,True,False,True,0.0,True,True
932,59,roofward,Sera,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.29376,0.944,0.954,True,False,True,0.012,True,True
933,59,archive,Nia,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.19012,0.82,0.83,True,False,True,0.0,True,True
936,59,repair_ring,Pax,cold,offer warm wrap,deferred,finish current queued task first,0.27528,0.884,0.888,False,True,True,0.009,True,True
940,59,signal,Ren,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.18264,0.78,0.79,True,False,True,0.0,True,True
943,59,riverbend,Ari,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.18,0.804,0.814,True,False,True,0.097,True,True
944,60,archive,Nia,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.28144,0.83,0.84,True,False,True,0.052,True,True
946,60,orchard,Ivo,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.35782,0.862,0.872,True,False,True,0.012,True,True
948,60,riverbend,Ari,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27132,0.814,0.824,True,False,True,0.0,True,True
949,60,roofward,Sera,overload,offer quiet space,refused,explain treatment first,0.20508,0.954,0.958,False,True,True,0.009,True,True
952,60,orchard,Ivo,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28914,0.872,0.882,True,False,True,0.095,True,True
953,60,repair_ring,Pax,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.1866,0.888,0.898,True,False,True,0.109,True,True
956,60,archive,Nia,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.18,0.84,0.85,True,False,True,0.109,True,True
960,61,riverbend,Lio,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.2876,0.716,0.726,True,False,True,0.0,True,True
964,61,orchard,Mara,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27264,0.74,0.75,True,False,True,0.012,True,True
968,61,archive,Toma,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.4476,0.74,0.75,True,False,True,0.017,True,True
972,61,riverbend,Lio,wetness,offer dry cloth,refused,ask before touching sore wrist,0.28892,0.726,0.73,False,True,True,-0.005,True,True
976,62,orchard,Ivo,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.20046,0.882,0.892,True,False,True,0.006,True,True
979,62,roofward,Sera,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.3631,0.958,0.96,True,False,True,0.105,True,True
980,62,archive,Nia,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.85,0.86,True,False,True,0.0,True,True
983,62,repair_ring,Pax,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.18792,0.898,0.908,True,False,True,0.047,True,True
984,62,riverbend,Ari,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27264,0.824,0.834,True,False,True,0.012,True,True
986,62,archive,Nia,cold,offer warm wrap,refused,do not interrupt recall,0.18264,0.86,0.864,False,True,True,0.009,True,True
988,62,orchard,Ivo,soreness,offer careful bandage,deferred,finish current queued task first,0.29178,0.892,0.896,False,True,True,0.009,True,True
992,63,archive,Toma,wetness,offer dry cloth,refused,do not interrupt recall,0.28892,0.75,0.754,False,True,True,0.006,True,True
996,63,riverbend,Lio,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.29024,0.73,0.74,True,False,True,0.097,True,True
1000,63,orchard,Mara,fatigue,invite rest,refused,keep distance while muddy,0.27,0.75,0.754,False,True,True,0.0,True,True
1004,63,archive,Toma,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.29024,0.754,0.764,True,False,True,0.092,True,True
1008,64,riverbend,Ari,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27,0.834,0.844,True,False,True,0.006,True,True
1009,64,roofward,Sera,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.18,0.96,0.96,True,False,True,0.0,True,True
1012,64,orchard,Ivo,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.4531,0.896,0.906,True,False,True,0.095,True,True
1013,64,repair_ring,Pax,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.18924,0.908,0.918,True,False,True,0.0,True,True
1016,64,archive,Nia,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.18396,0.864,0.874,True,False,True,0.032,True,True
1020,64,riverbend,Ari,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.844,0.854,True,False,True,0.0,True,True
1023,64,signal,Ren,soreness,offer careful bandage,refused,offer rest before aid,0.34396,0.79,0.794,False,True,True,0.006,True,True
1024,65,orchard,Mara,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27132,0.754,0.764,True,False,True,0.006,True,True
1028,65,archive,Toma,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27,0.764,0.774,True,False,True,0.024,True,True
1032,65,riverbend,Lio,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.29156,0.74,0.75,True,False,True,0.095,True,True
1036,65,orchard,Mara,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27,0.764,0.774,True,False,True,0.072,True,True
1040,66,archive,Nia,fatigue,invite rest,deferred,finish current queued task first,0.27528,0.874,0.878,False,True,True,-0.013,True,True
1043,66,repair_ring,Pax,soreness,offer careful bandage,refused,ask before bandage,0.19056,0.918,0.922,False,True,True,0.0,True,True
1044,66,riverbend,Ari,overload,offer quiet space,refused,ask before touching sore wrist,0.27264,0.854,0.858,False,True,True,0.009,True,True
1046,66,archive,Nia,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.1866,0.878,0.888,True,False,True,0.006,True,True
1048,66,orchard,Ivo,soreness,offer careful bandage,refused,keep distance while muddy,0.29442,0.906,0.91,False,True,True,0.009,True,True
1052,66,archive,Nia,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.27792,0.888,0.898,True,False,True,0.109,True,True
1053,66,signal,Ren,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.18528,0.794,0.804,True,False,True,0.0,True,True
1056,67,riverbend,Lio,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.45288,0.75,0.76,True,False,True,0.037,True,True
1060,67,orchard,Mara,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.774,0.784,True,False,True,0.0,True,True
1064,67,archive,Toma,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27132,0.774,0.784,True,False,True,0.006,True,True
1068,67,riverbend,Lio,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.2942,0.76,0.77,True,False,True,0.109,True,True
1072,68,orchard,Ivo,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.29574,0.91,0.92,True,False,True,0.095,True,True
1073,68,repair_ring,Pax,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.19188,0.922,0.932,True,False,True,0.0,True,True
1076,68,archive,Nia,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.18924,0.898,0.908,True,False,True,0.006,True,True
1080,68,riverbend,Ari,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27066,0.858,0.868,True,False,True,0.006,True,True
1083,68,signal,Ren,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.1866,0.804,0.814,True,False,True,0.0,True,True
1084,68,orchard,Ivo,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.29706,0.92,0.93,True,False,True,0.109,True,True
1086,68,riverbend,Ari,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.18198,0.868,0.878,True,False,True,0.097,True,True
1088,69,archive,Toma,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27,0.784,0.794,True,False,True,0.006,True,True
1092,69,riverbend,Lio,wetness,offer dry cloth,deferred,finish current queued task first,0.29552,0.77,0.774,False,True,True,-0.005,True,True
1096,69,orchard,Mara,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27264,0.784,0.794,True,False,True,0.006,True,True
1100,69,archive,Toma,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.43132,0.794,0.804,True,False,True,0.0,True,True
1104,70,roofward,Fay,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.2876,0.71,0.72,True,False,True,0.08,True,True
1108,70,repair_ring,Juno,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27,0.74,0.75,True,False,True,0.08,True,True
1112,70,signal,Milo,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.27792,0.752,0.762,True,False,True,0.006,True,True
1116,70,roofward,Fay,cold,offer warm wrap,refused,explain treatment first,0.27,0.72,0.724,False,True,True,0.009,True,True
1120,71,repair_ring,Pax,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.2832,0.932,0.942,True,False,True,0.0,True,True
1122,71,roofward,Sera,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.34,0.96,0.96,True,False,True,0.018,True,True
1124,71,signal,Ren,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27792,0.814,0.824,True,False,True,0.036,True,True
1126,71,repair_ring,Pax,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.19452,0.942,0.952,True,False,True,0.109,True,True
1128,71,roofward,Sera,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27132,0.96,0.96,True,False,True,0.042,True,True
1129,71,archive,Nia,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.19056,0.908,0.918,True,False,True,0.048,True,True
1132,71,repair_ring,Pax,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28584,0.952,0.96,True,False,True,0.096,True,True
1136,72,signal,Milo,cold,offer warm wrap,refused,offer rest before aid,0.27924,0.762,0.766,False,True,True,-0.003,True,True
1140,72,roofward,Fay,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.724,0.734,True,False,True,0.006,True,True
1144,72,repair_ring,Juno,overload,offer quiet space,refused,ask before bandage,0.43132,0.75,0.754,False,True,True,0.006,True,True
1148,72,signal,Milo,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.28056,0.766,0.776,True,False,True,0.109,True,True
1152,73,roofward,Sera,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.18264,0.96,0.96,True,False,True,0.006,True,True
1156,73,repair_ring,Pax,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.19716,0.96,0.96,True,False,True,0.047,True,True
1159,73,archive,Nia,overload,offer quiet space,refused,do not interrupt recall,0.18,0.918,0.922,False,True,True,0.0,True,True
1160,73,signal,Ren,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27,0.824,0.834,True,False,True,0.0,True,True
1164,73,roofward,Sera,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27396,0.96,0.96,True,False,True,0.018,True,True
1166,73,signal,Ren,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.34132,0.834,0.844,True,False,True,0.097,True,True
1168,74,repair_ring,Juno,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27,0.754,0.764,True,False,True,0.006,True,True
1172,74,signal,Milo,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28188,0.776,0.786,True,False,True,0.012,True,True
1176,74,roofward,Fay,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27264,0.734,0.744,True,False,True,0.069,True,True
1180,74,repair_ring,Juno,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.764,0.774,True,False,True,0.0,True,True
1184,75,signal,Ren,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27264,0.844,0.854,True,False,True,0.012,True,True
1186,75,repair_ring,Pax,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.19848,0.96,0.96,True,False,True,0.0,True,True
