tick_id,day,tick,season,source_region,destination_region,resource,source_stock_before,requested,delivered,source_stock_after,destination_stock_after,route_blocked,visible_delivery_ledger
199,13,7,spring_rain,roofward,signal_ridge,herbs,13.1144,0.33,0.33,12.7844,16.62,False,roofward->signal_ridge:herbs:0.33
200,13,8,spring_rain,archive_quarter,orchard_fen,paper,12.3592,0.43,0.43,11.9292,16.84,False,archive_quarter->orchard_fen:paper:0.43
201,13,9,spring_rain,signal_ridge,riverbend,oil,14.92332,0.33,0.33,14.59332,15.73,False,signal_ridge->riverbend:oil:0.33
202,13,10,spring_rain,orchard_fen,roofward,seeds,17.08956,0.43,0.43,16.65956,14.32,False,orchard_fen->roofward:seeds:0.43
203,13,11,spring_rain,riverbend,archive_quarter,planks,11.99044,0.28,0.28,11.71044,14.18,False,riverbend->archive_quarter:planks:0.28
204,13,12,spring_rain,roofward,signal_ridge,wire,4.59,0.38,0.38,4.21,9.92,False,roofward->signal_ridge:wire:0.38
205,13,13,spring_rain,archive_quarter,orchard_fen,paper,12.114,0.28,0.28,11.834,17.12,False,archive_quarter->orchard_fen:paper:0.28
206,13,14,spring_rain,signal_ridge,riverbend,oil,14.63916,0.38,0.38,14.25916,16.11,False,signal_ridge->riverbend:oil:0.38
207,13,15,spring_rain,orchard_fen,roofward,water,6.83,0.28,0.28,6.55,12.66,False,orchard_fen->roofward:water:0.28
208,14,0,spring_rain,riverbend,roofward,water,9.59,0.38,0.38,9.21,13.04,False,riverbend->roofward:water:0.38
209,14,1,spring_rain,roofward,archive_quarter,herbs,13.0162,0.28,0.28,12.7362,13.29,False,roofward->archive_quarter:herbs:0.28
210,14,2,spring_rain,archive_quarter,signal_ridge,paper,11.8802,0.38,0.38,11.5002,13.69,False,archive_quarter->signal_ridge:paper:0.38
211,14,3,spring_rain,signal_ridge,orchard_fen,planks,4.63,0.28,0.28,4.35,16.24,False,signal_ridge->orchard_fen:planks:0.28
212,14,4,spring_rain,orchard_fen,riverbend,seeds,16.75112,0.38,0.38,16.37112,10.94,False,orchard_fen->riverbend:seeds:0.38
213,14,5,spring_rain,riverbend,roofward,planks,11.93904,0.43,0.43,11.50904,13.89,False,riverbend->roofward:planks:0.43
214,14,6,spring_rain,roofward,archive_quarter,thread,9.21,0.33,0.33,8.88,12.43,False,roofward->archive_quarter:thread:0.33
215,14,7,spring_rain,archive_quarter,signal_ridge,paper,11.5464,0.43,0.43,11.1164,14.12,False,archive_quarter->signal_ridge:paper:0.43
216,14,8,spring_rain,signal_ridge,orchard_fen,oil,14.35124,0.33,0.33,14.02124,8.06,False,signal_ridge->orchard_fen:oil:0.33
217,14,9,spring_rain,orchard_fen,riverbend,oil,8.06,0.43,0.43,7.63,16.54,False,orchard_fen->riverbend:oil:0.43
218,14,10,spring_rain,riverbend,roofward,planks,11.69192,0.28,0.28,11.41192,14.17,False,riverbend->roofward:planks:0.28
219,14,11,spring_rain,roofward,archive_quarter,herbs,12.82892,0.38,0.38,12.44892,13.67,False,roofward->archive_quarter:herbs:0.38
220,14,12,spring_rain,archive_quarter,signal_ridge,wire,7.67,0.28,0.28,7.39,10.2,False,archive_quarter->signal_ridge:wire:0.28
221,14,13,spring_rain,signal_ridge,orchard_fen,oil,14.2054,0.38,0.38,13.8254,8.01,False,signal_ridge->orchard_fen:oil:0.38
222,14,14,spring_rain,orchard_fen,riverbend,seeds,16.46248,0.28,0.28,16.18248,11.22,False,orchard_fen->riverbend:seeds:0.28
223,14,15,spring_rain,riverbend,roofward,water,9.21,0.33,0.33,8.88,13.37,False,riverbend->roofward:water:0.33
224,15,0,spring_rain,roofward,signal_ridge,wire,4.21,0.28,0.28,3.93,10.48,False,roofward->signal_ridge:wire:0.28
225,15,1,spring_rain,archive_quarter,orchard_fen,paper,11.3474,0.38,0.38,10.9674,17.5,False,archive_quarter->orchard_fen:paper:0.38
226,15,2,spring_rain,signal_ridge,riverbend,oil,13.87144,0.28,0.28,13.59144,16.82,False,signal_ridge->riverbend:oil:0.28
227,15,3,spring_rain,orchard_fen,roofward,water,6.55,0.38,0.38,6.17,13.75,False,orchard_fen->roofward:water:0.38
228,15,4,spring_rain,riverbend,archive_quarter,planks,11.50316,0.43,0.43,11.07316,14.61,False,riverbend->archive_quarter:planks:0.43
229,15,5,spring_rain,roofward,signal_ridge,herbs,12.68072,0.33,0.33,12.35072,16.95,False,roofward->signal_ridge:herbs:0.33
230,15,6,spring_rain,archive_quarter,orchard_fen,planks,14.61,0.43,0.43,14.18,16.67,False,archive_quarter->orchard_fen:planks:0.43
231,15,7,spring_rain,signal_ridge,riverbend,oil,13.63748,0.33,0.33,13.30748,17.15,False,signal_ridge->riverbend:oil:0.33
232,15,8,spring_rain,orchard_fen,roofward,seeds,16.27424,0.43,0.43,15.84424,14.75,False,orchard_fen->roofward:seeds:0.43
233,15,9,spring_rain,riverbend,archive_quarter,thread,6.49,0.28,0.28,6.21,12.71,False,riverbend->archive_quarter:thread:0.28
234,15,10,spring_rain,roofward,signal_ridge,herbs,12.53616,0.38,0.38,12.15616,17.33,False,roofward->signal_ridge:herbs:0.38
235,15,11,spring_rain,archive_quarter,orchard_fen,paper,11.0598,0.28,0.28,10.7798,17.78,False,archive_quarter->orchard_fen:paper:0.28
236,15,12,spring_rain,signal_ridge,riverbend,oil,13.35352,0.38,0.38,12.97352,17.53,False,signal_ridge->riverbend:oil:0.38
237,15,13,spring_rain,orchard_fen,roofward,seeds,16.02776,0.28,0.28,15.74776,15.03,False,orchard_fen->roofward:seeds:0.28
238,15,14,spring_rain,riverbend,archive_quarter,planks,11.1642,0.33,0.33,10.8342,14.51,False,riverbend->archive_quarter:planks:0.33
239,15,15,spring_rain,roofward,signal_ridge,wire,3.93,0.43,0.43,3.5,10.91,False,roofward->signal_ridge:wire:0.43
240,16,0,spring_rain,archive_quarter,signal_ridge,wire,7.39,0.38,0.38,7.01,11.29,False,archive_quarter->signal_ridge:wire:0.38
241,16,1,spring_rain,signal_ridge,orchard_fen,oil,13.15768,0.28,0.28,12.87768,8.29,False,signal_ridge->orchard_fen:oil:0.28
242,16,2,spring_rain,orchard_fen,riverbend,seeds,15.79364,0.38,0.38,15.41364,11.6,False,orchard_fen->riverbend:seeds:0.38
243,16,3,spring_rain,riverbend,roofward,water,8.88,0.43,0.43,8.45,14.18,False,riverbend->roofward:water:0.43
244,16,4,spring_rain,roofward,archive_quarter,herbs,12.24868,0.33,0.33,11.91868,14.0,False,roofward->archive_quarter:herbs:0.33
245,16,5,spring_rain,archive_quarter,signal_ridge,paper,11.0108,0.43,0.43,10.5808,14.55,False,archive_quarter->signal_ridge:paper:0.43
246,16,6,spring_rain,signal_ridge,orchard_fen,planks,4.35,0.33,0.33,4.02,17.0,False,signal_ridge->orchard_fen:planks:0.33
247,16,7,spring_rain,orchard_fen,riverbend,seeds,15.45952,0.43,0.43,15.02952,12.03,False,orchard_fen->riverbend:seeds:0.43
248,16,8,spring_rain,riverbend,roofward,planks,10.92564,0.28,0.28,10.64564,14.45,False,riverbend->roofward:planks:0.28
249,16,9,spring_rain,roofward,archive_quarter,thread,8.88,0.38,0.38,8.5,13.09,False,roofward->archive_quarter:thread:0.38
250,16,10,spring_rain,archive_quarter,signal_ridge,paper,10.7656,0.28,0.28,10.4856,14.83,False,archive_quarter->signal_ridge:paper:0.28
251,16,11,spring_rain,signal_ridge,orchard_fen,oil,12.96976,0.38,0.38,12.58976,8.67,False,signal_ridge->orchard_fen:oil:0.38
252,16,12,spring_rain,orchard_fen,riverbend,oil,8.67,0.28,0.28,8.39,17.81,False,orchard_fen->riverbend:oil:0.28
253,16,13,spring_rain,riverbend,roofward,planks,10.82852,0.33,0.33,10.49852,14.78,False,riverbend->roofward:planks:0.33
254,16,14,spring_rain,roofward,archive_quarter,herbs,12.011,0.43,0.43,11.581,14.43,False,roofward->archive_quarter:herbs:0.43
255,16,15,spring_rain,archive_quarter,signal_ridge,wire,7.01,0.33,0.33,6.68,11.62,False,archive_quarter->signal_ridge:wire:0.33
256,17,0,summer_dry,signal_ridge,riverbend,oil,12.62764,0.28,0.28,12.34764,18.09,False,signal_ridge->riverbend:oil:0.28
257,17,1,summer_dry,orchard_fen,roofward,seeds,15.22628,0.38,0.38,14.84628,15.41,False,orchard_fen->roofward:seeds:0.38
258,17,2,summer_dry,riverbend,archive_quarter,planks,10.53688,0.43,0.43,10.10688,14.94,False,riverbend->archive_quarter:planks:0.43
259,17,3,summer_dry,roofward,signal_ridge,wire,3.5,0.33,0.33,3.17,11.95,False,roofward->signal_ridge:wire:0.33
260,17,4,summer_dry,archive_quarter,orchard_fen,paper,10.56964,0.43,0.43,10.13964,18.21,False,archive_quarter->orchard_fen:paper:0.43
261,17,5,summer_dry,signal_ridge,riverbend,oil,12.49916,0.33,0.33,12.16916,18.42,False,signal_ridge->riverbend:oil:0.33
262,17,6,summer_dry,orchard_fen,roofward,water,6.17,0.43,0.43,5.74,14.61,False,orchard_fen->roofward:water:0.43
263,17,7,summer_dry,riverbend,archive_quarter,planks,10.14524,0.28,0.28,9.86524,15.22,False,riverbend->archive_quarter:planks:0.28
264,17,8,summer_dry,roofward,signal_ridge,herbs,11.6574,0.38,0.38,11.2774,17.71,False,roofward->signal_ridge:herbs:0.38
265,17,9,summer_dry,archive_quarter,orchard_fen,planks,15.22,0.28,0.28,14.94,17.28,False,archive_quarter->orchard_fen:planks:0.28
266,17,10,summer_dry,signal_ridge,riverbend,oil,12.32068,0.38,0.38,11.94068,18.8,False,signal_ridge->riverbend:oil:0.38
267,17,11,summer_dry,orchard_fen,roofward,seeds,14.92172,0.28,0.28,14.64172,15.69,False,orchard_fen->roofward:seeds:0.28
268,17,12,summer_dry,riverbend,archive_quarter,thread,6.21,0.33,0.33,5.88,13.42,False,riverbend->archive_quarter:thread:0.33
269,17,13,summer_dry,roofward,signal_ridge,herbs,11.4302,0.43,0.43,11.0002,18.14,False,roofward->signal_ridge:herbs:0.43
270,17,14,summer_dry,archive_quarter,orchard_fen,paper,10.21532,0.33,0.33,9.88532,18.54,False,archive_quarter->orchard_fen:paper:0.33
271,17,15,summer_dry,signal_ridge,riverbend,oil,11.97856,0.43,0.43,11.54856,19.23,False,signal_ridge->riverbend:oil:0.43
272,18,0,summer_dry,riverbend,roofward,water,8.45,0.38,0.38,8.07,14.99,False,riverbend->roofward:water:0.38
273,18,1,summer_dry,roofward,archive_quarter,herbs,11.15364,0.28,0.28,10.87364,14.71,False,roofward->archive_quarter:herbs:0.28
274,18,2,summer_dry,archive_quarter,signal_ridge,paper,9.92352,0.38,0.38,9.54352,15.21,False,archive_quarter->signal_ridge:paper:0.38
275,18,3,summer_dry,signal_ridge,orchard_fen,planks,4.02,0.28,0.28,3.74,17.56,False,signal_ridge->orchard_fen:planks:0.28
276,18,4,summer_dry,orchard_fen,riverbend,seeds,14.6794,0.38,0.38,14.2994,12.7204,False,orchard_fen->riverbend:seeds:0.38
277,18,5,summer_dry,riverbend,roofward,planks,10.0922,0.43,0.43,9.6622,15.21,False,riverbend->roofward:planks:0.43
278,18,6,summer_dry,roofward,archive_quarter,thread,8.5,0.33,0.33,8.17,13.75,False,roofward->archive_quarter:thread:0.33
279,18,7,summer_dry,archive_quarter,signal_ridge,paper,9.58172,0.43,0.43,9.15172,15.64,False,archive_quarter->signal_ridge:paper:0.43
280,18,8,summer_dry,signal_ridge,orchard_fen,oil,11.62464,0.33,0.33,11.29464,8.72,False,signal_ridge->orchard_fen:oil:0.33
281,18,9,summer_dry,orchard_fen,riverbend,oil,8.72,0.43,0.43,8.29,19.66,False,orchard_fen->riverbend:oil:0.43
282,18,10,summer_dry,riverbend,roofward,planks,9.81308,0.28,0.28,9.53308,15.49,False,riverbend->roofward:planks:0.28
283,18,11,summer_dry,roofward,archive_quarter,herbs,10.95036,0.38,0.38,10.57036,15.09,False,roofward->archive_quarter:herbs:0.38
284,18,12,summer_dry,archive_quarter,signal_ridge,wire,6.68,0.28,0.28,6.4,12.23,False,archive_quarter->signal_ridge:wire:0.28
285,18,13,summer_dry,signal_ridge,orchard_fen,oil,11.4468,0.38,0.38,11.0668,8.67,False,signal_ridge->orchard_fen:oil:0.38
286,18,14,summer_dry,orchard_fen,riverbend,seeds,14.37476,0.28,0.28,14.09476,12.79176,False,orchard_fen->riverbend:seeds:0.28
287,18,15,summer_dry,riverbend,roofward,water,8.07,0.33,0.33,7.74,15.32,False,riverbend->roofward:water:0.33
288,19,0,summer_dry,roofward,signal_ridge,wire,3.17,0.28,0.28,2.89,12.51,False,roofward->signal_ridge:wire:0.28
289,19,1,summer_dry,archive_quarter,orchard_fen,paper,9.34272,0.38,0.38,8.96272,18.92,False,archive_quarter->orchard_fen:paper:0.38
290,19,2,summer_dry,signal_ridge,riverbend,oil,11.10484,0.28,0.28,10.82484,19.94,False,signal_ridge->riverbend:oil:0.28
291,19,3,summer_dry,orchard_fen,roofward,water,5.74,0.38,0.38,5.36,15.7,False,orchard_fen->roofward:water:0.38
292,19,4,summer_dry,riverbend,archive_quarter,planks,9.60832,0.43,0.43,9.17832,15.37,False,riverbend->archive_quarter:planks:0.43
293,19,5,summer_dry,roofward,signal_ridge,herbs,10.76216,0.33,0.33,10.43216,18.47,False,roofward->signal_ridge:herbs:0.33
294,19,6,summer_dry,archive_quarter,orchard_fen,planks,15.37,0.43,0.43,14.94,17.99,False,archive_quarter->orchard_fen:planks:0.43
295,19,7,summer_dry,signal_ridge,riverbend,oil,10.86288,0.33,0.33,10.53288,20.27,False,signal_ridge->riverbend:oil:0.33
296,19,8,summer_dry,orchard_fen,roofward,seeds,14.17052,0.43,0.43,13.74052,15.91648,False,orchard_fen->roofward:seeds:0.43
297,19,9,summer_dry,riverbend,archive_quarter,thread,5.88,0.28,0.28,5.6,14.03,False,riverbend->archive_quarter:thread:0.28
298,19,10,summer_dry,roofward,signal_ridge,herbs,10.5856,0.38,0.38,10.2056,18.85,False,roofward->signal_ridge:herbs:0.38
299,19,11,summer_dry,archive_quarter,orchard_fen,paper,9.03912,0.28,0.28,8.75912,19.2,False,archive_quarter->orchard_fen:paper:0.28
300,19,12,summer_dry,signal_ridge,riverbend,oil,10.57092,0.38,0.38,10.19092,20.65,False,signal_ridge->riverbend:oil:0.38
301,19,13,summer_dry,orchard_fen,roofward,seeds,13.89204,0.28,0.28,13.61204,16.09472,False,orchard_fen->roofward:seeds:0.28
302,19,14,summer_dry,riverbend,archive_quarter,planks,9.25336,0.33,0.33,8.92336,15.27,False,riverbend->archive_quarter:planks:0.33
303,19,15,summer_dry,roofward,signal_ridge,wire,2.89,0.43,0.43,2.46,12.94,False,roofward->signal_ridge:wire:0.43
304,20,0,summer_dry,archive_quarter,signal_ridge,wire,6.4,0.38,0.38,6.02,13.32,False,archive_quarter->signal_ridge:wire:0.38
305,20,1,summer_dry,signal_ridge,orchard_fen,oil,10.34308,0.28,0.28,10.06308,8.95,False,signal_ridge->orchard_fen:oil:0.28
306,20,2,summer_dry,orchard_fen,riverbend,seeds,13.75232,0.38,0.38,13.37232,13.06744,False,orchard_fen->riverbend:seeds:0.38
307,20,3,summer_dry,riverbend,roofward,water,7.74,0.43,0.43,7.31,16.13,False,riverbend->roofward:water:0.43
308,20,4,summer_dry,roofward,archive_quarter,herbs,10.28212,0.33,0.33,9.95212,15.42,False,roofward->archive_quarter:herbs:0.33
309,20,5,summer_dry,archive_quarter,signal_ridge,paper,8.95812,0.43,0.43,8.52812,16.07,False,archive_quarter->signal_ridge:paper:0.43
310,20,6,summer_dry,signal_ridge,orchard_fen,planks,3.74,0.33,0.33,3.41,18.32,False,signal_ridge->orchard_fen:planks:0.33
311,20,7,summer_dry,orchard_fen,riverbend,seeds,13.5126,0.43,0.43,13.0826,13.49744,False,orchard_fen->riverbend:seeds:0.43
312,20,8,summer_dry,riverbend,roofward,planks,8.9988,0.28,0.28,8.7188,15.77,False,riverbend->roofward:planks:0.28
313,20,9,summer_dry,roofward,archive_quarter,thread,8.17,0.38,0.38,7.79,13.66,False,roofward->archive_quarter:thread:0.38
314,20,10,summer_dry,archive_quarter,signal_ridge,paper,8.68732,0.28,0.28,8.40732,16.35,False,archive_quarter->signal_ridge:paper:0.28
315,20,11,summer_dry,signal_ridge,orchard_fen,oil,10.14076,0.38,0.38,9.76076,9.33,False,signal_ridge->orchard_fen:oil:0.38
316,20,12,summer_dry,orchard_fen,riverbend,oil,9.33,0.28,0.28,9.05,20.93,False,orchard_fen->riverbend:oil:0.28
317,20,13,summer_dry,riverbend,roofward,planks,8.86968,0.33,0.33,8.53968,16.1,False,riverbend->roofward:planks:0.33
318,20,14,summer_dry,roofward,archive_quarter,herbs,10.02844,0.43,0.43,9.59844,15.85,False,roofward->archive_quarter:herbs:0.43
319,20,15,summer_dry,archive_quarter,signal_ridge,wire,6.02,0.33,0.33,5.69,12.9,False,archive_quarter->signal_ridge:wire:0.33
320,21,0,summer_dry,signal_ridge,riverbend,oil,9.8004,0.28,0.28,9.5204,21.21,False,signal_ridge->riverbend:oil:0.28
321,21,1,summer_dry,orchard_fen,roofward,seeds,13.4768,0.38,0.38,13.0968,16.37296,False,orchard_fen->roofward:seeds:0.38
322,21,2,summer_dry,riverbend,archive_quarter,planks,8.5774,0.43,0.43,8.1474,15.7,False,riverbend->archive_quarter:planks:0.43
323,21,3,summer_dry,roofward,signal_ridge,wire,2.46,0.33,0.33,2.13,13.23,False,roofward->signal_ridge:wire:0.33
324,21,4,summer_dry,archive_quarter,orchard_fen,paper,8.48672,0.43,0.43,8.05672,19.63,False,archive_quarter->orchard_fen:paper:0.43
325,21,5,summer_dry,signal_ridge,riverbend,oil,9.67896,0.33,0.33,9.34896,21.54,False,signal_ridge->riverbend:oil:0.33
326,21,6,summer_dry,orchard_fen,roofward,water,5.36,0.43,0.0,5.36,16.13,True,orchard_fen->roofward:water:0.00
327,21,7,summer_dry,riverbend,archive_quarter,planks,8.18512,0.28,0.28,7.90512,15.98,False,riverbend->archive_quarter:planks:0.28
328,21,8,summer_dry,roofward,signal_ridge,herbs,9.67516,0.38,0.38,9.29516,19.23,False,roofward->signal_ridge:herbs:0.38
329,21,9,summer_dry,archive_quarter,orchard_fen,planks,15.98,0.28,0.28,15.7,17.85,False,archive_quarter->orchard_fen:planks:0.28
330,21,10,summer_dry,signal_ridge,riverbend,oil,9.50752,0.38,0.38,9.12752,21.92,False,signal_ridge->riverbend:oil:0.38
331,21,11,summer_dry,orchard_fen,roofward,seeds,13.17416,0.28,0.28,12.89416,16.65296,False,orchard_fen->roofward:seeds:0.28
332,21,12,summer_dry,riverbend,archive_quarter,thread,5.6,0.33,0.33,5.27,13.99,False,riverbend->archive_quarter:thread:0.33
333,21,13,summer_dry,roofward,signal_ridge,herbs,9.4486,0.43,0.43,9.0186,19.66,False,roofward->signal_ridge:herbs:0.43
334,21,14,summer_dry,archive_quarter,orchard_fen,paper,8.13592,0.33,0.33,7.80592,19.96,False,archive_quarter->orchard_fen:paper:0.33
335,21,15,summer_dry,signal_ridge,riverbend,oil,9.16716,0.43,0.43,8.73716,22.35,False,signal_ridge->riverbend:oil:0.43
336,22,0,summer_dry,orchard_fen,riverbend,oil,9.05,0.38,0.38,8.67,22.73,False,orchard_fen->riverbend:oil:0.38
337,22,1,summer_dry,riverbend,roofward,planks,8.09372,0.43,0.43,7.66372,16.53,False,riverbend->roofward:planks:0.43
338,22,2,summer_dry,roofward,archive_quarter,herbs,9.05696,0.33,0.33,8.72696,16.18,False,roofward->archive_quarter:herbs:0.33
339,22,3,summer_dry,archive_quarter,signal_ridge,wire,5.69,0.43,0.43,5.26,13.66,False,archive_quarter->signal_ridge:wire:0.43
340,22,4,summer_dry,signal_ridge,orchard_fen,oil,8.7766,0.33,0.33,8.4466,9.0,False,signal_ridge->orchard_fen:oil:0.33
341,22,5,summer_dry,orchard_fen,riverbend,seeds,12.99588,0.43,0.43,12.4622,14.3396,False,orchard_fen->riverbend:seeds:0.43
342,22,6,summer_dry,riverbend,roofward,water,7.31,0.28,0.28,7.03,16.41,False,riverbend->roofward:water:0.28
343,22,7,summer_dry,roofward,archive_quarter,herbs,8.76532,0.38,0.38,8.38532,16.56,False,roofward->archive_quarter:herbs:0.38
344,22,8,summer_dry,archive_quarter,signal_ridge,paper,7.88552,0.28,0.28,7.60552,16.63,False,archive_quarter->signal_ridge:paper:0.28
345,22,9,summer_dry,signal_ridge,orchard_fen,planks,3.41,0.38,0.38,3.03,17.48,False,signal_ridge->orchard_fen:planks:0.38
346,22,10,summer_dry,orchard_fen,riverbend,seeds,12.62652,0.28,0.28,12.24284,14.6196,False,orchard_fen->riverbend:seeds:0.28
347,22,11,summer_dry,riverbend,roofward,planks,7.73916,0.33,0.33,7.40916,16.86,False,riverbend->roofward:planks:0.33
348,22,12,summer_dry,roofward,archive_quarter,thread,7.79,0.43,0.43,7.36,14.42,False,roofward->archive_quarter:thread:0.43
349,22,13,summer_dry,archive_quarter,signal_ridge,paper,7.76472,0.33,0.33,7.43472,16.96,False,archive_quarter->signal_ridge:paper:0.33
350,22,14,summer_dry,signal_ridge,orchard_fen,oil,8.52548,0.43,0.0,8.52548,9.0,True,signal_ridge->orchard_fen:oil:0.00
351,22,15,summer_dry,orchard_fen,riverbend,oil,9.0,0.33,0.33,8.67,23.06,False,orchard_fen->riverbend:oil:0.33
352,23,0,summer_dry,riverbend,archive_quarter,thread,5.27,0.43,0.43,4.84,14.85,False,riverbend->archive_quarter:thread:0.43
353,23,1,summer_dry,roofward,signal_ridge,herbs,8.57712,0.33,0.33,8.24712,19.99,False,roofward->signal_ridge:herbs:0.33
354,23,2,summer_dry,archive_quarter,orchard_fen,paper,7.47452,0.43,0.43,7.04452,20.39,False,archive_quarter->orchard_fen:paper:0.43
355,23,3,summer_dry,signal_ridge,riverbend,oil,8.56512,0.33,0.33,8.23512,23.39,False,signal_ridge->riverbend:oil:0.33
356,23,4,summer_dry,orchard_fen,roofward,seeds,12.22112,0.43,0.43,11.79112,17.49768,False,orchard_fen->roofward:seeds:0.43
357,23,5,summer_dry,riverbend,archive_quarter,planks,7.59776,0.28,0.28,7.31776,15.98,False,riverbend->archive_quarter:planks:0.28
358,23,6,summer_dry,roofward,signal_ridge,wire,2.13,0.38,0.38,1.75,14.04,False,roofward->signal_ridge:wire:0.38
359,23,7,summer_dry,archive_quarter,orchard_fen,paper,7.08432,0.28,0.28,6.80432,20.67,False,archive_quarter->orchard_fen:paper:0.28
360,23,8,summer_dry,signal_ridge,riverbend,oil,8.27476,0.38,0.38,7.89476,23.77,False,signal_ridge->riverbend:oil:0.38
361,23,9,summer_dry,orchard_fen,roofward,water,5.36,0.28,0.28,5.08,15.94,False,orchard_fen->roofward:water:0.28
362,23,10,summer_dry,riverbend,archive_quarter,planks,7.46864,0.33,0.33,7.13864,16.31,False,riverbend->archive_quarter:planks:0.33
363,23,11,summer_dry,roofward,signal_ridge,herbs,8.32544,0.43,0.43,7.89544,20.42,False,roofward->signal_ridge:herbs:0.43
364,23,12,summer_dry,archive_quarter,orchard_fen,planks,16.31,0.33,0.33,15.98,17.81,False,archive_quarter->orchard_fen:planks:0.33
365,23,13,summer_dry,signal_ridge,riverbend,oil,8.05332,0.43,0.43,7.62332,24.2,False,signal_ridge->riverbend:oil:0.43
366,23,14,summer_dry,orchard_fen,roofward,seeds,11.87288,0.33,0.33,11.54288,17.82768,False,orchard_fen->roofward:seeds:0.33
367,23,15,summer_dry,riverbend,archive_quarter,thread,4.84,0.38,0.38,4.46,15.23,False,riverbend->archive_quarter:thread:0.38
368,24,0,summer_dry,archive_quarter,signal_ridge,wire,5.26,0.38,0.38,4.88,14.42,False,archive_quarter->signal_ridge:wire:0.38
369,24,1,summer_dry,signal_ridge,orchard_fen,oil,7.78252,0.28,0.28,7.50252,8.95,False,signal_ridge->orchard_fen:oil:0.28
370,24,2,summer_dry,orchard_fen,riverbend,seeds,11.68588,0.38,0.38,11.30588,14.58232,False,orchard_fen->riverbend:seeds:0.38
371,24,3,summer_dry,riverbend,roofward,water,7.03,0.43,0.43,6.6,15.62,False,riverbend->roofward:water:0.43
372,24,4,summer_dry,roofward,archive_quarter,herbs,7.93616,0.33,0.33,7.60616,16.89,False,roofward->archive_quarter:herbs:0.33
373,24,5,summer_dry,archive_quarter,signal_ridge,paper,7.04392,0.43,0.43,6.61392,17.39,False,archive_quarter->signal_ridge:paper:0.43
374,24,6,summer_dry,signal_ridge,orchard_fen,planks,3.03,0.33,0.33,2.7,18.14,False,signal_ridge->orchard_fen:planks:0.33
375,24,7,summer_dry,orchard_fen,riverbend,seeds,11.44888,0.43,0.43,11.01888,15.01232,False,orchard_fen->riverbend:seeds:0.43
376,24,8,summer_dry,riverbend,roofward,planks,7.25212,0.28,0.28,6.97212,17.14,False,riverbend->roofward:planks:0.28
377,24,9,summer_dry,roofward,archive_quarter,thread,7.36,0.38,0.38,6.98,15.61,False,roofward->archive_quarter:thread:0.38
378,24,10,summer_dry,archive_quarter,signal_ridge,paper,6.77376,0.28,0.28,6.49376,17.67,False,archive_quarter->signal_ridge:paper:0.28
379,24,11,summer_dry,signal_ridge,orchard_fen,oil,7.58372,0.38,0.38,7.20372,9.33,False,signal_ridge->orchard_fen:oil:0.38
380,24,12,summer_dry,orchard_fen,riverbend,oil,9.33,0.28,0.28,9.05,24.48,False,orchard_fen->riverbend:oil:0.28
381,24,13,summer_dry,riverbend,roofward,planks,7.12364,0.33,0.33,6.79364,17.47,False,riverbend->roofward:planks:0.33
382,24,14,summer_dry,roofward,archive_quarter,herbs,7.6876,0.43,0.0,7.6876,16.89,True,roofward->archive_quarter:herbs:0.00
383,24,15,summer_dry,archive_quarter,signal_ridge,wire,4.88,0.33,0.33,4.55,14.0,False,archive_quarter->signal_ridge:wire:0.33
384,25,0,summer_dry,signal_ridge,riverbend,oil,7.24512,0.28,0.28,6.96512,24.76,False,signal_ridge->riverbend:oil:0.28
385,25,1,summer_dry,orchard_fen,roofward,seeds,11.4286,0.38,0.38,11.0486,18.20768,False,orchard_fen->roofward:seeds:0.38
386,25,2,summer_dry,riverbend,archive_quarter,planks,6.83152,0.43,0.43,6.40152,16.41,False,riverbend->archive_quarter:planks:0.43
387,25,3,summer_dry,roofward,signal_ridge,wire,1.75,0.33,0.33,1.42,14.33,False,roofward->signal_ridge:wire:0.33
388,25,4,summer_dry,archive_quarter,orchard_fen,paper,6.57348,0.43,0.43,6.14348,21.1,False,archive_quarter->orchard_fen:paper:0.43
389,25,5,summer_dry,signal_ridge,riverbend,oil,7.13072,0.33,0.33,6.80072,25.09,False,signal_ridge->riverbend:oil:0.33
390,25,6,summer_dry,orchard_fen,roofward,water,5.08,0.43,0.43,4.65,16.05,False,orchard_fen->roofward:water:0.43
391,25,7,summer_dry,riverbend,archive_quarter,planks,6.4394,0.28,0.28,6.1594,16.69,False,riverbend->archive_quarter:planks:0.28
392,25,8,summer_dry,roofward,signal_ridge,herbs,7.76944,0.38,0.38,7.38944,20.8,False,roofward->signal_ridge:herbs:0.38
393,25,9,summer_dry,archive_quarter,orchard_fen,planks,16.69,0.28,0.28,16.41,18.42,False,archive_quarter->orchard_fen:planks:0.28
394,25,10,summer_dry,signal_ridge,riverbend,oil,6.96632,0.38,0.38,6.58632,25.47,False,signal_ridge->riverbend:oil:0.38
395,25,11,summer_dry,orchard_fen,roofward,seeds,11.13108,0.28,0.28,10.85108,18.48768,False,orchard_fen->roofward:seeds:0.28
396,25,12,summer_dry,riverbend,archive_quarter,thread,4.46,0.33,0.33,4.13,15.94,False,riverbend->archive_quarter:thread:0.33
397,25,13,summer_dry,roofward,signal_ridge,herbs,7.55312,0.43,0.43,7.12312,21.23,False,roofward->signal_ridge:herbs:0.43
