tick_id,day,route_id,agent,choice_label,trust_before,trust_delta,trust_after,route_recovery_delta,followup_due,consequence_visible
310,23,roofward_archive,Fay,ask to merge detour,0.852,0.0,0.852,0.0,False,False
311,23,archive_signal,Milo,ask to keep direct route,0.704,0.0,0.704,0.0,False,False
312,23,signal_orchard,Milo,ask to merge detour,0.792,0.018,0.81,0.012,False,True
313,23,orchard_riverbend,Ari,ask to keep direct route,0.704,0.0,0.704,0.0,False,False
314,23,central_repair_ring,Juno,ask to keep direct route,0.822,0.0,0.822,0.0,False,False
315,23,riverbend_roofward,Fay,ask to keep direct route,0.704,0.0,0.704,0.0,False,False
316,23,roofward_archive,Fay,ask to keep direct route,0.852,0.018,0.87,0.012,False,True
317,23,archive_signal,Milo,ask to keep direct route,0.704,0.0,0.704,0.0,False,False
318,23,signal_orchard,Milo,ask to keep direct route,0.81,0.0,0.81,0.0,False,False
319,23,orchard_riverbend,Ari,ask to keep direct route,0.704,0.0,0.704,0.0,False,False
320,23,central_repair_ring,Juno,ask to merge detour,0.822,0.018,0.84,0.012,True,True
321,23,riverbend_roofward,Fay,ask to keep direct route,0.704,0.0,0.704,0.0,False,False
322,24,archive_signal,Nia,ask to keep direct route,0.834,0.0,0.834,0.0,False,False
323,24,signal_orchard,Ivo,ask to merge detour,0.704,0.018,0.722,0.012,False,True
324,24,orchard_riverbend,Ivo,ask to keep direct route,0.804,0.0,0.804,0.0,False,False
325,24,central_repair_ring,Pax,ask to keep direct route,0.656,0.0,0.656,0.0,False,False
326,24,riverbend_roofward,Ari,ask to keep direct route,0.804,0.018,0.822,0.012,True,True
327,24,roofward_archive,Nia,ask to keep direct route,0.674,0.0,0.674,0.0,False,False
328,24,archive_signal,Nia,ask to keep direct route,0.834,0.0,0.834,0.0,False,False
329,24,signal_orchard,Ivo,ask to merge detour,0.722,0.0,0.722,0.0,False,False
330,24,orchard_riverbend,Ivo,ask to merge detour,0.804,0.018,0.822,0.012,True,True
331,24,central_repair_ring,Pax,ask to keep direct route,0.656,0.0,0.656,0.0,False,False
332,24,riverbend_roofward,Ari,ask to keep direct route,0.822,0.0,0.822,0.0,False,False
333,24,roofward_archive,Nia,ask to keep direct route,0.674,0.0,0.674,0.0,False,False
334,24,archive_signal,Nia,ask to merge detour,0.834,0.018,0.852,0.012,False,True
335,24,signal_orchard,Ivo,ask to merge detour,0.722,0.0,0.722,0.0,False,False
336,25,orchard_riverbend,Ivo,ask to keep direct route,0.822,0.018,0.84,0.012,False,True
337,25,central_repair_ring,Pax,ask to keep direct route,0.656,0.018,0.674,0.012,False,True
338,25,riverbend_roofward,Ari,ask to merge detour,0.822,0.0,0.822,0.0,False,False
339,25,roofward_archive,Nia,ask to keep direct route,0.674,0.018,0.692,0.012,False,True
340,25,archive_signal,Nia,ask to keep direct route,0.852,0.018,0.87,0.012,False,True
341,25,signal_orchard,Ivo,ask to merge detour,0.722,0.0,0.722,0.0,False,False
342,25,orchard_riverbend,Ivo,ask to keep direct route,0.84,0.018,0.858,0.012,False,True
343,25,central_repair_ring,Pax,ask to keep direct route,0.674,0.0,0.674,0.0,False,False
344,25,riverbend_roofward,Ari,ask to keep direct route,0.822,0.018,0.84,0.012,False,True
345,25,roofward_archive,Nia,ask to keep direct route,0.692,0.018,0.71,0.012,True,True
346,25,archive_signal,Nia,ask to keep direct route,0.87,0.0,0.87,0.0,False,False
347,25,signal_orchard,Ivo,ask to merge detour,0.722,0.0,0.722,0.0,False,False
348,25,orchard_riverbend,Ivo,ask to merge detour,0.858,-0.012,0.846,-0.004,False,True
349,25,central_repair_ring,Pax,ask to keep direct route,0.674,0.0,0.674,0.0,False,False
350,26,riverbend_roofward,Ari,ask to keep direct route,0.84,0.0,0.84,0.0,False,False
351,26,roofward_archive,Nia,ask to keep direct route,0.71,0.018,0.728,0.012,False,True
352,26,archive_signal,Nia,ask to merge detour,0.87,0.0,0.87,0.0,False,False
353,26,signal_orchard,Ivo,ask to merge detour,0.722,0.0,0.722,0.0,False,False
354,26,orchard_riverbend,Ivo,ask to merge detour,0.846,0.018,0.864,0.012,True,True
355,26,central_repair_ring,Pax,ask to keep direct route,0.674,0.0,0.674,0.0,False,False
356,26,riverbend_roofward,Ari,ask to keep direct route,0.84,0.0,0.84,0.0,False,False
357,26,roofward_archive,Nia,ask to keep direct route,0.728,0.0,0.728,0.0,False,False
358,26,archive_signal,Nia,ask to keep direct route,0.87,0.018,0.888,0.012,True,True
359,26,signal_orchard,Ivo,ask to merge detour,0.722,0.0,0.722,0.0,False,False
360,26,orchard_riverbend,Ivo,ask to keep direct route,0.864,0.0,0.864,0.0,False,False
361,26,central_repair_ring,Pax,ask to keep direct route,0.674,0.0,0.674,0.0,False,False
362,26,riverbend_roofward,Ari,ask to merge detour,0.84,0.018,0.858,0.012,False,True
363,26,roofward_archive,Nia,ask to keep direct route,0.728,0.0,0.728,0.0,False,False
364,27,archive_signal,Nia,ask to keep direct route,0.888,0.018,0.906,0.012,False,True
365,27,signal_orchard,Ivo,ask to merge detour,0.722,0.018,0.74,0.012,True,True
366,27,orchard_riverbend,Ivo,ask to merge detour,0.864,0.0,0.864,0.0,False,False
367,27,central_repair_ring,Pax,ask to keep direct route,0.674,0.018,0.692,0.012,False,True
368,27,riverbend_roofward,Ari,ask to keep direct route,0.858,0.018,0.876,0.012,True,True
369,27,roofward_archive,Nia,ask to keep direct route,0.728,0.0,0.728,0.0,False,False
370,27,archive_signal,Nia,ask to keep direct route,0.906,0.018,0.92,0.012,False,True
371,27,signal_orchard,Ivo,ask to keep direct route,0.74,0.0,0.74,0.0,False,False
372,27,orchard_riverbend,Ivo,ask to keep direct route,0.864,0.018,0.882,0.012,False,True
373,27,central_repair_ring,Pax,ask to keep direct route,0.692,0.018,0.71,0.012,True,True
374,27,riverbend_roofward,Ari,ask to keep direct route,0.876,0.0,0.876,0.0,False,False
375,27,roofward_archive,Nia,ask to keep direct route,0.728,0.0,0.728,0.0,False,False
376,27,archive_signal,Nia,ask to merge detour,0.92,0.018,0.92,0.012,True,True
377,27,signal_orchard,Ivo,ask to keep direct route,0.74,0.0,0.74,0.0,False,False
378,28,orchard_riverbend,Ivo,ask to keep direct route,0.882,0.0,0.882,0.0,False,False
379,28,central_repair_ring,Pax,ask to keep direct route,0.71,0.018,0.728,0.012,False,True
380,28,riverbend_roofward,Ari,ask to keep direct route,0.876,0.0,0.876,0.0,False,False
381,28,roofward_archive,Nia,ask to keep direct route,0.728,0.0,0.728,0.0,False,False
382,28,archive_signal,Nia,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
383,28,signal_orchard,Ivo,ask to keep direct route,0.74,0.0,0.74,0.0,False,False
384,28,orchard_riverbend,Ivo,ask to keep direct route,0.882,0.0,0.882,0.0,False,False
385,28,central_repair_ring,Pax,ask to keep direct route,0.728,0.0,0.728,0.0,False,False
386,28,riverbend_roofward,Ari,ask to merge detour,0.876,0.018,0.894,0.012,False,True
387,28,roofward_archive,Nia,ask to keep direct route,0.728,0.0,0.728,0.0,False,False
388,28,archive_signal,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
389,28,signal_orchard,Ivo,ask to keep direct route,0.74,0.0,0.74,0.0,False,False
390,28,orchard_riverbend,Ivo,ask to merge detour,0.882,0.018,0.9,0.012,False,True
391,28,central_repair_ring,Pax,ask to keep direct route,0.728,0.0,0.728,0.0,False,False
392,29,riverbend_roofward,Ari,ask to keep direct route,0.894,0.018,0.912,0.012,False,True
393,29,roofward_archive,Nia,ask to keep direct route,0.728,0.018,0.746,0.012,False,True
394,29,archive_signal,Nia,ask to merge detour,0.92,0.0,0.92,0.0,False,False
395,29,signal_orchard,Ivo,ask to keep direct route,0.74,0.018,0.758,0.012,False,True
396,29,orchard_riverbend,Ivo,ask to keep direct route,0.9,0.018,0.918,0.012,True,True
397,29,central_repair_ring,Pax,ask to keep direct route,0.728,0.0,0.728,0.0,False,False
398,29,riverbend_roofward,Ari,ask to keep direct route,0.912,0.018,0.92,0.012,True,True
399,29,roofward_archive,Nia,ask to keep direct route,0.746,0.0,0.746,0.0,False,False
400,29,archive_signal,Nia,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
401,29,signal_orchard,Ivo,ask to keep direct route,0.758,0.018,0.776,0.012,False,True
402,29,orchard_riverbend,Ivo,ask to keep direct route,0.918,0.0,0.918,0.0,False,False
403,29,central_repair_ring,Pax,ask to keep direct route,0.728,0.0,0.728,0.0,False,False
404,29,riverbend_roofward,Ari,ask to merge detour,0.92,0.018,0.92,0.012,False,True
405,29,roofward_archive,Nia,ask to keep direct route,0.746,0.0,0.746,0.0,False,False
406,30,signal_orchard,Milo,ask to keep direct route,0.81,0.0,0.81,0.0,False,False
407,30,orchard_riverbend,Ari,ask to merge detour,0.704,0.018,0.722,0.012,False,True
408,30,central_repair_ring,Juno,ask to keep direct route,0.84,0.0,0.84,0.0,False,False
409,30,riverbend_roofward,Fay,ask to keep direct route,0.704,0.0,0.704,0.0,False,False
410,30,roofward_archive,Fay,ask to keep direct route,0.87,-0.012,0.858,-0.004,False,True
411,30,archive_signal,Milo,ask to keep direct route,0.704,0.0,0.704,0.0,False,False
412,30,signal_orchard,Milo,ask to keep direct route,0.81,0.0,0.81,0.0,False,False
413,30,orchard_riverbend,Ari,ask to keep direct route,0.722,0.018,0.74,0.012,False,True
414,30,central_repair_ring,Juno,ask to keep direct route,0.84,0.018,0.858,0.012,False,True
415,30,riverbend_roofward,Fay,ask to keep direct route,0.704,0.0,0.704,0.0,False,False
416,30,roofward_archive,Fay,ask to keep direct route,0.858,0.018,0.876,0.012,False,True
417,30,archive_signal,Milo,ask to keep direct route,0.704,0.0,0.704,0.0,False,False
418,30,signal_orchard,Milo,ask to merge detour,0.81,0.018,0.828,0.012,True,True
419,30,orchard_riverbend,Ari,ask to keep direct route,0.74,0.018,0.758,0.012,True,True
420,31,central_repair_ring,Juno,ask to keep direct route,0.858,0.0,0.858,0.0,False,False
421,31,riverbend_roofward,Fay,ask to keep direct route,0.704,0.018,0.722,0.012,False,True
422,31,roofward_archive,Fay,ask to merge detour,0.876,0.0,0.876,0.0,False,False
423,31,archive_signal,Milo,ask to keep direct route,0.704,0.0,0.704,0.0,False,False
424,31,signal_orchard,Milo,ask to keep direct route,0.828,0.018,0.846,0.012,False,True
425,31,orchard_riverbend,Ari,ask to keep direct route,0.758,0.0,0.758,0.0,False,False
426,31,central_repair_ring,Juno,ask to keep direct route,0.858,0.0,0.858,0.0,False,False
427,31,riverbend_roofward,Fay,ask to keep direct route,0.722,0.0,0.722,0.0,False,False
428,31,roofward_archive,Fay,ask to keep direct route,0.876,0.018,0.894,0.012,False,True
429,31,archive_signal,Milo,ask to keep direct route,0.704,0.0,0.704,0.0,False,False
430,31,signal_orchard,Milo,ask to keep direct route,0.846,0.0,0.846,0.0,False,False
431,31,orchard_riverbend,Ari,ask to keep direct route,0.758,0.0,0.758,0.0,False,False
432,31,central_repair_ring,Juno,ask to merge detour,0.858,0.018,0.876,0.012,True,True
433,31,riverbend_roofward,Fay,ask to keep direct route,0.722,0.0,0.722,0.0,False,False
434,32,roofward_archive,Fay,ask to keep direct route,0.894,0.0,0.894,0.0,False,False
435,32,archive_signal,Milo,ask to keep direct route,0.704,-0.012,0.692,-0.004,False,True
436,32,signal_orchard,Milo,ask to merge detour,0.846,0.0,0.846,0.0,False,False
437,32,orchard_riverbend,Ari,ask to keep direct route,0.758,0.0,0.758,0.0,False,False
438,32,central_repair_ring,Juno,ask to keep direct route,0.876,0.018,0.894,0.012,False,True
439,32,riverbend_roofward,Fay,ask to keep direct route,0.722,0.0,0.722,0.0,False,False
440,32,roofward_archive,Fay,ask to keep direct route,0.894,0.0,0.894,0.0,False,False
441,32,archive_signal,Milo,ask to keep direct route,0.692,0.018,0.71,0.012,True,True
442,32,signal_orchard,Milo,ask to keep direct route,0.846,0.018,0.864,0.012,False,True
443,32,orchard_riverbend,Ari,ask to keep direct route,0.758,0.0,0.758,0.0,False,False
444,32,central_repair_ring,Juno,ask to keep direct route,0.894,0.018,0.912,0.012,False,True
445,32,riverbend_roofward,Fay,ask to keep direct route,0.722,0.0,0.722,0.0,False,False
446,32,roofward_archive,Fay,ask to merge detour,0.894,0.018,0.912,0.012,True,True
447,32,archive_signal,Milo,ask to keep direct route,0.71,0.018,0.728,0.012,False,True
448,33,signal_orchard,Milo,ask to keep direct route,0.864,0.0,0.864,0.0,False,False
449,33,orchard_riverbend,Ari,ask to keep direct route,0.758,0.018,0.776,0.012,False,True
450,33,central_repair_ring,Juno,ask to merge detour,0.912,0.0,0.912,0.0,False,False
451,33,riverbend_roofward,Fay,ask to keep direct route,0.722,0.0,0.722,0.0,False,False
452,33,roofward_archive,Fay,ask to keep direct route,0.912,0.018,0.92,0.012,False,True
453,33,archive_signal,Milo,ask to keep direct route,0.728,0.0,0.728,0.0,False,False
454,33,signal_orchard,Milo,ask to keep direct route,0.864,0.0,0.864,0.0,False,False
455,33,orchard_riverbend,Ari,ask to keep direct route,0.776,0.0,0.776,0.0,False,False
456,33,central_repair_ring,Juno,ask to keep direct route,0.912,0.018,0.92,0.012,True,True
457,33,riverbend_roofward,Fay,ask to keep direct route,0.722,0.0,0.722,0.0,False,False
458,33,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
459,33,archive_signal,Milo,ask to keep direct route,0.728,0.0,0.728,0.0,False,False
460,33,signal_orchard,Milo,ask to merge detour,0.864,0.018,0.882,0.012,True,True
461,33,orchard_riverbend,Ari,ask to keep direct route,0.776,0.0,0.776,0.0,False,False
462,34,central_repair_ring,Juno,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
463,34,riverbend_roofward,Fay,ask to keep direct route,0.722,0.018,0.74,0.012,True,True
464,34,roofward_archive,Fay,ask to merge detour,0.92,0.0,0.92,0.0,False,False
465,34,archive_signal,Milo,ask to keep direct route,0.728,0.0,0.728,0.0,False,False
466,34,signal_orchard,Milo,ask to keep direct route,0.882,0.018,0.9,0.012,False,True
467,34,orchard_riverbend,Ari,ask to keep direct route,0.776,0.0,0.776,0.0,False,False
468,34,central_repair_ring,Juno,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
469,34,riverbend_roofward,Fay,ask to keep direct route,0.74,0.018,0.758,0.012,False,True
470,34,roofward_archive,Fay,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
471,34,archive_signal,Milo,ask to keep direct route,0.728,0.0,0.728,0.0,False,False
472,34,signal_orchard,Milo,ask to keep direct route,0.9,0.018,0.918,0.012,False,True
473,34,orchard_riverbend,Ari,ask to keep direct route,0.776,0.0,0.776,0.0,False,False
474,34,central_repair_ring,Juno,ask to merge detour,0.92,0.018,0.92,0.012,False,True
475,34,riverbend_roofward,Fay,ask to keep direct route,0.758,0.018,0.776,0.012,False,True
476,35,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
477,35,archive_signal,Milo,ask to keep direct route,0.728,0.018,0.746,0.012,False,True
478,35,signal_orchard,Milo,ask to merge detour,0.918,0.0,0.918,0.0,False,False
479,35,orchard_riverbend,Ari,ask to keep direct route,0.776,0.0,0.776,0.0,False,False
480,35,central_repair_ring,Juno,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
481,35,riverbend_roofward,Fay,ask to keep direct route,0.776,0.0,0.776,0.0,False,False
482,35,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
483,35,archive_signal,Milo,ask to keep direct route,0.746,0.0,0.746,0.0,False,False
484,35,signal_orchard,Milo,ask to keep direct route,0.918,0.018,0.92,0.012,True,True
485,35,orchard_riverbend,Ari,ask to keep direct route,0.776,0.0,0.776,0.0,False,False
486,35,central_repair_ring,Juno,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
487,35,riverbend_roofward,Fay,ask to keep direct route,0.776,0.0,0.776,0.0,False,False
488,35,roofward_archive,Fay,ask to merge detour,0.92,0.018,0.92,0.012,True,True
489,35,archive_signal,Milo,ask to keep direct route,0.746,0.0,0.746,0.0,False,False
490,36,orchard_riverbend,Ivo,ask to keep direct route,0.918,0.0,0.918,0.0,False,False
491,36,central_repair_ring,Pax,ask to merge detour,0.728,0.018,0.746,0.012,True,True
492,36,riverbend_roofward,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
493,36,roofward_archive,Nia,ask to keep direct route,0.746,0.0,0.746,0.0,False,False
494,36,archive_signal,Nia,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
495,36,signal_orchard,Ivo,ask to keep direct route,0.776,0.0,0.776,0.0,False,False
496,36,orchard_riverbend,Ivo,ask to keep direct route,0.918,0.0,0.918,0.0,False,False
497,36,central_repair_ring,Pax,ask to keep direct route,0.746,0.0,0.746,0.0,False,False
498,36,riverbend_roofward,Ari,ask to merge detour,0.92,0.018,0.92,0.012,True,True
499,36,roofward_archive,Nia,ask to keep direct route,0.746,0.0,0.746,0.0,False,False
500,36,archive_signal,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
501,36,signal_orchard,Ivo,ask to keep direct route,0.776,0.0,0.776,0.0,False,False
502,36,orchard_riverbend,Ivo,ask to merge detour,0.918,0.018,0.92,0.012,False,True
503,36,central_repair_ring,Pax,ask to keep direct route,0.746,0.0,0.746,0.0,False,False
504,37,riverbend_roofward,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
505,37,roofward_archive,Nia,ask to keep direct route,0.746,0.018,0.764,0.012,False,True
506,37,archive_signal,Nia,ask to merge detour,0.92,0.018,0.92,0.012,False,True
507,37,signal_orchard,Ivo,ask to keep direct route,0.776,0.0,0.776,0.0,False,False
508,37,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
509,37,central_repair_ring,Pax,ask to keep direct route,0.746,0.018,0.764,0.012,False,True
510,37,riverbend_roofward,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
511,37,roofward_archive,Nia,ask to keep direct route,0.764,0.0,0.764,0.0,False,False
512,37,archive_signal,Nia,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
513,37,signal_orchard,Ivo,ask to keep direct route,0.776,0.0,0.776,0.0,False,False
514,37,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
515,37,central_repair_ring,Pax,ask to keep direct route,0.764,0.018,0.782,0.012,False,True
516,37,riverbend_roofward,Ari,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
517,37,roofward_archive,Nia,ask to keep direct route,0.764,0.0,0.764,0.0,False,False
518,38,archive_signal,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
519,38,signal_orchard,Ivo,ask to keep direct route,0.776,0.018,0.794,0.012,False,True
520,38,orchard_riverbend,Ivo,ask to merge detour,0.92,0.0,0.92,0.0,False,False
521,38,central_repair_ring,Pax,ask to keep direct route,0.782,0.0,0.782,0.0,False,False
522,38,riverbend_roofward,Ari,ask to keep direct route,0.92,-0.012,0.908,-0.004,False,True
523,38,roofward_archive,Nia,ask to keep direct route,0.764,0.0,0.764,0.0,False,False
524,38,archive_signal,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
525,38,signal_orchard,Ivo,ask to keep direct route,0.794,0.0,0.794,0.0,False,False
526,38,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
527,38,central_repair_ring,Pax,ask to keep direct route,0.782,0.0,0.782,0.0,False,False
528,38,riverbend_roofward,Ari,ask to keep direct route,0.908,0.0,0.908,0.0,False,False
529,38,roofward_archive,Nia,ask to keep direct route,0.764,0.0,0.764,0.0,False,False
530,38,archive_signal,Nia,ask to merge detour,0.92,0.018,0.92,0.012,True,True
531,38,signal_orchard,Ivo,ask to keep direct route,0.794,0.0,0.794,0.0,False,False
532,39,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
533,39,central_repair_ring,Pax,ask to keep direct route,0.782,-0.012,0.77,-0.004,False,True
534,39,riverbend_roofward,Ari,ask to merge detour,0.908,0.018,0.92,0.012,False,True
535,39,roofward_archive,Nia,ask to keep direct route,0.764,0.0,0.764,0.0,False,False
536,39,archive_signal,Nia,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
537,39,signal_orchard,Ivo,ask to keep direct route,0.794,0.018,0.812,0.012,False,True
538,39,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
539,39,central_repair_ring,Pax,ask to keep direct route,0.77,0.0,0.77,0.0,False,False
540,39,riverbend_roofward,Ari,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
541,39,roofward_archive,Nia,ask to keep direct route,0.764,0.0,0.764,0.0,False,False
542,39,archive_signal,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
543,39,signal_orchard,Ivo,ask to keep direct route,0.812,0.018,0.83,0.012,True,True
544,39,orchard_riverbend,Ivo,ask to merge detour,0.92,0.018,0.92,0.012,False,True
545,39,central_repair_ring,Pax,ask to keep direct route,0.77,0.0,0.77,0.0,False,False
546,40,riverbend_roofward,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
547,40,roofward_archive,Nia,ask to keep direct route,0.764,0.018,0.782,0.012,False,True
548,40,archive_signal,Nia,ask to merge detour,0.92,0.0,0.92,0.0,False,False
549,40,signal_orchard,Ivo,ask to keep direct route,0.83,0.0,0.83,0.0,False,False
550,40,orchard_riverbend,Ivo,ask to merge detour,0.92,0.018,0.92,0.012,True,True
551,40,central_repair_ring,Pax,ask to keep direct route,0.77,0.0,0.77,0.0,False,False
552,40,riverbend_roofward,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
553,40,roofward_archive,Nia,ask to keep direct route,0.782,0.0,0.782,0.0,False,False
554,40,archive_signal,Nia,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
555,40,signal_orchard,Ivo,ask to keep direct route,0.83,0.0,0.83,0.0,False,False
556,40,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
557,40,central_repair_ring,Pax,ask to keep direct route,0.77,0.0,0.77,0.0,False,False
558,40,riverbend_roofward,Ari,ask to merge detour,0.92,0.018,0.92,0.012,False,True
559,40,roofward_archive,Nia,ask to keep direct route,0.782,0.0,0.782,0.0,False,False
560,41,archive_signal,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
561,41,signal_orchard,Ivo,ask to keep direct route,0.83,0.018,0.848,0.012,False,True
562,41,orchard_riverbend,Ivo,ask to merge detour,0.92,0.018,0.92,0.012,False,True
563,41,central_repair_ring,Pax,ask to keep direct route,0.77,0.0,0.77,0.0,False,False
564,41,riverbend_roofward,Ari,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
565,41,roofward_archive,Nia,ask to keep direct route,0.782,0.018,0.8,0.012,True,True
566,41,archive_signal,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
567,41,signal_orchard,Ivo,ask to keep direct route,0.848,0.0,0.848,0.0,False,False
568,41,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
569,41,central_repair_ring,Pax,ask to keep direct route,0.77,0.0,0.77,0.0,False,False
570,41,riverbend_roofward,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
571,41,roofward_archive,Nia,ask to keep direct route,0.8,0.018,0.818,0.012,False,True
572,41,archive_signal,Nia,ask to merge detour,0.92,0.018,0.92,0.012,True,True
573,41,signal_orchard,Ivo,ask to keep direct route,0.848,0.0,0.848,0.0,False,False
574,42,central_repair_ring,Juno,ask to keep direct route,0.92,-0.012,0.908,-0.004,False,True
575,42,riverbend_roofward,Fay,ask to merge detour,0.776,0.018,0.794,0.012,True,True
576,42,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
577,42,archive_signal,Milo,ask to keep direct route,0.746,0.018,0.764,0.012,False,True
578,42,signal_orchard,Milo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
579,42,orchard_riverbend,Ari,ask to keep direct route,0.776,0.0,0.776,0.0,False,False
580,42,central_repair_ring,Juno,ask to keep direct route,0.908,-0.012,0.896,-0.004,False,True
581,42,riverbend_roofward,Fay,ask to keep direct route,0.794,0.0,0.794,0.0,False,False
582,42,roofward_archive,Fay,ask to merge detour,0.92,0.018,0.92,0.012,False,True
583,42,archive_signal,Milo,ask to keep direct route,0.764,0.018,0.782,0.012,False,True
584,42,signal_orchard,Milo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
585,42,orchard_riverbend,Ari,ask to keep direct route,0.776,0.0,0.776,0.0,False,False
586,42,central_repair_ring,Juno,ask to merge detour,0.896,0.018,0.914,0.012,False,True
587,42,riverbend_roofward,Fay,ask to keep direct route,0.794,0.0,0.794,0.0,False,False
588,43,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
589,43,archive_signal,Milo,ask to keep direct route,0.782,0.018,0.8,0.012,True,True
590,43,signal_orchard,Milo,ask to merge detour,0.92,0.0,0.92,0.0,False,False
591,43,orchard_riverbend,Ari,ask to keep direct route,0.776,0.0,0.776,0.0,False,False
592,43,central_repair_ring,Juno,ask to keep direct route,0.914,0.018,0.92,0.012,True,True
593,43,riverbend_roofward,Fay,ask to keep direct route,0.794,0.0,0.794,0.0,False,False
594,43,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
595,43,archive_signal,Milo,ask to keep direct route,0.8,0.0,0.8,0.0,False,False
596,43,signal_orchard,Milo,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
597,43,orchard_riverbend,Ari,ask to keep direct route,0.776,0.0,0.776,0.0,False,False
598,43,central_repair_ring,Juno,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
599,43,riverbend_roofward,Fay,ask to keep direct route,0.794,0.0,0.794,0.0,False,False
600,43,roofward_archive,Fay,ask to merge detour,0.92,0.018,0.92,0.012,True,True
601,43,archive_signal,Milo,ask to keep direct route,0.8,0.0,0.8,0.0,False,False
602,44,signal_orchard,Milo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
603,44,orchard_riverbend,Ari,ask to keep direct route,0.776,0.018,0.794,0.012,True,True
604,44,central_repair_ring,Juno,ask to merge detour,0.92,0.0,0.92,0.0,False,False
605,44,riverbend_roofward,Fay,ask to keep direct route,0.794,0.018,0.812,0.012,False,True
606,44,roofward_archive,Fay,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
607,44,archive_signal,Milo,ask to keep direct route,0.8,0.0,0.8,0.0,False,False
608,44,signal_orchard,Milo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
609,44,orchard_riverbend,Ari,ask to keep direct route,0.794,0.0,0.794,0.0,False,False
610,44,central_repair_ring,Juno,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
611,44,riverbend_roofward,Fay,ask to keep direct route,0.812,0.018,0.83,0.012,False,True
612,44,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
613,44,archive_signal,Milo,ask to keep direct route,0.8,0.0,0.8,0.0,False,False
614,44,signal_orchard,Milo,ask to merge detour,0.92,0.018,0.92,0.012,True,True
615,44,orchard_riverbend,Ari,ask to keep direct route,0.794,0.0,0.794,0.0,False,False
616,45,central_repair_ring,Juno,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
617,45,riverbend_roofward,Fay,ask to keep direct route,0.83,0.018,0.848,0.012,True,True
618,45,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
619,45,archive_signal,Milo,ask to keep direct route,0.8,0.0,0.8,0.0,False,False
620,45,signal_orchard,Milo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
