tick,day,reload_id,scene_id,reload_probe,restored_agent,restored_reaction_label,restored_inventory_count,reaction_restore_ok,inventory_restore_ok,dialogue_cursor_restore_ok,reload_reaction_score
319,20,v22-reload-0319,v22-scene-d20,1,Sova,approaches,0,1,1,1,1.0
320,21,v22-reload-0320,v22-scene-d21,0,Sova,approaches,0,1,1,1,1.0
321,21,v22-reload-0321,v22-scene-d21,0,Keth,approaches,0,1,1,1,1.0
322,21,v22-reload-0322,v22-scene-d21,0,Keth,softens,0,1,1,1,1.0
323,21,v22-reload-0323,v22-scene-d21,0,Keth,curious,0,1,1,1,1.0
324,21,v22-reload-0324,v22-scene-d21,0,Keth,softens,0,1,1,1,1.0
325,21,v22-reload-0325,v22-scene-d21,0,Keth,curious,0,1,1,1,1.0
326,21,v22-reload-0326,v22-scene-d21,1,Keth,softens,0,1,1,1,1.0
327,21,v22-reload-0327,v22-scene-d21,0,Keth,curious,0,1,1,1,1.0
328,21,v22-reload-0328,v22-scene-d21,0,Sova,approaches,0,1,1,1,1.0
329,21,v22-reload-0329,v22-scene-d21,1,Sova,approaches,0,1,1,1,1.0
330,21,v22-reload-0330,v22-scene-d21,1,Sova,softens,0,1,1,1,1.0
331,21,v22-reload-0331,v22-scene-d21,0,Sova,softens,0,1,1,1,1.0
332,21,v22-reload-0332,v22-scene-d21,0,Keth,approaches,0,1,1,1,1.0
333,21,v22-reload-0333,v22-scene-d21,1,Keth,approaches,0,1,1,1,1.0
334,21,v22-reload-0334,v22-scene-d21,0,Keth,softens,0,1,1,1,1.0
335,21,v22-reload-0335,v22-scene-d21,1,Keth,softens,0,0,1,1,0.75
336,22,v22-reload-0336,v22-scene-d22,0,Keth,curious,0,1,1,1,1.0
337,22,v22-reload-0337,v22-scene-d22,0,Keth,softens,0,1,1,1,1.0
338,22,v22-reload-0338,v22-scene-d22,0,Keth,curious,0,1,1,1,1.0
339,22,v22-reload-0339,v22-scene-d22,0,Keth,curious,0,1,1,1,1.0
340,22,v22-reload-0340,v22-scene-d22,0,Keth,curious,0,1,1,1,1.0
341,22,v22-reload-0341,v22-scene-d22,1,Keth,curious,0,1,1,1,1.0
342,22,v22-reload-0342,v22-scene-d22,0,Keth,curious,0,1,1,1,1.0
343,22,v22-reload-0343,v22-scene-d22,0,Keth,curious,0,1,1,1,1.0
344,22,v22-reload-0344,v22-scene-d22,0,Keth,curious,0,1,1,1,1.0
345,22,v22-reload-0345,v22-scene-d22,0,Keth,approaches,0,1,1,1,1.0
346,22,v22-reload-0346,v22-scene-d22,0,Keth,curious,0,1,1,1,1.0
347,22,v22-reload-0347,v22-scene-d22,0,Keth,curious,0,1,1,1,1.0
348,22,v22-reload-0348,v22-scene-d22,1,Keth,curious,0,0,1,1,0.5
349,22,v22-reload-0349,v22-scene-d22,0,Keth,curious,0,1,1,1,1.0
350,22,v22-reload-0350,v22-scene-d22,0,Keth,softens,0,1,1,1,1.0
351,22,v22-reload-0351,v22-scene-d22,1,Keth,softens,0,1,1,1,1.0
352,23,v22-reload-0352,v22-scene-d23,1,Keth,curious,0,1,1,1,1.0
353,23,v22-reload-0353,v22-scene-d23,1,Keth,curious,0,1,1,1,1.0
354,23,v22-reload-0354,v22-scene-d23,0,Keth,curious,0,1,1,1,1.0
355,23,v22-reload-0355,v22-scene-d23,1,Keth,curious,0,1,1,1,1.0
356,23,v22-reload-0356,v22-scene-d23,0,Keth,approaches,0,1,1,1,1.0
357,23,v22-reload-0357,v22-scene-d23,0,Keth,approaches,0,1,1,1,1.0
358,23,v22-reload-0358,v22-scene-d23,0,Keth,approaches,0,1,1,1,1.0
359,23,v22-reload-0359,v22-scene-d23,0,Keth,approaches,0,1,1,1,1.0
360,23,v22-reload-0360,v22-scene-d23,0,Keth,softens,0,1,1,1,1.0
361,23,v22-reload-0361,v22-scene-d23,0,Keth,curious,0,1,1,1,1.0
362,23,v22-reload-0362,v22-scene-d23,1,Keth,curious,0,1,1,1,1.0
363,23,v22-reload-0363,v22-scene-d23,1,Keth,curious,0,1,1,1,1.0
364,23,v22-reload-0364,v22-scene-d23,0,Keth,softens,0,1,1,1,1.0
365,23,v22-reload-0365,v22-scene-d23,0,Keth,softens,0,1,1,1,1.0
366,23,v22-reload-0366,v22-scene-d23,0,Keth,curious,0,1,1,1,1.0
367,23,v22-reload-0367,v22-scene-d23,0,Keth,curious,0,1,1,1,1.0
368,24,v22-reload-0368,v22-scene-d24,0,Keth,curious,0,1,1,1,1.0
369,24,v22-reload-0369,v22-scene-d24,1,Keth,curious,0,1,1,1,1.0
370,24,v22-reload-0370,v22-scene-d24,0,Keth,approaches,0,1,1,1,1.0
371,24,v22-reload-0371,v22-scene-d24,0,Keth,softens,0,1,1,1,1.0
372,24,v22-reload-0372,v22-scene-d24,0,Keth,softens,0,1,1,1,1.0
373,24,v22-reload-0373,v22-scene-d24,0,Keth,approaches,0,1,1,1,1.0
374,24,v22-reload-0374,v22-scene-d24,1,Keth,approaches,0,1,1,1,1.0
375,24,v22-reload-0375,v22-scene-d24,1,Keth,softens,0,1,1,1,1.0
376,24,v22-reload-0376,v22-scene-d24,0,Keth,approaches,0,1,1,1,1.0
377,24,v22-reload-0377,v22-scene-d24,1,Keth,approaches,0,1,1,1,1.0
378,24,v22-reload-0378,v22-scene-d24,0,Keth,curious,0,1,1,1,1.0
379,24,v22-reload-0379,v22-scene-d24,1,Keth,curious,0,1,0,1,0.75
380,24,v22-reload-0380,v22-scene-d24,0,Keth,softens,0,1,1,1,1.0
381,24,v22-reload-0381,v22-scene-d24,0,Keth,curious,0,1,1,1,1.0
382,24,v22-reload-0382,v22-scene-d24,1,Keth,curious,0,1,1,1,1.0
383,24,v22-reload-0383,v22-scene-d24,1,Keth,curious,0,1,1,1,1.0
