tick_id,day,session_id,settlement_id,resident_id,project_id,failure_mode,failure_trigger,work_integrity_before,work_integrity_after,recovery_action,recovery_option_visible,failed_work_not_erased,retry_available,relationship_damage_bounded,recovered_enough_to_continue
554,31,session-006,orchid_engine,Dax,947f5c8b39,orchid dim,explicit recovery step,0.758,0.773,step back,True,True,True,True,True
556,31,session-006,glass_harbor,Nia,7d03d3d3f1,net tear,path/tool/material uncertainty,0.791,0.806,swap worn tool,True,True,True,True,True
558,32,session-006,orchid_engine,Cai,aa06bc447d,gear jam,path/tool/material uncertainty,0.773,0.788,swap worn tool,True,True,True,True,True
560,32,session-006,glass_harbor,Sera,35df557118,lamp sputter,path/tool/material uncertainty,0.749,0.764,schedule retry,True,True,True,True,True
562,32,session-006,lichen_bridge,Luma,a72c4caf94,token shortage,path/tool/material uncertainty,0.761,0.776,ask resident lead,True,True,True,True,True
564,32,session-006,moss_ward,Tala,ab7eb655b8,cord snap,explicit recovery step,0.749,0.77,restore material,True,True,True,True,True
566,32,session-006,cinder_garden,Pax,cfb8cd3fed,heat spike,path/tool/material uncertainty,0.785,0.8,step back,True,True,True,True,True
568,32,session-006,orchid_engine,Eli,3f711d3e3b,orchid dim,path/tool/material uncertainty,0.758,0.773,swap worn tool,True,True,True,True,True
570,32,session-006,glass_harbor,Oren,f949aa8fd3,net tear,path/tool/material uncertainty,0.785,0.794,schedule retry,True,True,True,True,True
571,32,session-006,cinder_garden,Vale,6b0dbec2ed,calendar mismatch,explicit recovery step,0.713,0.728,step back,True,True,True,True,True
572,32,session-006,lichen_bridge,Sol,910495b9ec,rope slack,path/tool/material uncertainty,0.776,0.791,ask resident lead,True,True,True,True,True
574,32,session-006,moss_ward,Fay,9c82c8d116,ledger miscopy,path/tool/material uncertainty,0.779,0.788,restore material,True,True,True,True,True
575,32,session-006,glass_harbor,Puck,4a73f95e3d,lamp sputter,path/tool/material uncertainty,0.719,0.728,schedule retry,True,True,True,True,True
576,33,session-006,lichen_bridge,Rin,48fc2b7680,token shortage,path/tool/material uncertainty,0.8,0.809,restore material,True,True,True,True,True
578,33,session-006,moss_ward,Ari,da0f22a6f5,cord snap,path/tool/material uncertainty,0.776,0.791,step back,True,True,True,True,True
580,33,session-006,cinder_garden,Vale,58b08d67ce,heat spike,path/tool/material uncertainty,0.788,0.803,swap worn tool,True,True,True,True,True
581,33,session-006,lichen_bridge,Sol,6a6945c048,bell mistune,explicit recovery step,0.722,0.743,restore material,True,True,True,True,True
582,33,session-006,orchid_engine,Bea,1a39418cc8,orchid dim,path/tool/material uncertainty,0.776,0.791,schedule retry,True,True,True,True,True
583,33,session-006,moss_ward,Fay,cbe617b6af,wet footing,path/tool/material uncertainty,0.698,0.707,step back,True,True,True,True,True
584,33,session-006,glass_harbor,Puck,19e61c2da4,net tear,path/tool/material uncertainty,0.788,0.803,ask resident lead,True,True,True,True,True
586,33,session-006,lichen_bridge,Kio,0c14394478,rope slack,path/tool/material uncertainty,0.77,0.785,restore material,True,True,True,True,True
587,33,session-006,orchid_engine,Cai,80ecb7dbcd,gear jam,path/tool/material uncertainty,0.746,0.755,schedule retry,True,True,True,True,True
588,33,session-006,moss_ward,Milo,4f19e26857,ledger miscopy,explicit recovery step,0.776,0.797,step back,True,True,True,True,True
590,33,session-006,cinder_garden,Juno,9c5554028b,basket spill,path/tool/material uncertainty,0.797,0.812,swap worn tool,True,True,True,True,True
592,33,session-006,orchid_engine,Dax,8d36ca6708,valve knock,path/tool/material uncertainty,0.776,0.791,schedule retry,True,True,True,True,True
594,34,session-006,cinder_garden,Wren,81aa359945,heat spike,path/tool/material uncertainty,0.794,0.809,schedule retry,True,True,True,True,True
596,34,session-006,orchid_engine,Cai,2fe151eb17,orchid dim,path/tool/material uncertainty,0.758,0.773,ask resident lead,True,True,True,True,True
598,34,session-006,glass_harbor,Sera,768a4d2ad8,net tear,explicit recovery step,0.794,0.815,restore material,True,True,True,True,True
600,34,session-006,lichen_bridge,Luma,450c18baea,rope slack,path/tool/material uncertainty,0.752,0.761,step back,True,True,True,True,True
602,34,session-006,moss_ward,Tala,572744cec7,ledger miscopy,path/tool/material uncertainty,0.794,0.809,swap worn tool,True,True,True,True,True
604,34,session-006,cinder_garden,Pax,1e5830ef22,basket spill,path/tool/material uncertainty,0.758,0.773,schedule retry,True,True,True,True,True
605,34,session-006,lichen_bridge,Rin,9611f49c07,token shortage,explicit recovery step,0.713,0.728,step back,True,True,True,True,True
606,34,session-006,orchid_engine,Eli,a3b8dc6d55,valve knock,path/tool/material uncertainty,0.8,0.815,ask resident lead,True,True,True,True,True
608,34,session-006,glass_harbor,Oren,d2b7153668,fog seal leak,path/tool/material uncertainty,0.785,0.794,restore material,True,True,True,True,True
610,34,session-006,lichen_bridge,Sol,85cb036eb5,bell mistune,path/tool/material uncertainty,0.77,0.779,step back,True,True,True,True,True
612,35,session-006,glass_harbor,Nia,7d03d3d3f1,net tear,path/tool/material uncertainty,0.806,0.821,step back,True,True,True,True,True
614,35,session-006,lichen_bridge,Rin,b522b59c7e,rope slack,path/tool/material uncertainty,0.758,0.773,swap worn tool,True,True,True,True,True
615,35,session-006,orchid_engine,Eli,e4ebf8a5c3,gear jam,explicit recovery step,0.689,0.71,restore material,True,True,True,True,True
616,35,session-006,moss_ward,Ari,acb2c21249,ledger miscopy,path/tool/material uncertainty,0.806,0.821,schedule retry,True,True,True,True,True
617,35,session-006,glass_harbor,Oren,65ab173ea1,lamp sputter,path/tool/material uncertainty,0.728,0.737,step back,True,True,True,True,True
618,35,session-006,cinder_garden,Vale,7525471538,basket spill,path/tool/material uncertainty,0.764,0.773,ask resident lead,True,True,True,True,True
620,35,session-006,orchid_engine,Bea,a0d3597080,valve knock,path/tool/material uncertainty,0.8,0.815,restore material,True,True,True,True,True
621,35,session-006,moss_ward,Fay,72cfe9f03b,cord snap,path/tool/material uncertainty,0.728,0.737,schedule retry,True,True,True,True,True
622,35,session-006,glass_harbor,Puck,d99abac1ce,fog seal leak,explicit recovery step,0.764,0.779,step back,True,True,True,True,True
624,35,session-006,lichen_bridge,Kio,096f63fbc9,bell mistune,path/tool/material uncertainty,0.812,0.827,swap worn tool,True,True,True,True,True
626,35,session-006,moss_ward,Milo,42164b006a,wet footing,path/tool/material uncertainty,0.767,0.782,schedule retry,True,True,True,True,True
628,35,session-006,cinder_garden,Juno,f754fc777c,calendar mismatch,path/tool/material uncertainty,0.806,0.821,ask resident lead,True,True,True,True,True
629,35,session-006,lichen_bridge,Luma,7017cc792d,rope slack,explicit recovery step,0.737,0.752,swap worn tool,True,True,True,True,True
630,36,session-006,moss_ward,Fay,9c82c8d116,ledger miscopy,path/tool/material uncertainty,0.788,0.803,ask resident lead,True,True,True,True,True
632,36,session-006,cinder_garden,Wren,9ee5bba78b,basket spill,explicit recovery step,0.758,0.779,restore material,True,True,True,True,True
634,36,session-006,orchid_engine,Cai,aa06bc447d,valve knock,path/tool/material uncertainty,0.788,0.803,step back,True,True,True,True,True
636,36,session-006,glass_harbor,Sera,35df557118,fog seal leak,path/tool/material uncertainty,0.764,0.779,swap worn tool,True,True,True,True,True
638,36,session-006,lichen_bridge,Luma,a72c4caf94,bell mistune,path/tool/material uncertainty,0.776,0.791,schedule retry,True,True,True,True,True
639,36,session-006,orchid_engine,Dax,e5be4a3317,orchid dim,explicit recovery step,0.713,0.728,step back,True,True,True,True,True
640,36,session-006,moss_ward,Tala,ab7eb655b8,wet footing,path/tool/material uncertainty,0.77,0.785,ask resident lead,True,True,True,True,True
642,36,session-006,cinder_garden,Pax,cfb8cd3fed,calendar mismatch,path/tool/material uncertainty,0.8,0.815,restore material,True,True,True,True,True
644,36,session-006,orchid_engine,Eli,3f711d3e3b,gear jam,path/tool/material uncertainty,0.773,0.788,step back,True,True,True,True,True
646,36,session-006,glass_harbor,Oren,f949aa8fd3,lamp sputter,explicit recovery step,0.794,0.809,swap worn tool,True,True,True,True,True
647,36,session-006,cinder_garden,Vale,6b0dbec2ed,basket spill,path/tool/material uncertainty,0.728,0.737,restore material,True,True,True,True,True
648,37,session-007,orchid_engine,Dax,8d36ca6708,valve knock,path/tool/material uncertainty,0.791,0.806,swap worn tool,True,True,True,True,True
649,37,session-007,moss_ward,Tala,690cd7241e,cord snap,explicit recovery step,0.698,0.719,restore material,True,True,True,True,True
650,37,session-007,glass_harbor,Nia,24a6670b6c,fog seal leak,path/tool/material uncertainty,0.779,0.794,schedule retry,True,True,True,True,True
651,37,session-007,cinder_garden,Pax,9dfff354ca,heat spike,path/tool/material uncertainty,0.728,0.737,step back,True,True,True,True,True
652,37,session-007,lichen_bridge,Rin,48fc2b7680,bell mistune,path/tool/material uncertainty,0.809,0.818,ask resident lead,True,True,True,True,True
654,37,session-007,moss_ward,Ari,da0f22a6f5,wet footing,path/tool/material uncertainty,0.791,0.806,restore material,True,True,True,True,True
656,37,session-007,cinder_garden,Vale,58b08d67ce,calendar mismatch,explicit recovery step,0.803,0.818,step back,True,True,True,True,True
658,37,session-007,orchid_engine,Bea,1a39418cc8,gear jam,path/tool/material uncertainty,0.791,0.8,swap worn tool,True,True,True,True,True
660,37,session-007,glass_harbor,Puck,19e61c2da4,lamp sputter,path/tool/material uncertainty,0.803,0.818,schedule retry,True,True,True,True,True
662,37,session-007,lichen_bridge,Kio,0c14394478,token shortage,path/tool/material uncertainty,0.785,0.8,ask resident lead,True,True,True,True,True
663,37,session-007,orchid_engine,Cai,80ecb7dbcd,valve knock,explicit recovery step,0.755,0.776,swap worn tool,True,True,True,True,True
664,37,session-007,moss_ward,Milo,4f19e26857,cord snap,path/tool/material uncertainty,0.797,0.812,restore material,True,True,True,True,True
666,38,session-007,lichen_bridge,Sol,85cb036eb5,bell mistune,explicit recovery step,0.779,0.8,restore material,True,True,True,True,True
668,38,session-007,moss_ward,Fay,6a7b5adb25,wet footing,path/tool/material uncertainty,0.779,0.794,step back,True,True,True,True,True
670,38,session-007,cinder_garden,Wren,81aa359945,calendar mismatch,path/tool/material uncertainty,0.809,0.824,swap worn tool,True,True,True,True,True
672,38,session-007,orchid_engine,Cai,2fe151eb17,gear jam,path/tool/material uncertainty,0.773,0.788,schedule retry,True,True,True,True,True
673,38,session-007,moss_ward,Milo,b03af16c10,ledger miscopy,explicit recovery step,0.704,0.719,step back,True,True,True,True,True
674,38,session-007,glass_harbor,Sera,768a4d2ad8,lamp sputter,path/tool/material uncertainty,0.815,0.83,ask resident lead,True,True,True,True,True
676,38,session-007,lichen_bridge,Luma,450c18baea,token shortage,path/tool/material uncertainty,0.761,0.776,restore material,True,True,True,True,True
678,38,session-007,moss_ward,Tala,572744cec7,cord snap,path/tool/material uncertainty,0.809,0.824,step back,True,True,True,True,True
680,38,session-007,cinder_garden,Pax,1e5830ef22,heat spike,explicit recovery step,0.773,0.788,swap worn tool,True,True,True,True,True
681,38,session-007,lichen_bridge,Rin,9611f49c07,bell mistune,path/tool/material uncertainty,0.728,0.737,restore material,True,True,True,True,True
682,38,session-007,orchid_engine,Eli,a3b8dc6d55,orchid dim,path/tool/material uncertainty,0.815,0.83,schedule retry,True,True,True,True,True
683,38,session-007,moss_ward,Ari,2378d81ec8,wet footing,path/tool/material uncertainty,0.722,0.731,step back,True,True,True,True,True
684,39,session-007,cinder_garden,Juno,f754fc777c,calendar mismatch,path/tool/material uncertainty,0.821,0.836,schedule retry,True,True,True,True,True
685,39,session-007,lichen_bridge,Luma,7017cc792d,rope slack,path/tool/material uncertainty,0.752,0.761,step back,True,True,True,True,True
686,39,session-007,orchid_engine,Dax,947f5c8b39,gear jam,path/tool/material uncertainty,0.773,0.788,ask resident lead,True,True,True,True,True
688,39,session-007,glass_harbor,Nia,7d03d3d3f1,lamp sputter,path/tool/material uncertainty,0.821,0.836,restore material,True,True,True,True,True
690,39,session-007,lichen_bridge,Rin,b522b59c7e,token shortage,explicit recovery step,0.773,0.794,step back,True,True,True,True,True
692,39,session-007,moss_ward,Ari,acb2c21249,cord snap,path/tool/material uncertainty,0.821,0.836,swap worn tool,True,True,True,True,True
694,39,session-007,cinder_garden,Vale,7525471538,heat spike,path/tool/material uncertainty,0.773,0.788,schedule retry,True,True,True,True,True
696,39,session-007,orchid_engine,Bea,a0d3597080,orchid dim,path/tool/material uncertainty,0.815,0.83,ask resident lead,True,True,True,True,True
697,39,session-007,moss_ward,Fay,72cfe9f03b,wet footing,explicit recovery step,0.737,0.758,swap worn tool,True,True,True,True,True
698,39,session-007,glass_harbor,Puck,d99abac1ce,net tear,path/tool/material uncertainty,0.779,0.794,restore material,True,True,True,True,True
700,39,session-007,lichen_bridge,Kio,096f63fbc9,rope slack,path/tool/material uncertainty,0.827,0.836,step back,True,True,True,True,True
702,40,session-007,glass_harbor,Oren,f949aa8fd3,lamp sputter,path/tool/material uncertainty,0.809,0.824,step back,True,True,True,True,True
704,40,session-007,lichen_bridge,Sol,910495b9ec,token shortage,path/tool/material uncertainty,0.791,0.806,swap worn tool,True,True,True,True,True
706,40,session-007,moss_ward,Fay,9c82c8d116,cord snap,path/tool/material uncertainty,0.803,0.818,schedule retry,True,True,True,True,True
707,40,session-007,glass_harbor,Puck,4a73f95e3d,fog seal leak,explicit recovery step,0.728,0.743,step back,True,True,True,True,True
708,40,session-007,cinder_garden,Wren,9ee5bba78b,heat spike,path/tool/material uncertainty,0.779,0.794,ask resident lead,True,True,True,True,True
710,40,session-007,orchid_engine,Cai,aa06bc447d,orchid dim,path/tool/material uncertainty,0.803,0.812,restore material,True,True,True,True,True
712,40,session-007,glass_harbor,Sera,35df557118,net tear,path/tool/material uncertainty,0.779,0.794,step back,True,True,True,True,True
714,40,session-007,lichen_bridge,Luma,a72c4caf94,rope slack,explicit recovery step,0.791,0.806,swap worn tool,True,True,True,True,True
715,40,session-007,orchid_engine,Dax,e5be4a3317,gear jam,path/tool/material uncertainty,0.728,0.737,restore material,True,True,True,True,True
716,40,session-007,moss_ward,Tala,ab7eb655b8,ledger miscopy,path/tool/material uncertainty,0.785,0.8,schedule retry,True,True,True,True,True
717,40,session-007,glass_harbor,Nia,35100ce116,lamp sputter,path/tool/material uncertainty,0.695,0.704,step back,True,True,True,True,True
718,40,session-007,cinder_garden,Pax,cfb8cd3fed,basket spill,path/tool/material uncertainty,0.815,0.83,ask resident lead,True,True,True,True,True
719,40,session-007,lichen_bridge,Rin,d21d02a5bc,token shortage,path/tool/material uncertainty,0.689,0.698,swap worn tool,True,True,True,True,True
720,41,session-007,moss_ward,Milo,4f19e26857,cord snap,path/tool/material uncertainty,0.812,0.827,ask resident lead,True,True,True,True,True
722,41,session-007,cinder_garden,Juno,9c5554028b,heat spike,path/tool/material uncertainty,0.812,0.827,restore material,True,True,True,True,True
723,41,session-007,lichen_bridge,Luma,5fbf6bf7bd,bell mistune,path/tool/material uncertainty,0.71,0.719,schedule retry,True,True,True,True,True
724,41,session-007,orchid_engine,Dax,8d36ca6708,orchid dim,explicit recovery step,0.806,0.821,step back,True,True,True,True,True
726,41,session-007,glass_harbor,Nia,24a6670b6c,net tear,path/tool/material uncertainty,0.794,0.809,swap worn tool,True,True,True,True,True
727,41,session-007,cinder_garden,Pax,9dfff354ca,calendar mismatch,path/tool/material uncertainty,0.737,0.746,restore material,True,True,True,True,True
728,41,session-007,lichen_bridge,Rin,48fc2b7680,rope slack,path/tool/material uncertainty,0.818,0.827,schedule retry,True,True,True,True,True
730,41,session-007,moss_ward,Ari,da0f22a6f5,ledger miscopy,path/tool/material uncertainty,0.806,0.821,ask resident lead,True,True,True,True,True
731,41,session-007,glass_harbor,Oren,9f03b2f23d,lamp sputter,explicit recovery step,0.722,0.743,swap worn tool,True,True,True,True,True
732,41,session-007,cinder_garden,Vale,58b08d67ce,basket spill,path/tool/material uncertainty,0.818,0.833,restore material,True,True,True,True,True
734,41,session-007,orchid_engine,Bea,1a39418cc8,valve knock,path/tool/material uncertainty,0.8,0.815,step back,True,True,True,True,True
736,41,session-007,glass_harbor,Puck,19e61c2da4,fog seal leak,path/tool/material uncertainty,0.818,0.827,swap worn tool,True,True,True,True,True
738,42,session-007,orchid_engine,Eli,a3b8dc6d55,orchid dim,path/tool/material uncertainty,0.83,0.845,swap worn tool,True,True,True,True,True
739,42,session-007,moss_ward,Ari,2378d81ec8,wet footing,path/tool/material uncertainty,0.731,0.74,restore material,True,True,True,True,True
740,42,session-007,glass_harbor,Oren,d2b7153668,net tear,path/tool/material uncertainty,0.794,0.809,schedule retry,True,True,True,True,True
741,42,session-007,cinder_garden,Vale,b4da23a954,calendar mismatch,explicit recovery step,0.707,0.722,step back,True,True,True,True,True
742,42,session-007,lichen_bridge,Sol,85cb036eb5,rope slack,path/tool/material uncertainty,0.8,0.815,ask resident lead,True,True,True,True,True
744,42,session-007,moss_ward,Fay,6a7b5adb25,ledger miscopy,path/tool/material uncertainty,0.794,0.803,restore material,True,True,True,True,True
745,42,session-007,glass_harbor,Puck,c10ea1470a,lamp sputter,path/tool/material uncertainty,0.716,0.725,schedule retry,True,True,True,True,True
746,42,session-007,cinder_garden,Wren,81aa359945,basket spill,path/tool/material uncertainty,0.824,0.839,step back,True,True,True,True,True
748,42,session-007,orchid_engine,Cai,2fe151eb17,valve knock,explicit recovery step,0.788,0.809,swap worn tool,True,True,True,True,True
750,42,session-007,glass_harbor,Sera,768a4d2ad8,fog seal leak,path/tool/material uncertainty,0.83,0.845,schedule retry,True,True,True,True,True
751,42,session-007,cinder_garden,Juno,2b1e35e8a1,heat spike,path/tool/material uncertainty,0.71,0.719,step back,True,True,True,True,True
752,42,session-007,lichen_bridge,Luma,450c18baea,bell mistune,path/tool/material uncertainty,0.776,0.785,ask resident lead,True,True,True,True,True
753,42,session-007,orchid_engine,Dax,363676d602,orchid dim,path/tool/material uncertainty,0.713,0.722,swap worn tool,True,True,True,True,True
754,42,session-007,moss_ward,Tala,572744cec7,wet footing,path/tool/material uncertainty,0.824,0.839,restore material,True,True,True,True,True
755,42,session-007,glass_harbor,Nia,2c46e6f05e,net tear,explicit recovery step,0.695,0.716,schedule retry,True,True,True,True,True
756,43,session-008,lichen_bridge,Kio,096f63fbc9,rope slack,path/tool/material uncertainty,0.836,0.851,restore material,True,True,True,True,True
757,43,session-008,orchid_engine,Cai,7b17b6bca2,gear jam,path/tool/material uncertainty,0.728,0.737,schedule retry,True,True,True,True,True
758,43,session-008,moss_ward,Milo,42164b006a,ledger miscopy,explicit recovery step,0.782,0.803,step back,True,True,True,True,True
760,43,session-008,cinder_garden,Juno,f754fc777c,basket spill,path/tool/material uncertainty,0.836,0.851,swap worn tool,True,True,True,True,True
762,43,session-008,orchid_engine,Dax,947f5c8b39,valve knock,path/tool/material uncertainty,0.788,0.803,schedule retry,True,True,True,True,True
764,43,session-008,glass_harbor,Nia,7d03d3d3f1,fog seal leak,path/tool/material uncertainty,0.836,0.851,ask resident lead,True,True,True,True,True
765,43,session-008,cinder_garden,Pax,2ac4db2919,heat spike,explicit recovery step,0.737,0.758,swap worn tool,True,True,True,True,True
766,43,session-008,lichen_bridge,Rin,b522b59c7e,bell mistune,path/tool/material uncertainty,0.794,0.809,restore material,True,True,True,True,True
768,43,session-008,moss_ward,Ari,acb2c21249,wet footing,path/tool/material uncertainty,0.836,0.845,step back,True,True,True,True,True
770,43,session-008,cinder_garden,Vale,7525471538,calendar mismatch,path/tool/material uncertainty,0.788,0.797,swap worn tool,True,True,True,True,True
772,43,session-008,orchid_engine,Bea,a0d3597080,gear jam,explicit recovery step,0.83,0.851,schedule retry,True,True,True,True,True
774,44,session-008,cinder_garden,Pax,cfb8cd3fed,basket spill,path/tool/material uncertainty,0.83,0.839,schedule retry,True,True,True,True,True
775,44,session-008,lichen_bridge,Rin,d21d02a5bc,token shortage,explicit recovery step,0.698,0.713,step back,True,True,True,True,True
776,44,session-008,orchid_engine,Eli,3f711d3e3b,valve knock,path/tool/material uncertainty,0.788,0.803,ask resident lead,True,True,True,True,True
778,44,session-008,glass_harbor,Oren,f949aa8fd3,fog seal leak,path/tool/material uncertainty,0.824,0.833,restore material,True,True,True,True,True
780,44,session-008,lichen_bridge,Sol,910495b9ec,bell mistune,path/tool/material uncertainty,0.806,0.815,step back,True,True,True,True,True
782,44,session-008,moss_ward,Fay,9c82c8d116,wet footing,explicit recovery step,0.818,0.833,swap worn tool,True,True,True,True,True
784,44,session-008,cinder_garden,Wren,9ee5bba78b,calendar mismatch,path/tool/material uncertainty,0.794,0.809,schedule retry,True,True,True,True,True
785,44,session-008,lichen_bridge,Kio,1356a31e8d,rope slack,path/tool/material uncertainty,0.68,0.689,step back,True,True,True,True,True
786,44,session-008,orchid_engine,Cai,aa06bc447d,gear jam,path/tool/material uncertainty,0.812,0.821,ask resident lead,True,True,True,True,True
787,44,session-008,moss_ward,Milo,214b5191fa,ledger miscopy,path/tool/material uncertainty,0.719,0.728,swap worn tool,True,True,True,True,True
788,44,session-008,glass_harbor,Sera,35df557118,lamp sputter,path/tool/material uncertainty,0.794,0.809,restore material,True,True,True,True,True
789,44,session-008,cinder_garden,Juno,a3cdbd8180,basket spill,explicit recovery step,0.701,0.722,schedule retry,True,True,True,True,True
790,44,session-008,lichen_bridge,Luma,a72c4caf94,token shortage,path/tool/material uncertainty,0.806,0.815,step back,True,True,True,True,True
792,45,session-008,glass_harbor,Puck,19e61c2da4,fog seal leak,explicit recovery step,0.827,0.842,step back,True,True,True,True,True
794,45,session-008,lichen_bridge,Kio,0c14394478,bell mistune,path/tool/material uncertainty,0.8,0.815,swap worn tool,True,True,True,True,True
795,45,session-008,orchid_engine,Cai,80ecb7dbcd,orchid dim,path/tool/material uncertainty,0.776,0.785,restore material,True,True,True,True,True
796,45,session-008,moss_ward,Milo,4f19e26857,wet footing,path/tool/material uncertainty,0.827,0.842,schedule retry,True,True,True,True,True
798,45,session-008,cinder_garden,Juno,9c5554028b,calendar mismatch,path/tool/material uncertainty,0.827,0.842,ask resident lead,True,True,True,True,True
799,45,session-008,lichen_bridge,Luma,5fbf6bf7bd,rope slack,explicit recovery step,0.719,0.734,swap worn tool,True,True,True,True,True
800,45,session-008,orchid_engine,Dax,8d36ca6708,gear jam,path/tool/material uncertainty,0.821,0.836,restore material,True,True,True,True,True
802,45,session-008,glass_harbor,Nia,24a6670b6c,lamp sputter,path/tool/material uncertainty,0.809,0.818,step back,True,True,True,True,True
803,45,session-008,cinder_garden,Pax,9dfff354ca,basket spill,path/tool/material uncertainty,0.746,0.755,ask resident lead,True,True,True,True,True
804,45,session-008,lichen_bridge,Rin,48fc2b7680,token shortage,path/tool/material uncertainty,0.827,0.836,swap worn tool,True,True,True,True,True
806,45,session-008,moss_ward,Ari,da0f22a6f5,cord snap,explicit recovery step,0.821,0.842,schedule retry,True,True,True,True,True
807,45,session-008,glass_harbor,Oren,9f03b2f23d,fog seal leak,path/tool/material uncertainty,0.743,0.752,step back,True,True,True,True,True
808,45,session-008,cinder_garden,Vale,58b08d67ce,heat spike,path/tool/material uncertainty,0.833,0.848,ask resident lead,True,True,True,True,True
810,46,session-008,moss_ward,Tala,572744cec7,wet footing,path/tool/material uncertainty,0.839,0.854,ask resident lead,True,True,True,True,True
812,46,session-008,cinder_garden,Pax,1e5830ef22,calendar mismatch,path/tool/material uncertainty,0.788,0.803,restore material,True,True,True,True,True
814,46,session-008,orchid_engine,Eli,a3b8dc6d55,gear jam,path/tool/material uncertainty,0.845,0.86,step back,True,True,True,True,True
816,46,session-008,glass_harbor,Oren,d2b7153668,lamp sputter,explicit recovery step,0.809,0.824,swap worn tool,True,True,True,True,True
818,46,session-008,lichen_bridge,Sol,85cb036eb5,token shortage,path/tool/material uncertainty,0.815,0.83,schedule retry,True,True,True,True,True
819,46,session-008,orchid_engine,Bea,3935fa5efe,valve knock,path/tool/material uncertainty,0.71,0.719,step back,True,True,True,True,True
820,46,session-008,moss_ward,Fay,6a7b5adb25,cord snap,path/tool/material uncertainty,0.803,0.812,ask resident lead,True,True,True,True,True
821,46,session-008,glass_harbor,Puck,c10ea1470a,fog seal leak,path/tool/material uncertainty,0.725,0.734,swap worn tool,True,True,True,True,True
822,46,session-008,cinder_garden,Wren,81aa359945,heat spike,path/tool/material uncertainty,0.839,0.854,restore material,True,True,True,True,True
823,46,session-008,lichen_bridge,Kio,ebef679159,bell mistune,explicit recovery step,0.701,0.722,schedule retry,True,True,True,True,True
824,46,session-008,orchid_engine,Cai,2fe151eb17,orchid dim,path/tool/material uncertainty,0.809,0.818,step back,True,True,True,True,True
826,46,session-008,glass_harbor,Sera,768a4d2ad8,net tear,path/tool/material uncertainty,0.845,0.86,swap worn tool,True,True,True,True,True
828,47,session-008,orchid_engine,Bea,a0d3597080,gear jam,path/tool/material uncertainty,0.851,0.866,swap worn tool,True,True,True,True,True
830,47,session-008,glass_harbor,Puck,d99abac1ce,lamp sputter,path/tool/material uncertainty,0.794,0.809,schedule retry,True,True,True,True,True
832,47,session-008,lichen_bridge,Kio,096f63fbc9,token shortage,path/tool/material uncertainty,0.851,0.866,ask resident lead,True,True,True,True,True
833,47,session-008,orchid_engine,Cai,7b17b6bca2,valve knock,explicit recovery step,0.737,0.758,swap worn tool,True,True,True,True,True
834,47,session-008,moss_ward,Milo,42164b006a,cord snap,path/tool/material uncertainty,0.803,0.818,restore material,True,True,True,True,True
836,47,session-008,cinder_garden,Juno,f754fc777c,heat spike,path/tool/material uncertainty,0.851,0.86,step back,True,True,True,True,True
838,47,session-008,orchid_engine,Dax,947f5c8b39,orchid dim,path/tool/material uncertainty,0.803,0.812,swap worn tool,True,True,True,True,True
840,47,session-008,glass_harbor,Nia,7d03d3d3f1,net tear,explicit recovery step,0.851,0.872,schedule retry,True,True,True,True,True
842,47,session-008,lichen_bridge,Rin,b522b59c7e,rope slack,path/tool/material uncertainty,0.809,0.824,ask resident lead,True,True,True,True,True
843,47,session-008,orchid_engine,Eli,e4ebf8a5c3,gear jam,path/tool/material uncertainty,0.71,0.719,swap worn tool,True,True,True,True,True
844,47,session-008,moss_ward,Ari,acb2c21249,ledger miscopy,path/tool/material uncertainty,0.845,0.86,restore material,True,True,True,True,True
845,47,session-008,glass_harbor,Oren,65ab173ea1,lamp sputter,path/tool/material uncertainty,0.737,0.746,schedule retry,True,True,True,True,True
846,48,session-008,lichen_bridge,Luma,a72c4caf94,token shortage,path/tool/material uncertainty,0.815,0.83,restore material,True,True,True,True,True
848,48,session-008,moss_ward,Tala,ab7eb655b8,cord snap,path/tool/material uncertainty,0.8,0.815,step back,True,True,True,True,True
849,48,session-008,glass_harbor,Nia,35100ce116,fog seal leak,path/tool/material uncertainty,0.704,0.713,ask resident lead,True,True,True,True,True
850,48,session-008,cinder_garden,Pax,cfb8cd3fed,heat spike,explicit recovery step,0.839,0.854,swap worn tool,True,True,True,True,True
851,48,session-008,lichen_bridge,Rin,d21d02a5bc,bell mistune,path/tool/material uncertainty,0.713,0.722,restore material,True,True,True,True,True
852,48,session-008,orchid_engine,Eli,3f711d3e3b,orchid dim,path/tool/material uncertainty,0.803,0.818,schedule retry,True,True,True,True,True
853,48,session-008,moss_ward,Ari,808faa30ed,wet footing,path/tool/material uncertainty,0.701,0.71,step back,True,True,True,True,True
854,48,session-008,glass_harbor,Oren,f949aa8fd3,net tear,path/tool/material uncertainty,0.833,0.842,ask resident lead,True,True,True,True,True
855,48,session-008,cinder_garden,Vale,6b0dbec2ed,calendar mismatch,path/tool/material uncertainty,0.737,0.746,swap worn tool,True,True,True,True,True
856,48,session-008,lichen_bridge,Sol,910495b9ec,rope slack,path/tool/material uncertainty,0.815,0.83,restore material,True,True,True,True,True
857,48,session-008,orchid_engine,Bea,d5a5690d8e,gear jam,explicit recovery step,0.701,0.722,schedule retry,True,True,True,True,True
