tick,day,visit_id,scene_id,agent,avatar_action,visit_number_for_agent,open_obligation_count_before,open_obligation_count_after,visit_bound_to_prior_state,scene_visit_score
323,18,v24-visit-sova-048,v24-scene-d18,Sova,return,48,1,0,1,1.0
324,19,v24-visit-melo-063,v24-scene-d19,Melo,defer,63,0,1,1,1.0
325,19,v24-visit-melo-064,v24-scene-d19,Melo,return,64,1,1,1,1.0
326,19,v24-visit-ori-058,v24-scene-d19,Ori,return,58,0,0,0,0.75
327,19,v24-visit-sova-049,v24-scene-d19,Sova,return,49,0,0,0,0.75
328,19,v24-visit-nari-045,v24-scene-d19,Nari,defer,45,1,1,1,1.0
329,19,v24-visit-sova-050,v24-scene-d19,Sova,wait,50,0,0,0,0.75
330,19,v24-visit-vonn-048,v24-scene-d19,Vonn,defer,48,1,1,1,1.0
331,19,v24-visit-keth-067,v24-scene-d19,Keth,defer,67,1,1,1,1.0
332,19,v24-visit-vonn-049,v24-scene-d19,Vonn,listen,49,1,0,1,1.0
333,19,v24-visit-ori-059,v24-scene-d19,Ori,wait,59,0,0,0,0.75
334,19,v24-visit-keth-068,v24-scene-d19,Keth,return,68,1,1,1,1.0
335,19,v24-visit-melo-065,v24-scene-d19,Melo,defer,65,1,1,1,1.0
336,19,v24-visit-sova-051,v24-scene-d19,Sova,return,51,0,0,0,0.75
337,19,v24-visit-nari-046,v24-scene-d19,Nari,return,46,1,0,1,1.0
338,19,v24-visit-keth-069,v24-scene-d19,Keth,return,69,1,1,1,1.0
339,19,v24-visit-ori-060,v24-scene-d19,Ori,ignore,60,0,1,1,1.0
340,19,v24-visit-sova-052,v24-scene-d19,Sova,return,52,0,0,0,0.75
341,19,v24-visit-nari-047,v24-scene-d19,Nari,repair,47,0,0,0,0.75
342,20,v24-visit-keth-070,v24-scene-d20,Keth,defer,70,1,1,1,1.0
343,20,v24-visit-ori-061,v24-scene-d20,Ori,return,61,1,1,1,1.0
344,20,v24-visit-keth-071,v24-scene-d20,Keth,return,71,1,0,1,1.0
345,20,v24-visit-vonn-050,v24-scene-d20,Vonn,ask,50,0,0,0,0.75
346,20,v24-visit-melo-066,v24-scene-d20,Melo,repair,66,1,0,1,1.0
347,20,v24-visit-vonn-051,v24-scene-d20,Vonn,defer,51,0,1,1,1.0
348,20,v24-visit-vonn-052,v24-scene-d20,Vonn,listen,52,1,0,1,1.0
349,20,v24-visit-sova-053,v24-scene-d20,Sova,listen,53,0,0,0,0.75
350,20,v24-visit-sova-054,v24-scene-d20,Sova,wait,54,0,1,1,1.0
351,20,v24-visit-sova-055,v24-scene-d20,Sova,return,55,1,0,1,1.0
352,20,v24-visit-melo-067,v24-scene-d20,Melo,return,67,0,0,0,0.75
353,20,v24-visit-ori-062,v24-scene-d20,Ori,take,62,1,2,1,1.0
354,20,v24-visit-vonn-053,v24-scene-d20,Vonn,return,53,0,0,0,0.75
355,20,v24-visit-ori-063,v24-scene-d20,Ori,return,63,2,1,1,1.0
356,20,v24-visit-melo-068,v24-scene-d20,Melo,return,68,0,0,0,0.75
357,20,v24-visit-melo-069,v24-scene-d20,Melo,listen,69,0,0,0,0.75
358,20,v24-visit-sova-056,v24-scene-d20,Sova,return,56,0,0,0,0.75
359,20,v24-visit-sova-057,v24-scene-d20,Sova,return,57,0,1,1,1.0
360,21,v24-visit-sova-058,v24-scene-d21,Sova,return,58,1,0,1,1.0
361,21,v24-visit-sova-059,v24-scene-d21,Sova,ask,59,0,0,0,0.75
362,21,v24-visit-sova-060,v24-scene-d21,Sova,return,60,0,0,0,0.75
363,21,v24-visit-ori-064,v24-scene-d21,Ori,return,64,1,0,1,1.0
364,21,v24-visit-keth-072,v24-scene-d21,Keth,wait,72,0,1,1,1.0
365,21,v24-visit-melo-070,v24-scene-d21,Melo,ignore,70,0,0,0,0.75
366,21,v24-visit-melo-071,v24-scene-d21,Melo,return,71,0,0,0,0.75
367,21,v24-visit-keth-073,v24-scene-d21,Keth,return,73,1,0,1,1.0
368,21,v24-visit-ori-065,v24-scene-d21,Ori,repair,65,0,0,0,0.75
369,21,v24-visit-melo-072,v24-scene-d21,Melo,ignore,72,0,0,0,0.75
370,21,v24-visit-vonn-054,v24-scene-d21,Vonn,return,54,0,0,0,0.75
371,21,v24-visit-vonn-055,v24-scene-d21,Vonn,return,55,0,0,0,0.75
372,21,v24-visit-ori-066,v24-scene-d21,Ori,listen,66,0,1,1,1.0
373,21,v24-visit-ori-067,v24-scene-d21,Ori,return,67,1,0,1,1.0
374,21,v24-visit-ori-068,v24-scene-d21,Ori,return,68,0,0,0,0.75
375,21,v24-visit-sova-061,v24-scene-d21,Sova,offer_help,61,0,0,0,0.75
376,21,v24-visit-nari-048,v24-scene-d21,Nari,return,48,0,1,1,1.0
377,21,v24-visit-sova-062,v24-scene-d21,Sova,offer_help,62,0,0,0,0.75
378,22,v24-visit-keth-074,v24-scene-d22,Keth,return,74,0,0,0,0.75
379,22,v24-visit-ori-069,v24-scene-d22,Ori,listen,69,0,1,1,1.0
380,22,v24-visit-nari-049,v24-scene-d22,Nari,return,49,1,0,1,1.0
381,22,v24-visit-nari-050,v24-scene-d22,Nari,wait,50,0,0,0,0.75
382,22,v24-visit-nari-051,v24-scene-d22,Nari,return,51,0,0,0,0.75
383,22,v24-visit-melo-073,v24-scene-d22,Melo,repair,73,0,0,0,0.75
384,22,v24-visit-sova-063,v24-scene-d22,Sova,return,63,0,0,0,0.75
385,22,v24-visit-ori-070,v24-scene-d22,Ori,return,70,1,0,1,1.0
386,22,v24-visit-keth-075,v24-scene-d22,Keth,ignore,75,0,1,1,1.0
387,22,v24-visit-keth-076,v24-scene-d22,Keth,return,76,1,0,1,1.0
388,22,v24-visit-melo-074,v24-scene-d22,Melo,return,74,0,0,0,0.75
389,22,v24-visit-vonn-056,v24-scene-d22,Vonn,take,56,0,0,0,0.75
390,22,v24-visit-nari-052,v24-scene-d22,Nari,take,52,0,1,1,1.0
391,22,v24-visit-sova-064,v24-scene-d22,Sova,return,64,0,0,0,0.75
392,22,v24-visit-ori-071,v24-scene-d22,Ori,return,71,0,0,0,0.75
393,22,v24-visit-ori-072,v24-scene-d22,Ori,take,72,0,0,0,0.75
394,22,v24-visit-keth-077,v24-scene-d22,Keth,defer,77,0,1,1,1.0
395,22,v24-visit-melo-075,v24-scene-d22,Melo,return,75,0,0,0,0.75
396,23,v24-visit-sova-065,v24-scene-d23,Sova,return,65,0,0,0,0.75
397,23,v24-visit-melo-076,v24-scene-d23,Melo,defer,76,0,0,0,0.75
398,23,v24-visit-melo-077,v24-scene-d23,Melo,return,77,0,1,1,1.0
399,23,v24-visit-melo-078,v24-scene-d23,Melo,return,78,1,0,1,1.0
400,23,v24-visit-melo-079,v24-scene-d23,Melo,return,79,0,0,0,0.75
401,23,v24-visit-nari-053,v24-scene-d23,Nari,defer,53,1,1,1,1.0
402,23,v24-visit-vonn-057,v24-scene-d23,Vonn,repair,57,0,0,0,0.75
403,23,v24-visit-sova-066,v24-scene-d23,Sova,return,66,0,0,0,0.75
404,23,v24-visit-sova-067,v24-scene-d23,Sova,return,67,0,0,0,0.75
405,23,v24-visit-keth-078,v24-scene-d23,Keth,defer,78,1,1,1,1.0
406,23,v24-visit-ori-073,v24-scene-d23,Ori,return,73,0,0,0,0.75
407,23,v24-visit-melo-080,v24-scene-d23,Melo,return,80,0,0,0,0.75
408,23,v24-visit-ori-074,v24-scene-d23,Ori,defer,74,0,1,1,1.0
409,23,v24-visit-melo-081,v24-scene-d23,Melo,ignore,81,0,0,0,0.75
410,23,v24-visit-nari-054,v24-scene-d23,Nari,return,54,1,1,1,1.0
411,23,v24-visit-vonn-058,v24-scene-d23,Vonn,return,58,0,0,0,0.75
412,23,v24-visit-keth-079,v24-scene-d23,Keth,defer,79,1,1,1,1.0
413,23,v24-visit-vonn-059,v24-scene-d23,Vonn,return,59,0,0,0,0.75
414,24,v24-visit-keth-080,v24-scene-d24,Keth,return,80,1,1,1,0.75
415,24,v24-visit-sova-068,v24-scene-d24,Sova,return,68,0,1,1,1.0
416,24,v24-visit-ori-075,v24-scene-d24,Ori,listen,75,1,1,1,1.0
417,24,v24-visit-ori-076,v24-scene-d24,Ori,return,76,1,0,1,1.0
418,24,v24-visit-nari-055,v24-scene-d24,Nari,wait,55,1,1,1,1.0
419,24,v24-visit-sova-069,v24-scene-d24,Sova,defer,69,1,2,1,1.0
420,24,v24-visit-melo-082,v24-scene-d24,Melo,return,82,0,0,0,0.75
421,24,v24-visit-nari-056,v24-scene-d24,Nari,return,56,1,0,1,1.0
422,24,v24-visit-nari-057,v24-scene-d24,Nari,return,57,0,0,0,0.75
423,24,v24-visit-melo-083,v24-scene-d24,Melo,ignore,83,0,1,1,1.0
424,24,v24-visit-ori-077,v24-scene-d24,Ori,return,77,0,0,0,0.75
425,24,v24-visit-nari-058,v24-scene-d24,Nari,repair,58,0,0,0,0.75
426,24,v24-visit-ori-078,v24-scene-d24,Ori,return,78,0,0,0,0.75
427,24,v24-visit-melo-084,v24-scene-d24,Melo,wait,84,1,1,1,1.0
428,24,v24-visit-ori-079,v24-scene-d24,Ori,return,79,0,0,0,0.75
429,24,v24-visit-nari-059,v24-scene-d24,Nari,return,59,0,0,0,0.75
430,24,v24-visit-vonn-060,v24-scene-d24,Vonn,ignore,60,0,1,1,1.0
431,24,v24-visit-melo-085,v24-scene-d24,Melo,return,85,1,0,1,1.0
432,25,v24-visit-sova-070,v24-scene-d25,Sova,return,70,2,2,1,1.0
433,25,v24-visit-melo-086,v24-scene-d25,Melo,return,86,0,0,0,0.75
434,25,v24-visit-nari-060,v24-scene-d25,Nari,offer_help,60,0,0,0,0.75
435,25,v24-visit-nari-061,v24-scene-d25,Nari,return,61,0,0,0,0.75
436,25,v24-visit-vonn-061,v24-scene-d25,Vonn,return,61,1,0,1,1.0
437,25,v24-visit-sova-071,v24-scene-d25,Sova,return,71,2,1,1,1.0
438,25,v24-visit-ori-080,v24-scene-d25,Ori,return,80,0,0,0,0.75
439,25,v24-visit-ori-081,v24-scene-d25,Ori,return,81,0,0,0,0.75
440,25,v24-visit-melo-087,v24-scene-d25,Melo,return,87,0,0,0,0.75
441,25,v24-visit-sova-072,v24-scene-d25,Sova,offer_help,72,1,0,1,1.0
442,25,v24-visit-keth-081,v24-scene-d25,Keth,return,81,1,0,1,1.0
443,25,v24-visit-keth-082,v24-scene-d25,Keth,return,82,0,0,0,0.75
444,25,v24-visit-sova-073,v24-scene-d25,Sova,return,73,0,1,1,1.0
445,25,v24-visit-sova-074,v24-scene-d25,Sova,repair,74,1,0,1,1.0
446,25,v24-visit-ori-082,v24-scene-d25,Ori,return,82,0,0,0,0.75
447,25,v24-visit-sova-075,v24-scene-d25,Sova,return,75,0,0,0,0.75
448,25,v24-visit-melo-088,v24-scene-d25,Melo,return,88,0,0,0,0.75
449,25,v24-visit-melo-089,v24-scene-d25,Melo,return,89,0,0,0,0.75
450,26,v24-visit-melo-090,v24-scene-d26,Melo,return,90,0,0,0,0.75
451,26,v24-visit-ori-083,v24-scene-d26,Ori,return,83,0,0,0,0.75
452,26,v24-visit-ori-084,v24-scene-d26,Ori,repair,84,0,0,0,0.75
453,26,v24-visit-keth-083,v24-scene-d26,Keth,take,83,0,0,0,0.75
454,26,v24-visit-vonn-062,v24-scene-d26,Vonn,return,62,0,0,0,0.75
455,26,v24-visit-nari-062,v24-scene-d26,Nari,return,62,0,0,0,0.75
456,26,v24-visit-vonn-063,v24-scene-d26,Vonn,listen,63,0,1,1,1.0
457,26,v24-visit-melo-091,v24-scene-d26,Melo,defer,91,0,0,0,0.75
458,26,v24-visit-sova-076,v24-scene-d26,Sova,return,76,0,0,0,0.75
459,26,v24-visit-ori-085,v24-scene-d26,Ori,return,85,0,0,0,0.75
460,26,v24-visit-nari-063,v24-scene-d26,Nari,listen,63,0,1,1,1.0
461,26,v24-visit-keth-084,v24-scene-d26,Keth,return,84,0,1,1,1.0
462,26,v24-visit-nari-064,v24-scene-d26,Nari,wait,64,1,1,1,1.0
463,26,v24-visit-sova-077,v24-scene-d26,Sova,repair,77,0,0,0,0.75
464,26,v24-visit-melo-092,v24-scene-d26,Melo,return,92,0,0,0,0.75
465,26,v24-visit-nari-065,v24-scene-d26,Nari,ignore,65,1,1,1,1.0
466,26,v24-visit-melo-093,v24-scene-d26,Melo,return,93,0,1,1,1.0
467,26,v24-visit-nari-066,v24-scene-d26,Nari,listen,66,1,0,1,1.0
468,27,v24-visit-vonn-064,v24-scene-d27,Vonn,return,64,1,0,1,1.0
469,27,v24-visit-ori-086,v24-scene-d27,Ori,listen,86,0,0,0,0.75
470,27,v24-visit-nari-067,v24-scene-d27,Nari,return,67,0,0,0,0.75
471,27,v24-visit-nari-068,v24-scene-d27,Nari,defer,68,0,1,1,1.0
472,27,v24-visit-keth-085,v24-scene-d27,Keth,return,85,1,0,1,1.0
473,27,v24-visit-sova-078,v24-scene-d27,Sova,return,78,0,0,0,0.75
474,27,v24-visit-melo-094,v24-scene-d27,Melo,defer,94,1,1,1,1.0
475,27,v24-visit-melo-095,v24-scene-d27,Melo,return,95,1,0,1,1.0
476,27,v24-visit-vonn-065,v24-scene-d27,Vonn,offer_help,65,0,1,1,1.0
477,27,v24-visit-vonn-066,v24-scene-d27,Vonn,listen,66,1,0,1,1.0
478,27,v24-visit-keth-086,v24-scene-d27,Keth,defer,86,0,1,1,1.0
479,27,v24-visit-ori-087,v24-scene-d27,Ori,return,87,0,0,0,0.75
480,27,v24-visit-sova-079,v24-scene-d27,Sova,return,79,0,0,0,0.75
481,27,v24-visit-keth-087,v24-scene-d27,Keth,return,87,1,0,1,1.0
482,27,v24-visit-ori-088,v24-scene-d27,Ori,defer,88,0,1,1,1.0
483,27,v24-visit-sova-080,v24-scene-d27,Sova,return,80,0,1,1,1.0
484,27,v24-visit-vonn-067,v24-scene-d27,Vonn,offer_help,67,0,0,0,0.75
485,27,v24-visit-ori-089,v24-scene-d27,Ori,defer,89,1,1,1,1.0
486,28,v24-visit-sova-081,v24-scene-d28,Sova,return,81,1,0,1,1.0
487,28,v24-visit-ori-090,v24-scene-d28,Ori,return,90,1,0,1,1.0
488,28,v24-visit-keth-088,v24-scene-d28,Keth,return,88,0,0,0,0.75
489,28,v24-visit-ori-091,v24-scene-d28,Ori,wait,91,0,0,0,0.75
490,28,v24-visit-nari-069,v24-scene-d28,Nari,offer_help,69,1,0,1,1.0
491,28,v24-visit-keth-089,v24-scene-d28,Keth,return,89,0,0,0,0.75
492,28,v24-visit-melo-096,v24-scene-d28,Melo,return,96,0,0,0,0.75
493,28,v24-visit-keth-090,v24-scene-d28,Keth,ask,90,0,0,0,0.75
494,28,v24-visit-vonn-068,v24-scene-d28,Vonn,return,68,0,0,0,0.75
495,28,v24-visit-keth-091,v24-scene-d28,Keth,return,91,0,1,1,1.0
496,28,v24-visit-melo-097,v24-scene-d28,Melo,defer,97,0,1,1,1.0
497,28,v24-visit-sova-082,v24-scene-d28,Sova,ignore,82,0,0,0,0.75
498,28,v24-visit-keth-092,v24-scene-d28,Keth,return,92,1,0,1,1.0
499,28,v24-visit-sova-083,v24-scene-d28,Sova,return,83,0,0,0,0.75
500,28,v24-visit-sova-084,v24-scene-d28,Sova,wait,84,0,1,1,1.0
501,28,v24-visit-vonn-069,v24-scene-d28,Vonn,return,69,0,0,0,0.75
502,28,v24-visit-melo-098,v24-scene-d28,Melo,return,98,1,0,1,1.0
503,28,v24-visit-vonn-070,v24-scene-d28,Vonn,repair,70,0,0,0,0.75
504,29,v24-visit-sova-085,v24-scene-d29,Sova,repair,85,1,0,1,1.0
505,29,v24-visit-keth-093,v24-scene-d29,Keth,wait,93,0,0,0,0.75
506,29,v24-visit-ori-092,v24-scene-d29,Ori,return,92,0,0,0,0.75
507,29,v24-visit-nari-070,v24-scene-d29,Nari,listen,70,0,1,1,1.0
508,29,v24-visit-nari-071,v24-scene-d29,Nari,return,71,1,1,1,1.0
509,29,v24-visit-ori-093,v24-scene-d29,Ori,wait,93,0,0,0,0.75
510,29,v24-visit-sova-086,v24-scene-d29,Sova,return,86,0,0,0,0.75
511,29,v24-visit-sova-087,v24-scene-d29,Sova,offer_help,87,0,0,0,0.75
512,29,v24-visit-nari-072,v24-scene-d29,Nari,return,72,1,1,1,1.0
513,29,v24-visit-vonn-071,v24-scene-d29,Vonn,wait,71,0,0,0,0.75
514,29,v24-visit-keth-094,v24-scene-d29,Keth,return,94,0,0,0,0.75
515,29,v24-visit-nari-073,v24-scene-d29,Nari,ignore,73,1,1,1,1.0
516,29,v24-visit-sova-088,v24-scene-d29,Sova,return,88,0,0,0,0.75
517,29,v24-visit-sova-089,v24-scene-d29,Sova,ignore,89,0,0,0,0.75
518,29,v24-visit-ori-094,v24-scene-d29,Ori,return,94,0,0,0,0.75
519,29,v24-visit-melo-099,v24-scene-d29,Melo,return,99,0,0,0,0.75
520,29,v24-visit-vonn-072,v24-scene-d29,Vonn,listen,72,0,1,1,1.0
521,29,v24-visit-vonn-073,v24-scene-d29,Vonn,wait,73,1,1,1,1.0
522,30,v24-visit-sova-090,v24-scene-d30,Sova,listen,90,0,1,1,1.0
523,30,v24-visit-ori-095,v24-scene-d30,Ori,return,95,0,0,0,0.75
524,30,v24-visit-melo-100,v24-scene-d30,Melo,return,100,0,0,0,0.75
525,30,v24-visit-nari-074,v24-scene-d30,Nari,return,74,1,0,1,1.0
526,30,v24-visit-sova-091,v24-scene-d30,Sova,return,91,1,0,1,1.0
527,30,v24-visit-keth-095,v24-scene-d30,Keth,return,95,0,0,0,0.75
528,30,v24-visit-nari-075,v24-scene-d30,Nari,defer,75,0,1,1,1.0
529,30,v24-visit-nari-076,v24-scene-d30,Nari,listen,76,1,1,1,1.0
530,30,v24-visit-vonn-074,v24-scene-d30,Vonn,repair,74,1,0,1,1.0
531,30,v24-visit-vonn-075,v24-scene-d30,Vonn,return,75,0,0,0,0.75
532,30,v24-visit-vonn-076,v24-scene-d30,Vonn,return,76,0,0,0,0.75
533,30,v24-visit-keth-096,v24-scene-d30,Keth,defer,96,0,0,0,0.75
534,30,v24-visit-sova-092,v24-scene-d30,Sova,return,92,0,1,1,1.0
535,30,v24-visit-nari-077,v24-scene-d30,Nari,repair,77,1,0,1,1.0
536,30,v24-visit-vonn-077,v24-scene-d30,Vonn,return,77,0,0,0,0.75
537,30,v24-visit-nari-078,v24-scene-d30,Nari,ignore,78,0,1,1,1.0
538,30,v24-visit-melo-101,v24-scene-d30,Melo,return,101,0,0,0,0.75
539,30,v24-visit-vonn-078,v24-scene-d30,Vonn,ignore,78,0,1,1,1.0
