tick_id,day,settlement_id,resident_id,plan_id,turn_number,plan_state,avatar_offer,resident_counter,agreed_next_step,plan_quality_before,plan_quality_after,trust_before,trust_after,multi_turn_visible,history_not_erased
784,44,cinder_garden,Vale,71543f1c3d,3,deferred,carry object,cool bowl shared,schedule later with phrase marker,0.92,0.92,0.896,0.9,True,True
786,44,orchid_engine,Bea,d14b8893a6,3,proposed,watch route,keep gear lane open,do first safe step for valve key,0.92,0.92,0.94,0.94,True,True
787,44,moss_ward,Fay,3291d212b3,3,countered,translate phrase,rain path first,revise plan around ask before loom repair,0.63,0.654,0.774,0.782,True,True
788,44,glass_harbor,Puck,bb8f72ed6c,2,revised,step back,do not dim lamp,revise plan around tea before crossing,0.92,0.92,0.92,0.928,True,True
789,44,cinder_garden,Wren,f48fc554d6,4,accepted,wait for resident lead,shade caller leads,resident keeps lead; avatar waits,0.504,0.514,0.76,0.766,True,True
790,44,lichen_bridge,Kio,78c01d2344,1,deferred,carry object,meal room welcomes,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
792,45,glass_harbor,Nia,c28fb648ec,3,countered,translate phrase,net keeper decides,revise plan around do not dim lamp,0.92,0.92,0.94,0.94,True,True
794,45,lichen_bridge,Rin,5b47cc0e4e,2,accepted,wait for resident lead,do not step on tension rope,resident keeps lead; avatar waits,0.92,0.92,0.878,0.884,True,True
795,45,orchid_engine,Eli,855b7e0e37,4,deferred,carry object,keep gear lane open,schedule later with phrase marker,0.596,0.61,0.794,0.798,True,True
796,45,moss_ward,Ari,242bbf4aab,4,refused,repair together,rain path first,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
798,45,cinder_garden,Vale,2c8659ed8a,1,countered,translate phrase,shade caller leads,revise plan around do not cross seed rows,0.92,0.92,0.906,0.914,True,True
799,45,lichen_bridge,Sol,9d60345b62,3,revised,step back,meal room welcomes,revise plan around signal keeper answers,0.568,0.592,0.768,0.776,True,True
800,45,orchid_engine,Bea,92598e095f,1,accepted,wait for resident lead,do not turn valve key,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
801,45,moss_ward,Fay,6800d6c7ea,1,deferred,carry object,ask before loom repair,schedule later with phrase marker,0.654,0.668,0.782,0.786,True,True
802,45,glass_harbor,Puck,0a530e7dfd,4,refused,repair together,tea before crossing,resident keeps lead; avatar waits,0.92,0.92,0.928,0.934,True,True
804,45,lichen_bridge,Kio,3f0d200723,4,countered,translate phrase,signal keeper answers,revise plan around do not step on tension rope,0.92,0.92,0.94,0.94,True,True
805,45,orchid_engine,Cai,a92aca4bd1,2,revised,step back,orchid keeper decides,revise plan around keep gear lane open,0.614,0.638,0.77,0.778,True,True
806,45,moss_ward,Milo,a62e995825,2,accepted,wait for resident lead,do not move root ledger,resident keeps lead; avatar waits,0.92,0.92,0.896,0.902,True,True
808,45,cinder_garden,Juno,f65842effd,2,refused,repair together,cool bowl shared,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
809,45,lichen_bridge,Luma,624b39ee5c,1,proposed,watch route,do not step on tension rope,do first safe step for rope kit,0.648,0.666,0.79,0.796,True,True
810,46,moss_ward,Ari,6c527fea71,3,revised,step back,ask before loom repair,revise plan around do not move root ledger,0.92,0.92,0.94,0.94,True,True
811,46,glass_harbor,Oren,80be536330,1,accepted,wait for resident lead,tea before crossing,resident keeps lead; avatar waits,0.614,0.624,0.748,0.754,True,True
812,46,cinder_garden,Vale,115a169227,3,deferred,carry object,do not cross seed rows,schedule later with phrase marker,0.92,0.92,0.918,0.922,True,True
813,46,lichen_bridge,Sol,aa140bd904,2,refused,repair together,signal keeper answers,resident keeps lead; avatar waits,0.592,0.602,0.776,0.782,True,True
814,46,orchid_engine,Bea,fa75cf3bfa,3,proposed,watch route,orchid keeper decides,do first safe step for valve key,0.92,0.92,0.94,0.94,True,True
816,46,glass_harbor,Puck,7e9084ad12,2,revised,step back,net keeper decides,revise plan around do not dim lamp,0.92,0.92,0.94,0.94,True,True
817,46,cinder_garden,Wren,d721201b4d,4,accepted,wait for resident lead,cool bowl shared,resident keeps lead; avatar waits,0.514,0.524,0.778,0.784,True,True
818,46,lichen_bridge,Kio,7d72fe508c,3,deferred,carry object,do not step on tension rope,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
820,46,moss_ward,Milo,473aba131b,4,proposed,watch route,rain path first,do first safe step for rain jar,0.92,0.92,0.902,0.908,True,True
821,46,glass_harbor,Sera,185f70802f,3,countered,translate phrase,do not dim lamp,revise plan around tea before crossing,0.52,0.544,0.77,0.778,True,True
822,46,cinder_garden,Juno,f90392896c,1,revised,step back,shade caller leads,revise plan around do not cross seed rows,0.92,0.92,0.94,0.94,True,True
823,46,lichen_bridge,Luma,1e564db79d,4,accepted,wait for resident lead,meal room welcomes,resident keeps lead; avatar waits,0.666,0.676,0.796,0.802,True,True
824,46,orchid_engine,Dax,3b7622ec97,4,deferred,carry object,do not turn valve key,schedule later with phrase marker,0.92,0.92,0.918,0.922,True,True
826,46,glass_harbor,Nia,6fea29d47d,4,proposed,watch route,tea before crossing,do first safe step for brass lantern,0.92,0.92,0.94,0.94,True,True
827,46,cinder_garden,Pax,fbd242ff05,2,countered,translate phrase,do not cross seed rows,revise plan around cool bowl shared,0.64,0.664,0.802,0.81,True,True
828,47,orchid_engine,Bea,4206134344,1,accepted,wait for resident lead,keep gear lane open,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
829,47,moss_ward,Fay,f19b3cdb0f,1,deferred,carry object,rain path first,schedule later with phrase marker,0.668,0.682,0.792,0.796,True,True
830,47,glass_harbor,Puck,5f8f68fe32,1,refused,repair together,do not dim lamp,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
832,47,lichen_bridge,Kio,0a9685ef40,1,countered,translate phrase,meal room welcomes,revise plan around signal keeper answers,0.92,0.92,0.94,0.94,True,True
833,47,orchid_engine,Cai,04ce2d5e31,2,revised,step back,do not turn valve key,revise plan around orchid keeper decides,0.638,0.662,0.784,0.792,True,True
834,47,moss_ward,Milo,7131e868be,2,accepted,wait for resident lead,ask before loom repair,resident keeps lead; avatar waits,0.92,0.92,0.908,0.914,True,True
835,47,glass_harbor,Sera,aaadd8c34e,2,deferred,carry object,tea before crossing,schedule later with phrase marker,0.544,0.558,0.778,0.782,True,True
836,47,cinder_garden,Juno,b5bc1c4f36,3,refused,repair together,do not cross seed rows,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
838,47,orchid_engine,Dax,a9742a20b3,3,countered,translate phrase,orchid keeper decides,revise plan around keep gear lane open,0.92,0.92,0.922,0.93,True,True
839,47,moss_ward,Tala,12f6e5471f,3,revised,step back,do not move root ledger,revise plan around rain path first,0.506,0.53,0.77,0.778,True,True
840,47,glass_harbor,Nia,610413c628,3,accepted,wait for resident lead,net keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
842,47,lichen_bridge,Rin,f0a7b18637,2,refused,repair together,do not step on tension rope,resident keeps lead; avatar waits,0.92,0.92,0.884,0.89,True,True
843,47,orchid_engine,Eli,722273bd65,4,proposed,watch route,keep gear lane open,do first safe step for valve key,0.61,0.628,0.804,0.81,True,True
844,47,moss_ward,Ari,c909533a27,4,countered,translate phrase,rain path first,revise plan around ask before loom repair,0.92,0.92,0.94,0.94,True,True
845,47,glass_harbor,Oren,6be136a9da,4,revised,step back,do not dim lamp,revise plan around tea before crossing,0.624,0.648,0.76,0.768,True,True
846,48,lichen_bridge,Kio,1a3e48e879,3,deferred,carry object,signal keeper answers,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
847,48,orchid_engine,Cai,cf1155e886,1,refused,repair together,orchid keeper decides,resident keeps lead; avatar waits,0.662,0.672,0.798,0.804,True,True
848,48,moss_ward,Milo,ce20c42513,1,proposed,watch route,do not move root ledger,do first safe step for rain jar,0.92,0.92,0.92,0.926,True,True
850,48,cinder_garden,Juno,c0a7c87971,4,revised,step back,cool bowl shared,revise plan around shade caller leads,0.92,0.92,0.94,0.94,True,True
851,48,lichen_bridge,Luma,97637e8042,4,accepted,wait for resident lead,do not step on tension rope,resident keeps lead; avatar waits,0.676,0.686,0.814,0.82,True,True
852,48,orchid_engine,Dax,9386f0110a,2,deferred,carry object,keep gear lane open,schedule later with phrase marker,0.92,0.92,0.93,0.934,True,True
854,48,glass_harbor,Nia,5ee7b79abc,1,proposed,watch route,do not dim lamp,do first safe step for brass lantern,0.92,0.92,0.94,0.94,True,True
855,48,cinder_garden,Pax,f5d105d3e4,1,countered,translate phrase,shade caller leads,revise plan around do not cross seed rows,0.664,0.688,0.816,0.824,True,True
856,48,lichen_bridge,Rin,323987d294,1,revised,step back,meal room welcomes,revise plan around signal keeper answers,0.92,0.92,0.89,0.898,True,True
857,48,orchid_engine,Eli,f4e0e3e831,3,accepted,wait for resident lead,do not turn valve key,resident keeps lead; avatar waits,0.628,0.638,0.816,0.822,True,True
858,48,moss_ward,Ari,19a43046cf,2,deferred,carry object,ask before loom repair,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
860,48,cinder_garden,Vale,49de740650,2,proposed,watch route,do not cross seed rows,do first safe step for shade pole,0.92,0.92,0.928,0.934,True,True
861,48,lichen_bridge,Sol,745466dd75,2,countered,translate phrase,signal keeper answers,revise plan around do not step on tension rope,0.602,0.626,0.788,0.796,True,True
862,48,orchid_engine,Bea,be8a3ebccb,4,revised,step back,orchid keeper decides,revise plan around keep gear lane open,0.92,0.92,0.94,0.94,True,True
864,49,cinder_garden,Juno,934557b2a4,3,refused,repair together,shade caller leads,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
866,49,orchid_engine,Dax,b5eea7170e,1,countered,translate phrase,do not turn valve key,revise plan around orchid keeper decides,0.92,0.92,0.94,0.94,True,True
867,49,moss_ward,Tala,8da2381760,3,revised,step back,ask before loom repair,revise plan around do not move root ledger,0.53,0.554,0.784,0.792,True,True
868,49,glass_harbor,Nia,a2e6898ca1,2,accepted,wait for resident lead,tea before crossing,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
869,49,cinder_garden,Pax,d4a7929c32,4,deferred,carry object,do not cross seed rows,schedule later with phrase marker,0.688,0.702,0.83,0.834,True,True
870,49,lichen_bridge,Rin,c48998e493,3,refused,repair together,signal keeper answers,resident keeps lead; avatar waits,0.92,0.92,0.904,0.91,True,True
872,49,moss_ward,Ari,98477e5138,4,countered,translate phrase,do not move root ledger,revise plan around rain path first,0.92,0.92,0.94,0.94,True,True
873,49,glass_harbor,Oren,a1595a9f07,3,revised,step back,net keeper decides,revise plan around do not dim lamp,0.648,0.672,0.78,0.788,True,True
874,49,cinder_garden,Vale,e70d5100b2,1,accepted,wait for resident lead,cool bowl shared,resident keeps lead; avatar waits,0.92,0.92,0.934,0.94,True,True
876,49,orchid_engine,Bea,d368e4db90,2,refused,repair together,keep gear lane open,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
877,49,moss_ward,Fay,c2f623549c,1,proposed,watch route,rain path first,do first safe step for rain jar,0.682,0.7,0.802,0.808,True,True
878,49,glass_harbor,Puck,624027f857,4,countered,translate phrase,do not dim lamp,revise plan around tea before crossing,0.92,0.92,0.94,0.94,True,True
879,49,cinder_garden,Wren,0dc31ddede,2,revised,step back,shade caller leads,revise plan around do not cross seed rows,0.524,0.548,0.796,0.804,True,True
880,49,lichen_bridge,Kio,72bafa2d89,4,accepted,wait for resident lead,meal room welcomes,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
882,50,glass_harbor,Nia,5774e10486,1,proposed,watch route,net keeper decides,do first safe step for brass lantern,0.92,0.92,0.94,0.94,True,True
884,50,lichen_bridge,Rin,5b8bfc4d08,1,revised,step back,do not step on tension rope,revise plan around meal room welcomes,0.92,0.92,0.916,0.924,True,True
885,50,orchid_engine,Eli,059132bd69,3,accepted,wait for resident lead,keep gear lane open,resident keeps lead; avatar waits,0.638,0.648,0.822,0.828,True,True
886,50,moss_ward,Ari,e44be2ca21,2,deferred,carry object,rain path first,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
888,50,cinder_garden,Vale,3d78b338fc,3,proposed,watch route,shade caller leads,do first safe step for shade pole,0.92,0.92,0.94,0.94,True,True
889,50,lichen_bridge,Sol,5527e6a15a,2,countered,translate phrase,meal room welcomes,revise plan around signal keeper answers,0.626,0.65,0.806,0.814,True,True
890,50,orchid_engine,Bea,93c4fd5317,4,revised,step back,do not turn valve key,revise plan around orchid keeper decides,0.92,0.92,0.94,0.94,True,True
891,50,moss_ward,Fay,f600ac7603,3,accepted,wait for resident lead,ask before loom repair,resident keeps lead; avatar waits,0.7,0.71,0.814,0.82,True,True
892,50,glass_harbor,Puck,32bd61550c,2,deferred,carry object,tea before crossing,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
894,50,lichen_bridge,Kio,1012f33a94,3,proposed,watch route,signal keeper answers,do first safe step for rope kit,0.92,0.92,0.94,0.94,True,True
895,50,orchid_engine,Cai,da9251cefc,1,countered,translate phrase,orchid keeper decides,revise plan around keep gear lane open,0.672,0.696,0.81,0.818,True,True
896,50,moss_ward,Milo,b0d8f31895,4,revised,step back,do not move root ledger,revise plan around rain path first,0.92,0.92,0.926,0.934,True,True
898,50,cinder_garden,Juno,1fde5ae6d3,4,deferred,carry object,cool bowl shared,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
899,50,lichen_bridge,Luma,195495ecd3,4,refused,repair together,do not step on tension rope,resident keeps lead; avatar waits,0.686,0.696,0.826,0.832,True,True
900,51,moss_ward,Ari,e72636f82b,1,countered,translate phrase,ask before loom repair,revise plan around do not move root ledger,0.92,0.92,0.94,0.94,True,True
901,51,glass_harbor,Oren,bbd0839cf2,3,revised,step back,tea before crossing,revise plan around net keeper decides,0.672,0.696,0.794,0.802,True,True
902,51,cinder_garden,Vale,932fe0d100,1,accepted,wait for resident lead,do not cross seed rows,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
903,51,lichen_bridge,Sol,635172ad86,1,deferred,carry object,signal keeper answers,schedule later with phrase marker,0.65,0.664,0.818,0.822,True,True
904,51,orchid_engine,Bea,6c0390d15a,2,refused,repair together,orchid keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
906,51,glass_harbor,Puck,370484a6b4,4,countered,translate phrase,net keeper decides,revise plan around do not dim lamp,0.92,0.92,0.94,0.94,True,True
907,51,cinder_garden,Wren,62ab662fa3,2,revised,step back,cool bowl shared,revise plan around shade caller leads,0.548,0.572,0.816,0.824,True,True
908,51,lichen_bridge,Kio,659da9a0c6,2,accepted,wait for resident lead,do not step on tension rope,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
910,51,moss_ward,Milo,2a75c74a44,2,refused,repair together,rain path first,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
911,51,glass_harbor,Sera,779c9937f4,1,proposed,watch route,do not dim lamp,do first safe step for brass lantern,0.558,0.576,0.794,0.8,True,True
912,51,cinder_garden,Juno,a4173b39f6,3,countered,translate phrase,shade caller leads,revise plan around do not cross seed rows,0.92,0.92,0.94,0.94,True,True
913,51,lichen_bridge,Luma,e0af9acb4b,3,revised,step back,meal room welcomes,revise plan around signal keeper answers,0.696,0.72,0.838,0.846,True,True
914,51,orchid_engine,Dax,f808eb71ac,3,accepted,wait for resident lead,do not turn valve key,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
916,51,glass_harbor,Nia,ae3af4c458,2,refused,repair together,tea before crossing,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
917,51,cinder_garden,Pax,8c17f6ea72,4,proposed,watch route,do not cross seed rows,do first safe step for shade pole,0.702,0.72,0.834,0.84,True,True
918,52,orchid_engine,Bea,07c6a7582d,4,revised,step back,keep gear lane open,revise plan around do not turn valve key,0.92,0.92,0.94,0.94,True,True
919,52,moss_ward,Fay,ad591e5941,3,accepted,wait for resident lead,rain path first,resident keeps lead; avatar waits,0.71,0.72,0.832,0.838,True,True
920,52,glass_harbor,Puck,17b7eca3bf,3,deferred,carry object,do not dim lamp,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
922,52,lichen_bridge,Kio,cd963d186d,4,proposed,watch route,meal room welcomes,do first safe step for rope kit,0.92,0.92,0.94,0.94,True,True
923,52,orchid_engine,Cai,04153cee90,1,countered,translate phrase,do not turn valve key,revise plan around orchid keeper decides,0.696,0.72,0.83,0.838,True,True
924,52,moss_ward,Milo,50ff18c2fc,4,revised,step back,ask before loom repair,revise plan around do not move root ledger,0.92,0.92,0.94,0.94,True,True
925,52,glass_harbor,Sera,711d9d7268,4,accepted,wait for resident lead,tea before crossing,resident keeps lead; avatar waits,0.576,0.586,0.806,0.812,True,True
926,52,cinder_garden,Juno,5b2b399e3e,1,deferred,carry object,do not cross seed rows,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
928,52,orchid_engine,Dax,dc78f73a37,2,proposed,watch route,orchid keeper decides,do first safe step for valve key,0.92,0.92,0.94,0.94,True,True
929,52,moss_ward,Tala,375c2e4596,1,countered,translate phrase,do not move root ledger,revise plan around rain path first,0.554,0.578,0.804,0.812,True,True
930,52,glass_harbor,Nia,a005b19478,1,revised,step back,net keeper decides,revise plan around do not dim lamp,0.92,0.92,0.94,0.94,True,True
932,52,lichen_bridge,Rin,12d5d9d6df,1,deferred,carry object,do not step on tension rope,schedule later with phrase marker,0.92,0.92,0.93,0.934,True,True
933,52,orchid_engine,Eli,384cb73049,3,refused,repair together,keep gear lane open,resident keeps lead; avatar waits,0.648,0.658,0.834,0.84,True,True
934,52,moss_ward,Ari,0cb5c59b21,2,proposed,watch route,rain path first,do first safe step for rain jar,0.92,0.92,0.94,0.94,True,True
935,52,glass_harbor,Oren,3ed77b52b5,2,countered,translate phrase,do not dim lamp,revise plan around tea before crossing,0.696,0.72,0.802,0.81,True,True
936,53,lichen_bridge,Kio,1cf556d3b3,2,accepted,wait for resident lead,signal keeper answers,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
937,53,orchid_engine,Cai,f0749617ee,4,deferred,carry object,orchid keeper decides,schedule later with phrase marker,0.72,0.734,0.838,0.842,True,True
938,53,moss_ward,Milo,0bdc58a5c6,3,refused,repair together,do not move root ledger,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
940,53,cinder_garden,Juno,dd6254226c,2,countered,translate phrase,cool bowl shared,revise plan around shade caller leads,0.92,0.92,0.94,0.94,True,True
941,53,lichen_bridge,Luma,c14dff3e88,3,revised,step back,do not step on tension rope,revise plan around meal room welcomes,0.72,0.744,0.858,0.866,True,True
942,53,orchid_engine,Dax,e5f3016c4e,1,accepted,wait for resident lead,keep gear lane open,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
944,53,glass_harbor,Nia,f6068020ab,3,refused,repair together,do not dim lamp,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
945,53,cinder_garden,Pax,3ba1763eeb,3,proposed,watch route,shade caller leads,do first safe step for shade pole,0.72,0.738,0.85,0.856,True,True
946,53,lichen_bridge,Rin,019c01b9b2,4,countered,translate phrase,meal room welcomes,revise plan around signal keeper answers,0.92,0.92,0.934,0.94,True,True
947,53,orchid_engine,Eli,3172184729,2,revised,step back,do not turn valve key,revise plan around orchid keeper decides,0.658,0.682,0.846,0.854,True,True
948,53,moss_ward,Ari,23499e67d3,4,accepted,wait for resident lead,ask before loom repair,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
950,53,cinder_garden,Vale,9c812bbd8e,4,refused,repair together,do not cross seed rows,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
951,53,lichen_bridge,Sol,068094758d,1,proposed,watch route,signal keeper answers,do first safe step for rope kit,0.664,0.682,0.828,0.834,True,True
952,53,orchid_engine,Bea,f135704701,3,countered,translate phrase,orchid keeper decides,revise plan around keep gear lane open,0.92,0.92,0.94,0.94,True,True
954,54,cinder_garden,Juno,cbf8125bba,1,deferred,carry object,shade caller leads,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
956,54,orchid_engine,Dax,c60ea1d172,4,proposed,watch route,do not turn valve key,do first safe step for valve key,0.92,0.92,0.94,0.94,True,True
957,54,moss_ward,Tala,af812d88dd,1,countered,translate phrase,ask before loom repair,revise plan around do not move root ledger,0.578,0.602,0.812,0.82,True,True
958,54,glass_harbor,Nia,aef713fad4,4,revised,step back,tea before crossing,revise plan around net keeper decides,0.92,0.92,0.94,0.94,True,True
959,54,cinder_garden,Pax,c880c994b0,2,accepted,wait for resident lead,do not cross seed rows,resident keeps lead; avatar waits,0.738,0.748,0.862,0.868,True,True
960,54,lichen_bridge,Rin,8310473693,2,deferred,carry object,signal keeper answers,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
962,54,moss_ward,Ari,ef07d48fbe,2,proposed,watch route,do not move root ledger,do first safe step for rain jar,0.92,0.92,0.94,0.94,True,True
963,54,glass_harbor,Oren,47c2ecbd09,1,countered,translate phrase,net keeper decides,revise plan around do not dim lamp,0.72,0.744,0.816,0.824,True,True
964,54,cinder_garden,Vale,610dfb0b38,3,revised,step back,cool bowl shared,revise plan around shade caller leads,0.92,0.92,0.94,0.94,True,True
966,54,orchid_engine,Bea,91a98a2eec,1,deferred,carry object,keep gear lane open,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
967,54,moss_ward,Fay,0607baf460,3,refused,repair together,rain path first,resident keeps lead; avatar waits,0.72,0.73,0.838,0.844,True,True
968,54,glass_harbor,Puck,f193a76673,2,proposed,watch route,do not dim lamp,do first safe step for brass lantern,0.92,0.92,0.94,0.94,True,True
969,54,cinder_garden,Wren,8fe6c7c251,4,countered,translate phrase,shade caller leads,revise plan around do not cross seed rows,0.572,0.596,0.836,0.844,True,True
970,54,lichen_bridge,Kio,4c381410db,3,revised,step back,meal room welcomes,revise plan around signal keeper answers,0.92,0.92,0.94,0.94,True,True
972,55,glass_harbor,Nia,c476701278,3,refused,repair together,net keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
974,55,lichen_bridge,Rin,edba907a39,4,countered,translate phrase,do not step on tension rope,revise plan around meal room welcomes,0.92,0.92,0.94,0.94,True,True
975,55,orchid_engine,Eli,b240e91a6c,2,revised,step back,keep gear lane open,revise plan around do not turn valve key,0.682,0.706,0.854,0.862,True,True
976,55,moss_ward,Ari,8c1eb6574c,4,accepted,wait for resident lead,rain path first,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
978,55,cinder_garden,Vale,49bd1dfc48,1,refused,repair together,shade caller leads,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
979,55,lichen_bridge,Sol,d4559beb31,1,proposed,watch route,meal room welcomes,do first safe step for rope kit,0.682,0.7,0.846,0.852,True,True
980,55,orchid_engine,Bea,c88e433149,3,countered,translate phrase,do not turn valve key,revise plan around orchid keeper decides,0.92,0.92,0.94,0.94,True,True
981,55,moss_ward,Fay,0eef4bbfc5,1,revised,step back,ask before loom repair,revise plan around do not move root ledger,0.73,0.754,0.85,0.858,True,True
982,55,glass_harbor,Puck,eaf0d9bbad,4,accepted,wait for resident lead,tea before crossing,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
984,55,lichen_bridge,Kio,1f7544b9b4,2,refused,repair together,signal keeper answers,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
985,55,orchid_engine,Cai,2e6f312e95,4,proposed,watch route,orchid keeper decides,do first safe step for valve key,0.734,0.752,0.842,0.848,True,True
986,55,moss_ward,Milo,4d77f1e529,2,countered,translate phrase,do not move root ledger,revise plan around rain path first,0.92,0.92,0.94,0.94,True,True
988,55,cinder_garden,Juno,43f21a7f6f,2,accepted,wait for resident lead,cool bowl shared,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
989,55,lichen_bridge,Luma,99f4e1f83b,3,deferred,carry object,do not step on tension rope,schedule later with phrase marker,0.744,0.758,0.866,0.87,True,True
990,56,moss_ward,Ari,bea4583a05,3,proposed,watch route,ask before loom repair,do first safe step for rain jar,0.92,0.92,0.94,0.94,True,True
991,56,glass_harbor,Oren,ae09f261ab,1,countered,translate phrase,tea before crossing,revise plan around net keeper decides,0.744,0.768,0.836,0.844,True,True
992,56,cinder_garden,Vale,63caa46f51,3,revised,step back,do not cross seed rows,revise plan around cool bowl shared,0.92,0.92,0.94,0.94,True,True
993,56,lichen_bridge,Sol,a146069c3f,4,accepted,wait for resident lead,signal keeper answers,resident keeps lead; avatar waits,0.7,0.71,0.852,0.858,True,True
994,56,orchid_engine,Bea,e7f865ca8a,1,deferred,carry object,orchid keeper decides,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
996,56,glass_harbor,Puck,522ba84d2c,2,proposed,watch route,net keeper decides,do first safe step for brass lantern,0.92,0.92,0.94,0.94,True,True
997,56,cinder_garden,Wren,2c892badc0,4,countered,translate phrase,cool bowl shared,revise plan around shade caller leads,0.596,0.62,0.85,0.858,True,True
998,56,lichen_bridge,Kio,96f9cbad63,1,revised,step back,do not step on tension rope,revise plan around meal room welcomes,0.92,0.92,0.94,0.94,True,True
1000,56,moss_ward,Milo,f9175a8388,4,deferred,carry object,rain path first,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1001,56,glass_harbor,Sera,e5428f4031,3,refused,repair together,do not dim lamp,resident keeps lead; avatar waits,0.586,0.596,0.824,0.83,True,True
1002,56,cinder_garden,Juno,2c13fee8ee,1,proposed,watch route,shade caller leads,do first safe step for shade pole,0.92,0.92,0.94,0.94,True,True
1003,56,lichen_bridge,Luma,6cc8a0cbcb,2,countered,translate phrase,meal room welcomes,revise plan around signal keeper answers,0.758,0.782,0.87,0.878,True,True
1004,56,orchid_engine,Dax,98dea82b7a,2,revised,step back,do not turn valve key,revise plan around orchid keeper decides,0.92,0.92,0.94,0.94,True,True
1006,56,glass_harbor,Nia,7a79e98e0c,4,deferred,carry object,tea before crossing,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1007,56,cinder_garden,Pax,dc99f18d37,2,refused,repair together,do not cross seed rows,resident keeps lead; avatar waits,0.748,0.758,0.878,0.884,True,True
1008,57,orchid_engine,Bea,a2117d1d65,3,countered,translate phrase,keep gear lane open,revise plan around do not turn valve key,0.92,0.92,0.94,0.94,True,True
1009,57,moss_ward,Fay,0e890efcd0,1,revised,step back,rain path first,revise plan around ask before loom repair,0.754,0.778,0.864,0.872,True,True
1010,57,glass_harbor,Puck,a29ac327e2,1,accepted,wait for resident lead,do not dim lamp,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1012,57,lichen_bridge,Kio,081ca785d2,3,refused,repair together,meal room welcomes,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1013,57,orchid_engine,Cai,8740a24049,4,proposed,watch route,do not turn valve key,do first safe step for valve key,0.752,0.77,0.854,0.86,True,True
1014,57,moss_ward,Milo,f71b6f5466,2,countered,translate phrase,ask before loom repair,revise plan around do not move root ledger,0.92,0.92,0.94,0.94,True,True
1015,57,glass_harbor,Sera,537086b92a,2,revised,step back,tea before crossing,revise plan around net keeper decides,0.596,0.62,0.836,0.844,True,True
1016,57,cinder_garden,Juno,9ecf7beb56,3,accepted,wait for resident lead,do not cross seed rows,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1018,57,orchid_engine,Dax,6dc9e462bc,1,refused,repair together,orchid keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1019,57,moss_ward,Tala,51e13b659c,3,proposed,watch route,do not move root ledger,do first safe step for rain jar,0.602,0.62,0.832,0.838,True,True
