tick_id,day,settlement_id,room_id,avatar_x,avatar_y,facing_deg,action,movement_allowed,collision_marker,crosshair_target,render_layer,input_hint_visible,first_person_camera_active,local_scene_not_global
492,28,roofward,arrival court,1.56,2.85,180,approach_resident,True,none,Fay,first-person-room-card+depth-cues,True,True,True
493,28,archive,spool room,4.0,4.0,45,drop_object,True,none,clean cloth,first-person-room-card+depth-cues,True,True,True
494,28,signal,signal perch,2.23,0.76,0,request_permission,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
495,28,orchard,seed lane,3.88,3.92,135,wait_respectfully,True,none,seed lane,first-person-room-card+depth-cues,True,True,True
496,28,repair_ring,bell alcove,0.33,0.1,270,listen_memory,True,none,Juno,first-person-room-card+depth-cues,True,True,True
497,28,riverbend,kit alcove,3.13,1.36,225,request_permission,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
498,28,roofward,glass stair,1.44,2.77,180,wait_respectfully,True,none,glass stair,first-person-room-card+depth-cues,True,True,True
499,28,archive,ink niche,4.0,4.0,45,listen_memory,True,none,Toma,first-person-room-card+depth-cues,True,True,True
500,28,signal,arrival court,2.58,0.76,0,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
501,28,orchard,mud row,3.88,3.92,180,turn_right,True,none,mud row,first-person-room-card+depth-cues,True,True,True
502,28,repair_ring,cool corner,0.51,0.2,270,approach_resident,True,none,Juno,first-person-room-card+depth-cues,True,True,True
503,28,riverbend,arrival court,2.93,1.16,225,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
504,29,archive,stone stacks,4.0,4.0,45,move_forward,False,room edge,stone stacks,first-person-room-card+depth-cues,True,True,True
505,29,signal,lens room,2.58,0.76,45,turn_right,True,none,lens room,first-person-room-card+depth-cues,True,True,True
506,29,orchard,arrival court,4.0,4.0,180,approach_resident,True,none,Mara,first-person-room-card+depth-cues,True,True,True
507,29,repair_ring,spark lane,0.51,0.2,270,drop_object,True,none,insulated tongs,first-person-room-card+depth-cues,True,True,True
508,29,riverbend,dry ridge,2.93,1.16,270,turn_right,True,none,dry ridge,first-person-room-card+depth-cues,True,True,True
509,29,roofward,arrival court,1.62,2.87,180,approach_resident,True,none,Fay,first-person-room-card+depth-cues,True,True,True
510,29,archive,spool room,4.0,4.0,45,drop_object,True,none,clean cloth,first-person-room-card+depth-cues,True,True,True
511,29,signal,signal perch,2.58,0.76,45,request_permission,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
512,29,orchard,seed lane,3.88,3.92,180,wait_respectfully,True,none,seed lane,first-person-room-card+depth-cues,True,True,True
513,29,repair_ring,bell alcove,0.51,0.2,270,listen_memory,True,none,Juno,first-person-room-card+depth-cues,True,True,True
514,29,riverbend,kit alcove,2.93,1.16,270,request_permission,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
515,29,roofward,glass stair,1.5,2.79,180,wait_respectfully,True,none,glass stair,first-person-room-card+depth-cues,True,True,True
516,29,archive,ink niche,4.0,4.0,45,listen_memory,True,none,Toma,first-person-room-card+depth-cues,True,True,True
517,29,signal,arrival court,2.93,1.11,45,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
518,29,orchard,mud row,3.88,3.92,225,turn_right,True,none,mud row,first-person-room-card+depth-cues,True,True,True
519,29,repair_ring,cool corner,0.69,0.3,270,approach_resident,True,none,Juno,first-person-room-card+depth-cues,True,True,True
520,29,riverbend,arrival court,2.93,0.96,270,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
521,29,roofward,warm lane,1.5,2.79,225,turn_right,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
522,30,signal,lens room,2.93,1.11,90,turn_right,True,none,lens room,first-person-room-card+depth-cues,True,True,True
523,30,orchard,arrival court,4.0,4.0,225,approach_resident,True,none,Mara,first-person-room-card+depth-cues,True,True,True
524,30,repair_ring,spark lane,0.69,0.3,270,drop_object,True,none,insulated tongs,first-person-room-card+depth-cues,True,True,True
525,30,riverbend,dry ridge,2.93,0.96,315,turn_right,True,none,dry ridge,first-person-room-card+depth-cues,True,True,True
526,30,roofward,arrival court,1.68,2.89,225,approach_resident,True,none,Fay,first-person-room-card+depth-cues,True,True,True
527,30,archive,spool room,4.0,4.0,45,drop_object,True,none,clean cloth,first-person-room-card+depth-cues,True,True,True
528,30,signal,signal perch,2.93,1.11,90,request_permission,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
529,30,orchard,seed lane,3.88,3.92,225,wait_respectfully,True,none,seed lane,first-person-room-card+depth-cues,True,True,True
530,30,repair_ring,bell alcove,0.69,0.3,270,listen_memory,True,none,Juno,first-person-room-card+depth-cues,True,True,True
531,30,riverbend,kit alcove,2.93,0.96,315,request_permission,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
532,30,roofward,glass stair,1.56,2.81,225,wait_respectfully,True,none,glass stair,first-person-room-card+depth-cues,True,True,True
533,30,archive,ink niche,4.0,4.0,45,listen_memory,True,none,Toma,first-person-room-card+depth-cues,True,True,True
534,30,signal,arrival court,2.93,1.46,90,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
535,30,orchard,mud row,3.88,3.92,270,turn_right,True,none,mud row,first-person-room-card+depth-cues,True,True,True
536,30,repair_ring,cool corner,0.87,0.4,270,approach_resident,True,none,Juno,first-person-room-card+depth-cues,True,True,True
537,30,riverbend,arrival court,3.28,0.76,315,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
538,30,roofward,warm lane,1.56,2.81,270,turn_right,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
539,30,archive,memory desk,4.0,4.0,45,approach_resident,True,none,Toma,first-person-room-card+depth-cues,True,True,True
540,31,orchard,arrival court,4.0,4.0,270,approach_resident,True,none,Mara,first-person-room-card+depth-cues,True,True,True
541,31,repair_ring,spark lane,0.87,0.4,270,drop_object,True,none,insulated tongs,first-person-room-card+depth-cues,True,True,True
542,31,riverbend,dry ridge,3.28,0.76,0,turn_right,True,none,dry ridge,first-person-room-card+depth-cues,True,True,True
543,31,roofward,arrival court,1.74,2.91,270,approach_resident,True,none,Fay,first-person-room-card+depth-cues,True,True,True
544,31,archive,spool room,4.0,4.0,45,drop_object,True,none,clean cloth,first-person-room-card+depth-cues,True,True,True
545,31,signal,signal perch,2.93,1.46,90,request_permission,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
546,31,orchard,seed lane,3.88,3.92,270,wait_respectfully,True,none,seed lane,first-person-room-card+depth-cues,True,True,True
547,31,repair_ring,bell alcove,0.87,0.4,270,listen_memory,True,none,Juno,first-person-room-card+depth-cues,True,True,True
548,31,riverbend,kit alcove,3.28,0.76,0,request_permission,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
549,31,roofward,glass stair,1.62,2.83,270,wait_respectfully,True,none,glass stair,first-person-room-card+depth-cues,True,True,True
550,31,archive,ink niche,4.0,4.0,45,listen_memory,True,none,Toma,first-person-room-card+depth-cues,True,True,True
551,31,signal,arrival court,2.93,1.81,90,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
552,31,orchard,mud row,3.88,3.92,315,turn_right,True,none,mud row,first-person-room-card+depth-cues,True,True,True
553,31,repair_ring,cool corner,1.05,0.5,270,approach_resident,True,none,Juno,first-person-room-card+depth-cues,True,True,True
554,31,riverbend,arrival court,3.63,0.76,0,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
555,31,roofward,warm lane,1.62,2.83,315,turn_right,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
556,31,archive,memory desk,4.0,4.0,45,approach_resident,True,none,Toma,first-person-room-card+depth-cues,True,True,True
557,31,signal,mast base,2.93,1.81,90,drop_object,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
558,32,repair_ring,spark lane,1.05,0.5,270,drop_object,True,none,insulated tongs,first-person-room-card+depth-cues,True,True,True
559,32,riverbend,dry ridge,3.63,0.76,45,turn_right,True,none,dry ridge,first-person-room-card+depth-cues,True,True,True
560,32,roofward,arrival court,1.8,2.93,315,approach_resident,True,none,Fay,first-person-room-card+depth-cues,True,True,True
561,32,archive,spool room,4.0,4.0,45,drop_object,True,none,clean cloth,first-person-room-card+depth-cues,True,True,True
562,32,signal,signal perch,2.93,1.81,90,request_permission,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
563,32,orchard,seed lane,3.76,3.84,315,wait_respectfully,True,none,seed lane,first-person-room-card+depth-cues,True,True,True
564,32,repair_ring,bell alcove,1.05,0.5,270,listen_memory,True,none,Juno,first-person-room-card+depth-cues,True,True,True
565,32,riverbend,kit alcove,3.63,0.76,45,request_permission,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
566,32,roofward,glass stair,1.68,2.85,315,wait_respectfully,True,none,glass stair,first-person-room-card+depth-cues,True,True,True
567,32,archive,ink niche,4.0,4.0,45,listen_memory,True,none,Toma,first-person-room-card+depth-cues,True,True,True
568,32,signal,arrival court,2.93,2.16,90,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
569,32,orchard,mud row,3.76,3.84,0,turn_right,True,none,mud row,first-person-room-card+depth-cues,True,True,True
570,32,repair_ring,cool corner,1.23,0.6,270,approach_resident,True,none,Juno,first-person-room-card+depth-cues,True,True,True
571,32,riverbend,arrival court,3.98,1.11,45,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
572,32,roofward,warm lane,1.68,2.85,0,turn_right,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
573,32,archive,memory desk,4.0,4.0,45,approach_resident,True,none,Toma,first-person-room-card+depth-cues,True,True,True
574,32,signal,mast base,2.93,2.16,90,drop_object,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
575,32,orchard,market plank,3.76,3.84,0,request_permission,True,none,market token,first-person-room-card+depth-cues,True,True,True
576,33,riverbend,dry ridge,3.98,1.11,90,turn_right,True,none,dry ridge,first-person-room-card+depth-cues,True,True,True
577,33,roofward,arrival court,1.86,2.95,0,approach_resident,True,none,Fay,first-person-room-card+depth-cues,True,True,True
578,33,archive,spool room,4.0,4.0,45,drop_object,True,none,clean cloth,first-person-room-card+depth-cues,True,True,True
579,33,signal,signal perch,2.93,2.16,90,request_permission,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
580,33,orchard,seed lane,3.64,3.76,0,wait_respectfully,True,none,seed lane,first-person-room-card+depth-cues,True,True,True
581,33,repair_ring,bell alcove,1.23,0.6,270,listen_memory,True,none,Juno,first-person-room-card+depth-cues,True,True,True
582,33,riverbend,kit alcove,3.98,1.11,90,request_permission,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
583,33,roofward,glass stair,1.74,2.87,0,wait_respectfully,True,none,glass stair,first-person-room-card+depth-cues,True,True,True
584,33,archive,ink niche,4.0,4.0,45,listen_memory,True,none,Toma,first-person-room-card+depth-cues,True,True,True
585,33,signal,arrival court,2.93,2.51,90,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
586,33,orchard,mud row,3.64,3.76,45,turn_right,True,none,mud row,first-person-room-card+depth-cues,True,True,True
587,33,repair_ring,cool corner,1.41,0.7,270,approach_resident,True,none,Juno,first-person-room-card+depth-cues,True,True,True
588,33,riverbend,arrival court,3.98,1.46,90,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
589,33,roofward,warm lane,1.74,2.87,45,turn_right,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
590,33,archive,memory desk,4.0,4.0,45,approach_resident,True,none,Toma,first-person-room-card+depth-cues,True,True,True
591,33,signal,mast base,2.93,2.51,90,drop_object,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
592,33,orchard,market plank,3.64,3.76,45,request_permission,True,none,market token,first-person-room-card+depth-cues,True,True,True
593,33,repair_ring,arrival court,1.29,0.62,270,wait_respectfully,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
594,34,roofward,arrival court,1.92,2.97,45,approach_resident,True,none,Fay,first-person-room-card+depth-cues,True,True,True
595,34,archive,spool room,4.0,4.0,45,drop_object,True,none,clean cloth,first-person-room-card+depth-cues,True,True,True
596,34,signal,signal perch,2.93,2.51,90,request_permission,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
597,34,orchard,seed lane,3.52,3.68,45,wait_respectfully,True,none,seed lane,first-person-room-card+depth-cues,True,True,True
598,34,repair_ring,bell alcove,1.29,0.62,270,listen_memory,True,none,Juno,first-person-room-card+depth-cues,True,True,True
599,34,riverbend,kit alcove,3.98,1.46,90,request_permission,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
600,34,roofward,glass stair,1.8,2.89,45,wait_respectfully,True,none,glass stair,first-person-room-card+depth-cues,True,True,True
601,34,archive,ink niche,4.0,4.0,45,listen_memory,True,none,Toma,first-person-room-card+depth-cues,True,True,True
602,34,signal,arrival court,2.93,2.86,90,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
603,34,orchard,mud row,3.52,3.68,90,turn_right,True,none,mud row,first-person-room-card+depth-cues,True,True,True
604,34,repair_ring,cool corner,1.47,0.72,270,approach_resident,True,none,Juno,first-person-room-card+depth-cues,True,True,True
605,34,riverbend,arrival court,3.98,1.81,90,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
606,34,roofward,warm lane,1.8,2.89,90,turn_right,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
607,34,archive,memory desk,4.0,4.0,45,approach_resident,True,none,Toma,first-person-room-card+depth-cues,True,True,True
608,34,signal,mast base,2.93,2.86,90,drop_object,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
609,34,orchard,market plank,3.52,3.68,90,request_permission,True,none,market token,first-person-room-card+depth-cues,True,True,True
610,34,repair_ring,arrival court,1.35,0.64,270,wait_respectfully,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
611,34,riverbend,plank hall,3.98,1.81,90,drop_object,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
612,35,archive,spool room,4.0,4.0,45,drop_object,True,none,clean cloth,first-person-room-card+depth-cues,True,True,True
613,35,signal,signal perch,2.93,2.86,90,request_permission,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
614,35,orchard,seed lane,3.4,3.6,90,wait_respectfully,True,none,seed lane,first-person-room-card+depth-cues,True,True,True
615,35,repair_ring,bell alcove,1.35,0.64,270,listen_memory,True,none,Juno,first-person-room-card+depth-cues,True,True,True
616,35,riverbend,kit alcove,3.98,1.81,90,request_permission,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
617,35,roofward,glass stair,1.68,2.81,90,wait_respectfully,True,none,glass stair,first-person-room-card+depth-cues,True,True,True
618,35,archive,ink niche,4.0,4.0,45,listen_memory,True,none,Toma,first-person-room-card+depth-cues,True,True,True
619,35,signal,arrival court,2.93,3.21,90,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
620,35,orchard,mud row,3.4,3.6,135,turn_right,True,none,mud row,first-person-room-card+depth-cues,True,True,True
621,35,repair_ring,cool corner,1.53,0.74,270,approach_resident,True,none,Juno,first-person-room-card+depth-cues,True,True,True
622,35,riverbend,arrival court,3.98,2.16,90,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
623,35,roofward,warm lane,1.68,2.81,135,turn_right,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
624,35,archive,memory desk,4.0,4.0,45,approach_resident,True,none,Toma,first-person-room-card+depth-cues,True,True,True
625,35,signal,mast base,2.93,3.21,90,drop_object,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
626,35,orchard,market plank,3.4,3.6,135,request_permission,True,none,market token,first-person-room-card+depth-cues,True,True,True
627,35,repair_ring,arrival court,1.41,0.66,270,wait_respectfully,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
628,35,riverbend,plank hall,3.98,2.16,90,drop_object,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
629,35,roofward,ledger loft,1.68,2.81,135,request_permission,True,none,sun lens,first-person-room-card+depth-cues,True,True,True
630,36,signal,signal perch,2.93,3.21,90,request_permission,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
631,36,orchard,seed lane,3.28,3.52,135,wait_respectfully,True,none,seed lane,first-person-room-card+depth-cues,True,True,True
632,36,repair_ring,bell alcove,1.41,0.66,270,listen_memory,True,none,Juno,first-person-room-card+depth-cues,True,True,True
633,36,riverbend,kit alcove,3.98,2.16,90,request_permission,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
634,36,roofward,glass stair,1.56,2.73,135,wait_respectfully,True,none,glass stair,first-person-room-card+depth-cues,True,True,True
635,36,archive,ink niche,4.0,4.0,45,listen_memory,True,none,Toma,first-person-room-card+depth-cues,True,True,True
636,36,signal,arrival court,2.93,3.56,90,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
637,36,orchard,mud row,3.28,3.52,180,turn_right,True,none,mud row,first-person-room-card+depth-cues,True,True,True
638,36,repair_ring,cool corner,1.59,0.76,270,approach_resident,True,none,Juno,first-person-room-card+depth-cues,True,True,True
639,36,riverbend,arrival court,3.98,2.51,90,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
640,36,roofward,warm lane,1.56,2.73,180,turn_right,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
641,36,archive,memory desk,4.0,4.0,45,approach_resident,True,none,Toma,first-person-room-card+depth-cues,True,True,True
642,36,signal,mast base,2.93,3.56,90,drop_object,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
643,36,orchard,market plank,3.28,3.52,180,request_permission,True,none,market token,first-person-room-card+depth-cues,True,True,True
644,36,repair_ring,arrival court,1.47,0.68,270,wait_respectfully,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
645,36,riverbend,plank hall,3.98,2.51,90,drop_object,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
646,36,roofward,ledger loft,1.56,2.73,180,request_permission,True,none,sun lens,first-person-room-card+depth-cues,True,True,True
647,36,archive,arrival court,3.88,3.92,45,wait_respectfully,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
648,37,orchard,seed lane,3.16,3.44,180,wait_respectfully,True,none,seed lane,first-person-room-card+depth-cues,True,True,True
649,37,repair_ring,bell alcove,1.47,0.68,270,listen_memory,True,none,Juno,first-person-room-card+depth-cues,True,True,True
650,37,riverbend,kit alcove,3.98,2.51,90,request_permission,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
651,37,roofward,glass stair,1.44,2.65,180,wait_respectfully,True,none,glass stair,first-person-room-card+depth-cues,True,True,True
652,37,archive,ink niche,3.88,3.92,45,listen_memory,True,none,Toma,first-person-room-card+depth-cues,True,True,True
653,37,signal,arrival court,2.93,3.91,90,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
654,37,orchard,mud row,3.16,3.44,225,turn_right,True,none,mud row,first-person-room-card+depth-cues,True,True,True
655,37,repair_ring,cool corner,1.65,0.78,270,approach_resident,True,none,Juno,first-person-room-card+depth-cues,True,True,True
656,37,riverbend,arrival court,3.98,2.86,90,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
657,37,roofward,warm lane,1.44,2.65,225,turn_right,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
658,37,archive,memory desk,4.0,4.0,45,approach_resident,True,none,Toma,first-person-room-card+depth-cues,True,True,True
659,37,signal,mast base,2.93,3.91,90,drop_object,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
660,37,orchard,market plank,3.16,3.44,225,request_permission,True,none,market token,first-person-room-card+depth-cues,True,True,True
661,37,repair_ring,arrival court,1.53,0.7,270,wait_respectfully,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
662,37,riverbend,plank hall,3.98,2.86,90,drop_object,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
663,37,roofward,ledger loft,1.44,2.65,225,request_permission,True,none,sun lens,first-person-room-card+depth-cues,True,True,True
664,37,archive,arrival court,3.88,3.92,45,wait_respectfully,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
665,37,signal,lantern walk,2.93,3.91,90,listen_memory,True,none,Milo,first-person-room-card+depth-cues,True,True,True
666,38,repair_ring,bell alcove,1.53,0.7,270,listen_memory,True,none,Juno,first-person-room-card+depth-cues,True,True,True
667,38,riverbend,kit alcove,3.98,2.86,90,request_permission,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
668,38,roofward,glass stair,1.32,2.57,225,wait_respectfully,True,none,glass stair,first-person-room-card+depth-cues,True,True,True
669,38,archive,ink niche,3.88,3.92,45,listen_memory,True,none,Toma,first-person-room-card+depth-cues,True,True,True
670,38,signal,arrival court,2.93,4.0,90,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
671,38,orchard,mud row,3.16,3.44,270,turn_right,True,none,mud row,first-person-room-card+depth-cues,True,True,True
672,38,repair_ring,cool corner,1.71,0.8,270,approach_resident,True,none,Juno,first-person-room-card+depth-cues,True,True,True
673,38,riverbend,arrival court,3.98,3.21,90,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
674,38,roofward,warm lane,1.32,2.57,270,turn_right,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
675,38,archive,memory desk,4.0,4.0,45,approach_resident,True,none,Toma,first-person-room-card+depth-cues,True,True,True
676,38,signal,mast base,2.93,4.0,90,drop_object,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
677,38,orchard,market plank,3.16,3.44,270,request_permission,True,none,market token,first-person-room-card+depth-cues,True,True,True
678,38,repair_ring,arrival court,1.59,0.72,270,wait_respectfully,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
679,38,riverbend,plank hall,3.98,3.21,90,drop_object,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
680,38,roofward,ledger loft,1.32,2.57,270,request_permission,True,none,sun lens,first-person-room-card+depth-cues,True,True,True
681,38,archive,arrival court,3.88,3.92,45,wait_respectfully,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
682,38,signal,lantern walk,2.93,4.0,90,listen_memory,True,none,Milo,first-person-room-card+depth-cues,True,True,True
683,38,orchard,satchel shed,3.16,3.24,270,move_forward,True,none,satchel shed,first-person-room-card+depth-cues,True,True,True
684,39,riverbend,kit alcove,3.98,3.21,90,request_permission,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
685,39,roofward,glass stair,1.2,2.49,270,wait_respectfully,True,none,glass stair,first-person-room-card+depth-cues,True,True,True
686,39,archive,ink niche,3.88,3.92,45,listen_memory,True,none,Toma,first-person-room-card+depth-cues,True,True,True
687,39,signal,arrival court,2.93,4.0,90,move_forward,False,room edge,arrival court,first-person-room-card+depth-cues,True,True,True
688,39,orchard,mud row,3.16,3.24,315,turn_right,True,none,mud row,first-person-room-card+depth-cues,True,True,True
689,39,repair_ring,cool corner,1.77,0.82,270,approach_resident,True,none,Juno,first-person-room-card+depth-cues,True,True,True
690,39,riverbend,arrival court,3.98,3.56,90,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
691,39,roofward,warm lane,1.2,2.49,315,turn_right,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
692,39,archive,memory desk,4.0,4.0,45,approach_resident,True,none,Toma,first-person-room-card+depth-cues,True,True,True
693,39,signal,mast base,2.93,4.0,90,drop_object,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
694,39,orchard,market plank,3.16,3.24,315,request_permission,True,none,market token,first-person-room-card+depth-cues,True,True,True
695,39,repair_ring,arrival court,1.65,0.74,270,wait_respectfully,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
696,39,riverbend,plank hall,3.98,3.56,90,drop_object,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
697,39,roofward,ledger loft,1.2,2.49,315,request_permission,True,none,sun lens,first-person-room-card+depth-cues,True,True,True
698,39,archive,arrival court,3.88,3.92,45,wait_respectfully,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
699,39,signal,lantern walk,2.93,4.0,90,listen_memory,True,none,Milo,first-person-room-card+depth-cues,True,True,True
700,39,orchard,satchel shed,3.51,3.04,315,move_forward,True,none,satchel shed,first-person-room-card+depth-cues,True,True,True
701,39,repair_ring,wire bench,1.65,0.74,315,turn_right,True,none,wire bench,first-person-room-card+depth-cues,True,True,True
702,40,roofward,glass stair,1.08,2.41,315,wait_respectfully,True,none,glass stair,first-person-room-card+depth-cues,True,True,True
703,40,archive,ink niche,3.88,3.92,45,listen_memory,True,none,Toma,first-person-room-card+depth-cues,True,True,True
704,40,signal,arrival court,2.93,4.0,90,move_forward,False,room edge,arrival court,first-person-room-card+depth-cues,True,True,True
705,40,orchard,mud row,3.51,3.04,0,turn_right,True,none,mud row,first-person-room-card+depth-cues,True,True,True
706,40,repair_ring,cool corner,1.83,0.84,315,approach_resident,True,none,Juno,first-person-room-card+depth-cues,True,True,True
707,40,riverbend,arrival court,3.98,3.91,90,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
708,40,roofward,warm lane,1.08,2.41,0,turn_right,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
709,40,archive,memory desk,4.0,4.0,45,approach_resident,True,none,Toma,first-person-room-card+depth-cues,True,True,True
710,40,signal,mast base,2.93,4.0,90,drop_object,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
711,40,orchard,market plank,3.51,3.04,0,request_permission,True,none,market token,first-person-room-card+depth-cues,True,True,True
712,40,repair_ring,arrival court,1.71,0.76,315,wait_respectfully,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
713,40,riverbend,plank hall,3.98,3.91,90,drop_object,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
714,40,roofward,ledger loft,1.08,2.41,0,request_permission,True,none,sun lens,first-person-room-card+depth-cues,True,True,True
715,40,archive,arrival court,3.88,3.92,45,wait_respectfully,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
716,40,signal,lantern walk,2.93,4.0,90,listen_memory,True,none,Milo,first-person-room-card+depth-cues,True,True,True
717,40,orchard,satchel shed,3.86,3.04,0,move_forward,True,none,satchel shed,first-person-room-card+depth-cues,True,True,True
718,40,repair_ring,wire bench,1.71,0.76,0,turn_right,True,none,wire bench,first-person-room-card+depth-cues,True,True,True
719,40,riverbend,wet crossing,3.98,3.91,90,listen_memory,True,none,Lio,first-person-room-card+depth-cues,True,True,True
720,41,archive,ink niche,3.88,3.92,45,listen_memory,True,none,Toma,first-person-room-card+depth-cues,True,True,True
721,41,signal,arrival court,2.93,4.0,90,move_forward,False,room edge,arrival court,first-person-room-card+depth-cues,True,True,True
722,41,orchard,mud row,3.86,3.04,45,turn_right,True,none,mud row,first-person-room-card+depth-cues,True,True,True
723,41,repair_ring,cool corner,1.89,0.86,0,approach_resident,True,none,Juno,first-person-room-card+depth-cues,True,True,True
724,41,riverbend,arrival court,3.98,4.0,90,move_forward,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
725,41,roofward,warm lane,1.08,2.41,45,turn_right,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
726,41,archive,memory desk,4.0,4.0,45,approach_resident,True,none,Toma,first-person-room-card+depth-cues,True,True,True
727,41,signal,mast base,2.93,4.0,90,drop_object,True,none,mast rope,first-person-room-card+depth-cues,True,True,True
728,41,orchard,market plank,3.86,3.04,45,request_permission,True,none,market token,first-person-room-card+depth-cues,True,True,True
729,41,repair_ring,arrival court,1.77,0.78,0,wait_respectfully,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
730,41,riverbend,plank hall,3.98,4.0,90,drop_object,True,none,dry shawl,first-person-room-card+depth-cues,True,True,True
731,41,roofward,ledger loft,1.08,2.41,45,request_permission,True,none,sun lens,first-person-room-card+depth-cues,True,True,True
732,41,archive,arrival court,3.88,3.92,45,wait_respectfully,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
