tick_id,day,settlement_id,resident_id,prior_wound,repair_action,relationship_before,relationship_after,object_returned,apology_visible,space_given,repair_partial_not_magic,recovery_path_visible
2326,130,repair_ring,Juno,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2329,130,archive,Toma,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2343,131,repair_ring,Juno,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2346,131,archive,Toma,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2360,132,repair_ring,Juno,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2363,132,archive,Toma,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2377,133,repair_ring,Juno,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2380,133,archive,Toma,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2393,133,signal,Milo,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2394,134,repair_ring,Juno,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2397,134,archive,Toma,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2410,134,signal,Milo,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2414,135,archive,Toma,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2427,135,signal,Milo,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2431,136,archive,Toma,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2444,136,signal,Milo,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2447,136,riverbend,Lio,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2448,137,archive,Toma,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2461,137,signal,Milo,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2464,137,riverbend,Lio,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2478,138,signal,Milo,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2481,138,riverbend,Lio,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2495,139,signal,Milo,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2498,139,riverbend,Lio,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2512,140,signal,Milo,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2515,140,riverbend,Lio,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2529,141,signal,Milo,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2532,141,riverbend,Lio,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2546,142,signal,Milo,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2549,142,riverbend,Lio,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2563,143,signal,Milo,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2566,143,riverbend,Lio,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2580,144,signal,Milo,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2583,144,riverbend,Lio,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2597,145,signal,Milo,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2600,145,riverbend,Lio,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2614,146,signal,Milo,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2617,146,riverbend,Lio,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2627,146,orchard,Mara,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2631,147,signal,Milo,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2634,147,riverbend,Lio,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2644,147,orchard,Mara,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2648,148,signal,Milo,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2651,148,riverbend,Lio,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2661,148,orchard,Mara,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2665,149,signal,Milo,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2668,149,riverbend,Lio,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2678,149,orchard,Mara,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2681,149,roofward,Fay,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2682,150,signal,Milo,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2685,150,riverbend,Lio,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2695,150,orchard,Mara,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2698,150,roofward,Fay,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2702,151,riverbend,Lio,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2712,151,orchard,Mara,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2715,151,roofward,Fay,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2719,152,riverbend,Lio,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2729,152,orchard,Mara,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2732,152,roofward,Fay,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2736,153,riverbend,Lio,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2746,153,orchard,Mara,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2749,153,roofward,Fay,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2763,154,orchard,Mara,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2766,154,roofward,Fay,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2780,155,orchard,Mara,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2783,155,roofward,Fay,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2797,156,orchard,Mara,none,wait_respectfully,0.98,0.98,False,False,True,True,True
2800,156,roofward,Fay,none,wait_respectfully,0.98,0.98,False,False,True,True,True
