tick_id,day,route_id,probe_kind,pre_reload_hash,post_reload_hash,branch_restored,snapshot_restored,body_language_restored,dialogue_followup_restored,reload_ok
387,28,roofward_archive,none,v32-737856,v32-754930,True,True,True,True,True
388,28,archive_signal,none,v32-663549,v32-770664,True,True,True,True,True
389,28,signal_orchard,none,v32-673009,v32-666701,True,True,True,True,True
390,28,orchard_riverbend,none,v32-832803,v32-710949,True,True,True,True,True
391,28,central_repair_ring,none,v32-873118,v32-891361,True,True,True,True,True
392,29,riverbend_roofward,reload,v32-730546,v32-748038,True,True,True,True,True
393,29,roofward_archive,none,v32-737113,v32-731231,True,True,True,True,True
394,29,archive_signal,none,v32-752882,v32-680404,True,True,True,True,True
395,29,signal_orchard,none,v32-649612,v32-666536,True,True,True,True,True
396,29,orchard_riverbend,none,v32-757668,v32-775327,True,True,True,True,True
397,29,central_repair_ring,none,v32-873665,v32-892721,True,True,True,True,True
398,29,riverbend_roofward,none,v32-731244,v32-900714,True,True,True,True,True
399,29,roofward_archive,none,v32-714553,v32-748712,True,True,True,True,True
400,29,archive_signal,none,v32-662254,v32-679259,True,True,True,True,True
401,29,signal_orchard,none,v32-648602,v32-665515,True,True,True,True,True
402,29,orchard_riverbend,none,v32-756661,v32-918156,True,True,True,True,True
403,29,central_repair_ring,restore,v32-873311,v32-883068,True,True,True,True,True
404,29,riverbend_roofward,none,v32-881246,v32-747727,True,True,True,True,True
405,29,roofward_archive,none,v32-730087,v32-746957,True,True,True,True,True
406,30,signal_orchard,reload,v32-649200,v32-689957,True,True,True,True,True
407,30,orchard_riverbend,none,v32-832985,v32-711114,True,True,True,True,True
408,30,central_repair_ring,none,v32-865330,v32-883201,True,True,True,True,True
409,30,riverbend_roofward,none,v32-830160,v32-848310,True,True,True,True,True
410,30,roofward_archive,none,v32-828398,v32-855005,True,True,True,True,True
411,30,archive_signal,none,v32-662443,v32-695897,True,True,True,True,True
412,30,signal_orchard,none,v32-769713,v32-905659,True,True,True,True,True
413,30,orchard_riverbend,none,v32-693726,v32-710952,True,True,True,True,True
414,30,central_repair_ring,none,v32-864563,v32-899262,True,True,True,True,True
415,30,riverbend_roofward,none,v32-730556,v32-772685,True,True,True,True,True
416,30,roofward_archive,none,v32-837521,v32-916922,True,True,True,True,True
417,30,archive_signal,none,v32-679474,v32-680151,True,True,True,True,True
418,30,signal_orchard,none,v32-887867,v32-763348,True,True,True,True,True
419,30,orchard_riverbend,none,v32-694422,v32-711655,True,True,True,True,True
420,31,central_repair_ring,reload,v32-880663,v32-899278,True,True,True,True,True
421,31,riverbend_roofward,none,v32-754748,v32-747758,True,True,True,True,True
422,31,roofward_archive,none,v32-795612,v32-730948,True,True,True,True,True
423,31,archive_signal,none,v32-661858,v32-678861,True,True,True,True,True
424,31,signal_orchard,none,v32-745482,v32-763059,True,True,True,True,True
425,31,orchard_riverbend,none,v32-757512,v32-800288,True,True,True,True,True
426,31,central_repair_ring,none,v32-881536,v32-833048,True,True,True,True,True
427,31,riverbend_roofward,none,v32-730968,v32-772950,True,True,True,True,True
428,31,roofward_archive,none,v32-714147,v32-731524,True,True,True,True,True
429,31,archive_signal,none,v32-662428,v32-702985,True,True,True,True,True
430,31,signal_orchard,none,v32-745319,v32-905923,True,True,True,True,True
431,31,orchard_riverbend,none,v32-718291,v32-736436,True,True,True,True,True
432,31,central_repair_ring,none,v32-814862,v32-865877,True,True,True,True,True
433,31,riverbend_roofward,none,v32-755010,v32-772198,True,True,True,True,True
434,32,roofward_archive,reload,v32-713988,v32-755841,True,True,True,True,True
435,32,archive_signal,none,v32-685533,v32-702108,True,True,True,True,True
436,32,signal_orchard,none,v32-886940,v32-762477,True,True,True,True,True
437,32,orchard_riverbend,none,v32-718603,v32-710763,True,True,True,True,True
438,32,central_repair_ring,none,v32-848203,v32-866453,True,True,True,True,True
439,32,riverbend_roofward,none,v32-755120,v32-772160,True,True,True,True,True
440,32,roofward_archive,none,v32-738147,v32-813779,True,True,True,True,True
441,32,archive_signal,none,v32-684787,v32-702380,True,True,True,True,True
442,32,signal_orchard,none,v32-744618,v32-762188,True,True,True,True,True
443,32,orchard_riverbend,none,v32-693251,v32-734792,True,True,True,True,True
444,32,central_repair_ring,none,v32-848053,v32-833316,True,True,True,True,True
445,32,riverbend_roofward,none,v32-753199,v32-771142,True,True,True,True,True
446,32,roofward_archive,none,v32-795381,v32-730753,True,True,True,True,True
447,32,archive_signal,none,v32-685914,v32-679685,True,True,True,True,True
448,33,signal_orchard,reload,v32-711371,v32-752737,True,True,True,True,True
449,33,orchard_riverbend,none,v32-717979,v32-711050,True,True,True,True,True
450,33,central_repair_ring,none,v32-813921,v32-864915,True,True,True,True,True
451,33,riverbend_roofward,none,v32-753343,v32-747268,True,True,True,True,True
452,33,roofward_archive,none,v32-713096,v32-730464,True,True,True,True,True
453,33,archive_signal,none,v32-662388,v32-703550,True,True,True,True,True
454,33,signal_orchard,none,v32-672344,v32-803100,True,True,True,True,True
455,33,orchard_riverbend,none,v32-693661,v32-735057,True,True,True,True,True
456,33,central_repair_ring,none,v32-847248,v32-865491,True,True,True,True,True
457,33,riverbend_roofward,none,v32-730353,v32-772020,True,True,True,True,True
458,33,roofward_archive,none,v32-713793,v32-813703,True,True,True,True,True
459,33,archive_signal,none,v32-687075,v32-704997,True,True,True,True,True
460,33,signal_orchard,none,v32-785106,v32-665864,True,True,True,True,True
461,33,orchard_riverbend,none,v32-717385,v32-734311,True,True,True,True,True
462,34,central_repair_ring,reload,v32-847098,v32-891257,True,True,True,True,True
463,34,riverbend_roofward,none,v32-754086,v32-747555,True,True,True,True,True
464,34,roofward_archive,none,v32-795645,v32-731007,True,True,True,True,True
465,34,archive_signal,restore,v32-687654,v32-679933,True,True,True,True,True
466,34,signal_orchard,none,v32-649517,v32-666440,True,True,True,True,True
467,34,orchard_riverbend,none,v32-717501,v32-734281,True,True,True,True,True
468,34,central_repair_ring,none,v32-873562,v32-833079,True,True,True,True,True
469,34,riverbend_roofward,none,v32-730765,v32-748260,True,True,True,True,True
470,34,roofward_archive,none,v32-713348,v32-730718,True,True,True,True,True
471,34,archive_signal,none,v32-662634,v32-703642,True,True,True,True,True
472,34,signal_orchard,none,v32-649354,v32-803364,True,True,True,True,True
473,34,orchard_riverbend,none,v32-716739,v32-734419,True,True,True,True,True
474,34,central_repair_ring,none,v32-814891,v32-865900,True,True,True,True,True
475,34,riverbend_roofward,none,v32-730479,v32-747971,True,True,True,True,True
476,35,roofward_archive,reload,v32-714045,v32-755441,True,True,True,True,True
477,35,archive_signal,none,v32-687042,v32-680220,True,True,True,True,True
478,35,signal_orchard,none,v32-786224,v32-666975,True,True,True,True,True
479,35,orchard_riverbend,none,v32-717733,v32-711716,True,True,True,True,True
480,35,central_repair_ring,none,v32-847368,v32-865611,True,True,True,True,True
481,35,riverbend_roofward,none,v32-730193,v32-772480,True,True,True,True,True
482,35,roofward_archive,none,v32-737748,v32-813814,True,True,True,True,True
483,35,archive_signal,none,v32-663042,v32-703907,True,True,True,True,True
484,35,signal_orchard,none,v32-649761,v32-666686,True,True,True,True,True
485,35,orchard_riverbend,none,v32-694195,v32-735289,True,True,True,True,True
486,35,central_repair_ring,none,v32-848074,v32-833347,True,True,True,True,True
487,35,riverbend_roofward,none,v32-755528,v32-773951,True,True,True,True,True
488,35,roofward_archive,none,v32-796612,v32-731965,True,True,True,True,True
489,35,archive_signal,none,v32-687304,v32-704032,True,True,True,True,True
490,36,orchard_riverbend,reload,v32-717645,v32-734881,True,True,True,True,True
491,36,central_repair_ring,none,v32-815062,v32-866076,True,True,True,True,True
492,36,riverbend_roofward,none,v32-756036,v32-900092,True,True,True,True,True
493,36,roofward_archive,none,v32-714329,v32-731708,True,True,True,True,True
494,36,archive_signal,none,v32-686475,v32-680247,True,True,True,True,True
495,36,signal_orchard,none,v32-649950,v32-690569,True,True,True,True,True
496,36,orchard_riverbend,restore,v32-718192,v32-851894,True,True,True,True,True
497,36,central_repair_ring,none,v32-848535,v32-892221,True,True,True,True,True
498,36,riverbend_roofward,none,v32-882333,v32-748836,True,True,True,True,True
499,36,roofward_archive,none,v32-714899,v32-756921,True,True,True,True,True
500,36,archive_signal,none,v32-662222,v32-769323,True,True,True,True,True
501,36,signal_orchard,none,v32-672473,v32-665856,True,True,True,True,True
502,36,orchard_riverbend,none,v32-832737,v32-710854,True,True,True,True,True
503,36,central_repair_ring,none,v32-872677,v32-891730,True,True,True,True,True
504,37,riverbend_roofward,reload,v32-730331,v32-764707,True,True,True,True,True
505,37,roofward_archive,none,v32-738369,v32-731267,True,True,True,True,True
506,37,archive_signal,none,v32-752411,v32-679928,True,True,True,True,True
507,37,signal_orchard,none,v32-649633,v32-666556,True,True,True,True,True
508,37,orchard_riverbend,none,v32-694199,v32-711430,True,True,True,True,True
509,37,central_repair_ring,none,v32-874033,v32-866357,True,True,True,True,True
510,37,riverbend_roofward,none,v32-746950,v32-764087,True,True,True,True,True
511,37,roofward_archive,none,v32-713734,v32-731106,True,True,True,True,True
512,37,archive_signal,none,v32-662630,v32-679639,True,True,True,True,True
513,37,signal_orchard,none,v32-649347,v32-682604,True,True,True,True,True
514,37,orchard_riverbend,none,v32-694039,v32-851308,True,True,True,True,True
515,37,central_repair_ring,none,v32-915594,v32-934267,True,True,True,True,True
516,37,riverbend_roofward,none,v32-747063,v32-780213,True,True,True,True,True
517,37,roofward_archive,none,v32-714431,v32-731810,True,True,True,True,True
518,38,archive_signal,reload,v32-663324,v32-680340,True,True,True,True,True
519,38,signal_orchard,none,v32-666144,v32-666843,True,True,True,True,True
520,38,orchard_riverbend,none,v32-833005,v32-711106,True,True,True,True,True
521,38,central_repair_ring,none,v32-847808,v32-866053,True,True,True,True,True
522,38,riverbend_roofward,none,v32-762227,v32-779472,True,True,True,True,True
523,38,roofward_archive,none,v32-714145,v32-755849,True,True,True,True,True
524,38,archive_signal,none,v32-663162,v32-770290,True,True,True,True,True
525,38,signal_orchard,none,v32-649754,v32-690069,True,True,True,True,True
526,38,orchard_riverbend,none,v32-694449,v32-711682,True,True,True,True,True
527,38,central_repair_ring,restore,v32-848378,v32-892715,True,True,True,True,True
528,38,riverbend_roofward,none,v32-762476,v32-900653,True,True,True,True,True
529,38,roofward_archive,none,v32-737867,v32-731072,True,True,True,True,True
530,38,archive_signal,none,v32-751342,v32-678886,True,True,True,True,True
531,38,signal_orchard,none,v32-672702,v32-690382,True,True,True,True,True
532,39,orchard_riverbend,reload,v32-694289,v32-728187,True,True,True,True,True
533,39,central_repair_ring,none,v32-874017,v32-883621,True,True,True,True,True
534,39,riverbend_roofward,none,v32-882034,v32-748492,True,True,True,True,True
535,39,roofward_archive,none,v32-713539,v32-730911,True,True,True,True,True
536,39,archive_signal,none,v32-662453,v32-679462,True,True,True,True,True
537,39,signal_orchard,none,v32-673993,v32-667089,True,True,True,True,True
538,39,orchard_riverbend,none,v32-774223,v32-918701,True,True,True,True,True
539,39,central_repair_ring,none,v32-864747,v32-890605,True,True,True,True,True
540,39,riverbend_roofward,none,v32-730711,v32-748203,True,True,True,True,True
541,39,roofward_archive,none,v32-713253,v32-747399,True,True,True,True,True
542,39,archive_signal,none,v32-662291,v32-769370,True,True,True,True,True
543,39,signal_orchard,none,v32-648890,v32-665807,True,True,True,True,True
544,39,orchard_riverbend,none,v32-832762,v32-850912,True,True,True,True,True
545,39,central_repair_ring,none,v32-871920,v32-889997,True,True,True,True,True
546,40,riverbend_roofward,reload,v32-730256,v32-772544,True,True,True,True,True
547,40,roofward_archive,none,v32-730490,v32-731198,True,True,True,True,True
548,40,archive_signal,none,v32-752456,v32-679999,True,True,True,True,True
549,40,signal_orchard,none,v32-649583,v32-666507,True,True,True,True,True
550,40,orchard_riverbend,none,v32-832611,v32-710755,True,True,True,True,True
551,40,central_repair_ring,none,v32-871317,v32-881397,True,True,True,True,True
552,40,riverbend_roofward,none,v32-754735,v32-899527,True,True,True,True,True
553,40,roofward_archive,none,v32-713664,v32-755056,True,True,True,True,True
554,40,archive_signal,none,v32-662699,v32-679710,True,True,True,True,True
555,40,signal_orchard,none,v32-649297,v32-690211,True,True,True,True,True
556,40,orchard_riverbend,none,v32-694226,v32-851471,True,True,True,True,True
557,40,central_repair_ring,none,v32-863763,v32-891881,True,True,True,True,True
558,40,riverbend_roofward,restore,v32-881773,v32-748291,True,True,True,True,True
559,40,roofward_archive,none,v32-738096,v32-756250,True,True,True,True,True
560,41,archive_signal,reload,v32-662537,v32-695993,True,True,True,True,True
561,41,signal_orchard,none,v32-672843,v32-665929,True,True,True,True,True
562,41,orchard_riverbend,none,v32-833165,v32-711296,True,True,True,True,True
563,41,central_repair_ring,none,v32-873324,v32-892049,True,True,True,True,True
564,41,riverbend_roofward,none,v32-730510,v32-748002,True,True,True,True,True
565,41,roofward_archive,none,v32-738551,v32-731452,True,True,True,True,True
566,41,archive_signal,none,v32-742532,v32-835843,True,True,True,True,True
567,41,signal_orchard,none,v32-649704,v32-690467,True,True,True,True,True
568,41,orchard_riverbend,none,v32-694636,v32-711872,True,True,True,True,True
569,41,central_repair_ring,none,v32-874348,v32-891632,True,True,True,True,True
570,41,riverbend_roofward,none,v32-730352,v32-899803,True,True,True,True,True
571,41,roofward_archive,none,v32-713916,v32-731291,True,True,True,True,True
572,41,archive_signal,none,v32-752558,v32-680083,True,True,True,True,True
573,41,signal_orchard,none,v32-673096,v32-689885,True,True,True,True,True
574,42,central_repair_ring,reload,v32-872980,v32-882906,True,True,True,True,True
575,42,riverbend_roofward,none,v32-881952,v32-748451,True,True,True,True,True
576,42,roofward_archive,none,v32-714518,v32-814464,True,True,True,True,True
577,42,archive_signal,none,v32-663668,v32-680688,True,True,True,True,True
578,42,signal_orchard,none,v32-736010,v32-729344,True,True,True,True,True
579,42,orchard_riverbend,none,v32-694825,v32-736381,True,True,True,True,True
580,42,central_repair_ring,none,v32-864404,v32-858097,True,True,True,True,True
581,42,riverbend_roofward,none,v32-730797,v32-765178,True,True,True,True,True
582,42,roofward_archive,none,v32-796400,v32-731738,True,True,True,True,True
583,42,archive_signal,none,v32-663506,v32-680524,True,True,True,True,True
584,42,signal_orchard,none,v32-711828,v32-870102,True,True,True,True,True
585,42,orchard_riverbend,none,v32-718823,v32-736826,True,True,True,True,True
586,42,central_repair_ring,none,v32-840610,v32-866828,True,True,True,True,True
587,42,riverbend_roofward,none,v32-748144,v32-765140,True,True,True,True,True
588,43,roofward_archive,reload,v32-715056,v32-756770,True,True,True,True,True
589,43,archive_signal,restore,v32-664076,v32-681100,True,True,True,True,True
590,43,signal_orchard,none,v32-785744,v32-666490,True,True,True,True,True
591,43,orchard_riverbend,none,v32-719266,v32-711739,True,True,True,True,True
592,43,central_repair_ring,none,v32-848288,v32-866539,True,True,True,True,True
593,43,riverbend_roofward,none,v32-747248,v32-772913,True,True,True,True,True
594,43,roofward_archive,none,v32-739066,v32-814864,True,True,True,True,True
595,43,archive_signal,none,v32-663914,v32-705090,True,True,True,True,True
596,43,signal_orchard,none,v32-650137,v32-667066,True,True,True,True,True
597,43,orchard_riverbend,none,v32-695075,v32-736484,True,True,True,True,True
598,43,central_repair_ring,none,v32-848994,v32-834267,True,True,True,True,True
599,43,riverbend_roofward,none,v32-755956,v32-773771,True,True,True,True,True
600,43,roofward_archive,none,v32-795950,v32-731264,True,True,True,True,True
601,43,archive_signal,none,v32-686774,v32-703797,True,True,True,True,True
602,44,signal_orchard,reload,v32-649127,v32-666045,True,True,True,True,True
603,44,orchard_riverbend,none,v32-717952,v32-711170,True,True,True,True,True
604,44,central_repair_ring,none,v32-815222,v32-866244,True,True,True,True,True
605,44,riverbend_roofward,none,v32-755103,v32-748267,True,True,True,True,True
606,44,roofward_archive,none,v32-778263,v32-796068,True,True,True,True,True
607,44,archive_signal,none,v32-687197,v32-705420,True,True,True,True,True
608,44,signal_orchard,none,v32-649820,v32-803861,True,True,True,True,True
609,44,orchard_riverbend,none,v32-694638,v32-728540,True,True,True,True,True
610,44,central_repair_ring,none,v32-847711,v32-865955,True,True,True,True,True
611,44,riverbend_roofward,none,v32-730616,v32-748107,True,True,True,True,True
612,44,roofward_archive,none,v32-776960,v32-812128,True,True,True,True,True
613,44,archive_signal,none,v32-688075,v32-695905,True,True,True,True,True
614,44,signal_orchard,none,v32-785861,v32-666580,True,True,True,True,True
615,44,orchard_riverbend,none,v32-710909,v32-727645,True,True,True,True,True
616,45,central_repair_ring,reload,v32-848417,v32-892427,True,True,True,True,True
617,45,riverbend_roofward,none,v32-731186,v32-748683,True,True,True,True,True
618,45,roofward_archive,none,v32-730674,v32-813777,True,True,True,True,True
619,45,archive_signal,none,v32-678363,v32-703180,True,True,True,True,True
620,45,signal_orchard,restore,v32-649371,v32-666291,True,True,True,True,True
621,45,orchard_riverbend,none,v32-710021,v32-735314,True,True,True,True,True
622,45,central_repair_ring,none,v32-872642,v32-832309,True,True,True,True,True
623,45,riverbend_roofward,none,v32-731028,v32-773321,True,True,True,True,True
624,45,roofward_archive,none,v32-795719,v32-731069,True,True,True,True,True
625,45,archive_signal,none,v32-685726,v32-702440,True,True,True,True,True
626,45,signal_orchard,none,v32-650064,v32-804125,True,True,True,True,True
627,45,orchard_riverbend,none,v32-718623,v32-736168,True,True,True,True,True
628,45,central_repair_ring,none,v32-814985,v32-865995,True,True,True,True,True
629,45,riverbend_roofward,none,v32-756235,v32-773745,True,True,True,True,True
630,46,roofward_archive,reload,v32-713537,v32-730908,True,True,True,True,True
631,46,archive_signal,none,v32-684992,v32-679200,True,True,True,True,True
632,46,signal_orchard,none,v32-786123,v32-666826,True,True,True,True,True
633,46,orchard_riverbend,none,v32-718613,v32-711836,True,True,True,True,True
634,46,central_repair_ring,none,v32-847462,v32-865706,True,True,True,True,True
635,46,riverbend_roofward,none,v32-755798,v32-774531,True,True,True,True,True
636,46,roofward_archive,none,v32-714234,v32-814177,True,True,True,True,True
637,46,archive_signal,none,v32-662888,v32-696348,True,True,True,True,True
638,46,signal_orchard,none,v32-650471,v32-690648,True,True,True,True,True
639,46,orchard_riverbend,none,v32-757539,v32-775197,True,True,True,True,True
640,46,central_repair_ring,none,v32-847312,v32-832577,True,True,True,True,True
641,46,riverbend_roofward,none,v32-755555,v32-763610,True,True,True,True,True
642,46,roofward_archive,none,v32-796116,v32-731451,True,True,True,True,True
643,46,archive_signal,none,v32-678939,v32-695461,True,True,True,True,True
644,47,signal_orchard,reload,v32-672290,v32-688927,True,True,True,True,True
645,47,orchard_riverbend,none,v32-757253,v32-774908,True,True,True,True,True
646,47,central_repair_ring,none,v32-815251,v32-857134,True,True,True,True,True
647,47,riverbend_roofward,none,v32-746716,v32-772219,True,True,True,True,True
648,47,roofward_archive,none,v32-714645,v32-732027,True,True,True,True,True
649,47,archive_signal,none,v32-678915,v32-703891,True,True,True,True,True
650,47,signal_orchard,none,v32-671691,v32-803035,True,True,True,True,True
651,47,orchard_riverbend,restore,v32-693717,v32-735420,True,True,True,True,True
652,47,central_repair_ring,none,v32-838796,v32-866115,True,True,True,True,True
653,47,riverbend_roofward,none,v32-754283,v32-771467,True,True,True,True,True
654,47,roofward_archive,none,v32-714486,v32-814443,True,True,True,True,True
655,47,archive_signal,none,v32-686555,v32-703876,True,True,True,True,True
656,47,signal_orchard,none,v32-785766,v32-828106,True,True,True,True,True
657,47,orchard_riverbend,none,v32-718602,v32-735846,True,True,True,True,True
658,48,riverbend_roofward,reload,v32-754426,v32-773616,True,True,True,True,True
659,48,roofward_archive,none,v32-797141,v32-732474,True,True,True,True,True
660,48,archive_signal,none,v32-686446,v32-769854,True,True,True,True,True
661,48,signal_orchard,none,v32-809857,v32-820370,True,True,True,True,True
662,48,orchard_riverbend,none,v32-718072,v32-711135,True,True,True,True,True
663,48,central_repair_ring,none,v32-848057,v32-892392,True,True,True,True,True
664,48,riverbend_roofward,none,v32-755798,v32-900324,True,True,True,True,True
665,48,roofward_archive,none,v32-714929,v32-756641,True,True,True,True,True
666,48,archive_signal,none,v32-752936,v32-680465,True,True,True,True,True
667,48,signal_orchard,none,v32-802990,v32-829216,True,True,True,True,True
668,48,orchard_riverbend,none,v32-694602,v32-851851,True,True,True,True,True
669,48,central_repair_ring,none,v32-874688,v32-893911,True,True,True,True,True
670,48,riverbend_roofward,none,v32-881707,v32-748193,True,True,True,True,True
671,48,roofward_archive,none,v32-738812,v32-755892,True,True,True,True,True
672,49,archive_signal,reload,v32-663285,v32-704299,True,True,True,True,True
673,49,signal_orchard,none,v32-811054,v32-666681,True,True,True,True,True
674,49,orchard_riverbend,none,v32-833541,v32-711676,True,True,True,True,True
675,49,central_repair_ring,none,v32-875339,v32-866867,True,True,True,True,True
676,49,riverbend_roofward,none,v32-731270,v32-748769,True,True,True,True,True
677,49,roofward_archive,none,v32-739052,v32-756898,True,True,True,True,True
678,49,archive_signal,none,v32-687817,v32-771110,True,True,True,True,True
679,49,signal_orchard,none,v32-650449,v32-667381,True,True,True,True,True
680,49,orchard_riverbend,none,v32-694156,v32-711387,True,True,True,True,True
681,49,central_repair_ring,none,v32-848327,v32-892496,True,True,True,True,True
682,49,riverbend_roofward,restore,v32-731112,v32-900600,True,True,True,True,True
683,49,roofward_archive,none,v32-738049,v32-731414,True,True,True,True,True
684,49,archive_signal,none,v32-753324,v32-680838,True,True,True,True,True
685,49,signal_orchard,none,v32-650286,v32-667216,True,True,True,True,True
686,50,orchard_riverbend,reload,v32-758228,v32-800382,True,True,True,True,True
687,50,central_repair_ring,none,v32-874655,v32-867154,True,True,True,True,True
688,50,riverbend_roofward,none,v32-882837,v32-749314,True,True,True,True,True
689,50,roofward_archive,none,v32-714734,v32-732118,True,True,True,True,True
690,50,archive_signal,none,v32-663655,v32-680674,True,True,True,True,True
691,50,signal_orchard,none,v32-650000,v32-690920,True,True,True,True,True
692,50,orchard_riverbend,none,v32-718397,v32-851968,True,True,True,True,True
693,50,central_repair_ring,none,v32-848747,v32-892761,True,True,True,True,True
694,50,riverbend_roofward,none,v32-731524,v32-749025,True,True,True,True,True
695,50,roofward_archive,none,v32-714448,v32-755848,True,True,True,True,True
696,50,archive_signal,none,v32-664349,v32-771501,True,True,True,True,True
697,50,signal_orchard,none,v32-674525,v32-692361,True,True,True,True,True
698,50,orchard_riverbend,none,v32-834514,v32-712631,True,True,True,True,True
699,50,central_repair_ring,none,v32-874917,v32-892850,True,True,True,True,True
700,51,riverbend_roofward,reload,v32-730519,v32-772647,True,True,True,True,True
701,51,roofward_archive,none,v32-737177,v32-730684,True,True,True,True,True
702,51,archive_signal,none,v32-751694,v32-679229,True,True,True,True,True
703,51,signal_orchard,none,v32-674251,v32-666606,True,True,True,True,True
704,51,orchard_riverbend,none,v32-694255,v32-711486,True,True,True,True,True
705,51,central_repair_ring,none,v32-873300,v32-891059,True,True,True,True,True
706,51,riverbend_roofward,none,v32-755695,v32-900735,True,True,True,True,True
707,51,roofward_archive,none,v32-714012,v32-731388,True,True,True,True,True
708,51,archive_signal,none,v32-662793,v32-679805,True,True,True,True,True
709,51,signal_orchard,none,v32-650376,v32-667306,True,True,True,True,True
710,51,orchard_riverbend,none,v32-694095,v32-851382,True,True,True,True,True
711,51,central_repair_ring,none,v32-872508,v32-891227,True,True,True,True,True
712,51,riverbend_roofward,none,v32-882116,v32-748554,True,True,True,True,True
713,51,roofward_archive,restore,v32-713853,v32-731227,True,True,True,True,True
714,52,archive_signal,reload,v32-725155,v32-766767,True,True,True,True,True
715,52,signal_orchard,none,v32-650090,v32-667017,True,True,True,True,True
716,52,orchard_riverbend,none,v32-833935,v32-712027,True,True,True,True,True
717,52,central_repair_ring,none,v32-873532,v32-866994,True,True,True,True,True
718,52,riverbend_roofward,none,v32-731629,v32-749130,True,True,True,True,True
719,52,roofward_archive,none,v32-714423,v32-756440,True,True,True,True,True
720,52,archive_signal,none,v32-685860,v32-769567,True,True,True,True,True
721,52,signal_orchard,none,v32-649927,v32-690544,True,True,True,True,True
722,52,orchard_riverbend,none,v32-694631,v32-711865,True,True,True,True,True
723,52,central_repair_ring,none,v32-848454,v32-892137,True,True,True,True,True
724,52,riverbend_roofward,none,v32-730318,v32-899759,True,True,True,True,True
725,52,roofward_archive,none,v32-738740,v32-757040,True,True,True,True,True
726,52,archive_signal,none,v32-752652,v32-680178,True,True,True,True,True
727,52,signal_orchard,none,v32-674030,v32-690672,True,True,True,True,True
728,53,orchard_riverbend,reload,v32-694192,v32-735742,True,True,True,True,True
729,53,central_repair_ring,none,v32-873210,v32-866184,True,True,True,True,True
730,53,riverbend_roofward,none,v32-881147,v32-747648,True,True,True,True,True
731,53,roofward_archive,none,v32-739337,v32-731481,True,True,True,True,True
732,53,archive_signal,none,v32-662877,v32-679889,True,True,True,True,True
733,53,signal_orchard,none,v32-673299,v32-689789,True,True,True,True,True
734,53,orchard_riverbend,none,v32-718190,v32-851275,True,True,True,True,True
735,53,central_repair_ring,none,v32-847785,v32-866032,True,True,True,True,True
736,53,riverbend_roofward,none,v32-730730,v32-748224,True,True,True,True,True
737,53,roofward_archive,none,v32-714675,v32-756535,True,True,True,True,True
738,53,archive_signal,none,v32-663571,v32-770692,True,True,True,True,True
739,53,signal_orchard,none,v32-672294,v32-689666,True,True,True,True,True
740,53,orchard_riverbend,none,v32-832971,v32-711100,True,True,True,True,True
741,53,central_repair_ring,none,v32-847635,v32-865880,True,True,True,True,True
742,54,roofward_archive,reload,v32-738739,v32-755668,True,True,True,True,True
743,54,archive_signal,none,v32-752815,v32-680330,True,True,True,True,True
744,54,signal_orchard,restore,v32-672328,v32-803550,True,True,True,True,True
745,54,orchard_riverbend,none,v32-694473,v32-711707,True,True,True,True,True
746,54,central_repair_ring,none,v32-848110,v32-866360,True,True,True,True,True
747,54,riverbend_roofward,none,v32-731047,v32-748544,True,True,True,True,True
748,54,roofward_archive,none,v32-803256,v32-820755,True,True,True,True,True
749,54,archive_signal,none,v32-664008,v32-705029,True,True,True,True,True
750,54,signal_orchard,none,v32-785552,v32-666296,True,True,True,True,True
751,54,orchard_riverbend,none,v32-694187,v32-728085,True,True,True,True,True
752,54,central_repair_ring,none,v32-847960,v32-833227,True,True,True,True,True
753,54,riverbend_roofward,none,v32-730889,v32-748384,True,True,True,True,True
754,54,roofward_archive,none,v32-738090,v32-763990,True,True,True,True,True
755,54,archive_signal,none,v32-687560,v32-704445,True,True,True,True,True
756,55,signal_orchard,reload,v32-650068,v32-690989,True,True,True,True,True
757,55,orchard_riverbend,none,v32-711314,v32-711994,True,True,True,True,True
758,55,central_repair_ring,none,v32-815895,v32-866921,True,True,True,True,True
759,55,riverbend_roofward,none,v32-731587,v32-749089,True,True,True,True,True
760,55,roofward_archive,none,v32-746114,v32-764315,True,True,True,True,True
761,55,archive_signal,none,v32-686981,v32-695106,True,True,True,True,True
762,55,signal_orchard,none,v32-673737,v32-803947,True,True,True,True,True
763,55,orchard_riverbend,none,v32-694597,v32-735694,True,True,True,True,True
764,55,central_repair_ring,none,v32-848380,v32-866632,True,True,True,True,True
765,55,riverbend_roofward,none,v32-731301,v32-773598,True,True,True,True,True
766,55,roofward_archive,none,v32-747421,v32-815225,True,True,True,True,True
767,55,archive_signal,none,v32-678685,v32-704858,True,True,True,True,True
768,55,signal_orchard,none,v32-786802,v32-667531,True,True,True,True,True
769,55,orchard_riverbend,none,v32-718872,v32-736884,True,True,True,True,True
770,56,central_repair_ring,reload,v32-848230,v32-884247,True,True,True,True,True
771,56,riverbend_roofward,none,v32-755652,v32-748511,True,True,True,True,True
772,56,roofward_archive,none,v32-797155,v32-732469,True,True,True,True,True
773,56,archive_signal,none,v32-687514,v32-704990,True,True,True,True,True
774,56,signal_orchard,none,v32-650312,v32-667242,True,True,True,True,True
775,56,orchard_riverbend,restore,v32-719322,v32-712246,True,True,True,True,True
