event_id,week,checkpoint_id,import_hash,export_hash,restore_verified,carried_cultural_rows,durable_keys
253,8,,pending,c9e95c4840aac414,False,253,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
254,8,,pending,fc6e56497fc8870d,False,254,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
255,8,,pending,72bb4472dec01a58,False,255,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
256,8,,pending,5be76247ee706b92,False,256,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
257,8,,pending,8334e8bae3ba00f2,False,257,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
258,8,,pending,08e493548a7ba681,False,258,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
259,8,,pending,396d94e6c330ba51,False,259,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
260,8,,pending,aea348b8bf363632,False,260,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
261,8,,pending,b05db675bd21bcb9,False,261,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
262,8,,pending,e1b7867a81dfe477,False,262,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
263,8,,pending,44f77d5fbcda7eeb,False,263,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
264,8,,pending,baa62c3a12f513ca,False,264,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
265,8,,pending,bd53f237202146b9,False,265,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
266,8,,pending,f915250fbc09862a,False,266,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
267,8,,pending,355bf70cfed972b4,False,267,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
268,8,,pending,353cae894a3da623,False,268,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
269,8,,pending,852a429100b23a18,False,269,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
270,8,,pending,0e94d346fcadb5ed,False,270,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
271,8,,pending,4f5dbf0d39c24ea3,False,271,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
272,8,,pending,c1b583c7515d894e,False,272,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
273,8,,pending,11626a3557738a04,False,273,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
274,8,,pending,bb75b1cc3dbc67a9,False,274,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
275,8,,pending,c2179d25fed9e87a,False,275,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
276,8,,pending,ef93bec67ab27317,False,276,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
277,8,,pending,3b4b55a7dd597cbe,False,277,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
278,8,,pending,87db60b14f51e869,False,278,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
279,8,,pending,b6bfefe9ef9095ee,False,279,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
280,8,,pending,9d2041d25999e730,False,280,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
281,8,,pending,d3d6a40f9b27ed75,False,281,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
282,8,,pending,a02662e828cc8ec5,False,282,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
283,8,,pending,8ca53ab5669b5945,False,283,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
284,8,,pending,5f466f8efb8d4dba,False,284,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
285,8,,pending,a2a02202e11e8ac3,False,285,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
286,8,r245-week08-event286,1b7a74bc34a14416,1b7a74bc34a14416,True,286,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
287,8,,pending,71bd10a985311142,False,287,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
288,8,r245-week08-event288,4384238b7ab16ec3,4384238b7ab16ec3,True,288,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
