tick_id,day,settlement_id,resident_id,avatar_action,local_lexeme,public_translation,reply_line,dialect_conditioned,references_culture,references_technology,references_memory,private_workspace_hidden
205,18,orchard,Mara,give_space,orchard-give-sp-10,orchard-give-sp-10: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
206,18,repair_ring,Juno,ask_memory,repair_ring-ask-mem-11,repair_ring-ask-mem-11: give hands room near sparks,Juno: our kiln alloys still keep the avatar-waiting story and spark-distance-object blessing.,True,True,True,True,True
207,18,riverbend,Lio,request_tool,riverbend-request-12,riverbend-request-12: ask before crossing wet tools,Lio: riverbend-request-12 means ask first. Our plank-listening-avatar waiting myth and ask before crossing wet tools are carried by route engines.,True,True,True,True,True
208,18,roofward,Fay,give_space,roofward-give-sp-0,roofward-give-sp-0: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
209,18,archive,Toma,ask_memory,archive-ask-mem-1,archive-ask-mem-1: ask before touching signal spools,Toma: our memory looms still keep the avatar-waiting story and spool-naming-boundary asking.,True,True,True,True,True
210,18,signal,Milo,rest_near_resident,signal-rest-ne-2,signal-rest-ne-2: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
211,18,orchard,Mara,enter_world,orchard-enter-w-3,orchard-enter-w-3: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
212,18,repair_ring,Juno,ask_local_word,repair_ring-ask-loc-4,repair_ring-ask-loc-4: give hands room near sparks,"Juno: in repair_ring-dialect-8, repair_ring-ask-loc-4 carries safe repair space, spark-distance-object blessing, and give hands room near sparks.",True,True,False,True,True
213,18,riverbend,Lio,rest_near_resident,riverbend-rest-ne-5,riverbend-rest-ne-5: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
214,18,roofward,Fay,enter_world,roofward-enter-w-6,roofward-enter-w-6: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
215,18,archive,Toma,ask_local_word,archive-ask-loc-7,archive-ask-loc-7: ask before touching signal spools,"Toma: in archive-dialect-8, archive-ask-loc-7 carries signal memory, spool-naming-boundary asking, and ask before touching signal spools.",True,True,False,True,True
216,19,signal,Ren,move_near_object,signal-move-ne-8,signal-move-ne-8: light before haste,"Ren: slow steps. The lantern-turning-child naming says owned things need room, and signal lenses records that memory.",True,True,True,False,True
217,19,orchard,Ivo,follow_route,orchard-follow--9,orchard-follow--9: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
218,19,repair_ring,Pax,mark_map,repair_ring-mark-ma-10,repair_ring-mark-ma-10: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
219,19,riverbend,Ari,move_near_object,riverbend-move-ne-11,riverbend-move-ne-11: ask before crossing wet tools,"Ari: slow steps. The plank-listening-avatar waiting myth says owned things need room, and route engines records that memory.",True,True,True,False,True
220,19,roofward,Sera,follow_route,roofward-follow--12,roofward-follow--12: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
221,19,archive,Nia,mark_map,archive-mark-ma-0,archive-mark-ma-0: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
222,19,signal,Ren,leave_gift,signal-leave-g-1,signal-leave-g-1: light before haste,Ren: gift recorded through lantern-turning-child naming; next visit begins warmer under light before haste.,True,True,False,True,True
223,19,orchard,Ivo,inspect_ritual,orchard-inspect-2,orchard-inspect-2: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
224,19,repair_ring,Pax,offer_help,repair_ring-offer-h-3,repair_ring-offer-h-3: give hands room near sparks,Pax: help is welcome when it follows give hands room near sparks; kiln alloys made the work shareable.,True,True,True,True,True
225,19,riverbend,Ari,leave_gift,riverbend-leave-g-4,riverbend-leave-g-4: ask before crossing wet tools,Ari: gift recorded through plank-listening-avatar waiting myth; next visit begins warmer under ask before crossing wet tools.,True,True,False,True,True
226,19,roofward,Sera,inspect_ritual,roofward-inspect-5,roofward-inspect-5: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
227,19,archive,Nia,offer_help,archive-offer-h-6,archive-offer-h-6: ask before touching signal spools,Nia: help is welcome when it follows ask before touching signal spools; memory looms made the work shareable.,True,True,True,True,True
228,20,signal,Milo,give_space,signal-give-sp-7,signal-give-sp-7: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
229,20,orchard,Mara,ask_memory,orchard-ask-mem-8,orchard-ask-mem-8: keep tomorrow dry,Mara: our water clocks still keep the avatar-waiting story and satchel-vow-seasonal repair.,True,True,True,True,True
230,20,repair_ring,Juno,rest_near_resident,repair_ring-rest-ne-9,repair_ring-rest-ne-9: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
231,20,riverbend,Lio,give_space,riverbend-give-sp-10,riverbend-give-sp-10: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
232,20,roofward,Fay,ask_memory,roofward-ask-mem-11,roofward-ask-mem-11: wait before taking ledgers,Fay: our civic observatories still keep the avatar-waiting story and sun-ledger-trade witness.,True,True,True,True,True
233,20,archive,Toma,rest_near_resident,archive-rest-ne-12,archive-rest-ne-12: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
234,20,signal,Milo,enter_world,signal-enter-w-0,signal-enter-w-0: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
235,20,orchard,Mara,ask_local_word,orchard-ask-loc-1,orchard-ask-loc-1: keep tomorrow dry,"Mara: in orchard-dialect-8, orchard-ask-loc-1 carries dry seed continuity, satchel-vow-seasonal repair, and keep tomorrow dry.",True,True,False,True,True
236,20,repair_ring,Juno,request_tool,repair_ring-request-2,repair_ring-request-2: give hands room near sparks,Juno: repair_ring-request-2 means ask first. Our spark-distance-object blessing and give hands room near sparks are carried by kiln alloys.,True,True,True,True,True
237,20,riverbend,Lio,enter_world,riverbend-enter-w-3,riverbend-enter-w-3: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
238,20,roofward,Fay,ask_local_word,roofward-ask-loc-4,roofward-ask-loc-4: wait before taking ledgers,"Fay: in roofward-dialect-8, roofward-ask-loc-4 carries herb preservation, sun-ledger-trade witness, and wait before taking ledgers.",True,True,False,True,True
239,20,archive,Toma,request_tool,archive-request-5,archive-request-5: ask before touching signal spools,Toma: archive-request-5 means ask first. Our spool-naming-boundary asking and ask before touching signal spools are carried by memory looms.,True,True,True,True,True
240,21,signal,Ren,follow_route,signal-follow--6,signal-follow--6: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
241,21,orchard,Ivo,mark_map,orchard-mark-ma-7,orchard-mark-ma-7: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
242,21,repair_ring,Pax,leave_gift,repair_ring-leave-g-8,repair_ring-leave-g-8: give hands room near sparks,Pax: gift recorded through spark-distance-object blessing; next visit begins warmer under give hands room near sparks.,True,True,False,True,True
243,21,riverbend,Ari,follow_route,riverbend-follow--9,riverbend-follow--9: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
244,21,roofward,Sera,mark_map,roofward-mark-ma-10,roofward-mark-ma-10: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
245,21,archive,Nia,leave_gift,archive-leave-g-11,archive-leave-g-11: ask before touching signal spools,Nia: gift recorded through spool-naming-boundary asking; next visit begins warmer under ask before touching signal spools.,True,True,False,True,True
246,21,signal,Ren,inspect_ritual,signal-inspect-12,signal-inspect-12: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
247,21,orchard,Ivo,offer_help,orchard-offer-h-0,orchard-offer-h-0: keep tomorrow dry,Ivo: help is welcome when it follows keep tomorrow dry; water clocks made the work shareable.,True,True,True,True,True
248,21,repair_ring,Pax,move_near_object,repair_ring-move-ne-1,repair_ring-move-ne-1: give hands room near sparks,"Pax: slow steps. The spark-distance-object blessing says owned things need room, and kiln alloys records that memory.",True,True,True,False,True
249,21,riverbend,Ari,inspect_ritual,riverbend-inspect-2,riverbend-inspect-2: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
250,21,roofward,Sera,offer_help,roofward-offer-h-3,roofward-offer-h-3: wait before taking ledgers,Sera: help is welcome when it follows wait before taking ledgers; civic observatories made the work shareable.,True,True,True,True,True
251,21,archive,Nia,move_near_object,archive-move-ne-4,archive-move-ne-4: ask before touching signal spools,"Nia: slow steps. The spool-naming-boundary asking says owned things need room, and memory looms records that memory.",True,True,True,False,True
252,22,signal,Milo,ask_memory,signal-ask-mem-5,signal-ask-mem-5: light before haste,Milo: our signal lenses still keep the avatar-waiting story and lantern-turning-child naming.,True,True,True,True,True
253,22,orchard,Mara,rest_near_resident,orchard-rest-ne-6,orchard-rest-ne-6: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
254,22,repair_ring,Juno,enter_world,repair_ring-enter-w-7,repair_ring-enter-w-7: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
255,22,riverbend,Lio,ask_memory,riverbend-ask-mem-8,riverbend-ask-mem-8: ask before crossing wet tools,Lio: our route engines still keep the avatar-waiting story and plank-listening-avatar waiting myth.,True,True,True,True,True
256,22,roofward,Fay,rest_near_resident,roofward-rest-ne-9,roofward-rest-ne-9: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
257,22,archive,Toma,enter_world,archive-enter-w-10,archive-enter-w-10: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
258,22,signal,Milo,ask_local_word,signal-ask-loc-11,signal-ask-loc-11: light before haste,"Milo: in signal-dialect-8, signal-ask-loc-11 carries path visibility, lantern-turning-child naming, and light before haste.",True,True,False,True,True
259,22,orchard,Mara,request_tool,orchard-request-12,orchard-request-12: keep tomorrow dry,Mara: orchard-request-12 means ask first. Our satchel-vow-seasonal repair and keep tomorrow dry are carried by water clocks.,True,True,True,True,True
260,22,repair_ring,Juno,give_space,repair_ring-give-sp-0,repair_ring-give-sp-0: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
261,22,riverbend,Lio,ask_local_word,riverbend-ask-loc-1,riverbend-ask-loc-1: ask before crossing wet tools,"Lio: in riverbend-dialect-8, riverbend-ask-loc-1 carries dry crossing, plank-listening-avatar waiting myth, and ask before crossing wet tools.",True,True,False,True,True
262,22,roofward,Fay,request_tool,roofward-request-2,roofward-request-2: wait before taking ledgers,Fay: roofward-request-2 means ask first. Our sun-ledger-trade witness and wait before taking ledgers are carried by civic observatories.,True,True,True,True,True
263,22,archive,Toma,give_space,archive-give-sp-3,archive-give-sp-3: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
264,23,signal,Ren,mark_map,signal-mark-ma-4,signal-mark-ma-4: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
265,23,orchard,Ivo,leave_gift,orchard-leave-g-5,orchard-leave-g-5: keep tomorrow dry,Ivo: gift recorded through satchel-vow-seasonal repair; next visit begins warmer under keep tomorrow dry.,True,True,False,True,True
266,23,repair_ring,Pax,inspect_ritual,repair_ring-inspect-6,repair_ring-inspect-6: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
267,23,riverbend,Ari,mark_map,riverbend-mark-ma-7,riverbend-mark-ma-7: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
268,23,roofward,Sera,leave_gift,roofward-leave-g-8,roofward-leave-g-8: wait before taking ledgers,Sera: gift recorded through sun-ledger-trade witness; next visit begins warmer under wait before taking ledgers.,True,True,False,True,True
269,23,archive,Nia,inspect_ritual,archive-inspect-9,archive-inspect-9: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
270,23,signal,Ren,offer_help,signal-offer-h-10,signal-offer-h-10: light before haste,Ren: help is welcome when it follows light before haste; signal lenses made the work shareable.,True,True,True,True,True
271,23,orchard,Ivo,move_near_object,orchard-move-ne-11,orchard-move-ne-11: keep tomorrow dry,"Ivo: slow steps. The satchel-vow-seasonal repair says owned things need room, and water clocks records that memory.",True,True,True,False,True
272,23,repair_ring,Pax,follow_route,repair_ring-follow--12,repair_ring-follow--12: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
273,23,riverbend,Ari,offer_help,riverbend-offer-h-0,riverbend-offer-h-0: ask before crossing wet tools,Ari: help is welcome when it follows ask before crossing wet tools; route engines made the work shareable.,True,True,True,True,True
274,23,roofward,Sera,move_near_object,roofward-move-ne-1,roofward-move-ne-1: wait before taking ledgers,"Sera: slow steps. The sun-ledger-trade witness says owned things need room, and civic observatories records that memory.",True,True,True,False,True
275,23,archive,Nia,follow_route,archive-follow--2,archive-follow--2: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
276,24,orchard,Ivo,leave_gift,orchard-leave-g-3,orchard-leave-g-3: keep tomorrow dry,Ivo: gift recorded through satchel-vow-seasonal repair; next visit begins warmer under keep tomorrow dry.,True,True,False,True,True
277,24,repair_ring,Pax,inspect_ritual,repair_ring-inspect-4,repair_ring-inspect-4: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
278,24,riverbend,Ari,mark_map,riverbend-mark-ma-5,riverbend-mark-ma-5: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
279,24,roofward,Sera,leave_gift,roofward-leave-g-6,roofward-leave-g-6: wait before taking ledgers,Sera: gift recorded through sun-ledger-trade witness; next visit begins warmer under wait before taking ledgers.,True,True,False,True,True
280,24,archive,Nia,inspect_ritual,archive-inspect-7,archive-inspect-7: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
281,24,signal,Ren,offer_help,signal-offer-h-8,signal-offer-h-8: light before haste,Ren: help is welcome when it follows light before haste; signal lenses made the work shareable.,True,True,True,True,True
282,24,orchard,Ivo,move_near_object,orchard-move-ne-9,orchard-move-ne-9: keep tomorrow dry,"Ivo: slow steps. The satchel-vow-seasonal repair says owned things need room, and water clocks records that memory.",True,True,True,False,True
283,24,repair_ring,Pax,follow_route,repair_ring-follow--10,repair_ring-follow--10: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
284,24,riverbend,Ari,offer_help,riverbend-offer-h-11,riverbend-offer-h-11: ask before crossing wet tools,Ari: help is welcome when it follows ask before crossing wet tools; route engines made the work shareable.,True,True,True,True,True
285,24,roofward,Sera,move_near_object,roofward-move-ne-12,roofward-move-ne-12: wait before taking ledgers,"Sera: slow steps. The sun-ledger-trade witness says owned things need room, and civic observatories records that memory.",True,True,True,False,True
286,24,archive,Nia,follow_route,archive-follow--0,archive-follow--0: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
287,24,signal,Ren,mark_map,signal-mark-ma-1,signal-mark-ma-1: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
288,25,orchard,Mara,enter_world,orchard-enter-w-2,orchard-enter-w-2: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
289,25,repair_ring,Juno,ask_local_word,repair_ring-ask-loc-3,repair_ring-ask-loc-3: give hands room near sparks,"Juno: in repair_ring-dialect-8, repair_ring-ask-loc-3 carries safe repair space, spark-distance-object blessing, and give hands room near sparks.",True,True,False,True,True
290,25,riverbend,Lio,rest_near_resident,riverbend-rest-ne-4,riverbend-rest-ne-4: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
291,25,roofward,Fay,enter_world,roofward-enter-w-5,roofward-enter-w-5: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
292,25,archive,Toma,ask_local_word,archive-ask-loc-6,archive-ask-loc-6: ask before touching signal spools,"Toma: in archive-dialect-8, archive-ask-loc-6 carries signal memory, spool-naming-boundary asking, and ask before touching signal spools.",True,True,False,True,True
293,25,signal,Milo,request_tool,signal-request-7,signal-request-7: light before haste,Milo: signal-request-7 means ask first. Our lantern-turning-child naming and light before haste are carried by signal lenses.,True,True,True,True,True
294,25,orchard,Mara,give_space,orchard-give-sp-8,orchard-give-sp-8: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
295,25,repair_ring,Juno,ask_memory,repair_ring-ask-mem-9,repair_ring-ask-mem-9: give hands room near sparks,Juno: our kiln alloys still keep the avatar-waiting story and spark-distance-object blessing.,True,True,True,True,True
296,25,riverbend,Lio,request_tool,riverbend-request-10,riverbend-request-10: ask before crossing wet tools,Lio: riverbend-request-10 means ask first. Our plank-listening-avatar waiting myth and ask before crossing wet tools are carried by route engines.,True,True,True,True,True
297,25,roofward,Fay,give_space,roofward-give-sp-11,roofward-give-sp-11: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
298,25,archive,Toma,ask_memory,archive-ask-mem-12,archive-ask-mem-12: ask before touching signal spools,Toma: our memory looms still keep the avatar-waiting story and spool-naming-boundary asking.,True,True,True,True,True
299,25,signal,Milo,rest_near_resident,signal-rest-ne-0,signal-rest-ne-0: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
300,26,orchard,Ivo,inspect_ritual,orchard-inspect-1,orchard-inspect-1: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
301,26,repair_ring,Pax,offer_help,repair_ring-offer-h-2,repair_ring-offer-h-2: give hands room near sparks,Pax: help is welcome when it follows give hands room near sparks; kiln alloys made the work shareable.,True,True,True,True,True
302,26,riverbend,Ari,leave_gift,riverbend-leave-g-3,riverbend-leave-g-3: ask before crossing wet tools,Ari: gift recorded through plank-listening-avatar waiting myth; next visit begins warmer under ask before crossing wet tools.,True,True,False,True,True
303,26,roofward,Sera,inspect_ritual,roofward-inspect-4,roofward-inspect-4: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
304,26,archive,Nia,offer_help,archive-offer-h-5,archive-offer-h-5: ask before touching signal spools,Nia: help is welcome when it follows ask before touching signal spools; memory looms made the work shareable.,True,True,True,True,True
305,26,signal,Ren,move_near_object,signal-move-ne-6,signal-move-ne-6: light before haste,"Ren: slow steps. The lantern-turning-child naming says owned things need room, and signal lenses records that memory.",True,True,True,False,True
306,26,orchard,Ivo,follow_route,orchard-follow--7,orchard-follow--7: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
307,26,repair_ring,Pax,mark_map,repair_ring-mark-ma-8,repair_ring-mark-ma-8: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
308,26,riverbend,Ari,move_near_object,riverbend-move-ne-9,riverbend-move-ne-9: ask before crossing wet tools,"Ari: slow steps. The plank-listening-avatar waiting myth says owned things need room, and route engines records that memory.",True,True,True,False,True
309,26,roofward,Sera,follow_route,roofward-follow--10,roofward-follow--10: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
310,26,archive,Nia,mark_map,archive-mark-ma-11,archive-mark-ma-11: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
311,26,signal,Ren,leave_gift,signal-leave-g-12,signal-leave-g-12: light before haste,Ren: gift recorded through lantern-turning-child naming; next visit begins warmer under light before haste.,True,True,False,True,True
312,27,orchard,Mara,ask_local_word,orchard-ask-loc-0,orchard-ask-loc-0: keep tomorrow dry,"Mara: in orchard-dialect-8, orchard-ask-loc-0 carries dry seed continuity, satchel-vow-seasonal repair, and keep tomorrow dry.",True,True,False,True,True
313,27,repair_ring,Juno,request_tool,repair_ring-request-1,repair_ring-request-1: give hands room near sparks,Juno: repair_ring-request-1 means ask first. Our spark-distance-object blessing and give hands room near sparks are carried by kiln alloys.,True,True,True,True,True
314,27,riverbend,Lio,enter_world,riverbend-enter-w-2,riverbend-enter-w-2: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
315,27,roofward,Fay,ask_local_word,roofward-ask-loc-3,roofward-ask-loc-3: wait before taking ledgers,"Fay: in roofward-dialect-8, roofward-ask-loc-3 carries herb preservation, sun-ledger-trade witness, and wait before taking ledgers.",True,True,False,True,True
316,27,archive,Toma,request_tool,archive-request-4,archive-request-4: ask before touching signal spools,Toma: archive-request-4 means ask first. Our spool-naming-boundary asking and ask before touching signal spools are carried by memory looms.,True,True,True,True,True
317,27,signal,Milo,give_space,signal-give-sp-5,signal-give-sp-5: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
318,27,orchard,Mara,ask_memory,orchard-ask-mem-6,orchard-ask-mem-6: keep tomorrow dry,Mara: our water clocks still keep the avatar-waiting story and satchel-vow-seasonal repair.,True,True,True,True,True
319,27,repair_ring,Juno,rest_near_resident,repair_ring-rest-ne-7,repair_ring-rest-ne-7: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
320,27,riverbend,Lio,give_space,riverbend-give-sp-8,riverbend-give-sp-8: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
321,27,roofward,Fay,ask_memory,roofward-ask-mem-9,roofward-ask-mem-9: wait before taking ledgers,Fay: our civic observatories still keep the avatar-waiting story and sun-ledger-trade witness.,True,True,True,True,True
322,27,archive,Toma,rest_near_resident,archive-rest-ne-10,archive-rest-ne-10: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
323,27,signal,Milo,enter_world,signal-enter-w-11,signal-enter-w-11: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
324,28,orchard,Ivo,offer_help,orchard-offer-h-12,orchard-offer-h-12: keep tomorrow dry,Ivo: help is welcome when it follows keep tomorrow dry; water clocks made the work shareable.,True,True,True,True,True
325,28,repair_ring,Pax,move_near_object,repair_ring-move-ne-0,repair_ring-move-ne-0: give hands room near sparks,"Pax: slow steps. The spark-distance-object blessing says owned things need room, and kiln alloys records that memory.",True,True,True,False,True
326,28,riverbend,Ari,inspect_ritual,riverbend-inspect-1,riverbend-inspect-1: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
327,28,roofward,Sera,offer_help,roofward-offer-h-2,roofward-offer-h-2: wait before taking ledgers,Sera: help is welcome when it follows wait before taking ledgers; civic observatories made the work shareable.,True,True,True,True,True
328,28,archive,Nia,move_near_object,archive-move-ne-3,archive-move-ne-3: ask before touching signal spools,"Nia: slow steps. The spool-naming-boundary asking says owned things need room, and memory looms records that memory.",True,True,True,False,True
329,28,signal,Ren,follow_route,signal-follow--4,signal-follow--4: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
330,28,orchard,Ivo,mark_map,orchard-mark-ma-5,orchard-mark-ma-5: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
331,28,repair_ring,Pax,leave_gift,repair_ring-leave-g-6,repair_ring-leave-g-6: give hands room near sparks,Pax: gift recorded through spark-distance-object blessing; next visit begins warmer under give hands room near sparks.,True,True,False,True,True
332,28,riverbend,Ari,follow_route,riverbend-follow--7,riverbend-follow--7: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
333,28,roofward,Sera,mark_map,roofward-mark-ma-8,roofward-mark-ma-8: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
334,28,archive,Nia,leave_gift,archive-leave-g-9,archive-leave-g-9: ask before touching signal spools,Nia: gift recorded through spool-naming-boundary asking; next visit begins warmer under ask before touching signal spools.,True,True,False,True,True
335,28,signal,Ren,inspect_ritual,signal-inspect-10,signal-inspect-10: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
336,29,orchard,Mara,request_tool,orchard-request-11,orchard-request-11: keep tomorrow dry,Mara: orchard-request-11 means ask first. Our satchel-vow-seasonal repair and keep tomorrow dry are carried by water clocks.,True,True,True,True,True
337,29,repair_ring,Juno,give_space,repair_ring-give-sp-12,repair_ring-give-sp-12: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
338,29,riverbend,Lio,ask_local_word,riverbend-ask-loc-0,riverbend-ask-loc-0: ask before crossing wet tools,"Lio: in riverbend-dialect-8, riverbend-ask-loc-0 carries dry crossing, plank-listening-avatar waiting myth, and ask before crossing wet tools.",True,True,False,True,True
339,29,roofward,Fay,request_tool,roofward-request-1,roofward-request-1: wait before taking ledgers,Fay: roofward-request-1 means ask first. Our sun-ledger-trade witness and wait before taking ledgers are carried by civic observatories.,True,True,True,True,True
340,29,archive,Toma,give_space,archive-give-sp-2,archive-give-sp-2: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
