tick_id,day,tick,workshop_id,project_id,requested_by,requested_slot,capacity,occupancy,over_capacity,admitted,queue_position,safety_guardrail
277,14,17,signal yard,dusk_signal_court,Nia,day14-slot8,2,1,False,True,0,normal clearance
278,14,18,warm workshop,greenhouse_heat_loop,Ari,day14-slot9,2,3,True,True,0,queue noisy work; protect rest and tool clearance
279,14,19,wood bay,flood_bridge_market_route,Fay,day14-slot9,2,1,False,True,0,normal clearance
280,15,0,signal yard,dusk_signal_court,Nia,day15-slot0,2,2,False,True,0,normal clearance
281,15,1,warm workshop,greenhouse_heat_loop,Ari,day15-slot0,2,2,False,True,0,normal clearance
282,15,2,wood bay,flood_bridge_market_route,Fay,day15-slot1,2,2,False,True,0,normal clearance
283,15,3,archive bench,archive_public_kiosk,Nia,day15-slot1,2,2,False,True,0,normal clearance
284,15,4,signal yard,dusk_signal_court,Nia,day15-slot2,2,1,False,True,0,normal clearance
285,15,5,warm workshop,greenhouse_heat_loop,Ari,day15-slot2,2,3,True,False,1,queue noisy work; protect rest and tool clearance
286,15,6,wood bay,flood_bridge_market_route,Fay,day15-slot3,2,1,False,True,0,normal clearance
287,15,7,archive bench,archive_public_kiosk,Nia,day15-slot3,2,2,False,True,0,normal clearance
288,15,8,signal yard,dusk_signal_court,Nia,day15-slot4,2,2,False,True,0,normal clearance
289,15,9,warm workshop,greenhouse_heat_loop,Ari,day15-slot4,2,3,True,True,0,queue noisy work; protect rest and tool clearance
290,15,10,wood bay,flood_bridge_market_route,Fay,day15-slot5,2,2,False,True,0,normal clearance
291,15,11,archive bench,archive_public_kiosk,Nia,day15-slot5,2,1,False,True,0,normal clearance
292,15,12,signal yard,dusk_signal_court,Nia,day15-slot6,2,2,False,True,0,normal clearance
293,15,13,warm workshop,greenhouse_heat_loop,Ari,day15-slot6,2,2,False,True,0,normal clearance
294,15,14,wood bay,flood_bridge_market_route,Fay,day15-slot7,2,2,False,True,0,normal clearance
295,15,15,archive bench,archive_public_kiosk,Nia,day15-slot7,2,2,False,True,0,normal clearance
296,15,16,signal yard,dusk_signal_court,Nia,day15-slot8,2,1,False,True,0,normal clearance
297,15,17,warm workshop,greenhouse_heat_loop,Ari,day15-slot8,2,3,True,False,1,queue noisy work; protect rest and tool clearance
298,15,18,wood bay,flood_bridge_market_route,Fay,day15-slot9,2,1,False,True,0,normal clearance
299,15,19,archive bench,archive_public_kiosk,Nia,day15-slot9,2,2,False,True,0,normal clearance
300,16,0,signal yard,dusk_signal_court,Fay,day16-slot0,2,3,True,False,1,queue noisy work; protect rest and tool clearance
301,16,1,warm workshop,greenhouse_heat_loop,Milo,day16-slot0,2,1,False,True,0,normal clearance
302,16,2,wood bay,flood_bridge_market_route,Milo,day16-slot1,2,2,False,True,0,normal clearance
303,16,3,archive bench,archive_public_kiosk,Ari,day16-slot1,2,1,False,True,0,normal clearance
304,16,4,signal yard,dusk_signal_court,Fay,day16-slot2,2,2,False,True,0,normal clearance
305,16,5,warm workshop,greenhouse_heat_loop,Milo,day16-slot2,2,1,False,True,0,normal clearance
306,16,6,wood bay,flood_bridge_market_route,Milo,day16-slot3,2,1,False,True,0,normal clearance
307,16,7,archive bench,archive_public_kiosk,Ari,day16-slot3,2,2,False,True,0,normal clearance
308,16,8,signal yard,dusk_signal_court,Fay,day16-slot4,2,2,False,True,0,normal clearance
309,16,9,warm workshop,greenhouse_heat_loop,Milo,day16-slot4,2,2,False,True,0,normal clearance
310,16,10,wood bay,flood_bridge_market_route,Milo,day16-slot5,2,1,False,True,0,normal clearance
311,16,11,archive bench,archive_public_kiosk,Ari,day16-slot5,2,1,False,True,0,normal clearance
312,16,12,signal yard,dusk_signal_court,Fay,day16-slot6,2,3,True,False,1,queue noisy work; protect rest and tool clearance
313,16,13,warm workshop,greenhouse_heat_loop,Milo,day16-slot6,2,1,False,True,0,normal clearance
314,16,14,wood bay,flood_bridge_market_route,Milo,day16-slot7,2,2,False,True,0,normal clearance
315,16,15,archive bench,archive_public_kiosk,Ari,day16-slot7,2,1,False,True,0,normal clearance
316,16,16,signal yard,dusk_signal_court,Fay,day16-slot8,2,2,False,True,0,normal clearance
317,16,17,warm workshop,greenhouse_heat_loop,Milo,day16-slot8,2,1,False,True,0,normal clearance
318,16,18,wood bay,flood_bridge_market_route,Milo,day16-slot9,2,1,False,True,0,normal clearance
319,16,19,archive bench,archive_public_kiosk,Ari,day16-slot9,2,2,False,True,0,normal clearance
320,17,0,signal yard,dusk_signal_court,Ari,day17-slot0,2,2,False,True,0,normal clearance
321,17,1,warm workshop,greenhouse_heat_loop,Fay,day17-slot0,2,2,False,True,0,normal clearance
322,17,2,wood bay,flood_bridge_market_route,Nia,day17-slot1,2,2,False,True,0,normal clearance
323,17,3,archive bench,archive_public_kiosk,Fay,day17-slot1,2,2,False,True,0,normal clearance
324,17,4,signal yard,dusk_signal_court,Ari,day17-slot2,2,2,False,True,0,normal clearance
325,17,5,warm workshop,greenhouse_heat_loop,Fay,day17-slot2,2,1,False,True,0,normal clearance
326,17,6,wood bay,flood_bridge_market_route,Nia,day17-slot3,2,2,False,True,0,normal clearance
327,17,7,archive bench,archive_public_kiosk,Fay,day17-slot3,2,3,True,True,0,queue noisy work; protect rest and tool clearance
328,17,8,signal yard,dusk_signal_court,Ari,day17-slot4,2,1,False,True,0,normal clearance
329,17,9,warm workshop,greenhouse_heat_loop,Fay,day17-slot4,2,2,False,True,0,normal clearance
330,17,10,wood bay,flood_bridge_market_route,Nia,day17-slot5,2,1,False,True,0,normal clearance
331,17,11,archive bench,archive_public_kiosk,Fay,day17-slot5,2,3,True,False,1,queue noisy work; protect rest and tool clearance
332,17,12,signal yard,dusk_signal_court,Ari,day17-slot6,2,2,False,True,0,normal clearance
333,17,13,warm workshop,greenhouse_heat_loop,Fay,day17-slot6,2,2,False,True,0,normal clearance
334,17,14,wood bay,flood_bridge_market_route,Nia,day17-slot7,2,2,False,True,0,normal clearance
335,17,15,archive bench,archive_public_kiosk,Fay,day17-slot7,2,2,False,True,0,normal clearance
336,17,16,signal yard,dusk_signal_court,Ari,day17-slot8,2,2,False,True,0,normal clearance
337,17,17,warm workshop,greenhouse_heat_loop,Fay,day17-slot8,2,1,False,True,0,normal clearance
338,17,18,wood bay,flood_bridge_market_route,Nia,day17-slot9,2,2,False,True,0,normal clearance
339,17,19,archive bench,archive_public_kiosk,Fay,day17-slot9,2,3,True,True,0,queue noisy work; protect rest and tool clearance
340,18,0,signal yard,dusk_signal_court,Milo,day18-slot0,2,1,False,True,0,normal clearance
341,18,1,warm workshop,greenhouse_heat_loop,Nia,day18-slot0,2,2,False,True,0,normal clearance
342,18,2,wood bay,flood_bridge_market_route,Ari,day18-slot1,2,2,False,True,0,normal clearance
343,18,3,archive bench,archive_public_kiosk,Milo,day18-slot1,2,1,False,True,0,normal clearance
344,18,4,signal yard,dusk_signal_court,Milo,day18-slot2,2,2,False,True,0,normal clearance
345,18,5,warm workshop,greenhouse_heat_loop,Nia,day18-slot2,2,1,False,True,0,normal clearance
346,18,6,wood bay,flood_bridge_market_route,Ari,day18-slot3,2,3,True,True,0,queue noisy work; protect rest and tool clearance
347,18,7,archive bench,archive_public_kiosk,Milo,day18-slot3,2,1,False,True,0,normal clearance
348,18,8,signal yard,dusk_signal_court,Milo,day18-slot4,2,1,False,True,0,normal clearance
349,18,9,warm workshop,greenhouse_heat_loop,Nia,day18-slot4,2,1,False,True,0,normal clearance
350,18,10,wood bay,flood_bridge_market_route,Ari,day18-slot5,2,2,False,True,0,normal clearance
351,18,11,archive bench,archive_public_kiosk,Milo,day18-slot5,2,2,False,True,0,normal clearance
352,18,12,signal yard,dusk_signal_court,Milo,day18-slot6,2,1,False,True,0,normal clearance
353,18,13,warm workshop,greenhouse_heat_loop,Nia,day18-slot6,2,2,False,True,0,normal clearance
354,18,14,wood bay,flood_bridge_market_route,Ari,day18-slot7,2,2,False,True,0,normal clearance
355,18,15,archive bench,archive_public_kiosk,Milo,day18-slot7,2,1,False,True,0,normal clearance
356,18,16,signal yard,dusk_signal_court,Milo,day18-slot8,2,2,False,True,0,normal clearance
357,18,17,warm workshop,greenhouse_heat_loop,Nia,day18-slot8,2,1,False,True,0,normal clearance
358,18,18,wood bay,flood_bridge_market_route,Ari,day18-slot9,2,3,True,True,0,queue noisy work; protect rest and tool clearance
359,18,19,archive bench,archive_public_kiosk,Milo,day18-slot9,2,1,False,True,0,normal clearance
360,19,0,signal yard,dusk_signal_court,Nia,day19-slot0,2,1,False,True,0,normal clearance
361,19,1,warm workshop,greenhouse_heat_loop,Ari,day19-slot0,2,3,True,True,0,queue noisy work; protect rest and tool clearance
362,19,2,wood bay,flood_bridge_market_route,Fay,day19-slot1,2,1,False,True,0,normal clearance
363,19,3,archive bench,archive_public_kiosk,Nia,day19-slot1,2,2,False,True,0,normal clearance
364,19,4,signal yard,dusk_signal_court,Nia,day19-slot2,2,2,False,True,0,normal clearance
365,19,5,warm workshop,greenhouse_heat_loop,Ari,day19-slot2,2,3,True,True,0,queue noisy work; protect rest and tool clearance
366,19,6,wood bay,flood_bridge_market_route,Fay,day19-slot3,2,2,False,True,0,normal clearance
367,19,7,archive bench,archive_public_kiosk,Nia,day19-slot3,2,1,False,True,0,normal clearance
368,19,8,signal yard,dusk_signal_court,Nia,day19-slot4,2,2,False,True,0,normal clearance
369,19,9,warm workshop,greenhouse_heat_loop,Ari,day19-slot4,2,2,False,True,0,normal clearance
370,19,10,wood bay,flood_bridge_market_route,Fay,day19-slot5,2,2,False,True,0,normal clearance
371,19,11,archive bench,archive_public_kiosk,Nia,day19-slot5,2,2,False,True,0,normal clearance
372,19,12,signal yard,dusk_signal_court,Nia,day19-slot6,2,1,False,True,0,normal clearance
373,19,13,warm workshop,greenhouse_heat_loop,Ari,day19-slot6,2,3,True,True,0,queue noisy work; protect rest and tool clearance
374,19,14,wood bay,flood_bridge_market_route,Fay,day19-slot7,2,1,False,True,0,normal clearance
375,19,15,archive bench,archive_public_kiosk,Nia,day19-slot7,2,2,False,True,0,normal clearance
376,19,16,signal yard,dusk_signal_court,Nia,day19-slot8,2,2,False,True,0,normal clearance
377,19,17,warm workshop,greenhouse_heat_loop,Ari,day19-slot8,2,3,True,True,0,queue noisy work; protect rest and tool clearance
378,19,18,wood bay,flood_bridge_market_route,Fay,day19-slot9,2,2,False,True,0,normal clearance
379,19,19,archive bench,archive_public_kiosk,Nia,day19-slot9,2,1,False,True,0,normal clearance
380,20,0,warm workshop,greenhouse_heat_loop,Ari,day20-slot0,2,3,True,True,0,queue noisy work; protect rest and tool clearance
381,20,1,wood bay,flood_bridge_market_route,Fay,day20-slot0,2,1,False,True,0,normal clearance
382,20,2,archive bench,archive_public_kiosk,Nia,day20-slot1,2,2,False,True,0,normal clearance
383,20,3,signal yard,dusk_signal_court,Nia,day20-slot1,2,2,False,True,0,normal clearance
384,20,4,warm workshop,greenhouse_heat_loop,Ari,day20-slot2,2,3,True,False,1,queue noisy work; protect rest and tool clearance
385,20,5,wood bay,flood_bridge_market_route,Fay,day20-slot2,2,2,False,True,0,normal clearance
386,20,6,archive bench,archive_public_kiosk,Nia,day20-slot3,2,1,False,True,0,normal clearance
387,20,7,signal yard,dusk_signal_court,Nia,day20-slot3,2,2,False,True,0,normal clearance
388,20,8,warm workshop,greenhouse_heat_loop,Ari,day20-slot4,2,2,False,True,0,normal clearance
389,20,9,wood bay,flood_bridge_market_route,Fay,day20-slot4,2,2,False,True,0,normal clearance
390,20,10,archive bench,archive_public_kiosk,Nia,day20-slot5,2,2,False,True,0,normal clearance
391,20,11,signal yard,dusk_signal_court,Nia,day20-slot5,2,1,False,True,0,normal clearance
392,20,12,warm workshop,greenhouse_heat_loop,Ari,day20-slot6,2,3,True,True,0,queue noisy work; protect rest and tool clearance
393,20,13,wood bay,flood_bridge_market_route,Fay,day20-slot6,2,1,False,True,0,normal clearance
394,20,14,archive bench,archive_public_kiosk,Nia,day20-slot7,2,2,False,True,0,normal clearance
395,20,15,signal yard,dusk_signal_court,Nia,day20-slot7,2,2,False,True,0,normal clearance
396,20,16,warm workshop,greenhouse_heat_loop,Ari,day20-slot8,2,3,True,False,1,queue noisy work; protect rest and tool clearance
397,20,17,wood bay,flood_bridge_market_route,Fay,day20-slot8,2,2,False,True,0,normal clearance
398,20,18,archive bench,archive_public_kiosk,Nia,day20-slot9,2,1,False,True,0,normal clearance
399,20,19,signal yard,dusk_signal_court,Nia,day20-slot9,2,2,False,True,0,normal clearance
400,21,0,warm workshop,greenhouse_heat_loop,Milo,day21-slot0,2,1,False,True,0,normal clearance
401,21,1,wood bay,flood_bridge_market_route,Milo,day21-slot0,2,1,False,True,0,normal clearance
402,21,2,archive bench,archive_public_kiosk,Ari,day21-slot1,2,2,False,True,0,normal clearance
403,21,3,signal yard,dusk_signal_court,Fay,day21-slot1,2,2,False,True,0,normal clearance
404,21,4,warm workshop,greenhouse_heat_loop,Milo,day21-slot2,2,2,False,True,0,normal clearance
405,21,5,wood bay,flood_bridge_market_route,Milo,day21-slot2,2,1,False,True,0,normal clearance
406,21,6,archive bench,archive_public_kiosk,Ari,day21-slot3,2,1,False,True,0,normal clearance
407,21,7,signal yard,dusk_signal_court,Fay,day21-slot3,2,3,True,True,0,queue noisy work; protect rest and tool clearance
408,21,8,warm workshop,greenhouse_heat_loop,Milo,day21-slot4,2,1,False,True,0,normal clearance
409,21,9,wood bay,flood_bridge_market_route,Milo,day21-slot4,2,2,False,True,0,normal clearance
410,21,10,archive bench,archive_public_kiosk,Ari,day21-slot5,2,1,False,True,0,normal clearance
411,21,11,signal yard,dusk_signal_court,Fay,day21-slot5,2,2,False,True,0,normal clearance
412,21,12,warm workshop,greenhouse_heat_loop,Milo,day21-slot6,2,1,False,True,0,normal clearance
413,21,13,wood bay,flood_bridge_market_route,Milo,day21-slot6,2,1,False,True,0,normal clearance
414,21,14,archive bench,archive_public_kiosk,Ari,day21-slot7,2,2,False,True,0,normal clearance
415,21,15,signal yard,dusk_signal_court,Fay,day21-slot7,2,2,False,True,0,normal clearance
416,21,16,warm workshop,greenhouse_heat_loop,Milo,day21-slot8,2,2,False,True,0,normal clearance
417,21,17,wood bay,flood_bridge_market_route,Milo,day21-slot8,2,1,False,True,0,normal clearance
418,21,18,archive bench,archive_public_kiosk,Ari,day21-slot9,2,1,False,True,0,normal clearance
419,21,19,signal yard,dusk_signal_court,Fay,day21-slot9,2,3,True,True,0,queue noisy work; protect rest and tool clearance
420,22,0,warm workshop,greenhouse_heat_loop,Fay,day22-slot0,2,1,False,True,0,normal clearance
421,22,1,wood bay,flood_bridge_market_route,Nia,day22-slot0,2,2,False,True,0,normal clearance
422,22,2,archive bench,archive_public_kiosk,Fay,day22-slot1,2,3,True,True,0,queue noisy work; protect rest and tool clearance
423,22,3,signal yard,dusk_signal_court,Ari,day22-slot1,2,1,False,True,0,normal clearance
424,22,4,warm workshop,greenhouse_heat_loop,Fay,day22-slot2,2,2,False,True,0,normal clearance
425,22,5,wood bay,flood_bridge_market_route,Nia,day22-slot2,2,1,False,True,0,normal clearance
426,22,6,archive bench,archive_public_kiosk,Fay,day22-slot3,2,3,True,True,0,queue noisy work; protect rest and tool clearance
427,22,7,signal yard,dusk_signal_court,Ari,day22-slot3,2,2,False,True,0,normal clearance
428,22,8,warm workshop,greenhouse_heat_loop,Fay,day22-slot4,2,2,False,True,0,normal clearance
429,22,9,wood bay,flood_bridge_market_route,Nia,day22-slot4,2,2,False,True,0,normal clearance
430,22,10,archive bench,archive_public_kiosk,Fay,day22-slot5,2,2,False,True,0,normal clearance
431,22,11,signal yard,dusk_signal_court,Ari,day22-slot5,2,2,False,True,0,normal clearance
432,22,12,warm workshop,greenhouse_heat_loop,Fay,day22-slot6,2,1,False,True,0,normal clearance
433,22,13,wood bay,flood_bridge_market_route,Nia,day22-slot6,2,2,False,True,0,normal clearance
434,22,14,archive bench,archive_public_kiosk,Fay,day22-slot7,2,3,True,True,0,queue noisy work; protect rest and tool clearance
435,22,15,signal yard,dusk_signal_court,Ari,day22-slot7,2,1,False,True,0,normal clearance
436,22,16,warm workshop,greenhouse_heat_loop,Fay,day22-slot8,2,2,False,True,0,normal clearance
437,22,17,wood bay,flood_bridge_market_route,Nia,day22-slot8,2,1,False,True,0,normal clearance
438,22,18,archive bench,archive_public_kiosk,Fay,day22-slot9,2,3,True,True,0,queue noisy work; protect rest and tool clearance
439,22,19,signal yard,dusk_signal_court,Ari,day22-slot9,2,2,False,True,0,normal clearance
440,23,0,warm workshop,greenhouse_heat_loop,Nia,day23-slot0,2,1,False,True,0,normal clearance
441,23,1,wood bay,flood_bridge_market_route,Ari,day23-slot0,2,3,True,True,0,queue noisy work; protect rest and tool clearance
442,23,2,archive bench,archive_public_kiosk,Milo,day23-slot1,2,1,False,True,0,normal clearance
443,23,3,signal yard,dusk_signal_court,Milo,day23-slot1,2,1,False,True,0,normal clearance
444,23,4,warm workshop,greenhouse_heat_loop,Nia,day23-slot2,2,1,False,True,0,normal clearance
445,23,5,wood bay,flood_bridge_market_route,Ari,day23-slot2,2,2,False,True,0,normal clearance
446,23,6,archive bench,archive_public_kiosk,Milo,day23-slot3,2,2,False,True,0,normal clearance
447,23,7,signal yard,dusk_signal_court,Milo,day23-slot3,2,1,False,True,0,normal clearance
448,23,8,warm workshop,greenhouse_heat_loop,Nia,day23-slot4,2,2,False,True,0,normal clearance
449,23,9,wood bay,flood_bridge_market_route,Ari,day23-slot4,2,2,False,True,0,normal clearance
450,23,10,archive bench,archive_public_kiosk,Milo,day23-slot5,2,1,False,True,0,normal clearance
451,23,11,signal yard,dusk_signal_court,Milo,day23-slot5,2,2,False,True,0,normal clearance
452,23,12,warm workshop,greenhouse_heat_loop,Nia,day23-slot6,2,1,False,True,0,normal clearance
453,23,13,wood bay,flood_bridge_market_route,Ari,day23-slot6,2,3,True,True,0,queue noisy work; protect rest and tool clearance
454,23,14,archive bench,archive_public_kiosk,Milo,day23-slot7,2,1,False,True,0,normal clearance
455,23,15,signal yard,dusk_signal_court,Milo,day23-slot7,2,1,False,True,0,normal clearance
456,23,16,warm workshop,greenhouse_heat_loop,Nia,day23-slot8,2,1,False,True,0,normal clearance
457,23,17,wood bay,flood_bridge_market_route,Ari,day23-slot8,2,2,False,True,0,normal clearance
458,23,18,archive bench,archive_public_kiosk,Milo,day23-slot9,2,2,False,True,0,normal clearance
459,23,19,signal yard,dusk_signal_court,Milo,day23-slot9,2,1,False,True,0,normal clearance
460,24,0,warm workshop,greenhouse_heat_loop,Ari,day24-slot0,2,3,True,True,0,queue noisy work; protect rest and tool clearance
461,24,1,wood bay,flood_bridge_market_route,Fay,day24-slot0,2,2,False,True,0,normal clearance
462,24,2,archive bench,archive_public_kiosk,Nia,day24-slot1,2,1,False,True,0,normal clearance
463,24,3,signal yard,dusk_signal_court,Nia,day24-slot1,2,2,False,True,0,normal clearance
464,24,4,warm workshop,greenhouse_heat_loop,Ari,day24-slot2,2,2,False,True,0,normal clearance
465,24,5,wood bay,flood_bridge_market_route,Fay,day24-slot2,2,2,False,True,0,normal clearance
466,24,6,archive bench,archive_public_kiosk,Nia,day24-slot3,2,2,False,True,0,normal clearance
467,24,7,signal yard,dusk_signal_court,Nia,day24-slot3,2,1,False,True,0,normal clearance
468,24,8,warm workshop,greenhouse_heat_loop,Ari,day24-slot4,2,3,True,False,1,queue noisy work; protect rest and tool clearance
469,24,9,wood bay,flood_bridge_market_route,Fay,day24-slot4,2,1,False,True,0,normal clearance
470,24,10,archive bench,archive_public_kiosk,Nia,day24-slot5,2,2,False,True,0,normal clearance
471,24,11,signal yard,dusk_signal_court,Nia,day24-slot5,2,2,False,True,0,normal clearance
472,24,12,warm workshop,greenhouse_heat_loop,Ari,day24-slot6,2,3,True,True,0,queue noisy work; protect rest and tool clearance
473,24,13,wood bay,flood_bridge_market_route,Fay,day24-slot6,2,2,False,True,0,normal clearance
474,24,14,archive bench,archive_public_kiosk,Nia,day24-slot7,2,1,False,True,0,normal clearance
475,24,15,signal yard,dusk_signal_court,Nia,day24-slot7,2,2,False,True,0,normal clearance
476,24,16,warm workshop,greenhouse_heat_loop,Ari,day24-slot8,2,2,False,True,0,normal clearance
477,24,17,wood bay,flood_bridge_market_route,Fay,day24-slot8,2,2,False,True,0,normal clearance
478,24,18,archive bench,archive_public_kiosk,Nia,day24-slot9,2,2,False,True,0,normal clearance
479,24,19,signal yard,dusk_signal_court,Nia,day24-slot9,2,1,False,True,0,normal clearance
480,25,0,wood bay,flood_bridge_market_route,Fay,day25-slot0,2,2,False,True,0,normal clearance
481,25,1,archive bench,archive_public_kiosk,Nia,day25-slot0,2,1,False,True,0,normal clearance
482,25,2,signal yard,dusk_signal_court,Nia,day25-slot1,2,2,False,True,0,normal clearance
483,25,3,warm workshop,greenhouse_heat_loop,Ari,day25-slot1,2,2,False,True,0,normal clearance
484,25,4,wood bay,flood_bridge_market_route,Fay,day25-slot2,2,2,False,True,0,normal clearance
485,25,5,archive bench,archive_public_kiosk,Nia,day25-slot2,2,2,False,True,0,normal clearance
486,25,6,signal yard,dusk_signal_court,Nia,day25-slot3,2,1,False,True,0,normal clearance
487,25,7,warm workshop,greenhouse_heat_loop,Ari,day25-slot3,2,3,True,True,0,queue noisy work; protect rest and tool clearance
488,25,8,wood bay,flood_bridge_market_route,Fay,day25-slot4,2,1,False,True,0,normal clearance
489,25,9,archive bench,archive_public_kiosk,Nia,day25-slot4,2,2,False,True,0,normal clearance
490,25,10,signal yard,dusk_signal_court,Nia,day25-slot5,2,2,False,True,0,normal clearance
491,25,11,warm workshop,greenhouse_heat_loop,Ari,day25-slot5,2,3,True,True,0,queue noisy work; protect rest and tool clearance
492,25,12,wood bay,flood_bridge_market_route,Fay,day25-slot6,2,2,False,True,0,normal clearance
493,25,13,archive bench,archive_public_kiosk,Nia,day25-slot6,2,1,False,True,0,normal clearance
494,25,14,signal yard,dusk_signal_court,Nia,day25-slot7,2,2,False,True,0,normal clearance
495,25,15,warm workshop,greenhouse_heat_loop,Ari,day25-slot7,2,2,False,True,0,normal clearance
496,25,16,wood bay,flood_bridge_market_route,Fay,day25-slot8,2,2,False,True,0,normal clearance
497,25,17,archive bench,archive_public_kiosk,Nia,day25-slot8,2,2,False,True,0,normal clearance
498,25,18,signal yard,dusk_signal_court,Nia,day25-slot9,2,1,False,True,0,normal clearance
499,25,19,warm workshop,greenhouse_heat_loop,Ari,day25-slot9,2,3,True,True,0,queue noisy work; protect rest and tool clearance
500,26,0,wood bay,flood_bridge_market_route,Milo,day26-slot0,2,1,False,True,0,normal clearance
501,26,1,archive bench,archive_public_kiosk,Ari,day26-slot0,2,1,False,True,0,normal clearance
502,26,2,signal yard,dusk_signal_court,Fay,day26-slot1,2,3,True,True,0,queue noisy work; protect rest and tool clearance
503,26,3,warm workshop,greenhouse_heat_loop,Milo,day26-slot1,2,1,False,True,0,normal clearance
504,26,4,wood bay,flood_bridge_market_route,Milo,day26-slot2,2,2,False,True,0,normal clearance
505,26,5,archive bench,archive_public_kiosk,Ari,day26-slot2,2,1,False,True,0,normal clearance
506,26,6,signal yard,dusk_signal_court,Fay,day26-slot3,2,2,False,True,0,normal clearance
507,26,7,warm workshop,greenhouse_heat_loop,Milo,day26-slot3,2,1,False,True,0,normal clearance
508,26,8,wood bay,flood_bridge_market_route,Milo,day26-slot4,2,1,False,True,0,normal clearance
509,26,9,archive bench,archive_public_kiosk,Ari,day26-slot4,2,2,False,True,0,normal clearance
510,26,10,signal yard,dusk_signal_court,Fay,day26-slot5,2,2,False,True,0,normal clearance
511,26,11,warm workshop,greenhouse_heat_loop,Milo,day26-slot5,2,2,False,True,0,normal clearance
512,26,12,wood bay,flood_bridge_market_route,Milo,day26-slot6,2,1,False,True,0,normal clearance
513,26,13,archive bench,archive_public_kiosk,Ari,day26-slot6,2,1,False,True,0,normal clearance
514,26,14,signal yard,dusk_signal_court,Fay,day26-slot7,2,3,True,True,0,queue noisy work; protect rest and tool clearance
515,26,15,warm workshop,greenhouse_heat_loop,Milo,day26-slot7,2,1,False,True,0,normal clearance
516,26,16,wood bay,flood_bridge_market_route,Milo,day26-slot8,2,2,False,True,0,normal clearance
517,26,17,archive bench,archive_public_kiosk,Ari,day26-slot8,2,1,False,True,0,normal clearance
518,26,18,signal yard,dusk_signal_court,Fay,day26-slot9,2,2,False,True,0,normal clearance
519,26,19,warm workshop,greenhouse_heat_loop,Milo,day26-slot9,2,1,False,True,0,normal clearance
520,27,0,wood bay,flood_bridge_market_route,Nia,day27-slot0,2,1,False,True,0,normal clearance
521,27,1,archive bench,archive_public_kiosk,Fay,day27-slot0,2,3,True,True,0,queue noisy work; protect rest and tool clearance
522,27,2,signal yard,dusk_signal_court,Ari,day27-slot1,2,2,False,True,0,normal clearance
523,27,3,warm workshop,greenhouse_heat_loop,Fay,day27-slot1,2,2,False,True,0,normal clearance
524,27,4,wood bay,flood_bridge_market_route,Nia,day27-slot2,2,2,False,True,0,normal clearance
525,27,5,archive bench,archive_public_kiosk,Fay,day27-slot2,2,2,False,True,0,normal clearance
526,27,6,signal yard,dusk_signal_court,Ari,day27-slot3,2,2,False,True,0,normal clearance
527,27,7,warm workshop,greenhouse_heat_loop,Fay,day27-slot3,2,1,False,True,0,normal clearance
528,27,8,wood bay,flood_bridge_market_route,Nia,day27-slot4,2,2,False,True,0,normal clearance
529,27,9,archive bench,archive_public_kiosk,Fay,day27-slot4,2,3,True,False,1,queue noisy work; protect rest and tool clearance
530,27,10,signal yard,dusk_signal_court,Ari,day27-slot5,2,1,False,True,0,normal clearance
531,27,11,warm workshop,greenhouse_heat_loop,Fay,day27-slot5,2,2,False,True,0,normal clearance
532,27,12,wood bay,flood_bridge_market_route,Nia,day27-slot6,2,1,False,True,0,normal clearance
533,27,13,archive bench,archive_public_kiosk,Fay,day27-slot6,2,3,True,True,0,queue noisy work; protect rest and tool clearance
534,27,14,signal yard,dusk_signal_court,Ari,day27-slot7,2,2,False,True,0,normal clearance
535,27,15,warm workshop,greenhouse_heat_loop,Fay,day27-slot7,2,2,False,True,0,normal clearance
536,27,16,wood bay,flood_bridge_market_route,Nia,day27-slot8,2,2,False,True,0,normal clearance
537,27,17,archive bench,archive_public_kiosk,Fay,day27-slot8,2,2,False,True,0,normal clearance
538,27,18,signal yard,dusk_signal_court,Ari,day27-slot9,2,2,False,True,0,normal clearance
539,27,19,warm workshop,greenhouse_heat_loop,Fay,day27-slot9,2,1,False,True,0,normal clearance
540,28,0,wood bay,flood_bridge_market_route,Ari,day28-slot0,2,2,False,True,0,normal clearance
541,28,1,archive bench,archive_public_kiosk,Milo,day28-slot0,2,2,False,True,0,normal clearance
542,28,2,signal yard,dusk_signal_court,Milo,day28-slot1,2,1,False,True,0,normal clearance
543,28,3,warm workshop,greenhouse_heat_loop,Nia,day28-slot1,2,2,False,True,0,normal clearance
544,28,4,wood bay,flood_bridge_market_route,Ari,day28-slot2,2,2,False,True,0,normal clearance
545,28,5,archive bench,archive_public_kiosk,Milo,day28-slot2,2,1,False,True,0,normal clearance
546,28,6,signal yard,dusk_signal_court,Milo,day28-slot3,2,2,False,True,0,normal clearance
547,28,7,warm workshop,greenhouse_heat_loop,Nia,day28-slot3,2,1,False,True,0,normal clearance
548,28,8,wood bay,flood_bridge_market_route,Ari,day28-slot4,2,3,True,False,1,queue noisy work; protect rest and tool clearance
549,28,9,archive bench,archive_public_kiosk,Milo,day28-slot4,2,1,False,True,0,normal clearance
550,28,10,signal yard,dusk_signal_court,Milo,day28-slot5,2,1,False,True,0,normal clearance
551,28,11,warm workshop,greenhouse_heat_loop,Nia,day28-slot5,2,1,False,True,0,normal clearance
552,28,12,wood bay,flood_bridge_market_route,Ari,day28-slot6,2,2,False,True,0,normal clearance
