tick_id,day,settlement_id,resident_id,avatar_action,resident_response,dialogue_hook,consent_or_boundary_state,gaze_after,posture_after,relationship_delta,queue_delta,trust_repair_marker,turn_visible,private_workspace_sealed
643,36,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
644,36,repair_ring,Juno,wait_respectfully,Juno: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.01,stable,True,True
645,36,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
646,36,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
648,37,orchard,Mara,wait_respectfully,Mara: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.01,stable,True,True
649,37,repair_ring,Juno,listen_memory,Juno: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
650,37,riverbend,Lio,request_permission,Lio: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
652,37,archive,Toma,listen_memory,Toma: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
655,37,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
656,37,riverbend,Lio,move_forward,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
658,37,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
659,37,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
660,37,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
662,37,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
663,37,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
664,37,archive,Toma,wait_respectfully,Toma: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.01,stable,True,True
665,37,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
666,38,repair_ring,Juno,listen_memory,Juno: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
667,38,riverbend,Lio,request_permission,Lio: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
668,38,roofward,Fay,wait_respectfully,Fay: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.01,stable,True,True
669,38,archive,Toma,listen_memory,Toma: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
672,38,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
675,38,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
676,38,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
677,38,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
679,38,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
680,38,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
682,38,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
684,39,riverbend,Lio,request_permission,Lio: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
686,39,archive,Toma,listen_memory,Toma: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
688,39,orchard,Mara,turn_right,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
689,39,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
692,39,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
693,39,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
694,39,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
696,39,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
697,39,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
699,39,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
700,39,orchard,Mara,move_forward,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
703,40,archive,Toma,listen_memory,Toma: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
704,40,signal,Milo,move_forward,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
706,40,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
708,40,roofward,Fay,turn_right,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,-0.001,stable,True,True
709,40,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
710,40,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
711,40,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
712,40,repair_ring,Juno,wait_respectfully,Juno: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.01,stable,True,True
713,40,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
714,40,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
716,40,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
719,40,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
720,41,archive,Toma,listen_memory,Toma: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
723,41,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
724,41,riverbend,Lio,move_forward,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
726,41,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
727,41,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
728,41,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.002,stable,True,True
730,41,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
731,41,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
732,41,archive,Toma,wait_respectfully,Toma: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.01,stable,True,True
733,41,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
736,41,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
740,42,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
743,42,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
744,42,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
745,42,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,0.006,stable,True,True
747,42,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
748,42,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
750,42,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
752,42,repair_ring,Juno,turn_right,Juno: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
753,42,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
756,43,orchard,Mara,turn_right,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,-0.001,stable,True,True
757,43,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
760,43,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
761,43,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
762,43,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
764,43,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
765,43,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
767,43,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
768,43,orchard,Mara,move_forward,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,-0.001,stable,True,True
770,43,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
772,43,archive,Toma,turn_right,Toma: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
773,43,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
774,44,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
776,44,roofward,Fay,turn_right,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
777,44,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
778,44,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
779,44,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,0.006,stable,True,True
780,44,repair_ring,Juno,wait_respectfully,Juno: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.01,stable,True,True
781,44,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
782,44,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
784,44,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
787,44,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
788,44,roofward,Fay,move_forward,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
790,44,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
791,44,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
792,45,riverbend,Lio,move_forward,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,-0.001,stable,True,True
794,45,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
795,45,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
796,45,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
798,45,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
799,45,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
800,45,archive,Toma,wait_respectfully,Toma: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.01,stable,True,True
801,45,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
804,45,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
807,45,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
808,45,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
809,45,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
811,46,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
812,46,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
813,46,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
815,46,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
816,46,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.003,stable,True,True
818,46,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
820,46,repair_ring,Juno,turn_right,Juno: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
821,46,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
824,46,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
825,46,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
826,46,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
827,46,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
828,47,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
829,47,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
830,47,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
832,47,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
833,47,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
835,47,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
836,47,orchard,Mara,move_forward,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
838,47,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
840,47,archive,Toma,turn_right,Toma: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,-0.001,stable,True,True
841,47,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
842,47,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
843,47,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
844,47,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
845,47,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
846,48,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
847,48,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
848,48,repair_ring,Juno,wait_respectfully,Juno: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.01,stable,True,True
849,48,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
850,48,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
852,48,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
855,48,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
856,48,roofward,Fay,move_forward,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
858,48,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
859,48,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
860,48,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
861,48,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
862,48,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
863,48,archive,Toma,request_permission,Toma: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
864,49,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
866,49,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
867,49,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
868,49,archive,Toma,wait_respectfully,Toma: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.01,stable,True,True
869,49,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
872,49,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
875,49,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
876,49,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
877,49,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
878,49,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
879,49,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
880,49,archive,Toma,request_permission,Toma: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
883,50,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
884,50,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
886,50,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
888,50,repair_ring,Juno,turn_right,Juno: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
889,50,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
892,50,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
893,50,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
894,50,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
895,50,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
896,50,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
897,50,archive,Toma,request_permission,Toma: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
899,50,orchard,Mara,listen_memory,Mara: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
900,51,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
901,51,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
903,51,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
904,51,orchard,Mara,move_forward,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
906,51,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
908,51,archive,Toma,turn_right,Toma: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
909,51,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
910,51,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
911,51,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.002,stable,True,True
912,51,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
913,51,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
914,51,archive,Toma,request_permission,Toma: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
916,51,orchard,Mara,listen_memory,Mara: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
918,52,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
920,52,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
923,52,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
924,52,roofward,Fay,move_forward,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,-0.001,stable,True,True
926,52,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
927,52,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
928,52,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,0.006,stable,True,True
929,52,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
930,52,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
931,52,archive,Toma,request_permission,Toma: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
932,52,signal,Milo,wait_respectfully,Milo: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.01,stable,True,True
933,52,orchard,Mara,listen_memory,Mara: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
936,53,archive,Toma,wait_respectfully,Toma: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.009,stable,True,True
937,53,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
940,53,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
943,53,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
944,53,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
945,53,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
946,53,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
947,53,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
948,53,archive,Toma,request_permission,Toma: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
950,53,orchard,Mara,listen_memory,Mara: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
952,53,riverbend,Lio,wait_respectfully,Lio: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.01,stable,True,True
953,53,roofward,Fay,listen_memory,Fay: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
