tick_id,day,infrastructure_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_infrastructure
232,13,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
233,13,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
234,14,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
235,14,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
236,14,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
237,14,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
238,14,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,watchful idle,flower-node,True
239,14,archive_public_kiosk,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
240,14,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,cold draft,wet surface,fatigued maintenance posture,maintenance-pulse,True
241,14,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
242,14,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,flower-node,True
243,14,archive_public_kiosk,visible cracks,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
244,14,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
245,14,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
246,14,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
247,14,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
248,14,dusk_signal_workshop,visible cracks,work rhythm,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
249,14,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
250,14,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
251,14,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,ambient-rate,True
252,15,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
253,15,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
254,15,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
255,15,archive_public_kiosk,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
256,15,dusk_signal_workshop,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,flower-node,True
257,15,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
258,15,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
259,15,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
260,15,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,flower-node,True
261,15,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
262,15,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
263,15,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
264,15,dusk_signal_workshop,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,flower-node,True
265,15,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
266,15,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
267,15,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
268,15,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
269,15,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,ambient-rate,True
270,16,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
271,16,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
272,16,river_mill_bridge,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
273,16,roof_greenhouse_cistern,steady structure,work rhythm,wet wood,warm work air,wet surface,skilled work posture,maintenance-pulse,True
274,16,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
275,16,dusk_signal_workshop,steady structure,work rhythm,oil and paper,cold draft,wet surface,skilled work posture,maintenance-pulse,True
276,16,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
277,16,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
278,16,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,flower-node,True
279,16,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
280,16,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
281,16,roof_greenhouse_cistern,steady structure,work rhythm,wet wood,warm work air,wet surface,skilled work posture,maintenance-pulse,True
282,16,archive_public_kiosk,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,flower-node,True
283,16,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
284,16,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
285,16,roof_greenhouse_cistern,visible cracks,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
286,16,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
287,16,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,ambient-rate,True
288,17,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,flower-node,True
289,17,roof_greenhouse_cistern,visible cracks,quiet upkeep,wet wood,warm work air,wet surface,fatigued maintenance posture,maintenance-pulse,True
290,17,archive_public_kiosk,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
291,17,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
292,17,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,flower-node,True
293,17,roof_greenhouse_cistern,visible cracks,work rhythm,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
294,17,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
295,17,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
296,17,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,flower-node,True
297,17,roof_greenhouse_cistern,visible cracks,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
298,17,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
299,17,dusk_signal_workshop,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
300,17,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,flower-node,True
301,17,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
302,17,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
303,17,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
304,17,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,flower-node,True
305,17,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,ambient-rate,True
306,18,archive_public_kiosk,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,flower-node,True
307,18,dusk_signal_workshop,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
308,18,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
309,18,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
310,18,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,cold draft,wet surface,watchful idle,flower-node,True
311,18,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
312,18,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
313,18,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
314,18,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,flower-node,True
315,18,dusk_signal_workshop,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
316,18,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
317,18,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
318,18,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
319,18,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
320,18,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
321,18,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
322,18,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
323,18,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,cold draft,wet surface,watchful idle,ambient-rate,True
324,19,river_mill_bridge,visible cracks,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,flower-node,True
325,19,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
326,19,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
327,19,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
328,19,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,flower-node,True
329,19,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
330,19,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
331,19,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
332,19,river_mill_bridge,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,flower-node,True
333,19,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,watchful idle,maintenance-pulse,True
334,19,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,cold draft,wet surface,watchful idle,maintenance-pulse,True
335,19,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
336,19,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,flower-node,True
337,19,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
338,19,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
339,19,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
340,19,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,flower-node,True
341,19,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,watchful idle,ambient-rate,True
342,20,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
343,20,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
344,20,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
345,20,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,cold draft,wet surface,watchful idle,maintenance-pulse,True
346,20,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
347,20,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
348,20,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
349,20,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
350,20,dusk_signal_workshop,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,flower-node,True
351,20,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
352,20,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
353,20,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
354,20,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
355,20,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
356,20,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
357,20,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
358,20,dusk_signal_workshop,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,flower-node,True
359,20,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,ambient-rate,True
360,21,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
361,21,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
362,21,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
363,21,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
364,21,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
365,21,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
366,21,dusk_signal_workshop,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
367,21,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
368,21,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,flower-node,True
369,21,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,cold draft,wet surface,watchful idle,maintenance-pulse,True
370,21,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
371,21,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
372,21,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
373,21,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
374,21,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
375,21,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
376,21,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,watchful idle,flower-node,True
377,21,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
378,22,dusk_signal_workshop,visible cracks,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
379,22,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
380,22,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,cold draft,wet surface,skilled work posture,maintenance-pulse,True
381,22,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
382,22,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
383,22,river_mill_bridge,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
384,22,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,watchful idle,maintenance-pulse,True
385,22,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
386,22,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,flower-node,True
387,22,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
388,22,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
389,22,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
390,22,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
391,22,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
392,22,roof_greenhouse_cistern,steady structure,work rhythm,wet wood,warm work air,wet surface,skilled work posture,maintenance-pulse,True
393,22,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
394,22,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
395,22,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,ambient-rate,True
396,23,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
397,23,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
398,23,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
399,23,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
400,23,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,watchful idle,flower-node,True
401,23,archive_public_kiosk,steady structure,work rhythm,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
402,23,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
403,23,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
404,23,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,cold draft,wet surface,skilled work posture,flower-node,True
405,23,archive_public_kiosk,visible cracks,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
406,23,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
407,23,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
408,23,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
409,23,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
410,23,dusk_signal_workshop,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
411,23,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
412,23,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,flower-node,True
413,23,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,ambient-rate,True
414,24,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,flower-node,True
415,24,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,cold draft,wet surface,watchful idle,maintenance-pulse,True
416,24,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
417,24,dusk_signal_workshop,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
418,24,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,flower-node,True
419,24,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
420,24,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
421,24,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
422,24,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,flower-node,True
423,24,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
424,24,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
425,24,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
426,24,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,flower-node,True
427,24,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,watchful idle,maintenance-pulse,True
428,24,archive_public_kiosk,steady structure,work rhythm,oil and paper,cold draft,wet surface,skilled work posture,maintenance-pulse,True
429,24,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
430,24,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,flower-node,True
431,24,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,ambient-rate,True
432,25,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
433,25,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
434,25,river_mill_bridge,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
435,25,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,watchful idle,maintenance-pulse,True
436,25,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
437,25,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
438,25,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
439,25,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,cold draft,wet surface,watchful idle,maintenance-pulse,True
440,25,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,flower-node,True
441,25,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
442,25,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
443,25,roof_greenhouse_cistern,steady structure,work rhythm,wet wood,warm work air,wet surface,fatigued maintenance posture,maintenance-pulse,True
444,25,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,flower-node,True
445,25,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
446,25,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
447,25,roof_greenhouse_cistern,visible cracks,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
448,25,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
449,25,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,ambient-rate,True
450,26,river_mill_bridge,steady structure,quiet upkeep,soil and water,cold draft,wet surface,watchful idle,flower-node,True
451,26,roof_greenhouse_cistern,visible cracks,quiet upkeep,wet wood,warm work air,wet surface,fatigued maintenance posture,maintenance-pulse,True
452,26,archive_public_kiosk,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
453,26,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
454,26,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,flower-node,True
455,26,roof_greenhouse_cistern,visible cracks,work rhythm,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
456,26,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
457,26,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
458,26,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,flower-node,True
459,26,roof_greenhouse_cistern,visible cracks,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
460,26,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
461,26,dusk_signal_workshop,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
462,26,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,flower-node,True
463,26,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,cold draft,wet surface,skilled work posture,maintenance-pulse,True
464,26,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
465,26,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
466,26,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,flower-node,True
467,26,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,ambient-rate,True
468,27,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,flower-node,True
469,27,dusk_signal_workshop,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
