tick,day,scene_id,key,avatar_x_before,avatar_y_before,avatar_x_after,avatar_y_after,intended_dx,intended_dy,movement_applied,keyboard_binding_valid
293,20,v21-scene-d20,KeyE,8.24,2.8,8.24,2.8,0.0,0.0,0,1
294,20,v21-scene-d20,ArrowLeft,8.24,2.8,7.96,2.8,-0.28,0.0,1,1
295,20,v21-scene-d20,ArrowUp,7.96,2.8,7.96,2.56,0.0,-0.24,1,1
296,20,v21-scene-d20,ArrowDown,7.96,2.56,7.96,2.8,0.0,0.24,1,1
297,20,v21-scene-d20,ArrowRight,7.96,2.8,8.24,2.8,0.28,0.0,1,1
298,20,v21-scene-d20,ArrowDown,8.24,2.8,8.24,3.04,0.0,0.24,1,1
299,20,v21-scene-d20,ArrowLeft,8.24,3.04,7.96,3.04,-0.28,0.0,1,1
300,21,v21-scene-d21,KeyR,7.96,3.04,7.96,3.04,0.0,0.0,0,1
301,21,v21-scene-d21,KeyE,7.96,3.04,7.96,3.04,0.0,0.0,0,1
302,21,v21-scene-d21,KeyQ,7.96,3.04,7.96,3.04,0.0,0.0,0,1
303,21,v21-scene-d21,KeyQ,7.96,3.04,7.96,3.04,0.0,0.0,0,1
304,21,v21-scene-d21,KeyE,7.96,3.04,7.96,3.04,0.0,0.0,0,1
305,21,v21-scene-d21,KeyR,7.96,3.04,7.96,3.04,0.0,0.0,0,1
306,21,v21-scene-d21,ArrowLeft,7.96,3.04,7.68,3.04,-0.28,0.0,1,1
307,21,v21-scene-d21,KeyR,7.68,3.04,7.68,3.04,0.0,0.0,0,1
308,21,v21-scene-d21,ArrowLeft,7.68,3.04,7.4,3.04,-0.28,0.0,1,1
309,21,v21-scene-d21,ArrowDown,7.4,3.04,7.4,3.28,0.0,0.24,1,1
310,21,v21-scene-d21,ArrowLeft,7.4,3.28,7.4,3.28,-0.28,0.0,0,1
311,21,v21-scene-d21,ArrowLeft,7.4,3.28,7.12,3.28,-0.28,0.0,1,1
312,21,v21-scene-d21,KeyQ,7.12,3.28,7.12,3.28,0.0,0.0,0,1
313,21,v21-scene-d21,KeyR,7.12,3.28,7.12,3.28,0.0,0.0,0,1
314,21,v21-scene-d21,Space,7.12,3.28,7.12,3.28,0.0,0.0,0,1
315,22,v21-scene-d22,KeyR,7.12,3.28,7.12,3.28,0.0,0.0,0,1
316,22,v21-scene-d22,ArrowLeft,7.12,3.28,6.84,3.28,-0.28,0.0,1,1
317,22,v21-scene-d22,ArrowRight,6.84,3.28,7.12,3.28,0.28,0.0,1,1
318,22,v21-scene-d22,KeyE,7.12,3.28,7.12,3.28,0.0,0.0,0,1
319,22,v21-scene-d22,ArrowUp,7.12,3.28,7.12,3.04,0.0,-0.24,1,1
320,22,v21-scene-d22,ArrowRight,7.12,3.04,7.4,3.04,0.28,0.0,1,1
321,22,v21-scene-d22,ArrowUp,7.4,3.04,7.4,3.04,0.0,-0.24,0,1
322,22,v21-scene-d22,ArrowDown,7.4,3.04,7.4,3.28,0.0,0.24,1,1
323,22,v21-scene-d22,KeyE,7.4,3.28,7.4,3.28,0.0,0.0,0,1
324,22,v21-scene-d22,Space,7.4,3.28,7.4,3.28,0.0,0.0,0,1
325,22,v21-scene-d22,ArrowLeft,7.4,3.28,7.12,3.28,-0.28,0.0,1,1
326,22,v21-scene-d22,ArrowUp,7.12,3.28,7.12,3.04,0.0,-0.24,1,1
327,22,v21-scene-d22,KeyE,7.12,3.04,7.12,3.04,0.0,0.0,0,1
328,22,v21-scene-d22,KeyE,7.12,3.04,7.12,3.04,0.0,0.0,0,1
329,22,v21-scene-d22,ArrowLeft,7.12,3.04,6.84,3.04,-0.28,0.0,1,1
330,23,v21-scene-d23,KeyE,6.84,3.04,6.84,3.04,0.0,0.0,0,1
331,23,v21-scene-d23,ArrowUp,6.84,3.04,6.84,2.8,0.0,-0.24,1,1
332,23,v21-scene-d23,Space,6.84,2.8,6.84,2.8,0.0,0.0,0,1
333,23,v21-scene-d23,ArrowRight,6.84,2.8,7.12,2.8,0.28,0.0,1,1
334,23,v21-scene-d23,Space,7.12,2.8,7.12,2.8,0.0,0.0,0,1
335,23,v21-scene-d23,KeyQ,7.12,2.8,7.12,2.8,0.0,0.0,0,1
336,23,v21-scene-d23,KeyE,7.12,2.8,7.12,2.8,0.0,0.0,0,1
337,23,v21-scene-d23,ArrowUp,7.12,2.8,7.12,2.56,0.0,-0.24,1,1
338,23,v21-scene-d23,KeyQ,7.12,2.56,7.12,2.56,0.0,0.0,0,1
339,23,v21-scene-d23,ArrowRight,7.12,2.56,7.4,2.56,0.28,0.0,1,1
340,23,v21-scene-d23,ArrowUp,7.4,2.56,7.4,2.32,0.0,-0.24,1,1
341,23,v21-scene-d23,ArrowUp,7.4,2.32,7.4,2.32,0.0,-0.24,0,1
342,23,v21-scene-d23,Space,7.4,2.32,7.4,2.32,0.0,0.0,0,1
343,23,v21-scene-d23,ArrowDown,7.4,2.32,7.4,2.56,0.0,0.24,1,1
344,23,v21-scene-d23,ArrowUp,7.4,2.56,7.4,2.32,0.0,-0.24,1,1
345,24,v21-scene-d24,KeyQ,7.4,2.32,7.4,2.32,0.0,0.0,0,1
346,24,v21-scene-d24,KeyE,7.4,2.32,7.4,2.32,0.0,0.0,0,1
347,24,v21-scene-d24,KeyE,7.4,2.32,7.4,2.32,0.0,0.0,0,1
348,24,v21-scene-d24,ArrowLeft,7.4,2.32,7.12,2.32,-0.28,0.0,1,1
349,24,v21-scene-d24,KeyR,7.12,2.32,7.12,2.32,0.0,0.0,0,1
350,24,v21-scene-d24,Space,7.12,2.32,7.12,2.32,0.0,0.0,0,1
351,24,v21-scene-d24,ArrowDown,7.12,2.32,7.12,2.56,0.0,0.24,1,1
352,24,v21-scene-d24,KeyE,7.12,2.56,7.12,2.56,0.0,0.0,0,1
353,24,v21-scene-d24,ArrowLeft,7.12,2.56,6.84,2.56,-0.28,0.0,1,1
354,24,v21-scene-d24,Space,6.84,2.56,6.84,2.56,0.0,0.0,0,1
355,24,v21-scene-d24,KeyR,6.84,2.56,6.84,2.56,0.0,0.0,0,1
356,24,v21-scene-d24,KeyQ,6.84,2.56,6.84,2.56,0.0,0.0,0,1
357,24,v21-scene-d24,KeyQ,6.84,2.56,6.84,2.56,0.0,0.0,0,1
358,24,v21-scene-d24,KeyQ,6.84,2.56,6.84,2.56,0.0,0.0,0,1
359,24,v21-scene-d24,KeyR,6.84,2.56,6.84,2.56,0.0,0.0,0,1
