tick,day,scene_id,agent,base_layer,gesture_layer,object_layer,shadow_layer,depth_sort_key,layer_stack_valid,layer_matches_animation,visible_body_layer_score
194,14,v20-scene-d14,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,5.380251,1,1,1.0
195,14,v20-scene-d14,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,5.994922,1,1,1.0
196,15,v20-scene-d15,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,5.848058,1,1,1.0
197,15,v20-scene-d15,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,5.650749,1,1,1.0
198,15,v20-scene-d15,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,5.384672,1,1,1.0
199,15,v20-scene-d15,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,4.98543,1,1,1.0
200,15,v20-scene-d15,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,4.577577,1,1,1.0
201,15,v20-scene-d15,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,4.171703,1,1,1.0
202,15,v20-scene-d15,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,3.942361,1,1,1.0
203,15,v20-scene-d15,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,3.769116,1,1,1.0
204,15,v20-scene-d15,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,3.987076,1,1,0.93
205,15,v20-scene-d15,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,3.925656,1,0,0.68
206,15,v20-scene-d15,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,4.74311,1,0,0.68
207,15,v20-scene-d15,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,4.432767,1,0,0.68
208,15,v20-scene-d15,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,5.261632,1,1,0.93
209,15,v20-scene-d15,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,5.479296,1,1,1.0
210,16,v20-scene-d16,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,5.721565,1,1,1.0
211,16,v20-scene-d16,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,5.94161,1,1,1.0
212,16,v20-scene-d16,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,5.560834,1,1,1.0
213,16,v20-scene-d16,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,5.344543,1,1,1.0
214,16,v20-scene-d16,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,4.948732,1,1,1.0
215,16,v20-scene-d16,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,4.538052,0,1,0.75
216,16,v20-scene-d16,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,4.152492,1,1,1.0
217,16,v20-scene-d16,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,4.021716,1,1,1.0
218,16,v20-scene-d16,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,3.648508,1,1,1.0
219,16,v20-scene-d16,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,3.903908,1,1,1.0
220,16,v20-scene-d16,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,4.015191,1,1,1.0
221,16,v20-scene-d16,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,4.620734,1,1,1.0
222,16,v20-scene-d16,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,4.670918,1,0,0.75
223,16,v20-scene-d16,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,5.577803,1,1,1.0
224,17,v20-scene-d17,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,5.725609,1,1,1.0
225,17,v20-scene-d17,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,5.779955,1,1,1.0
226,17,v20-scene-d17,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,5.877661,1,0,0.75
227,17,v20-scene-d17,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,5.592395,1,1,1.0
228,17,v20-scene-d17,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,5.32025,1,1,1.0
229,17,v20-scene-d17,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,4.911449,1,1,1.0
230,17,v20-scene-d17,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,4.499643,1,1,1.0
231,17,v20-scene-d17,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,4.130238,1,1,1.0
232,17,v20-scene-d17,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,3.955093,1,1,1.0
233,17,v20-scene-d17,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,3.725113,1,1,1.0
234,17,v20-scene-d17,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,4.141168,1,0,0.68
235,17,v20-scene-d17,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,3.809744,1,1,0.93
236,17,v20-scene-d17,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,4.518545,1,0,0.68
237,17,v20-scene-d17,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,4.789216,1,0,0.68
238,18,v20-scene-d18,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,5.272302,1,1,0.93
239,18,v20-scene-d18,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,5.957543,1,1,1.0
240,18,v20-scene-d18,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,5.613911,1,1,1.0
241,18,v20-scene-d18,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,5.818784,1,1,1.0
242,18,v20-scene-d18,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,5.586892,1,1,1.0
243,18,v20-scene-d18,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,5.28176,1,1,1.0
244,18,v20-scene-d18,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,4.874813,1,1,1.0
245,18,v20-scene-d18,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,4.477821,1,1,1.0
246,18,v20-scene-d18,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,4.074681,1,1,1.0
247,18,v20-scene-d18,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,3.896596,1,1,1.0
248,18,v20-scene-d18,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,3.760278,1,1,1.0
249,18,v20-scene-d18,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,4.038212,1,1,1.0
250,18,v20-scene-d18,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,3.998315,1,1,1.0
251,18,v20-scene-d18,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,4.853475,1,1,1.0
252,19,v20-scene-d19,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,5.137612,1,1,1.0
253,19,v20-scene-d19,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,5.377502,1,1,1.0
254,19,v20-scene-d19,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,5.861477,1,1,1.0
255,19,v20-scene-d19,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,5.746156,1,1,1.0
256,19,v20-scene-d19,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,5.892652,1,1,1.0
257,19,v20-scene-d19,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,5.50687,1,1,1.0
258,19,v20-scene-d19,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,5.243204,0,1,0.75
259,19,v20-scene-d19,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,4.836828,1,0,0.75
260,19,v20-scene-d19,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,4.436135,1,1,1.0
261,19,v20-scene-d19,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,4.064169,1,1,1.0
262,19,v20-scene-d19,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,3.995853,1,1,1.0
263,19,v20-scene-d19,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,3.628155,1,0,0.75
264,19,v20-scene-d19,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,3.951687,1,0,0.68
265,19,v20-scene-d19,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,4.094236,1,0,0.68
266,20,v20-scene-d20,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,4.540022,1,0,0.68
267,20,v20-scene-d20,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,5.464365,1,1,1.0
268,20,v20-scene-d20,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,5.149174,1,1,0.93
269,20,v20-scene-d20,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,5.777938,1,1,1.0
270,20,v20-scene-d20,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,5.796041,1,1,1.0
271,20,v20-scene-d20,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,5.833126,1,1,1.0
272,20,v20-scene-d20,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,5.525457,1,1,1.0
273,20,v20-scene-d20,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,5.21156,1,1,1.0
274,20,v20-scene-d20,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,4.801425,1,1,1.0
275,20,v20-scene-d20,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,4.396194,1,1,1.0
276,20,v20-scene-d20,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,4.047536,1,1,1.0
277,20,v20-scene-d20,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,3.924523,1,1,1.0
278,20,v20-scene-d20,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,3.720054,1,1,1.0
279,20,v20-scene-d20,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,4.207053,1,1,1.0
280,21,v20-scene-d21,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,4.396697,1,1,1.0
281,21,v20-scene-d21,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,4.657366,1,1,1.0
282,21,v20-scene-d21,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,5.344725,1,1,1.0
283,21,v20-scene-d21,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,5.364959,1,1,1.0
284,21,v20-scene-d21,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,5.990445,1,1,1.0
285,21,v20-scene-d21,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,5.64139,1,1,1.0
286,21,v20-scene-d21,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,5.777704,1,1,1.0
287,21,v20-scene-d21,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,5.513204,1,1,1.0
288,21,v20-scene-d21,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,5.17444,1,1,1.0
289,21,v20-scene-d21,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,4.762554,1,1,1.0
290,21,v20-scene-d21,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,4.384427,1,1,1.0
291,21,v20-scene-d21,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,3.984548,1,1,1.0
292,21,v20-scene-d21,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,3.862448,1,1,1.0
293,21,v20-scene-d21,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,3.763866,1,1,1.0
294,22,v20-scene-d22,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,3.914067,1,0,0.68
295,22,v20-scene-d22,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,4.724293,1,0,0.68
296,22,v20-scene-d22,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,4.413718,1,0,0.68
297,22,v20-scene-d22,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,5.243722,1,0,0.68
298,22,v20-scene-d22,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,5.464977,1,1,1.0
299,22,v20-scene-d22,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,5.898997,1,1,1.0
300,22,v20-scene-d22,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,5.758485,1,0,0.75
301,22,v20-scene-d22,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,5.832816,0,1,0.75
302,22,v20-scene-d22,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,5.442342,1,1,1.0
303,22,v20-scene-d22,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,5.137073,1,1,1.0
304,22,v20-scene-d22,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,4.724233,1,1,1.0
305,22,v20-scene-d22,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,4.340113,1,1,1.0
306,22,v20-scene-d22,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,3.984082,1,1,1.0
307,22,v20-scene-d22,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,3.982227,1,1,1.0
308,23,v20-scene-d23,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,3.896796,1,1,1.0
309,23,v20-scene-d23,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,4.002433,1,1,1.0
310,23,v20-scene-d23,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,4.602153,1,1,1.0
311,23,v20-scene-d23,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,4.651482,1,1,1.0
312,23,v20-scene-d23,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,5.561634,1,1,1.0
313,23,v20-scene-d23,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,5.243487,1,1,1.0
314,23,v20-scene-d23,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,5.818959,1,1,1.0
315,23,v20-scene-d23,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,5.799746,1,1,1.0
316,23,v20-scene-d23,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,5.777464,1,1,1.0
317,23,v20-scene-d23,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,5.448947,1,1,1.0
318,23,v20-scene-d23,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,5.100291,1,1,1.0
319,23,v20-scene-d23,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,4.689434,1,1,1.0
320,23,v20-scene-d23,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,4.298274,1,1,1.0
321,23,v20-scene-d23,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,3.973758,1,1,1.0
322,24,v20-scene-d24,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,3.727248,1,1,1.0
323,24,v20-scene-d24,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,4.130809,1,0,0.68
324,24,v20-scene-d24,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,3.798572,1,1,0.93
325,24,v20-scene-d24,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,4.500171,1,0,0.68
326,24,v20-scene-d24,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,4.769722,1,0,0.68
327,24,v20-scene-d24,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,5.444352,1,1,1.0
328,24,v20-scene-d24,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,5.450002,1,1,1.0
329,24,v20-scene-d24,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,6.011277,1,1,1.0
330,24,v20-scene-d24,Sova,body_oval_depth_sorted,hand_or_object_gesture,held_ember_bowl,soft_ground_shadow,5.656666,1,1,1.0
331,24,v20-scene-d24,Keth,body_oval_depth_sorted,hand_or_object_gesture,held_path_cord,soft_ground_shadow,5.72532,1,1,1.0
332,24,v20-scene-d24,Melo,body_oval_depth_sorted,hand_or_object_gesture,held_tally_beads,soft_ground_shadow,5.43058,1,1,1.0
333,24,v20-scene-d24,Nari,body_oval_depth_sorted,hand_or_object_gesture,held_ink_ledger,soft_ground_shadow,5.06402,1,0,0.75
334,24,v20-scene-d24,Ori,body_oval_depth_sorted,hand_or_object_gesture,held_sap_hook,soft_ground_shadow,4.65002,1,1,1.0
335,24,v20-scene-d24,Vonn,body_oval_depth_sorted,hand_or_object_gesture,held_listening_shell,soft_ground_shadow,4.298535,1,1,1.0
