tick_id,day,session_id,settlement_id,resident_id,site_id,sprite_x_before,sprite_y_before,sprite_x_after,sprite_y_after,animation_frame_index,easing_label,path_progress_before,path_progress_after,body_pose,sensory_overlay,animated_path_visible
0,1,canvas-session-001,lichen_bridge,Luma,meal_room,106,104,118,116,0,cautious-step,0.377419,0.416129,reaching,bowl clink; lichen soup; warm steam,True
1215,68,canvas-session-012,moss_ward,Fay,rain_gate,260,148,248,160,3,cautious-step,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
1216,68,canvas-session-012,glass_harbor,Puck,net_room,304,188,292,200,4,ease-in-out,0.96129,1.0,walking,net rasp; salt fiber; mild damp,True
1217,68,canvas-session-012,cinder_garden,Wren,shade_tent,240,240,252,240,5,ease-in-out,0.735484,0.754839,walking,cloth flap; dry shade; soft warm,True
1218,68,canvas-session-012,lichen_bridge,Kio,rope_bridge,256,292,244,292,6,cautious-step,0.716129,0.735484,reaching,rope strain; damp rope; wet breeze,True
1219,68,canvas-session-012,orchid_engine,Cai,gear_wash,320,152,320,164,7,ease-in-out,0.774194,0.793548,walking,gear brush; gear oil; warm damp,True
1220,68,canvas-session-012,moss_ward,Milo,root_alcove,260,148,272,136,8,ease-in-out,0.716129,0.754839,walking,root drip; root ink; cool still,True
1221,68,canvas-session-012,glass_harbor,Sera,lamp_pier,304,188,292,200,9,cautious-step,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
1222,68,canvas-session-012,cinder_garden,Juno,ash_path,228,232,228,244,10,ease-in-out,0.806452,0.825806,reaching,ash crunch; cool ash; hot edge,True
1223,68,canvas-session-012,lichen_bridge,Luma,meal_room,268,304,280,292,11,ease-in-out,0.63871,0.677419,walking,bowl clink; lichen soup; warm steam,True
1224,69,canvas-session-012,moss_ward,Fay,blanket_room,248,160,248,160,0,cautious-step,1.0,1.0,reaching,loom creak; warm wool; warm dry,True
1225,69,canvas-session-012,glass_harbor,Puck,fog_rail,292,200,304,188,1,ease-in-out,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
1226,69,canvas-session-012,cinder_garden,Wren,seed_shelf,252,240,240,228,2,ease-in-out,0.716129,0.754839,walking,seed rattle; seed oil; warm dry,True
1227,69,canvas-session-012,lichen_bridge,Kio,signal_post,244,292,256,304,3,cautious-step,0.851613,0.890323,walking,bell hum; bell tin; cool mist,True
1228,69,canvas-session-012,orchid_engine,Cai,orchid_bay,320,164,332,164,4,ease-in-out,0.787097,0.806452,reaching,steam sigh; orchid oil; humid warm,True
1229,69,canvas-session-012,moss_ward,Milo,rain_gate,272,136,260,148,5,ease-in-out,0.425806,0.464516,walking,rain taps; wet moss; cold damp,True
1230,69,canvas-session-012,glass_harbor,Sera,net_room,292,200,292,200,6,cautious-step,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
1231,69,canvas-session-012,cinder_garden,Juno,shade_tent,228,244,240,240,7,ease-in-out,0.709677,0.735484,walking,cloth flap; dry shade; soft warm,True
1232,69,canvas-session-012,lichen_bridge,Luma,rope_bridge,280,292,268,292,8,ease-in-out,0.677419,0.696774,reaching,rope strain; damp rope; wet breeze,True
1233,69,canvas-session-012,orchid_engine,Dax,gear_wash,332,152,320,164,9,cautious-step,0.754839,0.793548,walking,gear brush; gear oil; warm damp,True
1234,69,canvas-session-012,moss_ward,Tala,root_alcove,248,160,260,148,10,ease-in-out,0.677419,0.716129,walking,root drip; root ink; cool still,True
1235,69,canvas-session-012,glass_harbor,Nia,lamp_pier,292,200,280,212,11,ease-in-out,0.483871,0.522581,walking,lamp hiss; lamp oil; salt cold,True
1236,69,canvas-session-012,cinder_garden,Pax,ash_path,228,240,228,252,0,cautious-step,0.819355,0.83871,reaching,ash crunch; cool ash; hot edge,True
1237,69,canvas-session-012,lichen_bridge,Rin,meal_room,268,304,280,292,1,ease-in-out,0.63871,0.677419,walking,bowl clink; lichen soup; warm steam,True
1238,69,canvas-session-012,orchid_engine,Eli,engine_ring,332,152,320,140,2,ease-in-out,0.677419,0.716129,walking,valve pulse; warm iron; hot dry,True
1239,69,canvas-session-012,moss_ward,Ari,blanket_room,248,160,248,160,3,cautious-step,1.0,1.0,walking,loom creak; warm wool; warm dry,True
1240,69,canvas-session-012,glass_harbor,Oren,fog_rail,304,188,316,176,4,ease-in-out,0.674194,0.712903,reaching,fog bell; cold fog; chilled wet,True
1241,69,canvas-session-012,cinder_garden,Vale,seed_shelf,240,228,228,220,5,ease-in-out,0.754839,0.787097,walking,seed rattle; seed oil; warm dry,True
1242,70,canvas-session-012,orchid_engine,Dax,orchid_bay,320,164,332,164,6,cautious-step,0.787097,0.806452,reaching,steam sigh; orchid oil; humid warm,True
1243,70,canvas-session-012,moss_ward,Tala,rain_gate,260,148,248,160,7,ease-in-out,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
1244,70,canvas-session-012,glass_harbor,Nia,net_room,280,212,292,200,8,ease-in-out,0.96129,1.0,walking,net rasp; salt fiber; mild damp,True
1245,70,canvas-session-012,cinder_garden,Pax,shade_tent,228,252,240,240,9,cautious-step,0.696774,0.735484,walking,cloth flap; dry shade; soft warm,True
1246,70,canvas-session-012,lichen_bridge,Rin,rope_bridge,280,292,268,292,10,ease-in-out,0.677419,0.696774,reaching,rope strain; damp rope; wet breeze,True
1247,70,canvas-session-012,orchid_engine,Eli,gear_wash,320,140,320,152,11,ease-in-out,0.754839,0.774194,walking,gear brush; gear oil; warm damp,True
1248,70,canvas-session-012,moss_ward,Ari,root_alcove,248,160,260,148,0,cautious-step,0.677419,0.716129,walking,root drip; root ink; cool still,True
1249,70,canvas-session-012,glass_harbor,Oren,lamp_pier,316,176,304,188,1,ease-in-out,0.406452,0.445161,walking,lamp hiss; lamp oil; salt cold,True
1250,70,canvas-session-012,cinder_garden,Vale,ash_path,228,220,228,232,2,ease-in-out,0.787097,0.806452,reaching,ash crunch; cool ash; hot edge,True
1251,70,canvas-session-012,lichen_bridge,Sol,meal_room,256,304,268,292,3,cautious-step,0.619355,0.658065,walking,bowl clink; lichen soup; warm steam,True
1252,70,canvas-session-012,orchid_engine,Bea,engine_ring,332,164,320,152,4,ease-in-out,0.658065,0.696774,walking,valve pulse; warm iron; hot dry,True
1253,70,canvas-session-012,moss_ward,Fay,blanket_room,248,160,248,160,5,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
1254,70,canvas-session-012,glass_harbor,Puck,fog_rail,304,188,316,176,6,cautious-step,0.674194,0.712903,reaching,fog bell; cold fog; chilled wet,True
1255,70,canvas-session-012,cinder_garden,Wren,seed_shelf,240,228,228,220,7,ease-in-out,0.754839,0.787097,walking,seed rattle; seed oil; warm dry,True
1256,70,canvas-session-012,lichen_bridge,Kio,signal_post,256,304,256,316,8,ease-in-out,0.890323,0.909677,walking,bell hum; bell tin; cool mist,True
1257,70,canvas-session-012,orchid_engine,Cai,orchid_bay,332,164,344,164,9,cautious-step,0.806452,0.825806,walking,steam sigh; orchid oil; humid warm,True
1258,70,canvas-session-012,moss_ward,Milo,rain_gate,260,148,248,160,10,ease-in-out,0.464516,0.503226,reaching,rain taps; wet moss; cold damp,True
1259,70,canvas-session-012,glass_harbor,Sera,net_room,292,200,292,200,11,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
1260,71,canvas-session-012,lichen_bridge,Sol,rope_bridge,268,292,256,292,0,cautious-step,0.696774,0.716129,reaching,rope strain; damp rope; wet breeze,True
1261,71,canvas-session-012,orchid_engine,Bea,gear_wash,320,152,320,164,1,ease-in-out,0.774194,0.793548,walking,gear brush; gear oil; warm damp,True
1262,71,canvas-session-012,moss_ward,Fay,root_alcove,248,160,260,148,2,ease-in-out,0.677419,0.716129,walking,root drip; root ink; cool still,True
1263,71,canvas-session-012,glass_harbor,Puck,lamp_pier,316,176,304,188,3,cautious-step,0.406452,0.445161,walking,lamp hiss; lamp oil; salt cold,True
1264,71,canvas-session-012,cinder_garden,Wren,ash_path,228,220,228,232,4,ease-in-out,0.787097,0.806452,reaching,ash crunch; cool ash; hot edge,True
1265,71,canvas-session-012,lichen_bridge,Kio,meal_room,256,316,268,304,5,ease-in-out,0.6,0.63871,walking,bowl clink; lichen soup; warm steam,True
1266,71,canvas-session-012,orchid_engine,Cai,engine_ring,344,164,332,152,6,cautious-step,0.63871,0.677419,walking,valve pulse; warm iron; hot dry,True
1267,71,canvas-session-012,moss_ward,Milo,blanket_room,248,160,248,160,7,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
1268,71,canvas-session-012,glass_harbor,Sera,fog_rail,292,200,304,188,8,ease-in-out,0.635484,0.674194,reaching,fog bell; cold fog; chilled wet,True
1269,71,canvas-session-012,cinder_garden,Juno,seed_shelf,240,240,228,228,9,cautious-step,0.735484,0.774194,walking,seed rattle; seed oil; warm dry,True
1270,71,canvas-session-012,lichen_bridge,Luma,signal_post,268,292,256,304,10,ease-in-out,0.851613,0.890323,walking,bell hum; bell tin; cool mist,True
1271,71,canvas-session-012,orchid_engine,Dax,orchid_bay,332,164,344,164,11,ease-in-out,0.806452,0.825806,walking,steam sigh; orchid oil; humid warm,True
1272,71,canvas-session-012,moss_ward,Tala,rain_gate,248,160,236,172,0,cautious-step,0.503226,0.541935,reaching,rain taps; wet moss; cold damp,True
1273,71,canvas-session-012,glass_harbor,Nia,net_room,292,200,292,200,1,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
1274,71,canvas-session-012,cinder_garden,Pax,shade_tent,240,240,252,240,2,ease-in-out,0.735484,0.754839,walking,cloth flap; dry shade; soft warm,True
1275,71,canvas-session-012,lichen_bridge,Rin,rope_bridge,268,292,256,292,3,cautious-step,0.696774,0.716129,walking,rope strain; damp rope; wet breeze,True
1276,71,canvas-session-012,orchid_engine,Eli,gear_wash,320,152,320,164,4,ease-in-out,0.774194,0.793548,reaching,gear brush; gear oil; warm damp,True
1277,71,canvas-session-012,moss_ward,Ari,root_alcove,260,148,272,136,5,ease-in-out,0.716129,0.754839,walking,root drip; root ink; cool still,True
1278,72,canvas-session-012,cinder_garden,Juno,ash_path,228,228,228,240,6,cautious-step,0.8,0.819355,reaching,ash crunch; cool ash; hot edge,True
1279,72,canvas-session-012,lichen_bridge,Luma,meal_room,256,304,268,292,7,ease-in-out,0.619355,0.658065,walking,bowl clink; lichen soup; warm steam,True
1280,72,canvas-session-012,orchid_engine,Dax,engine_ring,344,164,332,152,8,ease-in-out,0.63871,0.677419,walking,valve pulse; warm iron; hot dry,True
1281,72,canvas-session-012,moss_ward,Tala,blanket_room,236,172,248,160,9,cautious-step,0.96129,1.0,walking,loom creak; warm wool; warm dry,True
1282,72,canvas-session-012,glass_harbor,Nia,fog_rail,292,200,304,188,10,ease-in-out,0.635484,0.674194,reaching,fog bell; cold fog; chilled wet,True
1283,72,canvas-session-012,cinder_garden,Pax,seed_shelf,252,240,240,228,11,ease-in-out,0.716129,0.754839,walking,seed rattle; seed oil; warm dry,True
1284,72,canvas-session-012,lichen_bridge,Rin,signal_post,256,292,256,304,0,cautious-step,0.870968,0.890323,walking,bell hum; bell tin; cool mist,True
1285,72,canvas-session-012,orchid_engine,Eli,orchid_bay,320,164,332,164,1,ease-in-out,0.787097,0.806452,walking,steam sigh; orchid oil; humid warm,True
1286,72,canvas-session-012,moss_ward,Ari,rain_gate,272,136,260,148,2,ease-in-out,0.425806,0.464516,reaching,rain taps; wet moss; cold damp,True
1287,72,canvas-session-012,glass_harbor,Oren,net_room,304,188,292,200,3,cautious-step,0.96129,1.0,walking,net rasp; salt fiber; mild damp,True
1288,72,canvas-session-012,cinder_garden,Vale,shade_tent,228,232,240,240,4,ease-in-out,0.703226,0.735484,walking,cloth flap; dry shade; soft warm,True
1289,72,canvas-session-012,lichen_bridge,Sol,rope_bridge,256,292,244,292,5,ease-in-out,0.716129,0.735484,walking,rope strain; damp rope; wet breeze,True
1290,72,canvas-session-012,orchid_engine,Bea,gear_wash,320,164,320,176,6,cautious-step,0.793548,0.812903,reaching,gear brush; gear oil; warm damp,True
1291,72,canvas-session-012,moss_ward,Fay,root_alcove,260,148,272,136,7,ease-in-out,0.716129,0.754839,walking,root drip; root ink; cool still,True
1292,72,canvas-session-012,glass_harbor,Puck,lamp_pier,304,188,292,200,8,ease-in-out,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
1293,72,canvas-session-012,cinder_garden,Wren,ash_path,228,232,228,244,9,cautious-step,0.806452,0.825806,walking,ash crunch; cool ash; hot edge,True
1294,72,canvas-session-012,lichen_bridge,Kio,meal_room,268,304,280,292,10,ease-in-out,0.63871,0.677419,reaching,bowl clink; lichen soup; warm steam,True
1295,72,canvas-session-012,orchid_engine,Cai,engine_ring,332,152,320,140,11,ease-in-out,0.677419,0.716129,walking,valve pulse; warm iron; hot dry,True
1296,73,canvas-session-013,glass_harbor,Oren,fog_rail,292,200,304,188,0,cautious-step,0.635484,0.674194,reaching,fog bell; cold fog; chilled wet,True
1297,73,canvas-session-013,cinder_garden,Vale,seed_shelf,240,240,228,228,1,ease-in-out,0.735484,0.774194,walking,seed rattle; seed oil; warm dry,True
1298,73,canvas-session-013,lichen_bridge,Sol,signal_post,244,292,256,304,2,ease-in-out,0.851613,0.890323,walking,bell hum; bell tin; cool mist,True
1299,73,canvas-session-013,orchid_engine,Bea,orchid_bay,320,176,332,164,3,cautious-step,0.767742,0.806452,walking,steam sigh; orchid oil; humid warm,True
1300,73,canvas-session-013,moss_ward,Fay,rain_gate,272,136,260,148,4,ease-in-out,0.425806,0.464516,reaching,rain taps; wet moss; cold damp,True
1301,73,canvas-session-013,glass_harbor,Puck,net_room,292,200,292,200,5,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
1302,73,canvas-session-013,cinder_garden,Wren,shade_tent,228,244,240,240,6,cautious-step,0.709677,0.735484,walking,cloth flap; dry shade; soft warm,True
1303,73,canvas-session-013,lichen_bridge,Kio,rope_bridge,280,292,268,292,7,ease-in-out,0.677419,0.696774,walking,rope strain; damp rope; wet breeze,True
1304,73,canvas-session-013,orchid_engine,Cai,gear_wash,320,140,320,152,8,ease-in-out,0.754839,0.774194,reaching,gear brush; gear oil; warm damp,True
1305,73,canvas-session-013,moss_ward,Milo,root_alcove,248,160,260,148,9,cautious-step,0.677419,0.716129,walking,root drip; root ink; cool still,True
1306,73,canvas-session-013,glass_harbor,Sera,lamp_pier,304,188,292,200,10,ease-in-out,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
1307,73,canvas-session-013,cinder_garden,Juno,ash_path,228,240,228,252,11,ease-in-out,0.819355,0.83871,walking,ash crunch; cool ash; hot edge,True
1308,73,canvas-session-013,lichen_bridge,Luma,meal_room,268,292,280,280,0,cautious-step,0.658065,0.696774,reaching,bowl clink; lichen soup; warm steam,True
1309,73,canvas-session-013,orchid_engine,Dax,engine_ring,332,152,320,140,1,ease-in-out,0.677419,0.716129,walking,valve pulse; warm iron; hot dry,True
1310,73,canvas-session-013,moss_ward,Tala,blanket_room,248,160,248,160,2,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
1311,73,canvas-session-013,glass_harbor,Nia,fog_rail,304,188,316,176,3,cautious-step,0.674194,0.712903,walking,fog bell; cold fog; chilled wet,True
1312,73,canvas-session-013,cinder_garden,Pax,seed_shelf,240,228,228,220,4,ease-in-out,0.754839,0.787097,reaching,seed rattle; seed oil; warm dry,True
1313,73,canvas-session-013,lichen_bridge,Rin,signal_post,256,304,256,316,5,ease-in-out,0.890323,0.909677,walking,bell hum; bell tin; cool mist,True
1314,74,canvas-session-013,moss_ward,Milo,rain_gate,260,148,248,160,6,cautious-step,0.464516,0.503226,reaching,rain taps; wet moss; cold damp,True
1315,74,canvas-session-013,glass_harbor,Sera,net_room,292,200,292,200,7,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
1316,74,canvas-session-013,cinder_garden,Juno,shade_tent,228,252,240,240,8,ease-in-out,0.696774,0.735484,walking,cloth flap; dry shade; soft warm,True
1317,74,canvas-session-013,lichen_bridge,Luma,rope_bridge,280,280,268,292,9,cautious-step,0.658065,0.696774,walking,rope strain; damp rope; wet breeze,True
1318,74,canvas-session-013,orchid_engine,Dax,gear_wash,320,140,320,152,10,ease-in-out,0.754839,0.774194,reaching,gear brush; gear oil; warm damp,True
1319,74,canvas-session-013,moss_ward,Tala,root_alcove,248,160,260,148,11,ease-in-out,0.677419,0.716129,walking,root drip; root ink; cool still,True
1320,74,canvas-session-013,glass_harbor,Nia,lamp_pier,316,176,304,188,0,cautious-step,0.406452,0.445161,walking,lamp hiss; lamp oil; salt cold,True
1321,74,canvas-session-013,cinder_garden,Pax,ash_path,228,220,228,232,1,ease-in-out,0.787097,0.806452,walking,ash crunch; cool ash; hot edge,True
1322,74,canvas-session-013,lichen_bridge,Rin,meal_room,256,316,268,304,2,ease-in-out,0.6,0.63871,reaching,bowl clink; lichen soup; warm steam,True
1323,74,canvas-session-013,orchid_engine,Eli,engine_ring,332,164,320,152,3,cautious-step,0.658065,0.696774,walking,valve pulse; warm iron; hot dry,True
1324,74,canvas-session-013,moss_ward,Ari,blanket_room,260,148,248,160,4,ease-in-out,0.96129,1.0,walking,loom creak; warm wool; warm dry,True
1325,74,canvas-session-013,glass_harbor,Oren,fog_rail,304,188,316,176,5,ease-in-out,0.674194,0.712903,walking,fog bell; cold fog; chilled wet,True
1326,74,canvas-session-013,cinder_garden,Vale,seed_shelf,228,228,216,220,6,cautious-step,0.774194,0.806452,reaching,seed rattle; seed oil; warm dry,True
1327,74,canvas-session-013,lichen_bridge,Sol,signal_post,256,304,256,316,7,ease-in-out,0.890323,0.909677,walking,bell hum; bell tin; cool mist,True
1328,74,canvas-session-013,orchid_engine,Bea,orchid_bay,332,164,344,164,8,ease-in-out,0.806452,0.825806,walking,steam sigh; orchid oil; humid warm,True
1329,74,canvas-session-013,moss_ward,Fay,rain_gate,260,148,248,160,9,cautious-step,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
1330,74,canvas-session-013,glass_harbor,Puck,net_room,292,200,292,200,10,ease-in-out,1.0,1.0,reaching,net rasp; salt fiber; mild damp,True
1331,74,canvas-session-013,cinder_garden,Wren,shade_tent,240,240,252,240,11,ease-in-out,0.735484,0.754839,walking,cloth flap; dry shade; soft warm,True
1332,75,canvas-session-013,orchid_engine,Eli,gear_wash,320,152,320,164,0,cautious-step,0.774194,0.793548,reaching,gear brush; gear oil; warm damp,True
1333,75,canvas-session-013,moss_ward,Ari,root_alcove,248,160,260,148,1,ease-in-out,0.677419,0.716129,walking,root drip; root ink; cool still,True
1334,75,canvas-session-013,glass_harbor,Oren,lamp_pier,316,176,304,188,2,ease-in-out,0.406452,0.445161,walking,lamp hiss; lamp oil; salt cold,True
1335,75,canvas-session-013,cinder_garden,Vale,ash_path,216,220,228,232,3,cautious-step,0.767742,0.806452,walking,ash crunch; cool ash; hot edge,True
1336,75,canvas-session-013,lichen_bridge,Sol,meal_room,256,316,268,304,4,ease-in-out,0.6,0.63871,reaching,bowl clink; lichen soup; warm steam,True
1337,75,canvas-session-013,orchid_engine,Bea,engine_ring,344,164,332,152,5,ease-in-out,0.63871,0.677419,walking,valve pulse; warm iron; hot dry,True
1338,75,canvas-session-013,moss_ward,Fay,blanket_room,248,160,248,160,6,cautious-step,1.0,1.0,walking,loom creak; warm wool; warm dry,True
1339,75,canvas-session-013,glass_harbor,Puck,fog_rail,292,200,304,188,7,ease-in-out,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
1340,75,canvas-session-013,cinder_garden,Wren,seed_shelf,252,240,240,228,8,ease-in-out,0.716129,0.754839,reaching,seed rattle; seed oil; warm dry,True
1341,75,canvas-session-013,lichen_bridge,Kio,signal_post,268,292,256,304,9,cautious-step,0.851613,0.890323,walking,bell hum; bell tin; cool mist,True
1342,75,canvas-session-013,orchid_engine,Cai,orchid_bay,320,152,332,164,10,ease-in-out,0.767742,0.806452,walking,steam sigh; orchid oil; humid warm,True
1343,75,canvas-session-013,moss_ward,Milo,rain_gate,248,160,236,172,11,ease-in-out,0.503226,0.541935,walking,rain taps; wet moss; cold damp,True
1344,75,canvas-session-013,glass_harbor,Sera,net_room,292,200,292,200,0,cautious-step,1.0,1.0,reaching,net rasp; salt fiber; mild damp,True
1345,75,canvas-session-013,cinder_garden,Juno,shade_tent,240,240,252,240,1,ease-in-out,0.735484,0.754839,walking,cloth flap; dry shade; soft warm,True
1346,75,canvas-session-013,lichen_bridge,Luma,rope_bridge,268,292,256,292,2,ease-in-out,0.696774,0.716129,walking,rope strain; damp rope; wet breeze,True
1347,75,canvas-session-013,orchid_engine,Dax,gear_wash,320,152,320,164,3,cautious-step,0.774194,0.793548,walking,gear brush; gear oil; warm damp,True
1348,75,canvas-session-013,moss_ward,Tala,root_alcove,260,148,272,136,4,ease-in-out,0.716129,0.754839,reaching,root drip; root ink; cool still,True
1349,75,canvas-session-013,glass_harbor,Nia,lamp_pier,304,188,292,200,5,ease-in-out,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
1350,76,canvas-session-013,lichen_bridge,Kio,meal_room,256,304,268,292,6,cautious-step,0.619355,0.658065,reaching,bowl clink; lichen soup; warm steam,True
1351,76,canvas-session-013,orchid_engine,Cai,engine_ring,332,164,320,152,7,ease-in-out,0.658065,0.696774,walking,valve pulse; warm iron; hot dry,True
1352,76,canvas-session-013,moss_ward,Milo,blanket_room,236,172,248,160,8,ease-in-out,0.96129,1.0,walking,loom creak; warm wool; warm dry,True
1353,76,canvas-session-013,glass_harbor,Sera,fog_rail,292,200,304,188,9,cautious-step,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
1354,76,canvas-session-013,cinder_garden,Juno,seed_shelf,252,240,240,228,10,ease-in-out,0.716129,0.754839,reaching,seed rattle; seed oil; warm dry,True
1355,76,canvas-session-013,lichen_bridge,Luma,signal_post,256,292,256,304,11,ease-in-out,0.870968,0.890323,walking,bell hum; bell tin; cool mist,True
1356,76,canvas-session-013,orchid_engine,Dax,orchid_bay,320,164,332,164,0,cautious-step,0.787097,0.806452,walking,steam sigh; orchid oil; humid warm,True
1357,76,canvas-session-013,moss_ward,Tala,rain_gate,272,136,260,148,1,ease-in-out,0.425806,0.464516,walking,rain taps; wet moss; cold damp,True
1358,76,canvas-session-013,glass_harbor,Nia,net_room,292,200,292,200,2,ease-in-out,1.0,1.0,reaching,net rasp; salt fiber; mild damp,True
1359,76,canvas-session-013,cinder_garden,Pax,shade_tent,228,232,240,240,3,cautious-step,0.703226,0.735484,walking,cloth flap; dry shade; soft warm,True
1360,76,canvas-session-013,lichen_bridge,Rin,rope_bridge,268,304,256,292,4,ease-in-out,0.677419,0.716129,walking,rope strain; damp rope; wet breeze,True
1361,76,canvas-session-013,orchid_engine,Eli,gear_wash,320,164,320,176,5,ease-in-out,0.793548,0.812903,walking,gear brush; gear oil; warm damp,True
1362,76,canvas-session-013,moss_ward,Ari,root_alcove,260,148,272,136,6,cautious-step,0.716129,0.754839,reaching,root drip; root ink; cool still,True
1363,76,canvas-session-013,glass_harbor,Oren,lamp_pier,304,188,292,200,7,ease-in-out,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
1364,76,canvas-session-013,cinder_garden,Vale,ash_path,228,232,228,244,8,ease-in-out,0.806452,0.825806,walking,ash crunch; cool ash; hot edge,True
1365,76,canvas-session-013,lichen_bridge,Sol,meal_room,268,304,280,292,9,cautious-step,0.63871,0.677419,walking,bowl clink; lichen soup; warm steam,True
1366,76,canvas-session-013,orchid_engine,Bea,engine_ring,332,152,320,140,10,ease-in-out,0.677419,0.716129,reaching,valve pulse; warm iron; hot dry,True
1367,76,canvas-session-013,moss_ward,Fay,blanket_room,248,160,248,160,11,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
1368,77,canvas-session-013,cinder_garden,Pax,seed_shelf,240,240,228,228,0,cautious-step,0.735484,0.774194,reaching,seed rattle; seed oil; warm dry,True
1369,77,canvas-session-013,lichen_bridge,Rin,signal_post,256,292,256,304,1,ease-in-out,0.870968,0.890323,walking,bell hum; bell tin; cool mist,True
1370,77,canvas-session-013,orchid_engine,Eli,orchid_bay,320,176,332,164,2,ease-in-out,0.767742,0.806452,walking,steam sigh; orchid oil; humid warm,True
1371,77,canvas-session-013,moss_ward,Ari,rain_gate,272,136,260,148,3,cautious-step,0.425806,0.464516,walking,rain taps; wet moss; cold damp,True
1372,77,canvas-session-013,glass_harbor,Oren,net_room,292,200,292,200,4,ease-in-out,1.0,1.0,reaching,net rasp; salt fiber; mild damp,True
1373,77,canvas-session-013,cinder_garden,Vale,shade_tent,228,244,240,240,5,ease-in-out,0.709677,0.735484,walking,cloth flap; dry shade; soft warm,True
1374,77,canvas-session-013,lichen_bridge,Sol,rope_bridge,280,292,268,292,6,cautious-step,0.677419,0.696774,walking,rope strain; damp rope; wet breeze,True
1375,77,canvas-session-013,orchid_engine,Bea,gear_wash,320,140,320,152,7,ease-in-out,0.754839,0.774194,walking,gear brush; gear oil; warm damp,True
1376,77,canvas-session-013,moss_ward,Fay,root_alcove,248,160,260,148,8,ease-in-out,0.677419,0.716129,reaching,root drip; root ink; cool still,True
1377,77,canvas-session-013,glass_harbor,Puck,lamp_pier,304,188,292,200,9,cautious-step,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
1378,77,canvas-session-013,cinder_garden,Wren,ash_path,240,228,228,240,10,ease-in-out,0.780645,0.819355,walking,ash crunch; cool ash; hot edge,True
1379,77,canvas-session-013,lichen_bridge,Kio,meal_room,268,292,280,280,11,ease-in-out,0.658065,0.696774,walking,bowl clink; lichen soup; warm steam,True
1380,77,canvas-session-013,orchid_engine,Cai,engine_ring,320,152,308,140,0,cautious-step,0.696774,0.735484,reaching,valve pulse; warm iron; hot dry,True
1381,77,canvas-session-013,moss_ward,Milo,blanket_room,248,160,248,160,1,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
1382,77,canvas-session-013,glass_harbor,Sera,fog_rail,304,188,316,176,2,ease-in-out,0.674194,0.712903,walking,fog bell; cold fog; chilled wet,True
1383,77,canvas-session-013,cinder_garden,Juno,seed_shelf,240,228,228,220,3,cautious-step,0.754839,0.787097,walking,seed rattle; seed oil; warm dry,True
1384,77,canvas-session-013,lichen_bridge,Luma,signal_post,256,304,256,316,4,ease-in-out,0.890323,0.909677,reaching,bell hum; bell tin; cool mist,True
1385,77,canvas-session-013,orchid_engine,Dax,orchid_bay,332,164,344,164,5,ease-in-out,0.806452,0.825806,walking,steam sigh; orchid oil; humid warm,True
1386,78,canvas-session-013,glass_harbor,Puck,net_room,292,200,292,200,6,cautious-step,1.0,1.0,reaching,net rasp; salt fiber; mild damp,True
1387,78,canvas-session-013,cinder_garden,Wren,shade_tent,228,240,240,240,7,ease-in-out,0.716129,0.735484,walking,cloth flap; dry shade; soft warm,True
1388,78,canvas-session-013,lichen_bridge,Kio,rope_bridge,280,280,268,292,8,ease-in-out,0.658065,0.696774,walking,rope strain; damp rope; wet breeze,True
1389,78,canvas-session-013,orchid_engine,Cai,gear_wash,308,140,320,152,9,cautious-step,0.735484,0.774194,walking,gear brush; gear oil; warm damp,True
1390,78,canvas-session-013,moss_ward,Milo,root_alcove,248,160,260,148,10,ease-in-out,0.677419,0.716129,reaching,root drip; root ink; cool still,True
1391,78,canvas-session-013,glass_harbor,Sera,lamp_pier,316,176,304,188,11,ease-in-out,0.406452,0.445161,walking,lamp hiss; lamp oil; salt cold,True
1392,78,canvas-session-013,cinder_garden,Juno,ash_path,228,220,228,232,0,cautious-step,0.787097,0.806452,walking,ash crunch; cool ash; hot edge,True
