day,lineage,agent,rest_debt_before,fatigue_before,sleep_hours,care_pause_minutes,rest_debt_after,fatigue_after,recovery_complete,bounded_need_note
44,Marketline,Melo,0.0,0.0,7.207042,6,0.0,0.0,True,rest debt is tracked and recovery path is available
44,Ledgerline,Nari,0.0,0.0,7.273042,6,0.0,0.0,True,rest debt is tracked and recovery path is available
44,Orchardline,Ori,0.0,0.0,7.317042,6,0.0,0.0,True,rest debt is tracked and recovery path is available
44,Rainline,Vonn,0.0,0.0,7.218042,6,0.0,0.0,True,rest debt is tracked and recovery path is available
45,Hearthline,Sova,0.0,0.0,8.14554,6,0.0,0.0,True,rest debt is tracked and recovery path is available
45,Routeline,Keth,0.0,0.0,8.01354,6,0.0,0.0,True,rest debt is tracked and recovery path is available
45,Marketline,Melo,0.0,0.0,7.99154,6,0.0,0.0,True,rest debt is tracked and recovery path is available
45,Ledgerline,Nari,0.0,0.0,8.05754,6,0.0,0.0,True,rest debt is tracked and recovery path is available
45,Orchardline,Ori,0.0,0.0,8.10154,6,0.0,0.0,True,rest debt is tracked and recovery path is available
45,Rainline,Vonn,0.0,0.0,8.00254,6,0.0,0.0,True,rest debt is tracked and recovery path is available
46,Hearthline,Sova,0.0,0.0,8.145992,6,0.0,0.0,True,rest debt is tracked and recovery path is available
46,Routeline,Keth,0.0,0.0,8.013992,6,0.0,0.0,True,rest debt is tracked and recovery path is available
46,Marketline,Melo,0.0,0.0,7.991992,6,0.0,0.0,True,rest debt is tracked and recovery path is available
46,Ledgerline,Nari,0.0,0.0,8.057992,6,0.0,0.0,True,rest debt is tracked and recovery path is available
46,Orchardline,Ori,0.0,0.0,8.101992,6,0.0,0.0,True,rest debt is tracked and recovery path is available
46,Rainline,Vonn,0.0,0.0,8.002992,6,0.0,0.0,True,rest debt is tracked and recovery path is available
47,Hearthline,Sova,0.0,0.0,8.13675,6,0.0,0.0,True,rest debt is tracked and recovery path is available
47,Routeline,Keth,0.0,0.0,8.00475,6,0.0,0.0,True,rest debt is tracked and recovery path is available
47,Marketline,Melo,0.0,0.0,7.98275,6,0.0,0.0,True,rest debt is tracked and recovery path is available
47,Ledgerline,Nari,0.0,0.0,8.04875,6,0.0,0.0,True,rest debt is tracked and recovery path is available
47,Orchardline,Ori,0.0,0.0,8.09275,6,0.0,0.0,True,rest debt is tracked and recovery path is available
47,Rainline,Vonn,0.0,0.0,7.99375,6,0.0,0.0,True,rest debt is tracked and recovery path is available
48,Hearthline,Sova,0.0,0.0,8.136246,6,0.0,0.0,True,rest debt is tracked and recovery path is available
48,Routeline,Keth,0.0,0.0,8.004246,6,0.0,0.0,True,rest debt is tracked and recovery path is available
48,Marketline,Melo,0.0,0.0,7.982246,6,0.0,0.0,True,rest debt is tracked and recovery path is available
48,Ledgerline,Nari,0.0,0.0,8.048246,6,0.0,0.0,True,rest debt is tracked and recovery path is available
48,Orchardline,Ori,0.0,0.0,8.092246,6,0.0,0.0,True,rest debt is tracked and recovery path is available
48,Rainline,Vonn,0.0,0.0,7.993246,6,0.0,0.0,True,rest debt is tracked and recovery path is available
49,Hearthline,Sova,0.0,0.0,7.52471,6,0.014221,0.0,True,rest debt is tracked and recovery path is available
49,Routeline,Keth,0.0,0.0,7.39271,6,0.024121,0.0,True,rest debt is tracked and recovery path is available
49,Marketline,Melo,0.0,0.0,7.37071,6,0.025771,0.0,True,rest debt is tracked and recovery path is available
49,Ledgerline,Nari,0.0,0.0,7.43671,6,0.020821,0.0,True,rest debt is tracked and recovery path is available
49,Orchardline,Ori,0.0,0.0,7.48071,6,0.017521,0.0,True,rest debt is tracked and recovery path is available
49,Rainline,Vonn,0.0,0.0,7.38171,6,0.024946,0.0,True,rest debt is tracked and recovery path is available
50,Hearthline,Sova,0.014221,0.0,8.126522,6,0.0,0.0,True,rest debt is tracked and recovery path is available
50,Routeline,Keth,0.024121,0.0,7.994522,6,0.012964,0.0,True,rest debt is tracked and recovery path is available
50,Marketline,Melo,0.025771,0.0,7.972522,6,0.016264,0.0,True,rest debt is tracked and recovery path is available
50,Ledgerline,Nari,0.020821,0.0,8.038522,6,0.006364,0.0,True,rest debt is tracked and recovery path is available
50,Orchardline,Ori,0.017521,0.0,8.082522,6,0.0,0.0,True,rest debt is tracked and recovery path is available
50,Rainline,Vonn,0.024946,0.0,7.983522,6,0.014614,0.0,True,rest debt is tracked and recovery path is available
51,Hearthline,Sova,0.0,0.0,7.510752,6,0.053461,0.0,True,rest debt is tracked and recovery path is available
51,Routeline,Keth,0.012964,0.0,7.378752,6,0.076325,0.0,True,rest debt is tracked and recovery path is available
51,Marketline,Melo,0.016264,0.0,7.356752,6,0.081275,0.0,True,rest debt is tracked and recovery path is available
51,Ledgerline,Nari,0.006364,0.0,7.422752,6,0.066425,0.0,True,rest debt is tracked and recovery path is available
51,Orchardline,Ori,0.0,0.0,7.466752,6,0.056761,0.0,True,rest debt is tracked and recovery path is available
51,Rainline,Vonn,0.014614,0.0,7.367752,6,0.0788,0.0,True,rest debt is tracked and recovery path is available
52,Hearthline,Sova,0.053461,0.0,8.114467,6,0.071203,0.0,True,rest debt is tracked and recovery path is available
52,Routeline,Keth,0.076325,0.0,7.982467,6,0.103967,0.0,True,rest debt is tracked and recovery path is available
52,Marketline,Melo,0.081275,0.0,7.960467,6,0.110567,0.0,True,rest debt is tracked and recovery path is available
52,Ledgerline,Nari,0.066425,0.0,8.026467,6,0.090767,0.0,True,rest debt is tracked and recovery path is available
52,Orchardline,Ori,0.056761,0.0,8.070467,6,0.077803,0.0,True,rest debt is tracked and recovery path is available
52,Rainline,Vonn,0.0788,0.0,7.971467,6,0.107267,0.0,True,rest debt is tracked and recovery path is available
53,Hearthline,Sova,0.071203,0.0,8.109428,6,0.108114,0.0,True,rest debt is tracked and recovery path is available
53,Routeline,Keth,0.103967,0.0,7.977428,6,0.150778,0.0,True,rest debt is tracked and recovery path is available
53,Marketline,Melo,0.110567,0.0,7.955428,6,0.159028,0.0,True,rest debt is tracked and recovery path is available
53,Ledgerline,Nari,0.090767,0.0,8.021428,6,0.134278,0.0,True,rest debt is tracked and recovery path is available
53,Orchardline,Ori,0.077803,0.0,8.065428,6,0.118014,0.0,True,rest debt is tracked and recovery path is available
53,Rainline,Vonn,0.107267,0.0,7.966428,6,0.154903,0.0,True,rest debt is tracked and recovery path is available
54,Hearthline,Sova,0.108114,0.0,8.109894,6,0.162917,0.0,True,rest debt is tracked and recovery path is available
54,Routeline,Keth,0.150778,0.0,7.977894,6,0.215481,0.0,True,rest debt is tracked and recovery path is available
54,Marketline,Melo,0.159028,0.0,7.955894,6,0.225381,0.0,True,rest debt is tracked and recovery path is available
54,Ledgerline,Nari,0.134278,0.0,8.021894,6,0.195681,0.0,True,rest debt is tracked and recovery path is available
54,Orchardline,Ori,0.118014,0.0,8.065894,6,0.176117,0.0,True,rest debt is tracked and recovery path is available
54,Rainline,Vonn,0.154903,0.0,7.966894,6,0.220431,0.0,True,rest debt is tracked and recovery path is available
55,Hearthline,Sova,0.162917,0.0,8.104401,6,0.236996,0.0,True,rest debt is tracked and recovery path is available
55,Routeline,Keth,0.215481,0.0,7.972401,6,0.29946,0.0,True,rest debt is tracked and recovery path is available
55,Marketline,Melo,0.225381,0.0,7.950401,6,0.31101,0.0,True,rest debt is tracked and recovery path is available
55,Ledgerline,Nari,0.195681,0.0,8.016401,6,0.27636,0.0,True,rest debt is tracked and recovery path is available
55,Orchardline,Ori,0.176117,0.0,8.060401,6,0.253496,0.0,True,rest debt is tracked and recovery path is available
55,Rainline,Vonn,0.220431,0.0,7.961401,6,0.305235,0.0,True,rest debt is tracked and recovery path is available
56,Hearthline,Sova,0.236996,0.0,7.493654,6,0.384426,0.0,True,rest debt is tracked and recovery path is available
56,Routeline,Keth,0.29946,0.0,7.361654,6,0.45679,0.0,True,rest debt is tracked and recovery path is available
56,Marketline,Melo,0.31101,0.0,7.339654,6,0.46999,0.0,True,rest debt is tracked and recovery path is available
56,Ledgerline,Nari,0.27636,0.0,7.405653,6,0.43039,0.0,True,rest debt is tracked and recovery path is available
56,Orchardline,Ori,0.253496,0.0,7.449654,6,0.404226,0.0,True,rest debt is tracked and recovery path is available
56,Rainline,Vonn,0.305235,0.0,7.350654,6,0.46339,0.0,True,rest debt is tracked and recovery path is available
