tick_id,day,tick,project_id,owner,stage,progress_before,progress_delta,progress_after,target_after_reshape,active_work,blocked,blocker_type,reshaped,visible_project_marker
263,15,11,west_bridge_repair,Ari,brace,0.301074,0.0,0.301074,0.86,false,false,none,false,work active
264,15,12,herb_roof_garden,Fay,plant,0.381425,0.0,0.381425,0.845,false,false,none,false,work active
265,15,13,north_lantern_relay,Milo,fit,0.434593,0.0,0.434593,1.0,false,false,none,false,work active
266,15,14,archive_weather_log,Nia,copy,0.372548,0.038337,0.410885,1.0,true,false,none,false,reserved work slot
267,15,15,west_bridge_repair,Ari,brace,0.301074,0.0,0.301074,0.86,false,false,none,false,work active
268,15,16,herb_roof_garden,Fay,plant,0.381425,0.0,0.381425,0.845,false,false,none,false,work active
269,15,17,north_lantern_relay,Milo,fit,0.434593,0.0,0.434593,1.0,false,false,none,false,work active
270,16,0,archive_weather_log,Nia,copy,0.410885,0.0,0.410885,1.0,false,false,none,false,work active
271,16,1,west_bridge_repair,Ari,brace,0.301074,0.0,0.301074,0.86,false,false,none,false,reserved work slot
272,16,2,herb_roof_garden,Fay,plant,0.381425,0.0,0.381425,0.845,false,false,none,false,work active
273,16,3,north_lantern_relay,Milo,fit,0.434593,0.0,0.434593,1.0,false,false,none,false,work active
274,16,4,archive_weather_log,Nia,copy,0.410885,0.0,0.410885,1.0,false,false,none,false,work active
275,16,5,west_bridge_repair,Ari,brace,0.301074,0.0,0.301074,0.86,false,false,none,false,work active
276,16,6,herb_roof_garden,Fay,plant,0.381425,0.038337,0.419762,0.845,true,false,none,false,reserved work slot
277,16,7,north_lantern_relay,Milo,fit,0.434593,0.0,0.434593,1.0,false,false,none,false,work active
278,16,8,archive_weather_log,Nia,copy,0.410885,0.0,0.410885,1.0,false,false,none,false,work active
279,16,9,west_bridge_repair,Ari,brace,0.301074,0.0,0.301074,0.86,false,false,none,false,work active
280,16,10,herb_roof_garden,Fay,plant,0.419762,0.0,0.419762,0.845,false,false,none,false,work active
281,16,11,north_lantern_relay,Milo,fit,0.434593,0.038272,0.472865,1.0,true,false,none,false,reserved work slot
282,16,12,archive_weather_log,Nia,copy,0.410885,0.0,0.410885,1.0,false,false,none,false,work active
283,16,13,west_bridge_repair,Ari,brace,0.301074,0.0,0.301074,0.86,false,false,none,false,work active
284,16,14,herb_roof_garden,Fay,plant,0.419762,0.0,0.419762,0.845,false,false,none,false,work active
285,16,15,north_lantern_relay,Milo,fit,0.472865,0.037573,0.510437,1.0,true,false,none,false,reserved work slot
286,16,16,archive_weather_log,Nia,copy,0.410885,0.0,0.410885,1.0,false,false,none,false,work active
287,16,17,west_bridge_repair,Ari,brace,0.301074,0.0,0.301074,0.86,false,false,none,false,reserved work slot
288,17,0,herb_roof_garden,Fay,plant,0.419762,0.0,0.419762,0.845,false,false,none,false,work active
289,17,1,north_lantern_relay,Milo,wire,0.510437,0.0,0.510437,1.0,false,false,none,false,work active
290,17,2,archive_weather_log,Nia,copy,0.410885,0.038337,0.449222,1.0,true,false,none,false,reserved work slot
291,17,3,west_bridge_repair,Ari,brace,0.301074,0.038337,0.339411,0.86,true,false,none,false,reserved work slot
292,17,4,herb_roof_garden,Fay,plant,0.419762,0.038337,0.458099,0.845,true,false,none,false,reserved work slot
293,17,5,north_lantern_relay,Milo,wire,0.510437,0.0,0.510437,1.0,false,false,none,false,work active
294,17,6,archive_weather_log,Nia,copy,0.449222,0.0,0.449222,1.0,false,false,none,false,work active
295,17,7,west_bridge_repair,Ari,brace,0.339411,0.0,0.339411,0.86,false,false,none,false,work active
296,17,8,herb_roof_garden,Fay,plant,0.458099,0.0,0.458099,0.845,false,false,none,false,work active
297,17,9,north_lantern_relay,Milo,wire,0.510437,0.002842,0.513279,1.0,true,true,material_shortage,false,blocked: material_shortage
298,17,10,archive_weather_log,Nia,copy,0.449222,0.0,0.449222,1.0,false,false,none,false,work active
299,17,11,west_bridge_repair,Ari,brace,0.339411,0.0,0.339411,0.86,false,false,none,false,work active
300,17,12,herb_roof_garden,Fay,plant,0.458099,0.0,0.458099,0.845,false,false,none,false,work active
301,17,13,north_lantern_relay,Milo,wire,0.513279,0.0,0.513279,1.0,false,false,none,false,work active
302,17,14,archive_weather_log,Nia,copy,0.449222,0.038057,0.487279,1.0,true,false,none,false,reserved work slot
303,17,15,west_bridge_repair,Ari,brace,0.339411,0.0,0.339411,0.86,false,false,none,false,work active
304,17,16,herb_roof_garden,Fay,plant,0.458099,0.0,0.458099,0.845,false,false,none,false,work active
305,17,17,north_lantern_relay,Milo,wire,0.513279,0.0,0.513279,1.0,false,false,none,false,work active
306,18,0,west_bridge_repair,Ari,brace,0.339411,0.0,0.339411,0.86,false,false,none,false,work active
307,18,1,herb_roof_garden,Fay,plant,0.458099,0.0,0.458099,0.845,false,false,none,false,work active
308,18,2,north_lantern_relay,Milo,wire,0.513279,0.051101,0.56438,0.83,true,false,none,true,reshaped plan posted
309,18,3,archive_weather_log,Nia,copy,0.487279,0.0,0.487279,1.0,false,false,none,false,work active
310,18,4,west_bridge_repair,Ari,brace,0.339411,0.038337,0.377748,0.86,true,false,none,false,reserved work slot
311,18,5,herb_roof_garden,Fay,plant,0.458099,0.038337,0.496436,0.845,true,false,none,false,reserved work slot
312,18,6,north_lantern_relay,Milo,wire,0.56438,0.0,0.56438,0.83,false,false,none,false,work active
313,18,7,archive_weather_log,Nia,copy,0.487279,0.0,0.487279,1.0,false,false,none,false,work active
314,18,8,west_bridge_repair,Ari,brace,0.377748,0.0,0.377748,0.86,false,false,none,false,work active
315,18,9,herb_roof_garden,Fay,plant,0.496436,0.0,0.496436,0.845,false,false,none,false,work active
316,18,10,north_lantern_relay,Milo,wire,0.56438,0.04441,0.60879,0.83,true,false,none,false,reserved work slot
317,18,11,archive_weather_log,Nia,copy,0.487279,0.0,0.487279,1.0,false,false,none,false,work active
318,18,12,west_bridge_repair,Ari,brace,0.377748,0.0,0.377748,0.86,false,false,none,false,work active
319,18,13,herb_roof_garden,Fay,plant,0.496436,0.0,0.496436,0.845,false,false,none,false,work active
320,18,14,north_lantern_relay,Milo,wire,0.60879,0.0,0.60879,0.83,false,false,none,false,work active
321,18,15,archive_weather_log,Nia,copy,0.487279,0.006833,0.494112,1.0,true,true,obligation_time_conflict,false,blocked: obligation_time_conflict
322,18,16,west_bridge_repair,Ari,brace,0.377748,0.0,0.377748,0.86,false,false,none,false,work active
323,18,17,herb_roof_garden,Fay,plant,0.496436,0.0,0.496436,0.845,false,false,none,false,work active
324,19,0,north_lantern_relay,Milo,wire,0.60879,0.0,0.60879,0.83,false,false,none,false,work active
325,19,1,archive_weather_log,Nia,copy,0.494112,0.0,0.494112,1.0,false,false,none,false,work active
326,19,2,west_bridge_repair,Ari,brace,0.377748,0.038337,0.416085,0.86,true,false,none,false,reserved work slot
327,19,3,herb_roof_garden,Fay,plant,0.496436,0.0,0.496436,0.845,false,false,none,false,work active
328,19,4,north_lantern_relay,Milo,wire,0.60879,0.0,0.60879,0.83,false,false,none,false,work active
329,19,5,archive_weather_log,Nia,copy,0.494112,0.0,0.494112,1.0,false,false,none,false,work active
330,19,6,west_bridge_repair,Ari,brace,0.416085,0.0,0.416085,0.86,false,false,none,false,work active
331,19,7,herb_roof_garden,Fay,plant,0.496436,0.038337,0.534773,0.845,true,false,none,false,reserved work slot
332,19,8,north_lantern_relay,Milo,wire,0.60879,0.0,0.60879,0.83,false,false,none,false,work active
333,19,9,archive_weather_log,Nia,copy,0.494112,0.0,0.494112,1.0,false,false,none,false,work active
334,19,10,west_bridge_repair,Ari,brace,0.416085,0.0,0.416085,0.86,false,false,none,false,work active
335,19,11,herb_roof_garden,Fay,water,0.534773,0.0,0.534773,0.845,false,false,none,false,work active
336,19,12,north_lantern_relay,Milo,wire,0.60879,0.008116,0.616906,0.83,true,true,obligation_time_conflict,false,blocked: obligation_time_conflict
337,19,13,archive_weather_log,Nia,copy,0.494112,0.038204,0.532316,1.0,true,false,none,false,reserved work slot
338,19,14,west_bridge_repair,Ari,brace,0.416085,0.038009,0.454094,0.86,true,false,none,false,reserved work slot
339,19,15,herb_roof_garden,Fay,water,0.534773,0.0,0.534773,0.845,false,false,none,false,work active
340,19,16,north_lantern_relay,Milo,wire,0.616906,0.0,0.616906,0.83,false,false,none,false,work active
341,19,17,archive_weather_log,Nia,bind,0.532316,0.0,0.532316,1.0,false,false,none,false,work active
342,20,0,west_bridge_repair,Ari,brace,0.454094,0.0,0.454094,0.86,false,false,none,false,work active
343,20,1,herb_roof_garden,Fay,water,0.534773,0.0,0.534773,0.845,false,true,obligation_time_conflict,false,blocked: obligation_time_conflict
344,20,2,north_lantern_relay,Milo,wire,0.616906,0.0,0.616906,0.83,false,false,none,false,work active
345,20,3,archive_weather_log,Nia,bind,0.532316,0.0,0.532316,1.0,false,false,none,false,work active
346,20,4,west_bridge_repair,Ari,brace,0.454094,0.0,0.454094,0.86,false,false,none,false,work active
347,20,5,herb_roof_garden,Fay,water,0.534773,0.008228,0.543,0.845,true,true,obligation_time_conflict,false,blocked: obligation_time_conflict
348,20,6,north_lantern_relay,Milo,wire,0.616906,0.0,0.616906,0.83,false,false,none,false,work active
349,20,7,archive_weather_log,Nia,bind,0.532316,0.0,0.532316,1.0,false,false,none,false,work active
350,20,8,west_bridge_repair,Ari,brace,0.454094,0.0,0.454094,0.86,false,false,none,false,work active
351,20,9,herb_roof_garden,Fay,water,0.543,0.0,0.543,0.845,false,false,none,false,work active
352,20,10,north_lantern_relay,Milo,wire,0.616906,0.045355,0.662261,0.83,true,false,none,false,reserved work slot
353,20,11,archive_weather_log,Nia,bind,0.532316,0.0,0.532316,1.0,false,false,none,false,work active
354,20,12,west_bridge_repair,Ari,brace,0.454094,0.0,0.454094,0.86,false,false,none,false,work active
355,20,13,herb_roof_garden,Fay,water,0.543,0.0,0.543,0.845,false,false,none,false,work active
356,20,14,north_lantern_relay,Milo,wire,0.662261,0.0,0.662261,0.83,false,false,none,false,work active
357,20,15,archive_weather_log,Nia,bind,0.532316,0.00288,0.535195,1.0,true,true,material_shortage,false,blocked: material_shortage
358,20,16,west_bridge_repair,Ari,brace,0.454094,0.0,0.454094,0.86,false,false,none,false,work active
359,20,17,herb_roof_garden,Fay,water,0.543,0.0,0.543,0.845,false,false,none,false,work active
360,21,0,archive_weather_log,Nia,bind,0.535195,0.0,0.535195,1.0,false,false,none,false,work active
361,21,1,west_bridge_repair,Ari,brace,0.454094,0.0,0.454094,0.86,false,true,obligation_time_conflict,false,blocked: obligation_time_conflict
362,21,2,herb_roof_garden,Fay,water,0.543,0.0,0.543,0.845,false,false,none,false,work active
363,21,3,north_lantern_relay,Milo,wire,0.662261,0.0,0.662261,0.83,false,false,none,false,work active
364,21,4,archive_weather_log,Nia,bind,0.535195,0.0,0.535195,1.0,false,false,none,false,work active
365,21,5,west_bridge_repair,Ari,brace,0.454094,0.0,0.454094,0.86,false,false,none,false,work active
366,21,6,herb_roof_garden,Fay,water,0.543,0.045709,0.58871,0.845,true,false,none,false,reserved work slot
367,21,7,north_lantern_relay,Milo,wire,0.662261,0.0,0.662261,0.83,false,false,none,false,work active
368,21,8,archive_weather_log,Nia,bind,0.535195,0.0,0.535195,1.0,false,false,none,false,work active
369,21,9,west_bridge_repair,Ari,brace,0.454094,0.0,0.454094,0.86,false,false,none,false,work active
370,21,10,herb_roof_garden,Fay,water,0.58871,0.0,0.58871,0.845,false,false,none,false,work active
371,21,11,north_lantern_relay,Milo,wire,0.662261,0.045164,0.707425,0.83,true,false,none,false,reserved work slot
372,21,12,archive_weather_log,Nia,bind,0.535195,0.0,0.535195,1.0,false,false,none,false,work active
373,21,13,west_bridge_repair,Ari,brace,0.454094,0.0,0.454094,0.86,false,false,none,false,work active
374,21,14,herb_roof_garden,Fay,water,0.58871,0.0,0.58871,0.845,false,false,none,false,work active
375,21,15,north_lantern_relay,Milo,wire,0.707425,0.0,0.707425,0.83,false,false,none,false,work active
376,21,16,archive_weather_log,Nia,bind,0.535195,0.0,0.535195,1.0,false,false,none,false,work active
377,21,17,west_bridge_repair,Ari,brace,0.454094,0.0,0.454094,0.86,false,false,none,false,work active
378,22,0,herb_roof_garden,Fay,water,0.58871,0.0,0.58871,0.845,false,false,none,false,work active
379,22,1,north_lantern_relay,Milo,wire,0.707425,0.0,0.707425,0.83,false,false,none,false,work active
380,22,2,archive_weather_log,Nia,bind,0.535195,0.0,0.535195,1.0,false,false,none,false,work active
381,22,3,west_bridge_repair,Ari,brace,0.454094,0.002415,0.456509,0.86,true,true,material_shortage,false,blocked: material_shortage
382,22,4,herb_roof_garden,Fay,water,0.58871,0.0,0.58871,0.845,false,false,none,false,work active
383,22,5,north_lantern_relay,Milo,wire,0.707425,0.0,0.707425,0.83,false,false,none,false,work active
384,22,6,archive_weather_log,Nia,bind,0.535195,0.0,0.535195,1.0,false,false,none,false,work active
385,22,7,west_bridge_repair,Ari,brace,0.456509,0.0,0.456509,0.86,false,false,none,false,work active
386,22,8,herb_roof_garden,Fay,water,0.58871,0.0,0.58871,0.845,false,false,none,false,work active
387,22,9,north_lantern_relay,Milo,wire,0.707425,0.045564,0.752989,0.83,true,false,none,false,reserved work slot
388,22,10,archive_weather_log,Nia,bind,0.535195,0.0,0.535195,1.0,false,false,none,false,work active
389,22,11,west_bridge_repair,Ari,brace,0.456509,0.037712,0.494221,0.86,true,false,none,false,reserved work slot
390,22,12,herb_roof_garden,Fay,water,0.58871,0.0,0.58871,0.845,false,false,none,false,work active
391,22,13,north_lantern_relay,Milo,test,0.752989,0.0,0.752989,0.83,false,false,none,false,work active
392,22,14,archive_weather_log,Nia,bind,0.535195,0.051709,0.586905,0.815,true,false,none,true,reshaped plan posted
393,22,15,west_bridge_repair,Ari,brace,0.494221,0.0,0.494221,0.86,false,false,none,false,work active
394,22,16,herb_roof_garden,Fay,water,0.58871,0.0,0.58871,0.845,false,false,none,false,work active
395,22,17,north_lantern_relay,Milo,test,0.752989,0.0,0.752989,0.83,false,false,none,false,work active
396,23,0,archive_weather_log,Nia,bind,0.586905,0.0,0.586905,0.815,false,false,none,false,work active
397,23,1,west_bridge_repair,Ari,brace,0.494221,0.0,0.494221,0.86,false,false,none,false,reserved work slot
398,23,2,herb_roof_garden,Fay,water,0.58871,0.0,0.58871,0.845,false,false,none,false,work active
399,23,3,north_lantern_relay,Milo,test,0.752989,0.0,0.752989,0.83,false,false,none,false,work active
400,23,4,archive_weather_log,Nia,bind,0.586905,0.0,0.586905,0.815,false,false,none,false,work active
401,23,5,west_bridge_repair,Ari,brace,0.494221,0.0,0.494221,0.86,false,false,none,false,work active
402,23,6,herb_roof_garden,Fay,water,0.58871,0.045709,0.634419,0.845,true,false,none,false,reserved work slot
403,23,7,north_lantern_relay,Milo,test,0.752989,0.0,0.752989,0.83,false,false,none,false,work active
404,23,8,archive_weather_log,Nia,bind,0.586905,0.0,0.586905,0.815,false,false,none,false,work active
405,23,9,west_bridge_repair,Ari,brace,0.494221,0.0,0.494221,0.86,false,false,none,false,work active
406,23,10,herb_roof_garden,Fay,water,0.634419,0.0,0.634419,0.845,false,false,none,false,work active
407,23,11,north_lantern_relay,Milo,test,0.752989,0.053082,0.806071,0.83,true,false,none,false,reserved work slot
408,23,12,archive_weather_log,Nia,bind,0.586905,0.0,0.586905,0.815,false,false,none,false,work active
409,23,13,west_bridge_repair,Ari,brace,0.494221,0.0,0.494221,0.86,false,false,none,false,work active
410,23,14,herb_roof_garden,Fay,water,0.634419,0.0,0.634419,0.845,false,false,none,false,work active
411,23,15,north_lantern_relay,Milo,test,0.806071,0.0,0.806071,0.83,false,false,none,false,work active
412,23,16,archive_weather_log,Nia,bind,0.586905,0.0,0.586905,0.815,false,false,none,false,work active
413,23,17,west_bridge_repair,Ari,brace,0.494221,0.0,0.494221,0.86,false,false,none,false,work active
414,24,0,north_lantern_relay,Milo,test,0.806071,0.0,0.806071,0.83,false,false,none,false,work active
415,24,1,archive_weather_log,Nia,bind,0.586905,0.0,0.586905,0.815,false,false,none,false,work active
416,24,2,west_bridge_repair,Ari,brace,0.494221,0.038337,0.532558,0.86,true,false,none,false,reserved work slot
417,24,3,herb_roof_garden,Fay,water,0.634419,0.0,0.634419,0.845,false,false,none,false,work active
418,24,4,north_lantern_relay,Milo,test,0.806071,0.0,0.806071,0.83,false,false,none,false,work active
419,24,5,archive_weather_log,Nia,bind,0.586905,0.0,0.586905,0.815,false,false,none,false,work active
420,24,6,west_bridge_repair,Ari,seal,0.532558,0.0,0.532558,0.86,false,false,none,false,work active
421,24,7,herb_roof_garden,Fay,water,0.634419,0.002868,0.637287,0.845,true,true,material_shortage,false,blocked: material_shortage
422,24,8,north_lantern_relay,Milo,test,0.806071,0.0,0.806071,0.83,false,false,none,false,work active
423,24,9,archive_weather_log,Nia,bind,0.586905,0.0,0.586905,0.815,false,false,none,false,work active
424,24,10,west_bridge_repair,Ari,seal,0.532558,0.0,0.532558,0.86,false,false,none,false,work active
425,24,11,herb_roof_garden,Fay,water,0.637287,0.0,0.637287,0.845,false,false,none,false,work active
426,24,12,north_lantern_relay,Milo,test,0.806071,0.0,0.806071,0.83,false,false,none,false,work active
427,24,13,archive_weather_log,Nia,bind,0.586905,0.00288,0.589785,0.815,true,true,material_shortage,false,blocked: material_shortage
428,24,14,west_bridge_repair,Ari,seal,0.532558,0.0,0.532558,0.86,false,false,none,false,work active
429,24,15,herb_roof_garden,Fay,water,0.637287,0.0,0.637287,0.845,false,false,none,false,work active
430,24,16,north_lantern_relay,Milo,test,0.806071,0.0,0.806071,0.83,false,false,none,false,work active
431,24,17,archive_weather_log,Nia,bind,0.589785,0.0,0.589785,0.815,false,false,none,false,reserved work slot
432,25,0,west_bridge_repair,Ari,seal,0.532558,0.0,0.532558,0.86,false,false,none,false,work active
433,25,1,herb_roof_garden,Fay,water,0.637287,0.0,0.637287,0.845,false,false,none,false,work active
434,25,2,north_lantern_relay,Milo,test,0.806071,0.0,0.806071,0.83,false,false,none,false,work active
435,25,3,archive_weather_log,Nia,bind,0.589785,0.0,0.589785,0.815,false,false,none,false,work active
436,25,4,west_bridge_repair,Ari,seal,0.532558,0.0,0.532558,0.86,false,false,none,false,work active
437,25,5,herb_roof_garden,Fay,water,0.637287,0.045709,0.682997,0.845,true,false,none,false,reserved work slot
438,25,6,north_lantern_relay,Milo,test,0.806071,0.023929,0.83,0.83,true,false,none,false,reserved work slot
439,25,7,archive_weather_log,Nia,bind,0.589785,0.0,0.589785,0.815,false,false,none,false,work active
440,25,8,west_bridge_repair,Ari,seal,0.532558,0.045709,0.578268,0.86,true,false,none,false,reserved work slot
441,25,9,herb_roof_garden,Fay,water,0.682997,0.0,0.682997,0.845,false,false,none,false,work active
442,25,10,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,true,false,none,false,reserved work slot
443,25,11,archive_weather_log,Nia,bind,0.589785,0.0,0.589785,0.815,false,false,none,false,work active
444,25,12,west_bridge_repair,Ari,seal,0.578268,0.0,0.578268,0.86,false,false,none,false,work active
445,25,13,herb_roof_garden,Fay,water,0.682997,0.0,0.682997,0.845,false,false,none,false,work active
446,25,14,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,false,false,none,false,work active
447,25,15,archive_weather_log,Nia,bind,0.589785,0.008228,0.598012,0.815,true,true,obligation_time_conflict,false,blocked: obligation_time_conflict
448,25,16,west_bridge_repair,Ari,seal,0.578268,0.0,0.578268,0.86,false,false,none,false,work active
449,25,17,herb_roof_garden,Fay,water,0.682997,0.0,0.682997,0.845,false,false,none,false,work active
450,26,0,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,false,false,none,false,work active
451,26,1,archive_weather_log,Nia,bind,0.598012,0.0,0.598012,0.815,false,false,none,false,work active
452,26,2,west_bridge_repair,Ari,seal,0.578268,0.045709,0.623977,0.86,true,false,none,false,reserved work slot
453,26,3,herb_roof_garden,Fay,water,0.682997,0.0,0.682997,0.845,false,false,none,false,work active
454,26,4,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,false,false,none,false,work active
455,26,5,archive_weather_log,Nia,bind,0.598012,0.0,0.598012,0.815,false,false,none,false,work active
456,26,6,west_bridge_repair,Ari,seal,0.623977,0.0,0.623977,0.86,false,false,none,false,work active
457,26,7,herb_roof_garden,Fay,water,0.682997,0.045709,0.728706,0.845,true,false,none,false,reserved work slot
458,26,8,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,false,false,none,false,work active
459,26,9,archive_weather_log,Nia,bind,0.598012,0.0,0.598012,0.815,false,false,none,false,work active
460,26,10,west_bridge_repair,Ari,seal,0.623977,0.0,0.623977,0.86,false,false,none,false,work active
461,26,11,herb_roof_garden,Fay,water,0.728706,0.0,0.728706,0.845,false,false,none,false,work active
462,26,12,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,false,false,none,false,work active
463,26,13,archive_weather_log,Nia,bind,0.598012,0.045709,0.643722,0.815,true,false,none,false,reserved work slot
464,26,14,west_bridge_repair,Ari,seal,0.623977,0.0,0.623977,0.86,false,false,none,false,work active
465,26,15,herb_roof_garden,Fay,water,0.728706,0.0,0.728706,0.845,false,false,none,false,work active
466,26,16,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,false,true,obligation_time_conflict,false,blocked: obligation_time_conflict
467,26,17,archive_weather_log,Nia,bind,0.643722,0.0,0.643722,0.815,false,false,none,false,work active
468,27,0,herb_roof_garden,Fay,water,0.728706,0.0,0.728706,0.845,false,false,none,false,work active
469,27,1,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,false,false,none,false,work active
470,27,2,archive_weather_log,Nia,bind,0.643722,0.0,0.643722,0.815,false,false,none,false,work active
471,27,3,west_bridge_repair,Ari,seal,0.623977,0.045518,0.669495,0.86,true,false,none,false,reserved work slot
472,27,4,herb_roof_garden,Fay,water,0.728706,0.0,0.728706,0.845,false,false,none,false,work active
473,27,5,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,false,false,none,false,work active
474,27,6,archive_weather_log,Nia,bind,0.643722,0.0,0.643722,0.815,false,false,none,false,work active
475,27,7,west_bridge_repair,Ari,seal,0.669495,0.0,0.669495,0.86,false,false,none,false,work active
476,27,8,herb_roof_garden,Fay,water,0.728706,0.0,0.728706,0.845,false,false,none,false,work active
477,27,9,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,true,false,none,false,reserved work slot
478,27,10,archive_weather_log,Nia,bind,0.643722,0.0,0.643722,0.815,false,false,none,false,work active
479,27,11,west_bridge_repair,Ari,seal,0.669495,0.0,0.669495,0.86,false,false,none,false,work active
480,27,12,herb_roof_garden,Fay,water,0.728706,0.0,0.728706,0.845,false,false,none,false,work active
481,27,13,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,false,false,none,false,work active
482,27,14,archive_weather_log,Nia,bind,0.643722,0.045709,0.689431,0.815,true,false,none,false,reserved work slot
483,27,15,west_bridge_repair,Ari,seal,0.669495,0.0,0.669495,0.86,false,false,none,false,work active
484,27,16,herb_roof_garden,Fay,water,0.728706,0.0,0.728706,0.845,false,true,obligation_time_conflict,false,blocked: obligation_time_conflict
485,27,17,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,false,false,none,false,work active
486,28,0,archive_weather_log,Nia,bind,0.689431,0.0,0.689431,0.815,false,false,none,false,work active
487,28,1,west_bridge_repair,Ari,seal,0.669495,0.0,0.669495,0.86,false,true,obligation_time_conflict,false,blocked: obligation_time_conflict
488,28,2,herb_roof_garden,Fay,water,0.728706,0.0,0.728706,0.845,false,false,none,false,work active
489,28,3,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,true,false,none,false,reserved work slot
490,28,4,archive_weather_log,Nia,bind,0.689431,0.0,0.689431,0.815,false,false,none,false,work active
491,28,5,west_bridge_repair,Ari,seal,0.669495,0.008228,0.677723,0.86,true,true,obligation_time_conflict,false,blocked: obligation_time_conflict
492,28,6,herb_roof_garden,Fay,water,0.728706,0.045709,0.774416,0.845,true,false,none,false,reserved work slot
493,28,7,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,false,false,none,false,work active
494,28,8,archive_weather_log,Nia,bind,0.689431,0.0,0.689431,0.815,false,false,none,false,work active
495,28,9,west_bridge_repair,Ari,seal,0.677723,0.0,0.677723,0.86,false,false,none,false,work active
496,28,10,herb_roof_garden,Fay,mark,0.774416,0.0,0.774416,0.845,false,false,none,false,work active
497,28,11,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,true,false,none,false,reserved work slot
498,28,12,archive_weather_log,Nia,bind,0.689431,0.0,0.689431,0.815,false,false,none,false,work active
499,28,13,west_bridge_repair,Ari,seal,0.677723,0.0,0.677723,0.86,false,false,none,false,work active
500,28,14,herb_roof_garden,Fay,mark,0.774416,0.0,0.774416,0.845,false,false,none,false,work active
501,28,15,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,false,false,none,false,work active
502,28,16,archive_weather_log,Nia,bind,0.689431,0.0,0.689431,0.815,false,false,none,false,work active
503,28,17,west_bridge_repair,Ari,seal,0.677723,0.0,0.677723,0.86,false,false,none,false,work active
504,29,0,herb_roof_garden,Fay,mark,0.774416,0.0,0.774416,0.845,false,false,none,false,work active
505,29,1,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,false,false,none,false,work active
506,29,2,archive_weather_log,Nia,bind,0.689431,0.0,0.689431,0.815,false,false,none,false,work active
507,29,3,west_bridge_repair,Ari,seal,0.677723,0.045709,0.723432,0.86,true,false,none,false,reserved work slot
508,29,4,herb_roof_garden,Fay,mark,0.774416,0.0,0.774416,0.845,false,false,none,false,work active
509,29,5,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,false,false,none,false,work active
510,29,6,archive_weather_log,Nia,bind,0.689431,0.0,0.689431,0.815,false,false,none,false,work active
511,29,7,west_bridge_repair,Ari,seal,0.723432,0.0,0.723432,0.86,false,false,none,false,work active
512,29,8,herb_roof_garden,Fay,mark,0.774416,0.0,0.774416,0.845,false,false,none,false,work active
513,29,9,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,true,false,none,false,reserved work slot
514,29,10,archive_weather_log,Nia,bind,0.689431,0.0,0.689431,0.815,false,false,none,false,work active
515,29,11,west_bridge_repair,Ari,seal,0.723432,0.0,0.723432,0.86,false,false,none,false,work active
516,29,12,herb_roof_garden,Fay,mark,0.774416,0.0,0.774416,0.845,false,false,none,false,work active
517,29,13,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,true,false,none,false,reserved work slot
518,29,14,archive_weather_log,Nia,bind,0.689431,0.045709,0.735141,0.815,true,false,none,false,reserved work slot
519,29,15,west_bridge_repair,Ari,seal,0.723432,0.04524,0.768672,0.86,true,false,none,false,reserved work slot
520,29,16,herb_roof_garden,Fay,mark,0.774416,0.0,0.774416,0.845,false,false,none,false,work active
521,29,17,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,false,false,none,false,work active
522,30,0,west_bridge_repair,Ari,test,0.768672,0.0,0.768672,0.86,false,false,none,false,work active
523,30,1,herb_roof_garden,Fay,mark,0.774416,0.0,0.774416,0.845,false,false,none,false,work active
524,30,2,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,false,false,none,false,work active
525,30,3,archive_weather_log,Nia,bind,0.735141,0.0,0.735141,0.815,false,false,none,false,work active
526,30,4,west_bridge_repair,Ari,test,0.768672,0.0,0.768672,0.86,false,false,none,false,work active
527,30,5,herb_roof_garden,Fay,mark,0.774416,0.053082,0.827498,0.845,true,false,none,false,reserved work slot
528,30,6,north_lantern_relay,Milo,test,0.83,0.0,0.83,0.83,false,false,none,false,work active
529,30,7,archive_weather_log,Nia,bind,0.735141,0.0,0.735141,0.815,false,false,none,false,work active
