tick_id,day,settlement_id,resident_id,question,resident_need,avatar_response_type,answer_state,trust_before,trust_after,resident_initiated,unknown_respected,question_card_visible
658,37,moss_ward,Milo,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.7,0.714,True,True,True
660,37,cinder_garden,Juno,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.796,0.806,True,True,True
663,37,moss_ward,Tala,Will you keep the path clear?,safety check,answer_known,bounded answer,0.754,0.762,True,True,True
664,37,glass_harbor,Nia,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.778,0.792,True,True,True
666,38,orchid_engine,Bea,Which phrase means valve listener?,custom clarity,offer_trade,deferred instead of fabricated,0.782,0.786,True,True,True
669,38,cinder_garden,Wren,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.758,0.772,True,True,True
671,38,orchid_engine,Cai,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.762,0.772,True,True,True
672,38,moss_ward,Milo,Do you understand warm-cup?,custom clarity,offer_trade,deferred instead of fabricated,0.714,0.718,True,True,True
675,38,lichen_bridge,Luma,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.748,0.762,True,True,True
677,38,moss_ward,Tala,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.762,0.772,True,True,True
678,38,glass_harbor,Nia,Which word means net keeper?,custom clarity,offer_trade,deferred instead of fabricated,0.792,0.796,True,True,True
681,38,orchid_engine,Eli,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.748,0.762,True,True,True
683,38,glass_harbor,Oren,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.752,0.762,True,True,True
684,39,lichen_bridge,Kio,Why did you stop at the rope?,safety check,step_back,deferred instead of fabricated,0.788,0.792,True,True,True
686,39,moss_ward,Milo,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.718,0.732,True,True,True
687,39,glass_harbor,Sera,Why did you touch the rail?,safety check,gesture_repair,clarifying answer,0.754,0.768,True,True,True
688,39,cinder_garden,Juno,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.806,0.816,True,True,True
690,39,orchid_engine,Dax,Why do you look at the valve key?,safety check,step_back,deferred instead of fabricated,0.72,0.724,True,True,True
692,39,glass_harbor,Nia,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.796,0.81,True,True,True
693,39,cinder_garden,Pax,Why are you near the seed tray?,safety check,gesture_repair,clarifying answer,0.75,0.764,True,True,True
694,39,lichen_bridge,Rin,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.724,0.734,True,True,True
696,39,moss_ward,Ari,Why do you watch the rain jar?,safety check,step_back,deferred instead of fabricated,0.802,0.806,True,True,True
698,39,cinder_garden,Vale,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.72,0.734,True,True,True
699,39,lichen_bridge,Sol,Why did you stop at the rope?,safety check,gesture_repair,clarifying answer,0.764,0.778,True,True,True
700,39,orchid_engine,Bea,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.786,0.796,True,True,True
702,40,cinder_garden,Juno,Can you wait by ash path?,safety check,answer_known,bounded answer,0.816,0.824,True,True,True
703,40,lichen_bridge,Luma,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.762,0.776,True,True,True
705,40,moss_ward,Tala,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.772,0.782,True,True,True
708,40,lichen_bridge,Rin,Can you wait for signal hush?,safety check,answer_known,bounded answer,0.734,0.742,True,True,True
709,40,orchid_engine,Eli,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.762,0.776,True,True,True
711,40,glass_harbor,Oren,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.762,0.772,True,True,True
714,40,orchid_engine,Bea,Can you keep the lane open?,safety check,answer_known,bounded answer,0.796,0.804,True,True,True
715,40,moss_ward,Fay,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.738,0.752,True,True,True
717,40,cinder_garden,Wren,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.772,0.782,True,True,True
720,41,glass_harbor,Nia,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.81,0.824,True,True,True
722,41,lichen_bridge,Rin,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.742,0.752,True,True,True
723,41,orchid_engine,Eli,Which phrase means valve listener?,custom clarity,offer_trade,deferred instead of fabricated,0.776,0.78,True,True,True
726,41,cinder_garden,Vale,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.734,0.748,True,True,True
728,41,orchid_engine,Bea,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.804,0.814,True,True,True
729,41,moss_ward,Fay,Do you understand warm-cup?,custom clarity,offer_trade,deferred instead of fabricated,0.752,0.756,True,True,True
732,41,lichen_bridge,Kio,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.792,0.806,True,True,True
734,41,moss_ward,Milo,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.732,0.742,True,True,True
735,41,glass_harbor,Sera,Which word means net keeper?,custom clarity,offer_trade,deferred instead of fabricated,0.768,0.772,True,True,True
738,42,moss_ward,Ari,Why do you watch the rain jar?,safety check,gesture_repair,clarifying answer,0.806,0.82,True,True,True
739,42,glass_harbor,Oren,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.772,0.782,True,True,True
741,42,lichen_bridge,Sol,Why did you stop at the rope?,safety check,step_back,deferred instead of fabricated,0.778,0.782,True,True,True
743,42,moss_ward,Fay,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.756,0.77,True,True,True
744,42,glass_harbor,Puck,Why did you touch the rail?,safety check,gesture_repair,clarifying answer,0.748,0.762,True,True,True
745,42,cinder_garden,Wren,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.782,0.792,True,True,True
747,42,orchid_engine,Cai,Why do you look at the valve key?,safety check,step_back,deferred instead of fabricated,0.772,0.776,True,True,True
749,42,glass_harbor,Sera,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.772,0.786,True,True,True
750,42,cinder_garden,Juno,Why are you near the seed tray?,safety check,gesture_repair,clarifying answer,0.824,0.838,True,True,True
751,42,lichen_bridge,Luma,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.776,0.786,True,True,True
753,42,moss_ward,Tala,Why do you watch the rain jar?,safety check,step_back,deferred instead of fabricated,0.782,0.786,True,True,True
755,42,cinder_garden,Pax,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.764,0.778,True,True,True
756,43,orchid_engine,Bea,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.814,0.824,True,True,True
759,43,cinder_garden,Wren,Can you wait by ash path?,safety check,answer_known,bounded answer,0.792,0.8,True,True,True
760,43,lichen_bridge,Kio,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.806,0.82,True,True,True
762,43,moss_ward,Milo,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.742,0.752,True,True,True
765,43,lichen_bridge,Luma,Can you wait for signal hush?,safety check,answer_known,bounded answer,0.786,0.794,True,True,True
766,43,orchid_engine,Dax,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.724,0.738,True,True,True
768,43,glass_harbor,Nia,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.824,0.834,True,True,True
771,43,orchid_engine,Eli,Can you keep the lane open?,safety check,answer_known,bounded answer,0.78,0.788,True,True,True
772,43,moss_ward,Ari,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.82,0.834,True,True,True
774,44,lichen_bridge,Kio,Which sign means safe crossing?,safety check,offer_trade,deferred instead of fabricated,0.82,0.824,True,True,True
777,44,glass_harbor,Sera,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.786,0.8,True,True,True
779,44,lichen_bridge,Luma,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.794,0.804,True,True,True
780,44,orchid_engine,Dax,Which phrase means valve listener?,custom clarity,offer_trade,deferred instead of fabricated,0.738,0.742,True,True,True
783,44,cinder_garden,Pax,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.778,0.792,True,True,True
785,44,orchid_engine,Eli,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.788,0.798,True,True,True
786,44,moss_ward,Ari,Do you understand warm-cup?,custom clarity,offer_trade,deferred instead of fabricated,0.834,0.838,True,True,True
789,44,lichen_bridge,Sol,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.782,0.796,True,True,True
791,44,moss_ward,Fay,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.77,0.78,True,True,True
792,45,cinder_garden,Juno,Why are you near the seed tray?,safety check,step_back,deferred instead of fabricated,0.838,0.842,True,True,True
794,45,orchid_engine,Dax,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.742,0.756,True,True,True
795,45,moss_ward,Tala,Why do you watch the rain jar?,safety check,gesture_repair,clarifying answer,0.786,0.8,True,True,True
796,45,glass_harbor,Nia,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.834,0.844,True,True,True
798,45,lichen_bridge,Rin,Why did you stop at the rope?,safety check,step_back,deferred instead of fabricated,0.752,0.756,True,True,True
800,45,moss_ward,Ari,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.838,0.852,True,True,True
801,45,glass_harbor,Oren,Why did you touch the rail?,safety check,gesture_repair,clarifying answer,0.782,0.796,True,True,True
802,45,cinder_garden,Vale,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.748,0.758,True,True,True
804,45,orchid_engine,Bea,Why do you look at the valve key?,safety check,step_back,deferred instead of fabricated,0.824,0.828,True,True,True
806,45,glass_harbor,Puck,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.762,0.776,True,True,True
807,45,cinder_garden,Wren,Why are you near the seed tray?,safety check,gesture_repair,clarifying answer,0.8,0.814,True,True,True
808,45,lichen_bridge,Kio,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.824,0.834,True,True,True
810,46,glass_harbor,Nia,Can you leave the lamp bright?,safety check,answer_known,bounded answer,0.844,0.852,True,True,True
811,46,cinder_garden,Pax,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.792,0.806,True,True,True
813,46,orchid_engine,Eli,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.798,0.808,True,True,True
816,46,cinder_garden,Vale,Can you wait by ash path?,safety check,answer_known,bounded answer,0.758,0.766,True,True,True
817,46,lichen_bridge,Sol,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.796,0.81,True,True,True
819,46,moss_ward,Fay,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.78,0.79,True,True,True
822,46,lichen_bridge,Kio,Can you wait for signal hush?,safety check,answer_known,bounded answer,0.834,0.842,True,True,True
823,46,orchid_engine,Cai,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.776,0.79,True,True,True
825,46,glass_harbor,Sera,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.8,0.81,True,True,True
828,47,moss_ward,Ari,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.852,0.866,True,True,True
830,47,cinder_garden,Vale,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.766,0.776,True,True,True
831,47,lichen_bridge,Sol,Which sign means safe crossing?,safety check,offer_trade,deferred instead of fabricated,0.81,0.814,True,True,True
834,47,glass_harbor,Puck,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.776,0.79,True,True,True
836,47,lichen_bridge,Kio,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.842,0.852,True,True,True
837,47,orchid_engine,Cai,Which phrase means valve listener?,custom clarity,offer_trade,deferred instead of fabricated,0.79,0.794,True,True,True
840,47,cinder_garden,Juno,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.842,0.856,True,True,True
842,47,orchid_engine,Dax,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.756,0.766,True,True,True
843,47,moss_ward,Tala,Do you understand warm-cup?,custom clarity,offer_trade,deferred instead of fabricated,0.8,0.804,True,True,True
846,48,orchid_engine,Bea,Why do you look at the valve key?,safety check,gesture_repair,clarifying answer,0.828,0.842,True,True,True
847,48,moss_ward,Fay,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.79,0.8,True,True,True
849,48,cinder_garden,Wren,Why are you near the seed tray?,safety check,step_back,deferred instead of fabricated,0.814,0.818,True,True,True
851,48,orchid_engine,Cai,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.794,0.808,True,True,True
852,48,moss_ward,Milo,Why do you watch the rain jar?,safety check,gesture_repair,clarifying answer,0.752,0.766,True,True,True
853,48,glass_harbor,Sera,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.81,0.82,True,True,True
855,48,lichen_bridge,Luma,Why did you stop at the rope?,safety check,step_back,deferred instead of fabricated,0.804,0.808,True,True,True
857,48,moss_ward,Tala,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.804,0.818,True,True,True
858,48,glass_harbor,Nia,Why did you touch the rail?,safety check,gesture_repair,clarifying answer,0.852,0.866,True,True,True
859,48,cinder_garden,Pax,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.806,0.816,True,True,True
861,48,orchid_engine,Eli,Why do you look at the valve key?,safety check,step_back,deferred instead of fabricated,0.808,0.812,True,True,True
863,48,glass_harbor,Oren,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.796,0.81,True,True,True
864,49,lichen_bridge,Kio,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.852,0.862,True,True,True
867,49,glass_harbor,Sera,Can you leave the lamp bright?,safety check,answer_known,bounded answer,0.82,0.828,True,True,True
868,49,cinder_garden,Juno,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.856,0.87,True,True,True
870,49,orchid_engine,Dax,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.766,0.776,True,True,True
873,49,cinder_garden,Pax,Can you wait by ash path?,safety check,answer_known,bounded answer,0.816,0.824,True,True,True
874,49,lichen_bridge,Rin,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.756,0.77,True,True,True
876,49,moss_ward,Ari,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.866,0.876,True,True,True
879,49,lichen_bridge,Sol,Can you wait for signal hush?,safety check,answer_known,bounded answer,0.814,0.822,True,True,True
880,49,orchid_engine,Bea,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.842,0.856,True,True,True
882,50,cinder_garden,Juno,Do you know cool-hand?,safety check,offer_trade,deferred instead of fabricated,0.87,0.874,True,True,True
885,50,moss_ward,Tala,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.818,0.832,True,True,True
887,50,cinder_garden,Pax,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.824,0.834,True,True,True
888,50,lichen_bridge,Rin,Which sign means safe crossing?,safety check,offer_trade,deferred instead of fabricated,0.77,0.774,True,True,True
891,50,glass_harbor,Oren,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.81,0.824,True,True,True
893,50,lichen_bridge,Sol,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.822,0.832,True,True,True
894,50,orchid_engine,Bea,Which phrase means valve listener?,custom clarity,offer_trade,deferred instead of fabricated,0.856,0.86,True,True,True
897,50,cinder_garden,Wren,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.818,0.832,True,True,True
899,50,orchid_engine,Cai,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.808,0.818,True,True,True
900,51,glass_harbor,Nia,Why did you touch the rail?,safety check,step_back,deferred instead of fabricated,0.866,0.87,True,True,True
902,51,lichen_bridge,Rin,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.774,0.788,True,True,True
903,51,orchid_engine,Eli,Why do you look at the valve key?,safety check,gesture_repair,clarifying answer,0.812,0.826,True,True,True
904,51,moss_ward,Ari,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.876,0.886,True,True,True
906,51,cinder_garden,Vale,Why are you near the seed tray?,safety check,step_back,deferred instead of fabricated,0.776,0.78,True,True,True
908,51,orchid_engine,Bea,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.86,0.874,True,True,True
909,51,moss_ward,Fay,Why do you watch the rain jar?,safety check,gesture_repair,clarifying answer,0.8,0.814,True,True,True
910,51,glass_harbor,Puck,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.79,0.8,True,True,True
912,51,lichen_bridge,Kio,Why did you stop at the rope?,safety check,step_back,deferred instead of fabricated,0.862,0.866,True,True,True
914,51,moss_ward,Milo,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.766,0.78,True,True,True
915,51,glass_harbor,Sera,Why did you touch the rail?,safety check,gesture_repair,clarifying answer,0.828,0.842,True,True,True
916,51,cinder_garden,Juno,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.874,0.884,True,True,True
918,52,moss_ward,Ari,Will you keep the path clear?,safety check,answer_known,bounded answer,0.886,0.894,True,True,True
919,52,glass_harbor,Oren,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.824,0.838,True,True,True
921,52,lichen_bridge,Sol,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.832,0.842,True,True,True
924,52,glass_harbor,Puck,Can you leave the lamp bright?,safety check,answer_known,bounded answer,0.8,0.808,True,True,True
925,52,cinder_garden,Wren,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.832,0.846,True,True,True
927,52,orchid_engine,Cai,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.818,0.828,True,True,True
930,52,cinder_garden,Juno,Can you wait by ash path?,safety check,answer_known,bounded answer,0.884,0.892,True,True,True
931,52,lichen_bridge,Luma,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.808,0.822,True,True,True
933,52,moss_ward,Tala,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.832,0.842,True,True,True
936,53,orchid_engine,Bea,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.874,0.888,True,True,True
938,53,glass_harbor,Puck,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.808,0.818,True,True,True
939,53,cinder_garden,Wren,Do you know cool-hand?,safety check,offer_trade,deferred instead of fabricated,0.846,0.85,True,True,True
942,53,moss_ward,Milo,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.78,0.794,True,True,True
944,53,cinder_garden,Juno,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.892,0.902,True,True,True
945,53,lichen_bridge,Luma,Which sign means safe crossing?,safety check,offer_trade,deferred instead of fabricated,0.822,0.826,True,True,True
948,53,glass_harbor,Nia,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.87,0.884,True,True,True
950,53,lichen_bridge,Rin,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.788,0.798,True,True,True
951,53,orchid_engine,Eli,Which phrase means valve listener?,custom clarity,offer_trade,deferred instead of fabricated,0.826,0.83,True,True,True
954,54,lichen_bridge,Kio,Why did you stop at the rope?,safety check,gesture_repair,clarifying answer,0.866,0.88,True,True,True
955,54,orchid_engine,Cai,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.828,0.838,True,True,True
957,54,glass_harbor,Sera,Why did you touch the rail?,safety check,step_back,deferred instead of fabricated,0.842,0.846,True,True,True
959,54,lichen_bridge,Luma,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.826,0.84,True,True,True
960,54,orchid_engine,Dax,Why do you look at the valve key?,safety check,gesture_repair,clarifying answer,0.776,0.79,True,True,True
961,54,moss_ward,Tala,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.842,0.852,True,True,True
963,54,cinder_garden,Pax,Why are you near the seed tray?,safety check,step_back,deferred instead of fabricated,0.834,0.838,True,True,True
965,54,orchid_engine,Eli,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.83,0.844,True,True,True
966,54,moss_ward,Ari,Why do you watch the rain jar?,safety check,gesture_repair,clarifying answer,0.894,0.908,True,True,True
967,54,glass_harbor,Oren,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.838,0.848,True,True,True
969,54,lichen_bridge,Sol,Why did you stop at the rope?,safety check,step_back,deferred instead of fabricated,0.842,0.846,True,True,True
971,54,moss_ward,Fay,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.814,0.828,True,True,True
972,55,cinder_garden,Juno,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.902,0.912,True,True,True
975,55,moss_ward,Tala,Will you keep the path clear?,safety check,answer_known,bounded answer,0.852,0.86,True,True,True
976,55,glass_harbor,Nia,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.884,0.898,True,True,True
978,55,lichen_bridge,Rin,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.798,0.808,True,True,True
981,55,glass_harbor,Oren,Can you leave the lamp bright?,safety check,answer_known,bounded answer,0.848,0.856,True,True,True
982,55,cinder_garden,Vale,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.78,0.794,True,True,True
984,55,orchid_engine,Bea,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.888,0.898,True,True,True
987,55,cinder_garden,Wren,Can you wait by ash path?,safety check,answer_known,bounded answer,0.85,0.858,True,True,True
988,55,lichen_bridge,Kio,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.88,0.894,True,True,True
990,56,glass_harbor,Nia,Which word means net keeper?,custom clarity,offer_trade,deferred instead of fabricated,0.898,0.902,True,True,True
993,56,orchid_engine,Eli,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.844,0.858,True,True,True
995,56,glass_harbor,Oren,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.856,0.866,True,True,True
996,56,cinder_garden,Vale,Do you know cool-hand?,safety check,offer_trade,deferred instead of fabricated,0.794,0.798,True,True,True
999,56,moss_ward,Fay,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.828,0.842,True,True,True
1001,56,cinder_garden,Wren,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.858,0.868,True,True,True
1002,56,lichen_bridge,Kio,Which sign means safe crossing?,safety check,offer_trade,deferred instead of fabricated,0.894,0.898,True,True,True
1005,56,glass_harbor,Sera,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.846,0.86,True,True,True
1007,56,lichen_bridge,Luma,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.84,0.85,True,True,True
1008,57,moss_ward,Ari,Why do you watch the rain jar?,safety check,step_back,deferred instead of fabricated,0.908,0.912,True,True,True
1010,57,cinder_garden,Vale,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.798,0.812,True,True,True
1011,57,lichen_bridge,Sol,Why did you stop at the rope?,safety check,gesture_repair,clarifying answer,0.846,0.86,True,True,True
1012,57,orchid_engine,Bea,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.898,0.908,True,True,True
1014,57,glass_harbor,Puck,Why did you touch the rail?,safety check,step_back,deferred instead of fabricated,0.818,0.822,True,True,True
1016,57,lichen_bridge,Kio,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.898,0.912,True,True,True
1017,57,orchid_engine,Cai,Why do you look at the valve key?,safety check,gesture_repair,clarifying answer,0.838,0.852,True,True,True
1018,57,moss_ward,Milo,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.794,0.804,True,True,True
1020,57,cinder_garden,Juno,Why are you near the seed tray?,safety check,step_back,deferred instead of fabricated,0.912,0.916,True,True,True
1022,57,orchid_engine,Dax,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.79,0.804,True,True,True
1023,57,moss_ward,Tala,Why do you watch the rain jar?,safety check,gesture_repair,clarifying answer,0.86,0.874,True,True,True
1024,57,glass_harbor,Nia,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.902,0.912,True,True,True
1026,58,orchid_engine,Bea,Can you keep the lane open?,safety check,answer_known,bounded answer,0.908,0.916,True,True,True
1027,58,moss_ward,Fay,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.842,0.856,True,True,True
1029,58,cinder_garden,Wren,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.868,0.878,True,True,True
1032,58,moss_ward,Milo,Will you keep the path clear?,safety check,answer_known,bounded answer,0.804,0.812,True,True,True
1033,58,glass_harbor,Sera,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.86,0.874,True,True,True
1035,58,lichen_bridge,Luma,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.85,0.86,True,True,True
1038,58,glass_harbor,Nia,Can you leave the lamp bright?,safety check,answer_known,bounded answer,0.912,0.92,True,True,True
1039,58,cinder_garden,Pax,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.838,0.852,True,True,True
1041,58,orchid_engine,Eli,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.858,0.868,True,True,True
1044,59,lichen_bridge,Kio,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.912,0.926,True,True,True
1046,59,moss_ward,Milo,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.812,0.822,True,True,True
1047,59,glass_harbor,Sera,Which word means net keeper?,custom clarity,offer_trade,deferred instead of fabricated,0.874,0.878,True,True,True
1050,59,orchid_engine,Dax,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.804,0.818,True,True,True
1052,59,glass_harbor,Nia,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.92,0.93,True,True,True
1053,59,cinder_garden,Pax,Do you know cool-hand?,safety check,offer_trade,deferred instead of fabricated,0.852,0.856,True,True,True
1056,59,moss_ward,Ari,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.912,0.926,True,True,True
1058,59,cinder_garden,Vale,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.812,0.822,True,True,True
1059,59,lichen_bridge,Sol,Which sign means safe crossing?,safety check,offer_trade,deferred instead of fabricated,0.86,0.864,True,True,True
1062,60,cinder_garden,Juno,Why are you near the seed tray?,safety check,gesture_repair,clarifying answer,0.916,0.93,True,True,True
1063,60,lichen_bridge,Luma,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.86,0.87,True,True,True
1065,60,moss_ward,Tala,Why do you watch the rain jar?,safety check,step_back,deferred instead of fabricated,0.874,0.878,True,True,True
1067,60,cinder_garden,Pax,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.856,0.87,True,True,True
1068,60,lichen_bridge,Rin,Why did you stop at the rope?,safety check,gesture_repair,clarifying answer,0.808,0.822,True,True,True
1069,60,orchid_engine,Eli,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.868,0.878,True,True,True
1071,60,glass_harbor,Oren,Why did you touch the rail?,safety check,step_back,deferred instead of fabricated,0.866,0.87,True,True,True
1073,60,lichen_bridge,Sol,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.864,0.878,True,True,True
1074,60,orchid_engine,Bea,Why do you look at the valve key?,safety check,gesture_repair,clarifying answer,0.916,0.93,True,True,True
1075,60,moss_ward,Fay,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.856,0.866,True,True,True
1077,60,cinder_garden,Wren,Why are you near the seed tray?,safety check,step_back,deferred instead of fabricated,0.878,0.882,True,True,True
1079,60,orchid_engine,Cai,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.852,0.866,True,True,True
