epoch_id,simulated_year,settlement_id,lineage_id,memory_depth_generations,remembered_event,ritual_anchor,law_or_custom,relationship_continuity,memory_not_global_dump,visible_archive_marker
303,300,lichen_bridge,Luma-line,13,Luma-line remembers rope-touch rule from generation 10,rope-touch,custom: ask before taking signal stone,0.481705,True,archive:lichen_bridge:Luma-line:300
304,300,orchid_engine,Bea-line,13,Bea-line remembers gear-wash-thanks rule from generation 10,gear-wash-thanks,custom: ask before taking steam water,0.481557,True,archive:orchid_engine:Bea-line:300
304,300,orchid_engine,Cai-line,13,Cai-line remembers gear-wash-thanks rule from generation 10,gear-wash-thanks,custom: ask before taking steam water,0.481557,True,archive:orchid_engine:Cai-line:300
304,300,orchid_engine,Eli-line,13,Eli-line remembers gear-wash-thanks rule from generation 10,gear-wash-thanks,custom: ask before taking steam water,0.481557,True,archive:orchid_engine:Eli-line:300
305,305,moss_ward,Tala-line,13,Tala-line remembers warm-cup rule from generation 10,warm-cup,custom: ask before taking root starch,0.482144,True,archive:moss_ward:Tala-line:305
306,305,glass_harbor,Nia-line,13,Nia-line remembers net-knot-thanks rule from generation 10,net-knot-thanks,custom: ask before taking kelp fiber,0.481997,True,archive:glass_harbor:Nia-line:305
308,305,lichen_bridge,Luma-line,13,Luma-line remembers rope-touch rule from generation 10,rope-touch,custom: ask before taking signal stone,0.481701,True,archive:lichen_bridge:Luma-line:305
309,305,orchid_engine,Bea-line,13,Bea-line remembers gear-wash-thanks rule from generation 10,gear-wash-thanks,custom: ask before taking steam water,0.481553,True,archive:orchid_engine:Bea-line:305
309,305,orchid_engine,Cai-line,13,Cai-line remembers gear-wash-thanks rule from generation 10,gear-wash-thanks,custom: ask before taking steam water,0.481553,True,archive:orchid_engine:Cai-line:305
309,305,orchid_engine,Eli-line,13,Eli-line remembers gear-wash-thanks rule from generation 10,gear-wash-thanks,custom: ask before taking steam water,0.481553,True,archive:orchid_engine:Eli-line:305
310,310,moss_ward,Tala-line,13,Tala-line remembers warm-cup rule from generation 10,warm-cup,custom: ask before taking root starch,0.482141,True,archive:moss_ward:Tala-line:310
311,310,glass_harbor,Nia-line,13,Nia-line remembers net-knot-thanks rule from generation 10,net-knot-thanks,custom: ask before taking kelp fiber,0.481993,True,archive:glass_harbor:Nia-line:310
313,310,lichen_bridge,Luma-line,13,Luma-line remembers rope-touch rule from generation 10,rope-touch,custom: ask before taking signal stone,0.481697,True,archive:lichen_bridge:Luma-line:310
314,310,orchid_engine,Bea-line,13,Bea-line remembers gear-wash-thanks rule from generation 10,gear-wash-thanks,custom: ask before taking steam water,0.481549,True,archive:orchid_engine:Bea-line:310
314,310,orchid_engine,Cai-line,13,Cai-line remembers gear-wash-thanks rule from generation 10,gear-wash-thanks,custom: ask before taking steam water,0.481549,True,archive:orchid_engine:Cai-line:310
314,310,orchid_engine,Eli-line,13,Eli-line remembers gear-wash-thanks rule from generation 10,gear-wash-thanks,custom: ask before taking steam water,0.481549,True,archive:orchid_engine:Eli-line:310
315,315,moss_ward,Tala-line,13,Tala-line remembers warm-cup rule from generation 10,warm-cup,custom: ask before taking root starch,0.482137,True,archive:moss_ward:Tala-line:315
316,315,glass_harbor,Nia-line,13,Nia-line remembers net-knot-thanks rule from generation 10,net-knot-thanks,custom: ask before taking kelp fiber,0.481989,True,archive:glass_harbor:Nia-line:315
318,315,lichen_bridge,Luma-line,13,Luma-line remembers rope-touch rule from generation 10,rope-touch,custom: ask before taking signal stone,0.481693,True,archive:lichen_bridge:Luma-line:315
319,315,orchid_engine,Bea-line,13,Bea-line remembers gear-wash-thanks rule from generation 10,gear-wash-thanks,custom: ask before taking steam water,0.481545,True,archive:orchid_engine:Bea-line:315
319,315,orchid_engine,Cai-line,13,Cai-line remembers gear-wash-thanks rule from generation 10,gear-wash-thanks,custom: ask before taking steam water,0.481545,True,archive:orchid_engine:Cai-line:315
319,315,orchid_engine,Eli-line,13,Eli-line remembers gear-wash-thanks rule from generation 10,gear-wash-thanks,custom: ask before taking steam water,0.481545,True,archive:orchid_engine:Eli-line:315
320,320,moss_ward,Tala-line,13,Tala-line remembers warm-cup rule from generation 10,warm-cup,custom: ask before taking root starch,0.482133,True,archive:moss_ward:Tala-line:320
321,320,glass_harbor,Nia-line,13,Nia-line remembers net-knot-thanks rule from generation 10,net-knot-thanks,custom: ask before taking kelp fiber,0.481985,True,archive:glass_harbor:Nia-line:320
323,320,lichen_bridge,Luma-line,13,Luma-line remembers rope-touch rule from generation 10,rope-touch,custom: ask before taking signal stone,0.481689,True,archive:lichen_bridge:Luma-line:320
324,320,orchid_engine,Bea-line,13,Bea-line remembers gear-wash-thanks rule from generation 10,gear-wash-thanks,custom: ask before taking steam water,0.481541,True,archive:orchid_engine:Bea-line:320
324,320,orchid_engine,Cai-line,13,Cai-line remembers gear-wash-thanks rule from generation 10,gear-wash-thanks,custom: ask before taking steam water,0.481541,True,archive:orchid_engine:Cai-line:320
324,320,orchid_engine,Eli-line,13,Eli-line remembers gear-wash-thanks rule from generation 10,gear-wash-thanks,custom: ask before taking steam water,0.481541,True,archive:orchid_engine:Eli-line:320
325,325,moss_ward,Ari-line,14,Ari-line remembers warm-cup rule from generation 11,warm-cup,custom: ask before taking moss fiber,0.488465,True,archive:moss_ward:Ari-line:325
325,325,moss_ward,Fay-line,14,Fay-line remembers warm-cup rule from generation 11,warm-cup,custom: ask before taking moss fiber,0.488465,True,archive:moss_ward:Fay-line:325
327,325,cinder_garden,Juno-line,14,Juno-line remembers seed-count rule from generation 11,seed-count,custom: ask before taking ember fruit,0.488169,True,archive:cinder_garden:Juno-line:325
327,325,cinder_garden,Wren-line,14,Wren-line remembers seed-count rule from generation 11,seed-count,custom: ask before taking ember fruit,0.488169,True,archive:cinder_garden:Wren-line:325
328,325,lichen_bridge,Kio-line,14,Kio-line remembers rope-touch rule from generation 11,rope-touch,custom: ask before taking lichen paste,0.488021,True,archive:lichen_bridge:Kio-line:325
328,325,lichen_bridge,Sol-line,14,Sol-line remembers rope-touch rule from generation 11,rope-touch,custom: ask before taking lichen paste,0.488021,True,archive:lichen_bridge:Sol-line:325
330,330,moss_ward,Ari-line,14,Ari-line remembers warm-cup rule from generation 11,warm-cup,custom: ask before taking moss fiber,0.488461,True,archive:moss_ward:Ari-line:330
330,330,moss_ward,Fay-line,14,Fay-line remembers warm-cup rule from generation 11,warm-cup,custom: ask before taking moss fiber,0.488461,True,archive:moss_ward:Fay-line:330
332,330,cinder_garden,Juno-line,14,Juno-line remembers seed-count rule from generation 11,seed-count,custom: ask before taking ember fruit,0.488165,True,archive:cinder_garden:Juno-line:330
332,330,cinder_garden,Wren-line,14,Wren-line remembers seed-count rule from generation 11,seed-count,custom: ask before taking ember fruit,0.488165,True,archive:cinder_garden:Wren-line:330
333,330,lichen_bridge,Kio-line,14,Kio-line remembers rope-touch rule from generation 11,rope-touch,custom: ask before taking lichen paste,0.488017,True,archive:lichen_bridge:Kio-line:330
333,330,lichen_bridge,Sol-line,14,Sol-line remembers rope-touch rule from generation 11,rope-touch,custom: ask before taking lichen paste,0.488017,True,archive:lichen_bridge:Sol-line:330
335,335,moss_ward,Ari-line,14,Ari-line remembers warm-cup rule from generation 11,warm-cup,custom: ask before taking moss fiber,0.488457,True,archive:moss_ward:Ari-line:335
335,335,moss_ward,Fay-line,14,Fay-line remembers warm-cup rule from generation 11,warm-cup,custom: ask before taking moss fiber,0.488457,True,archive:moss_ward:Fay-line:335
337,335,cinder_garden,Juno-line,14,Juno-line remembers seed-count rule from generation 11,seed-count,custom: ask before taking ember fruit,0.488161,True,archive:cinder_garden:Juno-line:335
337,335,cinder_garden,Wren-line,14,Wren-line remembers seed-count rule from generation 11,seed-count,custom: ask before taking ember fruit,0.488161,True,archive:cinder_garden:Wren-line:335
338,335,lichen_bridge,Kio-line,14,Kio-line remembers rope-touch rule from generation 11,rope-touch,custom: ask before taking lichen paste,0.488013,True,archive:lichen_bridge:Kio-line:335
338,335,lichen_bridge,Sol-line,14,Sol-line remembers rope-touch rule from generation 11,rope-touch,custom: ask before taking lichen paste,0.488013,True,archive:lichen_bridge:Sol-line:335
340,340,moss_ward,Ari-line,14,Ari-line remembers warm-cup rule from generation 11,warm-cup,custom: ask before taking moss fiber,0.488453,True,archive:moss_ward:Ari-line:340
340,340,moss_ward,Fay-line,14,Fay-line remembers warm-cup rule from generation 11,warm-cup,custom: ask before taking moss fiber,0.488453,True,archive:moss_ward:Fay-line:340
342,340,cinder_garden,Juno-line,14,Juno-line remembers seed-count rule from generation 11,seed-count,custom: ask before taking ember fruit,0.488157,True,archive:cinder_garden:Juno-line:340
342,340,cinder_garden,Wren-line,14,Wren-line remembers seed-count rule from generation 11,seed-count,custom: ask before taking ember fruit,0.488157,True,archive:cinder_garden:Wren-line:340
343,340,lichen_bridge,Kio-line,14,Kio-line remembers rope-touch rule from generation 11,rope-touch,custom: ask before taking lichen paste,0.48801,True,archive:lichen_bridge:Kio-line:340
343,340,lichen_bridge,Sol-line,14,Sol-line remembers rope-touch rule from generation 11,rope-touch,custom: ask before taking lichen paste,0.48801,True,archive:lichen_bridge:Sol-line:340
345,345,moss_ward,Ari-line,14,Ari-line remembers warm-cup rule from generation 11,warm-cup,custom: ask before taking moss fiber,0.488449,True,archive:moss_ward:Ari-line:345
345,345,moss_ward,Fay-line,14,Fay-line remembers warm-cup rule from generation 11,warm-cup,custom: ask before taking moss fiber,0.488449,True,archive:moss_ward:Fay-line:345
347,345,cinder_garden,Juno-line,14,Juno-line remembers seed-count rule from generation 11,seed-count,custom: ask before taking ember fruit,0.488154,True,archive:cinder_garden:Juno-line:345
347,345,cinder_garden,Wren-line,14,Wren-line remembers seed-count rule from generation 11,seed-count,custom: ask before taking ember fruit,0.488154,True,archive:cinder_garden:Wren-line:345
348,345,lichen_bridge,Kio-line,14,Kio-line remembers rope-touch rule from generation 11,rope-touch,custom: ask before taking lichen paste,0.488006,True,archive:lichen_bridge:Kio-line:345
348,345,lichen_bridge,Sol-line,14,Sol-line remembers rope-touch rule from generation 11,rope-touch,custom: ask before taking lichen paste,0.488006,True,archive:lichen_bridge:Sol-line:345
351,350,glass_harbor,Oren-line,15,Oren-line remembers net-knot-thanks rule from generation 12,net-knot-thanks,custom: ask before taking lamp oil,0.494619,True,archive:glass_harbor:Oren-line:350
351,350,glass_harbor,Sera-line,15,Sera-line remembers net-knot-thanks rule from generation 12,net-knot-thanks,custom: ask before taking lamp oil,0.494619,True,archive:glass_harbor:Sera-line:350
352,350,cinder_garden,Pax-line,15,Pax-line remembers seed-count rule from generation 12,seed-count,custom: ask before taking shade wood,0.494471,True,archive:cinder_garden:Pax-line:350
356,355,glass_harbor,Oren-line,15,Oren-line remembers net-knot-thanks rule from generation 12,net-knot-thanks,custom: ask before taking lamp oil,0.494615,True,archive:glass_harbor:Oren-line:355
356,355,glass_harbor,Sera-line,15,Sera-line remembers net-knot-thanks rule from generation 12,net-knot-thanks,custom: ask before taking lamp oil,0.494615,True,archive:glass_harbor:Sera-line:355
357,355,cinder_garden,Pax-line,15,Pax-line remembers seed-count rule from generation 12,seed-count,custom: ask before taking shade wood,0.494467,True,archive:cinder_garden:Pax-line:355
361,360,glass_harbor,Oren-line,15,Oren-line remembers net-knot-thanks rule from generation 12,net-knot-thanks,custom: ask before taking lamp oil,0.494611,True,archive:glass_harbor:Oren-line:360
361,360,glass_harbor,Sera-line,15,Sera-line remembers net-knot-thanks rule from generation 12,net-knot-thanks,custom: ask before taking lamp oil,0.494611,True,archive:glass_harbor:Sera-line:360
362,360,cinder_garden,Pax-line,15,Pax-line remembers seed-count rule from generation 12,seed-count,custom: ask before taking shade wood,0.494463,True,archive:cinder_garden:Pax-line:360
366,365,glass_harbor,Oren-line,15,Oren-line remembers net-knot-thanks rule from generation 12,net-knot-thanks,custom: ask before taking lamp oil,0.494607,True,archive:glass_harbor:Oren-line:365
366,365,glass_harbor,Sera-line,15,Sera-line remembers net-knot-thanks rule from generation 12,net-knot-thanks,custom: ask before taking lamp oil,0.494607,True,archive:glass_harbor:Sera-line:365
367,365,cinder_garden,Pax-line,15,Pax-line remembers seed-count rule from generation 12,seed-count,custom: ask before taking shade wood,0.494526,True,archive:cinder_garden:Pax-line:365
371,370,glass_harbor,Oren-line,15,Oren-line remembers net-knot-thanks rule from generation 12,net-knot-thanks,custom: ask before taking lamp oil,0.49467,True,archive:glass_harbor:Oren-line:370
371,370,glass_harbor,Sera-line,15,Sera-line remembers net-knot-thanks rule from generation 12,net-knot-thanks,custom: ask before taking lamp oil,0.49467,True,archive:glass_harbor:Sera-line:370
372,370,cinder_garden,Pax-line,15,Pax-line remembers seed-count rule from generation 12,seed-count,custom: ask before taking shade wood,0.494522,True,archive:cinder_garden:Pax-line:370
375,375,moss_ward,Tala-line,16,Tala-line remembers warm-cup rule from generation 13,warm-cup,custom: ask before taking root starch,0.501164,True,archive:moss_ward:Tala-line:375
376,375,glass_harbor,Nia-line,16,Nia-line remembers net-knot-thanks rule from generation 13,net-knot-thanks,custom: ask before taking kelp fiber,0.501016,True,archive:glass_harbor:Nia-line:375
378,375,lichen_bridge,Luma-line,16,Luma-line remembers rope-touch rule from generation 13,rope-touch,custom: ask before taking signal stone,0.502016,True,archive:lichen_bridge:Luma-line:375
379,375,orchid_engine,Bea-line,16,Bea-line remembers gear-wash-thanks rule from generation 13,gear-wash-thanks,custom: ask before taking steam water,0.501869,True,archive:orchid_engine:Bea-line:375
379,375,orchid_engine,Cai-line,16,Cai-line remembers gear-wash-thanks rule from generation 13,gear-wash-thanks,custom: ask before taking steam water,0.501869,True,archive:orchid_engine:Cai-line:375
379,375,orchid_engine,Eli-line,16,Eli-line remembers gear-wash-thanks rule from generation 13,gear-wash-thanks,custom: ask before taking steam water,0.501869,True,archive:orchid_engine:Eli-line:375
380,380,moss_ward,Tala-line,16,Tala-line remembers warm-cup rule from generation 13,warm-cup,custom: ask before taking root starch,0.50116,True,archive:moss_ward:Tala-line:380
381,380,glass_harbor,Nia-line,16,Nia-line remembers net-knot-thanks rule from generation 13,net-knot-thanks,custom: ask before taking kelp fiber,0.501012,True,archive:glass_harbor:Nia-line:380
383,380,lichen_bridge,Luma-line,16,Luma-line remembers rope-touch rule from generation 13,rope-touch,custom: ask before taking signal stone,0.502013,True,archive:lichen_bridge:Luma-line:380
384,380,orchid_engine,Bea-line,16,Bea-line remembers gear-wash-thanks rule from generation 13,gear-wash-thanks,custom: ask before taking steam water,0.501865,True,archive:orchid_engine:Bea-line:380
384,380,orchid_engine,Cai-line,16,Cai-line remembers gear-wash-thanks rule from generation 13,gear-wash-thanks,custom: ask before taking steam water,0.501865,True,archive:orchid_engine:Cai-line:380
384,380,orchid_engine,Eli-line,16,Eli-line remembers gear-wash-thanks rule from generation 13,gear-wash-thanks,custom: ask before taking steam water,0.501865,True,archive:orchid_engine:Eli-line:380
385,385,moss_ward,Tala-line,16,Tala-line remembers warm-cup rule from generation 13,warm-cup,custom: ask before taking root starch,0.501156,True,archive:moss_ward:Tala-line:385
386,385,glass_harbor,Nia-line,16,Nia-line remembers net-knot-thanks rule from generation 13,net-knot-thanks,custom: ask before taking kelp fiber,0.501008,True,archive:glass_harbor:Nia-line:385
388,385,lichen_bridge,Luma-line,16,Luma-line remembers rope-touch rule from generation 13,rope-touch,custom: ask before taking signal stone,0.502009,True,archive:lichen_bridge:Luma-line:385
389,385,orchid_engine,Bea-line,16,Bea-line remembers gear-wash-thanks rule from generation 13,gear-wash-thanks,custom: ask before taking steam water,0.501861,True,archive:orchid_engine:Bea-line:385
389,385,orchid_engine,Cai-line,16,Cai-line remembers gear-wash-thanks rule from generation 13,gear-wash-thanks,custom: ask before taking steam water,0.501861,True,archive:orchid_engine:Cai-line:385
389,385,orchid_engine,Eli-line,16,Eli-line remembers gear-wash-thanks rule from generation 13,gear-wash-thanks,custom: ask before taking steam water,0.501861,True,archive:orchid_engine:Eli-line:385
390,390,moss_ward,Tala-line,16,Tala-line remembers warm-cup rule from generation 13,warm-cup,custom: ask before taking root starch,0.501152,True,archive:moss_ward:Tala-line:390
391,390,glass_harbor,Nia-line,16,Nia-line remembers net-knot-thanks rule from generation 13,net-knot-thanks,custom: ask before taking kelp fiber,0.501005,True,archive:glass_harbor:Nia-line:390
393,390,lichen_bridge,Luma-line,16,Luma-line remembers rope-touch rule from generation 13,rope-touch,custom: ask before taking signal stone,0.502005,True,archive:lichen_bridge:Luma-line:390
394,390,orchid_engine,Bea-line,16,Bea-line remembers gear-wash-thanks rule from generation 13,gear-wash-thanks,custom: ask before taking steam water,0.501857,True,archive:orchid_engine:Bea-line:390
394,390,orchid_engine,Cai-line,16,Cai-line remembers gear-wash-thanks rule from generation 13,gear-wash-thanks,custom: ask before taking steam water,0.501857,True,archive:orchid_engine:Cai-line:390
394,390,orchid_engine,Eli-line,16,Eli-line remembers gear-wash-thanks rule from generation 13,gear-wash-thanks,custom: ask before taking steam water,0.501857,True,archive:orchid_engine:Eli-line:390
395,395,moss_ward,Tala-line,16,Tala-line remembers warm-cup rule from generation 13,warm-cup,custom: ask before taking root starch,0.501149,True,archive:moss_ward:Tala-line:395
396,395,glass_harbor,Nia-line,16,Nia-line remembers net-knot-thanks rule from generation 13,net-knot-thanks,custom: ask before taking kelp fiber,0.501001,True,archive:glass_harbor:Nia-line:395
398,395,lichen_bridge,Luma-line,16,Luma-line remembers rope-touch rule from generation 13,rope-touch,custom: ask before taking signal stone,0.502001,True,archive:lichen_bridge:Luma-line:395
399,395,orchid_engine,Bea-line,16,Bea-line remembers gear-wash-thanks rule from generation 13,gear-wash-thanks,custom: ask before taking steam water,0.501853,True,archive:orchid_engine:Bea-line:395
399,395,orchid_engine,Cai-line,16,Cai-line remembers gear-wash-thanks rule from generation 13,gear-wash-thanks,custom: ask before taking steam water,0.501853,True,archive:orchid_engine:Cai-line:395
399,395,orchid_engine,Eli-line,16,Eli-line remembers gear-wash-thanks rule from generation 13,gear-wash-thanks,custom: ask before taking steam water,0.501853,True,archive:orchid_engine:Eli-line:395
400,400,moss_ward,Ari-line,17,Ari-line remembers warm-cup rule from generation 14,warm-cup,custom: ask before taking moss fiber,0.507481,True,archive:moss_ward:Ari-line:400
400,400,moss_ward,Fay-line,17,Fay-line remembers warm-cup rule from generation 14,warm-cup,custom: ask before taking moss fiber,0.507481,True,archive:moss_ward:Fay-line:400
402,400,cinder_garden,Juno-line,17,Juno-line remembers seed-count rule from generation 14,seed-count,custom: ask before taking ember fruit,0.508481,True,archive:cinder_garden:Juno-line:400
402,400,cinder_garden,Wren-line,17,Wren-line remembers seed-count rule from generation 14,seed-count,custom: ask before taking ember fruit,0.508481,True,archive:cinder_garden:Wren-line:400
403,400,lichen_bridge,Kio-line,17,Kio-line remembers rope-touch rule from generation 14,rope-touch,custom: ask before taking lichen paste,0.508333,True,archive:lichen_bridge:Kio-line:400
403,400,lichen_bridge,Sol-line,17,Sol-line remembers rope-touch rule from generation 14,rope-touch,custom: ask before taking lichen paste,0.508333,True,archive:lichen_bridge:Sol-line:400
405,405,moss_ward,Ari-line,17,Ari-line remembers warm-cup rule from generation 14,warm-cup,custom: ask before taking moss fiber,0.507477,True,archive:moss_ward:Ari-line:405
405,405,moss_ward,Fay-line,17,Fay-line remembers warm-cup rule from generation 14,warm-cup,custom: ask before taking moss fiber,0.507477,True,archive:moss_ward:Fay-line:405
407,405,cinder_garden,Juno-line,17,Juno-line remembers seed-count rule from generation 14,seed-count,custom: ask before taking ember fruit,0.508477,True,archive:cinder_garden:Juno-line:405
407,405,cinder_garden,Wren-line,17,Wren-line remembers seed-count rule from generation 14,seed-count,custom: ask before taking ember fruit,0.508477,True,archive:cinder_garden:Wren-line:405
408,405,lichen_bridge,Kio-line,17,Kio-line remembers rope-touch rule from generation 14,rope-touch,custom: ask before taking lichen paste,0.508329,True,archive:lichen_bridge:Kio-line:405
408,405,lichen_bridge,Sol-line,17,Sol-line remembers rope-touch rule from generation 14,rope-touch,custom: ask before taking lichen paste,0.508329,True,archive:lichen_bridge:Sol-line:405
410,410,moss_ward,Ari-line,17,Ari-line remembers warm-cup rule from generation 14,warm-cup,custom: ask before taking moss fiber,0.507473,True,archive:moss_ward:Ari-line:410
410,410,moss_ward,Fay-line,17,Fay-line remembers warm-cup rule from generation 14,warm-cup,custom: ask before taking moss fiber,0.507473,True,archive:moss_ward:Fay-line:410
412,410,cinder_garden,Juno-line,17,Juno-line remembers seed-count rule from generation 14,seed-count,custom: ask before taking ember fruit,0.508473,True,archive:cinder_garden:Juno-line:410
412,410,cinder_garden,Wren-line,17,Wren-line remembers seed-count rule from generation 14,seed-count,custom: ask before taking ember fruit,0.508473,True,archive:cinder_garden:Wren-line:410
413,410,lichen_bridge,Kio-line,17,Kio-line remembers rope-touch rule from generation 14,rope-touch,custom: ask before taking lichen paste,0.508325,True,archive:lichen_bridge:Kio-line:410
413,410,lichen_bridge,Sol-line,17,Sol-line remembers rope-touch rule from generation 14,rope-touch,custom: ask before taking lichen paste,0.508325,True,archive:lichen_bridge:Sol-line:410
415,415,moss_ward,Ari-line,17,Ari-line remembers warm-cup rule from generation 14,warm-cup,custom: ask before taking moss fiber,0.507469,True,archive:moss_ward:Ari-line:415
415,415,moss_ward,Fay-line,17,Fay-line remembers warm-cup rule from generation 14,warm-cup,custom: ask before taking moss fiber,0.507469,True,archive:moss_ward:Fay-line:415
417,415,cinder_garden,Juno-line,17,Juno-line remembers seed-count rule from generation 14,seed-count,custom: ask before taking ember fruit,0.508469,True,archive:cinder_garden:Juno-line:415
417,415,cinder_garden,Wren-line,17,Wren-line remembers seed-count rule from generation 14,seed-count,custom: ask before taking ember fruit,0.508469,True,archive:cinder_garden:Wren-line:415
418,415,lichen_bridge,Kio-line,17,Kio-line remembers rope-touch rule from generation 14,rope-touch,custom: ask before taking lichen paste,0.508321,True,archive:lichen_bridge:Kio-line:415
418,415,lichen_bridge,Sol-line,17,Sol-line remembers rope-touch rule from generation 14,rope-touch,custom: ask before taking lichen paste,0.508321,True,archive:lichen_bridge:Sol-line:415
420,420,moss_ward,Ari-line,17,Ari-line remembers warm-cup rule from generation 14,warm-cup,custom: ask before taking moss fiber,0.507465,True,archive:moss_ward:Ari-line:420
420,420,moss_ward,Fay-line,17,Fay-line remembers warm-cup rule from generation 14,warm-cup,custom: ask before taking moss fiber,0.507465,True,archive:moss_ward:Fay-line:420
422,420,cinder_garden,Juno-line,17,Juno-line remembers seed-count rule from generation 14,seed-count,custom: ask before taking ember fruit,0.508465,True,archive:cinder_garden:Juno-line:420
422,420,cinder_garden,Wren-line,17,Wren-line remembers seed-count rule from generation 14,seed-count,custom: ask before taking ember fruit,0.508465,True,archive:cinder_garden:Wren-line:420
423,420,lichen_bridge,Kio-line,17,Kio-line remembers rope-touch rule from generation 14,rope-touch,custom: ask before taking lichen paste,0.508317,True,archive:lichen_bridge:Kio-line:420
423,420,lichen_bridge,Sol-line,17,Sol-line remembers rope-touch rule from generation 14,rope-touch,custom: ask before taking lichen paste,0.508317,True,archive:lichen_bridge:Sol-line:420
426,425,glass_harbor,Oren-line,18,Oren-line remembers net-knot-thanks rule from generation 15,net-knot-thanks,custom: ask before taking lamp oil,0.514945,True,archive:glass_harbor:Oren-line:425
426,425,glass_harbor,Sera-line,18,Sera-line remembers net-knot-thanks rule from generation 15,net-knot-thanks,custom: ask before taking lamp oil,0.514945,True,archive:glass_harbor:Sera-line:425
427,425,cinder_garden,Pax-line,18,Pax-line remembers seed-count rule from generation 15,seed-count,custom: ask before taking shade wood,0.514797,True,archive:cinder_garden:Pax-line:425
431,430,glass_harbor,Oren-line,18,Oren-line remembers net-knot-thanks rule from generation 15,net-knot-thanks,custom: ask before taking lamp oil,0.514941,True,archive:glass_harbor:Oren-line:430
431,430,glass_harbor,Sera-line,18,Sera-line remembers net-knot-thanks rule from generation 15,net-knot-thanks,custom: ask before taking lamp oil,0.514941,True,archive:glass_harbor:Sera-line:430
432,430,cinder_garden,Pax-line,18,Pax-line remembers seed-count rule from generation 15,seed-count,custom: ask before taking shade wood,0.514794,True,archive:cinder_garden:Pax-line:430
436,435,glass_harbor,Oren-line,18,Oren-line remembers net-knot-thanks rule from generation 15,net-knot-thanks,custom: ask before taking lamp oil,0.514938,True,archive:glass_harbor:Oren-line:435
436,435,glass_harbor,Sera-line,18,Sera-line remembers net-knot-thanks rule from generation 15,net-knot-thanks,custom: ask before taking lamp oil,0.514938,True,archive:glass_harbor:Sera-line:435
437,435,cinder_garden,Pax-line,18,Pax-line remembers seed-count rule from generation 15,seed-count,custom: ask before taking shade wood,0.51479,True,archive:cinder_garden:Pax-line:435
441,440,glass_harbor,Oren-line,18,Oren-line remembers net-knot-thanks rule from generation 15,net-knot-thanks,custom: ask before taking lamp oil,0.514934,True,archive:glass_harbor:Oren-line:440
441,440,glass_harbor,Sera-line,18,Sera-line remembers net-knot-thanks rule from generation 15,net-knot-thanks,custom: ask before taking lamp oil,0.514934,True,archive:glass_harbor:Sera-line:440
442,440,cinder_garden,Pax-line,18,Pax-line remembers seed-count rule from generation 15,seed-count,custom: ask before taking shade wood,0.514786,True,archive:cinder_garden:Pax-line:440
446,445,glass_harbor,Oren-line,18,Oren-line remembers net-knot-thanks rule from generation 15,net-knot-thanks,custom: ask before taking lamp oil,0.51493,True,archive:glass_harbor:Oren-line:445
446,445,glass_harbor,Sera-line,18,Sera-line remembers net-knot-thanks rule from generation 15,net-knot-thanks,custom: ask before taking lamp oil,0.51493,True,archive:glass_harbor:Sera-line:445
447,445,cinder_garden,Pax-line,18,Pax-line remembers seed-count rule from generation 15,seed-count,custom: ask before taking shade wood,0.514782,True,archive:cinder_garden:Pax-line:445
450,450,moss_ward,Tala-line,19,Tala-line remembers warm-cup rule from generation 16,warm-cup,custom: ask before taking root starch,0.52141,True,archive:moss_ward:Tala-line:450
451,450,glass_harbor,Nia-line,19,Nia-line remembers net-knot-thanks rule from generation 16,net-knot-thanks,custom: ask before taking kelp fiber,0.521262,True,archive:glass_harbor:Nia-line:450
453,450,lichen_bridge,Luma-line,19,Luma-line remembers rope-touch rule from generation 16,rope-touch,custom: ask before taking signal stone,0.521032,True,archive:lichen_bridge:Luma-line:450
454,450,orchid_engine,Bea-line,19,Bea-line remembers gear-wash-thanks rule from generation 16,gear-wash-thanks,custom: ask before taking steam water,0.520884,True,archive:orchid_engine:Bea-line:450
454,450,orchid_engine,Cai-line,19,Cai-line remembers gear-wash-thanks rule from generation 16,gear-wash-thanks,custom: ask before taking steam water,0.520884,True,archive:orchid_engine:Cai-line:450
454,450,orchid_engine,Eli-line,19,Eli-line remembers gear-wash-thanks rule from generation 16,gear-wash-thanks,custom: ask before taking steam water,0.520884,True,archive:orchid_engine:Eli-line:450
455,455,moss_ward,Tala-line,19,Tala-line remembers warm-cup rule from generation 16,warm-cup,custom: ask before taking root starch,0.521406,True,archive:moss_ward:Tala-line:455
456,455,glass_harbor,Nia-line,19,Nia-line remembers net-knot-thanks rule from generation 16,net-knot-thanks,custom: ask before taking kelp fiber,0.521324,True,archive:glass_harbor:Nia-line:455
458,455,lichen_bridge,Luma-line,19,Luma-line remembers rope-touch rule from generation 16,rope-touch,custom: ask before taking signal stone,0.521028,True,archive:lichen_bridge:Luma-line:455
459,455,orchid_engine,Bea-line,19,Bea-line remembers gear-wash-thanks rule from generation 16,gear-wash-thanks,custom: ask before taking steam water,0.52088,True,archive:orchid_engine:Bea-line:455
459,455,orchid_engine,Cai-line,19,Cai-line remembers gear-wash-thanks rule from generation 16,gear-wash-thanks,custom: ask before taking steam water,0.52088,True,archive:orchid_engine:Cai-line:455
459,455,orchid_engine,Eli-line,19,Eli-line remembers gear-wash-thanks rule from generation 16,gear-wash-thanks,custom: ask before taking steam water,0.52088,True,archive:orchid_engine:Eli-line:455
