tick_id,day,route_id,agent,posture_before,posture_after,gaze,distance,gesture,reaction_trigger,body_language_visible,persists_after_reload
257,19,archive_signal,Milo,open forward lean,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
258,19,signal_orchard,Milo,watchful neutral stance,open forward lean,toward route board,0.34,open palm,merge,True,False
259,19,orchard_riverbend,Ari,watchful neutral stance,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
260,19,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
261,19,riverbend_roofward,Fay,open forward lean,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
262,19,roofward_archive,Fay,watchful neutral stance,open forward lean,toward route board,0.34,open palm,merge,True,False
263,19,archive_signal,Milo,open forward lean,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
264,19,signal_orchard,Milo,watchful neutral stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
265,19,orchard_riverbend,Ari,watchful neutral stance,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
266,20,central_repair_ring,Juno,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
267,20,riverbend_roofward,Fay,open forward lean,watchful neutral stance,toward avatar,0.42,small nod,dialogue,True,False
268,20,roofward_archive,Fay,watchful neutral stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
269,20,archive_signal,Milo,open forward lean,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
270,20,signal_orchard,Milo,watchful neutral stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
271,20,orchard_riverbend,Ari,watchful neutral stance,relieved reset stance,toward avatar,0.42,small nod,dialogue,True,False
272,20,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
273,20,riverbend_roofward,Fay,open forward lean,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
274,20,roofward_archive,Fay,watchful neutral stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
275,20,archive_signal,Milo,open forward lean,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
276,20,signal_orchard,Milo,watchful neutral stance,open forward lean,toward route board,0.34,open palm,merge,True,False
277,20,orchard_riverbend,Ari,relieved reset stance,watchful neutral stance,toward avatar,0.42,small nod,dialogue,True,False
278,20,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
279,20,riverbend_roofward,Fay,open forward lean,watchful neutral stance,side glance,0.42,small nod,reload,True,True
280,21,roofward_archive,Fay,watchful neutral stance,open forward lean,side glance,0.34,open palm,reload,True,True
281,21,archive_signal,Milo,open forward lean,watchful neutral stance,toward avatar,0.42,small nod,dialogue,True,False
282,21,signal_orchard,Milo,watchful neutral stance,open forward lean,toward route board,0.34,open palm,merge,True,False
283,21,orchard_riverbend,Ari,watchful neutral stance,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
284,21,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
285,21,riverbend_roofward,Fay,open forward lean,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
286,21,roofward_archive,Fay,watchful neutral stance,open forward lean,toward route board,0.34,open palm,merge,True,False
287,21,archive_signal,Milo,open forward lean,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
288,21,signal_orchard,Milo,watchful neutral stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
289,21,orchard_riverbend,Ari,watchful neutral stance,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
290,21,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
291,21,riverbend_roofward,Fay,open forward lean,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
292,21,roofward_archive,Fay,watchful neutral stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
293,21,archive_signal,Milo,open forward lean,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
294,22,signal_orchard,Milo,watchful neutral stance,open forward lean,side glance,0.34,open palm,reload,True,True
295,22,orchard_riverbend,Ari,watchful neutral stance,watchful neutral stance,toward avatar,0.34,open palm,dialogue,True,False
296,22,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
297,22,riverbend_roofward,Fay,open forward lean,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
298,22,roofward_archive,Fay,watchful neutral stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
299,22,archive_signal,Milo,open forward lean,relieved reset stance,toward avatar,0.42,small nod,dialogue,True,False
300,22,signal_orchard,Milo,relieved reset stance,open forward lean,toward route board,0.34,open palm,merge,True,False
301,22,orchard_riverbend,Ari,watchful neutral stance,watchful neutral stance,side glance,0.34,open palm,ambient,False,False
302,22,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
303,22,riverbend_roofward,Fay,open forward lean,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
304,22,roofward_archive,Fay,watchful neutral stance,open forward lean,toward route board,0.34,open palm,merge,True,False
305,22,archive_signal,Milo,open forward lean,watchful neutral stance,toward avatar,0.34,open palm,dialogue,True,False
306,22,signal_orchard,Milo,watchful neutral stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
307,22,orchard_riverbend,Ari,watchful neutral stance,watchful neutral stance,side glance,0.34,open palm,ambient,False,False
308,23,central_repair_ring,Juno,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
309,23,riverbend_roofward,Fay,open forward lean,watchful neutral stance,toward avatar,0.34,open palm,dialogue,True,False
310,23,roofward_archive,Fay,watchful neutral stance,open forward lean,toward route board,0.34,open palm,merge,True,True
311,23,archive_signal,Milo,open forward lean,watchful neutral stance,side glance,0.34,open palm,ambient,False,False
312,23,signal_orchard,Milo,watchful neutral stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
313,23,orchard_riverbend,Ari,watchful neutral stance,watchful neutral stance,side glance,0.34,open palm,ambient,False,False
314,23,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
315,23,riverbend_roofward,Fay,open forward lean,watchful neutral stance,side glance,0.34,open palm,ambient,False,False
316,23,roofward_archive,Fay,watchful neutral stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
317,23,archive_signal,Milo,open forward lean,watchful neutral stance,side glance,0.34,open palm,ambient,False,False
318,23,signal_orchard,Milo,watchful neutral stance,open forward lean,toward route board,0.34,open palm,merge,True,False
319,23,orchard_riverbend,Ari,watchful neutral stance,watchful neutral stance,side glance,0.34,open palm,ambient,False,False
320,23,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
321,23,riverbend_roofward,Fay,open forward lean,watchful neutral stance,side glance,0.34,open palm,ambient,False,False
322,24,archive_signal,Nia,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
323,24,signal_orchard,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
324,24,orchard_riverbend,Ivo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
325,24,central_repair_ring,Pax,relieved reset stance,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
326,24,riverbend_roofward,Ari,watchful neutral stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
327,24,roofward_archive,Nia,open forward lean,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
328,24,archive_signal,Nia,watchful neutral stance,open forward lean,toward route board,0.34,open palm,merge,True,False
329,24,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
330,24,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
331,24,central_repair_ring,Pax,watchful neutral stance,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
332,24,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
333,24,roofward_archive,Nia,open forward lean,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
334,24,archive_signal,Nia,watchful neutral stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
335,24,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
336,25,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,True
337,25,central_repair_ring,Pax,watchful neutral stance,watchful neutral stance,toward avatar,0.42,small nod,dialogue,True,False
338,25,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
339,25,roofward_archive,Nia,open forward lean,relieved reset stance,toward avatar,0.42,small nod,dialogue,True,False
340,25,archive_signal,Nia,relieved reset stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
341,25,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
342,25,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
343,25,central_repair_ring,Pax,watchful neutral stance,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
344,25,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
345,25,roofward_archive,Nia,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
346,25,archive_signal,Nia,relieved reset stance,open forward lean,toward route board,0.34,open palm,merge,True,False
347,25,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
348,25,orchard_riverbend,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
349,25,central_repair_ring,Pax,watchful neutral stance,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
350,26,riverbend_roofward,Ari,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
351,26,roofward_archive,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
352,26,archive_signal,Nia,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
353,26,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
354,26,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
355,26,central_repair_ring,Pax,watchful neutral stance,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
356,26,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
357,26,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
358,26,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
359,26,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
360,26,orchard_riverbend,Ivo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
361,26,central_repair_ring,Pax,watchful neutral stance,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
362,26,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
363,26,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
364,27,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,True
365,27,signal_orchard,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
366,27,orchard_riverbend,Ivo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
367,27,central_repair_ring,Pax,watchful neutral stance,relieved reset stance,toward avatar,0.42,small nod,dialogue,True,False
368,27,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
369,27,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
370,27,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
371,27,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
372,27,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,True
373,27,central_repair_ring,Pax,relieved reset stance,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
374,27,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
375,27,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
376,27,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
377,27,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
378,28,orchard_riverbend,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
379,28,central_repair_ring,Pax,relieved reset stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
380,28,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
381,28,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
382,28,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
383,28,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
384,28,orchard_riverbend,Ivo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
385,28,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
386,28,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
387,28,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
388,28,archive_signal,Nia,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
389,28,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
390,28,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
391,28,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
392,29,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,True
393,29,roofward_archive,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
394,29,archive_signal,Nia,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
395,29,signal_orchard,Ivo,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
396,29,orchard_riverbend,Ivo,relieved reset stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
397,29,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
398,29,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
399,29,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
400,29,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
401,29,signal_orchard,Ivo,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
402,29,orchard_riverbend,Ivo,relieved reset stance,open forward lean,toward route board,0.34,open palm,merge,True,False
403,29,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
404,29,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
405,29,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
406,30,signal_orchard,Milo,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
407,30,orchard_riverbend,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
408,30,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
409,30,riverbend_roofward,Fay,watchful neutral stance,watchful neutral stance,side glance,0.34,open palm,ambient,False,False
410,30,roofward_archive,Fay,watchful neutral stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
411,30,archive_signal,Milo,open forward lean,watchful neutral stance,side glance,0.34,open palm,ambient,False,False
412,30,signal_orchard,Milo,watchful neutral stance,open forward lean,toward route board,0.34,open palm,merge,True,False
413,30,orchard_riverbend,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
414,30,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
415,30,riverbend_roofward,Fay,open forward lean,watchful neutral stance,side glance,0.34,open palm,ambient,False,False
416,30,roofward_archive,Fay,watchful neutral stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
417,30,archive_signal,Milo,open forward lean,watchful neutral stance,side glance,0.34,open palm,ambient,False,False
418,30,signal_orchard,Milo,watchful neutral stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
419,30,orchard_riverbend,Ari,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
420,31,central_repair_ring,Juno,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
421,31,riverbend_roofward,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
422,31,roofward_archive,Fay,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
423,31,archive_signal,Milo,open forward lean,watchful neutral stance,side glance,0.34,open palm,ambient,False,False
424,31,signal_orchard,Milo,watchful neutral stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
425,31,orchard_riverbend,Ari,relieved reset stance,open forward lean,side glance,0.34,open palm,ambient,False,False
426,31,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
427,31,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
428,31,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
429,31,archive_signal,Milo,open forward lean,watchful neutral stance,side glance,0.34,open palm,ambient,False,False
430,31,signal_orchard,Milo,watchful neutral stance,open forward lean,toward route board,0.34,open palm,merge,True,False
431,31,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
432,31,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
433,31,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
434,32,roofward_archive,Fay,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
435,32,archive_signal,Milo,open forward lean,watchful neutral stance,side glance,0.42,small nod,ambient,False,False
436,32,signal_orchard,Milo,watchful neutral stance,open forward lean,toward route board,0.34,open palm,merge,True,False
437,32,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
438,32,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
439,32,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
440,32,roofward_archive,Fay,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
441,32,archive_signal,Milo,open forward lean,watchful neutral stance,toward avatar,0.34,open palm,dialogue,True,False
442,32,signal_orchard,Milo,watchful neutral stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
443,32,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
444,32,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
445,32,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
446,32,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
447,32,archive_signal,Milo,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
448,33,signal_orchard,Milo,relieved reset stance,open forward lean,side glance,0.34,open palm,reload,True,True
449,33,orchard_riverbend,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
450,33,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
451,33,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
452,33,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
453,33,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
454,33,signal_orchard,Milo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
455,33,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
456,33,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
457,33,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
458,33,roofward_archive,Fay,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
459,33,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
460,33,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
461,33,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
462,34,central_repair_ring,Juno,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
463,34,riverbend_roofward,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
464,34,roofward_archive,Fay,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
465,34,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
466,34,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
467,34,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
468,34,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
469,34,riverbend_roofward,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
470,34,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
471,34,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
472,34,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
473,34,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
474,34,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
475,34,riverbend_roofward,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
476,35,roofward_archive,Fay,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
477,35,archive_signal,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
478,35,signal_orchard,Milo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
479,35,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
480,35,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
481,35,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
482,35,roofward_archive,Fay,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
483,35,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
484,35,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
485,35,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
486,35,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
487,35,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
488,35,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
489,35,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
490,36,orchard_riverbend,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
491,36,central_repair_ring,Pax,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
492,36,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
493,36,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
494,36,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
495,36,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
496,36,orchard_riverbend,Ivo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,True
497,36,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
498,36,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
499,36,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
500,36,archive_signal,Nia,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
501,36,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
502,36,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
503,36,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
504,37,riverbend_roofward,Ari,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
505,37,roofward_archive,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
506,37,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
507,37,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
508,37,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
509,37,central_repair_ring,Pax,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
510,37,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
511,37,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
512,37,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
513,37,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
514,37,orchard_riverbend,Ivo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
515,37,central_repair_ring,Pax,relieved reset stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
516,37,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
517,37,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
518,38,archive_signal,Nia,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
519,38,signal_orchard,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
520,38,orchard_riverbend,Ivo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
521,38,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
522,38,riverbend_roofward,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
523,38,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
524,38,archive_signal,Nia,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
525,38,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
526,38,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
527,38,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
528,38,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
529,38,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
530,38,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
531,38,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
532,39,orchard_riverbend,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
533,39,central_repair_ring,Pax,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
534,39,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
