tick_id,day,route_id,agent,cause,body_reaction,reaction_visible,posture_delta,proximity_delta,sensory_cue_bound,followup_scheduled_tick,care_path_available
395,33,signal_orchard,Ivo,animation_step,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,398,True
396,34,orchard_riverbend,Ivo,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,401,True
398,34,riverbend_roofward,Ari,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,403,True
399,34,roofward_archive,Fay,animation_pause,Fay lowers her shoulders and uncurls her fingers,False,guards,0.055,True,405,True
400,34,archive_signal,Nia,animation_step,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,403,True
401,34,signal_orchard,Milo,rollback_direct,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,405,True
402,34,orchard_riverbend,Ivo,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,407,True
404,34,riverbend_roofward,Ari,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,409,True
405,34,roofward_archive,Fay,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,411,True
406,34,archive_signal,Nia,animation_step,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,409,True
408,35,orchard_riverbend,Ari,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,414,True
410,35,riverbend_roofward,Fay,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,416,True
411,35,roofward_archive,Nia,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,414,True
413,35,signal_orchard,Ivo,rollback_direct,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,418,True
414,35,orchard_riverbend,Ari,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,420,True
416,35,riverbend_roofward,Fay,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,422,True
417,35,roofward_archive,Nia,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,420,True
420,36,orchard_riverbend,Ivo,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,423,True
422,36,riverbend_roofward,Ari,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,425,True
423,36,roofward_archive,Fay,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,427,True
425,36,signal_orchard,Milo,rollback_direct,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,431,True
426,36,orchard_riverbend,Ivo,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,429,True
428,36,riverbend_roofward,Ari,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,431,True
429,36,roofward_archive,Fay,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,433,True
432,37,orchard_riverbend,Ari,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,436,True
434,37,riverbend_roofward,Fay,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,438,True
435,37,roofward_archive,Nia,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,440,True
437,37,signal_orchard,Ivo,rollback_direct,Milo lifts the lantern and scans the path twice,False,guards,0.055,True,440,True
438,37,orchard_riverbend,Ari,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,442,True
440,37,riverbend_roofward,Fay,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,444,True
441,37,roofward_archive,Nia,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,446,True
444,38,orchard_riverbend,Ivo,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,449,True
446,38,riverbend_roofward,Ari,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,451,True
447,38,roofward_archive,Fay,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,453,True
449,38,signal_orchard,Milo,rollback_direct,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,453,True
450,38,orchard_riverbend,Ivo,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,455,True
452,38,riverbend_roofward,Ari,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,457,True
453,38,roofward_archive,Fay,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,459,True
456,39,orchard_riverbend,Ari,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",False,opens,-0.045,True,462,True
458,39,riverbend_roofward,Fay,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,464,True
459,39,roofward_archive,Nia,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,462,True
461,39,signal_orchard,Ivo,rollback_direct,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,466,True
462,39,orchard_riverbend,Ari,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,468,True
464,39,riverbend_roofward,Fay,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,470,True
465,39,roofward_archive,Nia,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,468,True
468,40,central_repair_ring,Pax,animation_play,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,472,True
470,40,roofward_archive,Nia,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,474,True
471,40,archive_signal,Milo,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,476,True
473,40,orchard_riverbend,Ari,rollback_direct,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,476,True
474,40,central_repair_ring,Pax,animation_play,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,478,True
476,40,roofward_archive,Nia,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,480,True
477,40,archive_signal,Milo,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,482,True
480,41,central_repair_ring,Juno,animation_play,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,485,True
482,41,roofward_archive,Fay,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,487,True
483,41,archive_signal,Nia,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,489,True
485,41,orchard_riverbend,Ivo,rollback_direct,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,489,True
486,41,central_repair_ring,Juno,animation_play,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,491,True
488,41,roofward_archive,Fay,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,493,True
489,41,archive_signal,Nia,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,495,True
492,42,central_repair_ring,Pax,animation_play,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,498,True
493,42,riverbend_roofward,Fay,rollback_direct,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,498,True
494,42,roofward_archive,Nia,merge_detour,Fay lowers her shoulders and uncurls her fingers,False,opens,-0.045,True,500,True
495,42,archive_signal,Milo,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,498,True
497,42,orchard_riverbend,Ari,rollback_direct,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,502,True
498,42,central_repair_ring,Pax,animation_play,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,504,True
500,42,roofward_archive,Nia,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,506,True
501,42,archive_signal,Milo,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,504,True
504,43,central_repair_ring,Juno,animation_play,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,507,True
506,43,roofward_archive,Fay,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,509,True
507,43,archive_signal,Nia,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,511,True
509,43,orchard_riverbend,Ivo,rollback_direct,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,515,True
510,43,central_repair_ring,Juno,animation_play,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,513,True
512,43,roofward_archive,Fay,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,515,True
513,43,archive_signal,Nia,animation_pause,"Nia blinks twice, then points toward the kiosk",False,guards,0.055,True,517,True
516,44,central_repair_ring,Pax,animation_play,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,520,True
518,44,roofward_archive,Nia,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,522,True
519,44,archive_signal,Milo,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,524,True
521,44,orchard_riverbend,Ari,rollback_direct,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,524,True
522,44,central_repair_ring,Pax,animation_play,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,526,True
524,44,roofward_archive,Nia,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,528,True
525,44,archive_signal,Milo,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,530,True
528,45,central_repair_ring,Juno,animation_play,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,533,True
530,45,roofward_archive,Fay,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,535,True
531,45,archive_signal,Nia,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,537,True
533,45,orchard_riverbend,Ivo,rollback_direct,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,537,True
534,45,central_repair_ring,Juno,rollback_direct,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,539,True
536,45,roofward_archive,Fay,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,541,True
537,45,archive_signal,Nia,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,543,True
540,46,central_repair_ring,Pax,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,546,True
542,46,roofward_archive,Nia,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,548,True
543,46,archive_signal,Milo,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,546,True
545,46,orchard_riverbend,Ari,rollback_direct,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,550,True
546,46,central_repair_ring,Pax,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,552,True
548,46,roofward_archive,Nia,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,554,True
549,46,archive_signal,Milo,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,552,True
552,47,central_repair_ring,Juno,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,555,True
554,47,roofward_archive,Fay,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,557,True
555,47,archive_signal,Nia,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,559,True
557,47,orchard_riverbend,Ivo,rollback_direct,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,563,True
558,47,central_repair_ring,Juno,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,561,True
560,47,roofward_archive,Fay,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,563,True
561,47,archive_signal,Nia,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,565,True
564,48,riverbend_roofward,Ari,animation_play,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,567,True
566,48,archive_signal,Nia,merge_detour,"Nia blinks twice, then points toward the kiosk",True,opens,-0.045,True,571,True
567,48,signal_orchard,Milo,animation_pause,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,573,True
569,48,central_repair_ring,Juno,rollback_direct,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,573,True
570,48,riverbend_roofward,Ari,animation_play,"Ari shakes water from sleeves, then leans closer",False,guards,0.055,True,573,True
572,48,archive_signal,Nia,merge_detour,"Nia blinks twice, then points toward the kiosk",True,opens,-0.045,True,577,True
573,48,signal_orchard,Milo,animation_pause,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,579,True
575,48,central_repair_ring,Juno,animation_step,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,579,True
576,49,riverbend_roofward,Fay,animation_play,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,580,True
578,49,archive_signal,Milo,merge_detour,"Nia blinks twice, then points toward the kiosk",True,opens,-0.045,True,584,True
579,49,signal_orchard,Ivo,animation_pause,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,582,True
580,49,orchard_riverbend,Ari,animation_step,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,584,True
581,49,central_repair_ring,Pax,rollback_direct,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,586,True
582,49,riverbend_roofward,Fay,animation_play,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,586,True
584,49,archive_signal,Milo,merge_detour,"Nia blinks twice, then points toward the kiosk",True,opens,-0.045,True,590,True
585,49,signal_orchard,Ivo,animation_pause,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,588,True
586,49,orchard_riverbend,Ari,animation_step,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,590,True
588,50,riverbend_roofward,Ari,animation_play,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,593,True
590,50,archive_signal,Nia,merge_detour,"Nia blinks twice, then points toward the kiosk",True,opens,-0.045,True,593,True
591,50,signal_orchard,Milo,animation_pause,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,595,True
593,50,central_repair_ring,Juno,rollback_direct,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,599,True
594,50,riverbend_roofward,Ari,animation_play,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,599,True
596,50,archive_signal,Nia,merge_detour,"Nia blinks twice, then points toward the kiosk",True,opens,-0.045,True,599,True
597,50,signal_orchard,Milo,animation_pause,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,601,True
600,51,riverbend_roofward,Fay,animation_play,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,606,True
602,51,archive_signal,Milo,merge_detour,"Nia blinks twice, then points toward the kiosk",True,opens,-0.045,True,606,True
603,51,signal_orchard,Ivo,animation_pause,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,608,True
605,51,central_repair_ring,Pax,rollback_direct,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,608,True
606,51,riverbend_roofward,Fay,animation_play,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,612,True
608,51,archive_signal,Milo,merge_detour,"Nia blinks twice, then points toward the kiosk",False,opens,-0.045,True,612,True
609,51,signal_orchard,Ivo,animation_pause,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,614,True
612,52,riverbend_roofward,Ari,animation_play,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,615,True
613,52,roofward_archive,Fay,animation_step,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,617,True
614,52,archive_signal,Nia,merge_detour,"Nia blinks twice, then points toward the kiosk",True,opens,-0.045,True,619,True
615,52,signal_orchard,Milo,animation_pause,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,621,True
617,52,central_repair_ring,Juno,rollback_direct,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,621,True
618,52,riverbend_roofward,Ari,animation_play,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,621,True
619,52,roofward_archive,Fay,animation_step,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,623,True
620,52,archive_signal,Nia,merge_detour,"Nia blinks twice, then points toward the kiosk",True,opens,-0.045,True,625,True
621,52,signal_orchard,Milo,animation_pause,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,627,True
624,53,riverbend_roofward,Fay,animation_play,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,628,True
626,53,archive_signal,Milo,merge_detour,"Nia blinks twice, then points toward the kiosk",True,opens,-0.045,True,632,True
627,53,signal_orchard,Ivo,animation_pause,Milo lifts the lantern and scans the path twice,False,guards,0.055,True,630,True
629,53,central_repair_ring,Pax,rollback_direct,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,634,True
630,53,riverbend_roofward,Fay,animation_play,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,634,True
632,53,archive_signal,Milo,merge_detour,"Nia blinks twice, then points toward the kiosk",True,opens,-0.045,True,638,True
633,53,signal_orchard,Ivo,animation_pause,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,636,True
636,54,riverbend_roofward,Ari,animation_play,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,641,True
638,54,archive_signal,Nia,merge_detour,"Nia blinks twice, then points toward the kiosk",True,opens,-0.045,True,641,True
639,54,signal_orchard,Milo,animation_pause,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,643,True
641,54,central_repair_ring,Juno,rollback_direct,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,647,True
642,54,riverbend_roofward,Ari,animation_play,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,647,True
644,54,archive_signal,Nia,merge_detour,"Nia blinks twice, then points toward the kiosk",True,opens,-0.045,True,647,True
645,54,signal_orchard,Milo,animation_pause,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,649,True
648,55,riverbend_roofward,Fay,animation_play,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,654,True
650,55,archive_signal,Milo,merge_detour,"Nia blinks twice, then points toward the kiosk",True,opens,-0.045,True,654,True
651,55,signal_orchard,Ivo,animation_pause,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,656,True
653,55,central_repair_ring,Pax,rollback_direct,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,656,True
654,55,riverbend_roofward,Fay,animation_play,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,660,True
656,55,archive_signal,Milo,merge_detour,"Nia blinks twice, then points toward the kiosk",True,opens,-0.045,True,660,True
657,55,signal_orchard,Ivo,animation_pause,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,662,True
660,56,roofward_archive,Nia,animation_play,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,664,True
662,56,signal_orchard,Ivo,merge_detour,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,668,True
663,56,orchard_riverbend,Ari,animation_pause,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,666,True
665,56,riverbend_roofward,Fay,rollback_direct,"Ari shakes water from sleeves, then leans closer",False,guards,0.055,True,668,True
666,56,roofward_archive,Nia,animation_play,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,670,True
668,56,signal_orchard,Ivo,merge_detour,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,674,True
669,56,orchard_riverbend,Ari,animation_pause,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,672,True
672,57,roofward_archive,Fay,animation_play,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,677,True
674,57,signal_orchard,Milo,merge_detour,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,677,True
675,57,orchard_riverbend,Ivo,animation_pause,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,679,True
677,57,riverbend_roofward,Ari,rollback_direct,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,681,True
678,57,roofward_archive,Fay,animation_play,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,683,True
680,57,signal_orchard,Milo,merge_detour,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,683,True
681,57,orchard_riverbend,Ivo,animation_pause,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,685,True
684,58,roofward_archive,Nia,animation_play,Fay lowers her shoulders and uncurls her fingers,False,opens,-0.045,True,690,True
686,58,signal_orchard,Ivo,merge_detour,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,690,True
687,58,orchard_riverbend,Ari,animation_pause,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,692,True
689,58,riverbend_roofward,Fay,rollback_direct,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,694,True
690,58,roofward_archive,Nia,animation_play,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,696,True
692,58,signal_orchard,Ivo,merge_detour,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,696,True
693,58,orchard_riverbend,Ari,animation_pause,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,698,True
696,59,roofward_archive,Fay,animation_play,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,699,True
698,59,signal_orchard,Milo,merge_detour,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,703,True
699,59,orchard_riverbend,Ivo,animation_pause,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,705,True
701,59,riverbend_roofward,Ari,rollback_direct,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,707,True
702,59,roofward_archive,Fay,animation_play,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,705,True
704,59,signal_orchard,Milo,merge_detour,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,709,True
705,59,orchard_riverbend,Ivo,animation_pause,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,711,True
708,60,roofward_archive,Nia,animation_play,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,712,True
710,60,signal_orchard,Ivo,merge_detour,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,716,True
711,60,orchard_riverbend,Ari,animation_pause,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,714,True
713,60,riverbend_roofward,Fay,rollback_direct,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,716,True
714,60,roofward_archive,Nia,animation_play,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,718,True
716,60,signal_orchard,Ivo,merge_detour,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,722,True
717,60,orchard_riverbend,Ari,animation_pause,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,720,True
720,61,roofward_archive,Fay,animation_play,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,725,True
722,61,signal_orchard,Milo,merge_detour,Milo lifts the lantern and scans the path twice,False,opens,-0.045,True,725,True
723,61,orchard_riverbend,Ivo,animation_pause,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,727,True
725,61,riverbend_roofward,Ari,rollback_direct,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,729,True
726,61,roofward_archive,Fay,animation_play,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,731,True
728,61,signal_orchard,Milo,merge_detour,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,731,True
729,61,orchard_riverbend,Ivo,animation_pause,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,733,True
732,62,roofward_archive,Nia,animation_play,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,738,True
734,62,signal_orchard,Ivo,merge_detour,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,738,True
735,62,orchard_riverbend,Ari,animation_pause,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,740,True
737,62,riverbend_roofward,Fay,rollback_direct,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,742,True
738,62,roofward_archive,Nia,animation_play,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,744,True
739,62,archive_signal,Milo,rollback_direct,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,742,True
740,62,signal_orchard,Ivo,merge_detour,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,744,True
741,62,orchard_riverbend,Ari,animation_pause,"Ivo pats the satchel, then moves nearer to the dry planks",False,guards,0.055,True,746,True
744,63,roofward_archive,Fay,animation_play,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,747,True
746,63,signal_orchard,Milo,merge_detour,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,751,True
747,63,orchard_riverbend,Ivo,animation_pause,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,753,True
749,63,riverbend_roofward,Ari,rollback_direct,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,755,True
750,63,roofward_archive,Fay,animation_play,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,753,True
752,63,signal_orchard,Milo,merge_detour,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,757,True
753,63,orchard_riverbend,Ivo,animation_pause,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,759,True
756,64,archive_signal,Nia,animation_play,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,761,True
758,64,orchard_riverbend,Ivo,merge_detour,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,761,True
759,64,central_repair_ring,Juno,animation_pause,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,763,True
761,64,roofward_archive,Fay,rollback_direct,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,765,True
762,64,archive_signal,Nia,animation_play,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,767,True
764,64,orchard_riverbend,Ivo,merge_detour,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,767,True
765,64,central_repair_ring,Juno,animation_pause,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,769,True
768,65,archive_signal,Milo,animation_play,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,774,True
770,65,orchard_riverbend,Ari,merge_detour,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,774,True
771,65,central_repair_ring,Pax,animation_pause,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,776,True
773,65,roofward_archive,Nia,rollback_direct,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,778,True
774,65,archive_signal,Milo,animation_play,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,780,True
776,65,orchard_riverbend,Ari,merge_detour,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,780,True
777,65,central_repair_ring,Pax,animation_pause,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,782,True
780,66,archive_signal,Nia,animation_play,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,783,True
782,66,orchard_riverbend,Ivo,merge_detour,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,787,True
783,66,central_repair_ring,Juno,animation_pause,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,789,True
785,66,roofward_archive,Fay,rollback_direct,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,791,True
786,66,archive_signal,Nia,animation_play,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,789,True
788,66,orchard_riverbend,Ivo,merge_detour,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,793,True
789,66,central_repair_ring,Juno,animation_pause,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,795,True
