epoch_id,simulated_year,settlement_id,proto_family,root_count,lexicon_size,grammar_complexity,dialect_split_count,mutual_intelligibility,example_phrase,not_autonomous_language_claim,frequency_hz,flower_phase
218,215,lichen_bridge,proto-bridge-hum,19,158,0.272,0,0.98,bridge hum keeps rope-touch 12,True,10.26264,0.649222
219,215,orchid_engine,proto-engine-ring,20,160,0.272,0,0.98,engine ring keeps valve-pause 12,True,12.59564,0.672222
220,220,moss_ward,proto-moss-breath,16,152,0.272,0,0.98,moss breath keeps warm-cup 9,True,7.93864,0.640111
221,220,glass_harbor,proto-harbor-chime,17,154,0.272,0,0.98,harbor chime keeps lamp-touch 12,True,9.08164,0.653111
222,220,cinder_garden,proto-cinder-pulse,18,156,0.272,0,0.98,cinder pulse keeps shade-bow 0,True,11.64464,0.674111
223,220,lichen_bridge,proto-bridge-hum,19,158,0.272,0,0.98,bridge hum keeps rope-touch 0,True,10.31764,0.663111
224,220,orchid_engine,proto-engine-ring,20,160,0.272,0,0.98,engine ring keeps valve-pause 0,True,12.65064,0.686111
225,225,moss_ward,proto-moss-breath,17,159,0.282,0,0.98,moss breath keeps blanket-share 11,True,8.01034,0.655
226,225,glass_harbor,proto-harbor-chime,18,161,0.282,0,0.98,harbor chime keeps tea-before-crossing 1,True,9.15334,0.668
227,225,cinder_garden,proto-cinder-pulse,19,163,0.282,0,0.98,cinder pulse keeps cool-hand 2,True,11.71634,0.689
228,225,lichen_bridge,proto-bridge-hum,20,165,0.282,0,0.98,bridge hum keeps shared-bowl 2,True,10.38934,0.678
229,225,orchid_engine,proto-engine-ring,21,167,0.282,0,0.98,engine ring keeps gear-wash-thanks 2,True,12.72234,0.701
230,230,moss_ward,proto-moss-breath,17,159,0.282,0,0.98,moss breath keeps warm-cup 12,True,8.06534,0.668889
231,230,glass_harbor,proto-harbor-chime,18,161,0.282,0,0.98,harbor chime keeps net-knot-thanks 2,True,9.20834,0.681889
232,230,cinder_garden,proto-cinder-pulse,19,163,0.282,0,0.98,cinder pulse keeps shade-bow 3,True,11.77134,0.702889
233,230,lichen_bridge,proto-bridge-hum,20,165,0.282,0,0.98,bridge hum keeps rope-touch 3,True,10.44434,0.691889
234,230,orchid_engine,proto-engine-ring,21,167,0.282,0,0.98,engine ring keeps valve-pause 3,True,12.77734,0.714889
235,235,moss_ward,proto-moss-breath,17,159,0.282,0,0.98,moss breath keeps warm-cup 0,True,8.12034,0.682778
236,235,glass_harbor,proto-harbor-chime,18,161,0.282,0,0.98,harbor chime keeps lamp-touch 3,True,9.26334,0.695778
237,235,cinder_garden,proto-cinder-pulse,19,163,0.282,0,0.98,cinder pulse keeps seed-count 4,True,11.82634,0.716778
238,235,lichen_bridge,proto-bridge-hum,20,165,0.282,0,0.98,bridge hum keeps signal-hush 4,True,10.49934,0.705778
239,235,orchid_engine,proto-engine-ring,21,167,0.282,0,0.98,engine ring keeps orchid-cup 4,True,12.83234,0.728778
240,240,moss_ward,proto-moss-breath,17,159,0.282,0,0.98,moss breath keeps door-watch 1,True,8.17534,0.696667
241,240,glass_harbor,proto-harbor-chime,18,161,0.282,0,0.98,harbor chime keeps tea-before-crossing 4,True,9.31834,0.709667
242,240,cinder_garden,proto-cinder-pulse,19,163,0.282,0,0.98,cinder pulse keeps cool-hand 5,True,11.88134,0.730667
243,240,lichen_bridge,proto-bridge-hum,20,165,0.282,0,0.98,bridge hum keeps shared-bowl 5,True,10.55434,0.719667
244,240,orchid_engine,proto-engine-ring,21,167,0.282,0,0.98,engine ring keeps gear-wash-thanks 5,True,12.88734,0.742667
245,245,moss_ward,proto-moss-breath,17,159,0.282,0,0.98,moss breath keeps blanket-share 2,True,8.23034,0.710556
246,245,glass_harbor,proto-harbor-chime,18,161,0.282,0,0.98,harbor chime keeps net-knot-thanks 5,True,9.37334,0.723556
247,245,cinder_garden,proto-cinder-pulse,19,163,0.282,0,0.98,cinder pulse keeps shade-bow 6,True,11.93634,0.744556
248,245,lichen_bridge,proto-bridge-hum,20,165,0.282,0,0.98,bridge hum keeps rope-touch 6,True,10.60934,0.733556
249,245,orchid_engine,proto-engine-ring,21,167,0.282,0,0.98,engine ring keeps valve-pause 6,True,12.94234,0.756556
250,250,moss_ward,proto-moss-breath,17,164,0.292,1,0.972906,moss breath keeps door-watch 4,True,8.28904,0.725444
251,250,glass_harbor,proto-harbor-chime,18,166,0.292,1,0.972813,harbor chime keeps tea-before-crossing 7,True,9.43204,0.738444
252,250,cinder_garden,proto-cinder-pulse,19,168,0.292,1,0.972721,cinder pulse keeps cool-hand 8,True,11.99504,0.759444
253,250,lichen_bridge,proto-bridge-hum,20,170,0.292,1,0.972628,bridge hum keeps shared-bowl 8,True,10.66804,0.748444
254,250,orchid_engine,proto-engine-ring,21,172,0.292,1,0.972536,engine ring keeps gear-wash-thanks 8,True,13.00104,0.771444
255,255,moss_ward,proto-moss-breath,17,164,0.292,1,0.972903,moss breath keeps blanket-share 5,True,8.34404,0.739333
256,255,glass_harbor,proto-harbor-chime,18,166,0.292,1,0.972811,harbor chime keeps net-knot-thanks 8,True,9.48704,0.752333
257,255,cinder_garden,proto-cinder-pulse,19,168,0.292,1,0.972718,cinder pulse keeps shade-bow 9,True,12.05004,0.773333
258,255,lichen_bridge,proto-bridge-hum,20,170,0.292,1,0.972626,bridge hum keeps rope-touch 9,True,10.72304,0.762333
259,255,orchid_engine,proto-engine-ring,21,172,0.292,1,0.972534,engine ring keeps valve-pause 9,True,13.05604,0.785333
260,260,moss_ward,proto-moss-breath,17,164,0.292,1,0.972901,moss breath keeps warm-cup 6,True,8.39904,0.753222
261,260,glass_harbor,proto-harbor-chime,18,166,0.292,1,0.972808,harbor chime keeps lamp-touch 9,True,9.54204,0.766222
262,260,cinder_garden,proto-cinder-pulse,19,168,0.292,1,0.972716,cinder pulse keeps seed-count 10,True,12.10504,0.787222
263,260,lichen_bridge,proto-bridge-hum,20,170,0.292,1,0.972624,bridge hum keeps signal-hush 10,True,10.77804,0.776222
264,260,orchid_engine,proto-engine-ring,21,172,0.292,1,0.972531,engine ring keeps orchid-cup 10,True,13.11104,0.799222
265,265,moss_ward,proto-moss-breath,17,164,0.292,1,0.972898,moss breath keeps door-watch 7,True,8.45404,0.767111
266,265,glass_harbor,proto-harbor-chime,18,166,0.292,1,0.972806,harbor chime keeps tea-before-crossing 10,True,9.59704,0.780111
267,265,cinder_garden,proto-cinder-pulse,19,168,0.292,1,0.972714,cinder pulse keeps cool-hand 11,True,12.16004,0.801111
268,265,lichen_bridge,proto-bridge-hum,20,170,0.292,1,0.972621,bridge hum keeps shared-bowl 11,True,10.83304,0.790111
269,265,orchid_engine,proto-engine-ring,21,172,0.292,1,0.972529,engine ring keeps gear-wash-thanks 11,True,13.16604,0.813111
270,270,moss_ward,proto-moss-breath,17,164,0.292,1,0.972896,moss breath keeps blanket-share 8,True,8.50904,0.781
271,270,glass_harbor,proto-harbor-chime,18,166,0.292,1,0.972804,harbor chime keeps net-knot-thanks 11,True,9.65204,0.794
272,270,cinder_garden,proto-cinder-pulse,19,168,0.292,1,0.972711,cinder pulse keeps shade-bow 12,True,12.21504,0.815
273,270,lichen_bridge,proto-bridge-hum,20,170,0.292,1,0.972619,bridge hum keeps rope-touch 12,True,10.88804,0.804
274,270,orchid_engine,proto-engine-ring,21,172,0.292,1,0.972568,engine ring keeps valve-pause 12,True,13.22104,0.827
275,275,moss_ward,proto-moss-breath,17,169,0.308,1,0.973104,moss breath keeps door-watch 10,True,8.56996,0.795889
276,275,glass_harbor,proto-harbor-chime,18,171,0.308,1,0.973011,harbor chime keeps lamp-touch 0,True,9.71296,0.808889
277,275,cinder_garden,proto-cinder-pulse,19,173,0.302,1,0.972919,cinder pulse keeps seed-count 1,True,12.27374,0.829889
278,275,lichen_bridge,proto-bridge-hum,20,175,0.302,1,0.972868,bridge hum keeps signal-hush 1,True,10.94674,0.818889
279,275,orchid_engine,proto-engine-ring,21,177,0.302,1,0.972775,engine ring keeps orchid-cup 1,True,13.27974,0.841889
280,280,moss_ward,proto-moss-breath,17,169,0.308,1,0.973101,moss breath keeps blanket-share 11,True,8.62496,0.809778
281,280,glass_harbor,proto-harbor-chime,18,171,0.308,1,0.973009,harbor chime keeps tea-before-crossing 1,True,9.76796,0.822778
282,280,cinder_garden,proto-cinder-pulse,19,173,0.302,1,0.972958,cinder pulse keeps cool-hand 2,True,12.32874,0.843778
283,280,lichen_bridge,proto-bridge-hum,20,175,0.302,1,0.972865,bridge hum keeps shared-bowl 2,True,11.00174,0.832778
284,280,orchid_engine,proto-engine-ring,21,177,0.302,1,0.972773,engine ring keeps gear-wash-thanks 2,True,13.33474,0.855778
285,285,moss_ward,proto-moss-breath,17,169,0.308,1,0.973099,moss breath keeps warm-cup 12,True,8.67996,0.823667
286,285,glass_harbor,proto-harbor-chime,18,171,0.308,1,0.973048,harbor chime keeps net-knot-thanks 2,True,9.82296,0.836667
287,285,cinder_garden,proto-cinder-pulse,19,173,0.302,1,0.972955,cinder pulse keeps shade-bow 3,True,12.38374,0.857667
288,285,lichen_bridge,proto-bridge-hum,20,175,0.302,1,0.972863,bridge hum keeps rope-touch 3,True,11.05674,0.846667
289,285,orchid_engine,proto-engine-ring,21,177,0.302,1,0.97277,engine ring keeps valve-pause 3,True,13.38974,0.869667
290,290,moss_ward,proto-moss-breath,17,169,0.308,1,0.973138,moss breath keeps warm-cup 0,True,8.73496,0.837556
291,290,glass_harbor,proto-harbor-chime,18,171,0.308,1,0.973045,harbor chime keeps lamp-touch 3,True,9.87796,0.850556
292,290,cinder_garden,proto-cinder-pulse,19,173,0.302,1,0.972953,cinder pulse keeps seed-count 4,True,12.43874,0.871556
293,290,lichen_bridge,proto-bridge-hum,20,175,0.302,1,0.97286,bridge hum keeps signal-hush 4,True,11.11174,0.860556
294,290,orchid_engine,proto-engine-ring,21,177,0.302,1,0.972768,engine ring keeps orchid-cup 4,True,13.44474,0.883556
295,295,moss_ward,proto-moss-breath,17,169,0.308,1,0.973135,moss breath keeps door-watch 1,True,8.78996,0.851444
296,295,glass_harbor,proto-harbor-chime,18,171,0.308,1,0.973043,harbor chime keeps tea-before-crossing 4,True,9.93296,0.864444
297,295,cinder_garden,proto-cinder-pulse,19,173,0.302,1,0.97295,cinder pulse keeps cool-hand 5,True,12.49374,0.885444
298,295,lichen_bridge,proto-bridge-hum,20,175,0.302,1,0.972858,bridge hum keeps shared-bowl 5,True,11.16674,0.874444
299,295,orchid_engine,proto-engine-ring,21,177,0.302,1,0.972765,engine ring keeps gear-wash-thanks 5,True,13.49974,0.897444
300,300,moss_ward,proto-moss-breath,18,176,0.318,1,0.973343,moss breath keeps warm-cup 3,True,8.86166,0.866333
301,300,glass_harbor,proto-harbor-chime,19,178,0.318,1,0.97325,harbor chime keeps lamp-touch 6,True,10.00466,0.879333
302,300,cinder_garden,proto-cinder-pulse,20,180,0.318,1,0.973158,cinder pulse keeps seed-count 7,True,12.56766,0.900333
303,300,lichen_bridge,proto-bridge-hum,21,182,0.318,1,0.973065,bridge hum keeps signal-hush 7,True,11.24066,0.889333
304,300,orchid_engine,proto-engine-ring,22,184,0.312,1,0.972973,engine ring keeps orchid-cup 7,True,13.57144,0.912333
305,305,moss_ward,proto-moss-breath,18,176,0.318,1,0.97334,moss breath keeps door-watch 4,True,8.91666,0.880222
306,305,glass_harbor,proto-harbor-chime,19,178,0.318,1,0.973248,harbor chime keeps tea-before-crossing 7,True,10.05966,0.893222
307,305,cinder_garden,proto-cinder-pulse,20,180,0.318,1,0.973155,cinder pulse keeps cool-hand 8,True,12.62266,0.914222
308,305,lichen_bridge,proto-bridge-hum,21,182,0.318,1,0.973063,bridge hum keeps shared-bowl 8,True,11.29566,0.903222
309,305,orchid_engine,proto-engine-ring,22,184,0.312,1,0.972971,engine ring keeps gear-wash-thanks 8,True,13.62644,0.926222
310,310,moss_ward,proto-moss-breath,18,176,0.318,1,0.973338,moss breath keeps blanket-share 5,True,8.97166,0.894111
311,310,glass_harbor,proto-harbor-chime,19,178,0.318,1,0.973245,harbor chime keeps net-knot-thanks 8,True,10.11466,0.907111
312,310,cinder_garden,proto-cinder-pulse,20,180,0.318,1,0.973153,cinder pulse keeps shade-bow 9,True,12.67766,0.928111
313,310,lichen_bridge,proto-bridge-hum,21,182,0.318,1,0.973061,bridge hum keeps rope-touch 9,True,11.35066,0.917111
314,310,orchid_engine,proto-engine-ring,22,184,0.312,1,0.972968,engine ring keeps valve-pause 9,True,13.68144,0.940111
315,315,moss_ward,proto-moss-breath,18,176,0.318,1,0.973335,moss breath keeps warm-cup 6,True,9.02666,0.908
316,315,glass_harbor,proto-harbor-chime,19,178,0.318,1,0.973243,harbor chime keeps lamp-touch 9,True,10.16966,0.921
317,315,cinder_garden,proto-cinder-pulse,20,180,0.318,1,0.973151,cinder pulse keeps seed-count 10,True,12.73266,0.942
318,315,lichen_bridge,proto-bridge-hum,21,182,0.318,1,0.973058,bridge hum keeps signal-hush 10,True,11.40566,0.931
319,315,orchid_engine,proto-engine-ring,22,184,0.312,1,0.972966,engine ring keeps orchid-cup 10,True,13.73644,0.954
320,320,moss_ward,proto-moss-breath,18,176,0.318,1,0.973333,moss breath keeps door-watch 7,True,9.08166,0.921889
321,320,glass_harbor,proto-harbor-chime,19,178,0.318,1,0.973241,harbor chime keeps tea-before-crossing 10,True,10.22466,0.934889
322,320,cinder_garden,proto-cinder-pulse,20,180,0.318,1,0.973148,cinder pulse keeps cool-hand 11,True,12.78766,0.955889
323,320,lichen_bridge,proto-bridge-hum,21,182,0.318,1,0.973056,bridge hum keeps shared-bowl 11,True,11.46066,0.944889
324,320,orchid_engine,proto-engine-ring,22,184,0.312,1,0.972963,engine ring keeps gear-wash-thanks 11,True,13.79144,0.967889
325,325,moss_ward,proto-moss-breath,18,181,0.328,1,0.973541,moss breath keeps warm-cup 9,True,9.14036,0.936778
326,325,glass_harbor,proto-harbor-chime,19,183,0.328,1,0.973448,harbor chime keeps lamp-touch 12,True,10.28336,0.949778
327,325,cinder_garden,proto-cinder-pulse,20,185,0.328,1,0.973356,cinder pulse keeps shade-bow 0,True,12.84636,0.970778
328,325,lichen_bridge,proto-bridge-hum,21,187,0.328,1,0.973263,bridge hum keeps rope-touch 0,True,11.51936,0.959778
329,325,orchid_engine,proto-engine-ring,22,189,0.328,1,0.973171,engine ring keeps valve-pause 0,True,13.85236,0.982778
330,330,moss_ward,proto-moss-breath,18,181,0.328,1,0.973538,moss breath keeps door-watch 10,True,9.19536,0.950667
331,330,glass_harbor,proto-harbor-chime,19,183,0.328,1,0.973446,harbor chime keeps lamp-touch 0,True,10.33836,0.963667
332,330,cinder_garden,proto-cinder-pulse,20,185,0.328,1,0.973353,cinder pulse keeps seed-count 1,True,12.90136,0.984667
333,330,lichen_bridge,proto-bridge-hum,21,187,0.328,1,0.973261,bridge hum keeps signal-hush 1,True,11.57436,0.973667
334,330,orchid_engine,proto-engine-ring,22,189,0.328,1,0.973168,engine ring keeps orchid-cup 1,True,13.90736,0.996667
335,335,moss_ward,proto-moss-breath,18,181,0.328,1,0.973536,moss breath keeps blanket-share 11,True,9.25036,0.964556
336,335,glass_harbor,proto-harbor-chime,19,183,0.328,1,0.973443,harbor chime keeps tea-before-crossing 1,True,10.39336,0.977556
337,335,cinder_garden,proto-cinder-pulse,20,185,0.328,1,0.973351,cinder pulse keeps cool-hand 2,True,12.95636,0.998556
338,335,lichen_bridge,proto-bridge-hum,21,187,0.328,1,0.973258,bridge hum keeps shared-bowl 2,True,11.62936,0.987556
339,335,orchid_engine,proto-engine-ring,22,189,0.328,1,0.973166,engine ring keeps gear-wash-thanks 2,True,13.96236,0.010556
340,340,moss_ward,proto-moss-breath,18,181,0.328,1,0.973533,moss breath keeps warm-cup 12,True,9.30536,0.978444
341,340,glass_harbor,proto-harbor-chime,19,183,0.328,1,0.973441,harbor chime keeps net-knot-thanks 2,True,10.44836,0.991444
342,340,cinder_garden,proto-cinder-pulse,20,185,0.328,1,0.973348,cinder pulse keeps shade-bow 3,True,13.01136,0.012444
343,340,lichen_bridge,proto-bridge-hum,21,187,0.328,1,0.973256,bridge hum keeps rope-touch 3,True,11.68436,0.001444
344,340,orchid_engine,proto-engine-ring,22,189,0.328,1,0.973164,engine ring keeps valve-pause 3,True,14.01736,0.024444
345,345,moss_ward,proto-moss-breath,18,181,0.328,1,0.973531,moss breath keeps warm-cup 0,True,9.36036,0.992333
346,345,glass_harbor,proto-harbor-chime,19,183,0.328,1,0.973438,harbor chime keeps lamp-touch 3,True,10.50336,0.005333
347,345,cinder_garden,proto-cinder-pulse,20,185,0.328,1,0.973346,cinder pulse keeps seed-count 4,True,13.06636,0.026333
348,345,lichen_bridge,proto-bridge-hum,21,187,0.328,1,0.973254,bridge hum keeps signal-hush 4,True,11.73936,0.015333
349,345,orchid_engine,proto-engine-ring,22,189,0.328,1,0.973161,engine ring keeps orchid-cup 4,True,14.07236,0.038333
350,350,moss_ward,proto-moss-breath,18,186,0.338,1,0.973729,moss breath keeps blanket-share 2,True,9.41906,0.007222
351,350,glass_harbor,proto-harbor-chime,19,188,0.338,1,0.973637,harbor chime keeps net-knot-thanks 5,True,10.56206,0.020222
352,350,cinder_garden,proto-cinder-pulse,20,190,0.338,1,0.973545,cinder pulse keeps shade-bow 6,True,13.12506,0.041222
353,350,lichen_bridge,proto-bridge-hum,21,192,0.338,1,0.973452,bridge hum keeps rope-touch 6,True,11.79806,0.030222
354,350,orchid_engine,proto-engine-ring,22,194,0.338,1,0.97417,engine ring keeps valve-pause 6,True,14.13106,0.053222
355,355,moss_ward,proto-moss-breath,18,186,0.338,1,0.973727,moss breath keeps warm-cup 3,True,9.47406,0.021111
356,355,glass_harbor,proto-harbor-chime,19,188,0.338,1,0.973635,harbor chime keeps lamp-touch 6,True,10.61706,0.034111
357,355,cinder_garden,proto-cinder-pulse,20,190,0.338,1,0.973542,cinder pulse keeps seed-count 7,True,13.18006,0.055111
358,355,lichen_bridge,proto-bridge-hum,21,192,0.338,1,0.97345,bridge hum keeps signal-hush 7,True,11.85306,0.044111
359,355,orchid_engine,proto-engine-ring,22,194,0.338,1,0.974209,engine ring keeps orchid-cup 7,True,14.18606,0.067111
360,360,moss_ward,proto-moss-breath,18,186,0.338,1,0.973725,moss breath keeps door-watch 4,True,9.52906,0.035
361,360,glass_harbor,proto-harbor-chime,19,188,0.338,1,0.973632,harbor chime keeps tea-before-crossing 7,True,10.67206,0.048
362,360,cinder_garden,proto-cinder-pulse,20,190,0.338,1,0.97354,cinder pulse keeps cool-hand 8,True,13.23506,0.069
363,360,lichen_bridge,proto-bridge-hum,21,192,0.338,1,0.973489,bridge hum keeps shared-bowl 8,True,11.90806,0.058
364,360,orchid_engine,proto-engine-ring,22,194,0.338,1,0.974206,engine ring keeps gear-wash-thanks 8,True,14.24106,0.081
365,365,moss_ward,proto-moss-breath,18,186,0.338,1,0.973722,moss breath keeps blanket-share 5,True,9.58406,0.048889
366,365,glass_harbor,proto-harbor-chime,19,188,0.338,1,0.97363,harbor chime keeps net-knot-thanks 8,True,10.72706,0.061889
367,365,cinder_garden,proto-cinder-pulse,20,190,0.338,1,0.973579,cinder pulse keeps shade-bow 9,True,13.29006,0.082889
368,365,lichen_bridge,proto-bridge-hum,21,192,0.338,1,0.973486,bridge hum keeps rope-touch 9,True,11.96306,0.071889
369,365,orchid_engine,proto-engine-ring,22,194,0.338,1,0.974204,engine ring keeps valve-pause 9,True,14.29606,0.094889
370,370,moss_ward,proto-moss-breath,18,186,0.338,1,0.97372,moss breath keeps warm-cup 6,True,9.63906,0.062778
371,370,glass_harbor,proto-harbor-chime,19,188,0.338,1,0.973669,harbor chime keeps lamp-touch 9,True,10.78206,0.075778
372,370,cinder_garden,proto-cinder-pulse,20,190,0.338,1,0.973576,cinder pulse keeps seed-count 10,True,13.34506,0.096778
373,370,lichen_bridge,proto-bridge-hum,21,192,0.338,1,0.973484,bridge hum keeps signal-hush 10,True,12.01806,0.085778
374,370,orchid_engine,proto-engine-ring,22,194,0.338,1,0.974201,engine ring keeps orchid-cup 10,True,14.35106,0.108778
375,375,moss_ward,proto-moss-breath,19,193,0.348,1,0.973978,moss breath keeps blanket-share 8,True,9.71076,0.077667
376,375,glass_harbor,proto-harbor-chime,20,195,0.348,1,0.973885,harbor chime keeps net-knot-thanks 11,True,10.85376,0.090667
377,375,cinder_garden,proto-cinder-pulse,21,197,0.348,1,0.973793,cinder pulse keeps shade-bow 12,True,13.41676,0.111667
378,375,lichen_bridge,proto-bridge-hum,22,199,0.348,1,0.97451,bridge hum keeps rope-touch 12,True,12.08976,0.100667
379,375,orchid_engine,proto-engine-ring,23,201,0.348,1,0.974418,engine ring keeps valve-pause 12,True,14.42276,0.123667
380,380,moss_ward,proto-moss-breath,19,193,0.348,1,0.973975,moss breath keeps warm-cup 9,True,9.76576,0.091556
381,380,glass_harbor,proto-harbor-chime,20,195,0.348,1,0.973883,harbor chime keeps lamp-touch 12,True,10.90876,0.104556
382,380,cinder_garden,proto-cinder-pulse,21,197,0.348,1,0.97379,cinder pulse keeps shade-bow 0,True,13.47176,0.125556
383,380,lichen_bridge,proto-bridge-hum,22,199,0.348,1,0.974508,bridge hum keeps rope-touch 0,True,12.14476,0.114556
384,380,orchid_engine,proto-engine-ring,23,201,0.348,1,0.974415,engine ring keeps valve-pause 0,True,14.47776,0.137556
385,385,moss_ward,proto-moss-breath,19,193,0.348,1,0.973973,moss breath keeps door-watch 10,True,9.82076,0.105444
386,385,glass_harbor,proto-harbor-chime,20,195,0.348,1,0.97388,harbor chime keeps lamp-touch 0,True,10.96376,0.118444
387,385,cinder_garden,proto-cinder-pulse,21,197,0.348,1,0.973788,cinder pulse keeps seed-count 1,True,13.52676,0.139444
388,385,lichen_bridge,proto-bridge-hum,22,199,0.348,1,0.974505,bridge hum keeps signal-hush 1,True,12.19976,0.128444
389,385,orchid_engine,proto-engine-ring,23,201,0.348,1,0.974413,engine ring keeps orchid-cup 1,True,14.53276,0.151444
390,390,moss_ward,proto-moss-breath,19,193,0.348,1,0.97397,moss breath keeps blanket-share 11,True,9.87576,0.119333
391,390,glass_harbor,proto-harbor-chime,20,195,0.348,1,0.973878,harbor chime keeps tea-before-crossing 1,True,11.01876,0.132333
392,390,cinder_garden,proto-cinder-pulse,21,197,0.348,1,0.973785,cinder pulse keeps cool-hand 2,True,13.58176,0.153333
393,390,lichen_bridge,proto-bridge-hum,22,199,0.348,1,0.974503,bridge hum keeps shared-bowl 2,True,12.25476,0.142333
394,390,orchid_engine,proto-engine-ring,23,201,0.348,1,0.974411,engine ring keeps gear-wash-thanks 2,True,14.58776,0.165333
395,395,moss_ward,proto-moss-breath,19,193,0.348,1,0.973968,moss breath keeps warm-cup 12,True,9.93076,0.133222
396,395,glass_harbor,proto-harbor-chime,20,195,0.348,1,0.973875,harbor chime keeps net-knot-thanks 2,True,11.07376,0.146222
397,395,cinder_garden,proto-cinder-pulse,21,197,0.348,1,0.973783,cinder pulse keeps shade-bow 3,True,13.63676,0.167222
398,395,lichen_bridge,proto-bridge-hum,22,199,0.348,1,0.974501,bridge hum keeps rope-touch 3,True,12.30976,0.156222
399,395,orchid_engine,proto-engine-ring,23,201,0.348,1,0.974408,engine ring keeps valve-pause 3,True,14.64276,0.179222
400,400,moss_ward,proto-moss-breath,19,198,0.364,1,0.974175,moss breath keeps door-watch 1,True,9.99168,0.148111
401,400,glass_harbor,proto-harbor-chime,20,200,0.364,1,0.974083,harbor chime keeps tea-before-crossing 4,True,11.13468,0.161111
402,400,cinder_garden,proto-cinder-pulse,21,202,0.364,1,0.974801,cinder pulse keeps cool-hand 5,True,13.69768,0.182111
403,400,lichen_bridge,proto-bridge-hum,22,204,0.364,1,0.974708,bridge hum keeps shared-bowl 5,True,12.37068,0.171111
404,400,orchid_engine,proto-engine-ring,23,206,0.364,1,0.974616,engine ring keeps gear-wash-thanks 5,True,14.70368,0.194111
405,405,moss_ward,proto-moss-breath,19,198,0.364,1,0.974173,moss breath keeps blanket-share 2,True,10.04668,0.162
406,405,glass_harbor,proto-harbor-chime,20,200,0.364,1,0.974081,harbor chime keeps net-knot-thanks 5,True,11.18968,0.175
407,405,cinder_garden,proto-cinder-pulse,21,202,0.364,1,0.974798,cinder pulse keeps shade-bow 6,True,13.75268,0.196
408,405,lichen_bridge,proto-bridge-hum,22,204,0.364,1,0.974706,bridge hum keeps rope-touch 6,True,12.42568,0.185
409,405,orchid_engine,proto-engine-ring,23,206,0.364,1,0.974613,engine ring keeps valve-pause 6,True,14.75868,0.208
410,410,moss_ward,proto-moss-breath,19,198,0.364,1,0.974171,moss breath keeps warm-cup 3,True,10.10168,0.175889
411,410,glass_harbor,proto-harbor-chime,20,200,0.364,1,0.974078,harbor chime keeps lamp-touch 6,True,11.24468,0.188889
412,410,cinder_garden,proto-cinder-pulse,21,202,0.364,1,0.974796,cinder pulse keeps seed-count 7,True,13.80768,0.209889
413,410,lichen_bridge,proto-bridge-hum,22,204,0.364,1,0.974703,bridge hum keeps signal-hush 7,True,12.48068,0.198889
414,410,orchid_engine,proto-engine-ring,23,206,0.364,1,0.974611,engine ring keeps orchid-cup 7,True,14.81368,0.221889
415,415,moss_ward,proto-moss-breath,19,198,0.364,1,0.974168,moss breath keeps door-watch 4,True,10.15668,0.189778
416,415,glass_harbor,proto-harbor-chime,20,200,0.364,1,0.974076,harbor chime keeps tea-before-crossing 7,True,11.29968,0.202778
417,415,cinder_garden,proto-cinder-pulse,21,202,0.364,1,0.974793,cinder pulse keeps cool-hand 8,True,13.86268,0.223778
418,415,lichen_bridge,proto-bridge-hum,22,204,0.364,1,0.974701,bridge hum keeps shared-bowl 8,True,12.53568,0.212778
419,415,orchid_engine,proto-engine-ring,23,206,0.364,1,0.974608,engine ring keeps gear-wash-thanks 8,True,14.86868,0.235778
420,420,moss_ward,proto-moss-breath,19,198,0.364,1,0.974166,moss breath keeps blanket-share 5,True,10.21168,0.203667
421,420,glass_harbor,proto-harbor-chime,20,200,0.364,1,0.974073,harbor chime keeps net-knot-thanks 8,True,11.35468,0.216667
422,420,cinder_garden,proto-cinder-pulse,21,202,0.364,1,0.974791,cinder pulse keeps shade-bow 9,True,13.91768,0.237667
423,420,lichen_bridge,proto-bridge-hum,22,204,0.364,1,0.974698,bridge hum keeps rope-touch 9,True,12.59068,0.226667
424,420,orchid_engine,proto-engine-ring,23,206,0.364,1,0.974606,engine ring keeps valve-pause 9,True,14.92368,0.249667
425,425,moss_ward,proto-moss-breath,19,203,0.374,1,0.974373,moss breath keeps door-watch 7,True,10.27038,0.218556
426,425,glass_harbor,proto-harbor-chime,20,205,0.374,1,0.975091,harbor chime keeps tea-before-crossing 10,True,11.41338,0.231556
427,425,cinder_garden,proto-cinder-pulse,21,207,0.374,1,0.974998,cinder pulse keeps cool-hand 11,True,13.97638,0.252556
428,425,lichen_bridge,proto-bridge-hum,22,209,0.374,1,0.974906,bridge hum keeps shared-bowl 11,True,12.64938,0.241556
429,425,orchid_engine,proto-engine-ring,23,211,0.374,1,0.974814,engine ring keeps gear-wash-thanks 11,True,14.98238,0.264556
430,430,moss_ward,proto-moss-breath,19,203,0.374,1,0.974371,moss breath keeps blanket-share 8,True,10.32538,0.232444
431,430,glass_harbor,proto-harbor-chime,20,205,0.374,1,0.975088,harbor chime keeps net-knot-thanks 11,True,11.46838,0.245444
432,430,cinder_garden,proto-cinder-pulse,21,207,0.374,1,0.974996,cinder pulse keeps shade-bow 12,True,14.03138,0.266444
433,430,lichen_bridge,proto-bridge-hum,22,209,0.374,1,0.974904,bridge hum keeps rope-touch 12,True,12.70438,0.255444
434,430,orchid_engine,proto-engine-ring,23,211,0.374,1,0.974811,engine ring keeps valve-pause 12,True,15.03738,0.278444
