tick,day,slot,avatar_room,selected_resident,loop_frame,scheduler_frame,action_frame,memory_frame,offscreen_frame,consequence_frame,dashboard_frame,replay_frame,single_world_state_object,boundary_visible
1404,79,0,west hearth,Sera,1404,1404,1404,1404,1404,1404,1404,334,True,True
1405,79,1,river gate,Tovan,1405,1405,1405,1405,1405,1405,1405,334,True,True
1406,79,2,arrival court,Nia,1406,1406,1406,1406,1406,1406,1406,334,True,True
1407,79,3,tool alcove,Ari,1407,1407,1407,1407,1407,1407,1407,335,True,True
1408,79,4,rain court,Fay,1408,1408,1408,1408,1408,1408,1408,335,True,True
1409,79,5,fiber loft,Milo,1409,1409,1409,1409,1409,1409,1409,335,True,True
1410,79,6,west hearth,Sera,1410,1410,1410,1410,1410,1410,1410,335,True,True
1411,79,7,river gate,Tovan,1411,1411,1411,1411,1411,1411,1411,335,True,True
1412,79,8,arrival court,Nia,1412,1412,1412,1412,1412,1412,1412,335,True,True
1413,79,9,tool alcove,Ari,1413,1413,1413,1413,1413,1413,1413,335,True,True
1414,79,10,rain court,Fay,1414,1414,1414,1414,1414,1414,1414,336,True,True
1415,79,11,fiber loft,Milo,1415,1415,1415,1415,1415,1415,1415,336,True,True
1416,79,12,west hearth,Sera,1416,1416,1416,1416,1416,1416,1416,336,True,True
1417,79,13,river gate,Tovan,1417,1417,1417,1417,1417,1417,1417,336,True,True
1418,79,14,arrival court,Nia,1418,1418,1418,1418,1418,1418,1418,336,True,True
1419,79,15,tool alcove,Ari,1419,1419,1419,1419,1419,1419,1419,336,True,True
1420,79,16,rain court,Fay,1420,1420,1420,1420,1420,1420,1420,336,True,True
1421,79,17,fiber loft,Milo,1421,1421,1421,1421,1421,1421,1421,337,True,True
1422,80,0,river gate,Sera,1422,1422,1422,1422,1422,1422,1422,338,True,True
1423,80,1,arrival court,Tovan,1423,1423,1423,1423,1423,1423,1423,338,True,True
1424,80,2,tool alcove,Nia,1424,1424,1424,1424,1424,1424,1424,338,True,True
1425,80,3,rain court,Ari,1425,1425,1425,1425,1425,1425,1425,338,True,True
1426,80,4,fiber loft,Fay,1426,1426,1426,1426,1426,1426,1426,338,True,True
1427,80,5,west hearth,Milo,1427,1427,1427,1427,1427,1427,1427,338,True,True
1428,80,6,river gate,Sera,1428,1428,1428,1428,1428,1428,1428,339,True,True
1429,80,7,arrival court,Tovan,1429,1429,1429,1429,1429,1429,1429,339,True,True
1430,80,8,tool alcove,Nia,1430,1430,1430,1430,1430,1430,1430,339,True,True
1431,80,9,rain court,Ari,1431,1431,1431,1431,1431,1431,1431,339,True,True
1432,80,10,fiber loft,Fay,1432,1432,1432,1432,1432,1432,1432,339,True,True
1433,80,11,west hearth,Milo,1433,1433,1433,1433,1433,1433,1433,339,True,True
1434,80,12,river gate,Sera,1434,1434,1434,1434,1434,1434,1434,339,True,True
1435,80,13,arrival court,Tovan,1435,1435,1435,1435,1435,1435,1435,340,True,True
1436,80,14,tool alcove,Nia,1436,1436,1436,1436,1436,1436,1436,340,True,True
1437,80,15,rain court,Ari,1437,1437,1437,1437,1437,1437,1437,340,True,True
1438,80,16,fiber loft,Fay,1438,1438,1438,1438,1438,1438,1438,340,True,True
1439,80,17,west hearth,Milo,1439,1439,1439,1439,1439,1439,1439,341,True,True
1440,81,0,arrival court,Sera,1440,1440,1440,1440,1440,1440,1440,342,True,True
1441,81,1,tool alcove,Tovan,1441,1441,1441,1441,1441,1441,1441,342,True,True
1442,81,2,rain court,Nia,1442,1442,1442,1442,1442,1442,1442,343,True,True
1443,81,3,fiber loft,Ari,1443,1443,1443,1443,1443,1443,1443,343,True,True
1444,81,4,west hearth,Fay,1444,1444,1444,1444,1444,1444,1444,343,True,True
1445,81,5,river gate,Milo,1445,1445,1445,1445,1445,1445,1445,343,True,True
1446,81,6,arrival court,Sera,1446,1446,1446,1446,1446,1446,1446,343,True,True
1447,81,7,tool alcove,Tovan,1447,1447,1447,1447,1447,1447,1447,343,True,True
1448,81,8,rain court,Nia,1448,1448,1448,1448,1448,1448,1448,343,True,True
1449,81,9,fiber loft,Ari,1449,1449,1449,1449,1449,1449,1449,344,True,True
1450,81,10,west hearth,Fay,1450,1450,1450,1450,1450,1450,1450,344,True,True
1451,81,11,river gate,Milo,1451,1451,1451,1451,1451,1451,1451,344,True,True
1452,81,12,arrival court,Sera,1452,1452,1452,1452,1452,1452,1452,344,True,True
1453,81,13,tool alcove,Tovan,1453,1453,1453,1453,1453,1453,1453,344,True,True
1454,81,14,rain court,Nia,1454,1454,1454,1454,1454,1454,1454,344,True,True
1455,81,15,fiber loft,Ari,1455,1455,1455,1455,1455,1455,1455,344,True,True
1456,81,16,west hearth,Fay,1456,1456,1456,1456,1456,1456,1456,345,True,True
1457,81,17,river gate,Milo,1457,1457,1457,1457,1457,1457,1457,346,True,True
1458,82,0,tool alcove,Sera,1458,1458,1458,1458,1458,1458,1458,347,True,True
1459,82,1,rain court,Tovan,1459,1459,1459,1459,1459,1459,1459,347,True,True
1460,82,2,fiber loft,Nia,1460,1460,1460,1460,1460,1460,1460,347,True,True
1461,82,3,west hearth,Ari,1461,1461,1461,1461,1461,1461,1461,347,True,True
1462,82,4,river gate,Fay,1462,1462,1462,1462,1462,1462,1462,347,True,True
1463,82,5,arrival court,Milo,1463,1463,1463,1463,1463,1463,1463,348,True,True
1464,82,6,tool alcove,Sera,1464,1464,1464,1464,1464,1464,1464,348,True,True
1465,82,7,rain court,Tovan,1465,1465,1465,1465,1465,1465,1465,348,True,True
1466,82,8,fiber loft,Nia,1466,1466,1466,1466,1466,1466,1466,348,True,True
1467,82,9,west hearth,Ari,1467,1467,1467,1467,1467,1467,1467,348,True,True
1468,82,10,river gate,Fay,1468,1468,1468,1468,1468,1468,1468,348,True,True
1469,82,11,arrival court,Milo,1469,1469,1469,1469,1469,1469,1469,348,True,True
1470,82,12,tool alcove,Sera,1470,1470,1470,1470,1470,1470,1470,349,True,True
1471,82,13,rain court,Tovan,1471,1471,1471,1471,1471,1471,1471,349,True,True
1472,82,14,fiber loft,Nia,1472,1472,1472,1472,1472,1472,1472,349,True,True
1473,82,15,west hearth,Ari,1473,1473,1473,1473,1473,1473,1473,349,True,True
1474,82,16,river gate,Fay,1474,1474,1474,1474,1474,1474,1474,349,True,True
1475,82,17,arrival court,Milo,1475,1475,1475,1475,1475,1475,1475,350,True,True
1476,83,0,rain court,Sera,1476,1476,1476,1476,1476,1476,1476,351,True,True
1477,83,1,fiber loft,Tovan,1477,1477,1477,1477,1477,1477,1477,352,True,True
1478,83,2,west hearth,Nia,1478,1478,1478,1478,1478,1478,1478,352,True,True
1479,83,3,river gate,Ari,1479,1479,1479,1479,1479,1479,1479,352,True,True
1480,83,4,arrival court,Fay,1480,1480,1480,1480,1480,1480,1480,352,True,True
1481,83,5,tool alcove,Milo,1481,1481,1481,1481,1481,1481,1481,352,True,True
1482,83,6,rain court,Sera,1482,1482,1482,1482,1482,1482,1482,352,True,True
1483,83,7,fiber loft,Tovan,1483,1483,1483,1483,1483,1483,1483,352,True,True
1484,83,8,west hearth,Nia,1484,1484,1484,1484,1484,1484,1484,353,True,True
1485,83,9,river gate,Ari,1485,1485,1485,1485,1485,1485,1485,353,True,True
1486,83,10,arrival court,Fay,1486,1486,1486,1486,1486,1486,1486,353,True,True
1487,83,11,tool alcove,Milo,1487,1487,1487,1487,1487,1487,1487,353,True,True
1488,83,12,rain court,Sera,1488,1488,1488,1488,1488,1488,1488,353,True,True
1489,83,13,fiber loft,Tovan,1489,1489,1489,1489,1489,1489,1489,353,True,True
1490,83,14,west hearth,Nia,1490,1490,1490,1490,1490,1490,1490,353,True,True
1491,83,15,river gate,Ari,1491,1491,1491,1491,1491,1491,1491,354,True,True
1492,83,16,arrival court,Fay,1492,1492,1492,1492,1492,1492,1492,354,True,True
1493,83,17,tool alcove,Milo,1493,1493,1493,1493,1493,1493,1493,355,True,True
1494,84,0,fiber loft,Sera,1494,1494,1494,1494,1494,1494,1494,356,True,True
1495,84,1,west hearth,Tovan,1495,1495,1495,1495,1495,1495,1495,356,True,True
1496,84,2,river gate,Nia,1496,1496,1496,1496,1496,1496,1496,356,True,True
1497,84,3,arrival court,Ari,1497,1497,1497,1497,1497,1497,1497,356,True,True
1498,84,4,tool alcove,Fay,1498,1498,1498,1498,1498,1498,1498,357,True,True
1499,84,5,rain court,Milo,1499,1499,1499,1499,1499,1499,1499,357,True,True
1500,84,6,fiber loft,Sera,1500,1500,1500,1500,1500,1500,1500,357,True,True
1501,84,7,west hearth,Tovan,1501,1501,1501,1501,1501,1501,1501,357,True,True
1502,84,8,river gate,Nia,1502,1502,1502,1502,1502,1502,1502,357,True,True
1503,84,9,arrival court,Ari,1503,1503,1503,1503,1503,1503,1503,357,True,True
1504,84,10,tool alcove,Fay,1504,1504,1504,1504,1504,1504,1504,357,True,True
1505,84,11,rain court,Milo,1505,1505,1505,1505,1505,1505,1505,358,True,True
1506,84,12,fiber loft,Sera,1506,1506,1506,1506,1506,1506,1506,358,True,True
1507,84,13,west hearth,Tovan,1507,1507,1507,1507,1507,1507,1507,358,True,True
1508,84,14,river gate,Nia,1508,1508,1508,1508,1508,1508,1508,358,True,True
1509,84,15,arrival court,Ari,1509,1509,1509,1509,1509,1509,1509,358,True,True
1510,84,16,tool alcove,Fay,1510,1510,1510,1510,1510,1510,1510,358,True,True
1511,84,17,rain court,Milo,1511,1511,1511,1511,1511,1511,1511,359,True,True
1512,85,0,west hearth,Sera,1512,1512,1512,1512,1512,1512,1512,360,True,True
1513,85,1,river gate,Tovan,1513,1513,1513,1513,1513,1513,1513,360,True,True
1514,85,2,arrival court,Nia,1514,1514,1514,1514,1514,1514,1514,360,True,True
1515,85,3,tool alcove,Ari,1515,1515,1515,1515,1515,1515,1515,360,True,True
1516,85,4,rain court,Fay,1516,1516,1516,1516,1516,1516,1516,360,True,True
1517,85,5,fiber loft,Milo,1517,1517,1517,1517,1517,1517,1517,360,True,True
1518,85,6,west hearth,Sera,1518,1518,1518,1518,1518,1518,1518,360,True,True
1519,85,7,river gate,Tovan,1519,1519,1519,1519,1519,1519,1519,361,True,True
1520,85,8,arrival court,Nia,1520,1520,1520,1520,1520,1520,1520,361,True,True
1521,85,9,tool alcove,Ari,1521,1521,1521,1521,1521,1521,1521,361,True,True
1522,85,10,rain court,Fay,1522,1522,1522,1522,1522,1522,1522,361,True,True
1523,85,11,fiber loft,Milo,1523,1523,1523,1523,1523,1523,1523,361,True,True
1524,85,12,west hearth,Sera,1524,1524,1524,1524,1524,1524,1524,361,True,True
1525,85,13,river gate,Tovan,1525,1525,1525,1525,1525,1525,1525,361,True,True
1526,85,14,arrival court,Nia,1526,1526,1526,1526,1526,1526,1526,362,True,True
1527,85,15,tool alcove,Ari,1527,1527,1527,1527,1527,1527,1527,362,True,True
1528,85,16,rain court,Fay,1528,1528,1528,1528,1528,1528,1528,362,True,True
1529,85,17,fiber loft,Milo,1529,1529,1529,1529,1529,1529,1529,363,True,True
1530,86,0,river gate,Sera,1530,1530,1530,1530,1530,1530,1530,364,True,True
1531,86,1,arrival court,Tovan,1531,1531,1531,1531,1531,1531,1531,364,True,True
1532,86,2,tool alcove,Nia,1532,1532,1532,1532,1532,1532,1532,364,True,True
1533,86,3,rain court,Ari,1533,1533,1533,1533,1533,1533,1533,365,True,True
1534,86,4,fiber loft,Fay,1534,1534,1534,1534,1534,1534,1534,365,True,True
1535,86,5,west hearth,Milo,1535,1535,1535,1535,1535,1535,1535,365,True,True
1536,86,6,river gate,Sera,1536,1536,1536,1536,1536,1536,1536,365,True,True
1537,86,7,arrival court,Tovan,1537,1537,1537,1537,1537,1537,1537,365,True,True
1538,86,8,tool alcove,Nia,1538,1538,1538,1538,1538,1538,1538,365,True,True
1539,86,9,rain court,Ari,1539,1539,1539,1539,1539,1539,1539,365,True,True
1540,86,10,fiber loft,Fay,1540,1540,1540,1540,1540,1540,1540,366,True,True
1541,86,11,west hearth,Milo,1541,1541,1541,1541,1541,1541,1541,366,True,True
1542,86,12,river gate,Sera,1542,1542,1542,1542,1542,1542,1542,366,True,True
1543,86,13,arrival court,Tovan,1543,1543,1543,1543,1543,1543,1543,366,True,True
1544,86,14,tool alcove,Nia,1544,1544,1544,1544,1544,1544,1544,366,True,True
1545,86,15,rain court,Ari,1545,1545,1545,1545,1545,1545,1545,366,True,True
1546,86,16,fiber loft,Fay,1546,1546,1546,1546,1546,1546,1546,366,True,True
1547,86,17,west hearth,Milo,1547,1547,1547,1547,1547,1547,1547,367,True,True
1548,87,0,arrival court,Sera,1548,1548,1548,1548,1548,1548,1548,368,True,True
1549,87,1,tool alcove,Tovan,1549,1549,1549,1549,1549,1549,1549,368,True,True
1550,87,2,rain court,Nia,1550,1550,1550,1550,1550,1550,1550,368,True,True
1551,87,3,fiber loft,Ari,1551,1551,1551,1551,1551,1551,1551,368,True,True
1552,87,4,west hearth,Fay,1552,1552,1552,1552,1552,1552,1552,368,True,True
1553,87,5,river gate,Milo,1553,1553,1553,1553,1553,1553,1553,368,True,True
1554,87,6,arrival court,Sera,1554,1554,1554,1554,1554,1554,1554,369,True,True
1555,87,7,tool alcove,Tovan,1555,1555,1555,1555,1555,1555,1555,369,True,True
1556,87,8,rain court,Nia,1556,1556,1556,1556,1556,1556,1556,369,True,True
1557,87,9,fiber loft,Ari,1557,1557,1557,1557,1557,1557,1557,369,True,True
1558,87,10,west hearth,Fay,1558,1558,1558,1558,1558,1558,1558,369,True,True
1559,87,11,river gate,Milo,1559,1559,1559,1559,1559,1559,1559,369,True,True
1560,87,12,arrival court,Sera,1560,1560,1560,1560,1560,1560,1560,369,True,True
1561,87,13,tool alcove,Tovan,1561,1561,1561,1561,1561,1561,1561,370,True,True
1562,87,14,rain court,Nia,1562,1562,1562,1562,1562,1562,1562,370,True,True
1563,87,15,fiber loft,Ari,1563,1563,1563,1563,1563,1563,1563,370,True,True
1564,87,16,west hearth,Fay,1564,1564,1564,1564,1564,1564,1564,370,True,True
1565,87,17,river gate,Milo,1565,1565,1565,1565,1565,1565,1565,371,True,True
1566,88,0,tool alcove,Sera,1566,1566,1566,1566,1566,1566,1566,372,True,True
1567,88,1,rain court,Tovan,1567,1567,1567,1567,1567,1567,1567,372,True,True
1568,88,2,fiber loft,Nia,1568,1568,1568,1568,1568,1568,1568,373,True,True
1569,88,3,west hearth,Ari,1569,1569,1569,1569,1569,1569,1569,373,True,True
1570,88,4,river gate,Fay,1570,1570,1570,1570,1570,1570,1570,373,True,True
1571,88,5,arrival court,Milo,1571,1571,1571,1571,1571,1571,1571,373,True,True
1572,88,6,tool alcove,Sera,1572,1572,1572,1572,1572,1572,1572,373,True,True
1573,88,7,rain court,Tovan,1573,1573,1573,1573,1573,1573,1573,373,True,True
1574,88,8,fiber loft,Nia,1574,1574,1574,1574,1574,1574,1574,373,True,True
1575,88,9,west hearth,Ari,1575,1575,1575,1575,1575,1575,1575,374,True,True
1576,88,10,river gate,Fay,1576,1576,1576,1576,1576,1576,1576,374,True,True
1577,88,11,arrival court,Milo,1577,1577,1577,1577,1577,1577,1577,374,True,True
1578,88,12,tool alcove,Sera,1578,1578,1578,1578,1578,1578,1578,374,True,True
1579,88,13,rain court,Tovan,1579,1579,1579,1579,1579,1579,1579,374,True,True
1580,88,14,fiber loft,Nia,1580,1580,1580,1580,1580,1580,1580,374,True,True
1581,88,15,west hearth,Ari,1581,1581,1581,1581,1581,1581,1581,374,True,True
1582,88,16,river gate,Fay,1582,1582,1582,1582,1582,1582,1582,375,True,True
1583,88,17,arrival court,Milo,1583,1583,1583,1583,1583,1583,1583,376,True,True
1584,89,0,rain court,Sera,1584,1584,1584,1584,1584,1584,1584,377,True,True
1585,89,1,fiber loft,Tovan,1585,1585,1585,1585,1585,1585,1585,377,True,True
1586,89,2,west hearth,Nia,1586,1586,1586,1586,1586,1586,1586,377,True,True
1587,89,3,river gate,Ari,1587,1587,1587,1587,1587,1587,1587,377,True,True
1588,89,4,arrival court,Fay,1588,1588,1588,1588,1588,1588,1588,377,True,True
1589,89,5,tool alcove,Milo,1589,1589,1589,1589,1589,1589,1589,378,True,True
1590,89,6,rain court,Sera,1590,1590,1590,1590,1590,1590,1590,378,True,True
1591,89,7,fiber loft,Tovan,1591,1591,1591,1591,1591,1591,1591,378,True,True
1592,89,8,west hearth,Nia,1592,1592,1592,1592,1592,1592,1592,378,True,True
1593,89,9,river gate,Ari,1593,1593,1593,1593,1593,1593,1593,378,True,True
1594,89,10,arrival court,Fay,1594,1594,1594,1594,1594,1594,1594,378,True,True
1595,89,11,tool alcove,Milo,1595,1595,1595,1595,1595,1595,1595,378,True,True
1596,89,12,rain court,Sera,1596,1596,1596,1596,1596,1596,1596,379,True,True
1597,89,13,fiber loft,Tovan,1597,1597,1597,1597,1597,1597,1597,379,True,True
1598,89,14,west hearth,Nia,1598,1598,1598,1598,1598,1598,1598,379,True,True
1599,89,15,river gate,Ari,1599,1599,1599,1599,1599,1599,1599,379,True,True
1600,89,16,arrival court,Fay,1600,1600,1600,1600,1600,1600,1600,379,True,True
1601,89,17,tool alcove,Milo,1601,1601,1601,1601,1601,1601,1601,380,True,True
1602,90,0,fiber loft,Sera,1602,1602,1602,1602,1602,1602,1602,381,True,True
1603,90,1,west hearth,Tovan,1603,1603,1603,1603,1603,1603,1603,382,True,True
1604,90,2,river gate,Nia,1604,1604,1604,1604,1604,1604,1604,382,True,True
1605,90,3,arrival court,Ari,1605,1605,1605,1605,1605,1605,1605,382,True,True
1606,90,4,tool alcove,Fay,1606,1606,1606,1606,1606,1606,1606,382,True,True
1607,90,5,rain court,Milo,1607,1607,1607,1607,1607,1607,1607,382,True,True
1608,90,6,fiber loft,Sera,1608,1608,1608,1608,1608,1608,1608,382,True,True
1609,90,7,west hearth,Tovan,1609,1609,1609,1609,1609,1609,1609,382,True,True
1610,90,8,river gate,Nia,1610,1610,1610,1610,1610,1610,1610,383,True,True
1611,90,9,arrival court,Ari,1611,1611,1611,1611,1611,1611,1611,383,True,True
1612,90,10,tool alcove,Fay,1612,1612,1612,1612,1612,1612,1612,383,True,True
1613,90,11,rain court,Milo,1613,1613,1613,1613,1613,1613,1613,383,True,True
1614,90,12,fiber loft,Sera,1614,1614,1614,1614,1614,1614,1614,383,True,True
1615,90,13,west hearth,Tovan,1615,1615,1615,1615,1615,1615,1615,383,True,True
1616,90,14,river gate,Nia,1616,1616,1616,1616,1616,1616,1616,383,True,True
1617,90,15,arrival court,Ari,1617,1617,1617,1617,1617,1617,1617,384,True,True
1618,90,16,tool alcove,Fay,1618,1618,1618,1618,1618,1618,1618,384,True,True
1619,90,17,rain court,Milo,1619,1619,1619,1619,1619,1619,1619,385,True,True
1620,91,0,west hearth,Sera,1620,1620,1620,1620,1620,1620,1620,386,True,True
1621,91,1,river gate,Tovan,1621,1621,1621,1621,1621,1621,1621,386,True,True
1622,91,2,arrival court,Nia,1622,1622,1622,1622,1622,1622,1622,386,True,True
1623,91,3,tool alcove,Ari,1623,1623,1623,1623,1623,1623,1623,386,True,True
1624,91,4,rain court,Fay,1624,1624,1624,1624,1624,1624,1624,387,True,True
1625,91,5,fiber loft,Milo,1625,1625,1625,1625,1625,1625,1625,387,True,True
1626,91,6,west hearth,Sera,1626,1626,1626,1626,1626,1626,1626,387,True,True
1627,91,7,river gate,Tovan,1627,1627,1627,1627,1627,1627,1627,387,True,True
1628,91,8,arrival court,Nia,1628,1628,1628,1628,1628,1628,1628,387,True,True
1629,91,9,tool alcove,Ari,1629,1629,1629,1629,1629,1629,1629,387,True,True
1630,91,10,rain court,Fay,1630,1630,1630,1630,1630,1630,1630,387,True,True
1631,91,11,fiber loft,Milo,1631,1631,1631,1631,1631,1631,1631,388,True,True
1632,91,12,west hearth,Sera,1632,1632,1632,1632,1632,1632,1632,388,True,True
1633,91,13,river gate,Tovan,1633,1633,1633,1633,1633,1633,1633,388,True,True
1634,91,14,arrival court,Nia,1634,1634,1634,1634,1634,1634,1634,388,True,True
1635,91,15,tool alcove,Ari,1635,1635,1635,1635,1635,1635,1635,388,True,True
1636,91,16,rain court,Fay,1636,1636,1636,1636,1636,1636,1636,388,True,True
1637,91,17,fiber loft,Milo,1637,1637,1637,1637,1637,1637,1637,389,True,True
1638,92,0,river gate,Sera,1638,1638,1638,1638,1638,1638,1638,390,True,True
1639,92,1,arrival court,Tovan,1639,1639,1639,1639,1639,1639,1639,390,True,True
1640,92,2,tool alcove,Nia,1640,1640,1640,1640,1640,1640,1640,390,True,True
1641,92,3,rain court,Ari,1641,1641,1641,1641,1641,1641,1641,390,True,True
1642,92,4,fiber loft,Fay,1642,1642,1642,1642,1642,1642,1642,390,True,True
1643,92,5,west hearth,Milo,1643,1643,1643,1643,1643,1643,1643,390,True,True
1644,92,6,river gate,Sera,1644,1644,1644,1644,1644,1644,1644,390,True,True
1645,92,7,arrival court,Tovan,1645,1645,1645,1645,1645,1645,1645,391,True,True
1646,92,8,tool alcove,Nia,1646,1646,1646,1646,1646,1646,1646,391,True,True
1647,92,9,rain court,Ari,1647,1647,1647,1647,1647,1647,1647,391,True,True
1648,92,10,fiber loft,Fay,1648,1648,1648,1648,1648,1648,1648,391,True,True
1649,92,11,west hearth,Milo,1649,1649,1649,1649,1649,1649,1649,391,True,True
1650,92,12,river gate,Sera,1650,1650,1650,1650,1650,1650,1650,391,True,True
1651,92,13,arrival court,Tovan,1651,1651,1651,1651,1651,1651,1651,391,True,True
1652,92,14,tool alcove,Nia,1652,1652,1652,1652,1652,1652,1652,392,True,True
1653,92,15,rain court,Ari,1653,1653,1653,1653,1653,1653,1653,392,True,True
1654,92,16,fiber loft,Fay,1654,1654,1654,1654,1654,1654,1654,392,True,True
1655,92,17,west hearth,Milo,1655,1655,1655,1655,1655,1655,1655,393,True,True
1656,93,0,arrival court,Sera,1656,1656,1656,1656,1656,1656,1656,394,True,True
1657,93,1,tool alcove,Tovan,1657,1657,1657,1657,1657,1657,1657,394,True,True
1658,93,2,rain court,Nia,1658,1658,1658,1658,1658,1658,1658,394,True,True
1659,93,3,fiber loft,Ari,1659,1659,1659,1659,1659,1659,1659,395,True,True
1660,93,4,west hearth,Fay,1660,1660,1660,1660,1660,1660,1660,395,True,True
1661,93,5,river gate,Milo,1661,1661,1661,1661,1661,1661,1661,395,True,True
1662,93,6,arrival court,Sera,1662,1662,1662,1662,1662,1662,1662,395,True,True
1663,93,7,tool alcove,Tovan,1663,1663,1663,1663,1663,1663,1663,395,True,True
1664,93,8,rain court,Nia,1664,1664,1664,1664,1664,1664,1664,395,True,True
1665,93,9,fiber loft,Ari,1665,1665,1665,1665,1665,1665,1665,395,True,True
1666,93,10,west hearth,Fay,1666,1666,1666,1666,1666,1666,1666,396,True,True
1667,93,11,river gate,Milo,1667,1667,1667,1667,1667,1667,1667,396,True,True
1668,93,12,arrival court,Sera,1668,1668,1668,1668,1668,1668,1668,396,True,True
1669,93,13,tool alcove,Tovan,1669,1669,1669,1669,1669,1669,1669,396,True,True
1670,93,14,rain court,Nia,1670,1670,1670,1670,1670,1670,1670,396,True,True
1671,93,15,fiber loft,Ari,1671,1671,1671,1671,1671,1671,1671,396,True,True
1672,93,16,west hearth,Fay,1672,1672,1672,1672,1672,1672,1672,396,True,True
1673,93,17,river gate,Milo,1673,1673,1673,1673,1673,1673,1673,397,True,True
1674,94,0,tool alcove,Sera,1674,1674,1674,1674,1674,1674,1674,398,True,True
1675,94,1,rain court,Tovan,1675,1675,1675,1675,1675,1675,1675,398,True,True
1676,94,2,fiber loft,Nia,1676,1676,1676,1676,1676,1676,1676,398,True,True
1677,94,3,west hearth,Ari,1677,1677,1677,1677,1677,1677,1677,398,True,True
1678,94,4,river gate,Fay,1678,1678,1678,1678,1678,1678,1678,398,True,True
1679,94,5,arrival court,Milo,1679,1679,1679,1679,1679,1679,1679,398,True,True
1680,94,6,tool alcove,Sera,1680,1680,1680,1680,1680,1680,1680,399,True,True
1681,94,7,rain court,Tovan,1681,1681,1681,1681,1681,1681,1681,399,True,True
1682,94,8,fiber loft,Nia,1682,1682,1682,1682,1682,1682,1682,399,True,True
1683,94,9,west hearth,Ari,1683,1683,1683,1683,1683,1683,1683,399,True,True
1684,94,10,river gate,Fay,1684,1684,1684,1684,1684,1684,1684,399,True,True
1685,94,11,arrival court,Milo,1685,1685,1685,1685,1685,1685,1685,399,True,True
1686,94,12,tool alcove,Sera,1686,1686,1686,1686,1686,1686,1686,399,True,True
1687,94,13,rain court,Tovan,1687,1687,1687,1687,1687,1687,1687,400,True,True
1688,94,14,fiber loft,Nia,1688,1688,1688,1688,1688,1688,1688,400,True,True
1689,94,15,west hearth,Ari,1689,1689,1689,1689,1689,1689,1689,400,True,True
1690,94,16,river gate,Fay,1690,1690,1690,1690,1690,1690,1690,400,True,True
1691,94,17,arrival court,Milo,1691,1691,1691,1691,1691,1691,1691,401,True,True
1692,95,0,rain court,Sera,1692,1692,1692,1692,1692,1692,1692,402,True,True
1693,95,1,fiber loft,Tovan,1693,1693,1693,1693,1693,1693,1693,402,True,True
1694,95,2,west hearth,Nia,1694,1694,1694,1694,1694,1694,1694,403,True,True
1695,95,3,river gate,Ari,1695,1695,1695,1695,1695,1695,1695,403,True,True
1696,95,4,arrival court,Fay,1696,1696,1696,1696,1696,1696,1696,403,True,True
1697,95,5,tool alcove,Milo,1697,1697,1697,1697,1697,1697,1697,403,True,True
1698,95,6,rain court,Sera,1698,1698,1698,1698,1698,1698,1698,403,True,True
1699,95,7,fiber loft,Tovan,1699,1699,1699,1699,1699,1699,1699,403,True,True
1700,95,8,west hearth,Nia,1700,1700,1700,1700,1700,1700,1700,403,True,True
1701,95,9,river gate,Ari,1701,1701,1701,1701,1701,1701,1701,404,True,True
1702,95,10,arrival court,Fay,1702,1702,1702,1702,1702,1702,1702,404,True,True
1703,95,11,tool alcove,Milo,1703,1703,1703,1703,1703,1703,1703,404,True,True
1704,95,12,rain court,Sera,1704,1704,1704,1704,1704,1704,1704,404,True,True
1705,95,13,fiber loft,Tovan,1705,1705,1705,1705,1705,1705,1705,404,True,True
1706,95,14,west hearth,Nia,1706,1706,1706,1706,1706,1706,1706,404,True,True
1707,95,15,river gate,Ari,1707,1707,1707,1707,1707,1707,1707,404,True,True
1708,95,16,arrival court,Fay,1708,1708,1708,1708,1708,1708,1708,405,True,True
1709,95,17,tool alcove,Milo,1709,1709,1709,1709,1709,1709,1709,406,True,True
1710,96,0,fiber loft,Sera,1710,1710,1710,1710,1710,1710,1710,407,True,True
1711,96,1,west hearth,Tovan,1711,1711,1711,1711,1711,1711,1711,407,True,True
1712,96,2,river gate,Nia,1712,1712,1712,1712,1712,1712,1712,407,True,True
1713,96,3,arrival court,Ari,1713,1713,1713,1713,1713,1713,1713,407,True,True
1714,96,4,tool alcove,Fay,1714,1714,1714,1714,1714,1714,1714,407,True,True
1715,96,5,rain court,Milo,1715,1715,1715,1715,1715,1715,1715,408,True,True
1716,96,6,fiber loft,Sera,1716,1716,1716,1716,1716,1716,1716,408,True,True
1717,96,7,west hearth,Tovan,1717,1717,1717,1717,1717,1717,1717,408,True,True
1718,96,8,river gate,Nia,1718,1718,1718,1718,1718,1718,1718,408,True,True
1719,96,9,arrival court,Ari,1719,1719,1719,1719,1719,1719,1719,408,True,True
1720,96,10,tool alcove,Fay,1720,1720,1720,1720,1720,1720,1720,408,True,True
1721,96,11,rain court,Milo,1721,1721,1721,1721,1721,1721,1721,408,True,True
1722,96,12,fiber loft,Sera,1722,1722,1722,1722,1722,1722,1722,409,True,True
1723,96,13,west hearth,Tovan,1723,1723,1723,1723,1723,1723,1723,409,True,True
1724,96,14,river gate,Nia,1724,1724,1724,1724,1724,1724,1724,409,True,True
1725,96,15,arrival court,Ari,1725,1725,1725,1725,1725,1725,1725,409,True,True
