tick,day,scene_id,camera_x,camera_y,camera_zoom,parallax_offset,occlusion_order_valid,shadow_scale,depth_cue_bound_to_z,camera_cue_score
308,23,v20-scene-d23,6.06581,1.797949,1.0593,0.099,1,0.9425,1,1.0
309,23,v20-scene-d23,6.044463,1.80438,1.0393,0.0792,1,0.868,1,1.0
310,23,v20-scene-d23,6.022567,1.809769,1.0393,0.1056,1,0.917,1,1.0
311,23,v20-scene-d23,6.000393,1.814061,1.0593,0.0616,1,0.904,1,1.0
312,23,v20-scene-d23,5.978214,1.817213,1.0593,0.1144,1,0.995,1,1.0
313,23,v20-scene-d23,5.956304,1.819195,1.0593,0.0528,1,0.869,1,1.0
314,23,v20-scene-d23,5.934932,1.819985,1.0593,0.0946,1,0.9425,1,1.0
315,23,v20-scene-d23,5.914363,1.819576,1.0593,0.0748,1,0.918,1,1.0
316,23,v20-scene-d23,5.894851,1.817973,1.0393,0.1012,1,0.917,1,1.0
317,23,v20-scene-d23,5.876635,1.815191,1.0593,0.0572,1,0.904,1,1.0
318,23,v20-scene-d23,5.859941,1.811258,1.0593,0.132,1,0.995,1,1.0
319,23,v20-scene-d23,5.844973,1.806213,1.0593,0.0484,1,0.869,1,1.0
320,23,v20-scene-d23,5.831918,1.800107,1.0593,0.0902,1,0.9425,1,1.0
321,23,v20-scene-d23,5.820936,1.793001,1.0393,0.0704,1,0.868,1,1.0
322,24,v20-scene-d24,5.812162,1.784965,1.059574,0.0748,1,0.904,1,1.0
323,24,v20-scene-d24,5.805705,1.776081,1.039574,0.1276,1,0.945,1,1.0
324,24,v20-scene-d24,5.801644,1.766436,1.059574,0.044,1,0.869,1,1.0
325,24,v20-scene-d24,5.80003,1.756128,1.059574,0.0858,1,0.9425,1,1.0
326,24,v20-scene-d24,5.800881,1.745259,1.059574,0.066,1,0.918,1,1.0
327,24,v20-scene-d24,5.804189,1.733937,1.059574,0.1144,1,0.967,1,1.0
328,24,v20-scene-d24,5.809911,1.722277,1.059574,0.0704,1,0.904,1,1.0
329,24,v20-scene-d24,5.817977,1.710394,1.059574,0.1232,1,0.995,1,1.0
330,24,v20-scene-d24,5.828289,1.698407,1.039574,0.0396,1,0.819,1,1.0
331,24,v20-scene-d24,5.840718,1.686436,1.059574,0.0814,1,0.9425,1,1.0
332,24,v20-scene-d24,5.855112,1.6746,1.059574,0.0836,1,0.918,1,1.0
333,24,v20-scene-d24,5.871292,1.663019,1.059574,0.11,1,0.967,1,1.0
334,24,v20-scene-d24,5.88906,1.651806,1.059574,0.066,1,0.904,1,1.0
335,24,v20-scene-d24,5.908196,1.641076,1.059574,0.1188,1,0.995,1,1.0
