tick,day,snapshot_id,scene_id,storage_key,stores_open_obligations,stores_due_days,stores_trust_access,stores_followup_queue,stores_residual_debt,stores_replay_cursor,snapshot_integrity
215,12,v24-snapshot-0215,v24-scene-d12,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
216,13,v24-snapshot-0216,v24-scene-d13,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
217,13,v24-snapshot-0217,v24-scene-d13,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
218,13,v24-snapshot-0218,v24-scene-d13,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
219,13,v24-snapshot-0219,v24-scene-d13,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
220,13,v24-snapshot-0220,v24-scene-d13,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
221,13,v24-snapshot-0221,v24-scene-d13,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
222,13,v24-snapshot-0222,v24-scene-d13,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
223,13,v24-snapshot-0223,v24-scene-d13,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
224,13,v24-snapshot-0224,v24-scene-d13,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
225,13,v24-snapshot-0225,v24-scene-d13,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
226,13,v24-snapshot-0226,v24-scene-d13,ssrm_browser_world_v24_owned_task_obligation_state,1,0,1,0,1,1,0.666667
227,13,v24-snapshot-0227,v24-scene-d13,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
228,13,v24-snapshot-0228,v24-scene-d13,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
229,13,v24-snapshot-0229,v24-scene-d13,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,0,0.833333
230,13,v24-snapshot-0230,v24-scene-d13,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
231,13,v24-snapshot-0231,v24-scene-d13,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
232,13,v24-snapshot-0232,v24-scene-d13,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
233,13,v24-snapshot-0233,v24-scene-d13,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
234,14,v24-snapshot-0234,v24-scene-d14,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
235,14,v24-snapshot-0235,v24-scene-d14,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
236,14,v24-snapshot-0236,v24-scene-d14,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
237,14,v24-snapshot-0237,v24-scene-d14,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
238,14,v24-snapshot-0238,v24-scene-d14,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
239,14,v24-snapshot-0239,v24-scene-d14,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
240,14,v24-snapshot-0240,v24-scene-d14,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
241,14,v24-snapshot-0241,v24-scene-d14,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
242,14,v24-snapshot-0242,v24-scene-d14,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
243,14,v24-snapshot-0243,v24-scene-d14,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
244,14,v24-snapshot-0244,v24-scene-d14,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
245,14,v24-snapshot-0245,v24-scene-d14,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
246,14,v24-snapshot-0246,v24-scene-d14,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
247,14,v24-snapshot-0247,v24-scene-d14,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
248,14,v24-snapshot-0248,v24-scene-d14,ssrm_browser_world_v24_owned_task_obligation_state,1,1,0,1,1,1,0.833333
249,14,v24-snapshot-0249,v24-scene-d14,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
250,14,v24-snapshot-0250,v24-scene-d14,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
251,14,v24-snapshot-0251,v24-scene-d14,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
252,15,v24-snapshot-0252,v24-scene-d15,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
253,15,v24-snapshot-0253,v24-scene-d15,ssrm_browser_world_v24_owned_task_obligation_state,0,1,1,1,1,1,0.833333
254,15,v24-snapshot-0254,v24-scene-d15,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
255,15,v24-snapshot-0255,v24-scene-d15,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
256,15,v24-snapshot-0256,v24-scene-d15,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
257,15,v24-snapshot-0257,v24-scene-d15,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
258,15,v24-snapshot-0258,v24-scene-d15,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
259,15,v24-snapshot-0259,v24-scene-d15,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
260,15,v24-snapshot-0260,v24-scene-d15,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
261,15,v24-snapshot-0261,v24-scene-d15,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
262,15,v24-snapshot-0262,v24-scene-d15,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
263,15,v24-snapshot-0263,v24-scene-d15,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
264,15,v24-snapshot-0264,v24-scene-d15,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
265,15,v24-snapshot-0265,v24-scene-d15,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
266,15,v24-snapshot-0266,v24-scene-d15,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
267,15,v24-snapshot-0267,v24-scene-d15,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
268,15,v24-snapshot-0268,v24-scene-d15,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
269,15,v24-snapshot-0269,v24-scene-d15,ssrm_browser_world_v24_owned_task_obligation_state,1,0,1,1,1,1,0.833333
270,16,v24-snapshot-0270,v24-scene-d16,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
271,16,v24-snapshot-0271,v24-scene-d16,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
272,16,v24-snapshot-0272,v24-scene-d16,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
273,16,v24-snapshot-0273,v24-scene-d16,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
274,16,v24-snapshot-0274,v24-scene-d16,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
275,16,v24-snapshot-0275,v24-scene-d16,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
276,16,v24-snapshot-0276,v24-scene-d16,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
277,16,v24-snapshot-0277,v24-scene-d16,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
278,16,v24-snapshot-0278,v24-scene-d16,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
279,16,v24-snapshot-0279,v24-scene-d16,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
280,16,v24-snapshot-0280,v24-scene-d16,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
281,16,v24-snapshot-0281,v24-scene-d16,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
282,16,v24-snapshot-0282,v24-scene-d16,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,0,0.833333
283,16,v24-snapshot-0283,v24-scene-d16,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
284,16,v24-snapshot-0284,v24-scene-d16,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
285,16,v24-snapshot-0285,v24-scene-d16,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
286,16,v24-snapshot-0286,v24-scene-d16,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
287,16,v24-snapshot-0287,v24-scene-d16,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
288,17,v24-snapshot-0288,v24-scene-d17,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
289,17,v24-snapshot-0289,v24-scene-d17,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
290,17,v24-snapshot-0290,v24-scene-d17,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
291,17,v24-snapshot-0291,v24-scene-d17,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
292,17,v24-snapshot-0292,v24-scene-d17,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
293,17,v24-snapshot-0293,v24-scene-d17,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
294,17,v24-snapshot-0294,v24-scene-d17,ssrm_browser_world_v24_owned_task_obligation_state,0,1,1,1,1,1,0.833333
295,17,v24-snapshot-0295,v24-scene-d17,ssrm_browser_world_v24_owned_task_obligation_state,1,1,0,1,1,1,0.833333
296,17,v24-snapshot-0296,v24-scene-d17,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
297,17,v24-snapshot-0297,v24-scene-d17,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
298,17,v24-snapshot-0298,v24-scene-d17,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
299,17,v24-snapshot-0299,v24-scene-d17,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
300,17,v24-snapshot-0300,v24-scene-d17,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
301,17,v24-snapshot-0301,v24-scene-d17,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
302,17,v24-snapshot-0302,v24-scene-d17,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
303,17,v24-snapshot-0303,v24-scene-d17,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
304,17,v24-snapshot-0304,v24-scene-d17,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
305,17,v24-snapshot-0305,v24-scene-d17,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
306,18,v24-snapshot-0306,v24-scene-d18,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
307,18,v24-snapshot-0307,v24-scene-d18,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
308,18,v24-snapshot-0308,v24-scene-d18,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
309,18,v24-snapshot-0309,v24-scene-d18,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
310,18,v24-snapshot-0310,v24-scene-d18,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
311,18,v24-snapshot-0311,v24-scene-d18,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
312,18,v24-snapshot-0312,v24-scene-d18,ssrm_browser_world_v24_owned_task_obligation_state,1,0,1,1,1,1,0.833333
313,18,v24-snapshot-0313,v24-scene-d18,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
314,18,v24-snapshot-0314,v24-scene-d18,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
315,18,v24-snapshot-0315,v24-scene-d18,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
316,18,v24-snapshot-0316,v24-scene-d18,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
317,18,v24-snapshot-0317,v24-scene-d18,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
318,18,v24-snapshot-0318,v24-scene-d18,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
319,18,v24-snapshot-0319,v24-scene-d18,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
320,18,v24-snapshot-0320,v24-scene-d18,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
321,18,v24-snapshot-0321,v24-scene-d18,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
322,18,v24-snapshot-0322,v24-scene-d18,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
323,18,v24-snapshot-0323,v24-scene-d18,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
324,19,v24-snapshot-0324,v24-scene-d19,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
325,19,v24-snapshot-0325,v24-scene-d19,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
326,19,v24-snapshot-0326,v24-scene-d19,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
327,19,v24-snapshot-0327,v24-scene-d19,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
328,19,v24-snapshot-0328,v24-scene-d19,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
329,19,v24-snapshot-0329,v24-scene-d19,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
330,19,v24-snapshot-0330,v24-scene-d19,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
331,19,v24-snapshot-0331,v24-scene-d19,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
332,19,v24-snapshot-0332,v24-scene-d19,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
333,19,v24-snapshot-0333,v24-scene-d19,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
334,19,v24-snapshot-0334,v24-scene-d19,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
335,19,v24-snapshot-0335,v24-scene-d19,ssrm_browser_world_v24_owned_task_obligation_state,0,1,1,1,1,0,0.666667
336,19,v24-snapshot-0336,v24-scene-d19,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
337,19,v24-snapshot-0337,v24-scene-d19,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
338,19,v24-snapshot-0338,v24-scene-d19,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
339,19,v24-snapshot-0339,v24-scene-d19,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
340,19,v24-snapshot-0340,v24-scene-d19,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
341,19,v24-snapshot-0341,v24-scene-d19,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
342,20,v24-snapshot-0342,v24-scene-d20,ssrm_browser_world_v24_owned_task_obligation_state,1,1,0,1,1,1,0.833333
343,20,v24-snapshot-0343,v24-scene-d20,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
344,20,v24-snapshot-0344,v24-scene-d20,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
345,20,v24-snapshot-0345,v24-scene-d20,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
346,20,v24-snapshot-0346,v24-scene-d20,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
347,20,v24-snapshot-0347,v24-scene-d20,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
348,20,v24-snapshot-0348,v24-scene-d20,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
349,20,v24-snapshot-0349,v24-scene-d20,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
350,20,v24-snapshot-0350,v24-scene-d20,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
351,20,v24-snapshot-0351,v24-scene-d20,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
352,20,v24-snapshot-0352,v24-scene-d20,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
353,20,v24-snapshot-0353,v24-scene-d20,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
354,20,v24-snapshot-0354,v24-scene-d20,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
355,20,v24-snapshot-0355,v24-scene-d20,ssrm_browser_world_v24_owned_task_obligation_state,1,0,1,1,1,1,0.833333
356,20,v24-snapshot-0356,v24-scene-d20,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
357,20,v24-snapshot-0357,v24-scene-d20,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
358,20,v24-snapshot-0358,v24-scene-d20,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
359,20,v24-snapshot-0359,v24-scene-d20,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
360,21,v24-snapshot-0360,v24-scene-d21,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
361,21,v24-snapshot-0361,v24-scene-d21,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
362,21,v24-snapshot-0362,v24-scene-d21,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
363,21,v24-snapshot-0363,v24-scene-d21,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
364,21,v24-snapshot-0364,v24-scene-d21,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
365,21,v24-snapshot-0365,v24-scene-d21,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
366,21,v24-snapshot-0366,v24-scene-d21,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
367,21,v24-snapshot-0367,v24-scene-d21,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
368,21,v24-snapshot-0368,v24-scene-d21,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
369,21,v24-snapshot-0369,v24-scene-d21,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
370,21,v24-snapshot-0370,v24-scene-d21,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
371,21,v24-snapshot-0371,v24-scene-d21,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
372,21,v24-snapshot-0372,v24-scene-d21,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
373,21,v24-snapshot-0373,v24-scene-d21,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
374,21,v24-snapshot-0374,v24-scene-d21,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
375,21,v24-snapshot-0375,v24-scene-d21,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
376,21,v24-snapshot-0376,v24-scene-d21,ssrm_browser_world_v24_owned_task_obligation_state,0,1,1,1,1,1,0.833333
377,21,v24-snapshot-0377,v24-scene-d21,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
378,22,v24-snapshot-0378,v24-scene-d22,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
379,22,v24-snapshot-0379,v24-scene-d22,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
380,22,v24-snapshot-0380,v24-scene-d22,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
381,22,v24-snapshot-0381,v24-scene-d22,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
382,22,v24-snapshot-0382,v24-scene-d22,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
383,22,v24-snapshot-0383,v24-scene-d22,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
384,22,v24-snapshot-0384,v24-scene-d22,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
385,22,v24-snapshot-0385,v24-scene-d22,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
386,22,v24-snapshot-0386,v24-scene-d22,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
387,22,v24-snapshot-0387,v24-scene-d22,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
388,22,v24-snapshot-0388,v24-scene-d22,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,0,0.833333
389,22,v24-snapshot-0389,v24-scene-d22,ssrm_browser_world_v24_owned_task_obligation_state,1,1,0,1,1,1,0.833333
390,22,v24-snapshot-0390,v24-scene-d22,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
391,22,v24-snapshot-0391,v24-scene-d22,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
392,22,v24-snapshot-0392,v24-scene-d22,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
393,22,v24-snapshot-0393,v24-scene-d22,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
394,22,v24-snapshot-0394,v24-scene-d22,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
395,22,v24-snapshot-0395,v24-scene-d22,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
396,23,v24-snapshot-0396,v24-scene-d23,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
397,23,v24-snapshot-0397,v24-scene-d23,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
398,23,v24-snapshot-0398,v24-scene-d23,ssrm_browser_world_v24_owned_task_obligation_state,1,0,1,1,1,1,0.833333
399,23,v24-snapshot-0399,v24-scene-d23,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
400,23,v24-snapshot-0400,v24-scene-d23,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
401,23,v24-snapshot-0401,v24-scene-d23,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
402,23,v24-snapshot-0402,v24-scene-d23,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
403,23,v24-snapshot-0403,v24-scene-d23,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
404,23,v24-snapshot-0404,v24-scene-d23,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
405,23,v24-snapshot-0405,v24-scene-d23,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
406,23,v24-snapshot-0406,v24-scene-d23,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
407,23,v24-snapshot-0407,v24-scene-d23,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
408,23,v24-snapshot-0408,v24-scene-d23,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
409,23,v24-snapshot-0409,v24-scene-d23,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
410,23,v24-snapshot-0410,v24-scene-d23,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
411,23,v24-snapshot-0411,v24-scene-d23,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
412,23,v24-snapshot-0412,v24-scene-d23,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
413,23,v24-snapshot-0413,v24-scene-d23,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
414,24,v24-snapshot-0414,v24-scene-d24,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
415,24,v24-snapshot-0415,v24-scene-d24,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
416,24,v24-snapshot-0416,v24-scene-d24,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
417,24,v24-snapshot-0417,v24-scene-d24,ssrm_browser_world_v24_owned_task_obligation_state,0,1,1,1,1,1,0.833333
418,24,v24-snapshot-0418,v24-scene-d24,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
419,24,v24-snapshot-0419,v24-scene-d24,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
420,24,v24-snapshot-0420,v24-scene-d24,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
421,24,v24-snapshot-0421,v24-scene-d24,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
422,24,v24-snapshot-0422,v24-scene-d24,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
423,24,v24-snapshot-0423,v24-scene-d24,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
424,24,v24-snapshot-0424,v24-scene-d24,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
425,24,v24-snapshot-0425,v24-scene-d24,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
426,24,v24-snapshot-0426,v24-scene-d24,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
427,24,v24-snapshot-0427,v24-scene-d24,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
428,24,v24-snapshot-0428,v24-scene-d24,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
429,24,v24-snapshot-0429,v24-scene-d24,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
430,24,v24-snapshot-0430,v24-scene-d24,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
