epoch_id,simulated_year,settlement_id,reload_index,epoch_count,language_count,craft_count,trade_count,lineage_count,checksum,restored_prehistory_visible,restored_language_visible,restored_craft_visible,restored_trade_visible,restored_lineage_visible,replay_exportable
1163,1160,lichen_bridge,59,233,233,233,415,238,86de60112225a091,True,True,True,True,True,True
1164,1160,orchid_engine,59,233,233,233,415,240,36dd526a1152f503,True,True,True,True,True,True
1180,1180,moss_ward,60,237,237,237,423,242,65c8181133a743d3,True,True,True,True,True,True
1181,1180,glass_harbor,60,237,237,237,423,236,7bf3a053695a0e73,True,True,True,True,True,True
1182,1180,cinder_garden,60,237,237,237,423,240,2a785e505d086eb3,True,True,True,True,True,True
1183,1180,lichen_bridge,60,237,237,237,423,242,490e8399a93ebb9f,True,True,True,True,True,True
1184,1180,orchid_engine,60,237,237,237,423,240,39d7b341392e40eb,True,True,True,True,True,True
1200,1200,moss_ward,61,241,241,241,431,245,d26c59a25b70a4c4,True,True,True,True,True,True
1201,1200,glass_harbor,61,241,241,241,431,245,93f31b52a5a0518a,True,True,True,True,True,True
1202,1200,cinder_garden,61,241,241,241,431,246,f7bc26b1f377b8ec,True,True,True,True,True,True
1203,1200,lichen_bridge,61,241,241,241,431,245,65de577b0b4a8c76,True,True,True,True,True,True
1204,1200,orchid_engine,61,241,241,241,431,243,debf79a248367917,True,True,True,True,True,True
