tick_id,day,tick,project_id,owner,reserved_slot,reserved,conflict_kind,conflict_handled,deferred_to_tick,rest_protected
392,22,14,archive_weather_log,Nia,quiet evening window,true,none,true,14,false
393,22,15,west_bridge_repair,Ari,morning dry window,false,none,true,15,false
394,22,16,herb_roof_garden,Fay,midday light window,false,none,true,16,true
395,22,17,north_lantern_relay,Milo,dusk safety window,false,none,true,17,true
396,23,0,archive_weather_log,Nia,quiet evening window,false,none,true,0,true
397,23,1,west_bridge_repair,Ari,morning dry window,true,none,true,1,true
398,23,2,herb_roof_garden,Fay,midday light window,false,none,true,2,false
399,23,3,north_lantern_relay,Milo,dusk safety window,false,none,true,3,false
400,23,4,archive_weather_log,Nia,quiet evening window,false,none,true,4,false
401,23,5,west_bridge_repair,Ari,morning dry window,false,none,true,5,false
402,23,6,herb_roof_garden,Fay,midday light window,true,none,true,6,false
403,23,7,north_lantern_relay,Milo,dusk safety window,false,none,true,7,false
404,23,8,archive_weather_log,Nia,quiet evening window,false,none,true,8,false
405,23,9,west_bridge_repair,Ari,morning dry window,false,none,true,9,false
406,23,10,herb_roof_garden,Fay,midday light window,false,none,true,10,false
407,23,11,north_lantern_relay,Milo,dusk safety window,true,none,true,11,false
408,23,12,archive_weather_log,Nia,quiet evening window,false,none,true,12,false
409,23,13,west_bridge_repair,Ari,morning dry window,false,none,true,13,false
410,23,14,herb_roof_garden,Fay,midday light window,false,none,true,14,false
411,23,15,north_lantern_relay,Milo,dusk safety window,false,none,true,15,false
412,23,16,archive_weather_log,Nia,quiet evening window,false,none,true,16,true
413,23,17,west_bridge_repair,Ari,morning dry window,false,none,true,17,true
414,24,0,north_lantern_relay,Milo,dusk safety window,false,none,true,0,true
415,24,1,archive_weather_log,Nia,quiet evening window,false,none,true,1,true
416,24,2,west_bridge_repair,Ari,morning dry window,true,none,true,2,false
417,24,3,herb_roof_garden,Fay,midday light window,false,none,true,3,false
418,24,4,north_lantern_relay,Milo,dusk safety window,false,none,true,4,false
419,24,5,archive_weather_log,Nia,quiet evening window,false,none,true,5,false
420,24,6,west_bridge_repair,Ari,morning dry window,false,none,true,6,false
421,24,7,herb_roof_garden,Fay,midday light window,true,material_shortage,true,9,false
422,24,8,north_lantern_relay,Milo,dusk safety window,false,none,true,8,false
423,24,9,archive_weather_log,Nia,quiet evening window,false,none,true,9,false
424,24,10,west_bridge_repair,Ari,morning dry window,false,none,true,10,false
425,24,11,herb_roof_garden,Fay,midday light window,false,none,true,11,false
426,24,12,north_lantern_relay,Milo,dusk safety window,false,none,true,12,false
427,24,13,archive_weather_log,Nia,quiet evening window,true,material_shortage,true,15,false
428,24,14,west_bridge_repair,Ari,morning dry window,false,none,true,14,false
429,24,15,herb_roof_garden,Fay,midday light window,false,none,true,15,false
430,24,16,north_lantern_relay,Milo,dusk safety window,false,none,true,16,true
431,24,17,archive_weather_log,Nia,quiet evening window,true,none,true,17,true
432,25,0,west_bridge_repair,Ari,morning dry window,false,none,true,0,true
433,25,1,herb_roof_garden,Fay,midday light window,false,none,true,1,true
434,25,2,north_lantern_relay,Milo,dusk safety window,false,none,true,2,false
435,25,3,archive_weather_log,Nia,quiet evening window,false,none,true,3,false
436,25,4,west_bridge_repair,Ari,morning dry window,false,none,true,4,false
437,25,5,herb_roof_garden,Fay,midday light window,true,none,true,5,false
438,25,6,north_lantern_relay,Milo,dusk safety window,true,none,true,6,false
439,25,7,archive_weather_log,Nia,quiet evening window,false,none,true,7,false
440,25,8,west_bridge_repair,Ari,morning dry window,true,none,true,8,false
441,25,9,herb_roof_garden,Fay,midday light window,false,none,true,9,false
442,25,10,north_lantern_relay,Milo,dusk safety window,true,none,true,10,false
443,25,11,archive_weather_log,Nia,quiet evening window,false,none,true,11,false
444,25,12,west_bridge_repair,Ari,morning dry window,false,none,true,12,false
445,25,13,herb_roof_garden,Fay,midday light window,false,none,true,13,false
446,25,14,north_lantern_relay,Milo,dusk safety window,false,none,true,14,false
447,25,15,archive_weather_log,Nia,quiet evening window,true,obligation_time_conflict,true,17,false
448,25,16,west_bridge_repair,Ari,morning dry window,false,none,true,16,true
449,25,17,herb_roof_garden,Fay,midday light window,false,none,true,17,true
450,26,0,north_lantern_relay,Milo,dusk safety window,false,none,true,0,true
451,26,1,archive_weather_log,Nia,quiet evening window,false,none,true,1,true
452,26,2,west_bridge_repair,Ari,morning dry window,true,none,true,2,false
453,26,3,herb_roof_garden,Fay,midday light window,false,none,true,3,false
454,26,4,north_lantern_relay,Milo,dusk safety window,false,none,true,4,false
455,26,5,archive_weather_log,Nia,quiet evening window,false,none,true,5,false
456,26,6,west_bridge_repair,Ari,morning dry window,false,none,true,6,false
457,26,7,herb_roof_garden,Fay,midday light window,true,none,true,7,false
458,26,8,north_lantern_relay,Milo,dusk safety window,false,none,true,8,false
459,26,9,archive_weather_log,Nia,quiet evening window,false,none,true,9,false
460,26,10,west_bridge_repair,Ari,morning dry window,false,none,true,10,false
461,26,11,herb_roof_garden,Fay,midday light window,false,none,true,11,false
462,26,12,north_lantern_relay,Milo,dusk safety window,false,none,true,12,false
463,26,13,archive_weather_log,Nia,quiet evening window,true,none,true,13,false
464,26,14,west_bridge_repair,Ari,morning dry window,false,none,true,14,false
465,26,15,herb_roof_garden,Fay,midday light window,false,none,true,15,false
466,26,16,north_lantern_relay,Milo,dusk safety window,true,obligation_time_conflict,true,17,true
467,26,17,archive_weather_log,Nia,quiet evening window,false,none,true,17,true
468,27,0,herb_roof_garden,Fay,midday light window,false,none,true,0,true
469,27,1,north_lantern_relay,Milo,dusk safety window,false,none,true,1,true
470,27,2,archive_weather_log,Nia,quiet evening window,false,none,true,2,false
471,27,3,west_bridge_repair,Ari,morning dry window,true,none,true,3,false
472,27,4,herb_roof_garden,Fay,midday light window,false,none,true,4,false
473,27,5,north_lantern_relay,Milo,dusk safety window,false,none,true,5,false
474,27,6,archive_weather_log,Nia,quiet evening window,false,none,true,6,false
475,27,7,west_bridge_repair,Ari,morning dry window,false,none,true,7,false
476,27,8,herb_roof_garden,Fay,midday light window,false,none,true,8,false
477,27,9,north_lantern_relay,Milo,dusk safety window,true,none,true,9,false
478,27,10,archive_weather_log,Nia,quiet evening window,false,none,true,10,false
479,27,11,west_bridge_repair,Ari,morning dry window,false,none,true,11,false
480,27,12,herb_roof_garden,Fay,midday light window,false,none,true,12,false
481,27,13,north_lantern_relay,Milo,dusk safety window,false,none,true,13,false
482,27,14,archive_weather_log,Nia,quiet evening window,true,none,true,14,false
483,27,15,west_bridge_repair,Ari,morning dry window,false,none,true,15,false
484,27,16,herb_roof_garden,Fay,midday light window,true,obligation_time_conflict,true,17,true
485,27,17,north_lantern_relay,Milo,dusk safety window,false,none,true,17,true
486,28,0,archive_weather_log,Nia,quiet evening window,false,none,true,0,true
487,28,1,west_bridge_repair,Ari,morning dry window,true,obligation_time_conflict,true,3,true
488,28,2,herb_roof_garden,Fay,midday light window,false,none,true,2,false
489,28,3,north_lantern_relay,Milo,dusk safety window,true,none,true,3,false
490,28,4,archive_weather_log,Nia,quiet evening window,false,none,true,4,false
491,28,5,west_bridge_repair,Ari,morning dry window,true,obligation_time_conflict,true,7,false
492,28,6,herb_roof_garden,Fay,midday light window,true,none,true,6,false
493,28,7,north_lantern_relay,Milo,dusk safety window,false,none,true,7,false
494,28,8,archive_weather_log,Nia,quiet evening window,false,none,true,8,false
495,28,9,west_bridge_repair,Ari,morning dry window,false,none,true,9,false
496,28,10,herb_roof_garden,Fay,midday light window,false,none,true,10,false
497,28,11,north_lantern_relay,Milo,dusk safety window,true,none,true,11,false
498,28,12,archive_weather_log,Nia,quiet evening window,false,none,true,12,false
499,28,13,west_bridge_repair,Ari,morning dry window,false,none,true,13,false
500,28,14,herb_roof_garden,Fay,midday light window,false,none,true,14,false
501,28,15,north_lantern_relay,Milo,dusk safety window,false,none,true,15,false
502,28,16,archive_weather_log,Nia,quiet evening window,false,none,true,16,true
503,28,17,west_bridge_repair,Ari,morning dry window,false,none,true,17,true
504,29,0,herb_roof_garden,Fay,midday light window,false,none,true,0,true
505,29,1,north_lantern_relay,Milo,dusk safety window,false,none,true,1,true
506,29,2,archive_weather_log,Nia,quiet evening window,false,none,true,2,false
507,29,3,west_bridge_repair,Ari,morning dry window,true,none,true,3,false
508,29,4,herb_roof_garden,Fay,midday light window,false,none,true,4,false
509,29,5,north_lantern_relay,Milo,dusk safety window,false,none,true,5,false
510,29,6,archive_weather_log,Nia,quiet evening window,false,none,true,6,false
511,29,7,west_bridge_repair,Ari,morning dry window,false,none,true,7,false
512,29,8,herb_roof_garden,Fay,midday light window,false,none,true,8,false
513,29,9,north_lantern_relay,Milo,dusk safety window,true,none,true,9,false
514,29,10,archive_weather_log,Nia,quiet evening window,false,none,true,10,false
515,29,11,west_bridge_repair,Ari,morning dry window,false,none,true,11,false
516,29,12,herb_roof_garden,Fay,midday light window,false,none,true,12,false
517,29,13,north_lantern_relay,Milo,dusk safety window,true,none,true,13,false
518,29,14,archive_weather_log,Nia,quiet evening window,true,none,true,14,false
519,29,15,west_bridge_repair,Ari,morning dry window,true,none,true,15,false
520,29,16,herb_roof_garden,Fay,midday light window,false,none,true,16,true
521,29,17,north_lantern_relay,Milo,dusk safety window,false,none,true,17,true
522,30,0,west_bridge_repair,Ari,morning dry window,false,none,true,0,true
523,30,1,herb_roof_garden,Fay,midday light window,false,none,true,1,true
524,30,2,north_lantern_relay,Milo,dusk safety window,false,none,true,2,false
525,30,3,archive_weather_log,Nia,quiet evening window,false,none,true,3,false
526,30,4,west_bridge_repair,Ari,morning dry window,false,none,true,4,false
527,30,5,herb_roof_garden,Fay,midday light window,true,none,true,5,false
528,30,6,north_lantern_relay,Milo,dusk safety window,false,none,true,6,false
529,30,7,archive_weather_log,Nia,quiet evening window,false,none,true,7,false
530,30,8,west_bridge_repair,Ari,morning dry window,false,none,true,8,false
531,30,9,herb_roof_garden,Fay,midday light window,false,none,true,9,false
532,30,10,north_lantern_relay,Milo,dusk safety window,true,none,true,10,false
533,30,11,archive_weather_log,Nia,quiet evening window,true,none,true,11,false
534,30,12,west_bridge_repair,Ari,morning dry window,false,none,true,12,false
535,30,13,herb_roof_garden,Fay,midday light window,true,material_shortage,true,15,false
536,30,14,north_lantern_relay,Milo,dusk safety window,false,none,true,14,false
537,30,15,archive_weather_log,Nia,quiet evening window,true,none,true,15,false
538,30,16,west_bridge_repair,Ari,morning dry window,false,none,true,16,true
539,30,17,herb_roof_garden,Fay,midday light window,false,none,true,17,true
540,31,0,north_lantern_relay,Milo,dusk safety window,true,none,true,0,true
541,31,1,archive_weather_log,Nia,quiet evening window,false,none,true,1,true
542,31,2,west_bridge_repair,Ari,morning dry window,true,none,true,2,false
543,31,3,herb_roof_garden,Fay,midday light window,false,none,true,3,false
544,31,4,north_lantern_relay,Milo,dusk safety window,false,none,true,4,false
545,31,5,archive_weather_log,Nia,quiet evening window,false,none,true,5,false
546,31,6,west_bridge_repair,Ari,morning dry window,false,none,true,6,false
547,31,7,herb_roof_garden,Fay,midday light window,true,none,true,7,false
548,31,8,north_lantern_relay,Milo,dusk safety window,false,none,true,8,false
549,31,9,archive_weather_log,Nia,quiet evening window,false,none,true,9,false
550,31,10,west_bridge_repair,Ari,morning dry window,false,none,true,10,false
551,31,11,herb_roof_garden,Fay,midday light window,false,none,true,11,false
552,31,12,north_lantern_relay,Milo,dusk safety window,false,none,true,12,false
553,31,13,archive_weather_log,Nia,quiet evening window,true,none,true,13,false
554,31,14,west_bridge_repair,Ari,morning dry window,false,none,true,14,false
555,31,15,herb_roof_garden,Fay,midday light window,false,none,true,15,false
556,31,16,north_lantern_relay,Milo,dusk safety window,false,none,true,16,true
557,31,17,archive_weather_log,Nia,quiet evening window,false,none,true,17,true
558,32,0,west_bridge_repair,Ari,morning dry window,false,none,true,0,true
559,32,1,herb_roof_garden,Fay,midday light window,false,none,true,1,true
560,32,2,north_lantern_relay,Milo,dusk safety window,false,none,true,2,false
561,32,3,archive_weather_log,Nia,quiet evening window,false,none,true,3,false
562,32,4,west_bridge_repair,Ari,morning dry window,false,none,true,4,false
563,32,5,herb_roof_garden,Fay,midday light window,true,none,true,5,false
564,32,6,north_lantern_relay,Milo,dusk safety window,false,none,true,6,false
565,32,7,archive_weather_log,Nia,quiet evening window,false,none,true,7,false
566,32,8,west_bridge_repair,Ari,morning dry window,false,none,true,8,false
567,32,9,herb_roof_garden,Fay,midday light window,false,none,true,9,false
568,32,10,north_lantern_relay,Milo,dusk safety window,true,none,true,10,false
569,32,11,archive_weather_log,Nia,quiet evening window,false,none,true,11,false
570,32,12,west_bridge_repair,Ari,morning dry window,true,none,true,12,false
571,32,13,herb_roof_garden,Fay,midday light window,false,none,true,13,false
572,32,14,north_lantern_relay,Milo,dusk safety window,false,none,true,14,false
573,32,15,archive_weather_log,Nia,quiet evening window,true,obligation_time_conflict,true,17,false
574,32,16,west_bridge_repair,Ari,morning dry window,false,none,true,16,true
575,32,17,herb_roof_garden,Fay,midday light window,false,none,true,17,true
576,33,0,archive_weather_log,Nia,quiet evening window,false,none,true,0,true
577,33,1,west_bridge_repair,Ari,morning dry window,true,none,true,1,true
578,33,2,herb_roof_garden,Fay,midday light window,false,none,true,2,false
579,33,3,north_lantern_relay,Milo,dusk safety window,false,none,true,3,false
580,33,4,archive_weather_log,Nia,quiet evening window,false,none,true,4,false
581,33,5,west_bridge_repair,Ari,morning dry window,false,none,true,5,false
582,33,6,herb_roof_garden,Fay,midday light window,true,none,true,6,false
583,33,7,north_lantern_relay,Milo,dusk safety window,false,none,true,7,false
584,33,8,archive_weather_log,Nia,quiet evening window,true,none,true,8,false
585,33,9,west_bridge_repair,Ari,morning dry window,false,none,true,9,false
586,33,10,herb_roof_garden,Fay,midday light window,true,none,true,10,false
587,33,11,north_lantern_relay,Milo,dusk safety window,true,obligation_time_conflict,true,13,false
588,33,12,archive_weather_log,Nia,quiet evening window,false,none,true,12,false
589,33,13,west_bridge_repair,Ari,morning dry window,false,none,true,13,false
590,33,14,herb_roof_garden,Fay,midday light window,false,none,true,14,false
591,33,15,north_lantern_relay,Milo,dusk safety window,false,none,true,15,false
592,33,16,archive_weather_log,Nia,quiet evening window,false,none,true,16,true
593,33,17,west_bridge_repair,Ari,morning dry window,false,none,true,17,true
594,34,0,herb_roof_garden,Fay,midday light window,false,none,true,0,true
595,34,1,north_lantern_relay,Milo,dusk safety window,false,none,true,1,true
596,34,2,archive_weather_log,Nia,quiet evening window,false,none,true,2,false
597,34,3,west_bridge_repair,Ari,morning dry window,true,none,true,3,false
598,34,4,herb_roof_garden,Fay,midday light window,false,none,true,4,false
599,34,5,north_lantern_relay,Milo,dusk safety window,false,none,true,5,false
600,34,6,archive_weather_log,Nia,quiet evening window,false,none,true,6,false
601,34,7,west_bridge_repair,Ari,morning dry window,false,none,true,7,false
602,34,8,herb_roof_garden,Fay,midday light window,false,none,true,8,false
603,34,9,north_lantern_relay,Milo,dusk safety window,true,none,true,9,false
604,34,10,archive_weather_log,Nia,quiet evening window,false,none,true,10,false
605,34,11,west_bridge_repair,Ari,morning dry window,false,none,true,11,false
606,34,12,herb_roof_garden,Fay,midday light window,false,none,true,12,false
607,34,13,north_lantern_relay,Milo,dusk safety window,false,none,true,13,false
608,34,14,archive_weather_log,Nia,quiet evening window,true,none,true,14,false
609,34,15,west_bridge_repair,Ari,morning dry window,false,none,true,15,false
610,34,16,herb_roof_garden,Fay,midday light window,false,none,true,16,true
611,34,17,north_lantern_relay,Milo,dusk safety window,false,none,true,17,true
612,35,0,archive_weather_log,Nia,quiet evening window,false,none,true,0,true
613,35,1,west_bridge_repair,Ari,morning dry window,true,obligation_time_conflict,true,3,true
614,35,2,herb_roof_garden,Fay,midday light window,false,none,true,2,false
615,35,3,north_lantern_relay,Milo,dusk safety window,false,none,true,3,false
616,35,4,archive_weather_log,Nia,quiet evening window,false,none,true,4,false
617,35,5,west_bridge_repair,Ari,morning dry window,false,none,true,5,false
618,35,6,herb_roof_garden,Fay,midday light window,true,none,true,6,false
619,35,7,north_lantern_relay,Milo,dusk safety window,true,none,true,7,false
620,35,8,archive_weather_log,Nia,quiet evening window,false,none,true,8,false
621,35,9,west_bridge_repair,Ari,morning dry window,true,obligation_time_conflict,true,11,false
622,35,10,herb_roof_garden,Fay,midday light window,false,none,true,10,false
623,35,11,north_lantern_relay,Milo,dusk safety window,true,none,true,11,false
624,35,12,archive_weather_log,Nia,quiet evening window,false,none,true,12,false
625,35,13,west_bridge_repair,Ari,morning dry window,false,none,true,13,false
626,35,14,herb_roof_garden,Fay,midday light window,false,none,true,14,false
627,35,15,north_lantern_relay,Milo,dusk safety window,false,none,true,15,false
628,35,16,archive_weather_log,Nia,quiet evening window,false,none,true,16,true
629,35,17,west_bridge_repair,Ari,morning dry window,false,none,true,17,true
630,36,0,north_lantern_relay,Milo,dusk safety window,false,none,true,0,true
631,36,1,archive_weather_log,Nia,quiet evening window,false,none,true,1,true
632,36,2,west_bridge_repair,Ari,morning dry window,true,none,true,2,false
633,36,3,herb_roof_garden,Fay,midday light window,false,none,true,3,false
634,36,4,north_lantern_relay,Milo,dusk safety window,false,none,true,4,false
635,36,5,archive_weather_log,Nia,quiet evening window,true,none,true,5,false
636,36,6,west_bridge_repair,Ari,morning dry window,false,none,true,6,false
637,36,7,herb_roof_garden,Fay,midday light window,true,none,true,7,false
638,36,8,north_lantern_relay,Milo,dusk safety window,false,none,true,8,false
639,36,9,archive_weather_log,Nia,quiet evening window,false,none,true,9,false
640,36,10,west_bridge_repair,Ari,morning dry window,false,none,true,10,false
641,36,11,herb_roof_garden,Fay,midday light window,false,none,true,11,false
642,36,12,north_lantern_relay,Milo,dusk safety window,false,none,true,12,false
643,36,13,archive_weather_log,Nia,quiet evening window,true,none,true,13,false
644,36,14,west_bridge_repair,Ari,morning dry window,false,none,true,14,false
645,36,15,herb_roof_garden,Fay,midday light window,false,none,true,15,false
646,36,16,north_lantern_relay,Milo,dusk safety window,false,none,true,16,true
647,36,17,archive_weather_log,Nia,quiet evening window,false,none,true,17,true
