tick_id,day,settlement_id,speaker_id,listener_id,observer_id,turn_index,avatar_action,dialogue_act,consent_or_boundary_state,speaker_line,listener_reaction,observer_reaction,relationship_delta,turn_visible,private_workspace_sealed,multi_resident_coherent
523,30,riverbend,Lio,Cee,Ari,87,offer_help,cooperative task,conditional,"Lio: Help with one step, not all of it.",Cee: Keep the owner badge visible.,Ari: I keep watching the room.,0.0,True,True,True
524,30,roofward,Orr,Fay,Sera,87,inspect_inventory,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
525,30,archive,Nia,Toma,Vell,87,turn_left,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
526,30,signal,Ren,Kesh,Milo,87,approach_group,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I keep watching the room.,0.0,True,True,True
527,30,orchard,Pim,Ivo,Mara,87,request_permission,permission negotiation,granted,"Pim: Ask first, then carry it near us.",Ivo: I can watch the handoff.,Mara: I track the owner badge.,0.0,True,True,True
528,30,repair_ring,Juno,Pax,Vale,88,pickup_shared_object,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.0,True,True,True
529,30,riverbend,Lio,Cee,Ari,88,approach_group,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
530,30,roofward,Orr,Fay,Sera,88,request_permission,permission negotiation,granted,"Orr: Ask first, then carry it near us.",Fay: I can watch the handoff.,Sera: I track the owner badge.,0.0,True,True,True
531,30,archive,Nia,Toma,Vell,88,pickup_shared_object,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
532,30,signal,Ren,Kesh,Milo,88,return_object,trust repair,repairing,Ren: I notice the repair attempt.,Kesh: Give the tool back and wait.,Milo: I track the owner badge.,0.0,True,True,True
533,30,orchard,Pim,Ivo,Mara,88,wait_respectfully,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
534,30,repair_ring,Juno,Pax,Vale,89,listen_memory,sensory memory,shared,Juno: That sound marks where the object belongs.,Pax: I remember the room cue too.,Vale: I keep watching the room.,0.0,True,True,True
535,30,riverbend,Lio,Cee,Ari,89,return_object,trust repair,repairing,Lio: I notice the repair attempt.,Cee: Give the tool back and wait.,Ari: I track the owner badge.,0.0,True,True,True
536,30,roofward,Orr,Fay,Sera,89,wait_respectfully,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
537,30,archive,Nia,Toma,Vell,89,listen_memory,sensory memory,shared,Nia: That sound marks where the object belongs.,Toma: I remember the room cue too.,Vell: I keep watching the room.,0.0,True,True,True
538,30,signal,Ren,Kesh,Milo,89,move_forward,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I keep watching the room.,0.0,True,True,True
539,30,orchard,Pim,Ivo,Mara,89,turn_right,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
540,31,riverbend,Ari,Lio,Cee,90,offer_help,cooperative task,conditional,"Ari: Help with one step, not all of it.",Lio: Keep the owner badge visible.,Cee: I keep watching the room.,0.0,True,True,True
541,31,roofward,Sera,Orr,Fay,90,inspect_inventory,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
542,31,archive,Vell,Nia,Toma,90,turn_left,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.0,True,True,True
543,31,signal,Milo,Ren,Kesh,90,approach_group,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I keep watching the room.,0.0,True,True,True
544,31,orchard,Mara,Pim,Ivo,90,request_permission,permission negotiation,granted,"Mara: Ask first, then carry it near us.",Pim: I can watch the handoff.,Ivo: I track the owner badge.,0.0,True,True,True
545,31,repair_ring,Vale,Juno,Pax,90,pickup_shared_object,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.0,True,True,True
546,31,riverbend,Ari,Lio,Cee,91,approach_group,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I keep watching the room.,0.0,True,True,True
547,31,roofward,Sera,Orr,Fay,91,request_permission,permission negotiation,granted,"Sera: Ask first, then carry it near us.",Orr: I can watch the handoff.,Fay: I track the owner badge.,0.0,True,True,True
548,31,archive,Vell,Nia,Toma,91,pickup_shared_object,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.0,True,True,True
549,31,signal,Milo,Ren,Kesh,91,return_object,trust repair,repairing,Milo: I notice the repair attempt.,Ren: Give the tool back and wait.,Kesh: I track the owner badge.,0.0,True,True,True
550,31,orchard,Mara,Pim,Ivo,91,wait_respectfully,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
551,31,repair_ring,Vale,Juno,Pax,91,listen_memory,sensory memory,shared,Vale: That sound marks where the object belongs.,Juno: I remember the room cue too.,Pax: I keep watching the room.,0.0,True,True,True
552,31,riverbend,Ari,Lio,Cee,92,return_object,trust repair,repairing,Ari: I notice the repair attempt.,Lio: Give the tool back and wait.,Cee: I track the owner badge.,0.0,True,True,True
553,31,roofward,Sera,Orr,Fay,92,wait_respectfully,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
554,31,archive,Vell,Nia,Toma,92,listen_memory,sensory memory,shared,Vell: That sound marks where the object belongs.,Nia: I remember the room cue too.,Toma: I keep watching the room.,0.0,True,True,True
555,31,signal,Milo,Ren,Kesh,92,move_forward,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I keep watching the room.,0.0,True,True,True
556,31,orchard,Mara,Pim,Ivo,92,turn_right,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
557,31,repair_ring,Vale,Juno,Pax,92,start_conversation,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.004,True,True,True
558,32,roofward,Fay,Sera,Orr,93,inspect_inventory,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
559,32,archive,Toma,Vell,Nia,93,turn_left,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.0,True,True,True
560,32,signal,Kesh,Milo,Ren,93,approach_group,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I keep watching the room.,0.0,True,True,True
561,32,orchard,Ivo,Mara,Pim,93,request_permission,permission negotiation,granted,"Ivo: Ask first, then carry it near us.",Mara: I can watch the handoff.,Pim: I track the owner badge.,0.0,True,True,True
562,32,repair_ring,Pax,Vale,Juno,93,pickup_shared_object,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.0,True,True,True
563,32,riverbend,Cee,Ari,Lio,93,approach_group,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I keep watching the room.,0.0,True,True,True
564,32,roofward,Fay,Sera,Orr,94,request_permission,permission negotiation,granted,"Fay: Ask first, then carry it near us.",Sera: I can watch the handoff.,Orr: I track the owner badge.,0.0,True,True,True
565,32,archive,Toma,Vell,Nia,94,pickup_shared_object,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.0,True,True,True
566,32,signal,Kesh,Milo,Ren,94,return_object,trust repair,repairing,Kesh: I notice the repair attempt.,Milo: Give the tool back and wait.,Ren: I track the owner badge.,0.0,True,True,True
567,32,orchard,Ivo,Mara,Pim,94,wait_respectfully,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
568,32,repair_ring,Pax,Vale,Juno,94,listen_memory,sensory memory,shared,Pax: That sound marks where the object belongs.,Vale: I remember the room cue too.,Juno: I keep watching the room.,0.0,True,True,True
569,32,riverbend,Cee,Ari,Lio,94,return_object,trust repair,repairing,Cee: I notice the repair attempt.,Ari: Give the tool back and wait.,Lio: I track the owner badge.,0.0,True,True,True
570,32,roofward,Fay,Sera,Orr,95,wait_respectfully,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
571,32,archive,Toma,Vell,Nia,95,listen_memory,sensory memory,shared,Toma: That sound marks where the object belongs.,Vell: I remember the room cue too.,Nia: I keep watching the room.,0.0,True,True,True
572,32,signal,Kesh,Milo,Ren,95,move_forward,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I keep watching the room.,0.0,True,True,True
573,32,orchard,Ivo,Mara,Pim,95,turn_right,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
574,32,repair_ring,Pax,Vale,Juno,95,start_conversation,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.004,True,True,True
575,32,riverbend,Cee,Ari,Lio,95,move_forward,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I keep watching the room.,0.0,True,True,True
576,33,archive,Nia,Toma,Vell,96,turn_left,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
577,33,signal,Ren,Kesh,Milo,96,approach_group,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I keep watching the room.,0.0,True,True,True
578,33,orchard,Pim,Ivo,Mara,96,request_permission,permission negotiation,granted,"Pim: Ask first, then carry it near us.",Ivo: I can watch the handoff.,Mara: I track the owner badge.,0.0,True,True,True
579,33,repair_ring,Juno,Pax,Vale,96,pickup_shared_object,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.0,True,True,True
580,33,riverbend,Lio,Cee,Ari,96,approach_group,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
581,33,roofward,Orr,Fay,Sera,96,request_permission,permission negotiation,granted,"Orr: Ask first, then carry it near us.",Fay: I can watch the handoff.,Sera: I track the owner badge.,0.0,True,True,True
582,33,archive,Nia,Toma,Vell,97,pickup_shared_object,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
583,33,signal,Ren,Kesh,Milo,97,return_object,trust repair,repairing,Ren: I notice the repair attempt.,Kesh: Give the tool back and wait.,Milo: I track the owner badge.,0.0,True,True,True
584,33,orchard,Pim,Ivo,Mara,97,wait_respectfully,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
585,33,repair_ring,Juno,Pax,Vale,97,listen_memory,sensory memory,shared,Juno: That sound marks where the object belongs.,Pax: I remember the room cue too.,Vale: I keep watching the room.,0.0,True,True,True
586,33,riverbend,Lio,Cee,Ari,97,return_object,trust repair,repairing,Lio: I notice the repair attempt.,Cee: Give the tool back and wait.,Ari: I track the owner badge.,0.0,True,True,True
587,33,roofward,Orr,Fay,Sera,97,wait_respectfully,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
588,33,archive,Nia,Toma,Vell,98,listen_memory,sensory memory,shared,Nia: That sound marks where the object belongs.,Toma: I remember the room cue too.,Vell: I keep watching the room.,0.0,True,True,True
589,33,signal,Ren,Kesh,Milo,98,move_forward,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I keep watching the room.,0.0,True,True,True
590,33,orchard,Pim,Ivo,Mara,98,turn_right,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
591,33,repair_ring,Juno,Pax,Vale,98,start_conversation,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.004,True,True,True
592,33,riverbend,Lio,Cee,Ari,98,move_forward,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
593,33,roofward,Orr,Fay,Sera,98,turn_right,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
594,34,signal,Milo,Ren,Kesh,99,approach_group,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I keep watching the room.,0.0,True,True,True
595,34,orchard,Mara,Pim,Ivo,99,request_permission,permission negotiation,granted,"Mara: Ask first, then carry it near us.",Pim: I can watch the handoff.,Ivo: I track the owner badge.,0.0,True,True,True
596,34,repair_ring,Vale,Juno,Pax,99,pickup_shared_object,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.0,True,True,True
597,34,riverbend,Ari,Lio,Cee,99,approach_group,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I keep watching the room.,0.0,True,True,True
598,34,roofward,Sera,Orr,Fay,99,request_permission,permission negotiation,granted,"Sera: Ask first, then carry it near us.",Orr: I can watch the handoff.,Fay: I track the owner badge.,0.0,True,True,True
599,34,archive,Vell,Nia,Toma,99,pickup_shared_object,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.0,True,True,True
600,34,signal,Milo,Ren,Kesh,100,return_object,trust repair,repairing,Milo: I notice the repair attempt.,Ren: Give the tool back and wait.,Kesh: I track the owner badge.,0.0,True,True,True
601,34,orchard,Mara,Pim,Ivo,100,wait_respectfully,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
602,34,repair_ring,Vale,Juno,Pax,100,listen_memory,sensory memory,shared,Vale: That sound marks where the object belongs.,Juno: I remember the room cue too.,Pax: I keep watching the room.,0.0,True,True,True
603,34,riverbend,Ari,Lio,Cee,100,return_object,trust repair,repairing,Ari: I notice the repair attempt.,Lio: Give the tool back and wait.,Cee: I track the owner badge.,0.0,True,True,True
604,34,roofward,Sera,Orr,Fay,100,wait_respectfully,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
605,34,archive,Vell,Nia,Toma,100,listen_memory,sensory memory,shared,Vell: That sound marks where the object belongs.,Nia: I remember the room cue too.,Toma: I keep watching the room.,0.0,True,True,True
606,34,signal,Milo,Ren,Kesh,101,move_forward,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I keep watching the room.,0.0,True,True,True
607,34,orchard,Mara,Pim,Ivo,101,turn_right,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
608,34,repair_ring,Vale,Juno,Pax,101,start_conversation,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.004,True,True,True
609,34,riverbend,Ari,Lio,Cee,101,move_forward,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I keep watching the room.,0.0,True,True,True
610,34,roofward,Sera,Orr,Fay,101,turn_right,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
611,34,archive,Vell,Nia,Toma,101,start_conversation,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.004,True,True,True
612,35,orchard,Ivo,Mara,Pim,102,request_permission,permission negotiation,granted,"Ivo: Ask first, then carry it near us.",Mara: I can watch the handoff.,Pim: I track the owner badge.,0.0,True,True,True
613,35,repair_ring,Pax,Vale,Juno,102,pickup_shared_object,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.0,True,True,True
614,35,riverbend,Cee,Ari,Lio,102,approach_group,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I keep watching the room.,0.0,True,True,True
615,35,roofward,Fay,Sera,Orr,102,request_permission,permission negotiation,granted,"Fay: Ask first, then carry it near us.",Sera: I can watch the handoff.,Orr: I track the owner badge.,0.0,True,True,True
616,35,archive,Toma,Vell,Nia,102,pickup_shared_object,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.0,True,True,True
617,35,signal,Kesh,Milo,Ren,102,return_object,trust repair,repairing,Kesh: I notice the repair attempt.,Milo: Give the tool back and wait.,Ren: I track the owner badge.,0.0,True,True,True
618,35,orchard,Ivo,Mara,Pim,103,wait_respectfully,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
619,35,repair_ring,Pax,Vale,Juno,103,listen_memory,sensory memory,shared,Pax: That sound marks where the object belongs.,Vale: I remember the room cue too.,Juno: I keep watching the room.,0.0,True,True,True
620,35,riverbend,Cee,Ari,Lio,103,return_object,trust repair,repairing,Cee: I notice the repair attempt.,Ari: Give the tool back and wait.,Lio: I track the owner badge.,0.0,True,True,True
621,35,roofward,Fay,Sera,Orr,103,wait_respectfully,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
622,35,archive,Toma,Vell,Nia,103,listen_memory,sensory memory,shared,Toma: That sound marks where the object belongs.,Vell: I remember the room cue too.,Nia: I keep watching the room.,0.0,True,True,True
623,35,signal,Kesh,Milo,Ren,103,move_forward,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I keep watching the room.,0.0,True,True,True
624,35,orchard,Ivo,Mara,Pim,104,turn_right,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
625,35,repair_ring,Pax,Vale,Juno,104,start_conversation,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.004,True,True,True
626,35,riverbend,Cee,Ari,Lio,104,move_forward,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I keep watching the room.,0.0,True,True,True
627,35,roofward,Fay,Sera,Orr,104,turn_right,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
628,35,archive,Toma,Vell,Nia,104,start_conversation,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.004,True,True,True
629,35,signal,Kesh,Milo,Ren,104,pickup_owned_object,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I track the owner badge.,0.0,True,True,True
630,36,repair_ring,Juno,Pax,Vale,105,pickup_shared_object,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.0,True,True,True
631,36,riverbend,Lio,Cee,Ari,105,approach_group,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
632,36,roofward,Orr,Fay,Sera,105,request_permission,permission negotiation,granted,"Orr: Ask first, then carry it near us.",Fay: I can watch the handoff.,Sera: I track the owner badge.,0.0,True,True,True
633,36,archive,Nia,Toma,Vell,105,pickup_shared_object,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
634,36,signal,Ren,Kesh,Milo,105,return_object,trust repair,repairing,Ren: I notice the repair attempt.,Kesh: Give the tool back and wait.,Milo: I track the owner badge.,0.0,True,True,True
635,36,orchard,Pim,Ivo,Mara,105,wait_respectfully,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
636,36,repair_ring,Juno,Pax,Vale,106,listen_memory,sensory memory,shared,Juno: That sound marks where the object belongs.,Pax: I remember the room cue too.,Vale: I keep watching the room.,0.0,True,True,True
637,36,riverbend,Lio,Cee,Ari,106,return_object,trust repair,repairing,Lio: I notice the repair attempt.,Cee: Give the tool back and wait.,Ari: I track the owner badge.,0.0,True,True,True
638,36,roofward,Orr,Fay,Sera,106,wait_respectfully,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
639,36,archive,Nia,Toma,Vell,106,listen_memory,sensory memory,shared,Nia: That sound marks where the object belongs.,Toma: I remember the room cue too.,Vell: I keep watching the room.,0.0,True,True,True
640,36,signal,Ren,Kesh,Milo,106,move_forward,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I keep watching the room.,0.0,True,True,True
641,36,orchard,Pim,Ivo,Mara,106,turn_right,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
642,36,repair_ring,Juno,Pax,Vale,107,start_conversation,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.004,True,True,True
643,36,riverbend,Lio,Cee,Ari,107,move_forward,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
644,36,roofward,Orr,Fay,Sera,107,turn_right,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
645,36,archive,Nia,Toma,Vell,107,start_conversation,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.004,True,True,True
646,36,signal,Ren,Kesh,Milo,107,pickup_owned_object,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I track the owner badge.,0.0,True,True,True
647,36,orchard,Pim,Ivo,Mara,107,drop_object,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
648,37,riverbend,Ari,Lio,Cee,108,approach_group,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I keep watching the room.,0.0,True,True,True
649,37,roofward,Sera,Orr,Fay,108,request_permission,permission negotiation,granted,"Sera: Ask first, then carry it near us.",Orr: I can watch the handoff.,Fay: I track the owner badge.,0.0,True,True,True
650,37,archive,Vell,Nia,Toma,108,pickup_shared_object,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.0,True,True,True
651,37,signal,Milo,Ren,Kesh,108,return_object,trust repair,repairing,Milo: I notice the repair attempt.,Ren: Give the tool back and wait.,Kesh: I track the owner badge.,0.0,True,True,True
652,37,orchard,Mara,Pim,Ivo,108,wait_respectfully,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
653,37,repair_ring,Vale,Juno,Pax,108,listen_memory,sensory memory,shared,Vale: That sound marks where the object belongs.,Juno: I remember the room cue too.,Pax: I keep watching the room.,0.0,True,True,True
654,37,riverbend,Ari,Lio,Cee,109,return_object,trust repair,repairing,Ari: I notice the repair attempt.,Lio: Give the tool back and wait.,Cee: I track the owner badge.,0.0,True,True,True
655,37,roofward,Sera,Orr,Fay,109,wait_respectfully,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
656,37,archive,Vell,Nia,Toma,109,listen_memory,sensory memory,shared,Vell: That sound marks where the object belongs.,Nia: I remember the room cue too.,Toma: I keep watching the room.,0.0,True,True,True
657,37,signal,Milo,Ren,Kesh,109,move_forward,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I keep watching the room.,0.0,True,True,True
658,37,orchard,Mara,Pim,Ivo,109,turn_right,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
659,37,repair_ring,Vale,Juno,Pax,109,start_conversation,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.004,True,True,True
660,37,riverbend,Ari,Lio,Cee,110,move_forward,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I keep watching the room.,0.0,True,True,True
661,37,roofward,Sera,Orr,Fay,110,turn_right,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
662,37,archive,Vell,Nia,Toma,110,start_conversation,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.004,True,True,True
663,37,signal,Milo,Ren,Kesh,110,pickup_owned_object,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I track the owner badge.,0.0,True,True,True
664,37,orchard,Mara,Pim,Ivo,110,drop_object,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
665,37,repair_ring,Vale,Juno,Pax,110,apologize,trust repair,repairing,Vale: I notice the repair attempt.,Juno: Give the tool back and wait.,Pax: I keep watching the room.,0.0,True,True,True
666,38,roofward,Fay,Sera,Orr,111,request_permission,permission negotiation,granted,"Fay: Ask first, then carry it near us.",Sera: I can watch the handoff.,Orr: I track the owner badge.,0.0,True,True,True
667,38,archive,Toma,Vell,Nia,111,pickup_shared_object,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.0,True,True,True
668,38,signal,Kesh,Milo,Ren,111,return_object,trust repair,repairing,Kesh: I notice the repair attempt.,Milo: Give the tool back and wait.,Ren: I track the owner badge.,0.0,True,True,True
669,38,orchard,Ivo,Mara,Pim,111,wait_respectfully,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
670,38,repair_ring,Pax,Vale,Juno,111,listen_memory,sensory memory,shared,Pax: That sound marks where the object belongs.,Vale: I remember the room cue too.,Juno: I keep watching the room.,0.0,True,True,True
671,38,riverbend,Cee,Ari,Lio,111,return_object,trust repair,repairing,Cee: I notice the repair attempt.,Ari: Give the tool back and wait.,Lio: I track the owner badge.,0.0,True,True,True
672,38,roofward,Fay,Sera,Orr,112,wait_respectfully,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
673,38,archive,Toma,Vell,Nia,112,listen_memory,sensory memory,shared,Toma: That sound marks where the object belongs.,Vell: I remember the room cue too.,Nia: I keep watching the room.,0.0,True,True,True
674,38,signal,Kesh,Milo,Ren,112,move_forward,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I keep watching the room.,0.0,True,True,True
675,38,orchard,Ivo,Mara,Pim,112,turn_right,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
676,38,repair_ring,Pax,Vale,Juno,112,start_conversation,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.004,True,True,True
677,38,riverbend,Cee,Ari,Lio,112,move_forward,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I keep watching the room.,0.0,True,True,True
