tick_id,day,season,resource,from_region,to_region,migration_amount,ecology_before,ecology_after,migration_cause,feedback_visible,care_action
207,13,spring_rain,fish,orchard_fen,roofward,0.11248,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
208,14,spring_rain,fish,riverbend,archive_quarter,0.11312,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
209,14,spring_rain,fish,roofward,signal_ridge,0.11056,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
210,14,spring_rain,fish,archive_quarter,orchard_fen,0.1112,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
211,14,spring_rain,fish,signal_ridge,riverbend,0.11184,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
212,14,spring_rain,fish,orchard_fen,roofward,0.11328,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
213,14,spring_rain,fish,riverbend,archive_quarter,0.11312,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
214,14,spring_rain,fish,roofward,signal_ridge,0.11056,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
215,14,spring_rain,fish,archive_quarter,orchard_fen,0.1112,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
216,14,spring_rain,fish,signal_ridge,riverbend,0.11184,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
217,14,spring_rain,fish,orchard_fen,roofward,0.11328,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
218,14,spring_rain,fish,riverbend,archive_quarter,0.11312,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
219,14,spring_rain,fish,roofward,signal_ridge,0.11056,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
220,14,spring_rain,fish,archive_quarter,orchard_fen,0.1112,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
221,14,spring_rain,fish,signal_ridge,riverbend,0.11184,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
222,14,spring_rain,fish,orchard_fen,roofward,0.11328,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
223,14,spring_rain,fish,riverbend,archive_quarter,0.11312,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
224,15,spring_rain,fish,roofward,signal_ridge,0.11056,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
225,15,spring_rain,fish,archive_quarter,orchard_fen,0.1112,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
226,15,spring_rain,fish,signal_ridge,riverbend,0.11184,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
227,15,spring_rain,fish,orchard_fen,roofward,0.11248,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
228,15,spring_rain,fish,riverbend,archive_quarter,0.11392,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
229,15,spring_rain,fish,roofward,signal_ridge,0.11056,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
230,15,spring_rain,fish,archive_quarter,orchard_fen,0.1112,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
231,15,spring_rain,fish,signal_ridge,riverbend,0.11184,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
232,15,spring_rain,fish,orchard_fen,roofward,0.11248,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
233,15,spring_rain,fish,riverbend,archive_quarter,0.11392,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
234,15,spring_rain,fish,roofward,signal_ridge,0.11056,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
235,15,spring_rain,fish,archive_quarter,orchard_fen,0.1112,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
236,15,spring_rain,fish,signal_ridge,riverbend,0.11184,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
237,15,spring_rain,fish,orchard_fen,roofward,0.11248,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
238,15,spring_rain,fish,riverbend,archive_quarter,0.11392,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
239,15,spring_rain,fish,roofward,signal_ridge,0.11056,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
240,16,spring_rain,fish,archive_quarter,orchard_fen,0.1112,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
241,16,spring_rain,fish,signal_ridge,riverbend,0.11184,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
242,16,spring_rain,fish,orchard_fen,roofward,0.11248,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
243,16,spring_rain,fish,riverbend,archive_quarter,0.11312,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
244,16,spring_rain,fish,roofward,signal_ridge,0.11136,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
245,16,spring_rain,fish,archive_quarter,orchard_fen,0.1112,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
246,16,spring_rain,fish,signal_ridge,riverbend,0.11184,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
247,16,spring_rain,fish,orchard_fen,roofward,0.11248,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
248,16,spring_rain,fish,riverbend,archive_quarter,0.11312,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
249,16,spring_rain,fish,roofward,signal_ridge,0.11136,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
250,16,spring_rain,fish,archive_quarter,orchard_fen,0.1112,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
251,16,spring_rain,fish,signal_ridge,riverbend,0.11184,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
252,16,spring_rain,fish,orchard_fen,roofward,0.11248,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
253,16,spring_rain,fish,riverbend,archive_quarter,0.11312,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
254,16,spring_rain,fish,roofward,signal_ridge,0.11136,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
255,16,spring_rain,fish,archive_quarter,orchard_fen,0.1112,0.94,0.94,spring_rain resource movement,True,open fish passage / shade seeds / ration oil
256,17,summer_dry,seeds,signal_ridge,riverbend,0.10368,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
257,17,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
258,17,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
259,17,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
260,17,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
261,17,summer_dry,seeds,signal_ridge,riverbend,0.10368,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
262,17,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
263,17,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
264,17,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
265,17,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
266,17,summer_dry,seeds,signal_ridge,riverbend,0.10368,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
267,17,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
268,17,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
269,17,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
270,17,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
271,17,summer_dry,seeds,signal_ridge,riverbend,0.10368,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
272,18,summer_dry,seeds,riverbend,archive_quarter,0.10432,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
273,18,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
274,18,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
275,18,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
276,18,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
277,18,summer_dry,seeds,riverbend,archive_quarter,0.10432,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
278,18,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
279,18,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
280,18,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
281,18,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
282,18,summer_dry,seeds,riverbend,archive_quarter,0.10432,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
283,18,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
284,18,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
285,18,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
286,18,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
287,18,summer_dry,seeds,riverbend,archive_quarter,0.10432,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
288,19,summer_dry,seeds,roofward,signal_ridge,0.10176,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
289,19,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
290,19,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
291,19,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
292,19,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
293,19,summer_dry,seeds,roofward,signal_ridge,0.10176,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
294,19,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
295,19,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
296,19,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
297,19,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
298,19,summer_dry,seeds,roofward,signal_ridge,0.10176,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
299,19,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
300,19,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
301,19,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
302,19,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
303,19,summer_dry,seeds,roofward,signal_ridge,0.10176,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
304,20,summer_dry,seeds,archive_quarter,orchard_fen,0.1024,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
305,20,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
306,20,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
307,20,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
308,20,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
309,20,summer_dry,seeds,archive_quarter,orchard_fen,0.1024,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
310,20,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
311,20,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
312,20,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
313,20,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
314,20,summer_dry,seeds,archive_quarter,orchard_fen,0.1024,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
315,20,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
316,20,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
317,20,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
318,20,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
319,20,summer_dry,seeds,archive_quarter,orchard_fen,0.1024,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
320,21,summer_dry,seeds,signal_ridge,riverbend,0.10304,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
321,21,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
322,21,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
323,21,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
324,21,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
325,21,summer_dry,seeds,signal_ridge,riverbend,0.10304,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
326,21,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
327,21,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
328,21,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
329,21,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
330,21,summer_dry,seeds,signal_ridge,riverbend,0.10304,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
331,21,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
332,21,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
333,21,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
334,21,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
335,21,summer_dry,seeds,signal_ridge,riverbend,0.10304,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
336,22,summer_dry,seeds,orchard_fen,roofward,0.10368,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
337,22,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
338,22,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
339,22,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
340,22,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
341,22,summer_dry,seeds,orchard_fen,roofward,0.10368,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
342,22,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
343,22,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
344,22,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
345,22,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
346,22,summer_dry,seeds,orchard_fen,roofward,0.10368,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
347,22,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
348,22,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
349,22,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
350,22,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.937,none,False,none
351,22,summer_dry,seeds,orchard_fen,roofward,0.10368,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
352,23,summer_dry,seeds,riverbend,archive_quarter,0.10432,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
353,23,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
354,23,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
355,23,summer_dry,seeds,signal_ridge,riverbend,0.0,0.937,0.94,none,False,none
356,23,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
357,23,summer_dry,seeds,riverbend,archive_quarter,0.10432,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
358,23,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
359,23,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
360,23,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
361,23,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
362,23,summer_dry,seeds,riverbend,archive_quarter,0.10432,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
363,23,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
364,23,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
365,23,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
366,23,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
367,23,summer_dry,seeds,riverbend,archive_quarter,0.10432,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
368,24,summer_dry,seeds,archive_quarter,orchard_fen,0.10176,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
369,24,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
370,24,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
371,24,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
372,24,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
373,24,summer_dry,seeds,archive_quarter,orchard_fen,0.10176,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
374,24,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
375,24,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
376,24,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
377,24,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
378,24,summer_dry,seeds,archive_quarter,orchard_fen,0.10176,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
379,24,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
380,24,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
381,24,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
382,24,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.937,none,False,none
383,24,summer_dry,seeds,archive_quarter,orchard_fen,0.10176,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
384,25,summer_dry,seeds,signal_ridge,riverbend,0.1024,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
385,25,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
386,25,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
387,25,summer_dry,seeds,roofward,signal_ridge,0.0,0.937,0.94,none,False,none
388,25,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
389,25,summer_dry,seeds,signal_ridge,riverbend,0.1024,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
390,25,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
391,25,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
392,25,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
393,25,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
394,25,summer_dry,seeds,signal_ridge,riverbend,0.1024,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
395,25,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
396,25,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
397,25,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
398,25,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
399,25,summer_dry,seeds,signal_ridge,riverbend,0.1024,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
400,26,summer_dry,seeds,orchard_fen,roofward,0.10304,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
401,26,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
402,26,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
403,26,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
404,26,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
405,26,summer_dry,seeds,orchard_fen,roofward,0.10304,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
406,26,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
407,26,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
408,26,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
409,26,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
410,26,summer_dry,seeds,orchard_fen,roofward,0.10304,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
411,26,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
412,26,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
413,26,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
414,26,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
415,26,summer_dry,seeds,orchard_fen,roofward,0.10304,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
416,27,summer_dry,seeds,riverbend,archive_quarter,0.10368,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
417,27,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
418,27,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
419,27,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
420,27,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
421,27,summer_dry,seeds,riverbend,archive_quarter,0.10368,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
422,27,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
423,27,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
424,27,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
425,27,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
426,27,summer_dry,seeds,riverbend,archive_quarter,0.10368,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
427,27,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
428,27,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
429,27,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
430,27,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
431,27,summer_dry,seeds,riverbend,archive_quarter,0.10368,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
432,28,summer_dry,seeds,roofward,signal_ridge,0.10432,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
433,28,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
434,28,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
435,28,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
436,28,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
437,28,summer_dry,seeds,roofward,signal_ridge,0.10432,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
438,28,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
439,28,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
440,28,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
441,28,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
442,28,summer_dry,seeds,roofward,signal_ridge,0.10432,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
443,28,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
444,28,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
445,28,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
446,28,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
447,28,summer_dry,seeds,roofward,signal_ridge,0.10432,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
448,29,summer_dry,seeds,archive_quarter,orchard_fen,0.10176,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
449,29,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
450,29,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
451,29,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
452,29,summer_dry,seeds,roofward,signal_ridge,0.0,0.94,0.93,none,True,none
453,29,summer_dry,seeds,archive_quarter,orchard_fen,0.10176,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
454,29,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
455,29,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
456,29,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
457,29,summer_dry,seeds,roofward,signal_ridge,0.0,0.93,0.92,none,True,none
458,29,summer_dry,seeds,archive_quarter,orchard_fen,0.10176,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
459,29,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
460,29,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
461,29,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
462,29,summer_dry,seeds,roofward,signal_ridge,0.0,0.92,0.91,none,True,none
463,29,summer_dry,seeds,archive_quarter,orchard_fen,0.10176,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
464,30,summer_dry,seeds,orchard_fen,roofward,0.1024,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
465,30,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
466,30,summer_dry,seeds,roofward,signal_ridge,0.0,0.91,0.913,none,False,none
467,30,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
468,30,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
