tick,day,repair_id,scene_id,agent,obligation_id,repair_kind,deferral_requested,deferral_accepted,partial_repair,full_repair,residual_debt_visible,repair_deferral_score
249,14,v24-repair-0249,v24-scene-d14,Ori,v24-obligation-ori-0236,full,0,0,0,1,0,1.0
250,14,v24-repair-0250,v24-scene-d14,Sova,v24-obligation-sova-0250,full,0,0,0,1,0,1.0
251,14,v24-repair-0251,v24-scene-d14,Sova,v24-obligation-sova-0251,deferral,1,1,0,0,1,1.0
252,15,v24-repair-0252,v24-scene-d15,Nari,v24-obligation-nari-0252,full,0,0,0,1,0,1.0
253,15,v24-repair-0253,v24-scene-d15,Keth,v24-obligation-keth-0240,full,0,0,0,1,0,1.0
254,15,v24-repair-0254,v24-scene-d15,Keth,v24-obligation-keth-0254,deferral,1,1,0,0,1,1.0
255,15,v24-repair-0255,v24-scene-d15,Keth,v24-obligation-keth-0254,full,0,0,0,1,0,1.0
256,15,v24-repair-0256,v24-scene-d15,Melo,v24-obligation-melo-0247,full,0,0,0,1,0,1.0
257,15,v24-repair-0257,v24-scene-d15,Keth,v24-no-open-keth-0257,none,0,0,0,0,0,1.0
258,15,v24-repair-0258,v24-scene-d15,Melo,v24-obligation-melo-0258,deferral,1,1,0,0,1,1.0
259,15,v24-repair-0259,v24-scene-d15,Melo,v24-obligation-melo-0258,full,0,0,0,1,0,1.0
260,15,v24-repair-0260,v24-scene-d15,Ori,v24-obligation-ori-0260,full,0,0,0,1,0,1.0
261,15,v24-repair-0261,v24-scene-d15,Keth,v24-no-open-keth-0261,none,0,0,0,0,0,1.0
262,15,v24-repair-0262,v24-scene-d15,Melo,v24-obligation-melo-0262,none,0,0,0,0,1,1.0
263,15,v24-repair-0263,v24-scene-d15,Melo,v24-obligation-melo-0262,full,0,0,0,1,0,1.0
264,15,v24-repair-0264,v24-scene-d15,Keth,v24-obligation-keth-0264,full,0,0,0,1,0,1.0
265,15,v24-repair-0265,v24-scene-d15,Nari,v24-no-open-nari-0265,none,0,0,0,0,0,1.0
266,15,v24-repair-0266,v24-scene-d15,Keth,v24-obligation-keth-0266,full,0,0,0,1,0,1.0
267,15,v24-repair-0267,v24-scene-d15,Melo,v24-obligation-melo-0267,full,0,0,0,1,0,1.0
268,15,v24-repair-0268,v24-scene-d15,Melo,v24-obligation-melo-0268,full,0,0,0,1,0,1.0
269,15,v24-repair-0269,v24-scene-d15,Vonn,v24-obligation-vonn-0188,full,0,0,1,1,0,1.0
270,16,v24-repair-0270,v24-scene-d16,Ori,v24-obligation-ori-0270,full,0,0,0,1,0,1.0
271,16,v24-repair-0271,v24-scene-d16,Keth,v24-obligation-keth-0271,full,0,0,0,1,0,1.0
272,16,v24-repair-0272,v24-scene-d16,Keth,v24-obligation-keth-0272,full,0,0,0,1,0,1.0
273,16,v24-repair-0273,v24-scene-d16,Vonn,v24-no-open-vonn-0273,none,0,0,0,0,0,1.0
274,16,v24-repair-0274,v24-scene-d16,Keth,v24-obligation-keth-0274,none,0,0,0,0,1,1.0
275,16,v24-repair-0275,v24-scene-d16,Ori,v24-obligation-ori-0275,full,0,0,0,1,0,1.0
276,16,v24-repair-0276,v24-scene-d16,Nari,v24-obligation-nari-0276,full,0,0,0,1,0,1.0
277,16,v24-repair-0277,v24-scene-d16,Keth,v24-obligation-keth-0274,full,0,0,0,1,0,1.0
278,16,v24-repair-0278,v24-scene-d16,Vonn,v24-obligation-vonn-0278,full,0,0,0,1,0,1.0
279,16,v24-repair-0279,v24-scene-d16,Melo,v24-obligation-melo-0279,none,0,0,0,0,1,1.0
280,16,v24-repair-0280,v24-scene-d16,Ori,v24-obligation-ori-0280,none,0,0,0,0,1,1.0
281,16,v24-repair-0281,v24-scene-d16,Sova,v24-obligation-sova-0251,full,0,0,0,1,0,1.0
282,16,v24-repair-0282,v24-scene-d16,Sova,v24-obligation-sova-0282,full,0,0,0,1,0,1.0
283,16,v24-repair-0283,v24-scene-d16,Vonn,v24-obligation-vonn-0283,full,0,0,1,1,0,1.0
284,16,v24-repair-0284,v24-scene-d16,Nari,v24-obligation-nari-0284,deferral,1,1,0,0,1,1.0
285,16,v24-repair-0285,v24-scene-d16,Melo,v24-obligation-melo-0279,full,0,0,0,1,0,1.0
286,16,v24-repair-0286,v24-scene-d16,Vonn,v24-obligation-vonn-0286,full,0,0,0,1,0,1.0
287,16,v24-repair-0287,v24-scene-d16,Keth,v24-obligation-keth-0277,full,0,0,1,1,0,1.0
288,17,v24-repair-0288,v24-scene-d17,Melo,v24-obligation-melo-0288,full,0,0,0,1,0,1.0
289,17,v24-repair-0289,v24-scene-d17,Keth,v24-no-open-keth-0289,none,0,0,0,0,0,1.0
290,17,v24-repair-0290,v24-scene-d17,Melo,v24-obligation-melo-0290,full,0,0,0,1,0,1.0
291,17,v24-repair-0291,v24-scene-d17,Vonn,v24-obligation-vonn-0291,deferral,1,1,0,0,1,1.0
292,17,v24-repair-0292,v24-scene-d17,Sova,v24-obligation-sova-0292,full,0,0,0,1,0,1.0
293,17,v24-repair-0293,v24-scene-d17,Vonn,v24-obligation-vonn-0291,full,0,0,0,1,0,1.0
294,17,v24-repair-0294,v24-scene-d17,Nari,v24-obligation-nari-0284,full,0,0,0,1,0,1.0
295,17,v24-repair-0295,v24-scene-d17,Vonn,v24-obligation-vonn-0295,full,0,0,1,1,0,1.0
296,17,v24-repair-0296,v24-scene-d17,Vonn,v24-obligation-vonn-0296,deferral,1,1,0,0,1,1.0
297,17,v24-repair-0297,v24-scene-d17,Ori,v24-obligation-ori-0280,full,0,0,0,1,0,1.0
298,17,v24-repair-0298,v24-scene-d17,Vonn,v24-obligation-vonn-0296,none,0,0,0,0,1,0.8
299,17,v24-repair-0299,v24-scene-d17,Vonn,v24-obligation-vonn-0296,none,0,0,0,0,1,1.0
300,17,v24-repair-0300,v24-scene-d17,Vonn,v24-obligation-vonn-0296,none,0,0,0,0,1,1.0
301,17,v24-repair-0301,v24-scene-d17,Nari,v24-no-open-nari-0301,none,0,0,0,0,0,1.0
302,17,v24-repair-0302,v24-scene-d17,Ori,v24-obligation-ori-0302,full,0,0,0,1,0,1.0
303,17,v24-repair-0303,v24-scene-d17,Nari,v24-obligation-nari-0303,deferral,1,1,0,0,1,1.0
304,17,v24-repair-0304,v24-scene-d17,Keth,v24-obligation-keth-0304,full,0,0,0,1,0,1.0
305,17,v24-repair-0305,v24-scene-d17,Vonn,v24-obligation-vonn-0296,none,0,0,0,0,1,0.8
306,18,v24-repair-0306,v24-scene-d18,Sova,v24-obligation-sova-0306,partial,0,0,1,0,1,1.0
307,18,v24-repair-0307,v24-scene-d18,Keth,v24-obligation-keth-0307,full,0,0,0,1,0,1.0
308,18,v24-repair-0308,v24-scene-d18,Ori,v24-obligation-ori-0308,none,0,0,0,0,0,1.0
309,18,v24-repair-0309,v24-scene-d18,Keth,v24-no-open-keth-0309,none,0,0,0,0,0,1.0
310,18,v24-repair-0310,v24-scene-d18,Keth,v24-obligation-keth-0310,full,0,0,0,1,0,1.0
311,18,v24-repair-0311,v24-scene-d18,Ori,v24-obligation-ori-0308,full,0,0,0,1,0,1.0
312,18,v24-repair-0312,v24-scene-d18,Vonn,v24-obligation-vonn-0296,none,0,0,0,0,1,1.0
313,18,v24-repair-0313,v24-scene-d18,Nari,v24-obligation-nari-0303,partial,0,0,1,0,1,1.0
314,18,v24-repair-0314,v24-scene-d18,Keth,v24-obligation-keth-0314,full,0,0,0,1,0,1.0
315,18,v24-repair-0315,v24-scene-d18,Vonn,v24-obligation-vonn-0296,none,0,0,0,0,1,1.0
316,18,v24-repair-0316,v24-scene-d18,Sova,v24-obligation-sova-0306,full,0,0,0,1,0,1.0
317,18,v24-repair-0317,v24-scene-d18,Melo,v24-no-open-melo-0317,none,0,0,0,0,0,1.0
318,18,v24-repair-0318,v24-scene-d18,Keth,v24-obligation-keth-0318,full,0,0,0,1,0,1.0
319,18,v24-repair-0319,v24-scene-d18,Vonn,v24-obligation-vonn-0296,none,0,0,0,0,1,1.0
320,18,v24-repair-0320,v24-scene-d18,Keth,v24-obligation-keth-0320,deferral,1,1,0,0,1,1.0
321,18,v24-repair-0321,v24-scene-d18,Melo,v24-obligation-melo-0321,full,0,0,0,1,0,1.0
322,18,v24-repair-0322,v24-scene-d18,Ori,v24-obligation-ori-0311,full,0,0,0,1,0,1.0
323,18,v24-repair-0323,v24-scene-d18,Sova,v24-obligation-sova-0316,full,0,0,0,1,0,1.0
324,19,v24-repair-0324,v24-scene-d19,Melo,v24-obligation-melo-0324,deferral,1,1,0,0,1,1.0
325,19,v24-repair-0325,v24-scene-d19,Melo,v24-obligation-melo-0324,none,0,0,0,0,1,1.0
326,19,v24-repair-0326,v24-scene-d19,Ori,v24-obligation-ori-0326,full,0,0,0,1,0,1.0
327,19,v24-repair-0327,v24-scene-d19,Sova,v24-obligation-sova-0327,full,0,0,0,1,0,1.0
328,19,v24-repair-0328,v24-scene-d19,Nari,v24-obligation-nari-0303,deferral,1,1,0,0,1,1.0
329,19,v24-repair-0329,v24-scene-d19,Sova,v24-no-open-sova-0329,none,0,0,0,0,0,1.0
330,19,v24-repair-0330,v24-scene-d19,Vonn,v24-obligation-vonn-0296,deferral,1,1,0,0,1,1.0
331,19,v24-repair-0331,v24-scene-d19,Keth,v24-obligation-keth-0320,deferral,1,1,0,0,1,1.0
332,19,v24-repair-0332,v24-scene-d19,Vonn,v24-obligation-vonn-0296,full,0,0,1,1,0,1.0
333,19,v24-repair-0333,v24-scene-d19,Ori,v24-no-open-ori-0333,none,0,0,0,0,0,1.0
334,19,v24-repair-0334,v24-scene-d19,Keth,v24-obligation-keth-0320,full,0,0,0,1,0,1.0
335,19,v24-repair-0335,v24-scene-d19,Melo,v24-obligation-melo-0324,deferral,1,1,0,0,1,1.0
336,19,v24-repair-0336,v24-scene-d19,Sova,v24-obligation-sova-0336,full,0,0,0,1,0,1.0
337,19,v24-repair-0337,v24-scene-d19,Nari,v24-obligation-nari-0303,full,0,0,0,1,0,1.0
338,19,v24-repair-0338,v24-scene-d19,Keth,v24-obligation-keth-0334,full,0,0,0,1,0,1.0
339,19,v24-repair-0339,v24-scene-d19,Ori,v24-obligation-ori-0339,none,0,0,0,0,1,1.0
340,19,v24-repair-0340,v24-scene-d19,Sova,v24-obligation-sova-0340,full,0,0,0,1,0,1.0
341,19,v24-repair-0341,v24-scene-d19,Nari,v24-no-open-nari-0341,none,0,0,0,0,0,1.0
342,20,v24-repair-0342,v24-scene-d20,Keth,v24-obligation-keth-0338,deferral,1,0,0,0,1,0.8
343,20,v24-repair-0343,v24-scene-d20,Ori,v24-obligation-ori-0339,full,0,0,0,1,0,1.0
344,20,v24-repair-0344,v24-scene-d20,Keth,v24-obligation-keth-0338,full,0,0,0,1,0,1.0
345,20,v24-repair-0345,v24-scene-d20,Vonn,v24-no-open-vonn-0345,none,0,0,0,0,0,1.0
346,20,v24-repair-0346,v24-scene-d20,Melo,v24-obligation-melo-0324,full,0,0,1,1,0,1.0
347,20,v24-repair-0347,v24-scene-d20,Vonn,v24-obligation-vonn-0347,deferral,1,0,0,0,1,0.8
348,20,v24-repair-0348,v24-scene-d20,Vonn,v24-obligation-vonn-0347,full,0,0,1,1,0,1.0
349,20,v24-repair-0349,v24-scene-d20,Sova,v24-no-open-sova-0349,none,0,0,0,0,0,1.0
350,20,v24-repair-0350,v24-scene-d20,Sova,v24-obligation-sova-0350,none,0,0,0,0,1,1.0
351,20,v24-repair-0351,v24-scene-d20,Sova,v24-obligation-sova-0350,full,0,0,0,1,0,1.0
352,20,v24-repair-0352,v24-scene-d20,Melo,v24-obligation-melo-0352,full,0,0,0,1,0,1.0
353,20,v24-repair-0353,v24-scene-d20,Ori,v24-obligation-ori-0343,none,0,0,0,0,1,1.0
354,20,v24-repair-0354,v24-scene-d20,Vonn,v24-obligation-vonn-0354,full,0,0,0,1,0,1.0
355,20,v24-repair-0355,v24-scene-d20,Ori,v24-obligation-ori-0343,full,0,0,0,1,0,1.0
356,20,v24-repair-0356,v24-scene-d20,Melo,v24-obligation-melo-0356,full,0,0,0,1,0,1.0
357,20,v24-repair-0357,v24-scene-d20,Melo,v24-no-open-melo-0357,none,0,0,0,0,0,1.0
358,20,v24-repair-0358,v24-scene-d20,Sova,v24-obligation-sova-0358,full,0,0,0,1,0,1.0
359,20,v24-repair-0359,v24-scene-d20,Sova,v24-obligation-sova-0359,none,0,0,0,0,1,1.0
360,21,v24-repair-0360,v24-scene-d21,Sova,v24-obligation-sova-0359,full,0,0,0,1,0,1.0
361,21,v24-repair-0361,v24-scene-d21,Sova,v24-no-open-sova-0361,none,0,0,0,0,0,1.0
362,21,v24-repair-0362,v24-scene-d21,Sova,v24-obligation-sova-0362,full,0,0,0,1,0,1.0
363,21,v24-repair-0363,v24-scene-d21,Ori,v24-obligation-ori-0353,full,0,0,0,1,0,1.0
364,21,v24-repair-0364,v24-scene-d21,Keth,v24-obligation-keth-0364,none,0,0,0,0,1,1.0
365,21,v24-repair-0365,v24-scene-d21,Melo,v24-no-open-melo-0365,none,0,0,0,0,0,1.0
366,21,v24-repair-0366,v24-scene-d21,Melo,v24-obligation-melo-0366,full,0,0,0,1,0,1.0
367,21,v24-repair-0367,v24-scene-d21,Keth,v24-obligation-keth-0364,full,0,0,0,1,0,1.0
368,21,v24-repair-0368,v24-scene-d21,Ori,v24-obligation-ori-0368,full,0,0,0,1,0,0.8
369,21,v24-repair-0369,v24-scene-d21,Melo,v24-no-open-melo-0369,none,0,0,0,0,0,1.0
370,21,v24-repair-0370,v24-scene-d21,Vonn,v24-obligation-vonn-0370,full,0,0,0,1,0,1.0
371,21,v24-repair-0371,v24-scene-d21,Vonn,v24-obligation-vonn-0371,full,0,0,0,1,0,1.0
372,21,v24-repair-0372,v24-scene-d21,Ori,v24-obligation-ori-0372,partial,0,0,1,0,1,1.0
373,21,v24-repair-0373,v24-scene-d21,Ori,v24-obligation-ori-0372,full,0,0,0,1,0,1.0
374,21,v24-repair-0374,v24-scene-d21,Ori,v24-obligation-ori-0374,full,0,0,0,1,0,1.0
375,21,v24-repair-0375,v24-scene-d21,Sova,v24-obligation-sova-0375,full,0,0,0,1,0,0.8
376,21,v24-repair-0376,v24-scene-d21,Nari,v24-obligation-nari-0376,none,0,0,0,0,1,1.0
377,21,v24-repair-0377,v24-scene-d21,Sova,v24-no-open-sova-0377,none,0,0,0,0,0,1.0
378,22,v24-repair-0378,v24-scene-d22,Keth,v24-obligation-keth-0378,full,0,0,0,1,0,1.0
379,22,v24-repair-0379,v24-scene-d22,Ori,v24-obligation-ori-0379,partial,0,0,1,0,1,1.0
380,22,v24-repair-0380,v24-scene-d22,Nari,v24-obligation-nari-0376,full,0,0,0,1,0,1.0
381,22,v24-repair-0381,v24-scene-d22,Nari,v24-no-open-nari-0381,none,0,0,0,0,0,1.0
382,22,v24-repair-0382,v24-scene-d22,Nari,v24-obligation-nari-0382,full,0,0,0,1,0,1.0
383,22,v24-repair-0383,v24-scene-d22,Melo,v24-obligation-melo-0383,full,0,0,1,1,0,1.0
384,22,v24-repair-0384,v24-scene-d22,Sova,v24-obligation-sova-0384,full,0,0,0,1,0,1.0
385,22,v24-repair-0385,v24-scene-d22,Ori,v24-obligation-ori-0379,full,0,0,0,1,0,1.0
386,22,v24-repair-0386,v24-scene-d22,Keth,v24-obligation-keth-0386,none,0,0,0,0,1,1.0
387,22,v24-repair-0387,v24-scene-d22,Keth,v24-obligation-keth-0386,full,0,0,0,1,0,1.0
388,22,v24-repair-0388,v24-scene-d22,Melo,v24-obligation-melo-0388,full,0,0,0,1,0,1.0
389,22,v24-repair-0389,v24-scene-d22,Vonn,v24-no-open-vonn-0389,none,0,0,0,0,0,1.0
390,22,v24-repair-0390,v24-scene-d22,Nari,v24-obligation-nari-0390,none,0,0,0,0,1,1.0
391,22,v24-repair-0391,v24-scene-d22,Sova,v24-obligation-sova-0391,full,0,0,0,1,0,1.0
392,22,v24-repair-0392,v24-scene-d22,Ori,v24-obligation-ori-0392,full,0,0,0,1,0,1.0
393,22,v24-repair-0393,v24-scene-d22,Ori,v24-no-open-ori-0393,none,0,0,0,0,0,1.0
394,22,v24-repair-0394,v24-scene-d22,Keth,v24-obligation-keth-0394,deferral,1,1,0,0,1,1.0
395,22,v24-repair-0395,v24-scene-d22,Melo,v24-obligation-melo-0395,full,0,0,0,1,0,1.0
396,23,v24-repair-0396,v24-scene-d23,Sova,v24-obligation-sova-0396,full,0,0,0,1,0,1.0
397,23,v24-repair-0397,v24-scene-d23,Melo,v24-no-open-melo-0397,none,0,0,0,0,0,1.0
398,23,v24-repair-0398,v24-scene-d23,Melo,v24-obligation-melo-0398,none,0,0,0,0,1,1.0
399,23,v24-repair-0399,v24-scene-d23,Melo,v24-obligation-melo-0398,full,0,0,0,1,0,1.0
400,23,v24-repair-0400,v24-scene-d23,Melo,v24-obligation-melo-0400,full,0,0,0,1,0,1.0
401,23,v24-repair-0401,v24-scene-d23,Nari,v24-obligation-nari-0390,deferral,1,1,0,0,1,1.0
402,23,v24-repair-0402,v24-scene-d23,Vonn,v24-obligation-vonn-0402,full,0,0,1,1,0,1.0
403,23,v24-repair-0403,v24-scene-d23,Sova,v24-obligation-sova-0403,full,0,0,0,1,0,1.0
404,23,v24-repair-0404,v24-scene-d23,Sova,v24-obligation-sova-0404,full,0,0,0,1,0,1.0
405,23,v24-repair-0405,v24-scene-d23,Keth,v24-obligation-keth-0394,deferral,1,1,0,0,1,1.0
406,23,v24-repair-0406,v24-scene-d23,Ori,v24-obligation-ori-0406,full,0,0,0,1,0,1.0
407,23,v24-repair-0407,v24-scene-d23,Melo,v24-obligation-melo-0407,full,0,0,0,1,0,1.0
408,23,v24-repair-0408,v24-scene-d23,Ori,v24-obligation-ori-0408,deferral,1,1,0,0,1,1.0
409,23,v24-repair-0409,v24-scene-d23,Melo,v24-no-open-melo-0409,none,0,0,0,0,0,1.0
410,23,v24-repair-0410,v24-scene-d23,Nari,v24-obligation-nari-0390,none,0,0,0,0,1,1.0
411,23,v24-repair-0411,v24-scene-d23,Vonn,v24-obligation-vonn-0411,full,0,0,0,1,0,1.0
412,23,v24-repair-0412,v24-scene-d23,Keth,v24-obligation-keth-0394,deferral,1,0,0,0,1,0.8
413,23,v24-repair-0413,v24-scene-d23,Vonn,v24-obligation-vonn-0413,full,0,0,0,1,0,1.0
414,24,v24-repair-0414,v24-scene-d24,Keth,v24-obligation-keth-0394,full,0,0,0,1,0,1.0
415,24,v24-repair-0415,v24-scene-d24,Sova,v24-obligation-sova-0415,none,0,0,0,0,1,1.0
416,24,v24-repair-0416,v24-scene-d24,Ori,v24-obligation-ori-0408,partial,0,0,1,0,1,1.0
417,24,v24-repair-0417,v24-scene-d24,Ori,v24-obligation-ori-0408,full,0,0,0,1,0,1.0
418,24,v24-repair-0418,v24-scene-d24,Nari,v24-obligation-nari-0390,none,0,0,0,0,1,1.0
419,24,v24-repair-0419,v24-scene-d24,Sova,v24-obligation-sova-0415,deferral,1,1,0,0,0,0.8
420,24,v24-repair-0420,v24-scene-d24,Melo,v24-obligation-melo-0420,full,0,0,0,1,0,1.0
421,24,v24-repair-0421,v24-scene-d24,Nari,v24-obligation-nari-0390,full,0,0,0,1,0,1.0
422,24,v24-repair-0422,v24-scene-d24,Nari,v24-obligation-nari-0422,full,0,0,0,1,0,1.0
423,24,v24-repair-0423,v24-scene-d24,Melo,v24-obligation-melo-0423,none,0,0,0,0,1,1.0
424,24,v24-repair-0424,v24-scene-d24,Ori,v24-obligation-ori-0424,full,0,0,0,1,0,1.0
425,24,v24-repair-0425,v24-scene-d24,Nari,v24-no-open-nari-0425,none,0,0,0,0,0,1.0
426,24,v24-repair-0426,v24-scene-d24,Ori,v24-obligation-ori-0426,full,0,0,0,1,0,1.0
427,24,v24-repair-0427,v24-scene-d24,Melo,v24-obligation-melo-0423,none,0,0,0,0,1,1.0
428,24,v24-repair-0428,v24-scene-d24,Ori,v24-obligation-ori-0428,full,0,0,0,1,0,1.0
429,24,v24-repair-0429,v24-scene-d24,Nari,v24-obligation-nari-0429,full,0,0,0,1,0,1.0
430,24,v24-repair-0430,v24-scene-d24,Vonn,v24-obligation-vonn-0430,none,0,0,0,0,1,1.0
431,24,v24-repair-0431,v24-scene-d24,Melo,v24-obligation-melo-0423,full,0,0,0,1,0,1.0
432,25,v24-repair-0432,v24-scene-d25,Sova,v24-obligation-sova-0415,none,0,0,0,0,1,1.0
433,25,v24-repair-0433,v24-scene-d25,Melo,v24-no-open-melo-0433,none,0,0,0,0,0,1.0
434,25,v24-repair-0434,v24-scene-d25,Nari,v24-obligation-nari-0434,full,0,0,1,1,0,1.0
435,25,v24-repair-0435,v24-scene-d25,Nari,v24-obligation-nari-0435,full,0,0,0,1,0,1.0
436,25,v24-repair-0436,v24-scene-d25,Vonn,v24-obligation-vonn-0430,full,0,0,0,1,0,1.0
437,25,v24-repair-0437,v24-scene-d25,Sova,v24-obligation-sova-0415,full,0,0,0,1,0,1.0
438,25,v24-repair-0438,v24-scene-d25,Ori,v24-obligation-ori-0438,full,0,0,0,1,0,1.0
439,25,v24-repair-0439,v24-scene-d25,Ori,v24-obligation-ori-0439,full,0,0,0,1,0,1.0
440,25,v24-repair-0440,v24-scene-d25,Melo,v24-obligation-melo-0440,full,0,0,0,1,0,1.0
441,25,v24-repair-0441,v24-scene-d25,Sova,v24-obligation-sova-0419,full,0,0,1,1,0,1.0
442,25,v24-repair-0442,v24-scene-d25,Keth,v24-obligation-keth-0414,full,0,0,0,1,0,1.0
443,25,v24-repair-0443,v24-scene-d25,Keth,v24-obligation-keth-0443,full,0,0,0,1,0,1.0
444,25,v24-repair-0444,v24-scene-d25,Sova,v24-obligation-sova-0444,none,0,0,0,0,1,1.0
445,25,v24-repair-0445,v24-scene-d25,Sova,v24-obligation-sova-0444,full,0,0,0,1,0,0.8
446,25,v24-repair-0446,v24-scene-d25,Ori,v24-obligation-ori-0446,full,0,0,0,1,0,1.0
447,25,v24-repair-0447,v24-scene-d25,Sova,v24-obligation-sova-0447,full,0,0,0,1,0,1.0
448,25,v24-repair-0448,v24-scene-d25,Melo,v24-obligation-melo-0448,full,0,0,0,1,0,1.0
449,25,v24-repair-0449,v24-scene-d25,Melo,v24-no-open-melo-0449,none,0,0,0,0,0,1.0
450,26,v24-repair-0450,v24-scene-d26,Melo,v24-obligation-melo-0450,full,0,0,0,1,0,1.0
451,26,v24-repair-0451,v24-scene-d26,Ori,v24-obligation-ori-0451,full,0,0,0,1,0,1.0
452,26,v24-repair-0452,v24-scene-d26,Ori,v24-obligation-ori-0452,full,0,0,0,1,0,0.8
453,26,v24-repair-0453,v24-scene-d26,Keth,v24-no-open-keth-0453,none,0,0,0,0,0,1.0
454,26,v24-repair-0454,v24-scene-d26,Vonn,v24-obligation-vonn-0454,full,0,0,0,1,0,1.0
455,26,v24-repair-0455,v24-scene-d26,Nari,v24-obligation-nari-0455,full,0,0,0,1,0,1.0
456,26,v24-repair-0456,v24-scene-d26,Vonn,v24-obligation-vonn-0456,partial,0,0,1,0,0,1.0
457,26,v24-repair-0457,v24-scene-d26,Melo,v24-no-open-melo-0457,none,0,0,0,0,0,1.0
458,26,v24-repair-0458,v24-scene-d26,Sova,v24-obligation-sova-0458,full,0,0,0,1,0,1.0
459,26,v24-repair-0459,v24-scene-d26,Ori,v24-obligation-ori-0459,full,0,0,0,1,0,1.0
460,26,v24-repair-0460,v24-scene-d26,Nari,v24-obligation-nari-0460,partial,0,0,1,0,1,1.0
461,26,v24-repair-0461,v24-scene-d26,Keth,v24-obligation-keth-0461,none,0,0,0,0,1,1.0
462,26,v24-repair-0462,v24-scene-d26,Nari,v24-obligation-nari-0460,none,0,0,0,0,1,1.0
463,26,v24-repair-0463,v24-scene-d26,Sova,v24-obligation-sova-0463,full,0,0,1,1,0,1.0
464,26,v24-repair-0464,v24-scene-d26,Melo,v24-obligation-melo-0464,full,0,0,0,1,0,1.0
465,26,v24-repair-0465,v24-scene-d26,Nari,v24-obligation-nari-0460,none,0,0,0,0,1,1.0
466,26,v24-repair-0466,v24-scene-d26,Melo,v24-obligation-melo-0466,none,0,0,0,0,1,1.0
467,26,v24-repair-0467,v24-scene-d26,Nari,v24-obligation-nari-0460,full,0,0,1,1,0,1.0
468,27,v24-repair-0468,v24-scene-d27,Vonn,v24-obligation-vonn-0456,full,0,0,0,1,0,1.0
469,27,v24-repair-0469,v24-scene-d27,Ori,v24-no-open-ori-0469,none,0,0,0,0,0,1.0
470,27,v24-repair-0470,v24-scene-d27,Nari,v24-obligation-nari-0470,full,0,0,0,1,0,1.0
471,27,v24-repair-0471,v24-scene-d27,Nari,v24-obligation-nari-0471,deferral,1,1,0,0,1,1.0
472,27,v24-repair-0472,v24-scene-d27,Keth,v24-obligation-keth-0461,full,0,0,0,1,0,1.0
473,27,v24-repair-0473,v24-scene-d27,Sova,v24-obligation-sova-0473,full,0,0,0,1,0,1.0
474,27,v24-repair-0474,v24-scene-d27,Melo,v24-obligation-melo-0466,deferral,1,1,0,0,1,1.0
475,27,v24-repair-0475,v24-scene-d27,Melo,v24-obligation-melo-0466,full,0,0,0,1,0,1.0
476,27,v24-repair-0476,v24-scene-d27,Vonn,v24-obligation-vonn-0476,partial,0,0,1,0,1,1.0
477,27,v24-repair-0477,v24-scene-d27,Vonn,v24-obligation-vonn-0476,full,0,0,1,1,0,1.0
478,27,v24-repair-0478,v24-scene-d27,Keth,v24-obligation-keth-0478,deferral,1,1,0,0,1,1.0
479,27,v24-repair-0479,v24-scene-d27,Ori,v24-obligation-ori-0479,full,0,0,0,1,0,1.0
480,27,v24-repair-0480,v24-scene-d27,Sova,v24-obligation-sova-0480,full,0,0,0,1,0,1.0
481,27,v24-repair-0481,v24-scene-d27,Keth,v24-obligation-keth-0478,full,0,0,0,1,0,1.0
482,27,v24-repair-0482,v24-scene-d27,Ori,v24-obligation-ori-0482,deferral,1,0,0,0,1,0.8
483,27,v24-repair-0483,v24-scene-d27,Sova,v24-obligation-sova-0483,none,0,0,0,0,1,1.0
484,27,v24-repair-0484,v24-scene-d27,Vonn,v24-obligation-vonn-0484,full,0,0,1,1,0,1.0
485,27,v24-repair-0485,v24-scene-d27,Ori,v24-obligation-ori-0482,deferral,1,1,0,0,1,1.0
486,28,v24-repair-0486,v24-scene-d28,Sova,v24-obligation-sova-0483,full,0,0,0,1,0,1.0
487,28,v24-repair-0487,v24-scene-d28,Ori,v24-obligation-ori-0482,full,0,0,0,1,0,1.0
488,28,v24-repair-0488,v24-scene-d28,Keth,v24-obligation-keth-0488,full,0,0,0,1,0,1.0
489,28,v24-repair-0489,v24-scene-d28,Ori,v24-no-open-ori-0489,none,0,0,0,0,0,1.0
490,28,v24-repair-0490,v24-scene-d28,Nari,v24-obligation-nari-0471,full,0,0,1,1,0,1.0
491,28,v24-repair-0491,v24-scene-d28,Keth,v24-obligation-keth-0491,full,0,0,0,1,0,1.0
492,28,v24-repair-0492,v24-scene-d28,Melo,v24-obligation-melo-0492,full,0,0,0,1,0,1.0
493,28,v24-repair-0493,v24-scene-d28,Keth,v24-no-open-keth-0493,none,0,0,0,0,0,1.0
494,28,v24-repair-0494,v24-scene-d28,Vonn,v24-obligation-vonn-0494,full,0,0,0,1,0,1.0
495,28,v24-repair-0495,v24-scene-d28,Keth,v24-obligation-keth-0495,none,0,0,0,0,1,1.0
496,28,v24-repair-0496,v24-scene-d28,Melo,v24-obligation-melo-0496,deferral,1,1,0,0,1,1.0
497,28,v24-repair-0497,v24-scene-d28,Sova,v24-no-open-sova-0497,none,0,0,0,0,0,1.0
498,28,v24-repair-0498,v24-scene-d28,Keth,v24-obligation-keth-0495,full,0,0,0,1,0,1.0
