tick_id,day,settlement_id,resident_id,project_id,failure_mode,failure_trigger,plan_quality_before,plan_quality_after,recovery_step,recovery_success_visible,failed_plan_not_erased,regression_or_debt_visible,retry_scheduled
874,49,lichen_bridge,Sol,797e050dde,token shortage,mid-task uncertainty,0.506,0.52,schedule retry,True,True,True,True
876,49,moss_ward,Fay,23961e054e,cord snap,mid-task uncertainty,0.528,0.542,request safer tool,True,True,True,True
878,49,cinder_garden,Wren,f54993de4d,heat spike,mid-task uncertainty,0.5,0.514,ask resident lead,True,True,True,True
880,49,orchid_engine,Cai,fee339b1d9,orchid dim,mid-task uncertainty,0.528,0.542,pause and inspect,True,True,True,True
882,50,cinder_garden,Vale,5e37aea90d,calendar mismatch,mid-task uncertainty,0.528,0.542,pause and inspect,True,True,True,True
884,50,orchid_engine,Bea,ff802a82b5,gear jam,mid-task uncertainty,0.486,0.5,restock material,True,True,True,True
886,50,glass_harbor,Puck,b9f27156b1,lamp sputter,mid-task uncertainty,0.528,0.542,schedule retry,True,True,True,True
888,50,lichen_bridge,Kio,a9335a1d29,token shortage,mid-task uncertainty,0.486,0.5,request safer tool,True,True,True,True
890,50,moss_ward,Milo,48ae12c016,cord snap,mid-task uncertainty,0.528,0.542,ask resident lead,True,True,True,True
892,50,cinder_garden,Juno,5f79a57e6f,heat spike,mid-task uncertainty,0.5,0.514,pause and inspect,True,True,True,True
894,50,orchid_engine,Dax,3645f43e1d,orchid dim,mid-task uncertainty,0.534,0.548,restock material,True,True,True,True
896,50,glass_harbor,Nia,9a5c1e063a,net tear,mid-task uncertainty,0.5,0.514,schedule retry,True,True,True,True
898,50,lichen_bridge,Rin,0d07f43a57,rope slack,mid-task uncertainty,0.534,0.548,request safer tool,True,True,True,True
900,51,glass_harbor,Sera,39906512c4,lamp sputter,mid-task uncertainty,0.528,0.542,request safer tool,True,True,True,True
902,51,lichen_bridge,Luma,c11ee45638,token shortage,mid-task uncertainty,0.486,0.5,ask resident lead,True,True,True,True
904,51,moss_ward,Tala,5b51e19d49,cord snap,mid-task uncertainty,0.534,0.548,pause and inspect,True,True,True,True
906,51,cinder_garden,Pax,301d0ea001,heat spike,mid-task uncertainty,0.486,0.5,restock material,True,True,True,True
908,51,orchid_engine,Eli,b41913dbe2,orchid dim,mid-task uncertainty,0.534,0.548,schedule retry,True,True,True,True
910,51,glass_harbor,Oren,5a399028bb,net tear,mid-task uncertainty,0.506,0.52,request safer tool,True,True,True,True
912,51,lichen_bridge,Sol,76f402ab6a,rope slack,mid-task uncertainty,0.528,0.542,ask resident lead,True,True,True,True
914,51,moss_ward,Fay,69fbe1ae68,ledger miscopy,mid-task uncertainty,0.5,0.514,pause and inspect,True,True,True,True
916,51,cinder_garden,Wren,88d6240bdd,basket spill,mid-task uncertainty,0.528,0.542,restock material,True,True,True,True
918,52,moss_ward,Ari,27a5f6be30,cord snap,mid-task uncertainty,0.534,0.548,restock material,True,True,True,True
920,52,cinder_garden,Vale,50e2b859c6,heat spike,mid-task uncertainty,0.492,0.506,schedule retry,True,True,True,True
922,52,orchid_engine,Bea,2899e764df,orchid dim,mid-task uncertainty,0.528,0.542,request safer tool,True,True,True,True
924,52,glass_harbor,Puck,ed218dd38f,net tear,mid-task uncertainty,0.486,0.5,ask resident lead,True,True,True,True
926,52,lichen_bridge,Kio,505b3ed3bc,rope slack,mid-task uncertainty,0.528,0.542,pause and inspect,True,True,True,True
928,52,moss_ward,Milo,022ca473b4,ledger miscopy,mid-task uncertainty,0.5,0.514,restock material,True,True,True,True
930,52,cinder_garden,Juno,46bd9e887d,basket spill,mid-task uncertainty,0.528,0.542,schedule retry,True,True,True,True
932,52,orchid_engine,Dax,5ea66d74e7,valve knock,mid-task uncertainty,0.5,0.514,request safer tool,True,True,True,True
934,52,glass_harbor,Nia,aa85d5f3cf,fog seal leak,mid-task uncertainty,0.534,0.548,ask resident lead,True,True,True,True
936,53,orchid_engine,Cai,fee339b1d9,orchid dim,mid-task uncertainty,0.542,0.556,ask resident lead,True,True,True,True
938,53,glass_harbor,Sera,c5ce3bb82a,net tear,mid-task uncertainty,0.5,0.514,pause and inspect,True,True,True,True
940,53,lichen_bridge,Luma,6e76849c77,rope slack,mid-task uncertainty,0.548,0.562,restock material,True,True,True,True
942,53,moss_ward,Tala,ffd144b235,ledger miscopy,mid-task uncertainty,0.5,0.514,schedule retry,True,True,True,True
944,53,cinder_garden,Pax,f91854767d,basket spill,mid-task uncertainty,0.548,0.562,request safer tool,True,True,True,True
946,53,orchid_engine,Eli,ee36774892,valve knock,schedule conflict,0.5,0.52,ask resident lead,True,True,True,True
948,53,glass_harbor,Oren,4691632fda,fog seal leak,mid-task uncertainty,0.548,0.562,pause and inspect,True,True,True,True
950,53,lichen_bridge,Sol,797e050dde,bell mistune,mid-task uncertainty,0.52,0.534,restock material,True,True,True,True
952,53,moss_ward,Fay,23961e054e,wet footing,mid-task uncertainty,0.542,0.556,schedule retry,True,True,True,True
954,54,lichen_bridge,Rin,0d07f43a57,rope slack,schedule conflict,0.548,0.568,schedule retry,True,True,True,True
956,54,moss_ward,Ari,2ea8f2d96e,ledger miscopy,mid-task uncertainty,0.506,0.52,request safer tool,True,True,True,True
958,54,cinder_garden,Vale,5e37aea90d,basket spill,mid-task uncertainty,0.542,0.556,ask resident lead,True,True,True,True
960,54,orchid_engine,Bea,ff802a82b5,valve knock,mid-task uncertainty,0.5,0.514,pause and inspect,True,True,True,True
962,54,glass_harbor,Puck,b9f27156b1,fog seal leak,mid-task uncertainty,0.542,0.556,restock material,True,True,True,True
964,54,lichen_bridge,Kio,a9335a1d29,bell mistune,mid-task uncertainty,0.5,0.514,schedule retry,True,True,True,True
966,54,moss_ward,Milo,48ae12c016,wet footing,mid-task uncertainty,0.542,0.556,request safer tool,True,True,True,True
968,54,cinder_garden,Juno,5f79a57e6f,calendar mismatch,mid-task uncertainty,0.514,0.528,ask resident lead,True,True,True,True
970,54,orchid_engine,Dax,3645f43e1d,gear jam,mid-task uncertainty,0.548,0.562,pause and inspect,True,True,True,True
972,55,cinder_garden,Wren,88d6240bdd,basket spill,mid-task uncertainty,0.542,0.556,pause and inspect,True,True,True,True
974,55,orchid_engine,Cai,b805ef5f3b,valve knock,mid-task uncertainty,0.5,0.514,restock material,True,True,True,True
976,55,glass_harbor,Sera,39906512c4,fog seal leak,mid-task uncertainty,0.542,0.556,schedule retry,True,True,True,True
978,55,lichen_bridge,Luma,c11ee45638,bell mistune,mid-task uncertainty,0.5,0.514,request safer tool,True,True,True,True
980,55,moss_ward,Tala,5b51e19d49,wet footing,mid-task uncertainty,0.548,0.562,ask resident lead,True,True,True,True
982,55,cinder_garden,Pax,301d0ea001,calendar mismatch,mid-task uncertainty,0.5,0.514,pause and inspect,True,True,True,True
984,55,orchid_engine,Eli,b41913dbe2,gear jam,mid-task uncertainty,0.548,0.562,restock material,True,True,True,True
986,55,glass_harbor,Oren,5a399028bb,lamp sputter,mid-task uncertainty,0.52,0.534,schedule retry,True,True,True,True
988,55,lichen_bridge,Sol,76f402ab6a,token shortage,mid-task uncertainty,0.542,0.556,request safer tool,True,True,True,True
990,56,glass_harbor,Nia,aa85d5f3cf,fog seal leak,schedule conflict,0.548,0.568,request safer tool,True,True,True,True
992,56,lichen_bridge,Rin,1ca3ca05c1,bell mistune,mid-task uncertainty,0.5,0.514,ask resident lead,True,True,True,True
994,56,moss_ward,Ari,27a5f6be30,wet footing,mid-task uncertainty,0.548,0.562,pause and inspect,True,True,True,True
996,56,cinder_garden,Vale,50e2b859c6,calendar mismatch,mid-task uncertainty,0.506,0.52,restock material,True,True,True,True
998,56,orchid_engine,Bea,2899e764df,gear jam,mid-task uncertainty,0.542,0.556,schedule retry,True,True,True,True
1000,56,glass_harbor,Puck,ed218dd38f,lamp sputter,mid-task uncertainty,0.5,0.514,request safer tool,True,True,True,True
1002,56,lichen_bridge,Kio,505b3ed3bc,token shortage,mid-task uncertainty,0.542,0.556,ask resident lead,True,True,True,True
1004,56,moss_ward,Milo,022ca473b4,cord snap,mid-task uncertainty,0.514,0.528,pause and inspect,True,True,True,True
1006,56,cinder_garden,Juno,46bd9e887d,heat spike,mid-task uncertainty,0.542,0.556,restock material,True,True,True,True
1008,57,moss_ward,Fay,23961e054e,wet footing,mid-task uncertainty,0.556,0.57,restock material,True,True,True,True
1010,57,cinder_garden,Wren,f54993de4d,calendar mismatch,mid-task uncertainty,0.514,0.528,schedule retry,True,True,True,True
1012,57,orchid_engine,Cai,fee339b1d9,gear jam,mid-task uncertainty,0.556,0.57,request safer tool,True,True,True,True
1014,57,glass_harbor,Sera,c5ce3bb82a,lamp sputter,mid-task uncertainty,0.514,0.528,ask resident lead,True,True,True,True
1016,57,lichen_bridge,Luma,6e76849c77,token shortage,mid-task uncertainty,0.562,0.576,pause and inspect,True,True,True,True
1018,57,moss_ward,Tala,ffd144b235,cord snap,mid-task uncertainty,0.514,0.528,restock material,True,True,True,True
1020,57,cinder_garden,Pax,f91854767d,heat spike,mid-task uncertainty,0.562,0.576,schedule retry,True,True,True,True
1022,57,orchid_engine,Eli,ee36774892,orchid dim,mid-task uncertainty,0.52,0.534,request safer tool,True,True,True,True
1023,57,moss_ward,Ari,6666182d43,wet footing,schedule conflict,0.36,0.38,restock material,True,True,True,True
1024,57,glass_harbor,Oren,4691632fda,net tear,mid-task uncertainty,0.562,0.576,ask resident lead,True,True,True,True
1026,58,orchid_engine,Dax,3645f43e1d,gear jam,mid-task uncertainty,0.562,0.576,ask resident lead,True,True,True,True
1028,58,glass_harbor,Nia,9a5c1e063a,lamp sputter,mid-task uncertainty,0.514,0.528,pause and inspect,True,True,True,True
1030,58,lichen_bridge,Rin,0d07f43a57,token shortage,mid-task uncertainty,0.568,0.582,restock material,True,True,True,True
1032,58,moss_ward,Ari,2ea8f2d96e,cord snap,mid-task uncertainty,0.52,0.534,schedule retry,True,True,True,True
1034,58,cinder_garden,Vale,5e37aea90d,heat spike,mid-task uncertainty,0.556,0.57,request safer tool,True,True,True,True
1036,58,orchid_engine,Bea,ff802a82b5,orchid dim,mid-task uncertainty,0.514,0.528,ask resident lead,True,True,True,True
1038,58,glass_harbor,Puck,b9f27156b1,net tear,mid-task uncertainty,0.556,0.57,pause and inspect,True,True,True,True
1040,58,lichen_bridge,Kio,a9335a1d29,rope slack,mid-task uncertainty,0.514,0.528,restock material,True,True,True,True
1042,58,moss_ward,Milo,48ae12c016,ledger miscopy,mid-task uncertainty,0.556,0.57,schedule retry,True,True,True,True
1044,59,lichen_bridge,Sol,76f402ab6a,token shortage,mid-task uncertainty,0.556,0.57,schedule retry,True,True,True,True
1046,59,moss_ward,Fay,69fbe1ae68,cord snap,mid-task uncertainty,0.514,0.528,request safer tool,True,True,True,True
1048,59,cinder_garden,Wren,88d6240bdd,heat spike,mid-task uncertainty,0.556,0.57,ask resident lead,True,True,True,True
1050,59,orchid_engine,Cai,b805ef5f3b,orchid dim,mid-task uncertainty,0.514,0.528,pause and inspect,True,True,True,True
1052,59,glass_harbor,Sera,39906512c4,net tear,mid-task uncertainty,0.556,0.57,restock material,True,True,True,True
1054,59,lichen_bridge,Luma,c11ee45638,rope slack,mid-task uncertainty,0.514,0.528,schedule retry,True,True,True,True
1056,59,moss_ward,Tala,5b51e19d49,ledger miscopy,mid-task uncertainty,0.562,0.576,request safer tool,True,True,True,True
1058,59,cinder_garden,Pax,301d0ea001,basket spill,mid-task uncertainty,0.514,0.528,ask resident lead,True,True,True,True
1060,59,orchid_engine,Eli,b41913dbe2,valve knock,mid-task uncertainty,0.562,0.576,pause and inspect,True,True,True,True
1062,60,cinder_garden,Juno,46bd9e887d,heat spike,mid-task uncertainty,0.556,0.57,pause and inspect,True,True,True,True
1064,60,orchid_engine,Dax,5ea66d74e7,orchid dim,mid-task uncertainty,0.514,0.528,restock material,True,True,True,True
1066,60,glass_harbor,Nia,aa85d5f3cf,net tear,mid-task uncertainty,0.568,0.582,schedule retry,True,True,True,True
1067,60,cinder_garden,Pax,bfe20f64e9,calendar mismatch,schedule conflict,0.36,0.38,pause and inspect,True,True,True,True
1068,60,lichen_bridge,Rin,1ca3ca05c1,rope slack,mid-task uncertainty,0.514,0.528,request safer tool,True,True,True,True
1070,60,moss_ward,Ari,27a5f6be30,ledger miscopy,mid-task uncertainty,0.562,0.576,ask resident lead,True,True,True,True
1072,60,cinder_garden,Vale,50e2b859c6,basket spill,mid-task uncertainty,0.52,0.534,pause and inspect,True,True,True,True
1074,60,orchid_engine,Bea,2899e764df,valve knock,mid-task uncertainty,0.556,0.57,restock material,True,True,True,True
1076,60,glass_harbor,Puck,ed218dd38f,fog seal leak,mid-task uncertainty,0.514,0.528,schedule retry,True,True,True,True
1078,60,lichen_bridge,Kio,505b3ed3bc,bell mistune,mid-task uncertainty,0.556,0.57,request safer tool,True,True,True,True
1080,61,glass_harbor,Oren,4691632fda,net tear,mid-task uncertainty,0.576,0.59,request safer tool,True,True,True,True
1082,61,lichen_bridge,Sol,797e050dde,rope slack,mid-task uncertainty,0.534,0.548,ask resident lead,True,True,True,True
1084,61,moss_ward,Fay,23961e054e,ledger miscopy,mid-task uncertainty,0.57,0.584,pause and inspect,True,True,True,True
1086,61,cinder_garden,Wren,f54993de4d,basket spill,mid-task uncertainty,0.528,0.542,restock material,True,True,True,True
1088,61,orchid_engine,Cai,fee339b1d9,valve knock,mid-task uncertainty,0.57,0.584,schedule retry,True,True,True,True
1090,61,glass_harbor,Sera,c5ce3bb82a,fog seal leak,mid-task uncertainty,0.528,0.542,request safer tool,True,True,True,True
1092,61,lichen_bridge,Luma,6e76849c77,bell mistune,mid-task uncertainty,0.576,0.59,ask resident lead,True,True,True,True
1094,61,moss_ward,Tala,ffd144b235,wet footing,mid-task uncertainty,0.528,0.542,pause and inspect,True,True,True,True
1096,61,cinder_garden,Pax,f91854767d,calendar mismatch,mid-task uncertainty,0.576,0.59,restock material,True,True,True,True
1098,62,moss_ward,Milo,48ae12c016,ledger miscopy,mid-task uncertainty,0.57,0.584,restock material,True,True,True,True
1100,62,cinder_garden,Juno,5f79a57e6f,basket spill,mid-task uncertainty,0.528,0.542,schedule retry,True,True,True,True
1102,62,orchid_engine,Dax,3645f43e1d,valve knock,mid-task uncertainty,0.576,0.59,request safer tool,True,True,True,True
1104,62,glass_harbor,Nia,9a5c1e063a,fog seal leak,mid-task uncertainty,0.528,0.542,ask resident lead,True,True,True,True
1106,62,lichen_bridge,Rin,0d07f43a57,bell mistune,mid-task uncertainty,0.582,0.596,pause and inspect,True,True,True,True
1108,62,moss_ward,Ari,2ea8f2d96e,wet footing,mid-task uncertainty,0.534,0.548,restock material,True,True,True,True
1110,62,cinder_garden,Vale,5e37aea90d,calendar mismatch,mid-task uncertainty,0.57,0.584,schedule retry,True,True,True,True
1112,62,orchid_engine,Bea,ff802a82b5,gear jam,mid-task uncertainty,0.528,0.542,request safer tool,True,True,True,True
1114,62,glass_harbor,Puck,b9f27156b1,lamp sputter,mid-task uncertainty,0.57,0.584,ask resident lead,True,True,True,True
1116,63,orchid_engine,Eli,b41913dbe2,valve knock,schedule conflict,0.576,0.596,ask resident lead,True,True,True,True
1118,63,glass_harbor,Oren,5a399028bb,fog seal leak,mid-task uncertainty,0.534,0.548,pause and inspect,True,True,True,True
1120,63,lichen_bridge,Sol,76f402ab6a,bell mistune,mid-task uncertainty,0.57,0.584,restock material,True,True,True,True
1122,63,moss_ward,Fay,69fbe1ae68,wet footing,mid-task uncertainty,0.528,0.542,schedule retry,True,True,True,True
1124,63,cinder_garden,Wren,88d6240bdd,calendar mismatch,mid-task uncertainty,0.57,0.584,request safer tool,True,True,True,True
1126,63,orchid_engine,Cai,b805ef5f3b,gear jam,mid-task uncertainty,0.528,0.542,ask resident lead,True,True,True,True
1128,63,glass_harbor,Sera,39906512c4,lamp sputter,mid-task uncertainty,0.57,0.584,pause and inspect,True,True,True,True
1130,63,lichen_bridge,Luma,c11ee45638,token shortage,mid-task uncertainty,0.528,0.542,restock material,True,True,True,True
1132,63,moss_ward,Tala,5b51e19d49,cord snap,mid-task uncertainty,0.576,0.59,schedule retry,True,True,True,True
1134,64,lichen_bridge,Kio,505b3ed3bc,bell mistune,mid-task uncertainty,0.57,0.584,schedule retry,True,True,True,True
1136,64,moss_ward,Milo,022ca473b4,wet footing,mid-task uncertainty,0.528,0.542,request safer tool,True,True,True,True
1138,64,cinder_garden,Juno,46bd9e887d,calendar mismatch,mid-task uncertainty,0.57,0.584,ask resident lead,True,True,True,True
1140,64,orchid_engine,Dax,5ea66d74e7,gear jam,mid-task uncertainty,0.528,0.542,pause and inspect,True,True,True,True
1142,64,glass_harbor,Nia,aa85d5f3cf,lamp sputter,mid-task uncertainty,0.582,0.596,restock material,True,True,True,True
1144,64,lichen_bridge,Rin,1ca3ca05c1,token shortage,schedule conflict,0.528,0.548,schedule retry,True,True,True,True
1146,64,moss_ward,Ari,27a5f6be30,cord snap,mid-task uncertainty,0.576,0.59,request safer tool,True,True,True,True
1148,64,cinder_garden,Vale,50e2b859c6,heat spike,mid-task uncertainty,0.534,0.548,ask resident lead,True,True,True,True
1150,64,orchid_engine,Bea,2899e764df,orchid dim,mid-task uncertainty,0.57,0.584,pause and inspect,True,True,True,True
1152,65,cinder_garden,Pax,f91854767d,calendar mismatch,mid-task uncertainty,0.59,0.604,pause and inspect,True,True,True,True
1154,65,orchid_engine,Eli,ee36774892,gear jam,mid-task uncertainty,0.534,0.548,restock material,True,True,True,True
1156,65,glass_harbor,Oren,4691632fda,lamp sputter,mid-task uncertainty,0.59,0.604,schedule retry,True,True,True,True
1158,65,lichen_bridge,Sol,797e050dde,token shortage,mid-task uncertainty,0.548,0.562,request safer tool,True,True,True,True
1160,65,moss_ward,Fay,23961e054e,cord snap,mid-task uncertainty,0.584,0.598,ask resident lead,True,True,True,True
1162,65,cinder_garden,Wren,f54993de4d,heat spike,mid-task uncertainty,0.542,0.556,pause and inspect,True,True,True,True
1164,65,orchid_engine,Cai,fee339b1d9,orchid dim,mid-task uncertainty,0.584,0.598,restock material,True,True,True,True
1166,65,glass_harbor,Sera,c5ce3bb82a,net tear,mid-task uncertainty,0.542,0.556,schedule retry,True,True,True,True
1168,65,lichen_bridge,Luma,6e76849c77,rope slack,mid-task uncertainty,0.59,0.604,request safer tool,True,True,True,True
1170,66,glass_harbor,Puck,b9f27156b1,lamp sputter,mid-task uncertainty,0.584,0.598,request safer tool,True,True,True,True
1172,66,lichen_bridge,Kio,a9335a1d29,token shortage,mid-task uncertainty,0.528,0.542,ask resident lead,True,True,True,True
1174,66,moss_ward,Milo,48ae12c016,cord snap,mid-task uncertainty,0.584,0.598,pause and inspect,True,True,True,True
1176,66,cinder_garden,Juno,5f79a57e6f,heat spike,mid-task uncertainty,0.542,0.556,restock material,True,True,True,True
1178,66,orchid_engine,Dax,3645f43e1d,orchid dim,mid-task uncertainty,0.59,0.604,schedule retry,True,True,True,True
1180,66,glass_harbor,Nia,9a5c1e063a,net tear,mid-task uncertainty,0.542,0.556,request safer tool,True,True,True,True
1182,66,lichen_bridge,Rin,0d07f43a57,rope slack,mid-task uncertainty,0.596,0.61,ask resident lead,True,True,True,True
1184,66,moss_ward,Ari,2ea8f2d96e,ledger miscopy,mid-task uncertainty,0.548,0.562,pause and inspect,True,True,True,True
1186,66,cinder_garden,Vale,5e37aea90d,basket spill,mid-task uncertainty,0.584,0.598,restock material,True,True,True,True
1188,67,moss_ward,Tala,5b51e19d49,cord snap,schedule conflict,0.59,0.61,restock material,True,True,True,True
1190,67,cinder_garden,Pax,301d0ea001,heat spike,mid-task uncertainty,0.528,0.542,schedule retry,True,True,True,True
1192,67,orchid_engine,Eli,b41913dbe2,orchid dim,mid-task uncertainty,0.596,0.61,request safer tool,True,True,True,True
1194,67,glass_harbor,Oren,5a399028bb,net tear,mid-task uncertainty,0.548,0.562,ask resident lead,True,True,True,True
1196,67,lichen_bridge,Sol,76f402ab6a,rope slack,mid-task uncertainty,0.584,0.598,pause and inspect,True,True,True,True
1198,67,moss_ward,Fay,69fbe1ae68,ledger miscopy,mid-task uncertainty,0.542,0.556,restock material,True,True,True,True
1200,67,cinder_garden,Wren,88d6240bdd,basket spill,mid-task uncertainty,0.584,0.598,schedule retry,True,True,True,True
1202,67,orchid_engine,Cai,b805ef5f3b,valve knock,mid-task uncertainty,0.542,0.556,request safer tool,True,True,True,True
1204,67,glass_harbor,Sera,39906512c4,fog seal leak,mid-task uncertainty,0.584,0.598,ask resident lead,True,True,True,True
1206,68,orchid_engine,Bea,2899e764df,orchid dim,mid-task uncertainty,0.584,0.598,ask resident lead,True,True,True,True
1208,68,glass_harbor,Puck,ed218dd38f,net tear,mid-task uncertainty,0.528,0.542,pause and inspect,True,True,True,True
1210,68,lichen_bridge,Kio,505b3ed3bc,rope slack,mid-task uncertainty,0.584,0.598,restock material,True,True,True,True
1212,68,moss_ward,Milo,022ca473b4,ledger miscopy,mid-task uncertainty,0.542,0.556,schedule retry,True,True,True,True
1214,68,cinder_garden,Juno,46bd9e887d,basket spill,mid-task uncertainty,0.584,0.598,request safer tool,True,True,True,True
1216,68,orchid_engine,Dax,5ea66d74e7,valve knock,mid-task uncertainty,0.542,0.556,ask resident lead,True,True,True,True
1218,68,glass_harbor,Nia,aa85d5f3cf,fog seal leak,mid-task uncertainty,0.596,0.61,pause and inspect,True,True,True,True
1220,68,lichen_bridge,Rin,1ca3ca05c1,bell mistune,mid-task uncertainty,0.548,0.562,restock material,True,True,True,True
1221,68,orchid_engine,Eli,79a49a3901,orchid dim,schedule conflict,0.36,0.38,ask resident lead,True,True,True,True
1222,68,moss_ward,Ari,27a5f6be30,wet footing,mid-task uncertainty,0.59,0.604,schedule retry,True,True,True,True
1224,69,lichen_bridge,Luma,6e76849c77,rope slack,mid-task uncertainty,0.604,0.618,schedule retry,True,True,True,True
1226,69,moss_ward,Tala,ffd144b235,ledger miscopy,mid-task uncertainty,0.542,0.556,request safer tool,True,True,True,True
1228,69,cinder_garden,Pax,f91854767d,basket spill,mid-task uncertainty,0.604,0.618,ask resident lead,True,True,True,True
1230,69,orchid_engine,Eli,ee36774892,valve knock,mid-task uncertainty,0.548,0.562,pause and inspect,True,True,True,True
1232,69,glass_harbor,Oren,4691632fda,fog seal leak,mid-task uncertainty,0.604,0.618,restock material,True,True,True,True
1234,69,lichen_bridge,Sol,797e050dde,bell mistune,mid-task uncertainty,0.562,0.576,schedule retry,True,True,True,True
1236,69,moss_ward,Fay,23961e054e,wet footing,mid-task uncertainty,0.598,0.612,request safer tool,True,True,True,True
1238,69,cinder_garden,Wren,f54993de4d,calendar mismatch,mid-task uncertainty,0.556,0.57,ask resident lead,True,True,True,True
1240,69,orchid_engine,Cai,fee339b1d9,gear jam,mid-task uncertainty,0.598,0.612,pause and inspect,True,True,True,True
1242,70,cinder_garden,Vale,5e37aea90d,basket spill,mid-task uncertainty,0.598,0.612,pause and inspect,True,True,True,True
1244,70,orchid_engine,Bea,ff802a82b5,valve knock,mid-task uncertainty,0.542,0.556,restock material,True,True,True,True
1246,70,glass_harbor,Puck,b9f27156b1,fog seal leak,mid-task uncertainty,0.598,0.612,schedule retry,True,True,True,True
1248,70,lichen_bridge,Kio,a9335a1d29,bell mistune,mid-task uncertainty,0.542,0.556,request safer tool,True,True,True,True
1250,70,moss_ward,Milo,48ae12c016,wet footing,mid-task uncertainty,0.598,0.612,ask resident lead,True,True,True,True
1252,70,cinder_garden,Juno,5f79a57e6f,calendar mismatch,mid-task uncertainty,0.556,0.57,pause and inspect,True,True,True,True
1254,70,orchid_engine,Dax,3645f43e1d,gear jam,mid-task uncertainty,0.604,0.618,restock material,True,True,True,True
1256,70,glass_harbor,Nia,9a5c1e063a,lamp sputter,mid-task uncertainty,0.556,0.57,schedule retry,True,True,True,True
1258,70,lichen_bridge,Rin,0d07f43a57,token shortage,mid-task uncertainty,0.61,0.624,request safer tool,True,True,True,True
1260,71,glass_harbor,Sera,39906512c4,fog seal leak,mid-task uncertainty,0.598,0.612,request safer tool,True,True,True,True
1262,71,lichen_bridge,Luma,c11ee45638,bell mistune,mid-task uncertainty,0.542,0.556,ask resident lead,True,True,True,True
1264,71,moss_ward,Tala,5b51e19d49,wet footing,mid-task uncertainty,0.61,0.624,pause and inspect,True,True,True,True
1265,71,glass_harbor,Nia,b58364559a,net tear,schedule conflict,0.36,0.38,request safer tool,True,True,True,True
1266,71,cinder_garden,Pax,301d0ea001,calendar mismatch,mid-task uncertainty,0.542,0.556,restock material,True,True,True,True
1268,71,orchid_engine,Eli,b41913dbe2,gear jam,mid-task uncertainty,0.61,0.624,schedule retry,True,True,True,True
1270,71,glass_harbor,Oren,5a399028bb,lamp sputter,mid-task uncertainty,0.562,0.576,request safer tool,True,True,True,True
1272,71,lichen_bridge,Sol,76f402ab6a,token shortage,mid-task uncertainty,0.598,0.612,ask resident lead,True,True,True,True
1274,71,moss_ward,Fay,69fbe1ae68,cord snap,mid-task uncertainty,0.556,0.57,pause and inspect,True,True,True,True
1276,71,cinder_garden,Wren,88d6240bdd,heat spike,mid-task uncertainty,0.598,0.612,restock material,True,True,True,True
1278,72,moss_ward,Ari,27a5f6be30,wet footing,schedule conflict,0.604,0.624,restock material,True,True,True,True
1280,72,cinder_garden,Vale,50e2b859c6,calendar mismatch,mid-task uncertainty,0.548,0.562,schedule retry,True,True,True,True
1282,72,orchid_engine,Bea,2899e764df,gear jam,mid-task uncertainty,0.598,0.612,request safer tool,True,True,True,True
1284,72,glass_harbor,Puck,ed218dd38f,lamp sputter,mid-task uncertainty,0.542,0.556,ask resident lead,True,True,True,True
1286,72,lichen_bridge,Kio,505b3ed3bc,token shortage,mid-task uncertainty,0.598,0.612,pause and inspect,True,True,True,True
1288,72,moss_ward,Milo,022ca473b4,cord snap,mid-task uncertainty,0.556,0.57,restock material,True,True,True,True
1290,72,cinder_garden,Juno,46bd9e887d,heat spike,mid-task uncertainty,0.598,0.612,schedule retry,True,True,True,True
1292,72,orchid_engine,Dax,5ea66d74e7,orchid dim,mid-task uncertainty,0.556,0.57,request safer tool,True,True,True,True
1294,72,glass_harbor,Nia,aa85d5f3cf,net tear,mid-task uncertainty,0.61,0.624,ask resident lead,True,True,True,True
1296,73,orchid_engine,Cai,fee339b1d9,gear jam,mid-task uncertainty,0.612,0.626,ask resident lead,True,True,True,True
1298,73,glass_harbor,Sera,c5ce3bb82a,lamp sputter,mid-task uncertainty,0.556,0.57,pause and inspect,True,True,True,True
1300,73,lichen_bridge,Luma,6e76849c77,token shortage,mid-task uncertainty,0.618,0.632,restock material,True,True,True,True
1302,73,moss_ward,Tala,ffd144b235,cord snap,mid-task uncertainty,0.556,0.57,schedule retry,True,True,True,True
1304,73,cinder_garden,Pax,f91854767d,heat spike,mid-task uncertainty,0.618,0.632,request safer tool,True,True,True,True
1306,73,orchid_engine,Eli,ee36774892,orchid dim,mid-task uncertainty,0.562,0.576,ask resident lead,True,True,True,True
1308,73,glass_harbor,Oren,4691632fda,net tear,mid-task uncertainty,0.618,0.632,pause and inspect,True,True,True,True
1310,73,lichen_bridge,Sol,797e050dde,rope slack,mid-task uncertainty,0.576,0.59,restock material,True,True,True,True
1312,73,moss_ward,Fay,23961e054e,ledger miscopy,mid-task uncertainty,0.612,0.626,schedule retry,True,True,True,True
1314,74,lichen_bridge,Rin,0d07f43a57,token shortage,mid-task uncertainty,0.624,0.638,schedule retry,True,True,True,True
1316,74,moss_ward,Ari,2ea8f2d96e,cord snap,mid-task uncertainty,0.562,0.576,request safer tool,True,True,True,True
1318,74,cinder_garden,Vale,5e37aea90d,heat spike,mid-task uncertainty,0.612,0.626,ask resident lead,True,True,True,True
