tick,day,invariant_name,observed_value,lower_bound,upper_bound,passed,severity,repair_hint,linked_replay_key
1159,65,trust_bounds,0.348313,0.0,1.0,True,ok,none,v58-loop-event-01159
1160,65,debt_nonnegative,0.423111,0.0,3.0,True,ok,none,v58-loop-event-01160
1161,65,project_progress_bounds,0.109138,0.0,1.0,True,ok,none,v58-loop-event-01161
1162,65,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01162
1163,65,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01163
1164,65,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01164
1165,65,trust_bounds,0.347849,0.0,1.0,True,ok,none,v58-loop-event-01165
1166,65,debt_nonnegative,0.448793,0.0,3.0,True,ok,none,v58-loop-event-01166
1167,65,project_progress_bounds,0.116283,0.0,1.0,True,ok,none,v58-loop-event-01167
1168,65,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01168
1169,65,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01169
1170,66,trust_bounds,0.581967,0.0,1.0,True,ok,none,v58-loop-event-01170
1171,66,debt_nonnegative,0.518431,0.0,3.0,True,ok,none,v58-loop-event-01171
1172,66,project_progress_bounds,0.156311,0.0,1.0,True,ok,none,v58-loop-event-01172
1173,66,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01173
1174,66,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01174
1175,66,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01175
1176,66,trust_bounds,0.590454,0.0,1.0,True,ok,none,v58-loop-event-01176
1177,66,debt_nonnegative,0.543669,0.0,3.0,True,ok,none,v58-loop-event-01177
1178,66,project_progress_bounds,0.158713,0.0,1.0,True,ok,none,v58-loop-event-01178
1179,66,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01179
1180,66,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01180
1181,66,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01181
1182,66,trust_bounds,0.570853,0.0,1.0,True,ok,none,v58-loop-event-01182
1183,66,debt_nonnegative,0.531107,0.0,3.0,True,ok,none,v58-loop-event-01183
1184,66,project_progress_bounds,0.15875,0.0,1.0,True,ok,none,v58-loop-event-01184
1185,66,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01185
1186,66,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01186
1187,66,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01187
1188,67,debt_nonnegative,0.521924,0.0,3.0,True,ok,none,v58-loop-event-01188
1189,67,project_progress_bounds,0.186534,0.0,1.0,True,ok,none,v58-loop-event-01189
1190,67,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01190
1191,67,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01191
1192,67,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01192
1193,67,trust_bounds,0.694146,0.0,1.0,True,ok,none,v58-loop-event-01193
1194,67,debt_nonnegative,0.5598,0.0,3.0,True,ok,none,v58-loop-event-01194
1195,67,project_progress_bounds,0.181,0.0,1.0,True,ok,none,v58-loop-event-01195
1196,67,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01196
1197,67,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01197
1198,67,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01198
1199,67,trust_bounds,0.699418,0.0,1.0,True,ok,none,v58-loop-event-01199
1200,67,debt_nonnegative,0.545085,0.0,3.0,True,ok,none,v58-loop-event-01200
1201,67,project_progress_bounds,0.173895,0.0,1.0,True,ok,none,v58-loop-event-01201
1202,67,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01202
1203,67,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01203
1204,67,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01204
1205,67,trust_bounds,0.6961,0.0,1.0,True,ok,none,v58-loop-event-01205
1206,68,project_progress_bounds,0.193548,0.0,1.0,True,ok,none,v58-loop-event-01206
1207,68,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01207
1208,68,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01208
1209,68,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01209
1210,68,trust_bounds,0.64288,0.0,1.0,True,ok,none,v58-loop-event-01210
1211,68,debt_nonnegative,0.451331,0.0,3.0,True,ok,none,v58-loop-event-01211
1212,68,project_progress_bounds,0.185166,0.0,1.0,True,ok,none,v58-loop-event-01212
1213,68,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01213
1214,68,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01214
1215,68,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01215
1216,68,trust_bounds,0.66343,0.0,1.0,True,ok,none,v58-loop-event-01216
1217,68,debt_nonnegative,0.454094,0.0,3.0,True,ok,none,v58-loop-event-01217
1218,68,project_progress_bounds,0.177451,0.0,1.0,True,ok,none,v58-loop-event-01218
1219,68,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01219
1220,68,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01220
1221,68,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01221
1222,68,trust_bounds,0.661856,0.0,1.0,True,ok,none,v58-loop-event-01222
1223,68,debt_nonnegative,0.409454,0.0,3.0,True,ok,none,v58-loop-event-01223
1224,69,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01224
1225,69,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01225
1226,69,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01226
1227,69,trust_bounds,0.470945,0.0,1.0,True,ok,none,v58-loop-event-01227
1228,69,debt_nonnegative,0.341702,0.0,3.0,True,ok,none,v58-loop-event-01228
1229,69,project_progress_bounds,0.197039,0.0,1.0,True,ok,none,v58-loop-event-01229
1230,69,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01230
1231,69,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01231
1232,69,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01232
1233,69,trust_bounds,0.486819,0.0,1.0,True,ok,none,v58-loop-event-01233
1234,69,debt_nonnegative,0.278963,0.0,3.0,True,ok,none,v58-loop-event-01234
1235,69,project_progress_bounds,0.195807,0.0,1.0,True,ok,none,v58-loop-event-01235
1236,69,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01236
1237,69,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01237
1238,69,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01238
1239,69,trust_bounds,0.48457,0.0,1.0,True,ok,none,v58-loop-event-01239
1240,69,debt_nonnegative,0.273355,0.0,3.0,True,ok,none,v58-loop-event-01240
1241,69,project_progress_bounds,0.196965,0.0,1.0,True,ok,none,v58-loop-event-01241
1242,70,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01242
1243,70,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01243
1244,70,trust_bounds,0.32885,0.0,1.0,True,ok,none,v58-loop-event-01244
1245,70,debt_nonnegative,0.236235,0.0,3.0,True,ok,none,v58-loop-event-01245
1246,70,project_progress_bounds,0.23536,0.0,1.0,True,ok,none,v58-loop-event-01246
1247,70,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01247
1248,70,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01248
1249,70,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01249
1250,70,trust_bounds,0.317965,0.0,1.0,True,ok,none,v58-loop-event-01250
1251,70,debt_nonnegative,0.168649,0.0,3.0,True,ok,none,v58-loop-event-01251
1252,70,project_progress_bounds,0.241744,0.0,1.0,True,ok,none,v58-loop-event-01252
1253,70,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01253
1254,70,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01254
1255,70,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01255
1256,70,trust_bounds,0.325318,0.0,1.0,True,ok,none,v58-loop-event-01256
1257,70,debt_nonnegative,0.122296,0.0,3.0,True,ok,none,v58-loop-event-01257
1258,70,project_progress_bounds,0.249427,0.0,1.0,True,ok,none,v58-loop-event-01258
1259,70,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01259
1260,71,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01260
1261,71,trust_bounds,0.311993,0.0,1.0,True,ok,none,v58-loop-event-01261
1262,71,debt_nonnegative,0.144017,0.0,3.0,True,ok,none,v58-loop-event-01262
1263,71,project_progress_bounds,0.294556,0.0,1.0,True,ok,none,v58-loop-event-01263
1264,71,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01264
1265,71,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01265
1266,71,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01266
1267,71,trust_bounds,0.325006,0.0,1.0,True,ok,none,v58-loop-event-01267
1268,71,debt_nonnegative,0.128737,0.0,3.0,True,ok,none,v58-loop-event-01268
1269,71,project_progress_bounds,0.302686,0.0,1.0,True,ok,none,v58-loop-event-01269
1270,71,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01270
1271,71,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01271
1272,71,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01272
1273,71,trust_bounds,0.321082,0.0,1.0,True,ok,none,v58-loop-event-01273
1274,71,debt_nonnegative,0.096022,0.0,3.0,True,ok,none,v58-loop-event-01274
1275,71,project_progress_bounds,0.309831,0.0,1.0,True,ok,none,v58-loop-event-01275
1276,71,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01276
1277,71,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01277
1278,72,trust_bounds,0.494536,0.0,1.0,True,ok,none,v58-loop-event-01278
1279,72,debt_nonnegative,0.086347,0.0,3.0,True,ok,none,v58-loop-event-01279
1280,72,project_progress_bounds,0.34986,0.0,1.0,True,ok,none,v58-loop-event-01280
1281,72,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01281
1282,72,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01282
1283,72,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01283
1284,72,trust_bounds,0.506182,0.0,1.0,True,ok,none,v58-loop-event-01284
1285,72,debt_nonnegative,0.14322,0.0,3.0,True,ok,none,v58-loop-event-01285
1286,72,project_progress_bounds,0.352261,0.0,1.0,True,ok,none,v58-loop-event-01286
1287,72,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01287
1288,72,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01288
1289,72,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01289
1290,72,trust_bounds,0.505475,0.0,1.0,True,ok,none,v58-loop-event-01290
1291,72,debt_nonnegative,0.167948,0.0,3.0,True,ok,none,v58-loop-event-01291
1292,72,project_progress_bounds,0.352299,0.0,1.0,True,ok,none,v58-loop-event-01292
1293,72,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01293
1294,72,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01294
1295,72,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01295
1296,73,debt_nonnegative,0.167221,0.0,3.0,True,ok,none,v58-loop-event-01296
1297,73,project_progress_bounds,0.380083,0.0,1.0,True,ok,none,v58-loop-event-01297
1298,73,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01298
1299,73,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01299
1300,73,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01300
1301,73,trust_bounds,0.66011,0.0,1.0,True,ok,none,v58-loop-event-01301
1302,73,debt_nonnegative,0.192555,0.0,3.0,True,ok,none,v58-loop-event-01302
1303,73,project_progress_bounds,0.374548,0.0,1.0,True,ok,none,v58-loop-event-01303
1304,73,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01304
1305,73,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01305
1306,73,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01306
1307,73,trust_bounds,0.68139,0.0,1.0,True,ok,none,v58-loop-event-01307
1308,73,debt_nonnegative,0.279262,0.0,3.0,True,ok,none,v58-loop-event-01308
1309,73,project_progress_bounds,0.367444,0.0,1.0,True,ok,none,v58-loop-event-01309
1310,73,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01310
1311,73,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01311
1312,73,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01312
1313,73,trust_bounds,0.675896,0.0,1.0,True,ok,none,v58-loop-event-01313
1314,74,project_progress_bounds,0.387097,0.0,1.0,True,ok,none,v58-loop-event-01314
1315,74,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01315
1316,74,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01316
1317,74,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01317
1318,74,trust_bounds,0.671204,0.0,1.0,True,ok,none,v58-loop-event-01318
1319,74,debt_nonnegative,0.339782,0.0,3.0,True,ok,none,v58-loop-event-01319
1320,74,project_progress_bounds,0.378714,0.0,1.0,True,ok,none,v58-loop-event-01320
1321,74,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01321
1322,74,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01322
1323,74,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01323
1324,74,trust_bounds,0.688777,0.0,1.0,True,ok,none,v58-loop-event-01324
1325,74,debt_nonnegative,0.373355,0.0,3.0,True,ok,none,v58-loop-event-01325
1326,74,project_progress_bounds,0.371,0.0,1.0,True,ok,none,v58-loop-event-01326
1327,74,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01327
1328,74,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01328
1329,74,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01329
1330,74,trust_bounds,0.698673,0.0,1.0,True,ok,none,v58-loop-event-01330
1331,74,debt_nonnegative,0.459425,0.0,3.0,True,ok,none,v58-loop-event-01331
1332,75,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01332
1333,75,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01333
1334,75,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01334
1335,75,trust_bounds,0.572426,0.0,1.0,True,ok,none,v58-loop-event-01335
1336,75,debt_nonnegative,0.491906,0.0,3.0,True,ok,none,v58-loop-event-01336
1337,75,project_progress_bounds,0.390587,0.0,1.0,True,ok,none,v58-loop-event-01337
1338,75,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01338
1339,75,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01339
1340,75,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01340
1341,75,trust_bounds,0.556997,0.0,1.0,True,ok,none,v58-loop-event-01341
1342,75,debt_nonnegative,0.496136,0.0,3.0,True,ok,none,v58-loop-event-01342
1343,75,project_progress_bounds,0.389355,0.0,1.0,True,ok,none,v58-loop-event-01343
1344,75,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01344
1345,75,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01345
1346,75,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01346
1347,75,trust_bounds,0.554525,0.0,1.0,True,ok,none,v58-loop-event-01347
1348,75,debt_nonnegative,0.505523,0.0,3.0,True,ok,none,v58-loop-event-01348
1349,75,project_progress_bounds,0.390513,0.0,1.0,True,ok,none,v58-loop-event-01349
1350,76,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01350
1351,76,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01351
1352,76,trust_bounds,0.401402,0.0,1.0,True,ok,none,v58-loop-event-01352
1353,76,debt_nonnegative,0.559417,0.0,3.0,True,ok,none,v58-loop-event-01353
1354,76,project_progress_bounds,0.428909,0.0,1.0,True,ok,none,v58-loop-event-01354
1355,76,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01355
1356,76,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01356
1357,76,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01357
1358,76,trust_bounds,0.379158,0.0,1.0,True,ok,none,v58-loop-event-01358
1359,76,debt_nonnegative,0.563966,0.0,3.0,True,ok,none,v58-loop-event-01359
1360,76,project_progress_bounds,0.435292,0.0,1.0,True,ok,none,v58-loop-event-01360
1361,76,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01361
1362,76,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01362
1363,76,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01363
1364,76,trust_bounds,0.376276,0.0,1.0,True,ok,none,v58-loop-event-01364
1365,76,debt_nonnegative,0.52972,0.0,3.0,True,ok,none,v58-loop-event-01365
1366,76,project_progress_bounds,0.442976,0.0,1.0,True,ok,none,v58-loop-event-01366
1367,76,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01367
1368,77,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01368
1369,77,trust_bounds,0.289347,0.0,1.0,True,ok,none,v58-loop-event-01369
1370,77,debt_nonnegative,0.502472,0.0,3.0,True,ok,none,v58-loop-event-01370
1371,77,project_progress_bounds,0.488105,0.0,1.0,True,ok,none,v58-loop-event-01371
1372,77,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01372
1373,77,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01373
1374,77,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01374
1375,77,trust_bounds,0.319844,0.0,1.0,True,ok,none,v58-loop-event-01375
1376,77,debt_nonnegative,0.519601,0.0,3.0,True,ok,none,v58-loop-event-01376
1377,77,project_progress_bounds,0.496235,0.0,1.0,True,ok,none,v58-loop-event-01377
1378,77,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01378
1379,77,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01379
1380,77,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01380
1381,77,trust_bounds,0.308453,0.0,1.0,True,ok,none,v58-loop-event-01381
1382,77,debt_nonnegative,0.486111,0.0,3.0,True,ok,none,v58-loop-event-01382
1383,77,project_progress_bounds,0.50338,0.0,1.0,True,ok,none,v58-loop-event-01383
1384,77,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01384
1385,77,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01385
1386,78,trust_bounds,0.438468,0.0,1.0,True,ok,none,v58-loop-event-01386
1387,78,debt_nonnegative,0.424794,0.0,3.0,True,ok,none,v58-loop-event-01387
1388,78,project_progress_bounds,0.543408,0.0,1.0,True,ok,none,v58-loop-event-01388
1389,78,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01389
1390,78,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01390
1391,78,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01391
1392,78,trust_bounds,0.427292,0.0,1.0,True,ok,none,v58-loop-event-01392
1393,78,debt_nonnegative,0.366021,0.0,3.0,True,ok,none,v58-loop-event-01393
1394,78,project_progress_bounds,0.54581,0.0,1.0,True,ok,none,v58-loop-event-01394
1395,78,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01395
1396,78,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01396
1397,78,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01397
1398,78,trust_bounds,0.44914,0.0,1.0,True,ok,none,v58-loop-event-01398
1399,78,debt_nonnegative,0.360107,0.0,3.0,True,ok,none,v58-loop-event-01399
1400,78,project_progress_bounds,0.545847,0.0,1.0,True,ok,none,v58-loop-event-01400
1401,78,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01401
1402,78,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01402
1403,78,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01403
1404,79,debt_nonnegative,0.319472,0.0,3.0,True,ok,none,v58-loop-event-01404
1405,79,project_progress_bounds,0.573631,0.0,1.0,True,ok,none,v58-loop-event-01405
1406,79,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01406
1407,79,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01407
1408,79,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01408
1409,79,trust_bounds,0.597262,0.0,1.0,True,ok,none,v58-loop-event-01409
1410,79,debt_nonnegative,0.243937,0.0,3.0,True,ok,none,v58-loop-event-01410
1411,79,project_progress_bounds,0.568097,0.0,1.0,True,ok,none,v58-loop-event-01411
1412,79,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01412
1413,79,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01413
1414,79,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01414
1415,79,trust_bounds,0.611535,0.0,1.0,True,ok,none,v58-loop-event-01415
1416,79,debt_nonnegative,0.185938,0.0,3.0,True,ok,none,v58-loop-event-01416
1417,79,project_progress_bounds,0.560992,0.0,1.0,True,ok,none,v58-loop-event-01417
1418,79,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01418
1419,79,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01419
1420,79,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01420
1421,79,trust_bounds,0.620287,0.0,1.0,True,ok,none,v58-loop-event-01421
1422,80,project_progress_bounds,0.580645,0.0,1.0,True,ok,none,v58-loop-event-01422
1423,80,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01423
1424,80,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01424
1425,80,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01425
1426,80,trust_bounds,0.697727,0.0,1.0,True,ok,none,v58-loop-event-01426
1427,80,debt_nonnegative,0.163435,0.0,3.0,True,ok,none,v58-loop-event-01427
1428,80,project_progress_bounds,0.572263,0.0,1.0,True,ok,none,v58-loop-event-01428
1429,80,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01429
1430,80,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01430
1431,80,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01431
1432,80,trust_bounds,0.69783,0.0,1.0,True,ok,none,v58-loop-event-01432
1433,80,debt_nonnegative,0.112193,0.0,3.0,True,ok,none,v58-loop-event-01433
1434,80,project_progress_bounds,0.564548,0.0,1.0,True,ok,none,v58-loop-event-01434
1435,80,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01435
1436,80,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01436
1437,80,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01437
1438,80,trust_bounds,0.689696,0.0,1.0,True,ok,none,v58-loop-event-01438
1439,80,debt_nonnegative,0.084955,0.0,3.0,True,ok,none,v58-loop-event-01439
1440,81,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01440
1441,81,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01441
1442,81,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01442
1443,81,trust_bounds,0.628344,0.0,1.0,True,ok,none,v58-loop-event-01443
1444,81,debt_nonnegative,0.124048,0.0,3.0,True,ok,none,v58-loop-event-01444
1445,81,project_progress_bounds,0.584135,0.0,1.0,True,ok,none,v58-loop-event-01445
1446,81,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01446
1447,81,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01447
1448,81,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01448
1449,81,trust_bounds,0.626918,0.0,1.0,True,ok,none,v58-loop-event-01449
1450,81,debt_nonnegative,0.13046,0.0,3.0,True,ok,none,v58-loop-event-01450
1451,81,project_progress_bounds,0.582904,0.0,1.0,True,ok,none,v58-loop-event-01451
1452,81,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01452
1453,81,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01453
1454,81,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01454
1455,81,trust_bounds,0.611239,0.0,1.0,True,ok,none,v58-loop-event-01455
1456,81,debt_nonnegative,0.119352,0.0,3.0,True,ok,none,v58-loop-event-01456
1457,81,project_progress_bounds,0.584061,0.0,1.0,True,ok,none,v58-loop-event-01457
1458,82,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01458
1459,82,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01459
1460,82,trust_bounds,0.449647,0.0,1.0,True,ok,none,v58-loop-event-01460
1461,82,debt_nonnegative,0.126852,0.0,3.0,True,ok,none,v58-loop-event-01461
1462,82,project_progress_bounds,0.622457,0.0,1.0,True,ok,none,v58-loop-event-01462
1463,82,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01463
1464,82,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01464
1465,82,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01465
1466,82,trust_bounds,0.444966,0.0,1.0,True,ok,none,v58-loop-event-01466
1467,82,debt_nonnegative,0.202462,0.0,3.0,True,ok,none,v58-loop-event-01467
1468,82,project_progress_bounds,0.628841,0.0,1.0,True,ok,none,v58-loop-event-01468
1469,82,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01469
1470,82,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-01470
1471,82,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01471
1472,82,trust_bounds,0.444674,0.0,1.0,True,ok,none,v58-loop-event-01472
1473,82,debt_nonnegative,0.24302,0.0,3.0,True,ok,none,v58-loop-event-01473
1474,82,project_progress_bounds,0.636524,0.0,1.0,True,ok,none,v58-loop-event-01474
1475,82,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-01475
1476,83,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-01476
