tick_id,day,owner,project_id,energy,fatigue_before,fatigue_delta,fatigue_after,movement_effort,comfort,pain,rest_action,recovery_visible
244,14,Ari,west_bridge_repair,0.93889,0.0922,-0.014,0.0782,0.197204,0.797084,0.06,ambient recovery,true
245,14,Fay,herb_roof_garden,0.844657,0.11895,-0.014,0.10495,0.203089,0.786919,0.06,ambient recovery,true
246,14,Milo,north_lantern_relay,0.915162,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
247,14,Nia,archive_weather_log,0.73722,0.08515,0.05275,0.1379,0.760338,0.714398,0.06,none,false
248,14,Ari,west_bridge_repair,0.94379,0.0782,-0.014,0.0642,0.194124,0.802404,0.06,ambient recovery,true
249,14,Fay,herb_roof_garden,0.849557,0.10495,-0.014,0.09095,0.200009,0.792239,0.06,ambient recovery,true
250,14,Milo,north_lantern_relay,0.934412,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
251,14,Nia,archive_weather_log,0.75647,0.1379,-0.055,0.0829,0.198238,0.795298,0.06,routine rest,true
252,15,Fay,herb_roof_garden,0.868807,0.09095,-0.04095,0.05,0.191,0.8078,0.06,routine rest,true
253,15,Milo,north_lantern_relay,0.953662,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
254,15,Nia,archive_weather_log,0.76137,0.0829,-0.014,0.0689,0.195158,0.800618,0.06,ambient recovery,true
255,15,Ari,west_bridge_repair,0.91948,0.0642,0.0442,0.1084,0.563848,0.725608,0.06,none,false
256,15,Fay,herb_roof_garden,0.873707,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
257,15,Milo,north_lantern_relay,0.92465,0.05,0.05275,0.10275,0.752605,0.727755,0.06,none,false
258,15,Nia,archive_weather_log,0.76627,0.0689,-0.014,0.0549,0.192078,0.805938,0.06,ambient recovery,true
259,15,Ari,west_bridge_repair,0.892447,0.1084,0.04915,0.15755,0.684661,0.706931,0.06,none,false
260,15,Fay,herb_roof_garden,0.878607,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
261,15,Milo,north_lantern_relay,0.897617,0.10275,0.04915,0.1519,0.683418,0.709078,0.06,none,false
262,15,Nia,archive_weather_log,0.77117,0.0549,-0.0049,0.05,0.191,0.8078,0.06,ambient recovery,true
263,15,Ari,west_bridge_repair,0.897347,0.15755,-0.014,0.14355,0.211581,0.772251,0.06,ambient recovery,true
264,15,Fay,herb_roof_garden,0.883508,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
265,15,Milo,north_lantern_relay,0.902517,0.1519,-0.014,0.1379,0.210338,0.774398,0.06,ambient recovery,true
266,15,Nia,archive_weather_log,0.744138,0.05,0.04915,0.09915,0.671813,0.729123,0.06,none,false
267,15,Ari,west_bridge_repair,0.902247,0.14355,-0.014,0.12955,0.208501,0.777571,0.06,ambient recovery,true
268,15,Fay,herb_roof_garden,0.902757,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
269,15,Milo,north_lantern_relay,0.921767,0.1379,-0.055,0.0829,0.198238,0.795298,0.06,routine rest,true
270,16,Nia,archive_weather_log,0.763388,0.09915,-0.04915,0.05,0.191,0.8078,0.06,routine rest,true
271,16,Ari,west_bridge_repair,0.921497,0.12955,-0.055,0.07455,0.196401,0.798471,0.06,routine rest,true
272,16,Fay,herb_roof_garden,0.907658,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
273,16,Milo,north_lantern_relay,0.926667,0.0829,-0.014,0.0689,0.195158,0.800618,0.06,ambient recovery,true
274,16,Nia,archive_weather_log,0.768288,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
275,16,Ari,west_bridge_repair,0.926397,0.07455,-0.014,0.06055,0.193321,0.803791,0.06,ambient recovery,true
276,16,Fay,herb_roof_garden,0.880625,0.05,0.04915,0.09915,0.671813,0.729123,0.06,none,false
277,16,Milo,north_lantern_relay,0.931567,0.0689,-0.014,0.0549,0.192078,0.805938,0.06,ambient recovery,true
278,16,Nia,archive_weather_log,0.773188,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
279,16,Ari,west_bridge_repair,0.931298,0.06055,-0.01055,0.05,0.191,0.8078,0.06,ambient recovery,true
280,16,Fay,herb_roof_garden,0.885525,0.09915,-0.014,0.08515,0.198733,0.794443,0.06,ambient recovery,true
281,16,Milo,north_lantern_relay,0.902555,0.0549,0.05275,0.10765,0.753683,0.725893,0.06,none,false
282,16,Nia,archive_weather_log,0.778088,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
283,16,Ari,west_bridge_repair,0.936198,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
284,16,Fay,herb_roof_garden,0.890425,0.08515,-0.014,0.07115,0.195653,0.799763,0.06,ambient recovery,true
285,16,Milo,north_lantern_relay,0.875522,0.10765,0.04915,0.1568,0.684496,0.707216,0.06,none,false
286,16,Nia,archive_weather_log,0.797338,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
287,16,Ari,west_bridge_repair,0.955448,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
288,17,Fay,herb_roof_garden,0.909675,0.07115,-0.02115,0.05,0.191,0.8078,0.06,routine rest,true
289,17,Milo,north_lantern_relay,0.894772,0.1568,-0.055,0.1018,0.202396,0.788116,0.06,routine rest,true
290,17,Nia,archive_weather_log,0.770305,0.05,0.04915,0.09915,0.671813,0.729123,0.06,none,false
291,17,Ari,west_bridge_repair,0.926435,0.05,0.05275,0.10275,0.752605,0.727755,0.06,none,false
292,17,Fay,herb_roof_garden,0.880663,0.05,0.05275,0.10275,0.752605,0.727755,0.06,none,false
293,17,Milo,north_lantern_relay,0.899672,0.1018,-0.014,0.0878,0.199316,0.793436,0.06,ambient recovery,true
294,17,Nia,archive_weather_log,0.775205,0.09915,-0.014,0.08515,0.198733,0.794443,0.06,ambient recovery,true
295,17,Ari,west_bridge_repair,0.931335,0.10275,-0.014,0.08875,0.199525,0.793075,0.06,ambient recovery,true
296,17,Fay,herb_roof_garden,0.885563,0.10275,-0.014,0.08875,0.199525,0.793075,0.06,ambient recovery,true
297,17,Milo,north_lantern_relay,0.861337,0.0878,0.0697,0.1575,0.95465,0.69925,0.095,none,false
298,17,Nia,archive_weather_log,0.780105,0.08515,-0.014,0.07115,0.195653,0.799763,0.06,ambient recovery,true
299,17,Ari,west_bridge_repair,0.936235,0.08875,-0.014,0.07475,0.196445,0.798395,0.06,ambient recovery,true
300,17,Fay,herb_roof_garden,0.890463,0.08875,-0.014,0.07475,0.196445,0.798395,0.06,ambient recovery,true
301,17,Milo,north_lantern_relay,0.866237,0.1575,-0.014,0.1435,0.21157,0.77227,0.06,ambient recovery,true
302,17,Nia,archive_weather_log,0.753073,0.07115,0.04915,0.1203,0.676466,0.721086,0.06,none,false
303,17,Ari,west_bridge_repair,0.941135,0.07475,-0.014,0.06075,0.193365,0.803715,0.06,ambient recovery,true
304,17,Fay,herb_roof_garden,0.909713,0.07475,-0.02475,0.05,0.191,0.8078,0.06,routine rest,true
305,17,Milo,north_lantern_relay,0.885487,0.1435,-0.055,0.0885,0.19947,0.79317,0.06,routine rest,true
306,18,Ari,west_bridge_repair,0.96,0.06075,-0.01075,0.05,0.191,0.8078,0.06,routine rest,true
307,18,Fay,herb_roof_garden,0.928963,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
308,18,Milo,north_lantern_relay,0.853753,0.0885,0.0577,0.1462,0.872164,0.711244,0.06,none,false
309,18,Nia,archive_weather_log,0.757973,0.1203,-0.014,0.1063,0.203386,0.786406,0.06,ambient recovery,true
310,18,Ari,west_bridge_repair,0.932967,0.05,0.04915,0.09915,0.671813,0.729123,0.06,none,false
311,18,Fay,herb_roof_garden,0.90193,0.05,0.04915,0.09915,0.671813,0.729123,0.06,none,false
312,18,Milo,north_lantern_relay,0.858653,0.1462,-0.014,0.1322,0.209084,0.776564,0.06,ambient recovery,true
313,18,Nia,archive_weather_log,0.762873,0.1063,-0.014,0.0923,0.200306,0.791726,0.06,ambient recovery,true
314,18,Ari,west_bridge_repair,0.937867,0.09915,-0.014,0.08515,0.198733,0.794443,0.06,ambient recovery,true
315,18,Fay,herb_roof_garden,0.90683,0.09915,-0.014,0.08515,0.198733,0.794443,0.06,ambient recovery,true
316,18,Milo,north_lantern_relay,0.828898,0.1322,0.0541,0.1863,0.800986,0.696006,0.06,none,false
317,18,Nia,archive_weather_log,0.767773,0.0923,-0.014,0.0783,0.197226,0.797046,0.06,ambient recovery,true
318,18,Ari,west_bridge_repair,0.942767,0.08515,-0.014,0.07115,0.195653,0.799763,0.06,ambient recovery,true
319,18,Fay,herb_roof_garden,0.91173,0.08515,-0.014,0.07115,0.195653,0.799763,0.06,ambient recovery,true
320,18,Milo,north_lantern_relay,0.833798,0.1863,-0.014,0.1723,0.217906,0.761326,0.06,ambient recovery,true
321,18,Nia,archive_weather_log,0.73216,0.0783,0.06475,0.14305,0.841471,0.704741,0.095,none,false
322,18,Ari,west_bridge_repair,0.96,0.07115,-0.02115,0.05,0.191,0.8078,0.06,routine rest,true
323,18,Fay,herb_roof_garden,0.93098,0.07115,-0.02115,0.05,0.191,0.8078,0.06,routine rest,true
324,19,Milo,north_lantern_relay,0.853048,0.1723,-0.055,0.1173,0.205806,0.782226,0.06,routine rest,true
325,19,Nia,archive_weather_log,0.75141,0.14305,-0.055,0.08805,0.199371,0.793341,0.06,routine rest,true
326,19,Ari,west_bridge_repair,0.930987,0.05,0.05275,0.10275,0.752605,0.727755,0.06,none,false
327,19,Fay,herb_roof_garden,0.93588,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
328,19,Milo,north_lantern_relay,0.857948,0.1173,-0.014,0.1033,0.202726,0.787546,0.06,ambient recovery,true
329,19,Nia,archive_weather_log,0.75631,0.08805,-0.014,0.07405,0.196291,0.798661,0.06,ambient recovery,true
330,19,Ari,west_bridge_repair,0.935887,0.10275,-0.014,0.08875,0.199525,0.793075,0.06,ambient recovery,true
331,19,Fay,herb_roof_garden,0.906868,0.05,0.05275,0.10275,0.752605,0.727755,0.06,none,false
332,19,Milo,north_lantern_relay,0.862848,0.1033,-0.014,0.0893,0.199646,0.792866,0.06,ambient recovery,true
333,19,Nia,archive_weather_log,0.76121,0.07405,-0.014,0.06005,0.193211,0.803981,0.06,ambient recovery,true
334,19,Ari,west_bridge_repair,0.940787,0.08875,-0.014,0.07475,0.196445,0.798395,0.06,ambient recovery,true
335,19,Fay,herb_roof_garden,0.911768,0.10275,-0.014,0.08875,0.199525,0.793075,0.06,ambient recovery,true
336,19,Milo,north_lantern_relay,0.826493,0.0893,0.0661,0.1554,0.874188,0.700048,0.095,none,false
337,19,Nia,archive_weather_log,0.732198,0.06005,0.05275,0.1128,0.754816,0.723936,0.06,none,false
338,19,Ari,west_bridge_repair,0.911775,0.07475,0.05275,0.1275,0.75805,0.71835,0.06,none,false
339,19,Fay,herb_roof_garden,0.916668,0.08875,-0.014,0.07475,0.196445,0.798395,0.06,ambient recovery,true
340,19,Milo,north_lantern_relay,0.845743,0.1554,-0.055,0.1004,0.202088,0.788648,0.06,routine rest,true
341,19,Nia,archive_weather_log,0.751448,0.1128,-0.055,0.0578,0.192716,0.804836,0.06,routine rest,true
342,20,Ari,west_bridge_repair,0.931025,0.1275,-0.055,0.0725,0.19595,0.79925,0.06,routine rest,true
343,20,Fay,herb_roof_garden,0.935918,0.07475,-0.02475,0.05,0.271,0.8001,0.095,routine rest,true
344,20,Milo,north_lantern_relay,0.850643,0.1004,-0.014,0.0864,0.199008,0.793968,0.06,ambient recovery,true
345,20,Nia,archive_weather_log,0.756348,0.0578,-0.0078,0.05,0.191,0.8078,0.06,ambient recovery,true
346,20,Ari,west_bridge_repair,0.935925,0.0725,-0.014,0.0585,0.19287,0.80457,0.06,ambient recovery,true
347,20,Fay,herb_roof_garden,0.899563,0.05,0.0661,0.1161,0.865542,0.714982,0.095,none,false
348,20,Milo,north_lantern_relay,0.855543,0.0864,-0.014,0.0724,0.195928,0.799288,0.06,ambient recovery,true
349,20,Nia,archive_weather_log,0.761248,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
350,20,Ari,west_bridge_repair,0.940825,0.0585,-0.0085,0.05,0.191,0.8078,0.06,ambient recovery,true
351,20,Fay,herb_roof_garden,0.904463,0.1161,-0.014,0.1021,0.202462,0.788002,0.06,ambient recovery,true
352,20,Milo,north_lantern_relay,0.825788,0.0724,0.0541,0.1265,0.78783,0.71873,0.06,none,false
353,20,Nia,archive_weather_log,0.766148,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
354,20,Ari,west_bridge_repair,0.945725,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
355,20,Fay,herb_roof_garden,0.909363,0.1021,-0.014,0.0881,0.199382,0.793322,0.06,ambient recovery,true
356,20,Milo,north_lantern_relay,0.830688,0.1265,-0.014,0.1125,0.20475,0.78405,0.06,ambient recovery,true
357,20,Nia,archive_weather_log,0.729793,0.05,0.0661,0.1161,0.865542,0.714982,0.095,none,false
358,20,Ari,west_bridge_repair,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
359,20,Fay,herb_roof_garden,0.928613,0.0881,-0.0381,0.05,0.191,0.8078,0.06,routine rest,true
360,21,Nia,archive_weather_log,0.749043,0.1161,-0.055,0.0611,0.193442,0.803582,0.06,routine rest,true
361,21,Ari,west_bridge_repair,0.96,0.05,0.0,0.05,0.271,0.8001,0.095,routine rest,true
362,21,Fay,herb_roof_garden,0.933513,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
363,21,Milo,north_lantern_relay,0.835588,0.1125,-0.014,0.0985,0.20167,0.78937,0.06,ambient recovery,true
364,21,Nia,archive_weather_log,0.753943,0.0611,-0.0111,0.05,0.191,0.8078,0.06,ambient recovery,true
365,21,Ari,west_bridge_repair,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
366,21,Fay,herb_roof_garden,0.901778,0.05,0.0577,0.1077,0.863694,0.725874,0.06,none,false
367,21,Milo,north_lantern_relay,0.840488,0.0985,-0.014,0.0845,0.19859,0.79469,0.06,ambient recovery,true
368,21,Nia,archive_weather_log,0.758843,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
369,21,Ari,west_bridge_repair,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
370,21,Fay,herb_roof_garden,0.906678,0.1077,-0.014,0.0937,0.200614,0.791194,0.06,ambient recovery,true
371,21,Milo,north_lantern_relay,0.808753,0.0845,0.0577,0.1422,0.871284,0.712764,0.06,none,false
372,21,Nia,archive_weather_log,0.763743,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
373,21,Ari,west_bridge_repair,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
374,21,Fay,herb_roof_garden,0.911578,0.0937,-0.014,0.0797,0.197534,0.796514,0.06,ambient recovery,true
375,21,Milo,north_lantern_relay,0.813653,0.1422,-0.014,0.1282,0.208204,0.778084,0.06,ambient recovery,true
376,21,Nia,archive_weather_log,0.782993,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
377,21,Ari,west_bridge_repair,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
378,22,Fay,herb_roof_garden,0.930828,0.0797,-0.0297,0.05,0.191,0.8078,0.06,routine rest,true
379,22,Milo,north_lantern_relay,0.832903,0.1282,-0.055,0.0732,0.196104,0.798984,0.06,routine rest,true
380,22,Nia,archive_weather_log,0.787893,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
381,22,Ari,west_bridge_repair,0.926368,0.05,0.06115,0.11115,0.754453,0.716863,0.095,none,false
382,22,Fay,herb_roof_garden,0.935728,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
383,22,Milo,north_lantern_relay,0.837803,0.0732,-0.014,0.0592,0.193024,0.804304,0.06,ambient recovery,true
384,22,Nia,archive_weather_log,0.792793,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
385,22,Ari,west_bridge_repair,0.931268,0.11115,-0.014,0.09715,0.201373,0.789883,0.06,ambient recovery,true
386,22,Fay,herb_roof_garden,0.940628,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
387,22,Milo,north_lantern_relay,0.808048,0.0592,0.0541,0.1133,0.784926,0.723746,0.06,none,false
388,22,Nia,archive_weather_log,0.797693,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
389,22,Ari,west_bridge_repair,0.902255,0.09715,0.05275,0.1499,0.762978,0.709838,0.06,none,false
390,22,Fay,herb_roof_garden,0.945528,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
391,22,Milo,north_lantern_relay,0.812948,0.1133,-0.014,0.0993,0.201846,0.789066,0.06,ambient recovery,true
392,22,Nia,archive_weather_log,0.767938,0.05,0.0541,0.1041,0.782902,0.727242,0.06,none,false
393,22,Ari,west_bridge_repair,0.907155,0.1499,-0.014,0.1359,0.209898,0.775158,0.06,ambient recovery,true
394,22,Fay,herb_roof_garden,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
395,22,Milo,north_lantern_relay,0.832198,0.0993,-0.0493,0.05,0.191,0.8078,0.06,routine rest,true
396,23,Nia,archive_weather_log,0.787188,0.1041,-0.0541,0.05,0.191,0.8078,0.06,routine rest,true
397,23,Ari,west_bridge_repair,0.926405,0.1359,-0.055,0.0809,0.197798,0.796058,0.06,routine rest,true
398,23,Fay,herb_roof_garden,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
399,23,Milo,north_lantern_relay,0.837098,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
400,23,Nia,archive_weather_log,0.792088,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
401,23,Ari,west_bridge_repair,0.931305,0.0809,-0.014,0.0669,0.194718,0.801378,0.06,ambient recovery,true
402,23,Fay,herb_roof_garden,0.930245,0.05,0.0541,0.1041,0.782902,0.727242,0.06,none,false
403,23,Milo,north_lantern_relay,0.841998,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
404,23,Nia,archive_weather_log,0.796988,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
405,23,Ari,west_bridge_repair,0.936205,0.0669,-0.014,0.0529,0.191638,0.806698,0.06,ambient recovery,true
406,23,Fay,herb_roof_garden,0.935145,0.1041,-0.014,0.0901,0.199822,0.792562,0.06,ambient recovery,true
407,23,Milo,north_lantern_relay,0.80952,0.05,0.05905,0.10905,0.893991,0.725361,0.06,none,false
408,23,Nia,archive_weather_log,0.801888,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
409,23,Ari,west_bridge_repair,0.941105,0.0529,-0.0029,0.05,0.191,0.8078,0.06,ambient recovery,true
410,23,Fay,herb_roof_garden,0.940045,0.0901,-0.014,0.0761,0.196742,0.797882,0.06,ambient recovery,true
411,23,Milo,north_lantern_relay,0.81442,0.10905,-0.014,0.09505,0.200911,0.790681,0.06,ambient recovery,true
412,23,Nia,archive_weather_log,0.821138,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
413,23,Ari,west_bridge_repair,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
414,24,Milo,north_lantern_relay,0.83367,0.09505,-0.04505,0.05,0.191,0.8078,0.06,routine rest,true
415,24,Nia,archive_weather_log,0.840388,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
416,24,Ari,west_bridge_repair,0.930987,0.05,0.05275,0.10275,0.752605,0.727755,0.06,none,false
417,24,Fay,herb_roof_garden,0.944945,0.0761,-0.014,0.0621,0.193662,0.803202,0.06,ambient recovery,true
418,24,Milo,north_lantern_relay,0.83857,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
419,24,Nia,archive_weather_log,0.845288,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
420,24,Ari,west_bridge_repair,0.935887,0.10275,-0.014,0.08875,0.199525,0.793075,0.06,ambient recovery,true
421,24,Fay,herb_roof_garden,0.90859,0.0621,0.0661,0.1282,0.868204,0.710384,0.095,none,false
422,24,Milo,north_lantern_relay,0.84347,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
423,24,Nia,archive_weather_log,0.850188,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
424,24,Ari,west_bridge_repair,0.940787,0.08875,-0.014,0.07475,0.196445,0.798395,0.06,ambient recovery,true
425,24,Fay,herb_roof_garden,0.91349,0.1282,-0.014,0.1142,0.205124,0.783404,0.06,ambient recovery,true
426,24,Milo,north_lantern_relay,0.84837,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
427,24,Nia,archive_weather_log,0.813833,0.05,0.0661,0.1161,0.865542,0.714982,0.095,none,false
428,24,Ari,west_bridge_repair,0.945688,0.07475,-0.014,0.06075,0.193365,0.803715,0.06,ambient recovery,true
429,24,Fay,herb_roof_garden,0.91839,0.1142,-0.014,0.1002,0.202044,0.788724,0.06,ambient recovery,true
430,24,Milo,north_lantern_relay,0.86762,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
431,24,Nia,archive_weather_log,0.833083,0.1161,-0.055,0.0611,0.193442,0.803582,0.06,routine rest,true
432,25,Ari,west_bridge_repair,0.96,0.06075,-0.01075,0.05,0.191,0.8078,0.06,routine rest,true
433,25,Fay,herb_roof_garden,0.93764,0.1002,-0.0502,0.05,0.191,0.8078,0.06,routine rest,true
434,25,Milo,north_lantern_relay,0.87252,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
435,25,Nia,archive_weather_log,0.837983,0.0611,-0.0111,0.05,0.191,0.8078,0.06,ambient recovery,true
436,25,Ari,west_bridge_repair,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
437,25,Fay,herb_roof_garden,0.907885,0.05,0.0541,0.1041,0.782902,0.727242,0.06,none,false
438,25,Milo,north_lantern_relay,0.840043,0.05,0.05905,0.10905,0.893991,0.725361,0.06,none,false
439,25,Nia,archive_weather_log,0.842883,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
440,25,Ari,west_bridge_repair,0.928265,0.05,0.0577,0.1077,0.863694,0.725874,0.06,none,false
441,25,Fay,herb_roof_garden,0.912785,0.1041,-0.014,0.0901,0.199822,0.792562,0.06,ambient recovery,true
442,25,Milo,north_lantern_relay,0.824643,0.10905,0.028,0.13705,0.210151,0.714721,0.06,none,false
443,25,Nia,archive_weather_log,0.847783,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
444,25,Ari,west_bridge_repair,0.933165,0.1077,-0.014,0.0937,0.200614,0.791194,0.06,ambient recovery,true
445,25,Fay,herb_roof_garden,0.917685,0.0901,-0.014,0.0761,0.196742,0.797882,0.06,ambient recovery,true
446,25,Milo,north_lantern_relay,0.829543,0.13705,-0.014,0.12305,0.207071,0.780041,0.06,ambient recovery,true
447,25,Nia,archive_weather_log,0.811428,0.05,0.0661,0.1161,0.865542,0.714982,0.095,none,false
448,25,Ari,west_bridge_repair,0.952415,0.0937,-0.0437,0.05,0.191,0.8078,0.06,routine rest,true
449,25,Fay,herb_roof_garden,0.936935,0.0761,-0.0261,0.05,0.191,0.8078,0.06,routine rest,true
450,26,Milo,north_lantern_relay,0.848793,0.12305,-0.055,0.06805,0.194971,0.800941,0.06,routine rest,true
451,26,Nia,archive_weather_log,0.830678,0.1161,-0.055,0.0611,0.193442,0.803582,0.06,routine rest,true
452,26,Ari,west_bridge_repair,0.92266,0.05,0.0541,0.1041,0.782902,0.727242,0.06,none,false
453,26,Fay,herb_roof_garden,0.941835,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
454,26,Milo,north_lantern_relay,0.853693,0.06805,-0.014,0.05405,0.191891,0.806261,0.06,ambient recovery,true
455,26,Nia,archive_weather_log,0.835578,0.0611,-0.0111,0.05,0.191,0.8078,0.06,ambient recovery,true
456,26,Ari,west_bridge_repair,0.92756,0.1041,-0.014,0.0901,0.199822,0.792562,0.06,ambient recovery,true
457,26,Fay,herb_roof_garden,0.9101,0.05,0.0577,0.1077,0.863694,0.725874,0.06,none,false
458,26,Milo,north_lantern_relay,0.858593,0.05405,-0.00405,0.05,0.191,0.8078,0.06,ambient recovery,true
459,26,Nia,archive_weather_log,0.840478,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
460,26,Ari,west_bridge_repair,0.93246,0.0901,-0.014,0.0761,0.196742,0.797882,0.06,ambient recovery,true
461,26,Fay,herb_roof_garden,0.915,0.1077,-0.014,0.0937,0.200614,0.791194,0.06,ambient recovery,true
462,26,Milo,north_lantern_relay,0.863493,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
463,26,Nia,archive_weather_log,0.808743,0.05,0.0577,0.1077,0.863694,0.725874,0.06,none,false
464,26,Ari,west_bridge_repair,0.93736,0.0761,-0.014,0.0621,0.193662,0.803202,0.06,ambient recovery,true
465,26,Fay,herb_roof_garden,0.9199,0.0937,-0.014,0.0797,0.197534,0.796514,0.06,ambient recovery,true
466,26,Milo,north_lantern_relay,0.882743,0.05,0.0,0.05,0.271,0.8001,0.095,routine rest,true
467,26,Nia,archive_weather_log,0.827993,0.1077,-0.055,0.0527,0.191594,0.806774,0.06,routine rest,true
468,27,Fay,herb_roof_garden,0.93915,0.0797,-0.0297,0.05,0.191,0.8078,0.06,routine rest,true
469,27,Milo,north_lantern_relay,0.901993,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
470,27,Nia,archive_weather_log,0.832893,0.0527,-0.0027,0.05,0.191,0.8078,0.06,ambient recovery,true
471,27,Ari,west_bridge_repair,0.907605,0.0621,0.0541,0.1162,0.785564,0.722644,0.06,none,false
472,27,Fay,herb_roof_garden,0.94405,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
473,27,Milo,north_lantern_relay,0.906893,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
474,27,Nia,archive_weather_log,0.837793,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
475,27,Ari,west_bridge_repair,0.912505,0.1162,-0.014,0.1022,0.202484,0.787964,0.06,ambient recovery,true
476,27,Fay,herb_roof_garden,0.94895,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
477,27,Milo,north_lantern_relay,0.891493,0.05,0.028,0.078,0.19716,0.73716,0.06,none,false
478,27,Nia,archive_weather_log,0.842693,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
479,27,Ari,west_bridge_repair,0.917405,0.1022,-0.014,0.0882,0.199404,0.793284,0.06,ambient recovery,true
480,27,Fay,herb_roof_garden,0.95385,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
481,27,Milo,north_lantern_relay,0.896393,0.078,-0.014,0.064,0.19408,0.80248,0.06,ambient recovery,true
482,27,Nia,archive_weather_log,0.812938,0.05,0.0541,0.1041,0.782902,0.727242,0.06,none,false
483,27,Ari,west_bridge_repair,0.922305,0.0882,-0.014,0.0742,0.196324,0.798604,0.06,ambient recovery,true
484,27,Fay,herb_roof_garden,0.96,0.05,0.0,0.05,0.271,0.8001,0.095,routine rest,true
485,27,Milo,north_lantern_relay,0.915643,0.064,-0.014,0.05,0.191,0.8078,0.06,routine rest,true
486,28,Nia,archive_weather_log,0.832188,0.1041,-0.0541,0.05,0.191,0.8078,0.06,routine rest,true
487,28,Ari,west_bridge_repair,0.941555,0.0742,-0.0242,0.05,0.271,0.8001,0.095,routine rest,true
488,28,Fay,herb_roof_garden,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
