tick_id,day,season,region_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_region
222,14,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
223,14,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,ambient-rate,True
224,15,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
225,15,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
226,15,spring_rain,signal_ridge,moving trade tokens,guild hammers,wet river mud,mild air,soaked path,shared guild work,season-pulse,True
227,15,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
228,15,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
229,15,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
230,15,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
231,15,spring_rain,signal_ridge,moving trade tokens,guild hammers,wet river mud,mild air,soaked path,shared guild work,season-pulse,True
232,15,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
233,15,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
234,15,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
235,15,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
236,15,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
237,15,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
238,15,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
239,15,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,ambient-rate,True
240,16,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
241,16,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
242,16,spring_rain,orchard_fen,moving trade tokens,guild hammers,wet river mud,mild air,soaked path,shared guild work,season-pulse,True
243,16,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
244,16,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
245,16,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
246,16,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
247,16,spring_rain,orchard_fen,moving trade tokens,guild hammers,wet river mud,mild air,soaked path,shared guild work,season-pulse,True
248,16,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
249,16,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
250,16,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
251,16,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
252,16,spring_rain,orchard_fen,moving trade tokens,guild hammers,wet river mud,mild air,soaked path,shared guild work,flower-node,True
253,16,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
254,16,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
255,16,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,ambient-rate,True
256,17,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
257,17,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
258,17,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
259,17,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
260,17,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
261,17,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
262,17,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
263,17,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
264,17,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
265,17,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
266,17,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
267,17,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
268,17,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
269,17,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
270,17,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
271,17,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,ambient-rate,True
272,18,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
273,18,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
274,18,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
275,18,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
276,18,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
277,18,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
278,18,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
279,18,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
280,18,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
281,18,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
282,18,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
283,18,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
284,18,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
285,18,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
286,18,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
287,18,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,ambient-rate,True
288,19,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
289,19,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
290,19,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
291,19,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
292,19,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
293,19,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
294,19,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
295,19,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
296,19,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
297,19,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
298,19,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
299,19,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
300,19,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
301,19,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
302,19,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
303,19,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,ambient-rate,True
304,20,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
305,20,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
306,20,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
307,20,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
308,20,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
309,20,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
310,20,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
311,20,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
312,20,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
313,20,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
314,20,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
315,20,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
316,20,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
317,20,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
318,20,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
319,20,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,ambient-rate,True
320,21,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
321,21,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
322,21,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
323,21,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
324,21,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
325,21,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
326,21,summer_dry,orchard_fen,waiting caravan,quiet exchange,dry herb dust,warm pressure,dry route,careful carrying,season-pulse,True
327,21,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
328,21,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
329,21,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
330,21,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
331,21,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
332,21,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
333,21,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
334,21,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
335,21,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,ambient-rate,True
336,22,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
337,22,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
338,22,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
339,22,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
340,22,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
341,22,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
342,22,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
343,22,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
344,22,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
345,22,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
346,22,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
347,22,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
348,22,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
349,22,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
350,22,summer_dry,signal_ridge,waiting caravan,quiet exchange,dry herb dust,warm pressure,dry route,careful carrying,season-pulse,True
351,22,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,ambient-rate,True
352,23,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
353,23,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
354,23,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
355,23,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
356,23,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
357,23,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
358,23,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
359,23,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
360,23,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
361,23,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
362,23,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
363,23,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
364,23,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
365,23,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
366,23,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
367,23,summer_dry,riverbend,moving trade tokens,guild hammers,dry herb dust,warm pressure,dry route,shared guild work,ambient-rate,True
368,24,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
369,24,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
370,24,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
371,24,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
372,24,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
373,24,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
374,24,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
375,24,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
376,24,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
377,24,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
378,24,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
379,24,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
380,24,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
381,24,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
382,24,summer_dry,roofward,waiting caravan,quiet exchange,dry herb dust,warm pressure,dry route,careful carrying,season-pulse,True
383,24,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,ambient-rate,True
384,25,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
385,25,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
386,25,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
387,25,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
388,25,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
389,25,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
390,25,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
391,25,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
392,25,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
393,25,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
394,25,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
395,25,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
396,25,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
397,25,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
398,25,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
399,25,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,ambient-rate,True
400,26,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
401,26,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
402,26,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
403,26,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
404,26,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
405,26,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
406,26,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
407,26,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
408,26,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
409,26,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
410,26,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
411,26,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
412,26,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
413,26,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
414,26,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
415,26,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,ambient-rate,True
416,27,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
417,27,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
418,27,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
419,27,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
420,27,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
421,27,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
422,27,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
423,27,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
424,27,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
425,27,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
426,27,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
427,27,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
428,27,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
429,27,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
430,27,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
431,27,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,ambient-rate,True
432,28,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
433,28,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
434,28,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
435,28,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
436,28,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
437,28,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
438,28,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
