tick_id,day,settlement_id,negotiator_a,negotiator_b,witness_id,object_id,avatar_state,topic,negotiation_round,terms_before,terms_after,outcome,continued_during_avatar_absence,visible_negotiation_trace,private_workspace_sealed
809,45,archive,Toma,Vell,Rin,memory tag,choose_repay,archive loan,134,due:39 holder:Toma,due:39 holder:Toma,avatar-present negotiation observed,False,True,True
810,46,orchard,Ivo,Mara,Pim,dry cord,listen_later,repair loan,135,due:44 holder:Mara,due:44 holder:Mara,terms reviewed without avatar,True,True,True
811,46,repair_ring,Pax,Vale,Wren,cool cloth,offer_return_help,care loan,135,due:42 holder:Vale,due:42 holder:Vale,avatar-present negotiation observed,False,True,True
812,46,riverbend,Cee,Nox,Ari,cedar plank,absent,repair loan,135,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
813,46,roofward,Bex,Fay,Sera,herb ledger,listen_later,memory loan,135,due:38 holder:Bex,due:38 holder:Bex,terms reviewed without avatar,True,True,True
814,46,archive,Nia,Toma,Vell,memory tag,offer_return_help,archive loan,135,due:39 holder:Toma,due:48 holder:Toma,late loan renegotiated without avatar,True,True,True
815,46,signal,Ren,Kesh,Oda,wind wrap,choose_repay,care loan,135,due:37 holder:Kesh,due:37 holder:Kesh,avatar-present negotiation observed,False,True,True
816,46,orchard,Pim,Suf,Ivo,seed satchel,choose_ignore,resource loan,136,due:44 holder:Pim,due:44 holder:Pim,terms reviewed without avatar,True,True,True
817,46,repair_ring,Wren,Juno,Pax,copper wire,absent,craft loan,136,due:42 holder:Juno,due:42 holder:Juno,terms reviewed without avatar,True,True,True
818,46,riverbend,Ari,Lio,Cee,binding cord,choose_repay,repair loan,136,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
819,46,roofward,Sera,Orr,Bex,shade cloth,choose_ignore,care loan,136,due:29 holder:Orr,due:29 holder:Orr,terms reviewed without avatar,True,True,True
820,46,archive,Vell,Rin,Nia,signal spool,absent,memory loan,136,due:48 holder:Vell,due:48 holder:Vell,terms reviewed without avatar,True,True,True
821,46,signal,Oda,Milo,Ren,oil lantern,listen_later,signal loan,136,due:46 holder:Oda,due:46 holder:Oda,terms reviewed without avatar,True,True,True
822,46,orchard,Ivo,Mara,Pim,dry cord,offer_return_help,repair loan,137,due:44 holder:Mara,due:44 holder:Mara,terms reviewed without avatar,True,True,True
823,46,repair_ring,Pax,Vale,Wren,cool cloth,choose_repay,care loan,137,due:42 holder:Vale,due:42 holder:Vale,avatar-present negotiation observed,False,True,True
824,46,riverbend,Cee,Nox,Ari,cedar plank,listen_later,repair loan,137,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
825,46,roofward,Bex,Fay,Sera,herb ledger,offer_return_help,memory loan,137,due:38 holder:Bex,due:38 holder:Bex,avatar-present negotiation observed,False,True,True
826,46,archive,Nia,Toma,Vell,memory tag,choose_repay,archive loan,137,due:48 holder:Toma,due:48 holder:Toma,terms reviewed without avatar,True,True,True
827,46,signal,Ren,Kesh,Oda,wind wrap,choose_ignore,care loan,137,due:37 holder:Kesh,due:37 holder:Kesh,terms reviewed without avatar,True,True,True
828,47,repair_ring,Juno,Pax,Vale,cool cloth,offer_return_help,care loan,138,due:42 holder:Vale,due:42 holder:Vale,terms reviewed without avatar,True,True,True
829,47,riverbend,Lio,Cee,Nox,cedar plank,absent,repair loan,138,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
830,47,roofward,Orr,Bex,Fay,herb ledger,listen_later,memory loan,138,due:38 holder:Bex,due:38 holder:Bex,terms reviewed without avatar,True,True,True
831,47,archive,Rin,Nia,Toma,memory tag,offer_return_help,archive loan,138,due:48 holder:Toma,due:48 holder:Toma,avatar-present negotiation observed,False,True,True
832,47,signal,Milo,Ren,Kesh,wind wrap,choose_repay,care loan,138,due:37 holder:Kesh,due:37 holder:Kesh,terms reviewed without avatar,True,True,True
833,47,orchard,Mara,Pim,Suf,seed satchel,choose_ignore,resource loan,138,due:44 holder:Pim,due:44 holder:Pim,terms reviewed without avatar,True,True,True
834,47,repair_ring,Vale,Wren,Juno,copper wire,absent,craft loan,139,due:42 holder:Juno,due:42 holder:Juno,terms reviewed without avatar,True,True,True
835,47,riverbend,Nox,Ari,Lio,binding cord,choose_repay,repair loan,139,due:40 holder:Lio,due:40 holder:Lio,avatar-present negotiation observed,False,True,True
836,47,roofward,Fay,Sera,Orr,shade cloth,choose_ignore,care loan,139,due:29 holder:Orr,due:50 holder:Orr,late loan renegotiated without avatar,True,True,True
837,47,archive,Toma,Vell,Rin,signal spool,absent,memory loan,139,due:48 holder:Vell,due:48 holder:Vell,terms reviewed without avatar,True,True,True
838,47,signal,Kesh,Oda,Milo,oil lantern,listen_later,signal loan,139,due:46 holder:Oda,due:46 holder:Oda,terms reviewed without avatar,True,True,True
839,47,orchard,Suf,Ivo,Mara,dry cord,offer_return_help,repair loan,139,due:44 holder:Mara,due:44 holder:Mara,avatar-present negotiation observed,False,True,True
840,47,repair_ring,Juno,Pax,Vale,cool cloth,choose_repay,care loan,140,due:42 holder:Vale,due:42 holder:Vale,terms reviewed without avatar,True,True,True
841,47,riverbend,Lio,Cee,Nox,cedar plank,listen_later,repair loan,140,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
842,47,roofward,Orr,Bex,Fay,herb ledger,offer_return_help,memory loan,140,due:38 holder:Bex,due:38 holder:Bex,terms reviewed without avatar,True,True,True
843,47,archive,Rin,Nia,Toma,memory tag,choose_repay,archive loan,140,due:48 holder:Toma,due:48 holder:Toma,avatar-present negotiation observed,False,True,True
844,47,signal,Milo,Ren,Kesh,wind wrap,choose_ignore,care loan,140,due:37 holder:Kesh,due:37 holder:Kesh,terms reviewed without avatar,True,True,True
845,47,orchard,Mara,Pim,Suf,seed satchel,absent,resource loan,140,due:44 holder:Pim,due:44 holder:Pim,terms reviewed without avatar,True,True,True
846,48,riverbend,Ari,Lio,Cee,cedar plank,absent,repair loan,141,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
847,48,roofward,Sera,Orr,Bex,herb ledger,listen_later,memory loan,141,due:38 holder:Bex,due:50 holder:Bex,late loan renegotiated without avatar,True,True,True
848,48,archive,Vell,Rin,Nia,memory tag,offer_return_help,archive loan,141,due:48 holder:Toma,due:48 holder:Toma,terms reviewed without avatar,True,True,True
849,48,signal,Oda,Milo,Ren,wind wrap,choose_repay,care loan,141,due:37 holder:Kesh,due:37 holder:Kesh,avatar-present negotiation observed,False,True,True
850,48,orchard,Ivo,Mara,Pim,seed satchel,choose_ignore,resource loan,141,due:44 holder:Pim,due:44 holder:Pim,terms reviewed without avatar,True,True,True
851,48,repair_ring,Pax,Vale,Wren,copper wire,absent,craft loan,141,due:42 holder:Juno,due:42 holder:Juno,terms reviewed without avatar,True,True,True
852,48,riverbend,Cee,Nox,Ari,binding cord,choose_repay,repair loan,142,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
853,48,roofward,Bex,Fay,Sera,shade cloth,choose_ignore,care loan,142,due:50 holder:Orr,due:50 holder:Orr,terms reviewed without avatar,True,True,True
854,48,archive,Nia,Toma,Vell,signal spool,absent,memory loan,142,due:48 holder:Vell,due:48 holder:Vell,terms reviewed without avatar,True,True,True
855,48,signal,Ren,Kesh,Oda,oil lantern,listen_later,signal loan,142,due:46 holder:Oda,due:46 holder:Oda,terms reviewed without avatar,True,True,True
856,48,orchard,Pim,Suf,Ivo,dry cord,offer_return_help,repair loan,142,due:44 holder:Mara,due:44 holder:Mara,terms reviewed without avatar,True,True,True
857,48,repair_ring,Wren,Juno,Pax,cool cloth,choose_repay,care loan,142,due:42 holder:Vale,due:42 holder:Vale,avatar-present negotiation observed,False,True,True
858,48,riverbend,Ari,Lio,Cee,cedar plank,listen_later,repair loan,143,due:40 holder:Lio,due:49 holder:Lio,late loan renegotiated without avatar,True,True,True
859,48,roofward,Sera,Orr,Bex,herb ledger,offer_return_help,memory loan,143,due:50 holder:Bex,due:50 holder:Bex,avatar-present negotiation observed,False,True,True
860,48,archive,Vell,Rin,Nia,memory tag,choose_repay,archive loan,143,due:48 holder:Toma,due:48 holder:Toma,terms reviewed without avatar,True,True,True
861,48,signal,Oda,Milo,Ren,wind wrap,choose_ignore,care loan,143,due:37 holder:Kesh,due:37 holder:Kesh,terms reviewed without avatar,True,True,True
862,48,orchard,Ivo,Mara,Pim,seed satchel,absent,resource loan,143,due:44 holder:Pim,due:44 holder:Pim,terms reviewed without avatar,True,True,True
863,48,repair_ring,Pax,Vale,Wren,copper wire,listen_later,craft loan,143,due:42 holder:Juno,due:42 holder:Juno,terms reviewed without avatar,True,True,True
864,49,roofward,Fay,Sera,Orr,herb ledger,listen_later,memory loan,144,due:50 holder:Bex,due:50 holder:Bex,terms reviewed without avatar,True,True,True
865,49,archive,Toma,Vell,Rin,memory tag,offer_return_help,archive loan,144,due:48 holder:Toma,due:48 holder:Toma,avatar-present negotiation observed,False,True,True
866,49,signal,Kesh,Oda,Milo,wind wrap,choose_repay,care loan,144,due:37 holder:Kesh,due:37 holder:Kesh,terms reviewed without avatar,True,True,True
867,49,orchard,Suf,Ivo,Mara,seed satchel,choose_ignore,resource loan,144,due:44 holder:Pim,due:44 holder:Pim,terms reviewed without avatar,True,True,True
868,49,repair_ring,Juno,Pax,Vale,copper wire,absent,craft loan,144,due:42 holder:Juno,due:42 holder:Juno,terms reviewed without avatar,True,True,True
869,49,riverbend,Lio,Cee,Nox,binding cord,choose_repay,repair loan,144,due:40 holder:Lio,due:40 holder:Lio,avatar-present negotiation observed,False,True,True
870,49,roofward,Orr,Bex,Fay,shade cloth,choose_ignore,care loan,145,due:50 holder:Orr,due:50 holder:Orr,terms reviewed without avatar,True,True,True
871,49,archive,Rin,Nia,Toma,signal spool,absent,memory loan,145,due:48 holder:Vell,due:48 holder:Vell,terms reviewed without avatar,True,True,True
872,49,signal,Milo,Ren,Kesh,oil lantern,listen_later,signal loan,145,due:46 holder:Oda,due:46 holder:Oda,terms reviewed without avatar,True,True,True
873,49,orchard,Mara,Pim,Suf,dry cord,offer_return_help,repair loan,145,due:44 holder:Mara,due:44 holder:Mara,avatar-present negotiation observed,False,True,True
874,49,repair_ring,Vale,Wren,Juno,cool cloth,choose_repay,care loan,145,due:42 holder:Vale,due:42 holder:Vale,terms reviewed without avatar,True,True,True
875,49,riverbend,Nox,Ari,Lio,cedar plank,listen_later,repair loan,145,due:49 holder:Lio,due:49 holder:Lio,terms reviewed without avatar,True,True,True
876,49,roofward,Fay,Sera,Orr,herb ledger,offer_return_help,memory loan,146,due:50 holder:Bex,due:50 holder:Bex,terms reviewed without avatar,True,True,True
877,49,archive,Toma,Vell,Rin,memory tag,choose_repay,archive loan,146,due:48 holder:Toma,due:48 holder:Toma,avatar-present negotiation observed,False,True,True
878,49,signal,Kesh,Oda,Milo,wind wrap,choose_ignore,care loan,146,due:37 holder:Kesh,due:37 holder:Kesh,terms reviewed without avatar,True,True,True
879,49,orchard,Suf,Ivo,Mara,seed satchel,absent,resource loan,146,due:44 holder:Pim,due:44 holder:Pim,terms reviewed without avatar,True,True,True
880,49,repair_ring,Juno,Pax,Vale,copper wire,listen_later,craft loan,146,due:42 holder:Juno,due:51 holder:Juno,late loan renegotiated without avatar,True,True,True
881,49,riverbend,Lio,Cee,Nox,binding cord,choose_ignore,repair loan,146,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
882,50,archive,Nia,Toma,Vell,memory tag,offer_return_help,archive loan,147,due:48 holder:Toma,due:48 holder:Toma,terms reviewed without avatar,True,True,True
883,50,signal,Ren,Kesh,Oda,wind wrap,choose_repay,care loan,147,due:37 holder:Kesh,due:37 holder:Kesh,avatar-present negotiation observed,False,True,True
884,50,orchard,Pim,Suf,Ivo,seed satchel,choose_ignore,resource loan,147,due:44 holder:Pim,due:44 holder:Pim,terms reviewed without avatar,True,True,True
885,50,repair_ring,Wren,Juno,Pax,copper wire,absent,craft loan,147,due:51 holder:Juno,due:51 holder:Juno,terms reviewed without avatar,True,True,True
886,50,riverbend,Ari,Lio,Cee,binding cord,choose_repay,repair loan,147,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
887,50,roofward,Sera,Orr,Bex,shade cloth,choose_ignore,care loan,147,due:50 holder:Orr,due:50 holder:Orr,terms reviewed without avatar,True,True,True
888,50,archive,Vell,Rin,Nia,signal spool,absent,memory loan,148,due:48 holder:Vell,due:48 holder:Vell,terms reviewed without avatar,True,True,True
889,50,signal,Oda,Milo,Ren,oil lantern,listen_later,signal loan,148,due:46 holder:Oda,due:46 holder:Oda,terms reviewed without avatar,True,True,True
890,50,orchard,Ivo,Mara,Pim,dry cord,offer_return_help,repair loan,148,due:44 holder:Mara,due:44 holder:Mara,terms reviewed without avatar,True,True,True
891,50,repair_ring,Pax,Vale,Wren,cool cloth,choose_repay,care loan,148,due:42 holder:Vale,due:42 holder:Vale,avatar-present negotiation observed,False,True,True
892,50,riverbend,Cee,Nox,Ari,cedar plank,listen_later,repair loan,148,due:49 holder:Lio,due:49 holder:Lio,terms reviewed without avatar,True,True,True
893,50,roofward,Bex,Fay,Sera,herb ledger,offer_return_help,memory loan,148,due:50 holder:Bex,due:50 holder:Bex,avatar-present negotiation observed,False,True,True
894,50,archive,Nia,Toma,Vell,memory tag,choose_repay,archive loan,149,due:48 holder:Toma,due:48 holder:Toma,terms reviewed without avatar,True,True,True
895,50,signal,Ren,Kesh,Oda,wind wrap,choose_ignore,care loan,149,due:37 holder:Kesh,due:37 holder:Kesh,terms reviewed without avatar,True,True,True
896,50,orchard,Pim,Suf,Ivo,seed satchel,absent,resource loan,149,due:44 holder:Pim,due:44 holder:Pim,terms reviewed without avatar,True,True,True
897,50,repair_ring,Wren,Juno,Pax,copper wire,listen_later,craft loan,149,due:51 holder:Juno,due:51 holder:Juno,terms reviewed without avatar,True,True,True
898,50,riverbend,Ari,Lio,Cee,binding cord,choose_ignore,repair loan,149,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
899,50,roofward,Sera,Orr,Bex,shade cloth,absent,care loan,149,due:50 holder:Orr,due:50 holder:Orr,terms reviewed without avatar,True,True,True
900,51,signal,Milo,Ren,Kesh,wind wrap,choose_repay,care loan,150,due:37 holder:Kesh,due:37 holder:Kesh,terms reviewed without avatar,True,True,True
901,51,orchard,Mara,Pim,Suf,seed satchel,choose_ignore,resource loan,150,due:44 holder:Pim,due:44 holder:Pim,terms reviewed without avatar,True,True,True
902,51,repair_ring,Vale,Wren,Juno,copper wire,absent,craft loan,150,due:51 holder:Juno,due:51 holder:Juno,terms reviewed without avatar,True,True,True
903,51,riverbend,Nox,Ari,Lio,binding cord,choose_repay,repair loan,150,due:40 holder:Lio,due:40 holder:Lio,avatar-present negotiation observed,False,True,True
904,51,roofward,Fay,Sera,Orr,shade cloth,choose_ignore,care loan,150,due:50 holder:Orr,due:50 holder:Orr,terms reviewed without avatar,True,True,True
905,51,archive,Toma,Vell,Rin,signal spool,absent,memory loan,150,due:48 holder:Vell,due:48 holder:Vell,terms reviewed without avatar,True,True,True
906,51,signal,Kesh,Oda,Milo,oil lantern,listen_later,signal loan,151,due:46 holder:Oda,due:46 holder:Oda,terms reviewed without avatar,True,True,True
907,51,orchard,Suf,Ivo,Mara,dry cord,offer_return_help,repair loan,151,due:44 holder:Mara,due:44 holder:Mara,avatar-present negotiation observed,False,True,True
908,51,repair_ring,Juno,Pax,Vale,cool cloth,choose_repay,care loan,151,due:42 holder:Vale,due:42 holder:Vale,terms reviewed without avatar,True,True,True
909,51,riverbend,Lio,Cee,Nox,cedar plank,listen_later,repair loan,151,due:49 holder:Lio,due:49 holder:Lio,terms reviewed without avatar,True,True,True
910,51,roofward,Orr,Bex,Fay,herb ledger,offer_return_help,memory loan,151,due:50 holder:Bex,due:50 holder:Bex,terms reviewed without avatar,True,True,True
911,51,archive,Rin,Nia,Toma,memory tag,choose_repay,archive loan,151,due:48 holder:Toma,due:48 holder:Toma,avatar-present negotiation observed,False,True,True
912,51,signal,Milo,Ren,Kesh,wind wrap,choose_ignore,care loan,152,due:37 holder:Kesh,due:37 holder:Kesh,terms reviewed without avatar,True,True,True
913,51,orchard,Mara,Pim,Suf,seed satchel,absent,resource loan,152,due:44 holder:Pim,due:53 holder:Pim,late loan renegotiated without avatar,True,True,True
914,51,repair_ring,Vale,Wren,Juno,copper wire,listen_later,craft loan,152,due:51 holder:Juno,due:51 holder:Juno,terms reviewed without avatar,True,True,True
915,51,riverbend,Nox,Ari,Lio,binding cord,choose_ignore,repair loan,152,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
916,51,roofward,Fay,Sera,Orr,shade cloth,absent,care loan,152,due:50 holder:Orr,due:50 holder:Orr,terms reviewed without avatar,True,True,True
917,51,archive,Toma,Vell,Rin,signal spool,listen_later,memory loan,152,due:48 holder:Vell,due:48 holder:Vell,terms reviewed without avatar,True,True,True
918,52,orchard,Ivo,Mara,Pim,seed satchel,choose_ignore,resource loan,153,due:53 holder:Pim,due:53 holder:Pim,terms reviewed without avatar,True,True,True
919,52,repair_ring,Pax,Vale,Wren,copper wire,absent,craft loan,153,due:51 holder:Juno,due:51 holder:Juno,terms reviewed without avatar,True,True,True
920,52,riverbend,Cee,Nox,Ari,binding cord,choose_repay,repair loan,153,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
921,52,roofward,Bex,Fay,Sera,shade cloth,choose_ignore,care loan,153,due:50 holder:Orr,due:50 holder:Orr,terms reviewed without avatar,True,True,True
922,52,archive,Nia,Toma,Vell,signal spool,absent,memory loan,153,due:48 holder:Vell,due:48 holder:Vell,terms reviewed without avatar,True,True,True
923,52,signal,Ren,Kesh,Oda,oil lantern,listen_later,signal loan,153,due:46 holder:Oda,due:46 holder:Oda,terms reviewed without avatar,True,True,True
924,52,orchard,Pim,Suf,Ivo,dry cord,offer_return_help,repair loan,154,due:44 holder:Mara,due:53 holder:Mara,late loan renegotiated without avatar,True,True,True
925,52,repair_ring,Wren,Juno,Pax,cool cloth,choose_repay,care loan,154,due:42 holder:Vale,due:42 holder:Vale,avatar-present negotiation observed,False,True,True
926,52,riverbend,Ari,Lio,Cee,cedar plank,listen_later,repair loan,154,due:49 holder:Lio,due:49 holder:Lio,terms reviewed without avatar,True,True,True
927,52,roofward,Sera,Orr,Bex,herb ledger,offer_return_help,memory loan,154,due:50 holder:Bex,due:50 holder:Bex,avatar-present negotiation observed,False,True,True
928,52,archive,Vell,Rin,Nia,memory tag,choose_repay,archive loan,154,due:48 holder:Toma,due:48 holder:Toma,terms reviewed without avatar,True,True,True
929,52,signal,Oda,Milo,Ren,wind wrap,choose_ignore,care loan,154,due:37 holder:Kesh,due:37 holder:Kesh,terms reviewed without avatar,True,True,True
930,52,orchard,Ivo,Mara,Pim,seed satchel,absent,resource loan,155,due:53 holder:Pim,due:53 holder:Pim,terms reviewed without avatar,True,True,True
931,52,repair_ring,Pax,Vale,Wren,copper wire,listen_later,craft loan,155,due:51 holder:Juno,due:51 holder:Juno,terms reviewed without avatar,True,True,True
932,52,riverbend,Cee,Nox,Ari,binding cord,choose_ignore,repair loan,155,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
933,52,roofward,Bex,Fay,Sera,shade cloth,absent,care loan,155,due:50 holder:Orr,due:50 holder:Orr,terms reviewed without avatar,True,True,True
934,52,archive,Nia,Toma,Vell,signal spool,listen_later,memory loan,155,due:48 holder:Vell,due:48 holder:Vell,terms reviewed without avatar,True,True,True
935,52,signal,Ren,Kesh,Oda,oil lantern,offer_return_help,signal loan,155,due:46 holder:Oda,due:46 holder:Oda,avatar-present negotiation observed,False,True,True
936,53,repair_ring,Juno,Pax,Vale,copper wire,absent,craft loan,156,due:51 holder:Juno,due:51 holder:Juno,terms reviewed without avatar,True,True,True
937,53,riverbend,Lio,Cee,Nox,binding cord,choose_repay,repair loan,156,due:40 holder:Lio,due:40 holder:Lio,avatar-present negotiation observed,False,True,True
938,53,roofward,Orr,Bex,Fay,shade cloth,choose_ignore,care loan,156,due:50 holder:Orr,due:50 holder:Orr,terms reviewed without avatar,True,True,True
939,53,archive,Rin,Nia,Toma,signal spool,absent,memory loan,156,due:48 holder:Vell,due:48 holder:Vell,terms reviewed without avatar,True,True,True
940,53,signal,Milo,Ren,Kesh,oil lantern,listen_later,signal loan,156,due:46 holder:Oda,due:46 holder:Oda,terms reviewed without avatar,True,True,True
941,53,orchard,Mara,Pim,Suf,dry cord,offer_return_help,repair loan,156,due:53 holder:Mara,due:53 holder:Mara,avatar-present negotiation observed,False,True,True
942,53,repair_ring,Vale,Wren,Juno,cool cloth,choose_repay,care loan,157,due:42 holder:Vale,due:42 holder:Vale,terms reviewed without avatar,True,True,True
943,53,riverbend,Nox,Ari,Lio,cedar plank,listen_later,repair loan,157,due:49 holder:Lio,due:49 holder:Lio,terms reviewed without avatar,True,True,True
944,53,roofward,Fay,Sera,Orr,herb ledger,offer_return_help,memory loan,157,due:50 holder:Bex,due:50 holder:Bex,terms reviewed without avatar,True,True,True
945,53,archive,Toma,Vell,Rin,memory tag,choose_repay,archive loan,157,due:48 holder:Toma,due:48 holder:Toma,avatar-present negotiation observed,False,True,True
946,53,signal,Kesh,Oda,Milo,wind wrap,choose_ignore,care loan,157,due:37 holder:Kesh,due:55 holder:Kesh,late loan renegotiated without avatar,True,True,True
947,53,orchard,Suf,Ivo,Mara,seed satchel,absent,resource loan,157,due:53 holder:Pim,due:53 holder:Pim,terms reviewed without avatar,True,True,True
948,53,repair_ring,Juno,Pax,Vale,copper wire,listen_later,craft loan,158,due:51 holder:Juno,due:51 holder:Juno,terms reviewed without avatar,True,True,True
949,53,riverbend,Lio,Cee,Nox,binding cord,choose_ignore,repair loan,158,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
950,53,roofward,Orr,Bex,Fay,shade cloth,absent,care loan,158,due:50 holder:Orr,due:50 holder:Orr,terms reviewed without avatar,True,True,True
951,53,archive,Rin,Nia,Toma,signal spool,listen_later,memory loan,158,due:48 holder:Vell,due:48 holder:Vell,terms reviewed without avatar,True,True,True
952,53,signal,Milo,Ren,Kesh,oil lantern,offer_return_help,signal loan,158,due:46 holder:Oda,due:46 holder:Oda,terms reviewed without avatar,True,True,True
953,53,orchard,Mara,Pim,Suf,dry cord,choose_repay,repair loan,158,due:53 holder:Mara,due:53 holder:Mara,avatar-present negotiation observed,False,True,True
954,54,riverbend,Ari,Lio,Cee,binding cord,choose_repay,repair loan,159,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
955,54,roofward,Sera,Orr,Bex,shade cloth,choose_ignore,care loan,159,due:50 holder:Orr,due:50 holder:Orr,terms reviewed without avatar,True,True,True
956,54,archive,Vell,Rin,Nia,signal spool,absent,memory loan,159,due:48 holder:Vell,due:48 holder:Vell,terms reviewed without avatar,True,True,True
957,54,signal,Oda,Milo,Ren,oil lantern,listen_later,signal loan,159,due:46 holder:Oda,due:55 holder:Oda,late loan renegotiated without avatar,True,True,True
958,54,orchard,Ivo,Mara,Pim,dry cord,offer_return_help,repair loan,159,due:53 holder:Mara,due:53 holder:Mara,terms reviewed without avatar,True,True,True
959,54,repair_ring,Pax,Vale,Wren,cool cloth,choose_repay,care loan,159,due:42 holder:Vale,due:42 holder:Vale,avatar-present negotiation observed,False,True,True
960,54,riverbend,Cee,Nox,Ari,cedar plank,listen_later,repair loan,160,due:49 holder:Lio,due:49 holder:Lio,terms reviewed without avatar,True,True,True
961,54,roofward,Bex,Fay,Sera,herb ledger,offer_return_help,memory loan,160,due:50 holder:Bex,due:50 holder:Bex,avatar-present negotiation observed,False,True,True
962,54,archive,Nia,Toma,Vell,memory tag,choose_repay,archive loan,160,due:48 holder:Toma,due:48 holder:Toma,terms reviewed without avatar,True,True,True
963,54,signal,Ren,Kesh,Oda,wind wrap,choose_ignore,care loan,160,due:55 holder:Kesh,due:55 holder:Kesh,terms reviewed without avatar,True,True,True
964,54,orchard,Pim,Suf,Ivo,seed satchel,absent,resource loan,160,due:53 holder:Pim,due:53 holder:Pim,terms reviewed without avatar,True,True,True
965,54,repair_ring,Wren,Juno,Pax,copper wire,listen_later,craft loan,160,due:51 holder:Juno,due:51 holder:Juno,terms reviewed without avatar,True,True,True
966,54,riverbend,Ari,Lio,Cee,binding cord,choose_ignore,repair loan,161,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
967,54,roofward,Sera,Orr,Bex,shade cloth,absent,care loan,161,due:50 holder:Orr,due:50 holder:Orr,terms reviewed without avatar,True,True,True
968,54,archive,Vell,Rin,Nia,signal spool,listen_later,memory loan,161,due:48 holder:Vell,due:57 holder:Vell,late loan renegotiated without avatar,True,True,True
969,54,signal,Oda,Milo,Ren,oil lantern,offer_return_help,signal loan,161,due:55 holder:Oda,due:55 holder:Oda,avatar-present negotiation observed,False,True,True
970,54,orchard,Ivo,Mara,Pim,dry cord,choose_repay,repair loan,161,due:53 holder:Mara,due:53 holder:Mara,terms reviewed without avatar,True,True,True
971,54,repair_ring,Pax,Vale,Wren,cool cloth,choose_ignore,care loan,161,due:42 holder:Vale,due:42 holder:Vale,terms reviewed without avatar,True,True,True
972,55,roofward,Fay,Sera,Orr,shade cloth,choose_ignore,care loan,162,due:50 holder:Orr,due:50 holder:Orr,terms reviewed without avatar,True,True,True
973,55,archive,Toma,Vell,Rin,signal spool,absent,memory loan,162,due:57 holder:Vell,due:57 holder:Vell,terms reviewed without avatar,True,True,True
974,55,signal,Kesh,Oda,Milo,oil lantern,listen_later,signal loan,162,due:55 holder:Oda,due:55 holder:Oda,terms reviewed without avatar,True,True,True
975,55,orchard,Suf,Ivo,Mara,dry cord,offer_return_help,repair loan,162,due:53 holder:Mara,due:53 holder:Mara,avatar-present negotiation observed,False,True,True
976,55,repair_ring,Juno,Pax,Vale,cool cloth,choose_repay,care loan,162,due:42 holder:Vale,due:42 holder:Vale,terms reviewed without avatar,True,True,True
977,55,riverbend,Lio,Cee,Nox,cedar plank,listen_later,repair loan,162,due:49 holder:Lio,due:49 holder:Lio,terms reviewed without avatar,True,True,True
978,55,roofward,Orr,Bex,Fay,herb ledger,offer_return_help,memory loan,163,due:50 holder:Bex,due:50 holder:Bex,terms reviewed without avatar,True,True,True
979,55,archive,Rin,Nia,Toma,memory tag,choose_repay,archive loan,163,due:48 holder:Toma,due:48 holder:Toma,avatar-present negotiation observed,False,True,True
980,55,signal,Milo,Ren,Kesh,wind wrap,choose_ignore,care loan,163,due:55 holder:Kesh,due:55 holder:Kesh,terms reviewed without avatar,True,True,True
981,55,orchard,Mara,Pim,Suf,seed satchel,absent,resource loan,163,due:53 holder:Pim,due:53 holder:Pim,terms reviewed without avatar,True,True,True
982,55,repair_ring,Vale,Wren,Juno,copper wire,listen_later,craft loan,163,due:51 holder:Juno,due:51 holder:Juno,terms reviewed without avatar,True,True,True
983,55,riverbend,Nox,Ari,Lio,binding cord,choose_ignore,repair loan,163,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
984,55,roofward,Fay,Sera,Orr,shade cloth,absent,care loan,164,due:50 holder:Orr,due:50 holder:Orr,terms reviewed without avatar,True,True,True
985,55,archive,Toma,Vell,Rin,signal spool,listen_later,memory loan,164,due:57 holder:Vell,due:57 holder:Vell,terms reviewed without avatar,True,True,True
986,55,signal,Kesh,Oda,Milo,oil lantern,offer_return_help,signal loan,164,due:55 holder:Oda,due:55 holder:Oda,terms reviewed without avatar,True,True,True
