tick_id,day,settlement_id,resident_id,avatar_action,sequence_id,consent_state,gaze_keyframes,posture_keyframes,gesture_keyframes,speech_hook,duration_ms,refusal_or_consent_visible,no_forced_action,animation_matches_consent_state
915,51,orchard,Pim,ask_handoff,seq:orchard:915:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
916,51,repair_ring,Juno,refuse_handoff,seq:repair_ring:916:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
920,52,orchard,Pim,ask_handoff,seq:orchard:920:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
921,52,repair_ring,Vale,refuse_handoff,seq:repair_ring:921:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
923,52,roofward,Sera,ask_handoff,seq:roofward:923:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
924,52,archive,Vell,refuse_handoff,seq:archive:924:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
925,52,signal,Milo,return_object,seq:signal:925:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
928,52,riverbend,Cee,return_object,seq:riverbend:928:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
932,52,orchard,Pim,ask_handoff,seq:orchard:932:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
933,52,repair_ring,Vale,refuse_handoff,seq:repair_ring:933:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
935,52,roofward,Sera,ask_handoff,seq:roofward:935:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
936,53,signal,Ren,idle,seq:signal:936:Ren,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
937,53,orchard,Pim,ask_handoff,seq:orchard:937:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
938,53,repair_ring,Pax,refuse_handoff,seq:repair_ring:938:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
940,53,roofward,Sera,ask_handoff,seq:roofward:940:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
941,53,archive,Vell,refuse_handoff,seq:archive:941:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
942,53,signal,Kesh,return_object,seq:signal:942:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
944,53,repair_ring,Pax,inspect_inventory,seq:repair_ring:944:Pax,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
945,53,riverbend,Cee,return_object,seq:riverbend:945:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
948,53,signal,Ren,idle,seq:signal:948:Ren,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
949,53,orchard,Pim,ask_handoff,seq:orchard:949:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
950,53,repair_ring,Pax,refuse_handoff,seq:repair_ring:950:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
952,53,roofward,Sera,ask_handoff,seq:roofward:952:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
953,53,archive,Vell,refuse_handoff,seq:archive:953:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
954,54,orchard,Pim,ask_handoff,seq:orchard:954:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
955,54,repair_ring,Juno,refuse_handoff,seq:repair_ring:955:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
956,54,riverbend,Ari,idle,seq:riverbend:956:Ari,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
957,54,roofward,Sera,ask_handoff,seq:roofward:957:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
958,54,archive,Vell,refuse_handoff,seq:archive:958:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
959,54,signal,Ren,return_object,seq:signal:959:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
960,54,orchard,Ivo,wait_respectfully,seq:orchard:960:Ivo,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
962,54,riverbend,Cee,return_object,seq:riverbend:962:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
964,54,archive,Nia,inspect_inventory,seq:archive:964:Nia,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
966,54,orchard,Pim,ask_handoff,seq:orchard:966:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
967,54,repair_ring,Juno,refuse_handoff,seq:repair_ring:967:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
968,54,riverbend,Ari,idle,seq:riverbend:968:Ari,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
969,54,roofward,Sera,ask_handoff,seq:roofward:969:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
970,54,archive,Vell,refuse_handoff,seq:archive:970:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
971,54,signal,Ren,return_object,seq:signal:971:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
972,55,repair_ring,Vale,refuse_handoff,seq:repair_ring:972:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
974,55,roofward,Sera,ask_handoff,seq:roofward:974:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
975,55,archive,Vell,refuse_handoff,seq:archive:975:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
976,55,signal,Milo,return_object,seq:signal:976:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
979,55,riverbend,Cee,return_object,seq:riverbend:979:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
980,55,roofward,Sera,wait_respectfully,seq:roofward:980:Sera,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
983,55,orchard,Pim,ask_handoff,seq:orchard:983:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
984,55,repair_ring,Vale,refuse_handoff,seq:repair_ring:984:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
986,55,roofward,Sera,ask_handoff,seq:roofward:986:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
987,55,archive,Vell,refuse_handoff,seq:archive:987:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
988,55,signal,Milo,return_object,seq:signal:988:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
991,56,roofward,Sera,ask_handoff,seq:roofward:991:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
992,56,archive,Vell,refuse_handoff,seq:archive:992:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
993,56,signal,Kesh,return_object,seq:signal:993:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
996,56,riverbend,Cee,return_object,seq:riverbend:996:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1000,56,orchard,Pim,ask_handoff,seq:orchard:1000:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1001,56,repair_ring,Pax,refuse_handoff,seq:repair_ring:1001:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1003,56,roofward,Sera,ask_handoff,seq:roofward:1003:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1004,56,archive,Vell,refuse_handoff,seq:archive:1004:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1005,56,signal,Kesh,return_object,seq:signal:1005:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1008,57,roofward,Sera,ask_handoff,seq:roofward:1008:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1009,57,archive,Vell,refuse_handoff,seq:archive:1009:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1010,57,signal,Ren,return_object,seq:signal:1010:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1012,57,repair_ring,Pax,inspect_inventory,seq:repair_ring:1012:Pax,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1013,57,riverbend,Cee,return_object,seq:riverbend:1013:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1016,57,signal,Ren,idle,seq:signal:1016:Ren,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1017,57,orchard,Pim,ask_handoff,seq:orchard:1017:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1018,57,repair_ring,Juno,refuse_handoff,seq:repair_ring:1018:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1020,57,roofward,Sera,ask_handoff,seq:roofward:1020:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1021,57,archive,Vell,refuse_handoff,seq:archive:1021:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1022,57,signal,Ren,return_object,seq:signal:1022:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1024,57,repair_ring,Pax,inspect_inventory,seq:repair_ring:1024:Pax,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1025,57,riverbend,Cee,return_object,seq:riverbend:1025:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1026,58,archive,Vell,refuse_handoff,seq:archive:1026:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1027,58,signal,Milo,return_object,seq:signal:1027:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1028,58,orchard,Ivo,wait_respectfully,seq:orchard:1028:Ivo,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1030,58,riverbend,Cee,return_object,seq:riverbend:1030:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1032,58,archive,Nia,inspect_inventory,seq:archive:1032:Nia,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1034,58,orchard,Pim,ask_handoff,seq:orchard:1034:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1035,58,repair_ring,Vale,refuse_handoff,seq:repair_ring:1035:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1036,58,riverbend,Ari,idle,seq:riverbend:1036:Ari,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1037,58,roofward,Sera,ask_handoff,seq:roofward:1037:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1038,58,archive,Vell,refuse_handoff,seq:archive:1038:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1039,58,signal,Milo,return_object,seq:signal:1039:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1040,58,orchard,Ivo,wait_respectfully,seq:orchard:1040:Ivo,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1042,58,riverbend,Cee,return_object,seq:riverbend:1042:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1044,59,signal,Kesh,return_object,seq:signal:1044:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1047,59,riverbend,Cee,return_object,seq:riverbend:1047:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1048,59,roofward,Fay,wait_respectfully,seq:roofward:1048:Fay,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1051,59,orchard,Pim,ask_handoff,seq:orchard:1051:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1052,59,repair_ring,Pax,refuse_handoff,seq:repair_ring:1052:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1054,59,roofward,Sera,ask_handoff,seq:roofward:1054:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1055,59,archive,Vell,refuse_handoff,seq:archive:1055:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1056,59,signal,Kesh,return_object,seq:signal:1056:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1059,59,riverbend,Cee,return_object,seq:riverbend:1059:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1060,59,roofward,Fay,wait_respectfully,seq:roofward:1060:Fay,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1064,60,riverbend,Cee,return_object,seq:riverbend:1064:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1068,60,orchard,Pim,ask_handoff,seq:orchard:1068:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1069,60,repair_ring,Juno,refuse_handoff,seq:repair_ring:1069:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1071,60,roofward,Sera,ask_handoff,seq:roofward:1071:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1072,60,archive,Vell,refuse_handoff,seq:archive:1072:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1073,60,signal,Ren,return_object,seq:signal:1073:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1076,60,riverbend,Cee,return_object,seq:riverbend:1076:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1080,61,repair_ring,Pax,inspect_inventory,seq:repair_ring:1080:Pax,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1081,61,riverbend,Cee,return_object,seq:riverbend:1081:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1084,61,signal,Ren,idle,seq:signal:1084:Ren,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1085,61,orchard,Pim,ask_handoff,seq:orchard:1085:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1086,61,repair_ring,Vale,refuse_handoff,seq:repair_ring:1086:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1088,61,roofward,Sera,ask_handoff,seq:roofward:1088:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1089,61,archive,Vell,refuse_handoff,seq:archive:1089:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1090,61,signal,Milo,return_object,seq:signal:1090:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1092,61,repair_ring,Pax,inspect_inventory,seq:repair_ring:1092:Pax,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1093,61,riverbend,Cee,return_object,seq:riverbend:1093:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1096,61,signal,Ren,idle,seq:signal:1096:Ren,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1097,61,orchard,Pim,ask_handoff,seq:orchard:1097:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1098,62,riverbend,Cee,return_object,seq:riverbend:1098:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1100,62,archive,Nia,inspect_inventory,seq:archive:1100:Nia,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1102,62,orchard,Pim,ask_handoff,seq:orchard:1102:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1103,62,repair_ring,Pax,refuse_handoff,seq:repair_ring:1103:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1104,62,riverbend,Ari,idle,seq:riverbend:1104:Ari,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1105,62,roofward,Sera,ask_handoff,seq:roofward:1105:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1106,62,archive,Vell,refuse_handoff,seq:archive:1106:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1107,62,signal,Kesh,return_object,seq:signal:1107:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1108,62,orchard,Ivo,wait_respectfully,seq:orchard:1108:Ivo,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1110,62,riverbend,Cee,return_object,seq:riverbend:1110:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1112,62,archive,Nia,inspect_inventory,seq:archive:1112:Nia,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1114,62,orchard,Pim,ask_handoff,seq:orchard:1114:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1115,62,repair_ring,Pax,refuse_handoff,seq:repair_ring:1115:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1116,63,roofward,Orr,wait_respectfully,seq:roofward:1116:Orr,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1119,63,orchard,Pim,ask_handoff,seq:orchard:1119:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1120,63,repair_ring,Juno,refuse_handoff,seq:repair_ring:1120:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1122,63,roofward,Sera,ask_handoff,seq:roofward:1122:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1123,63,archive,Vell,refuse_handoff,seq:archive:1123:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1124,63,signal,Ren,return_object,seq:signal:1124:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1127,63,riverbend,Cee,return_object,seq:riverbend:1127:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1128,63,roofward,Orr,wait_respectfully,seq:roofward:1128:Orr,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1131,63,orchard,Pim,ask_handoff,seq:orchard:1131:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1132,63,repair_ring,Juno,refuse_handoff,seq:repair_ring:1132:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1136,64,orchard,Pim,ask_handoff,seq:orchard:1136:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1137,64,repair_ring,Vale,refuse_handoff,seq:repair_ring:1137:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1139,64,roofward,Sera,ask_handoff,seq:roofward:1139:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1140,64,archive,Vell,refuse_handoff,seq:archive:1140:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1141,64,signal,Milo,return_object,seq:signal:1141:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1144,64,riverbend,Cee,return_object,seq:riverbend:1144:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1148,64,orchard,Pim,ask_handoff,seq:orchard:1148:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1149,64,repair_ring,Vale,refuse_handoff,seq:repair_ring:1149:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1151,64,roofward,Sera,ask_handoff,seq:roofward:1151:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1152,65,signal,Ren,idle,seq:signal:1152:Ren,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1153,65,orchard,Pim,ask_handoff,seq:orchard:1153:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1154,65,repair_ring,Pax,refuse_handoff,seq:repair_ring:1154:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1156,65,roofward,Sera,ask_handoff,seq:roofward:1156:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1157,65,archive,Vell,refuse_handoff,seq:archive:1157:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1158,65,signal,Kesh,return_object,seq:signal:1158:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1160,65,repair_ring,Pax,inspect_inventory,seq:repair_ring:1160:Pax,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1161,65,riverbend,Cee,return_object,seq:riverbend:1161:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
