tick_id,day,settlement_id,resident_id,location,schedule_role,energy,fatigue,hunger,thirst,temperature,wetness,pain,comfort,safety,breath_rate,movement_effort,rest_debt,injury_degradation,dominant_need,visible_body_marker,frequency_hz,flower_phase,private_workspace_sealed,bounded_need_update
943,53,cinder_garden,Wren,ember bed,shade caller,0.12,0.61668,0.653,0.61,0.88,0.0,0.151413,0.661334,0.3,19.87528,0.050725,0.07528,0.027562,safety,turns toward shelter route,16.113686,0.637511,True,True
944,53,lichen_bridge,Kio,signal post,bridge caller,0.12,0.1658,0.013,0.71,0.262,0.81,0.04038,0.611539,0.32,14.62028,0.046927,0.005688,0.000207,wetness,shakes cloak and avoids puddles,12.882358,0.631056,True,True
945,53,orchid_engine,Cai,gear wash,gear washer,0.12,0.52706,0.803,0.336,0.757,0.88,0.03854,0.511094,0.3,18.30184,0.054294,0.006325,0.006193,wetness,shakes cloak and avoids puddles,16.885443,0.6612,True,True
946,53,moss_ward,Milo,dry loft,blanket keeper,0.12,0.541,0.033,0.6,0.18,0.85,0.03116,0.601434,0.305,18.37696,0.059561,0.0,0.000124,wetness,shakes cloak and avoids puddles,12.450967,0.621544,True,True
947,53,glass_harbor,Sera,quiet bunk,tea maker,0.12,0.57082,0.642,0.25,0.18,0.88,0.145477,0.509524,0.32,19.301061,0.068219,0.055691,0.000291,wetness,shakes cloak and avoids puddles,14.098881,0.639789,True,True
948,53,cinder_garden,Juno,ember bed,ember tender,0.12,0.5718,0.029,0.77,0.88,0.0,0.0068,0.760792,0.3,18.5588,0.030122,0.437186,2e-05,thirst,looks toward water vessel,15.45469,0.672233,True,True
949,53,lichen_bridge,Luma,signal post,rope weaver,0.12,0.55786,0.345,0.71,0.205,0.81,0.00983,0.583607,0.32,18.35758,0.052377,0.184406,2e-05,wetness,shakes cloak and avoids puddles,14.227554,0.665778,True,True
950,53,orchid_engine,Dax,gear wash,orchid keeper,0.12,0.5576,0.686,0.02,0.667,0.88,0.035753,0.5173,0.3,18.590518,0.060244,0.006691,0.000181,wetness,shakes cloak and avoids puddles,16.814223,0.695922,True,True
951,53,moss_ward,Tala,dry loft,water carrier,0.12,0.53192,0.358,0.6,0.18,0.85,0.087787,0.558234,0.565,17.585921,0.06658,0.0,0.000577,wetness,shakes cloak and avoids puddles,11.992932,0.656267,True,True
952,53,glass_harbor,Nia,quiet bunk,net mender,0.12,0.1559,0.761,0.01,0.18,0.88,0.02128,0.512235,0.3,14.48668,0.047983,0.005332,6.4e-05,wetness,shakes cloak and avoids puddles,12.000647,0.674511,True,True
953,53,cinder_garden,Pax,ember bed,seed sorter,0.12,0.55986,0.807,0.77,0.88,0.0,0.189859,0.640303,0.3,19.537755,0.039417,0.478054,0.031596,hunger,pauses near meal shelf,16.718551,0.706956,True,True
954,54,orchid_engine,Bea,sleep cot,valve listener,0.12,0.1414,0.772,0.032,0.88,0.8,0.03958,0.522567,0.3,14.45148,0.046712,0.0,0.006199,wetness,shakes cloak and avoids puddles,14.747866,0.7237,True,True
955,54,moss_ward,Fay,warm hearth,path watcher,0.12,0.53458,0.314,0.72,0.18,0.88,0.07889,0.564038,0.3,18.619138,0.05502,0.006415,0.000506,wetness,shakes cloak and avoids puddles,11.955942,0.684044,True,True
956,54,glass_harbor,Puck,salt steps,lamp guard,0.12,0.5272,0.706,0.07,0.2,0.84,0.01012,0.527281,0.32,18.05272,0.058982,0.0126,2e-05,wetness,shakes cloak and avoids puddles,13.083342,0.702289,True,True
957,54,cinder_garden,Wren,ash path,shade caller,0.12,0.62544,0.662,0.62,0.76,0.01,0.153966,0.658405,0.3,19.978196,0.050971,0.082785,0.02787,safety,turns toward shelter route,16.534393,0.734733,True,True
958,54,lichen_bridge,Kio,lichen wall,bridge caller,0.12,0.1976,0.024,0.72,0.18,0.88,0.01064,0.602558,0.3,14.83984,0.047792,0.008059,0.006021,wetness,shakes cloak and avoids puddles,13.359299,0.728278,True,True
959,54,orchid_engine,Cai,sleep cot,gear washer,0.12,0.52718,0.816,0.352,0.88,0.8,0.0098,0.528892,0.3,18.1306,0.052176,0.0,2e-05,hunger,pauses near meal shelf,17.209027,0.758422,True,True
960,54,moss_ward,Milo,warm hearth,blanket keeper,0.12,0.54544,0.042,0.61,0.18,0.88,0.01064,0.598418,0.3,18.31824,0.059792,0.006545,2.1e-05,wetness,shakes cloak and avoids puddles,11.675008,0.718767,True,True
961,54,glass_harbor,Sera,salt steps,tea maker,0.12,0.57958,0.653,0.19,0.2,0.84,0.155597,0.514145,0.34,19.369381,0.067601,0.062646,0.000602,wetness,shakes cloak and avoids puddles,13.368172,0.737011,True,True
962,54,cinder_garden,Juno,ash path,ember tender,0.12,0.5676,0.042,0.78,0.724,0.0136,0.008749,0.756652,0.34,18.368493,0.030429,0.443997,3.8e-05,thirst,looks toward water vessel,15.768655,0.769456,True,True
963,54,lichen_bridge,Luma,lichen wall,rope weaver,0.12,0.55798,0.354,0.72,0.18,0.88,0.02047,0.568585,0.3,18.50262,0.053968,0.191102,0.006061,wetness,shakes cloak and avoids puddles,14.655509,0.763,True,True
964,54,orchid_engine,Dax,sleep cot,orchid keeper,0.12,0.56204,0.697,0.036,0.8,0.8,0.044753,0.5293,0.3,18.688918,0.058806,0.0,0.000271,wetness,shakes cloak and avoids puddles,17.230114,0.793144,True,True
965,54,moss_ward,Tala,warm hearth,water carrier,0.12,0.54068,0.371,0.61,0.18,0.88,0.098427,0.549932,0.535,17.857361,0.067372,0.006488,0.000774,wetness,shakes cloak and avoids puddles,12.469253,0.753489,True,True
966,54,glass_harbor,Nia,salt steps,net mender,0.12,0.1877,0.77,0.02,0.266,0.84,0.03074,0.517022,0.32,14.78144,0.047353,0.007584,0.000125,wetness,shakes cloak and avoids puddles,11.362404,0.771733,True,True
967,54,cinder_garden,Pax,ash path,seed sorter,0.12,0.55998,0.818,0.78,0.724,0.0136,0.191808,0.636583,0.3,19.550648,0.039725,0.484774,0.03198,hunger,pauses near meal shelf,15.962898,0.804178,True,True
968,54,lichen_bridge,Rin,lichen wall,signal keeper,0.12,0.54944,0.035,0.61,0.18,0.88,0.02099,0.597602,0.3,18.42034,0.059978,0.006593,0.006063,wetness,shakes cloak and avoids puddles,14.431781,0.797722,True,True
969,54,orchid_engine,Eli,sleep cot,meal runner,0.12,0.57698,0.649,0.392,0.88,0.8,0.05997,0.537125,0.3,18.929621,0.065079,0.007064,0.00622,wetness,shakes cloak and avoids puddles,17.131049,0.827867,True,True
970,54,moss_ward,Ari,warm hearth,cook,0.12,0.1625,0.02,0.72,0.18,0.88,0.03168,0.599671,0.3,14.61508,0.04817,0.00195,0.000127,wetness,shakes cloak and avoids puddles,10.918101,0.788211,True,True
971,54,glass_harbor,Oren,salt steps,salt washer,0.12,0.53178,0.816,0.22,0.2024,0.84,0.079134,0.510779,0.32,18.512604,0.054224,0.006381,0.006509,wetness,shakes cloak and avoids puddles,13.80863,0.806456,True,True
972,55,lichen_bridge,Kio,rope bridge,bridge caller,0.12,0.1594,0.033,0.73,0.18,0.88,0.02128,0.599955,0.3,14.52168,0.047983,0.001913,0.006064,wetness,shakes cloak and avoids puddles,12.464892,0.8255,True,True
973,55,orchid_engine,Cai,orchid bay,gear washer,0.12,0.5633,0.827,0.362,0.855,0.76,0.01903,0.533655,0.32,18.46718,0.051543,0.00676,5.8e-05,hunger,pauses near meal shelf,16.58791,0.855644,True,True
974,55,moss_ward,Milo,moss lane,blanket keeper,0.12,0.55588,0.013,0.62,0.2,0.84,0.02076,0.607658,0.32,18.40336,0.059174,0.013216,6.3e-05,wetness,shakes cloak and avoids puddles,12.091136,0.815989,True,True
975,55,glass_harbor,Sera,steam alcove,tea maker,0.12,0.58834,0.662,0.2,0.185,0.88,0.166237,0.504522,0.335,19.540821,0.068592,0.069706,0.000935,wetness,shakes cloak and avoids puddles,13.811493,0.834233,True,True
976,55,cinder_garden,Juno,cool basin,ember tender,0.12,0.5634,0.011,0.796,0.844,0.0,0.011789,0.762514,0.3,18.504733,0.030212,0.450758,6.1e-05,thirst,looks toward water vessel,16.19038,0.866678,True,True
977,55,lichen_bridge,Luma,rope bridge,rope weaver,0.12,0.5581,0.367,0.73,0.18,0.88,0.03111,0.565682,0.3,18.56766,0.05416,0.197799,0.006123,wetness,shakes cloak and avoids puddles,15.057065,0.860222,True,True
978,55,orchid_engine,Dax,orchid bay,orchid keeper,0.12,0.56648,0.706,0.01,0.826,0.76,0.053693,0.534349,0.32,18.706958,0.058166,0.006798,0.000378,wetness,shakes cloak and avoids puddles,16.479486,0.890367,True,True
979,55,moss_ward,Tala,moss lane,water carrier,0.12,0.54944,0.382,0.62,0.2,0.77,0.107987,0.567242,0.555,17.922321,0.065344,0.013081,0.00099,wetness,shakes cloak and avoids puddles,11.737435,0.850711,True,True
980,55,glass_harbor,Nia,steam alcove,net mender,0.12,0.1135,0.783,0.03,0.236,0.88,0.04082,0.506829,0.315,14.11992,0.048335,0.001362,0.000207,wetness,shakes cloak and avoids puddles,11.466969,0.868956,True,True
981,55,cinder_garden,Pax,cool basin,seed sorter,0.12,0.5601,0.827,0.796,0.88,0.0,0.125208,0.648967,0.3,19.152248,0.038254,0.491495,0.00423,hunger,pauses near meal shelf,16.211519,0.9014,True,True
982,55,lichen_bridge,Rin,rope bridge,signal keeper,0.12,0.55988,0.011,0.62,0.18,0.88,0.03163,0.598959,0.3,18.58858,0.060169,0.013312,0.006126,wetness,shakes cloak and avoids puddles,14.875339,0.894944,True,True
983,55,orchid_engine,Eli,orchid bay,meal runner,0.12,0.51574,0.662,0.402,0.88,0.76,0.06945,0.541608,0.32,18.294101,0.06445,0.006189,0.006359,wetness,shakes cloak and avoids puddles,17.254173,0.925089,True,True
984,55,moss_ward,Ari,moss lane,cook,0.12,0.1243,0.029,0.73,0.206,0.84,0.04174,0.604362,0.32,14.21344,0.047551,0.001492,0.00021,wetness,shakes cloak and avoids puddles,9.996146,0.885433,True,True
985,55,glass_harbor,Oren,steam alcove,salt washer,0.12,0.5679,0.827,0.23,0.18,0.88,0.019774,0.512116,0.315,18.537644,0.053956,0.013196,4e-05,wetness,shakes cloak and avoids puddles,13.084706,0.903678,True,True
986,55,cinder_garden,Vale,cool basin,ash sweeper,0.12,0.62388,0.026,0.686,0.88,0.0,0.003663,0.760034,0.335,18.92078,0.042066,0.23869,7e-06,thirst,looks toward water vessel,15.994245,0.936122,True,True
987,55,lichen_bridge,Sol,rope bridge,meal marker,0.12,0.57144,0.382,0.62,0.18,0.88,0.042509,0.558099,0.3,18.769456,0.066365,0.119809,0.000216,wetness,shakes cloak and avoids puddles,14.753929,0.929667,True,True
988,55,orchid_engine,Bea,orchid bay,valve listener,0.12,0.1372,0.783,0.042,0.88,0.76,0.00948,0.533443,0.32,14.14888,0.045371,0.001646,1.9e-05,hunger,pauses near meal shelf,15.404774,0.959811,True,True
989,55,moss_ward,Fay,moss lane,path watcher,0.12,0.5707,0.327,0.73,0.2,0.84,0.01901,0.579618,0.32,18.541058,0.053142,0.013263,3.8e-05,wetness,shakes cloak and avoids puddles,12.717988,0.920156,True,True
990,56,cinder_garden,Juno,seed shelf,ember tender,0.12,0.5652,0.02,0.806,0.864,0.0,0.00324,0.762982,0.32,18.39144,0.030058,0.45754,6e-06,thirst,looks toward water vessel,15.394379,0.9639,True,True
991,56,lichen_bridge,Luma,meal room,rope weaver,0.12,0.55822,0.308,0.74,0.18,0.88,0.04175,0.57142,0.3,18.6327,0.054351,0.204498,0.006206,wetness,shakes cloak and avoids puddles,14.31862,0.957444,True,True
992,56,orchid_engine,Dax,meal shelf,orchid keeper,0.12,0.50092,0.719,0.02,0.786,0.86,0.063033,0.513475,0.3,18.187398,0.060335,0.006011,0.000504,wetness,shakes cloak and avoids puddles,16.63755,0.987589,True,True
993,56,moss_ward,Tala,tool nook,water carrier,0.12,0.5582,0.391,0.63,0.18,0.85,0.118387,0.550458,0.545,18.112321,0.067131,0.01978,0.001226,wetness,shakes cloak and avoids puddles,12.18688,0.947933,True,True
994,56,glass_harbor,Nia,lamp pier,net mender,0.12,0.1453,0.794,0.04,0.18,0.88,0.01064,0.510518,0.3,14.31684,0.047792,0.003106,0.006021,wetness,shakes cloak and avoids puddles,11.936438,0.966178,True,True
995,56,cinder_garden,Pax,seed shelf,seed sorter,0.12,0.56022,0.84,0.806,0.88,0.0,0.128608,0.647223,0.32,19.093848,0.038315,0.498218,0.004487,hunger,pauses near meal shelf,16.572339,0.998622,True,True
996,56,lichen_bridge,Rin,meal room,signal keeper,0.12,0.56432,0.02,0.63,0.18,0.88,0.01064,0.601418,0.3,18.50704,0.059792,0.020084,2.1e-05,wetness,shakes cloak and avoids puddles,14.09185,0.992167,True,True
997,56,orchid_engine,Eli,meal shelf,meal runner,0.12,0.5605,0.673,0.412,0.828,0.88,0.07937,0.517461,0.3,18.881221,0.067029,0.012915,0.006518,wetness,shakes cloak and avoids puddles,16.722388,0.022311,True,True
998,56,moss_ward,Ari,tool nook,cook,0.12,0.1261,0.042,0.74,0.18,0.88,0.01064,0.600758,0.31,14.08484,0.047792,0.003005,2.1e-05,wetness,shakes cloak and avoids puddles,10.335094,0.982656,True,True
999,56,glass_harbor,Oren,lamp pier,salt washer,0.12,0.56802,0.836,0.17,0.18,0.88,0.030414,0.509694,0.3,18.662684,0.054147,0.020012,0.0061,wetness,shakes cloak and avoids puddles,13.506061,0.0009,True,True
1000,56,cinder_garden,Vale,seed shelf,ash sweeper,0.12,0.60432,0.037,0.696,0.88,0.0,0.007209,0.758327,0.425,18.386455,0.04213,0.195942,2.2e-05,thirst,looks toward water vessel,16.182857,0.033344,True,True
1001,56,lichen_bridge,Sol,meal room,meal marker,0.12,0.5102,0.395,0.63,0.18,0.88,0.053149,0.555196,0.3,18.220896,0.066557,0.055931,0.000323,wetness,shakes cloak and avoids puddles,14.90575,0.026889,True,True
1002,56,orchid_engine,Bea,meal shelf,valve listener,0.12,0.169,0.792,0.052,0.783,0.88,0.01895,0.509428,0.3,14.6037,0.047941,0.003674,5.7e-05,wetness,shakes cloak and avoids puddles,14.819351,0.057033,True,True
1003,56,moss_ward,Fay,tool nook,path watcher,0.12,0.57082,0.268,0.74,0.18,0.88,0.02965,0.578156,0.31,18.646098,0.054134,0.020113,9.7e-05,wetness,shakes cloak and avoids puddles,11.992744,0.017378,True,True
1004,56,glass_harbor,Puck,lamp pier,lamp guard,0.12,0.56764,0.719,0.01,0.18,0.88,0.02076,0.517178,0.3,18.60096,0.059974,0.019411,0.006062,wetness,shakes cloak and avoids puddles,13.2954,0.035622,True,True
1005,56,cinder_garden,Wren,seed shelf,shade caller,0.12,0.6102,0.671,0.63,0.816,0.0,0.156907,0.659015,0.32,19.763443,0.050824,0.040107,0.028183,safety,turns toward shelter route,16.45179,0.068067,True,True
1006,56,lichen_bridge,Kio,meal room,bridge caller,0.12,0.1552,0.044,0.74,0.18,0.88,0.03192,0.597113,0.3,14.54352,0.048175,0.003775,0.006128,wetness,shakes cloak and avoids puddles,13.228866,0.061611,True,True
1007,56,orchid_engine,Cai,meal shelf,gear washer,0.12,0.56342,0.84,0.302,0.803,0.88,0.0287,0.509308,0.3,18.6064,0.054117,0.013521,0.000115,wetness,shakes cloak and avoids puddles,17.393945,0.091756,True,True
1008,57,glass_harbor,Nia,net room,net mender,0.12,0.1771,0.803,0.01,0.18,0.88,0.02128,0.507915,0.3,14.69868,0.047983,0.005231,0.006064,wetness,shakes cloak and avoids puddles,11.326931,0.0634,True,True
1009,57,cinder_garden,Pax,shade tent,seed sorter,0.12,0.56034,0.851,0.816,0.88,0.0,0.132008,0.645719,0.3,19.195448,0.038376,0.504942,0.004751,hunger,pauses near meal shelf,15.84596,0.095844,True,True
1010,57,lichen_bridge,Rin,rest alcove,signal keeper,0.12,0.49876,0.033,0.64,0.185,0.85,0.02099,0.603782,0.3,17.91354,0.059378,0.005985,6.3e-05,wetness,shakes cloak and avoids puddles,14.225513,0.089389,True,True
1011,57,orchid_engine,Eli,engine ring,meal runner,0.12,0.56926,0.682,0.428,0.853,0.88,0.08954,0.515114,0.3,19.029841,0.067212,0.019746,0.012697,wetness,shakes cloak and avoids puddles,17.158178,0.119533,True,True
1012,57,moss_ward,Ari,rain gate,cook,0.12,0.1579,0.011,0.75,0.18,0.88,0.02128,0.602955,0.3,14.50668,0.047983,0.0049,6.4e-05,wetness,shakes cloak and avoids puddles,10.878787,0.079878,True,True
1013,57,glass_harbor,Oren,net room,salt washer,0.12,0.56814,0.849,0.18,0.1824,0.88,0.04103,0.506795,0.3,18.72758,0.054339,0.02683,0.006182,wetness,shakes cloak and avoids puddles,13.907569,0.098122,True,True
1014,57,cinder_garden,Vale,shade tent,ash sweeper,0.12,0.61476,0.009,0.706,0.88,0.0,0.010818,0.761289,0.39,18.652507,0.042195,0.203319,4.3e-05,thirst,looks toward water vessel,15.518692,0.130567,True,True
1015,57,lichen_bridge,Sol,rest alcove,meal marker,0.12,0.55496,0.406,0.64,0.185,0.85,0.063499,0.55798,0.3,18.730596,0.066143,0.062591,0.00045,wetness,shakes cloak and avoids puddles,14.348416,0.124111,True,True
1016,57,orchid_engine,Bea,engine ring,valve listener,0.12,0.1648,0.805,0.016,0.874,0.88,0.02933,0.506387,0.3,14.62398,0.048128,0.005652,0.006116,wetness,shakes cloak and avoids puddles,15.202809,0.154256,True,True
1017,57,moss_ward,Fay,rain gate,path watcher,0.12,0.57094,0.277,0.75,0.18,0.88,0.04029,0.575734,0.3,18.751138,0.054325,0.026964,0.000178,wetness,shakes cloak and avoids puddles,12.407499,0.1146,True,True
1018,57,glass_harbor,Puck,net room,lamp guard,0.12,0.53808,0.73,0.02,0.18,0.88,0.0314,0.514516,0.3,18.3692,0.060165,0.006457,0.006125,wetness,shakes cloak and avoids puddles,13.576158,0.132844,True,True
1019,57,cinder_garden,Wren,shade tent,shade caller,0.12,0.61896,0.684,0.64,0.877,0.0,0.160511,0.657238,0.3,19.952666,0.050889,0.047535,0.028504,safety,turns toward shelter route,16.900979,0.165289,True,True
1020,57,lichen_bridge,Kio,rest alcove,bridge caller,0.12,0.187,0.009,0.75,0.185,0.85,0.04227,0.605237,0.3,14.92362,0.047761,0.006019,0.006212,wetness,shakes cloak and avoids puddles,12.618785,0.158833,True,True
1021,57,orchid_engine,Cai,engine ring,gear washer,0.12,0.52954,0.851,0.318,0.88,0.88,0.03914,0.506678,0.3,18.33024,0.054305,0.006354,0.006193,wetness,shakes cloak and avoids puddles,16.516725,0.188978,True,True
1022,57,moss_ward,Milo,rain gate,blanket keeper,0.12,0.56032,0.026,0.63,0.18,0.88,0.0314,0.597376,0.3,18.5916,0.060165,0.01994,0.000126,wetness,shakes cloak and avoids puddles,12.156674,0.149322,True,True
1023,57,glass_harbor,Sera,net room,tea maker,0.12,0.5271,0.671,0.21,0.18,0.88,0.176877,0.5021,0.315,19.072261,0.068784,0.006325,0.001288,wetness,shakes cloak and avoids puddles,13.609713,0.167567,True,True
1024,57,cinder_garden,Juno,shade tent,ember tender,0.12,0.561,0.031,0.816,0.88,0.0,0.00664,0.761298,0.3,18.44984,0.03012,0.464272,2e-05,thirst,looks toward water vessel,16.170417,0.200011,True,True
1025,57,lichen_bridge,Luma,rest alcove,rope weaver,0.12,0.55834,0.321,0.75,0.185,0.85,0.01035,0.580644,0.3,18.4455,0.053186,0.211198,2.1e-05,wetness,shakes cloak and avoids puddles,15.016937,0.193556,True,True
1026,58,moss_ward,Ari,dry loft,cook,0.12,0.1897,0.02,0.76,0.18,0.78,0.03112,0.618481,0.305,14.86372,0.04616,0.0,0.000126,wetness,shakes cloak and avoids puddles,10.261097,0.1771,True,True
1027,58,glass_harbor,Oren,quiet bunk,salt washer,0.12,0.53426,0.86,0.19,0.18,0.88,0.05167,0.504133,0.3,18.45262,0.05453,0.006411,0.006286,wetness,shakes cloak and avoids puddles,13.030745,0.195344,True,True
1028,58,cinder_garden,Vale,ember bed,ash sweeper,0.12,0.6192,0.022,0.716,0.88,0.0,0.003635,0.761058,0.34,18.853811,0.042065,0.21075,7e-06,thirst,looks toward water vessel,15.968542,0.227789,True,True
1029,58,lichen_bridge,Sol,signal post,meal marker,0.12,0.56372,0.345,0.65,0.205,0.81,0.073329,0.571287,0.32,18.797176,0.06552,0.069356,0.000596,wetness,shakes cloak and avoids puddles,14.757132,0.221333,True,True
1030,58,orchid_engine,Bea,gear wash,valve listener,0.12,0.1266,0.816,0.026,0.784,0.88,0.03881,0.50373,0.3,14.29886,0.048299,0.001519,0.006193,wetness,shakes cloak and avoids puddles,15.446106,0.251478,True,True
1031,58,moss_ward,Fay,dry loft,path watcher,0.12,0.53106,0.29,0.76,0.18,0.85,0.05069,0.57827,0.305,18.394738,0.053912,0.0,0.000279,wetness,shakes cloak and avoids puddles,12.63918,0.211822,True,True
1032,58,glass_harbor,Puck,quiet bunk,lamp guard,0.12,0.57852,0.739,0.03,0.18,0.88,0.01064,0.517118,0.3,18.64904,0.059792,0.013399,2.1e-05,wetness,shakes cloak and avoids puddles,12.939644,0.230067,True,True
1033,58,cinder_garden,Wren,ember bed,shade caller,0.12,0.62772,0.695,0.65,0.88,0.0,0.164197,0.655688,0.3,20.062384,0.050956,0.055068,0.028833,safety,turns toward shelter route,16.183931,0.262511,True,True
1034,58,lichen_bridge,Kio,signal post,bridge caller,0.12,0.1828,0.022,0.76,0.211,0.81,0.00977,0.616257,0.32,14.60662,0.046376,0.008213,2e-05,wetness,shakes cloak and avoids puddles,12.890941,0.256056,True,True
1035,58,orchid_engine,Cai,gear wash,gear washer,0.12,0.56566,0.86,0.328,0.763,0.88,0.00927,0.510737,0.3,18.51222,0.053767,0.013142,1.9e-05,wetness,shakes cloak and avoids puddles,16.984591,0.2862,True,True
1036,58,moss_ward,Milo,dry loft,blanket keeper,0.12,0.56476,0.037,0.64,0.18,0.85,0.0104,0.605176,0.305,18.49,0.059187,0.006717,2.1e-05,wetness,shakes cloak and avoids puddles,12.506565,0.246544,True,True
1037,58,glass_harbor,Sera,quiet bunk,tea maker,0.12,0.53586,0.684,0.15,0.18,0.88,0.187517,0.499197,0.3,19.283701,0.068975,0.012756,0.001663,wetness,shakes cloak and avoids puddles,14.066233,0.264789,True,True
1038,58,cinder_garden,Juno,ember bed,ember tender,0.12,0.5628,0.04,0.826,0.88,0.0,0.01004,0.759854,0.32,18.40824,0.030181,0.471026,4e-05,thirst,looks toward water vessel,15.398075,0.297233,True,True
1039,58,lichen_bridge,Luma,signal post,rope weaver,0.12,0.52446,0.332,0.76,0.205,0.81,0.02018,0.585311,0.32,18.08568,0.052563,0.147491,6.1e-05,wetness,shakes cloak and avoids puddles,14.112109,0.290778,True,True
1040,58,orchid_engine,Dax,gear wash,orchid keeper,0.12,0.54136,0.732,0.03,0.678,0.88,0.00842,0.517413,0.3,18.26412,0.059752,0.012507,1.7e-05,wetness,shakes cloak and avoids puddles,16.694007,0.320922,True,True
1041,58,moss_ward,Tala,dry loft,water carrier,0.12,0.56696,0.4,0.64,0.18,0.85,0.058787,0.559274,0.55,17.822321,0.066058,0.006583,0.000118,wetness,shakes cloak and avoids puddles,12.097925,0.281267,True,True
1042,58,glass_harbor,Nia,quiet bunk,net mender,0.12,0.1789,0.814,0.02,0.18,0.88,0.03192,0.505073,0.3,14.78052,0.048175,0.007378,0.006128,wetness,shakes cloak and avoids puddles,12.115325,0.299511,True,True
1043,58,cinder_garden,Pax,ember bed,seed sorter,0.12,0.56046,0.794,0.826,0.88,0.0,0.135408,0.652375,0.3,19.217048,0.038437,0.511667,0.005022,thirst,looks toward water vessel,16.61318,0.331956,True,True
1044,59,orchid_engine,Bea,sleep cot,valve listener,0.12,0.1584,0.825,0.042,0.88,0.8,0.0098,0.521872,0.3,14.4428,0.046176,0.0,2e-05,hunger,pauses near meal shelf,14.758092,0.3487,True,True
1045,59,moss_ward,Fay,warm hearth,path watcher,0.12,0.56718,0.301,0.77,0.18,0.88,0.01064,0.578318,0.3,18.53564,0.053792,0.006806,2.1e-05,wetness,shakes cloak and avoids puddles,11.95349,0.309044,True,True
1046,59,glass_harbor,Puck,salt steps,lamp guard,0.12,0.58896,0.752,0.01,0.2,0.84,0.020814,0.52149,0.32,18.734483,0.059175,0.020467,6.3e-05,wetness,shakes cloak and avoids puddles,13.355878,0.327289,True,True
1047,59,cinder_garden,Wren,ash path,shade caller,0.12,0.61248,0.704,0.66,0.76,0.01,0.166672,0.652772,0.3,19.924833,0.0512,0.012417,0.029166,hunger,pauses near meal shelf,16.506804,0.359733,True,True
1048,59,lichen_bridge,Kio,lichen wall,bridge caller,0.12,0.1446,0.033,0.77,0.18,0.88,0.02041,0.600814,0.3,14.36846,0.047967,0.001735,0.00606,wetness,shakes cloak and avoids puddles,13.162934,0.353278,True,True
1049,59,orchid_engine,Cai,sleep cot,gear washer,0.12,0.56578,0.86,0.344,0.863,0.8,0.0189,0.523956,0.3,18.5712,0.05234,0.0,5.6e-05,hunger,pauses near meal shelf,17.384147,0.383422,True,True
1050,59,moss_ward,Milo,warm hearth,blanket keeper,0.12,0.5692,0.009,0.65,0.18,0.88,0.02104,0.601614,0.3,18.61824,0.059979,0.013547,6.3e-05,wetness,shakes cloak and avoids puddles,11.792303,0.343767,True,True
1051,59,glass_harbor,Sera,salt steps,tea maker,0.12,0.58062,0.695,0.16,0.2,0.84,0.197641,0.503818,0.32,19.712043,0.068358,0.019723,0.002059,wetness,shakes cloak and avoids puddles,13.482052,0.362011,True,True
1052,59,cinder_garden,Juno,ash path,ember tender,0.12,0.5586,0.013,0.836,0.724,0.0136,0.011989,0.760514,0.3,18.457933,0.030488,0.477729,6.4e-05,thirst,looks toward water vessel,15.79124,0.394456,True,True
1053,59,lichen_bridge,Luma,lichen wall,rope weaver,0.12,0.56058,0.341,0.77,0.18,0.88,0.03082,0.570289,0.3,18.59072,0.054155,0.154218,0.006123,wetness,shakes cloak and avoids puddles,14.686584,0.388,True,True
1054,59,orchid_engine,Dax,sleep cot,orchid keeper,0.12,0.5518,0.743,0.016,0.856,0.8,0.01798,0.529323,0.3,18.42588,0.058324,0.0,5.3e-05,wetness,shakes cloak and avoids puddles,17.135426,0.418144,True,True
1055,59,moss_ward,Tala,warm hearth,water carrier,0.12,0.57572,0.413,0.65,0.18,0.88,0.069427,0.550972,0.52,18.093761,0.06685,0.013492,0.000256,wetness,shakes cloak and avoids puddles,12.574246,0.378489,True,True
1056,59,glass_harbor,Nia,salt steps,net mender,0.12,0.1407,0.823,0.03,0.2088,0.84,0.041952,0.509768,0.32,14.378712,0.047555,0.001688,0.006212,wetness,shakes cloak and avoids puddles,11.193314,0.396733,True,True
1057,59,cinder_garden,Pax,ash path,seed sorter,0.12,0.56058,0.805,0.836,0.724,0.0136,0.137357,0.648655,0.3,19.229941,0.038744,0.518394,0.005297,thirst,looks toward water vessel,15.857527,0.429178,True,True
1058,59,lichen_bridge,Rin,lichen wall,signal keeper,0.12,0.5392,0.046,0.65,0.18,0.88,0.03163,0.595299,0.3,18.38178,0.060169,0.012456,0.006127,wetness,shakes cloak and avoids puddles,14.411171,0.422722,True,True
1059,59,orchid_engine,Eli,sleep cot,meal runner,0.12,0.57802,0.691,0.374,0.88,0.8,0.09934,0.527226,0.3,19.176241,0.065788,0.006682,0.012896,wetness,shakes cloak and avoids puddles,17.213235,0.452867,True,True
1060,59,moss_ward,Ari,warm hearth,cook,0.12,0.1455,0.031,0.77,0.18,0.88,0.04176,0.597638,0.3,14.50556,0.048352,0.001746,0.00021,wetness,shakes cloak and avoids puddles,10.86887,0.413211,True,True
1061,59,glass_harbor,Oren,salt steps,salt washer,0.12,0.57038,0.86,0.2,0.2,0.84,0.01012,0.518341,0.32,18.48452,0.052982,0.013256,2e-05,hunger,pauses near meal shelf,13.829084,0.431456,True,True
