tick_id,day,settlement_id,resident_goal_panel,object_task_request_panel,negotiated_plan_panel,refusal_help_panel,phrase_learning_panel,reload_panel,frequency_flower_panel,visible_boundary_notice,save_restore_key,replay_key
644,36,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00644
645,36,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00645
646,36,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00646
647,36,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00647
648,37,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00648
649,37,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00649
650,37,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00650
651,37,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00651
652,37,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00652
653,37,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00653
654,37,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00654
655,37,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00655
656,37,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00656
657,37,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00657
658,37,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00658
659,37,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00659
660,37,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00660
661,37,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00661
662,37,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00662
663,37,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00663
664,37,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00664
665,37,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00665
666,38,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00666
667,38,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00667
668,38,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00668
669,38,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00669
670,38,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00670
671,38,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00671
672,38,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00672
673,38,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00673
674,38,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00674
675,38,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00675
676,38,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00676
677,38,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00677
678,38,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00678
679,38,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00679
680,38,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00680
681,38,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00681
682,38,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00682
683,38,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00683
684,39,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00684
685,39,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00685
686,39,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00686
687,39,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00687
688,39,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00688
689,39,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00689
690,39,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00690
691,39,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00691
692,39,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00692
693,39,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00693
694,39,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00694
695,39,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00695
696,39,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00696
697,39,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00697
698,39,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00698
699,39,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00699
700,39,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00700
701,39,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00701
702,40,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00702
703,40,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00703
704,40,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00704
705,40,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00705
706,40,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00706
707,40,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00707
708,40,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00708
709,40,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00709
710,40,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00710
711,40,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00711
712,40,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00712
713,40,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00713
714,40,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00714
715,40,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00715
716,40,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00716
717,40,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00717
718,40,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00718
719,40,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00719
720,41,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00720
721,41,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00721
722,41,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00722
723,41,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00723
724,41,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00724
725,41,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00725
726,41,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00726
727,41,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00727
728,41,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00728
729,41,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00729
730,41,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00730
731,41,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00731
732,41,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00732
733,41,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00733
734,41,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00734
735,41,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00735
736,41,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00736
737,41,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00737
738,42,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00738
739,42,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00739
740,42,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00740
741,42,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00741
742,42,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00742
743,42,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00743
744,42,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00744
745,42,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00745
746,42,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00746
747,42,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00747
748,42,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00748
749,42,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00749
750,42,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00750
751,42,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00751
752,42,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00752
753,42,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00753
754,42,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00754
755,42,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00755
756,43,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00756
757,43,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00757
758,43,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00758
759,43,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00759
760,43,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00760
761,43,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00761
762,43,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00762
763,43,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00763
764,43,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00764
765,43,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00765
766,43,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00766
767,43,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00767
768,43,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00768
769,43,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00769
770,43,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00770
771,43,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00771
772,43,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00772
773,43,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00773
774,44,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00774
775,44,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00775
776,44,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00776
777,44,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00777
778,44,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00778
779,44,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00779
780,44,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00780
781,44,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00781
782,44,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00782
783,44,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00783
784,44,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00784
785,44,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00785
786,44,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00786
787,44,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00787
788,44,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00788
789,44,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00789
790,44,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00790
791,44,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00791
792,45,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00792
793,45,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00793
794,45,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00794
795,45,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00795
796,45,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00796
797,45,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00797
798,45,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00798
799,45,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00799
800,45,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00800
801,45,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00801
802,45,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00802
803,45,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00803
804,45,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00804
805,45,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00805
806,45,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00806
807,45,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00807
808,45,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00808
809,45,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00809
810,46,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00810
811,46,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00811
812,46,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00812
813,46,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00813
814,46,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00814
815,46,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00815
816,46,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00816
817,46,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00817
818,46,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00818
819,46,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00819
820,46,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00820
821,46,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00821
822,46,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00822
823,46,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00823
824,46,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00824
825,46,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00825
826,46,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00826
827,46,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00827
828,47,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00828
829,47,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00829
830,47,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00830
831,47,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00831
832,47,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00832
833,47,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00833
834,47,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00834
835,47,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00835
836,47,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00836
837,47,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00837
838,47,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00838
839,47,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00839
840,47,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00840
841,47,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00841
842,47,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00842
843,47,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00843
844,47,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00844
845,47,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00845
846,48,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00846
847,48,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00847
848,48,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00848
849,48,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00849
850,48,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00850
851,48,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00851
852,48,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00852
853,48,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00853
854,48,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00854
855,48,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00855
856,48,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00856
857,48,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00857
858,48,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00858
859,48,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00859
860,48,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00860
861,48,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00861
862,48,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00862
863,48,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00863
864,49,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00864
865,49,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00865
866,49,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00866
867,49,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00867
868,49,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00868
869,49,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00869
870,49,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00870
871,49,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00871
872,49,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00872
873,49,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00873
874,49,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00874
875,49,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00875
876,49,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00876
877,49,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00877
878,49,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00878
