tick_id,day,settlement_id,chain_id,chain_step_index,affordance_label,prerequisite_met,object_state_before,object_state_after,chain_progress,persisted,visible_affordance_chain
825,69,repair_ring,chain:repair_ring,3,stabilize repair,False,step:4,step:4,1.0,True,True
829,70,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
830,70,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
831,70,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
832,70,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
834,70,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
835,70,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
840,71,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
842,71,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
845,71,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
850,71,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
853,72,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
855,72,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
856,72,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
860,72,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
865,73,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
868,73,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
870,73,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
872,73,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
875,73,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
876,74,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
879,74,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
880,74,roofward,chain:roofward,3,open warm archive,False,step:4,step:4,1.0,True,True
885,74,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
888,75,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
890,75,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
891,75,riverbend,chain:riverbend,3,repair crossing,False,step:4,step:4,1.0,True,True
895,75,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
898,75,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
900,76,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
905,76,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
908,76,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
910,76,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
911,76,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
915,77,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
918,77,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
920,77,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
921,77,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
923,77,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
925,78,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
930,78,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
931,78,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
934,78,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
935,78,archive,chain:archive,3,weave recall line,False,step:4,step:4,1.0,True,True
938,79,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
940,79,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
941,79,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
943,79,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
945,79,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
946,79,roofward,chain:roofward,3,open warm archive,False,step:4,step:4,1.0,True,True
949,80,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
950,80,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
952,80,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
954,80,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
955,80,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
957,80,roofward,chain:roofward,3,open warm archive,False,step:4,step:4,1.0,True,True
960,81,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
965,81,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
968,81,riverbend,chain:riverbend,3,repair crossing,False,step:4,step:4,1.0,True,True
970,81,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
972,82,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
975,82,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
977,82,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
980,82,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
985,83,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
988,83,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
990,83,orchard,chain:orchard,3,seal seed shed,False,step:4,step:4,1.0,True,True
995,83,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
997,84,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
998,84,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1000,84,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
1005,84,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
1007,84,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1008,85,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1010,85,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1011,85,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
1015,85,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1020,86,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1023,86,roofward,chain:roofward,3,open warm archive,False,step:4,step:4,1.0,True,True
1025,86,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1027,86,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1030,86,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
1034,87,riverbend,chain:riverbend,3,repair crossing,False,step:4,step:4,1.0,True,True
1035,87,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
1040,87,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1043,87,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1045,88,riverbend,chain:riverbend,3,repair crossing,False,step:4,step:4,1.0,True,True
1050,88,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1054,88,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1055,88,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1057,89,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1060,89,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1061,89,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1064,89,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
1065,89,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
1066,89,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1070,90,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
1074,90,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1075,90,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1077,90,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
1080,91,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1084,91,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1085,91,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1086,91,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1087,91,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1089,91,archive,chain:archive,3,weave recall line,False,step:4,step:4,1.0,True,True
1090,91,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1095,92,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
1097,92,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1100,92,roofward,chain:roofward,3,open warm archive,False,step:4,step:4,1.0,True,True
1104,93,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1105,93,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1107,93,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
1109,93,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1110,93,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1112,93,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
1115,93,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1120,94,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1123,94,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1125,94,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
1130,95,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
1132,95,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1135,95,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1139,95,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1140,96,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1141,96,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
1143,96,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1145,96,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1146,96,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1150,96,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1154,97,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
1155,97,signal,chain:signal,3,light safe path,False,step:4,step:4,1.0,True,True
1160,97,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
1163,97,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1164,98,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1165,98,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
1166,98,archive,chain:archive,3,weave recall line,False,step:4,step:4,1.0,True,True
1170,98,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1173,98,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1175,98,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1177,99,roofward,chain:roofward,3,open warm archive,False,step:4,step:4,1.0,True,True
1180,99,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1185,99,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1186,99,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1189,100,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
1190,100,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
1193,100,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1195,100,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
1196,100,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
1198,100,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1200,101,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1205,101,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1209,101,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1210,101,orchard,chain:orchard,3,seal seed shed,False,step:4,step:4,1.0,True,True
1212,102,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1215,102,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1216,102,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1219,102,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
1220,102,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
1221,102,signal,chain:signal,3,light safe path,False,step:4,step:4,1.0,True,True
1225,103,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
1229,103,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1230,103,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1232,103,archive,chain:archive,3,weave recall line,False,step:4,step:4,1.0,True,True
1235,103,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1240,104,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1243,104,archive,chain:archive,3,weave recall line,False,step:4,step:4,1.0,True,True
1245,104,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1250,105,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1252,105,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1253,105,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1255,105,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
1260,106,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
1263,106,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1265,106,riverbend,chain:riverbend,3,repair crossing,False,step:4,step:4,1.0,True,True
1266,106,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
1270,106,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1273,107,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
1275,107,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1278,107,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
1280,107,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1282,107,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1285,108,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
1286,108,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1289,108,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1290,108,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
1295,108,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1296,109,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
1298,109,signal,chain:signal,3,light safe path,False,step:4,step:4,1.0,True,True
1300,109,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1301,109,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1305,109,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1309,110,archive,chain:archive,3,weave recall line,False,step:4,step:4,1.0,True,True
1310,110,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1315,110,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
1318,110,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1320,111,roofward,chain:roofward,3,open warm archive,False,step:4,step:4,1.0,True,True
1321,111,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
1325,111,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
1328,111,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1330,111,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1331,111,riverbend,chain:riverbend,3,repair crossing,False,step:4,step:4,1.0,True,True
1332,112,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
1335,112,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1339,112,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
1340,112,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
1341,112,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
1342,112,riverbend,chain:riverbend,3,repair crossing,False,step:4,step:4,1.0,True,True
