tick_id,day,settlement_id,object_id,object_use,owner_id,lender_id,borrower_id,witness_id,loan_start_day,due_day,consent_state,custody_before,custody_after,loan_status,debt_before,debt_after,multi_day_terms_visible,protocol_valid
662,37,signal,wind wrap,care,Oda,Oda,Oda,Milo,37,41,granted,Oda,Oda,loan active,0.458,0.476,True,True
664,37,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,37,39,granted,Pax,Pax,loan active,0.548,0.566,True,True
666,38,archive,memory tag,archive,Vell,Vell,Toma,Vell,38,40,granted,Vell,Toma,loan active,0.53,0.548,True,True
668,38,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,38,42,granted,Mara,Suf,loan active,0.44,0.458,True,True
670,38,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,38,40,granted,Nox,Lio,loan active,0.53,0.548,True,True
671,38,roofward,shade cloth,care,Bex,Bex,Orr,Bex,38,41,granted,Bex,Orr,loan active,0.206,0.224,True,True
672,38,archive,signal spool,memory,Nia,Nia,Rin,Nia,38,42,deferred,Toma,Toma,deferred with terms,0.458,0.458,True,True
674,38,orchard,dry cord,repair,Pim,Pim,Mara,Pim,38,40,granted,Suf,Mara,loan active,0.566,0.584,True,True
675,38,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,38,41,granted,Juno,Vale,loan active,0.17,0.188,True,True
676,38,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,38,42,granted,Lio,Nox,loan active,0.44,0.458,True,True
678,38,archive,memory tag,archive,Vell,Vell,Toma,Vell,38,40,granted,Toma,Toma,loan active,0.548,0.566,True,True
680,38,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,38,42,granted,Suf,Suf,loan active,0.458,0.476,True,True
682,38,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,38,40,granted,Lio,Lio,loan active,0.548,0.566,True,True
684,39,signal,wind wrap,care,Oda,Oda,Ren,Kesh,39,41,granted,Oda,Ren,loan active,0.548,0.566,True,True
685,39,orchard,seed satchel,resource,Ivo,Ivo,Pim,Suf,39,42,granted,Suf,Pim,loan active,0.188,0.206,True,True
686,39,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,39,43,deferred,Pax,Pax,deferred with terms,0.476,0.476,True,True
688,39,roofward,shade cloth,care,Bex,Bex,Sera,Orr,39,41,granted,Orr,Sera,loan active,0.602,0.62,True,True
690,39,signal,oil lantern,signal,Ren,Ren,Oda,Milo,39,43,granted,Ren,Oda,loan active,0.476,0.494,True,True
692,39,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,39,41,granted,Vale,Pax,loan active,0.566,0.584,True,True
694,39,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,39,43,granted,Sera,Bex,loan active,0.458,0.476,True,True
695,39,archive,memory tag,archive,Vell,Vell,Nia,Toma,39,44,granted,Toma,Nia,loan active,0.152,0.17,True,True
696,39,signal,wind wrap,care,Oda,Oda,Ren,Kesh,39,41,granted,Ren,Ren,loan active,0.566,0.584,True,True
698,39,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,39,43,granted,Pax,Wren,loan active,0.476,0.494,True,True
700,39,roofward,shade cloth,care,Bex,Bex,Sera,Orr,39,41,deferred,Sera,Sera,deferred with terms,0.62,0.62,True,True
702,40,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,40,42,granted,Pim,Mara,loan active,0.584,0.602,True,True
704,40,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,40,44,granted,Lio,Nox,loan active,0.458,0.476,True,True
705,40,roofward,shade cloth,care,Bex,Bex,Fay,Sera,40,45,granted,Sera,Fay,loan active,0.17,0.188,True,True
706,40,archive,signal spool,memory,Nia,Nia,Toma,Vell,40,42,granted,Toma,Toma,loan active,0.566,0.584,True,True
708,40,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,40,44,granted,Mara,Suf,loan active,0.476,0.494,True,True
709,40,repair_ring,cool cloth,care,Wren,Wren,Juno,Pax,40,45,granted,Pax,Juno,loan active,0.188,0.206,True,True
710,40,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,40,42,granted,Nox,Lio,loan active,0.566,0.584,True,True
712,40,archive,memory tag,archive,Vell,Vell,Rin,Nia,40,44,granted,Nia,Rin,loan active,0.458,0.476,True,True
714,40,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,40,42,deferred,Mara,Mara,deferred with terms,0.602,0.602,True,True
716,40,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,40,44,granted,Nox,Nox,loan active,0.476,0.494,True,True
718,40,archive,signal spool,memory,Nia,Nia,Toma,Vell,40,42,granted,Toma,Toma,loan active,0.584,0.602,True,True
719,40,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,40,43,granted,Oda,Kesh,loan active,0.188,0.206,True,True
720,41,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,41,43,granted,Wren,Pax,loan active,0.584,0.602,True,True
722,41,roofward,shade cloth,care,Bex,Bex,Bex,Fay,41,45,granted,Fay,Bex,loan active,0.476,0.494,True,True
724,41,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,41,43,granted,Kesh,Ren,loan active,0.584,0.602,True,True
726,41,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,41,45,granted,Juno,Wren,loan active,0.494,0.512,True,True
728,41,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,41,43,deferred,Bex,Bex,deferred with terms,0.62,0.62,True,True
729,41,archive,memory tag,archive,Vell,Vell,Vell,Rin,41,44,granted,Rin,Vell,loan active,0.206,0.224,True,True
730,41,signal,wind wrap,care,Oda,Oda,Oda,Milo,41,45,granted,Ren,Oda,loan active,0.494,0.512,True,True
732,41,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,41,43,granted,Pax,Pax,loan active,0.602,0.62,True,True
734,41,roofward,shade cloth,care,Bex,Bex,Bex,Fay,41,45,granted,Bex,Bex,loan active,0.494,0.512,True,True
736,41,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,41,43,granted,Ren,Ren,loan active,0.602,0.62,True,True
738,42,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,42,44,granted,Nox,Lio,loan active,0.584,0.602,True,True
739,42,roofward,shade cloth,care,Bex,Bex,Orr,Bex,42,45,granted,Bex,Orr,loan active,0.224,0.242,True,True
740,42,archive,signal spool,memory,Nia,Nia,Rin,Nia,42,46,granted,Toma,Rin,loan active,0.476,0.494,True,True
742,42,orchard,dry cord,repair,Pim,Pim,Mara,Pim,42,44,deferred,Suf,Suf,deferred with terms,0.602,0.602,True,True
743,42,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,42,45,granted,Wren,Vale,loan active,0.188,0.206,True,True
744,42,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,42,46,granted,Lio,Nox,loan active,0.494,0.512,True,True
746,42,archive,memory tag,archive,Vell,Vell,Toma,Vell,42,44,granted,Vell,Toma,loan active,0.602,0.62,True,True
748,42,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,42,46,granted,Mara,Suf,loan active,0.494,0.512,True,True
750,42,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,42,44,granted,Lio,Lio,loan active,0.602,0.62,True,True
752,42,archive,signal spool,memory,Nia,Nia,Rin,Nia,42,46,granted,Rin,Rin,loan active,0.494,0.512,True,True
753,42,signal,oil lantern,signal,Ren,Ren,Milo,Ren,42,47,granted,Ren,Milo,loan active,0.17,0.188,True,True
754,42,orchard,dry cord,repair,Pim,Pim,Mara,Pim,42,44,granted,Suf,Mara,loan active,0.602,0.62,True,True
756,43,roofward,shade cloth,care,Bex,Bex,Sera,Orr,43,45,deferred,Orr,Orr,deferred with terms,0.62,0.62,True,True
758,43,signal,oil lantern,signal,Ren,Ren,Oda,Milo,43,47,granted,Milo,Oda,loan active,0.512,0.53,True,True
760,43,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,43,45,granted,Vale,Pax,loan active,0.62,0.638,True,True
762,43,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,43,47,granted,Bex,Bex,loan active,0.512,0.53,True,True
763,43,archive,memory tag,archive,Vell,Vell,Nia,Toma,43,48,deferred,Toma,Toma,deferred with terms,0.17,0.17,True,True
764,43,signal,wind wrap,care,Oda,Oda,Ren,Kesh,43,45,granted,Oda,Ren,loan active,0.62,0.638,True,True
766,43,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,43,47,granted,Pax,Wren,loan active,0.512,0.53,True,True
768,43,roofward,shade cloth,care,Bex,Bex,Sera,Orr,43,45,granted,Orr,Sera,loan active,0.62,0.638,True,True
770,43,signal,oil lantern,signal,Ren,Ren,Oda,Milo,43,47,refused,Oda,Oda,refused without transfer,0.53,0.53,True,True
772,43,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,43,45,granted,Pax,Pax,loan active,0.638,0.656,True,True
773,43,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,43,46,granted,Nox,Cee,loan active,0.224,0.242,True,True
774,44,archive,signal spool,memory,Nia,Nia,Toma,Vell,44,46,granted,Rin,Toma,loan active,0.62,0.638,True,True
776,44,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,44,48,granted,Mara,Suf,loan active,0.512,0.53,True,True
777,44,repair_ring,cool cloth,care,Wren,Wren,Juno,Pax,44,49,deferred,Pax,Pax,deferred with terms,0.206,0.206,True,True
778,44,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,44,46,granted,Cee,Lio,loan active,0.62,0.638,True,True
780,44,archive,memory tag,archive,Vell,Vell,Rin,Nia,44,48,granted,Toma,Rin,loan active,0.512,0.53,True,True
782,44,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,44,46,granted,Suf,Mara,loan active,0.62,0.638,True,True
784,44,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,44,48,deferred,Lio,Lio,deferred with terms,0.512,0.512,True,True
786,44,archive,signal spool,memory,Nia,Nia,Toma,Vell,44,46,granted,Toma,Toma,loan active,0.638,0.656,True,True
787,44,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,44,47,granted,Oda,Kesh,loan active,0.206,0.224,True,True
788,44,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,44,48,granted,Suf,Suf,loan active,0.53,0.548,True,True
790,44,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,44,46,granted,Lio,Lio,loan active,0.638,0.656,True,True
792,45,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,45,47,granted,Kesh,Ren,loan active,0.638,0.656,True,True
794,45,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,45,49,granted,Pax,Wren,loan active,0.53,0.548,True,True
796,45,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,45,47,granted,Bex,Sera,loan active,0.638,0.656,True,True
797,45,archive,memory tag,archive,Vell,Vell,Vell,Rin,45,48,granted,Rin,Vell,loan active,0.224,0.242,True,True
798,45,signal,wind wrap,care,Oda,Oda,Oda,Milo,45,49,deferred,Ren,Ren,deferred with terms,0.53,0.53,True,True
800,45,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,45,47,granted,Wren,Pax,loan active,0.656,0.674,True,True
802,45,roofward,shade cloth,care,Bex,Bex,Bex,Fay,45,49,granted,Sera,Bex,loan active,0.53,0.548,True,True
804,45,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,45,47,granted,Ren,Ren,loan active,0.656,0.674,True,True
806,45,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,45,49,granted,Wren,Wren,loan active,0.548,0.566,True,True
807,45,riverbend,cedar plank,repair,Ari,Ari,Ari,Lio,45,50,granted,Lio,Ari,loan active,0.17,0.188,True,True
808,45,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,45,47,granted,Sera,Sera,loan active,0.656,0.674,True,True
810,46,orchard,dry cord,repair,Pim,Pim,Mara,Pim,46,48,granted,Suf,Mara,loan active,0.638,0.656,True,True
811,46,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,46,49,granted,Wren,Vale,loan active,0.206,0.224,True,True
812,46,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,46,50,deferred,Ari,Ari,deferred with terms,0.512,0.512,True,True
814,46,archive,memory tag,archive,Vell,Vell,Toma,Vell,46,48,granted,Vell,Toma,loan active,0.656,0.674,True,True
816,46,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,46,50,granted,Mara,Suf,loan active,0.548,0.566,True,True
818,46,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,46,48,granted,Lio,Lio,loan active,0.656,0.674,True,True
820,46,archive,signal spool,memory,Nia,Nia,Rin,Nia,46,50,granted,Toma,Rin,loan active,0.53,0.548,True,True
821,46,signal,oil lantern,signal,Ren,Ren,Milo,Ren,46,51,granted,Ren,Milo,loan active,0.188,0.206,True,True
822,46,orchard,dry cord,repair,Pim,Pim,Mara,Pim,46,48,granted,Mara,Mara,loan active,0.656,0.674,True,True
824,46,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,46,50,granted,Ari,Nox,loan active,0.512,0.53,True,True
826,46,archive,memory tag,archive,Vell,Vell,Toma,Vell,46,48,deferred,Toma,Toma,deferred with terms,0.674,0.674,True,True
828,47,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,47,49,granted,Vale,Pax,loan active,0.674,0.692,True,True
830,47,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,47,51,granted,Sera,Bex,loan active,0.548,0.566,True,True
831,47,archive,memory tag,archive,Vell,Vell,Nia,Toma,47,52,granted,Toma,Nia,loan active,0.17,0.188,True,True
832,47,signal,wind wrap,care,Oda,Oda,Ren,Kesh,47,49,granted,Ren,Ren,loan active,0.674,0.692,True,True
834,47,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,47,51,granted,Pax,Wren,loan active,0.566,0.584,True,True
836,47,roofward,shade cloth,care,Bex,Bex,Sera,Orr,47,49,granted,Bex,Sera,loan active,0.674,0.692,True,True
838,47,signal,oil lantern,signal,Ren,Ren,Oda,Milo,47,51,granted,Milo,Oda,loan active,0.53,0.548,True,True
840,47,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,47,49,deferred,Pax,Pax,deferred with terms,0.692,0.692,True,True
841,47,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,47,50,granted,Nox,Cee,loan active,0.242,0.26,True,True
842,47,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,47,51,granted,Bex,Bex,loan active,0.566,0.584,True,True
844,47,signal,wind wrap,care,Oda,Oda,Ren,Kesh,47,49,granted,Ren,Ren,loan active,0.692,0.71,True,True
845,47,orchard,seed satchel,resource,Ivo,Ivo,Pim,Suf,47,50,granted,Suf,Pim,loan active,0.206,0.224,True,True
846,48,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,48,50,granted,Cee,Lio,loan active,0.674,0.692,True,True
848,48,archive,memory tag,archive,Vell,Vell,Rin,Nia,48,52,granted,Nia,Rin,loan active,0.548,0.566,True,True
850,48,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,48,50,granted,Pim,Mara,loan active,0.674,0.692,True,True
852,48,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,48,52,granted,Lio,Nox,loan active,0.53,0.548,True,True
854,48,archive,signal spool,memory,Nia,Nia,Toma,Vell,48,50,deferred,Rin,Rin,deferred with terms,0.674,0.674,True,True
855,48,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,48,51,granted,Oda,Kesh,loan active,0.224,0.242,True,True
856,48,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,48,52,granted,Mara,Suf,loan active,0.566,0.584,True,True
858,48,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,48,50,granted,Lio,Lio,loan active,0.692,0.71,True,True
860,48,archive,memory tag,archive,Vell,Vell,Rin,Nia,48,52,granted,Rin,Rin,loan active,0.566,0.584,True,True
862,48,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,48,50,granted,Mara,Mara,loan active,0.692,0.71,True,True
864,49,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,49,51,granted,Bex,Sera,loan active,0.692,0.71,True,True
865,49,archive,memory tag,archive,Vell,Vell,Vell,Rin,49,52,granted,Rin,Vell,loan active,0.242,0.26,True,True
866,49,signal,wind wrap,care,Oda,Oda,Oda,Milo,49,53,granted,Ren,Oda,loan active,0.548,0.566,True,True
868,49,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,49,51,deferred,Wren,Wren,deferred with terms,0.692,0.692,True,True
870,49,roofward,shade cloth,care,Bex,Bex,Bex,Fay,49,53,granted,Sera,Bex,loan active,0.584,0.602,True,True
872,49,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,49,51,granted,Kesh,Ren,loan active,0.71,0.728,True,True
874,49,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,49,53,granted,Pax,Wren,loan active,0.584,0.602,True,True
875,49,riverbend,cedar plank,repair,Ari,Ari,Ari,Lio,49,54,deferred,Lio,Lio,deferred with terms,0.188,0.188,True,True
876,49,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,49,51,granted,Sera,Sera,loan active,0.71,0.728,True,True
878,49,signal,wind wrap,care,Oda,Oda,Oda,Milo,49,53,granted,Oda,Oda,loan active,0.566,0.584,True,True
879,49,orchard,seed satchel,resource,Ivo,Ivo,Ivo,Mara,49,54,granted,Mara,Ivo,loan active,0.206,0.224,True,True
880,49,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,49,51,granted,Wren,Pax,loan active,0.692,0.71,True,True
882,50,archive,memory tag,archive,Vell,Vell,Toma,Vell,50,52,deferred,Vell,Vell,deferred with terms,0.674,0.674,True,True
884,50,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,50,54,granted,Ivo,Suf,loan active,0.584,0.602,True,True
886,50,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,50,52,granted,Nox,Lio,loan active,0.71,0.728,True,True
888,50,archive,signal spool,memory,Nia,Nia,Rin,Nia,50,54,granted,Rin,Rin,loan active,0.584,0.602,True,True
889,50,signal,oil lantern,signal,Ren,Ren,Milo,Ren,50,55,deferred,Ren,Ren,deferred with terms,0.206,0.206,True,True
890,50,orchard,dry cord,repair,Pim,Pim,Mara,Pim,50,52,granted,Suf,Mara,loan active,0.71,0.728,True,True
892,50,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,50,54,granted,Lio,Nox,loan active,0.548,0.566,True,True
894,50,archive,memory tag,archive,Vell,Vell,Toma,Vell,50,52,granted,Vell,Toma,loan active,0.674,0.692,True,True
896,50,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,50,54,deferred,Suf,Suf,deferred with terms,0.602,0.602,True,True
898,50,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,50,52,granted,Lio,Lio,loan active,0.728,0.74,True,True
899,50,roofward,shade cloth,care,Bex,Bex,Orr,Bex,50,53,granted,Bex,Orr,loan active,0.242,0.26,True,True
900,51,signal,wind wrap,care,Oda,Oda,Ren,Kesh,51,53,granted,Oda,Ren,loan active,0.728,0.74,True,True
902,51,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,51,55,granted,Pax,Wren,loan active,0.602,0.62,True,True
904,51,roofward,shade cloth,care,Bex,Bex,Sera,Orr,51,53,granted,Orr,Sera,loan active,0.728,0.74,True,True
906,51,signal,oil lantern,signal,Ren,Ren,Oda,Milo,51,55,granted,Ren,Oda,loan active,0.584,0.602,True,True
908,51,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,51,53,granted,Wren,Pax,loan active,0.71,0.728,True,True
909,51,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,51,54,granted,Nox,Cee,loan active,0.26,0.278,True,True
910,51,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,51,55,deferred,Sera,Sera,deferred with terms,0.602,0.602,True,True
912,51,signal,wind wrap,care,Oda,Oda,Ren,Kesh,51,53,granted,Ren,Ren,loan active,0.74,0.74,True,True
913,51,orchard,seed satchel,resource,Ivo,Ivo,Pim,Suf,51,54,granted,Suf,Pim,loan active,0.224,0.242,True,True
914,51,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,51,55,granted,Wren,Wren,loan active,0.62,0.638,True,True
916,51,roofward,shade cloth,care,Bex,Bex,Sera,Orr,51,53,granted,Sera,Sera,loan active,0.74,0.74,True,True
918,52,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,52,54,granted,Pim,Mara,loan active,0.728,0.74,True,True
920,52,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,52,56,granted,Lio,Nox,loan active,0.566,0.584,True,True
922,52,archive,signal spool,memory,Nia,Nia,Toma,Vell,52,54,granted,Rin,Toma,loan active,0.692,0.71,True,True
923,52,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,52,55,granted,Oda,Kesh,loan active,0.242,0.26,True,True
924,52,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,52,56,refused,Mara,Mara,refused without transfer,0.602,0.602,True,True
926,52,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,52,54,granted,Cee,Lio,loan active,0.74,0.74,True,True
928,52,archive,memory tag,archive,Vell,Vell,Rin,Nia,52,56,granted,Toma,Rin,loan active,0.602,0.62,True,True
930,52,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,52,54,granted,Mara,Mara,loan active,0.74,0.74,True,True
932,52,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,52,56,granted,Nox,Nox,loan active,0.584,0.602,True,True
933,52,roofward,shade cloth,care,Bex,Bex,Fay,Sera,52,57,granted,Sera,Fay,loan active,0.188,0.206,True,True
934,52,archive,signal spool,memory,Nia,Nia,Toma,Vell,52,54,granted,Toma,Toma,loan active,0.71,0.728,True,True
936,53,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,53,55,granted,Wren,Pax,loan active,0.728,0.74,True,True
938,53,roofward,shade cloth,care,Bex,Bex,Bex,Fay,53,57,deferred,Fay,Fay,deferred with terms,0.602,0.602,True,True
940,53,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,53,55,granted,Kesh,Ren,loan active,0.74,0.74,True,True
942,53,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,53,57,granted,Pax,Wren,loan active,0.638,0.656,True,True
943,53,riverbend,cedar plank,repair,Ari,Ari,Ari,Lio,53,58,granted,Lio,Ari,loan active,0.188,0.206,True,True
944,53,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,53,55,granted,Sera,Sera,loan active,0.739,0.74,True,True
946,53,signal,wind wrap,care,Oda,Oda,Oda,Milo,53,57,granted,Ren,Oda,loan active,0.602,0.62,True,True
947,53,orchard,seed satchel,resource,Ivo,Ivo,Ivo,Mara,53,58,granted,Mara,Ivo,loan active,0.224,0.242,True,True
948,53,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,53,55,granted,Pax,Pax,loan active,0.74,0.74,True,True
950,53,roofward,shade cloth,care,Bex,Bex,Bex,Fay,53,57,granted,Fay,Bex,loan active,0.602,0.62,True,True
952,53,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,53,55,deferred,Ren,Ren,deferred with terms,0.74,0.74,True,True
954,54,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,54,56,granted,Nox,Lio,loan active,0.74,0.74,True,True
956,54,archive,signal spool,memory,Nia,Nia,Rin,Nia,54,58,granted,Toma,Rin,loan active,0.62,0.638,True,True
957,54,signal,oil lantern,signal,Ren,Ren,Milo,Ren,54,59,granted,Ren,Milo,loan active,0.206,0.224,True,True
958,54,orchard,dry cord,repair,Pim,Pim,Mara,Pim,54,56,granted,Mara,Mara,loan active,0.74,0.74,True,True
960,54,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,54,58,granted,Ari,Nox,loan active,0.602,0.62,True,True
962,54,archive,memory tag,archive,Vell,Vell,Toma,Vell,54,56,granted,Rin,Toma,loan active,0.728,0.74,True,True
964,54,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,54,58,granted,Ivo,Suf,loan active,0.602,0.62,True,True
966,54,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,54,56,deferred,Lio,Lio,deferred with terms,0.74,0.74,True,True
967,54,roofward,shade cloth,care,Bex,Bex,Orr,Bex,54,57,granted,Bex,Orr,loan active,0.26,0.278,True,True
968,54,archive,signal spool,memory,Nia,Nia,Rin,Nia,54,58,granted,Rin,Rin,loan active,0.638,0.656,True,True
970,54,orchard,dry cord,repair,Pim,Pim,Mara,Pim,54,56,granted,Mara,Mara,loan active,0.74,0.74,True,True
971,54,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,54,57,granted,Wren,Vale,loan active,0.224,0.242,True,True
972,55,roofward,shade cloth,care,Bex,Bex,Sera,Orr,55,57,granted,Orr,Sera,loan active,0.74,0.74,True,True
974,55,signal,oil lantern,signal,Ren,Ren,Oda,Milo,55,59,granted,Milo,Oda,loan active,0.62,0.638,True,True
976,55,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,55,57,granted,Vale,Pax,loan active,0.739,0.74,True,True
977,55,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,55,58,granted,Nox,Cee,loan active,0.278,0.296,True,True
978,55,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,55,59,granted,Sera,Bex,loan active,0.62,0.638,True,True
980,55,signal,wind wrap,care,Oda,Oda,Ren,Kesh,55,57,deferred,Oda,Oda,deferred with terms,0.74,0.74,True,True
981,55,orchard,seed satchel,resource,Ivo,Ivo,Pim,Suf,55,58,granted,Suf,Pim,loan active,0.242,0.26,True,True
982,55,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,55,59,granted,Pax,Wren,loan active,0.656,0.674,True,True
984,55,roofward,shade cloth,care,Bex,Bex,Sera,Orr,55,57,granted,Sera,Sera,loan active,0.739,0.74,True,True
986,55,signal,oil lantern,signal,Ren,Ren,Oda,Milo,55,59,granted,Oda,Oda,loan active,0.638,0.656,True,True
988,55,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,55,57,granted,Pax,Pax,loan active,0.739,0.74,True,True
990,56,archive,signal spool,memory,Nia,Nia,Toma,Vell,56,58,granted,Rin,Toma,loan active,0.74,0.74,True,True
991,56,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,56,59,granted,Oda,Kesh,loan active,0.26,0.278,True,True
992,56,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,56,60,granted,Mara,Suf,loan active,0.62,0.638,True,True
994,56,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,56,58,deferred,Cee,Cee,deferred with terms,0.74,0.74,True,True
996,56,archive,memory tag,archive,Vell,Vell,Rin,Nia,56,60,granted,Toma,Rin,loan active,0.656,0.674,True,True
998,56,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,56,58,granted,Pim,Mara,loan active,0.74,0.74,True,True
1000,56,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,56,60,granted,Lio,Nox,loan active,0.62,0.638,True,True
1001,56,roofward,shade cloth,care,Bex,Bex,Fay,Sera,56,61,refused,Sera,Sera,refused without transfer,0.206,0.206,True,True
1002,56,archive,signal spool,memory,Nia,Nia,Toma,Vell,56,58,granted,Toma,Toma,loan active,0.74,0.74,True,True
1004,56,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,56,60,granted,Suf,Suf,loan active,0.638,0.656,True,True
1005,56,repair_ring,cool cloth,care,Wren,Wren,Juno,Pax,56,61,granted,Pax,Juno,loan active,0.206,0.224,True,True
1006,56,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,56,58,granted,Cee,Lio,loan active,0.74,0.74,True,True
