tick,day,snapshot_key,restored_room,restored_resident,restored_memory_key,restored_debt_name,replay_rows,audit_scrub_ready,restored_ok,localstorage_backed
490,28,ssrm:v60:snapshot:d028:t00490,rain court,Milo,v60:milo:repair_promise:d028:s04,repair promise,220,True,True,True
491,28,ssrm:v60:snapshot:d028:t00491,fiber loft,Sera,v60:sera:missed_greeting:d028:s05,missed greeting,220,True,True,True
492,28,ssrm:v60:snapshot:d028:t00492,west hearth,Tovan,v60:tovan:care_favor:d028:s06,care favor,220,True,True,True
493,28,ssrm:v60:snapshot:d028:t00493,river gate,Nia,v60:nia:route_warning:d028:s07,route warning,220,True,True,True
494,28,ssrm:v60:snapshot:d028:t00494,arrival court,Ari,v60:ari:tool_loan:d028:s08,tool loan,220,True,True,True
495,28,ssrm:v60:snapshot:d028:t00495,tool alcove,Fay,v60:fay:water_carry:d028:s09,water carry,220,True,True,True
496,28,ssrm:v60:snapshot:d028:t00496,rain court,Milo,v60:milo:repair_promise:d028:s10,repair promise,220,True,True,True
497,28,ssrm:v60:snapshot:d028:t00497,fiber loft,Sera,v60:sera:missed_greeting:d028:s11,missed greeting,220,True,True,True
498,28,ssrm:v60:snapshot:d028:t00498,west hearth,Tovan,v60:tovan:care_favor:d028:s12,care favor,220,True,True,True
499,28,ssrm:v60:snapshot:d028:t00499,river gate,Nia,v60:nia:route_warning:d028:s13,route warning,220,True,True,True
500,28,ssrm:v60:snapshot:d028:t00500,arrival court,Ari,v60:ari:tool_loan:d028:s14,tool loan,220,True,True,True
501,28,ssrm:v60:snapshot:d028:t00501,tool alcove,Fay,v60:fay:water_carry:d028:s15,water carry,220,True,True,True
502,28,ssrm:v60:snapshot:d028:t00502,rain court,Milo,v60:milo:repair_promise:d028:s16,repair promise,220,True,True,True
503,28,ssrm:v60:snapshot:d028:t00503,fiber loft,Sera,v60:sera:missed_greeting:d028:s17,missed greeting,220,True,True,True
504,29,ssrm:v60:snapshot:d029:t00504,river gate,Tovan,v60:tovan:route_warning:d029:s00,route warning,220,True,True,True
505,29,ssrm:v60:snapshot:d029:t00505,arrival court,Nia,v60:nia:tool_loan:d029:s01,tool loan,220,True,True,True
506,29,ssrm:v60:snapshot:d029:t00506,tool alcove,Ari,v60:ari:water_carry:d029:s02,water carry,220,True,True,True
507,29,ssrm:v60:snapshot:d029:t00507,rain court,Fay,v60:fay:repair_promise:d029:s03,repair promise,220,True,True,True
508,29,ssrm:v60:snapshot:d029:t00508,fiber loft,Milo,v60:milo:missed_greeting:d029:s04,missed greeting,220,True,True,True
509,29,ssrm:v60:snapshot:d029:t00509,west hearth,Sera,v60:sera:care_favor:d029:s05,care favor,220,True,True,True
510,29,ssrm:v60:snapshot:d029:t00510,river gate,Tovan,v60:tovan:route_warning:d029:s06,route warning,220,True,True,True
511,29,ssrm:v60:snapshot:d029:t00511,arrival court,Nia,v60:nia:tool_loan:d029:s07,tool loan,220,True,True,True
512,29,ssrm:v60:snapshot:d029:t00512,tool alcove,Ari,v60:ari:water_carry:d029:s08,water carry,220,True,True,True
513,29,ssrm:v60:snapshot:d029:t00513,rain court,Fay,v60:fay:repair_promise:d029:s09,repair promise,220,True,True,True
514,29,ssrm:v60:snapshot:d029:t00514,fiber loft,Milo,v60:milo:missed_greeting:d029:s10,missed greeting,220,True,True,True
515,29,ssrm:v60:snapshot:d029:t00515,west hearth,Sera,v60:sera:care_favor:d029:s11,care favor,220,True,True,True
516,29,ssrm:v60:snapshot:d029:t00516,river gate,Tovan,v60:tovan:route_warning:d029:s12,route warning,220,True,True,True
517,29,ssrm:v60:snapshot:d029:t00517,arrival court,Nia,v60:nia:tool_loan:d029:s13,tool loan,220,True,True,True
518,29,ssrm:v60:snapshot:d029:t00518,tool alcove,Ari,v60:ari:water_carry:d029:s14,water carry,220,True,True,True
519,29,ssrm:v60:snapshot:d029:t00519,rain court,Fay,v60:fay:repair_promise:d029:s15,repair promise,220,True,True,True
520,29,ssrm:v60:snapshot:d029:t00520,fiber loft,Milo,v60:milo:missed_greeting:d029:s16,missed greeting,220,True,True,True
521,29,ssrm:v60:snapshot:d029:t00521,west hearth,Sera,v60:sera:care_favor:d029:s17,care favor,220,True,True,True
522,30,ssrm:v60:snapshot:d030:t00522,arrival court,Tovan,v60:tovan:tool_loan:d030:s00,tool loan,220,True,True,True
523,30,ssrm:v60:snapshot:d030:t00523,tool alcove,Nia,v60:nia:water_carry:d030:s01,water carry,220,True,True,True
524,30,ssrm:v60:snapshot:d030:t00524,rain court,Ari,v60:ari:repair_promise:d030:s02,repair promise,220,True,True,True
525,30,ssrm:v60:snapshot:d030:t00525,fiber loft,Fay,v60:fay:missed_greeting:d030:s03,missed greeting,220,True,True,True
526,30,ssrm:v60:snapshot:d030:t00526,west hearth,Milo,v60:milo:care_favor:d030:s04,care favor,220,True,True,True
527,30,ssrm:v60:snapshot:d030:t00527,river gate,Sera,v60:sera:route_warning:d030:s05,route warning,220,True,True,True
528,30,ssrm:v60:snapshot:d030:t00528,arrival court,Tovan,v60:tovan:tool_loan:d030:s06,tool loan,220,True,True,True
529,30,ssrm:v60:snapshot:d030:t00529,tool alcove,Nia,v60:nia:water_carry:d030:s07,water carry,220,True,True,True
530,30,ssrm:v60:snapshot:d030:t00530,rain court,Ari,v60:ari:repair_promise:d030:s08,repair promise,220,True,True,True
531,30,ssrm:v60:snapshot:d030:t00531,fiber loft,Fay,v60:fay:missed_greeting:d030:s09,missed greeting,220,True,True,True
532,30,ssrm:v60:snapshot:d030:t00532,west hearth,Milo,v60:milo:care_favor:d030:s10,care favor,220,True,True,True
533,30,ssrm:v60:snapshot:d030:t00533,river gate,Sera,v60:sera:route_warning:d030:s11,route warning,220,True,True,True
534,30,ssrm:v60:snapshot:d030:t00534,arrival court,Tovan,v60:tovan:tool_loan:d030:s12,tool loan,220,True,True,True
535,30,ssrm:v60:snapshot:d030:t00535,tool alcove,Nia,v60:nia:water_carry:d030:s13,water carry,220,True,True,True
536,30,ssrm:v60:snapshot:d030:t00536,rain court,Ari,v60:ari:repair_promise:d030:s14,repair promise,220,True,True,True
537,30,ssrm:v60:snapshot:d030:t00537,fiber loft,Fay,v60:fay:missed_greeting:d030:s15,missed greeting,220,True,True,True
538,30,ssrm:v60:snapshot:d030:t00538,west hearth,Milo,v60:milo:care_favor:d030:s16,care favor,220,True,True,True
539,30,ssrm:v60:snapshot:d030:t00539,river gate,Sera,v60:sera:route_warning:d030:s17,route warning,220,True,True,True
540,31,ssrm:v60:snapshot:d031:t00540,tool alcove,Tovan,v60:tovan:water_carry:d031:s00,water carry,220,True,True,True
541,31,ssrm:v60:snapshot:d031:t00541,rain court,Nia,v60:nia:repair_promise:d031:s01,repair promise,220,True,True,True
542,31,ssrm:v60:snapshot:d031:t00542,fiber loft,Ari,v60:ari:missed_greeting:d031:s02,missed greeting,220,True,True,True
543,31,ssrm:v60:snapshot:d031:t00543,west hearth,Fay,v60:fay:care_favor:d031:s03,care favor,220,True,True,True
544,31,ssrm:v60:snapshot:d031:t00544,river gate,Milo,v60:milo:route_warning:d031:s04,route warning,220,True,True,True
545,31,ssrm:v60:snapshot:d031:t00545,arrival court,Sera,v60:sera:tool_loan:d031:s05,tool loan,220,True,True,True
546,31,ssrm:v60:snapshot:d031:t00546,tool alcove,Tovan,v60:tovan:water_carry:d031:s06,water carry,220,True,True,True
547,31,ssrm:v60:snapshot:d031:t00547,rain court,Nia,v60:nia:repair_promise:d031:s07,repair promise,220,True,True,True
548,31,ssrm:v60:snapshot:d031:t00548,fiber loft,Ari,v60:ari:missed_greeting:d031:s08,missed greeting,220,True,True,True
549,31,ssrm:v60:snapshot:d031:t00549,west hearth,Fay,v60:fay:care_favor:d031:s09,care favor,220,True,True,True
550,31,ssrm:v60:snapshot:d031:t00550,river gate,Milo,v60:milo:route_warning:d031:s10,route warning,220,True,True,True
551,31,ssrm:v60:snapshot:d031:t00551,arrival court,Sera,v60:sera:tool_loan:d031:s11,tool loan,220,True,True,True
552,31,ssrm:v60:snapshot:d031:t00552,tool alcove,Tovan,v60:tovan:water_carry:d031:s12,water carry,220,True,True,True
553,31,ssrm:v60:snapshot:d031:t00553,rain court,Nia,v60:nia:repair_promise:d031:s13,repair promise,220,True,True,True
554,31,ssrm:v60:snapshot:d031:t00554,fiber loft,Ari,v60:ari:missed_greeting:d031:s14,missed greeting,220,True,True,True
555,31,ssrm:v60:snapshot:d031:t00555,west hearth,Fay,v60:fay:care_favor:d031:s15,care favor,220,True,True,True
556,31,ssrm:v60:snapshot:d031:t00556,river gate,Milo,v60:milo:route_warning:d031:s16,route warning,220,True,True,True
557,31,ssrm:v60:snapshot:d031:t00557,arrival court,Sera,v60:sera:tool_loan:d031:s17,tool loan,220,True,True,True
558,32,ssrm:v60:snapshot:d032:t00558,rain court,Tovan,v60:tovan:repair_promise:d032:s00,repair promise,220,True,True,True
559,32,ssrm:v60:snapshot:d032:t00559,fiber loft,Nia,v60:nia:missed_greeting:d032:s01,missed greeting,220,True,True,True
560,32,ssrm:v60:snapshot:d032:t00560,west hearth,Ari,v60:ari:care_favor:d032:s02,care favor,220,True,True,True
561,32,ssrm:v60:snapshot:d032:t00561,river gate,Fay,v60:fay:route_warning:d032:s03,route warning,220,True,True,True
562,32,ssrm:v60:snapshot:d032:t00562,arrival court,Milo,v60:milo:tool_loan:d032:s04,tool loan,220,True,True,True
563,32,ssrm:v60:snapshot:d032:t00563,tool alcove,Sera,v60:sera:water_carry:d032:s05,water carry,220,True,True,True
564,32,ssrm:v60:snapshot:d032:t00564,rain court,Tovan,v60:tovan:repair_promise:d032:s06,repair promise,220,True,True,True
565,32,ssrm:v60:snapshot:d032:t00565,fiber loft,Nia,v60:nia:missed_greeting:d032:s07,missed greeting,220,True,True,True
566,32,ssrm:v60:snapshot:d032:t00566,west hearth,Ari,v60:ari:care_favor:d032:s08,care favor,220,True,True,True
567,32,ssrm:v60:snapshot:d032:t00567,river gate,Fay,v60:fay:route_warning:d032:s09,route warning,220,True,True,True
568,32,ssrm:v60:snapshot:d032:t00568,arrival court,Milo,v60:milo:tool_loan:d032:s10,tool loan,220,True,True,True
569,32,ssrm:v60:snapshot:d032:t00569,tool alcove,Sera,v60:sera:water_carry:d032:s11,water carry,220,True,True,True
570,32,ssrm:v60:snapshot:d032:t00570,rain court,Tovan,v60:tovan:repair_promise:d032:s12,repair promise,220,True,True,True
571,32,ssrm:v60:snapshot:d032:t00571,fiber loft,Nia,v60:nia:missed_greeting:d032:s13,missed greeting,220,True,True,True
572,32,ssrm:v60:snapshot:d032:t00572,west hearth,Ari,v60:ari:care_favor:d032:s14,care favor,220,True,True,True
573,32,ssrm:v60:snapshot:d032:t00573,river gate,Fay,v60:fay:route_warning:d032:s15,route warning,220,True,True,True
574,32,ssrm:v60:snapshot:d032:t00574,arrival court,Milo,v60:milo:tool_loan:d032:s16,tool loan,220,True,True,True
575,32,ssrm:v60:snapshot:d032:t00575,tool alcove,Sera,v60:sera:water_carry:d032:s17,water carry,220,True,True,True
576,33,ssrm:v60:snapshot:d033:t00576,fiber loft,Tovan,v60:tovan:missed_greeting:d033:s00,missed greeting,220,True,True,True
577,33,ssrm:v60:snapshot:d033:t00577,west hearth,Nia,v60:nia:care_favor:d033:s01,care favor,220,True,True,True
578,33,ssrm:v60:snapshot:d033:t00578,river gate,Ari,v60:ari:route_warning:d033:s02,route warning,220,True,True,True
579,33,ssrm:v60:snapshot:d033:t00579,arrival court,Fay,v60:fay:tool_loan:d033:s03,tool loan,220,True,True,True
580,33,ssrm:v60:snapshot:d033:t00580,tool alcove,Milo,v60:milo:water_carry:d033:s04,water carry,220,True,True,True
581,33,ssrm:v60:snapshot:d033:t00581,rain court,Sera,v60:sera:repair_promise:d033:s05,repair promise,220,True,True,True
582,33,ssrm:v60:snapshot:d033:t00582,fiber loft,Tovan,v60:tovan:missed_greeting:d033:s06,missed greeting,220,True,True,True
583,33,ssrm:v60:snapshot:d033:t00583,west hearth,Nia,v60:nia:care_favor:d033:s07,care favor,220,True,True,True
584,33,ssrm:v60:snapshot:d033:t00584,river gate,Ari,v60:ari:route_warning:d033:s08,route warning,220,True,True,True
585,33,ssrm:v60:snapshot:d033:t00585,arrival court,Fay,v60:fay:tool_loan:d033:s09,tool loan,220,True,True,True
586,33,ssrm:v60:snapshot:d033:t00586,tool alcove,Milo,v60:milo:water_carry:d033:s10,water carry,220,True,True,True
587,33,ssrm:v60:snapshot:d033:t00587,rain court,Sera,v60:sera:repair_promise:d033:s11,repair promise,220,True,True,True
588,33,ssrm:v60:snapshot:d033:t00588,fiber loft,Tovan,v60:tovan:missed_greeting:d033:s12,missed greeting,220,True,True,True
589,33,ssrm:v60:snapshot:d033:t00589,west hearth,Nia,v60:nia:care_favor:d033:s13,care favor,220,True,True,True
590,33,ssrm:v60:snapshot:d033:t00590,river gate,Ari,v60:ari:route_warning:d033:s14,route warning,220,True,True,True
591,33,ssrm:v60:snapshot:d033:t00591,arrival court,Fay,v60:fay:tool_loan:d033:s15,tool loan,220,True,True,True
592,33,ssrm:v60:snapshot:d033:t00592,tool alcove,Milo,v60:milo:water_carry:d033:s16,water carry,220,True,True,True
593,33,ssrm:v60:snapshot:d033:t00593,rain court,Sera,v60:sera:repair_promise:d033:s17,repair promise,220,True,True,True
594,34,ssrm:v60:snapshot:d034:t00594,west hearth,Tovan,v60:tovan:care_favor:d034:s00,care favor,220,True,True,True
595,34,ssrm:v60:snapshot:d034:t00595,river gate,Nia,v60:nia:route_warning:d034:s01,route warning,220,True,True,True
596,34,ssrm:v60:snapshot:d034:t00596,arrival court,Ari,v60:ari:tool_loan:d034:s02,tool loan,220,True,True,True
597,34,ssrm:v60:snapshot:d034:t00597,tool alcove,Fay,v60:fay:water_carry:d034:s03,water carry,220,True,True,True
598,34,ssrm:v60:snapshot:d034:t00598,rain court,Milo,v60:milo:repair_promise:d034:s04,repair promise,220,True,True,True
599,34,ssrm:v60:snapshot:d034:t00599,fiber loft,Sera,v60:sera:missed_greeting:d034:s05,missed greeting,220,True,True,True
600,34,ssrm:v60:snapshot:d034:t00600,west hearth,Tovan,v60:tovan:care_favor:d034:s06,care favor,220,True,True,True
601,34,ssrm:v60:snapshot:d034:t00601,river gate,Nia,v60:nia:route_warning:d034:s07,route warning,220,True,True,True
602,34,ssrm:v60:snapshot:d034:t00602,arrival court,Ari,v60:ari:tool_loan:d034:s08,tool loan,220,True,True,True
603,34,ssrm:v60:snapshot:d034:t00603,tool alcove,Fay,v60:fay:water_carry:d034:s09,water carry,220,True,True,True
604,34,ssrm:v60:snapshot:d034:t00604,rain court,Milo,v60:milo:repair_promise:d034:s10,repair promise,220,True,True,True
605,34,ssrm:v60:snapshot:d034:t00605,fiber loft,Sera,v60:sera:missed_greeting:d034:s11,missed greeting,220,True,True,True
606,34,ssrm:v60:snapshot:d034:t00606,west hearth,Tovan,v60:tovan:care_favor:d034:s12,care favor,220,True,True,True
607,34,ssrm:v60:snapshot:d034:t00607,river gate,Nia,v60:nia:route_warning:d034:s13,route warning,220,True,True,True
608,34,ssrm:v60:snapshot:d034:t00608,arrival court,Ari,v60:ari:tool_loan:d034:s14,tool loan,220,True,True,True
609,34,ssrm:v60:snapshot:d034:t00609,tool alcove,Fay,v60:fay:water_carry:d034:s15,water carry,220,True,True,True
610,34,ssrm:v60:snapshot:d034:t00610,rain court,Milo,v60:milo:repair_promise:d034:s16,repair promise,220,True,True,True
611,34,ssrm:v60:snapshot:d034:t00611,fiber loft,Sera,v60:sera:missed_greeting:d034:s17,missed greeting,220,True,True,True
612,35,ssrm:v60:snapshot:d035:t00612,river gate,Tovan,v60:tovan:route_warning:d035:s00,route warning,220,True,True,True
613,35,ssrm:v60:snapshot:d035:t00613,arrival court,Nia,v60:nia:tool_loan:d035:s01,tool loan,220,True,True,True
614,35,ssrm:v60:snapshot:d035:t00614,tool alcove,Ari,v60:ari:water_carry:d035:s02,water carry,220,True,True,True
615,35,ssrm:v60:snapshot:d035:t00615,rain court,Fay,v60:fay:repair_promise:d035:s03,repair promise,220,True,True,True
616,35,ssrm:v60:snapshot:d035:t00616,fiber loft,Milo,v60:milo:missed_greeting:d035:s04,missed greeting,220,True,True,True
617,35,ssrm:v60:snapshot:d035:t00617,west hearth,Sera,v60:sera:care_favor:d035:s05,care favor,220,True,True,True
618,35,ssrm:v60:snapshot:d035:t00618,river gate,Tovan,v60:tovan:route_warning:d035:s06,route warning,220,True,True,True
619,35,ssrm:v60:snapshot:d035:t00619,arrival court,Nia,v60:nia:tool_loan:d035:s07,tool loan,220,True,True,True
620,35,ssrm:v60:snapshot:d035:t00620,tool alcove,Ari,v60:ari:water_carry:d035:s08,water carry,220,True,True,True
621,35,ssrm:v60:snapshot:d035:t00621,rain court,Fay,v60:fay:repair_promise:d035:s09,repair promise,220,True,True,True
622,35,ssrm:v60:snapshot:d035:t00622,fiber loft,Milo,v60:milo:missed_greeting:d035:s10,missed greeting,220,True,True,True
623,35,ssrm:v60:snapshot:d035:t00623,west hearth,Sera,v60:sera:care_favor:d035:s11,care favor,220,True,True,True
624,35,ssrm:v60:snapshot:d035:t00624,river gate,Tovan,v60:tovan:route_warning:d035:s12,route warning,220,True,True,True
625,35,ssrm:v60:snapshot:d035:t00625,arrival court,Nia,v60:nia:tool_loan:d035:s13,tool loan,220,True,True,True
626,35,ssrm:v60:snapshot:d035:t00626,tool alcove,Ari,v60:ari:water_carry:d035:s14,water carry,220,True,True,True
627,35,ssrm:v60:snapshot:d035:t00627,rain court,Fay,v60:fay:repair_promise:d035:s15,repair promise,220,True,True,True
628,35,ssrm:v60:snapshot:d035:t00628,fiber loft,Milo,v60:milo:missed_greeting:d035:s16,missed greeting,220,True,True,True
629,35,ssrm:v60:snapshot:d035:t00629,west hearth,Sera,v60:sera:care_favor:d035:s17,care favor,220,True,True,True
630,36,ssrm:v60:snapshot:d036:t00630,arrival court,Tovan,v60:tovan:tool_loan:d036:s00,tool loan,220,True,True,True
631,36,ssrm:v60:snapshot:d036:t00631,tool alcove,Nia,v60:nia:water_carry:d036:s01,water carry,220,True,True,True
632,36,ssrm:v60:snapshot:d036:t00632,rain court,Ari,v60:ari:repair_promise:d036:s02,repair promise,220,True,True,True
633,36,ssrm:v60:snapshot:d036:t00633,fiber loft,Fay,v60:fay:missed_greeting:d036:s03,missed greeting,220,True,True,True
634,36,ssrm:v60:snapshot:d036:t00634,west hearth,Milo,v60:milo:care_favor:d036:s04,care favor,220,True,True,True
635,36,ssrm:v60:snapshot:d036:t00635,river gate,Sera,v60:sera:route_warning:d036:s05,route warning,220,True,True,True
636,36,ssrm:v60:snapshot:d036:t00636,arrival court,Tovan,v60:tovan:tool_loan:d036:s06,tool loan,220,True,True,True
637,36,ssrm:v60:snapshot:d036:t00637,tool alcove,Nia,v60:nia:water_carry:d036:s07,water carry,220,True,True,True
638,36,ssrm:v60:snapshot:d036:t00638,rain court,Ari,v60:ari:repair_promise:d036:s08,repair promise,220,True,True,True
639,36,ssrm:v60:snapshot:d036:t00639,fiber loft,Fay,v60:fay:missed_greeting:d036:s09,missed greeting,220,True,True,True
640,36,ssrm:v60:snapshot:d036:t00640,west hearth,Milo,v60:milo:care_favor:d036:s10,care favor,220,True,True,True
641,36,ssrm:v60:snapshot:d036:t00641,river gate,Sera,v60:sera:route_warning:d036:s11,route warning,220,True,True,True
642,36,ssrm:v60:snapshot:d036:t00642,arrival court,Tovan,v60:tovan:tool_loan:d036:s12,tool loan,220,True,True,True
643,36,ssrm:v60:snapshot:d036:t00643,tool alcove,Nia,v60:nia:water_carry:d036:s13,water carry,220,True,True,True
644,36,ssrm:v60:snapshot:d036:t00644,rain court,Ari,v60:ari:repair_promise:d036:s14,repair promise,220,True,True,True
645,36,ssrm:v60:snapshot:d036:t00645,fiber loft,Fay,v60:fay:missed_greeting:d036:s15,missed greeting,220,True,True,True
646,36,ssrm:v60:snapshot:d036:t00646,west hearth,Milo,v60:milo:care_favor:d036:s16,care favor,220,True,True,True
647,36,ssrm:v60:snapshot:d036:t00647,river gate,Sera,v60:sera:route_warning:d036:s17,route warning,220,True,True,True
648,37,ssrm:v60:snapshot:d037:t00648,tool alcove,Tovan,v60:tovan:water_carry:d037:s00,water carry,220,True,True,True
649,37,ssrm:v60:snapshot:d037:t00649,rain court,Nia,v60:nia:repair_promise:d037:s01,repair promise,220,True,True,True
650,37,ssrm:v60:snapshot:d037:t00650,fiber loft,Ari,v60:ari:missed_greeting:d037:s02,missed greeting,220,True,True,True
651,37,ssrm:v60:snapshot:d037:t00651,west hearth,Fay,v60:fay:care_favor:d037:s03,care favor,220,True,True,True
652,37,ssrm:v60:snapshot:d037:t00652,river gate,Milo,v60:milo:route_warning:d037:s04,route warning,220,True,True,True
653,37,ssrm:v60:snapshot:d037:t00653,arrival court,Sera,v60:sera:tool_loan:d037:s05,tool loan,220,True,True,True
654,37,ssrm:v60:snapshot:d037:t00654,tool alcove,Tovan,v60:tovan:water_carry:d037:s06,water carry,220,True,True,True
655,37,ssrm:v60:snapshot:d037:t00655,rain court,Nia,v60:nia:repair_promise:d037:s07,repair promise,220,True,True,True
656,37,ssrm:v60:snapshot:d037:t00656,fiber loft,Ari,v60:ari:missed_greeting:d037:s08,missed greeting,220,True,True,True
657,37,ssrm:v60:snapshot:d037:t00657,west hearth,Fay,v60:fay:care_favor:d037:s09,care favor,220,True,True,True
658,37,ssrm:v60:snapshot:d037:t00658,river gate,Milo,v60:milo:route_warning:d037:s10,route warning,220,True,True,True
659,37,ssrm:v60:snapshot:d037:t00659,arrival court,Sera,v60:sera:tool_loan:d037:s11,tool loan,220,True,True,True
660,37,ssrm:v60:snapshot:d037:t00660,tool alcove,Tovan,v60:tovan:water_carry:d037:s12,water carry,220,True,True,True
661,37,ssrm:v60:snapshot:d037:t00661,rain court,Nia,v60:nia:repair_promise:d037:s13,repair promise,220,True,True,True
662,37,ssrm:v60:snapshot:d037:t00662,fiber loft,Ari,v60:ari:missed_greeting:d037:s14,missed greeting,220,True,True,True
663,37,ssrm:v60:snapshot:d037:t00663,west hearth,Fay,v60:fay:care_favor:d037:s15,care favor,220,True,True,True
664,37,ssrm:v60:snapshot:d037:t00664,river gate,Milo,v60:milo:route_warning:d037:s16,route warning,220,True,True,True
665,37,ssrm:v60:snapshot:d037:t00665,arrival court,Sera,v60:sera:tool_loan:d037:s17,tool loan,220,True,True,True
666,38,ssrm:v60:snapshot:d038:t00666,rain court,Tovan,v60:tovan:repair_promise:d038:s00,repair promise,220,True,True,True
667,38,ssrm:v60:snapshot:d038:t00667,fiber loft,Nia,v60:nia:missed_greeting:d038:s01,missed greeting,220,True,True,True
668,38,ssrm:v60:snapshot:d038:t00668,west hearth,Ari,v60:ari:care_favor:d038:s02,care favor,220,True,True,True
669,38,ssrm:v60:snapshot:d038:t00669,river gate,Fay,v60:fay:route_warning:d038:s03,route warning,220,True,True,True
670,38,ssrm:v60:snapshot:d038:t00670,arrival court,Milo,v60:milo:tool_loan:d038:s04,tool loan,220,True,True,True
671,38,ssrm:v60:snapshot:d038:t00671,tool alcove,Sera,v60:sera:water_carry:d038:s05,water carry,220,True,True,True
672,38,ssrm:v60:snapshot:d038:t00672,rain court,Tovan,v60:tovan:repair_promise:d038:s06,repair promise,220,True,True,True
673,38,ssrm:v60:snapshot:d038:t00673,fiber loft,Nia,v60:nia:missed_greeting:d038:s07,missed greeting,220,True,True,True
674,38,ssrm:v60:snapshot:d038:t00674,west hearth,Ari,v60:ari:care_favor:d038:s08,care favor,220,True,True,True
675,38,ssrm:v60:snapshot:d038:t00675,river gate,Fay,v60:fay:route_warning:d038:s09,route warning,220,True,True,True
676,38,ssrm:v60:snapshot:d038:t00676,arrival court,Milo,v60:milo:tool_loan:d038:s10,tool loan,220,True,True,True
677,38,ssrm:v60:snapshot:d038:t00677,tool alcove,Sera,v60:sera:water_carry:d038:s11,water carry,220,True,True,True
678,38,ssrm:v60:snapshot:d038:t00678,rain court,Tovan,v60:tovan:repair_promise:d038:s12,repair promise,220,True,True,True
679,38,ssrm:v60:snapshot:d038:t00679,fiber loft,Nia,v60:nia:missed_greeting:d038:s13,missed greeting,220,True,True,True
680,38,ssrm:v60:snapshot:d038:t00680,west hearth,Ari,v60:ari:care_favor:d038:s14,care favor,220,True,True,True
681,38,ssrm:v60:snapshot:d038:t00681,river gate,Fay,v60:fay:route_warning:d038:s15,route warning,220,True,True,True
682,38,ssrm:v60:snapshot:d038:t00682,arrival court,Milo,v60:milo:tool_loan:d038:s16,tool loan,220,True,True,True
683,38,ssrm:v60:snapshot:d038:t00683,tool alcove,Sera,v60:sera:water_carry:d038:s17,water carry,220,True,True,True
684,39,ssrm:v60:snapshot:d039:t00684,fiber loft,Tovan,v60:tovan:missed_greeting:d039:s00,missed greeting,220,True,True,True
685,39,ssrm:v60:snapshot:d039:t00685,west hearth,Nia,v60:nia:care_favor:d039:s01,care favor,220,True,True,True
686,39,ssrm:v60:snapshot:d039:t00686,river gate,Ari,v60:ari:route_warning:d039:s02,route warning,220,True,True,True
687,39,ssrm:v60:snapshot:d039:t00687,arrival court,Fay,v60:fay:tool_loan:d039:s03,tool loan,220,True,True,True
688,39,ssrm:v60:snapshot:d039:t00688,tool alcove,Milo,v60:milo:water_carry:d039:s04,water carry,220,True,True,True
689,39,ssrm:v60:snapshot:d039:t00689,rain court,Sera,v60:sera:repair_promise:d039:s05,repair promise,220,True,True,True
690,39,ssrm:v60:snapshot:d039:t00690,fiber loft,Tovan,v60:tovan:missed_greeting:d039:s06,missed greeting,220,True,True,True
691,39,ssrm:v60:snapshot:d039:t00691,west hearth,Nia,v60:nia:care_favor:d039:s07,care favor,220,True,True,True
692,39,ssrm:v60:snapshot:d039:t00692,river gate,Ari,v60:ari:route_warning:d039:s08,route warning,220,True,True,True
693,39,ssrm:v60:snapshot:d039:t00693,arrival court,Fay,v60:fay:tool_loan:d039:s09,tool loan,220,True,True,True
694,39,ssrm:v60:snapshot:d039:t00694,tool alcove,Milo,v60:milo:water_carry:d039:s10,water carry,220,True,True,True
695,39,ssrm:v60:snapshot:d039:t00695,rain court,Sera,v60:sera:repair_promise:d039:s11,repair promise,220,True,True,True
696,39,ssrm:v60:snapshot:d039:t00696,fiber loft,Tovan,v60:tovan:missed_greeting:d039:s12,missed greeting,220,True,True,True
697,39,ssrm:v60:snapshot:d039:t00697,west hearth,Nia,v60:nia:care_favor:d039:s13,care favor,220,True,True,True
698,39,ssrm:v60:snapshot:d039:t00698,river gate,Ari,v60:ari:route_warning:d039:s14,route warning,220,True,True,True
699,39,ssrm:v60:snapshot:d039:t00699,arrival court,Fay,v60:fay:tool_loan:d039:s15,tool loan,220,True,True,True
700,39,ssrm:v60:snapshot:d039:t00700,tool alcove,Milo,v60:milo:water_carry:d039:s16,water carry,220,True,True,True
701,39,ssrm:v60:snapshot:d039:t00701,rain court,Sera,v60:sera:repair_promise:d039:s17,repair promise,220,True,True,True
702,40,ssrm:v60:snapshot:d040:t00702,west hearth,Tovan,v60:tovan:care_favor:d040:s00,care favor,220,True,True,True
703,40,ssrm:v60:snapshot:d040:t00703,river gate,Nia,v60:nia:route_warning:d040:s01,route warning,220,True,True,True
704,40,ssrm:v60:snapshot:d040:t00704,arrival court,Ari,v60:ari:tool_loan:d040:s02,tool loan,220,True,True,True
705,40,ssrm:v60:snapshot:d040:t00705,tool alcove,Fay,v60:fay:water_carry:d040:s03,water carry,220,True,True,True
706,40,ssrm:v60:snapshot:d040:t00706,rain court,Milo,v60:milo:repair_promise:d040:s04,repair promise,220,True,True,True
707,40,ssrm:v60:snapshot:d040:t00707,fiber loft,Sera,v60:sera:missed_greeting:d040:s05,missed greeting,220,True,True,True
