tick_id,day,agent,project_id,prior_routine,new_routine,outcome_state,routine_mutated,later_day_visible,rollback_note
327,17,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
328,17,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
329,17,Fay,greenhouse_heat_loop,old single-agent routine,unchanged,practice_run,False,False,none
330,17,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
331,17,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
332,17,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
333,17,Fay,greenhouse_heat_loop,old single-agent routine,unchanged,practice_run,False,False,none
334,17,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
335,17,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
336,17,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
337,17,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,partial_public_use,True,True,partial rollback available if trade debt blocks upkeep
338,17,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
339,17,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
340,18,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
341,18,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
342,18,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
343,18,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
344,18,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
345,18,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
346,18,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
347,18,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
348,18,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
349,18,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
350,18,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
351,18,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
352,18,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
353,18,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
354,18,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
355,18,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
356,18,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
357,18,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
358,18,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
359,18,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
360,19,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
361,19,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
362,19,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
363,19,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
364,19,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
365,19,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
366,19,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
367,19,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
368,19,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
369,19,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
370,19,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
371,19,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
372,19,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
373,19,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
374,19,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
375,19,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
376,19,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
377,19,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
378,19,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
379,19,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
380,20,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
381,20,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
382,20,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
383,20,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
384,20,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
385,20,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
386,20,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
387,20,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
388,20,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
389,20,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
390,20,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
391,20,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
392,20,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
393,20,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
394,20,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
395,20,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
396,20,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
397,20,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
398,20,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
399,20,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
400,21,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,carried_into_later_routine,False,True,partial rollback available if trade debt blocks upkeep
401,21,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
402,21,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
403,21,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
404,21,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,carried_into_later_routine,False,True,partial rollback available if trade debt blocks upkeep
405,21,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
406,21,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
407,21,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
408,21,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,carried_into_later_routine,False,True,partial rollback available if trade debt blocks upkeep
409,21,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
410,21,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
411,21,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
412,21,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,carried_into_later_routine,False,True,partial rollback available if trade debt blocks upkeep
413,21,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
414,21,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
415,21,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
416,21,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,carried_into_later_routine,False,True,partial rollback available if trade debt blocks upkeep
417,21,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
418,21,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
419,21,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
420,22,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
421,22,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
422,22,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
423,22,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
424,22,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
425,22,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
426,22,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
427,22,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
428,22,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
429,22,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
430,22,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
431,22,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
432,22,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
433,22,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
434,22,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
435,22,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
436,22,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
437,22,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
438,22,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
439,22,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
440,23,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
441,23,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
442,23,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
443,23,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
444,23,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
445,23,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
446,23,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
447,23,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
448,23,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
449,23,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
450,23,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
451,23,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
452,23,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
453,23,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
454,23,Nia,archive_public_kiosk,old single-agent routine,unchanged,not_ready,False,False,none
455,23,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
456,23,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
457,23,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
458,23,Nia,archive_public_kiosk,old single-agent routine,unchanged,practice_run,False,False,none
459,23,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
460,24,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
461,24,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
462,24,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,partial_public_use,True,True,partial rollback available if trade debt blocks upkeep
463,24,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
464,24,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
465,24,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
466,24,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
467,24,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
468,24,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
469,24,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
470,24,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
471,24,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
472,24,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
473,24,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
474,24,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
475,24,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
476,24,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
477,24,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
478,24,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
479,24,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
480,25,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
481,25,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
482,25,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
483,25,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
484,25,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
485,25,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
486,25,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
487,25,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
488,25,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
489,25,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
490,25,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
491,25,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
492,25,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
493,25,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
494,25,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
495,25,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
496,25,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
497,25,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
498,25,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
499,25,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
500,26,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
501,26,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
502,26,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
503,26,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
504,26,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
505,26,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
506,26,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
507,26,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
508,26,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
509,26,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
510,26,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
511,26,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
512,26,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
513,26,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
514,26,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
515,26,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
516,26,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
517,26,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
518,26,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
519,26,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
520,27,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
521,27,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
522,27,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
523,27,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
524,27,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
525,27,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
526,27,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
527,27,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
528,27,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
529,27,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
530,27,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
531,27,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
532,27,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
533,27,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
534,27,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
535,27,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
536,27,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
537,27,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
538,27,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
539,27,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
540,28,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
541,28,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
542,28,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
543,28,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,carried_into_later_routine,False,True,partial rollback available if trade debt blocks upkeep
544,28,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
545,28,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
546,28,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
547,28,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,carried_into_later_routine,False,True,partial rollback available if trade debt blocks upkeep
548,28,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
549,28,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
550,28,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
551,28,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,carried_into_later_routine,False,True,partial rollback available if trade debt blocks upkeep
552,28,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
553,28,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
554,28,Milo,dusk_signal_court,old single-agent routine,unchanged,not_ready,False,False,none
555,28,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,carried_into_later_routine,False,True,partial rollback available if trade debt blocks upkeep
556,28,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
557,28,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
558,28,Milo,dusk_signal_court,old single-agent routine,unchanged,practice_run,False,False,none
559,28,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,carried_into_later_routine,False,True,partial rollback available if trade debt blocks upkeep
560,29,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
561,29,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
562,29,Milo,dusk_signal_court,old single-agent routine,dusk patrol becomes shared signal practice twice a week,partial_public_use,True,True,partial rollback available if trade debt blocks upkeep
563,29,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
564,29,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
565,29,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
566,29,Milo,dusk_signal_court,old single-agent routine,dusk patrol becomes shared signal practice twice a week,practice_run,False,True,partial rollback available if trade debt blocks upkeep
567,29,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
568,29,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
569,29,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
570,29,Milo,dusk_signal_court,old single-agent routine,dusk patrol becomes shared signal practice twice a week,practice_run,False,True,partial rollback available if trade debt blocks upkeep
571,29,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
572,29,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
573,29,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
574,29,Milo,dusk_signal_court,old single-agent routine,dusk patrol becomes shared signal practice twice a week,practice_run,False,True,partial rollback available if trade debt blocks upkeep
575,29,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
576,29,Ari,flood_bridge_market_route,old single-agent routine,unchanged,not_ready,False,False,none
577,29,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,practice_run,False,True,partial rollback available if trade debt blocks upkeep
578,29,Milo,dusk_signal_court,old single-agent routine,dusk patrol becomes shared signal practice twice a week,practice_run,False,True,partial rollback available if trade debt blocks upkeep
579,29,Fay,greenhouse_heat_loop,old single-agent routine,morning greenhouse tending replaces one cold-route gather,practice_run,False,True,partial rollback available if trade debt blocks upkeep
580,30,Nia,archive_public_kiosk,old single-agent routine,evening public index replaces repeated private archive requests,carried_into_later_routine,False,True,partial rollback available if trade debt blocks upkeep
581,30,Milo,dusk_signal_court,old single-agent routine,dusk patrol becomes shared signal practice twice a week,practice_run,False,True,partial rollback available if trade debt blocks upkeep
