tick_id,day,settlement_id,resident_id,requested_object,task_site,request_phrase,ownership_state,avatar_can_help,request_visible,object_permission_checked,task_changes_world_state,no_llm_call
374,21,orchid_engine,Dax,valve key,gear wash,Dax asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
375,21,moss_ward,Tala,dry cloak,root alcove,Tala asks: help with dry cloak at root alcove,shared_with_boundary,True,True,True,True,True
376,21,glass_harbor,Nia,tea kettle,lamp pier,Nia asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
377,21,cinder_garden,Pax,shade pole,ash path,Pax asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
378,22,orchid_engine,Bea,orchid lamp,engine ring,Bea asks: help with orchid lamp at engine ring,resident_owned,False,True,True,True,True
379,22,moss_ward,Fay,rain jar,blanket room,Fay asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
380,22,glass_harbor,Puck,net spool,fog rail,Puck asks: help with net spool at fog rail,shared_with_boundary,True,True,True,True,True
381,22,cinder_garden,Wren,cool bowl,seed shelf,Wren asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
382,22,lichen_bridge,Kio,rope kit,signal post,Kio asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
383,22,orchid_engine,Cai,gear cloth,orchid bay,Cai asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
384,22,moss_ward,Milo,root ledger,rain gate,Milo asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
385,22,glass_harbor,Sera,brass lantern,net room,Sera asks: help with brass lantern at net room,shared_with_boundary,True,True,True,True,True
386,22,cinder_garden,Juno,seed tray,shade tent,Juno asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
387,22,lichen_bridge,Luma,meal ledger,rope bridge,Luma asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
388,22,orchid_engine,Dax,valve key,gear wash,Dax asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
389,22,moss_ward,Tala,dry cloak,root alcove,Tala asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
390,22,glass_harbor,Nia,tea kettle,lamp pier,Nia asks: help with tea kettle at lamp pier,shared_with_boundary,True,True,True,True,True
391,22,cinder_garden,Pax,shade pole,ash path,Pax asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
392,22,lichen_bridge,Rin,signal bell,meal room,Rin asks: help with signal bell at meal room,resident_owned,False,True,True,True,True
393,22,orchid_engine,Eli,orchid lamp,engine ring,Eli asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
394,22,moss_ward,Ari,rain jar,blanket room,Ari asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
395,22,glass_harbor,Oren,net spool,fog rail,Oren asks: help with net spool at fog rail,shared_with_boundary,True,True,True,True,True
396,23,lichen_bridge,Kio,rope kit,signal post,Kio asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
397,23,orchid_engine,Cai,gear cloth,orchid bay,Cai asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
398,23,moss_ward,Milo,root ledger,rain gate,Milo asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
399,23,glass_harbor,Sera,brass lantern,net room,Sera asks: help with brass lantern at net room,resident_owned,False,True,True,True,True
400,23,cinder_garden,Juno,seed tray,shade tent,Juno asks: help with seed tray at shade tent,shared_with_boundary,True,True,True,True,True
401,23,lichen_bridge,Luma,meal ledger,rope bridge,Luma asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
402,23,orchid_engine,Dax,valve key,gear wash,Dax asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
403,23,moss_ward,Tala,dry cloak,root alcove,Tala asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
404,23,glass_harbor,Nia,tea kettle,lamp pier,Nia asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
405,23,cinder_garden,Pax,shade pole,ash path,Pax asks: help with shade pole at ash path,shared_with_boundary,True,True,True,True,True
406,23,lichen_bridge,Rin,signal bell,meal room,Rin asks: help with signal bell at meal room,resident_owned,False,True,True,True,True
407,23,orchid_engine,Eli,orchid lamp,engine ring,Eli asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
408,23,moss_ward,Ari,rain jar,blanket room,Ari asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
409,23,glass_harbor,Oren,net spool,fog rail,Oren asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
410,23,cinder_garden,Vale,cool bowl,seed shelf,Vale asks: help with cool bowl at seed shelf,shared_with_boundary,True,True,True,True,True
411,23,lichen_bridge,Sol,rope kit,signal post,Sol asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
412,23,orchid_engine,Bea,gear cloth,orchid bay,Bea asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
413,23,moss_ward,Fay,root ledger,rain gate,Fay asks: help with root ledger at rain gate,resident_owned,False,True,True,True,True
414,24,cinder_garden,Juno,seed tray,shade tent,Juno asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
415,24,lichen_bridge,Luma,meal ledger,rope bridge,Luma asks: help with meal ledger at rope bridge,shared_with_boundary,True,True,True,True,True
416,24,orchid_engine,Dax,valve key,gear wash,Dax asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
417,24,moss_ward,Tala,dry cloak,root alcove,Tala asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
418,24,glass_harbor,Nia,tea kettle,lamp pier,Nia asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
419,24,cinder_garden,Pax,shade pole,ash path,Pax asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
420,24,lichen_bridge,Rin,signal bell,meal room,Rin asks: help with signal bell at meal room,shared_with_boundary,True,True,True,True,True
421,24,orchid_engine,Eli,orchid lamp,engine ring,Eli asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
422,24,moss_ward,Ari,rain jar,blanket room,Ari asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
423,24,glass_harbor,Oren,net spool,fog rail,Oren asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
424,24,cinder_garden,Vale,cool bowl,seed shelf,Vale asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
425,24,lichen_bridge,Sol,rope kit,signal post,Sol asks: help with rope kit at signal post,shared_with_boundary,True,True,True,True,True
426,24,orchid_engine,Bea,gear cloth,orchid bay,Bea asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
427,24,moss_ward,Fay,root ledger,rain gate,Fay asks: help with root ledger at rain gate,resident_owned,False,True,True,True,True
428,24,glass_harbor,Puck,brass lantern,net room,Puck asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
429,24,cinder_garden,Wren,seed tray,shade tent,Wren asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
430,24,lichen_bridge,Kio,meal ledger,rope bridge,Kio asks: help with meal ledger at rope bridge,shared_with_boundary,True,True,True,True,True
431,24,orchid_engine,Cai,valve key,gear wash,Cai asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
432,25,glass_harbor,Nia,tea kettle,lamp pier,Nia asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
433,25,cinder_garden,Pax,shade pole,ash path,Pax asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
434,25,lichen_bridge,Rin,signal bell,meal room,Rin asks: help with signal bell at meal room,resident_owned,False,True,True,True,True
435,25,orchid_engine,Eli,orchid lamp,engine ring,Eli asks: help with orchid lamp at engine ring,shared_with_boundary,True,True,True,True,True
436,25,moss_ward,Ari,rain jar,blanket room,Ari asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
437,25,glass_harbor,Oren,net spool,fog rail,Oren asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
438,25,cinder_garden,Vale,cool bowl,seed shelf,Vale asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
439,25,lichen_bridge,Sol,rope kit,signal post,Sol asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
440,25,orchid_engine,Bea,gear cloth,orchid bay,Bea asks: help with gear cloth at orchid bay,shared_with_boundary,True,True,True,True,True
441,25,moss_ward,Fay,root ledger,rain gate,Fay asks: help with root ledger at rain gate,resident_owned,False,True,True,True,True
442,25,glass_harbor,Puck,brass lantern,net room,Puck asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
443,25,cinder_garden,Wren,seed tray,shade tent,Wren asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
444,25,lichen_bridge,Kio,meal ledger,rope bridge,Kio asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
445,25,orchid_engine,Cai,valve key,gear wash,Cai asks: help with valve key at gear wash,shared_with_boundary,True,True,True,True,True
446,25,moss_ward,Milo,dry cloak,root alcove,Milo asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
447,25,glass_harbor,Sera,tea kettle,lamp pier,Sera asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
448,25,cinder_garden,Juno,shade pole,ash path,Juno asks: help with shade pole at ash path,resident_owned,False,True,True,True,True
449,25,lichen_bridge,Luma,signal bell,meal room,Luma asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
450,26,moss_ward,Ari,rain jar,blanket room,Ari asks: help with rain jar at blanket room,shared_with_boundary,True,True,True,True,True
451,26,glass_harbor,Oren,net spool,fog rail,Oren asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
452,26,cinder_garden,Vale,cool bowl,seed shelf,Vale asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
453,26,lichen_bridge,Sol,rope kit,signal post,Sol asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
454,26,orchid_engine,Bea,gear cloth,orchid bay,Bea asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
455,26,moss_ward,Fay,root ledger,rain gate,Fay asks: help with root ledger at rain gate,shared_with_boundary,True,True,True,True,True
456,26,glass_harbor,Puck,brass lantern,net room,Puck asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
457,26,cinder_garden,Wren,seed tray,shade tent,Wren asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
458,26,lichen_bridge,Kio,meal ledger,rope bridge,Kio asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
459,26,orchid_engine,Cai,valve key,gear wash,Cai asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
460,26,moss_ward,Milo,dry cloak,root alcove,Milo asks: help with dry cloak at root alcove,shared_with_boundary,True,True,True,True,True
461,26,glass_harbor,Sera,tea kettle,lamp pier,Sera asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
462,26,cinder_garden,Juno,shade pole,ash path,Juno asks: help with shade pole at ash path,resident_owned,False,True,True,True,True
463,26,lichen_bridge,Luma,signal bell,meal room,Luma asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
464,26,orchid_engine,Dax,orchid lamp,engine ring,Dax asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
465,26,moss_ward,Tala,rain jar,blanket room,Tala asks: help with rain jar at blanket room,shared_with_boundary,True,True,True,True,True
466,26,glass_harbor,Nia,net spool,fog rail,Nia asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
467,26,cinder_garden,Pax,cool bowl,seed shelf,Pax asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
468,27,orchid_engine,Bea,gear cloth,orchid bay,Bea asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
469,27,moss_ward,Fay,root ledger,rain gate,Fay asks: help with root ledger at rain gate,resident_owned,False,True,True,True,True
470,27,glass_harbor,Puck,brass lantern,net room,Puck asks: help with brass lantern at net room,shared_with_boundary,True,True,True,True,True
471,27,cinder_garden,Wren,seed tray,shade tent,Wren asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
472,27,lichen_bridge,Kio,meal ledger,rope bridge,Kio asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
473,27,orchid_engine,Cai,valve key,gear wash,Cai asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
474,27,moss_ward,Milo,dry cloak,root alcove,Milo asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
475,27,glass_harbor,Sera,tea kettle,lamp pier,Sera asks: help with tea kettle at lamp pier,shared_with_boundary,True,True,True,True,True
476,27,cinder_garden,Juno,shade pole,ash path,Juno asks: help with shade pole at ash path,resident_owned,False,True,True,True,True
477,27,lichen_bridge,Luma,signal bell,meal room,Luma asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
478,27,orchid_engine,Dax,orchid lamp,engine ring,Dax asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
479,27,moss_ward,Tala,rain jar,blanket room,Tala asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
480,27,glass_harbor,Nia,net spool,fog rail,Nia asks: help with net spool at fog rail,shared_with_boundary,True,True,True,True,True
481,27,cinder_garden,Pax,cool bowl,seed shelf,Pax asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
482,27,lichen_bridge,Rin,rope kit,signal post,Rin asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
483,27,orchid_engine,Eli,gear cloth,orchid bay,Eli asks: help with gear cloth at orchid bay,resident_owned,False,True,True,True,True
484,27,moss_ward,Ari,root ledger,rain gate,Ari asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
485,27,glass_harbor,Oren,brass lantern,net room,Oren asks: help with brass lantern at net room,shared_with_boundary,True,True,True,True,True
486,28,lichen_bridge,Kio,meal ledger,rope bridge,Kio asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
487,28,orchid_engine,Cai,valve key,gear wash,Cai asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
488,28,moss_ward,Milo,dry cloak,root alcove,Milo asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
489,28,glass_harbor,Sera,tea kettle,lamp pier,Sera asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
490,28,cinder_garden,Juno,shade pole,ash path,Juno asks: help with shade pole at ash path,shared_with_boundary,True,True,True,True,True
491,28,lichen_bridge,Luma,signal bell,meal room,Luma asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
492,28,orchid_engine,Dax,orchid lamp,engine ring,Dax asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
493,28,moss_ward,Tala,rain jar,blanket room,Tala asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
494,28,glass_harbor,Nia,net spool,fog rail,Nia asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
495,28,cinder_garden,Pax,cool bowl,seed shelf,Pax asks: help with cool bowl at seed shelf,shared_with_boundary,True,True,True,True,True
496,28,lichen_bridge,Rin,rope kit,signal post,Rin asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
497,28,orchid_engine,Eli,gear cloth,orchid bay,Eli asks: help with gear cloth at orchid bay,resident_owned,False,True,True,True,True
498,28,moss_ward,Ari,root ledger,rain gate,Ari asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
499,28,glass_harbor,Oren,brass lantern,net room,Oren asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
500,28,cinder_garden,Vale,seed tray,shade tent,Vale asks: help with seed tray at shade tent,shared_with_boundary,True,True,True,True,True
501,28,lichen_bridge,Sol,meal ledger,rope bridge,Sol asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
502,28,orchid_engine,Bea,valve key,gear wash,Bea asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
503,28,moss_ward,Fay,dry cloak,root alcove,Fay asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
504,29,cinder_garden,Juno,shade pole,ash path,Juno asks: help with shade pole at ash path,resident_owned,False,True,True,True,True
505,29,lichen_bridge,Luma,signal bell,meal room,Luma asks: help with signal bell at meal room,shared_with_boundary,True,True,True,True,True
506,29,orchid_engine,Dax,orchid lamp,engine ring,Dax asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
507,29,moss_ward,Tala,rain jar,blanket room,Tala asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
508,29,glass_harbor,Nia,net spool,fog rail,Nia asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
509,29,cinder_garden,Pax,cool bowl,seed shelf,Pax asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
510,29,lichen_bridge,Rin,rope kit,signal post,Rin asks: help with rope kit at signal post,shared_with_boundary,True,True,True,True,True
511,29,orchid_engine,Eli,gear cloth,orchid bay,Eli asks: help with gear cloth at orchid bay,resident_owned,False,True,True,True,True
512,29,moss_ward,Ari,root ledger,rain gate,Ari asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
513,29,glass_harbor,Oren,brass lantern,net room,Oren asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
514,29,cinder_garden,Vale,seed tray,shade tent,Vale asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
515,29,lichen_bridge,Sol,meal ledger,rope bridge,Sol asks: help with meal ledger at rope bridge,shared_with_boundary,True,True,True,True,True
516,29,orchid_engine,Bea,valve key,gear wash,Bea asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
517,29,moss_ward,Fay,dry cloak,root alcove,Fay asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
518,29,glass_harbor,Puck,tea kettle,lamp pier,Puck asks: help with tea kettle at lamp pier,resident_owned,False,True,True,True,True
519,29,cinder_garden,Wren,shade pole,ash path,Wren asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
520,29,lichen_bridge,Kio,signal bell,meal room,Kio asks: help with signal bell at meal room,shared_with_boundary,True,True,True,True,True
521,29,orchid_engine,Cai,orchid lamp,engine ring,Cai asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
522,30,glass_harbor,Nia,net spool,fog rail,Nia asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
523,30,cinder_garden,Pax,cool bowl,seed shelf,Pax asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
524,30,lichen_bridge,Rin,rope kit,signal post,Rin asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
525,30,orchid_engine,Eli,gear cloth,orchid bay,Eli asks: help with gear cloth at orchid bay,shared_with_boundary,True,True,True,True,True
526,30,moss_ward,Ari,root ledger,rain gate,Ari asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
527,30,glass_harbor,Oren,brass lantern,net room,Oren asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
528,30,cinder_garden,Vale,seed tray,shade tent,Vale asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
529,30,lichen_bridge,Sol,meal ledger,rope bridge,Sol asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
530,30,orchid_engine,Bea,valve key,gear wash,Bea asks: help with valve key at gear wash,shared_with_boundary,True,True,True,True,True
531,30,moss_ward,Fay,dry cloak,root alcove,Fay asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
532,30,glass_harbor,Puck,tea kettle,lamp pier,Puck asks: help with tea kettle at lamp pier,resident_owned,False,True,True,True,True
533,30,cinder_garden,Wren,shade pole,ash path,Wren asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
534,30,lichen_bridge,Kio,signal bell,meal room,Kio asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
535,30,orchid_engine,Cai,orchid lamp,engine ring,Cai asks: help with orchid lamp at engine ring,shared_with_boundary,True,True,True,True,True
536,30,moss_ward,Milo,rain jar,blanket room,Milo asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
537,30,glass_harbor,Sera,net spool,fog rail,Sera asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
538,30,cinder_garden,Juno,cool bowl,seed shelf,Juno asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
539,30,lichen_bridge,Luma,rope kit,signal post,Luma asks: help with rope kit at signal post,resident_owned,False,True,True,True,True
540,31,moss_ward,Ari,root ledger,rain gate,Ari asks: help with root ledger at rain gate,shared_with_boundary,True,True,True,True,True
541,31,glass_harbor,Oren,brass lantern,net room,Oren asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
542,31,cinder_garden,Vale,seed tray,shade tent,Vale asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
543,31,lichen_bridge,Sol,meal ledger,rope bridge,Sol asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
544,31,orchid_engine,Bea,valve key,gear wash,Bea asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
545,31,moss_ward,Fay,dry cloak,root alcove,Fay asks: help with dry cloak at root alcove,shared_with_boundary,True,True,True,True,True
546,31,glass_harbor,Puck,tea kettle,lamp pier,Puck asks: help with tea kettle at lamp pier,resident_owned,False,True,True,True,True
547,31,cinder_garden,Wren,shade pole,ash path,Wren asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
548,31,lichen_bridge,Kio,signal bell,meal room,Kio asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
549,31,orchid_engine,Cai,orchid lamp,engine ring,Cai asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
550,31,moss_ward,Milo,rain jar,blanket room,Milo asks: help with rain jar at blanket room,shared_with_boundary,True,True,True,True,True
551,31,glass_harbor,Sera,net spool,fog rail,Sera asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
552,31,cinder_garden,Juno,cool bowl,seed shelf,Juno asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
553,31,lichen_bridge,Luma,rope kit,signal post,Luma asks: help with rope kit at signal post,resident_owned,False,True,True,True,True
554,31,orchid_engine,Dax,gear cloth,orchid bay,Dax asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
555,31,moss_ward,Tala,root ledger,rain gate,Tala asks: help with root ledger at rain gate,shared_with_boundary,True,True,True,True,True
556,31,glass_harbor,Nia,brass lantern,net room,Nia asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
557,31,cinder_garden,Pax,seed tray,shade tent,Pax asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
558,32,orchid_engine,Bea,valve key,gear wash,Bea asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
559,32,moss_ward,Fay,dry cloak,root alcove,Fay asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
560,32,glass_harbor,Puck,tea kettle,lamp pier,Puck asks: help with tea kettle at lamp pier,shared_with_boundary,True,True,True,True,True
561,32,cinder_garden,Wren,shade pole,ash path,Wren asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
562,32,lichen_bridge,Kio,signal bell,meal room,Kio asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
563,32,orchid_engine,Cai,orchid lamp,engine ring,Cai asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
564,32,moss_ward,Milo,rain jar,blanket room,Milo asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
565,32,glass_harbor,Sera,net spool,fog rail,Sera asks: help with net spool at fog rail,shared_with_boundary,True,True,True,True,True
566,32,cinder_garden,Juno,cool bowl,seed shelf,Juno asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
567,32,lichen_bridge,Luma,rope kit,signal post,Luma asks: help with rope kit at signal post,resident_owned,False,True,True,True,True
568,32,orchid_engine,Dax,gear cloth,orchid bay,Dax asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
569,32,moss_ward,Tala,root ledger,rain gate,Tala asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
570,32,glass_harbor,Nia,brass lantern,net room,Nia asks: help with brass lantern at net room,shared_with_boundary,True,True,True,True,True
571,32,cinder_garden,Pax,seed tray,shade tent,Pax asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
572,32,lichen_bridge,Rin,meal ledger,rope bridge,Rin asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
573,32,orchid_engine,Eli,valve key,gear wash,Eli asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
574,32,moss_ward,Ari,dry cloak,root alcove,Ari asks: help with dry cloak at root alcove,resident_owned,False,True,True,True,True
575,32,glass_harbor,Oren,tea kettle,lamp pier,Oren asks: help with tea kettle at lamp pier,shared_with_boundary,True,True,True,True,True
576,33,lichen_bridge,Kio,signal bell,meal room,Kio asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
577,33,orchid_engine,Cai,orchid lamp,engine ring,Cai asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
578,33,moss_ward,Milo,rain jar,blanket room,Milo asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
579,33,glass_harbor,Sera,net spool,fog rail,Sera asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
580,33,cinder_garden,Juno,cool bowl,seed shelf,Juno asks: help with cool bowl at seed shelf,shared_with_boundary,True,True,True,True,True
581,33,lichen_bridge,Luma,rope kit,signal post,Luma asks: help with rope kit at signal post,resident_owned,False,True,True,True,True
582,33,orchid_engine,Dax,gear cloth,orchid bay,Dax asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
583,33,moss_ward,Tala,root ledger,rain gate,Tala asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
584,33,glass_harbor,Nia,brass lantern,net room,Nia asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
585,33,cinder_garden,Pax,seed tray,shade tent,Pax asks: help with seed tray at shade tent,shared_with_boundary,True,True,True,True,True
586,33,lichen_bridge,Rin,meal ledger,rope bridge,Rin asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
587,33,orchid_engine,Eli,valve key,gear wash,Eli asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
588,33,moss_ward,Ari,dry cloak,root alcove,Ari asks: help with dry cloak at root alcove,resident_owned,False,True,True,True,True
589,33,glass_harbor,Oren,tea kettle,lamp pier,Oren asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
590,33,cinder_garden,Vale,shade pole,ash path,Vale asks: help with shade pole at ash path,shared_with_boundary,True,True,True,True,True
591,33,lichen_bridge,Sol,signal bell,meal room,Sol asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
592,33,orchid_engine,Bea,orchid lamp,engine ring,Bea asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
593,33,moss_ward,Fay,rain jar,blanket room,Fay asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
594,34,cinder_garden,Juno,cool bowl,seed shelf,Juno asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
595,34,lichen_bridge,Luma,rope kit,signal post,Luma asks: help with rope kit at signal post,shared_with_boundary,True,True,True,True,True
596,34,orchid_engine,Dax,gear cloth,orchid bay,Dax asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
597,34,moss_ward,Tala,root ledger,rain gate,Tala asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
598,34,glass_harbor,Nia,brass lantern,net room,Nia asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
599,34,cinder_garden,Pax,seed tray,shade tent,Pax asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
600,34,lichen_bridge,Rin,meal ledger,rope bridge,Rin asks: help with meal ledger at rope bridge,shared_with_boundary,True,True,True,True,True
601,34,orchid_engine,Eli,valve key,gear wash,Eli asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
602,34,moss_ward,Ari,dry cloak,root alcove,Ari asks: help with dry cloak at root alcove,resident_owned,False,True,True,True,True
603,34,glass_harbor,Oren,tea kettle,lamp pier,Oren asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
604,34,cinder_garden,Vale,shade pole,ash path,Vale asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
