tick_id,day,route_id,caravan_id,task_kind,task_available,task_taken,cargo_delta,fatigue_delta,recovery_delta,consequence_visible,boundary_clause
0,1,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
220,14,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
221,14,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
222,14,archive_signal,caravan:archive_signal,weigh paper packs,True,True,0.1,0.018,0.036,True,public caravan task only; no private workspace override
223,14,signal_orchard,caravan:signal_orchard,carry oil lamp,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
224,15,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
225,15,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
226,15,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,True,0.16,0.018,0.028,True,public caravan task only; no private workspace override
227,15,roofward_archive,caravan:roofward_archive,steady glass crate,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
228,15,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
229,15,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
230,15,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
231,15,central_repair_ring,caravan:central_repair_ring,carry wire spool,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
232,15,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
233,15,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
234,15,archive_signal,caravan:archive_signal,weigh paper packs,True,True,0.12,0.018,0.036,True,public caravan task only; no private workspace override
235,15,signal_orchard,caravan:signal_orchard,carry oil lamp,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
236,15,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
237,15,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
238,15,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,True,0.16,0.018,0.028,True,public caravan task only; no private workspace override
239,15,roofward_archive,caravan:roofward_archive,steady glass crate,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
240,16,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
241,16,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
242,16,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,True,True,0.1,0.018,0.028,True,public caravan task only; no private workspace override
243,16,central_repair_ring,caravan:central_repair_ring,carry wire spool,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
244,16,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
245,16,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
246,16,archive_signal,caravan:archive_signal,weigh paper packs,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
247,16,signal_orchard,caravan:signal_orchard,carry oil lamp,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
248,16,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
249,16,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
250,16,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
251,16,roofward_archive,caravan:roofward_archive,steady glass crate,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
252,16,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
253,16,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
254,16,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,True,True,0.1,0.018,0.028,True,public caravan task only; no private workspace override
255,16,central_repair_ring,caravan:central_repair_ring,carry wire spool,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
256,17,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
257,17,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
258,17,archive_signal,caravan:archive_signal,weigh paper packs,True,True,0.16,0.018,0.036,True,public caravan task only; no private workspace override
259,17,signal_orchard,caravan:signal_orchard,carry oil lamp,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
260,17,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
261,17,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
262,17,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
263,17,roofward_archive,caravan:roofward_archive,steady glass crate,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
264,17,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
265,17,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
266,17,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,True,True,0.12,0.018,0.028,True,public caravan task only; no private workspace override
267,17,central_repair_ring,caravan:central_repair_ring,carry wire spool,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
268,17,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
269,17,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
270,17,archive_signal,caravan:archive_signal,weigh paper packs,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
271,17,signal_orchard,caravan:signal_orchard,carry oil lamp,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
272,18,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
273,18,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
274,18,roofward_archive,caravan:roofward_archive,steady glass crate,True,True,0.16,0.018,0.036,True,public caravan task only; no private workspace override
275,18,archive_signal,caravan:archive_signal,weigh paper packs,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
276,18,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
277,18,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
278,18,central_repair_ring,caravan:central_repair_ring,carry wire spool,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
279,18,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
280,18,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
281,18,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
282,18,signal_orchard,caravan:signal_orchard,carry oil lamp,True,True,0.12,0.018,0.036,True,public caravan task only; no private workspace override
283,18,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
284,18,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
285,18,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
286,18,roofward_archive,caravan:roofward_archive,steady glass crate,True,True,0.16,0.018,0.028,True,public caravan task only; no private workspace override
287,18,archive_signal,caravan:archive_signal,weigh paper packs,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
288,19,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
289,19,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
290,19,central_repair_ring,caravan:central_repair_ring,carry wire spool,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
291,19,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
292,19,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
293,19,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
294,19,signal_orchard,caravan:signal_orchard,carry oil lamp,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
295,19,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
296,19,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
297,19,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
298,19,roofward_archive,caravan:roofward_archive,steady glass crate,True,True,0.1,0.018,0.036,True,public caravan task only; no private workspace override
299,19,archive_signal,caravan:archive_signal,weigh paper packs,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
300,19,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
301,19,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
302,19,central_repair_ring,caravan:central_repair_ring,carry wire spool,True,True,0.1,0.018,0.036,True,public caravan task only; no private workspace override
303,19,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
304,20,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
305,20,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
306,20,signal_orchard,caravan:signal_orchard,carry oil lamp,True,True,0.16,0.018,0.036,True,public caravan task only; no private workspace override
307,20,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
308,20,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
309,20,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
310,20,roofward_archive,caravan:roofward_archive,steady glass crate,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
311,20,archive_signal,caravan:archive_signal,weigh paper packs,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
312,20,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
313,20,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
314,20,central_repair_ring,caravan:central_repair_ring,carry wire spool,True,True,0.12,0.018,0.036,True,public caravan task only; no private workspace override
315,20,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
316,20,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
317,20,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
318,20,signal_orchard,caravan:signal_orchard,carry oil lamp,True,True,0.16,0.018,0.036,True,public caravan task only; no private workspace override
319,20,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
320,21,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
321,21,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
322,21,roofward_archive,caravan:roofward_archive,steady glass crate,True,True,0.14,0.018,0.036,True,public caravan task only; no private workspace override
323,21,archive_signal,caravan:archive_signal,weigh paper packs,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
324,21,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
325,21,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
326,21,central_repair_ring,caravan:central_repair_ring,carry wire spool,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
327,21,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
328,21,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
329,21,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
330,21,signal_orchard,caravan:signal_orchard,carry oil lamp,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
331,21,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
332,21,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
333,21,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
334,21,roofward_archive,caravan:roofward_archive,steady glass crate,True,True,0.14,0.018,0.036,True,public caravan task only; no private workspace override
335,21,archive_signal,caravan:archive_signal,weigh paper packs,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
336,22,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
337,22,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
338,22,central_repair_ring,caravan:central_repair_ring,carry wire spool,True,True,0.16,0.018,0.036,True,public caravan task only; no private workspace override
339,22,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
340,22,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
341,22,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
342,22,signal_orchard,caravan:signal_orchard,carry oil lamp,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
343,22,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
344,22,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
345,22,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
346,22,roofward_archive,caravan:roofward_archive,steady glass crate,True,True,0.16,0.018,0.036,True,public caravan task only; no private workspace override
347,22,archive_signal,caravan:archive_signal,weigh paper packs,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
348,22,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
349,22,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
350,22,central_repair_ring,caravan:central_repair_ring,carry wire spool,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
351,22,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
352,23,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
353,23,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
354,23,signal_orchard,caravan:signal_orchard,carry oil lamp,True,True,0.14,0.018,0.036,True,public caravan task only; no private workspace override
355,23,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
356,23,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
357,23,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
358,23,roofward_archive,caravan:roofward_archive,steady glass crate,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
359,23,archive_signal,caravan:archive_signal,weigh paper packs,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
360,23,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
361,23,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
362,23,central_repair_ring,caravan:central_repair_ring,carry wire spool,True,True,0.1,0.018,0.036,True,public caravan task only; no private workspace override
363,23,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
364,23,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
365,23,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
366,23,signal_orchard,caravan:signal_orchard,carry oil lamp,True,True,0.14,0.018,0.036,True,public caravan task only; no private workspace override
367,23,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
368,24,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
369,24,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
370,24,archive_signal,caravan:archive_signal,weigh paper packs,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
371,24,signal_orchard,caravan:signal_orchard,carry oil lamp,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
372,24,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
373,24,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
374,24,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
375,24,roofward_archive,caravan:roofward_archive,steady glass crate,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
376,24,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
377,24,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
378,24,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,True,True,0.1,0.018,0.036,True,public caravan task only; no private workspace override
379,24,central_repair_ring,caravan:central_repair_ring,carry wire spool,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
380,24,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
381,24,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
382,24,archive_signal,caravan:archive_signal,weigh paper packs,True,True,0.14,0.018,0.028,True,public caravan task only; no private workspace override
383,24,signal_orchard,caravan:signal_orchard,carry oil lamp,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
384,25,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
385,25,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
386,25,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,True,0.12,0.018,0.028,True,public caravan task only; no private workspace override
387,25,roofward_archive,caravan:roofward_archive,steady glass crate,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
388,25,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
389,25,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
390,25,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
391,25,central_repair_ring,caravan:central_repair_ring,carry wire spool,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
392,25,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
393,25,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
394,25,archive_signal,caravan:archive_signal,weigh paper packs,True,True,0.16,0.018,0.028,True,public caravan task only; no private workspace override
395,25,signal_orchard,caravan:signal_orchard,carry oil lamp,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
396,25,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
397,25,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
398,25,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,True,0.12,0.018,0.028,True,public caravan task only; no private workspace override
399,25,roofward_archive,caravan:roofward_archive,steady glass crate,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
400,26,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
401,26,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
402,26,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,True,True,0.14,0.018,0.036,True,public caravan task only; no private workspace override
403,26,central_repair_ring,caravan:central_repair_ring,carry wire spool,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
404,26,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
405,26,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
406,26,archive_signal,caravan:archive_signal,weigh paper packs,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
407,26,signal_orchard,caravan:signal_orchard,carry oil lamp,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
408,26,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
409,26,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
410,26,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
411,26,roofward_archive,caravan:roofward_archive,steady glass crate,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
412,26,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
413,26,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
414,26,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,True,True,0.14,0.018,0.036,True,public caravan task only; no private workspace override
415,26,central_repair_ring,caravan:central_repair_ring,carry wire spool,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
416,27,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
417,27,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
418,27,archive_signal,caravan:archive_signal,weigh paper packs,True,True,0.12,0.018,0.028,True,public caravan task only; no private workspace override
419,27,signal_orchard,caravan:signal_orchard,carry oil lamp,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
420,27,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
421,27,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
422,27,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
423,27,roofward_archive,caravan:roofward_archive,steady glass crate,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
424,27,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
425,27,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
426,27,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,True,True,0.16,0.018,0.036,True,public caravan task only; no private workspace override
427,27,central_repair_ring,caravan:central_repair_ring,carry wire spool,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
428,27,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
429,27,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
430,27,archive_signal,caravan:archive_signal,weigh paper packs,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
431,27,signal_orchard,caravan:signal_orchard,carry oil lamp,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
432,28,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
433,28,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
434,28,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,True,0.1,0.018,0.036,True,public caravan task only; no private workspace override
435,28,roofward_archive,caravan:roofward_archive,steady glass crate,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
436,28,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
437,28,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
438,28,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
439,28,central_repair_ring,caravan:central_repair_ring,carry wire spool,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
440,28,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
