tick_id,day,tick,route_id,storage_key,state_version,route_choice,forecast_revision,avatar_task_count,recovery_score,editable_json_valid,mutation_source,save_button_visible
231,16,6,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,20,river ford,11,13,0.94,True,simulation tick,True
232,16,7,roofward_archive,ssrm_v31_route_state_roofward_archive,27,cool archive lane,11,15,0.94,True,simulation tick,True
233,16,8,archive_signal,ssrm_v31_route_state_archive_signal,20,paper lane,9,13,0.935489,True,manual json editor,True
234,16,9,signal_orchard,ssrm_v31_route_state_signal_orchard,25,river lantern loop,11,14,0.94,True,simulation tick,True
235,16,10,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,25,fen track,10,13,0.94,True,simulation tick,True
236,16,11,central_repair_ring,ssrm_v31_route_state_central_repair_ring,25,outer bell path,10,13,0.94,True,manual json editor,True
237,16,12,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,21,river ford,11,14,0.94,True,manual json editor,True
238,16,13,roofward_archive,ssrm_v31_route_state_roofward_archive,27,cool archive lane,11,15,0.9366,True,simulation tick,True
239,16,14,archive_signal,ssrm_v31_route_state_archive_signal,21,paper lane,10,13,0.94,True,simulation tick,True
240,17,0,signal_orchard,ssrm_v31_route_state_signal_orchard,26,river lantern loop,11,14,0.94,True,manual json editor,True
241,17,1,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,26,fen track,11,13,0.94,True,simulation tick,True
242,17,2,central_repair_ring,ssrm_v31_route_state_central_repair_ring,25,outer bell path,10,14,0.94,True,simulation tick,True
243,17,3,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,21,river ford,11,14,0.94,True,simulation tick,True
244,17,4,roofward_archive,ssrm_v31_route_state_roofward_archive,28,cool archive lane,11,16,0.94,True,manual json editor,True
245,17,5,archive_signal,ssrm_v31_route_state_archive_signal,21,paper lane,10,14,0.94,True,simulation tick,True
246,17,6,signal_orchard,ssrm_v31_route_state_signal_orchard,26,river lantern loop,11,14,0.9355,True,simulation tick,True
247,17,7,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,26,fen track,11,13,0.9344,True,simulation tick,True
248,17,8,central_repair_ring,ssrm_v31_route_state_central_repair_ring,26,outer bell path,10,14,0.9366,True,manual json editor,True
249,17,9,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,22,river ford,12,14,0.94,True,simulation tick,True
250,17,10,roofward_archive,ssrm_v31_route_state_roofward_archive,28,cool archive lane,11,17,0.94,True,simulation tick,True
251,17,11,archive_signal,ssrm_v31_route_state_archive_signal,21,paper lane,10,14,0.94,True,simulation tick,True
252,17,12,signal_orchard,ssrm_v31_route_state_signal_orchard,28,river lantern loop,12,14,0.94,True,manual json editor,True
253,17,13,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,26,fen track,11,14,0.94,True,simulation tick,True
254,17,14,central_repair_ring,ssrm_v31_route_state_central_repair_ring,27,outer bell path,11,14,0.94,True,simulation tick,True
255,18,0,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,23,river ford,12,14,0.94,True,manual json editor,True
256,18,1,roofward_archive,ssrm_v31_route_state_roofward_archive,29,cool archive lane,12,17,0.94,True,simulation tick,True
257,18,2,archive_signal,ssrm_v31_route_state_archive_signal,21,paper lane,10,15,0.94,True,simulation tick,True
258,18,3,signal_orchard,ssrm_v31_route_state_signal_orchard,28,river lantern loop,12,14,0.94,True,simulation tick,True
259,18,4,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,28,fen track,12,14,0.94,True,manual json editor,True
260,18,5,central_repair_ring,ssrm_v31_route_state_central_repair_ring,27,outer bell path,11,15,0.94,True,simulation tick,True
261,18,6,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,23,river ford,12,14,0.94,True,simulation tick,True
262,18,7,roofward_archive,ssrm_v31_route_state_roofward_archive,29,cool archive lane,12,17,0.9355,True,simulation tick,True
263,18,8,archive_signal,ssrm_v31_route_state_archive_signal,22,paper lane,10,16,0.94,True,manual json editor,True
264,18,9,signal_orchard,ssrm_v31_route_state_signal_orchard,29,river lantern loop,13,14,0.94,True,simulation tick,True
265,18,10,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,28,fen track,12,15,0.94,True,simulation tick,True
266,18,11,central_repair_ring,ssrm_v31_route_state_central_repair_ring,27,outer bell path,11,15,0.94,True,simulation tick,True
267,18,12,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,24,river ford,12,14,0.9366,True,manual json editor,True
268,18,13,roofward_archive,ssrm_v31_route_state_roofward_archive,29,cool archive lane,12,18,0.94,True,simulation tick,True
269,18,14,archive_signal,ssrm_v31_route_state_archive_signal,23,paper lane,11,17,0.94,True,simulation tick,True
270,19,0,signal_orchard,ssrm_v31_route_state_signal_orchard,30,river lantern loop,13,15,0.94,True,manual json editor,True
271,19,1,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,29,fen track,13,15,0.94,True,simulation tick,True
272,19,2,central_repair_ring,ssrm_v31_route_state_central_repair_ring,27,outer bell path,11,15,0.9355,True,simulation tick,True
273,19,3,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,24,river ford,12,14,0.93332,True,simulation tick,True
274,19,4,roofward_archive,ssrm_v31_route_state_roofward_archive,30,cool archive lane,12,18,0.9366,True,manual json editor,True
275,19,5,archive_signal,ssrm_v31_route_state_archive_signal,23,paper lane,11,18,0.94,True,simulation tick,True
276,19,6,signal_orchard,ssrm_v31_route_state_signal_orchard,30,river lantern loop,13,16,0.94,True,simulation tick,True
277,19,7,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,29,fen track,13,15,0.9366,True,simulation tick,True
278,19,8,central_repair_ring,ssrm_v31_route_state_central_repair_ring,28,outer bell path,11,15,0.9355,True,manual json editor,True
279,19,9,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,24,river ford,12,14,0.92404,True,simulation tick,True
280,19,10,roofward_archive,ssrm_v31_route_state_roofward_archive,30,cool archive lane,12,19,0.94,True,simulation tick,True
281,19,11,archive_signal,ssrm_v31_route_state_archive_signal,23,paper lane,11,18,0.94,True,simulation tick,True
282,19,12,signal_orchard,ssrm_v31_route_state_signal_orchard,31,river lantern loop,13,17,0.94,True,manual json editor,True
283,19,13,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,29,fen track,13,16,0.94,True,simulation tick,True
284,19,14,central_repair_ring,ssrm_v31_route_state_central_repair_ring,29,outer bell path,12,15,0.94,True,simulation tick,True
285,20,0,roofward_archive,ssrm_v31_route_state_roofward_archive,30,cool archive lane,12,19,0.94,True,manual json editor,True
286,20,1,archive_signal,ssrm_v31_route_state_archive_signal,24,paper lane,12,18,0.94,True,simulation tick,True
287,20,2,signal_orchard,ssrm_v31_route_state_signal_orchard,31,river lantern loop,13,18,0.94,True,simulation tick,True
288,20,3,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,29,fen track,13,17,0.94,True,simulation tick,True
289,20,4,central_repair_ring,ssrm_v31_route_state_central_repair_ring,30,inner repair yard,12,15,0.93385,True,manual json editor,True
290,20,5,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,24,river ford,12,15,0.94,True,simulation tick,True
291,20,6,roofward_archive,ssrm_v31_route_state_roofward_archive,30,cool archive lane,12,19,0.93495,True,simulation tick,True
292,20,7,archive_signal,ssrm_v31_route_state_archive_signal,24,paper lane,12,18,0.93385,True,simulation tick,True
293,20,8,signal_orchard,ssrm_v31_route_state_signal_orchard,32,river lantern loop,13,18,0.93598,True,manual json editor,True
294,20,9,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,30,fen track,14,18,0.94,True,simulation tick,True
295,20,10,central_repair_ring,ssrm_v31_route_state_central_repair_ring,30,inner repair yard,12,16,0.94,True,simulation tick,True
296,20,11,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,24,river ford,12,15,0.94,True,simulation tick,True
297,20,12,roofward_archive,ssrm_v31_route_state_roofward_archive,31,cool archive lane,12,19,0.93495,True,manual json editor,True
298,20,13,archive_signal,ssrm_v31_route_state_archive_signal,24,paper lane,12,19,0.94,True,simulation tick,True
299,20,14,signal_orchard,ssrm_v31_route_state_signal_orchard,33,river lantern loop,14,18,0.94,True,simulation tick,True
300,21,0,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,31,market plank route,14,18,0.94,True,manual json editor,True
301,21,1,central_repair_ring,ssrm_v31_route_state_central_repair_ring,31,inner repair yard,13,17,0.94,True,simulation tick,True
302,21,2,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,24,river ford,12,16,0.94,True,simulation tick,True
303,21,3,roofward_archive,ssrm_v31_route_state_roofward_archive,31,cool archive lane,12,19,0.94,True,simulation tick,True
304,21,4,archive_signal,ssrm_v31_route_state_archive_signal,24,paper lane,12,19,0.93495,True,manual json editor,True
305,21,5,signal_orchard,ssrm_v31_route_state_signal_orchard,33,river lantern loop,14,19,0.94,True,simulation tick,True
306,21,6,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,31,market plank route,14,18,0.935985,True,simulation tick,True
307,21,7,central_repair_ring,ssrm_v31_route_state_central_repair_ring,31,inner repair yard,13,18,0.94,True,simulation tick,True
308,21,8,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,26,orchard ridge detour,13,16,0.94,True,manual json editor,True
309,21,9,roofward_archive,ssrm_v31_route_state_roofward_archive,32,cool archive lane,13,19,0.94,True,simulation tick,True
310,21,10,archive_signal,ssrm_v31_route_state_archive_signal,24,paper lane,12,20,0.94,True,simulation tick,True
311,21,11,signal_orchard,ssrm_v31_route_state_signal_orchard,33,river lantern loop,14,19,0.939807,True,simulation tick,True
312,21,12,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,32,market plank route,14,18,0.935985,True,manual json editor,True
313,21,13,central_repair_ring,ssrm_v31_route_state_central_repair_ring,31,inner repair yard,13,19,0.94,True,simulation tick,True
314,21,14,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,27,orchard ridge detour,14,16,0.94,True,simulation tick,True
315,22,0,roofward_archive,ssrm_v31_route_state_roofward_archive,34,cool archive lane,14,19,0.94,True,manual json editor,True
316,22,1,archive_signal,ssrm_v31_route_state_archive_signal,25,paper lane,13,20,0.94,True,simulation tick,True
317,22,2,signal_orchard,ssrm_v31_route_state_signal_orchard,33,river lantern loop,14,20,0.94,True,simulation tick,True
318,22,3,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,32,market plank route,14,18,0.939785,True,simulation tick,True
319,22,4,central_repair_ring,ssrm_v31_route_state_central_repair_ring,32,inner repair yard,13,19,0.94,True,manual json editor,True
320,22,5,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,28,orchard ridge detour,14,17,0.94,True,manual json editor,True
321,22,6,roofward_archive,ssrm_v31_route_state_roofward_archive,34,cool archive lane,14,19,0.93385,True,simulation tick,True
322,22,7,archive_signal,ssrm_v31_route_state_archive_signal,25,paper lane,13,20,0.93605,True,simulation tick,True
323,22,8,signal_orchard,ssrm_v31_route_state_signal_orchard,33,river lantern loop,14,20,0.934934,True,manual json editor,True
324,22,9,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,33,market plank route,15,18,0.94,True,simulation tick,True
325,22,10,central_repair_ring,ssrm_v31_route_state_central_repair_ring,32,inner repair yard,13,20,0.94,True,simulation tick,True
326,22,11,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,29,orchard ridge detour,14,17,0.94,True,manual json editor,True
327,22,12,roofward_archive,ssrm_v31_route_state_roofward_archive,35,glass stair,14,19,0.92848,True,manual json editor,True
328,22,13,archive_signal,ssrm_v31_route_state_archive_signal,25,paper lane,13,21,0.94,True,simulation tick,True
329,22,14,signal_orchard,ssrm_v31_route_state_signal_orchard,34,river lantern loop,15,20,0.94,True,simulation tick,True
330,23,0,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,34,market plank route,15,18,0.94,True,manual json editor,True
331,23,1,central_repair_ring,ssrm_v31_route_state_central_repair_ring,33,inner repair yard,14,20,0.94,True,simulation tick,True
332,23,2,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,29,orchard ridge detour,14,18,0.94,True,simulation tick,True
333,23,3,roofward_archive,ssrm_v31_route_state_roofward_archive,36,cool archive lane,14,19,0.94,True,manual json editor,True
334,23,4,archive_signal,ssrm_v31_route_state_archive_signal,26,stone kiosk path,13,21,0.93385,True,manual json editor,True
335,23,5,signal_orchard,ssrm_v31_route_state_signal_orchard,34,river lantern loop,15,21,0.94,True,simulation tick,True
336,23,6,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,34,market plank route,15,18,0.934885,True,simulation tick,True
337,23,7,central_repair_ring,ssrm_v31_route_state_central_repair_ring,33,inner repair yard,14,20,0.93385,True,simulation tick,True
338,23,8,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,30,river ford,14,18,0.93605,True,manual json editor,True
339,23,9,roofward_archive,ssrm_v31_route_state_roofward_archive,38,cool archive lane,15,19,0.94,True,manual json editor,True
340,23,10,archive_signal,ssrm_v31_route_state_archive_signal,26,stone kiosk path,13,21,0.93385,True,simulation tick,True
341,23,11,signal_orchard,ssrm_v31_route_state_signal_orchard,34,river lantern loop,15,21,0.94,True,simulation tick,True
342,23,12,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,34,market plank route,15,18,0.934885,True,manual json editor,True
343,23,13,central_repair_ring,ssrm_v31_route_state_central_repair_ring,33,inner repair yard,14,21,0.94,True,simulation tick,True
344,23,14,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,31,river ford,15,18,0.94,True,simulation tick,True
345,24,0,roofward_archive,ssrm_v31_route_state_roofward_archive,39,glass stair,15,19,0.94,True,manual json editor,True
346,24,1,archive_signal,ssrm_v31_route_state_archive_signal,28,stone kiosk path,14,21,0.94,True,manual json editor,True
347,24,2,signal_orchard,ssrm_v31_route_state_signal_orchard,34,river lantern loop,15,22,0.94,True,simulation tick,True
348,24,3,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,34,market plank route,15,18,0.94,True,simulation tick,True
349,24,4,central_repair_ring,ssrm_v31_route_state_central_repair_ring,34,inner repair yard,14,21,0.93495,True,manual json editor,True
350,24,5,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,31,river ford,15,19,0.94,True,simulation tick,True
351,24,6,roofward_archive,ssrm_v31_route_state_roofward_archive,39,glass stair,15,19,0.93605,True,simulation tick,True
352,24,7,archive_signal,ssrm_v31_route_state_archive_signal,29,paper lane,14,21,0.93495,True,manual json editor,True
353,24,8,signal_orchard,ssrm_v31_route_state_signal_orchard,35,river lantern loop,15,22,0.93385,True,manual json editor,True
354,24,9,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,35,market plank route,16,18,0.94,True,simulation tick,True
355,24,10,central_repair_ring,ssrm_v31_route_state_central_repair_ring,34,inner repair yard,14,22,0.94,True,simulation tick,True
356,24,11,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,31,river ford,15,20,0.94,True,simulation tick,True
357,24,12,roofward_archive,ssrm_v31_route_state_roofward_archive,41,glass stair,16,19,0.94,True,manual json editor,True
358,24,13,archive_signal,ssrm_v31_route_state_archive_signal,30,paper lane,14,22,0.94,True,manual json editor,True
359,24,14,signal_orchard,ssrm_v31_route_state_signal_orchard,36,river lantern loop,16,22,0.94,True,simulation tick,True
360,25,0,central_repair_ring,ssrm_v31_route_state_central_repair_ring,35,inner repair yard,14,22,0.94,True,manual json editor,True
361,25,1,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,32,river ford,16,20,0.94,True,simulation tick,True
362,25,2,roofward_archive,ssrm_v31_route_state_roofward_archive,41,glass stair,16,20,0.94,True,simulation tick,True
363,25,3,archive_signal,ssrm_v31_route_state_archive_signal,30,paper lane,14,22,0.94,True,simulation tick,True
364,25,4,signal_orchard,ssrm_v31_route_state_signal_orchard,38,dusk road,17,22,0.94,True,manual json editor,True
365,25,5,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,35,market plank route,16,19,0.94,True,simulation tick,True
366,25,6,central_repair_ring,ssrm_v31_route_state_central_repair_ring,35,inner repair yard,14,22,0.9366,True,simulation tick,True
367,25,7,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,32,river ford,16,20,0.9355,True,simulation tick,True
368,25,8,roofward_archive,ssrm_v31_route_state_roofward_archive,42,cool archive lane,16,21,0.94,True,manual json editor,True
369,25,9,archive_signal,ssrm_v31_route_state_archive_signal,31,paper lane,15,22,0.94,True,simulation tick,True
370,25,10,signal_orchard,ssrm_v31_route_state_signal_orchard,39,river lantern loop,17,23,0.94,True,manual json editor,True
371,25,11,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,35,market plank route,16,19,0.94,True,simulation tick,True
372,25,12,central_repair_ring,ssrm_v31_route_state_central_repair_ring,36,inner repair yard,14,22,0.9366,True,manual json editor,True
373,25,13,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,32,river ford,16,21,0.94,True,simulation tick,True
374,25,14,roofward_archive,ssrm_v31_route_state_roofward_archive,43,cool archive lane,17,21,0.94,True,simulation tick,True
375,26,0,archive_signal,ssrm_v31_route_state_archive_signal,32,stone kiosk path,15,23,0.94,True,manual json editor,True
376,26,1,signal_orchard,ssrm_v31_route_state_signal_orchard,40,river lantern loop,18,23,0.94,True,simulation tick,True
377,26,2,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,36,market plank route,16,20,0.94,True,manual json editor,True
378,26,3,central_repair_ring,ssrm_v31_route_state_central_repair_ring,36,inner repair yard,14,22,0.93932,True,simulation tick,True
379,26,4,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,33,orchard ridge detour,16,21,0.9366,True,manual json editor,True
380,26,5,roofward_archive,ssrm_v31_route_state_roofward_archive,43,cool archive lane,17,22,0.94,True,simulation tick,True
381,26,6,archive_signal,ssrm_v31_route_state_archive_signal,32,stone kiosk path,15,24,0.94,True,simulation tick,True
382,26,7,signal_orchard,ssrm_v31_route_state_signal_orchard,40,river lantern loop,18,23,0.9366,True,simulation tick,True
383,26,8,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,37,market plank route,16,20,0.935489,True,manual json editor,True
384,26,9,central_repair_ring,ssrm_v31_route_state_central_repair_ring,37,inner repair yard,15,22,0.94,True,simulation tick,True
385,26,10,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,33,orchard ridge detour,16,22,0.94,True,simulation tick,True
386,26,11,roofward_archive,ssrm_v31_route_state_roofward_archive,43,cool archive lane,17,22,0.94,True,simulation tick,True
387,26,12,archive_signal,ssrm_v31_route_state_archive_signal,33,stone kiosk path,15,25,0.94,False,manual json editor,True
388,26,13,signal_orchard,ssrm_v31_route_state_signal_orchard,40,river lantern loop,18,24,0.94,True,simulation tick,True
389,26,14,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,39,market plank route,17,20,0.94,True,manual json editor,True
390,27,0,central_repair_ring,ssrm_v31_route_state_central_repair_ring,38,inner repair yard,15,22,0.94,True,manual json editor,True
391,27,1,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,34,orchard ridge detour,17,22,0.94,True,simulation tick,True
392,27,2,roofward_archive,ssrm_v31_route_state_roofward_archive,43,cool archive lane,17,23,0.94,True,simulation tick,True
393,27,3,archive_signal,ssrm_v31_route_state_archive_signal,33,stone kiosk path,15,25,0.94,True,simulation tick,True
394,27,4,signal_orchard,ssrm_v31_route_state_signal_orchard,41,river lantern loop,18,25,0.94,True,manual json editor,True
395,27,5,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,39,market plank route,17,21,0.94,True,simulation tick,True
396,27,6,central_repair_ring,ssrm_v31_route_state_central_repair_ring,39,inner repair yard,15,22,0.9355,True,manual json editor,True
397,27,7,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,34,orchard ridge detour,17,22,0.9344,True,simulation tick,True
398,27,8,roofward_archive,ssrm_v31_route_state_roofward_archive,44,cool archive lane,17,23,0.9366,True,manual json editor,True
399,27,9,archive_signal,ssrm_v31_route_state_archive_signal,34,stone kiosk path,16,25,0.94,True,simulation tick,True
400,27,10,signal_orchard,ssrm_v31_route_state_signal_orchard,41,river lantern loop,18,26,0.94,True,simulation tick,True
401,27,11,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,39,market plank route,17,21,0.94,True,simulation tick,True
402,27,12,central_repair_ring,ssrm_v31_route_state_central_repair_ring,40,inner repair yard,15,22,0.9355,True,manual json editor,True
403,27,13,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,34,orchard ridge detour,17,23,0.94,True,simulation tick,True
404,27,14,roofward_archive,ssrm_v31_route_state_roofward_archive,45,cool archive lane,18,23,0.94,True,simulation tick,True
405,28,0,archive_signal,ssrm_v31_route_state_archive_signal,35,stone kiosk path,16,25,0.94,True,manual json editor,True
406,28,1,signal_orchard,ssrm_v31_route_state_signal_orchard,42,river lantern loop,19,26,0.94,True,simulation tick,True
407,28,2,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,39,market plank route,17,22,0.94,True,simulation tick,True
408,28,3,central_repair_ring,ssrm_v31_route_state_central_repair_ring,40,inner repair yard,15,22,0.94,True,simulation tick,True
409,28,4,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,35,orchard ridge detour,17,23,0.9355,True,manual json editor,True
410,28,5,roofward_archive,ssrm_v31_route_state_roofward_archive,45,cool archive lane,18,24,0.94,True,simulation tick,True
411,28,6,archive_signal,ssrm_v31_route_state_archive_signal,35,stone kiosk path,16,25,0.9366,True,simulation tick,True
412,28,7,signal_orchard,ssrm_v31_route_state_signal_orchard,42,river lantern loop,19,26,0.9355,True,simulation tick,True
413,28,8,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,41,market plank route,18,23,0.94,True,manual json editor,True
414,28,9,central_repair_ring,ssrm_v31_route_state_central_repair_ring,41,inner repair yard,16,22,0.94,True,simulation tick,True
415,28,10,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,35,orchard ridge detour,17,24,0.94,True,simulation tick,True
416,28,11,roofward_archive,ssrm_v31_route_state_roofward_archive,45,cool archive lane,18,24,0.9344,True,simulation tick,True
417,28,12,archive_signal,ssrm_v31_route_state_archive_signal,36,stone kiosk path,16,25,0.9366,True,manual json editor,True
418,28,13,signal_orchard,ssrm_v31_route_state_signal_orchard,42,river lantern loop,19,27,0.94,True,simulation tick,True
419,28,14,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,42,market plank route,19,24,0.94,True,simulation tick,True
420,29,0,central_repair_ring,ssrm_v31_route_state_central_repair_ring,43,outer bell path,17,23,0.94,True,manual json editor,True
421,29,1,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,36,orchard ridge detour,18,24,0.94,True,simulation tick,True
422,29,2,roofward_archive,ssrm_v31_route_state_roofward_archive,45,cool archive lane,18,25,0.94,True,simulation tick,True
423,29,3,archive_signal,ssrm_v31_route_state_archive_signal,36,stone kiosk path,16,25,0.94,True,simulation tick,True
424,29,4,signal_orchard,ssrm_v31_route_state_signal_orchard,43,river lantern loop,19,27,0.9366,True,manual json editor,True
425,29,5,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,42,market plank route,19,24,0.9355,True,simulation tick,True
426,29,6,central_repair_ring,ssrm_v31_route_state_central_repair_ring,43,outer bell path,17,24,0.94,True,simulation tick,True
427,29,7,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,36,orchard ridge detour,18,24,0.9366,True,simulation tick,True
428,29,8,roofward_archive,ssrm_v31_route_state_roofward_archive,46,cool archive lane,18,25,0.9355,True,manual json editor,True
429,29,9,archive_signal,ssrm_v31_route_state_archive_signal,37,stone kiosk path,17,25,0.94,True,simulation tick,True
430,29,10,signal_orchard,ssrm_v31_route_state_signal_orchard,43,river lantern loop,19,28,0.94,True,simulation tick,True
431,29,11,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,42,market plank route,19,24,0.94,True,simulation tick,True
432,29,12,central_repair_ring,ssrm_v31_route_state_central_repair_ring,44,outer bell path,17,25,0.94,True,manual json editor,True
433,29,13,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,36,orchard ridge detour,18,25,0.94,True,simulation tick,True
434,29,14,roofward_archive,ssrm_v31_route_state_roofward_archive,46,cool archive lane,18,25,0.9355,True,simulation tick,True
435,30,0,signal_orchard,ssrm_v31_route_state_signal_orchard,44,river lantern loop,19,28,0.94,True,manual json editor,True
436,30,1,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,43,market plank route,20,24,0.94,True,simulation tick,True
437,30,2,central_repair_ring,ssrm_v31_route_state_central_repair_ring,44,outer bell path,17,26,0.94,True,simulation tick,True
438,30,3,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,36,orchard ridge detour,18,25,0.94,True,simulation tick,True
439,30,4,roofward_archive,ssrm_v31_route_state_roofward_archive,47,cool archive lane,18,25,0.93385,True,manual json editor,True
440,30,5,archive_signal,ssrm_v31_route_state_archive_signal,37,stone kiosk path,17,26,0.94,True,simulation tick,True
441,30,6,signal_orchard,ssrm_v31_route_state_signal_orchard,44,river lantern loop,19,28,0.93495,True,simulation tick,True
442,30,7,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,43,market plank route,20,24,0.93385,True,simulation tick,True
443,30,8,central_repair_ring,ssrm_v31_route_state_central_repair_ring,45,outer bell path,17,26,0.93598,True,manual json editor,True
444,30,9,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,37,orchard ridge detour,19,25,0.94,True,simulation tick,True
445,30,10,roofward_archive,ssrm_v31_route_state_roofward_archive,47,cool archive lane,18,26,0.94,True,simulation tick,True
446,30,11,archive_signal,ssrm_v31_route_state_archive_signal,37,stone kiosk path,17,26,0.94,True,simulation tick,True
447,30,12,signal_orchard,ssrm_v31_route_state_signal_orchard,45,river lantern loop,19,28,0.93495,True,manual json editor,True
448,30,13,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,43,market plank route,20,25,0.94,True,simulation tick,True
449,30,14,central_repair_ring,ssrm_v31_route_state_central_repair_ring,46,outer bell path,18,26,0.94,True,simulation tick,True
450,31,0,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,38,orchard ridge detour,19,25,0.94,True,manual json editor,True
451,31,1,roofward_archive,ssrm_v31_route_state_roofward_archive,48,cool archive lane,19,26,0.94,True,simulation tick,True
452,31,2,archive_signal,ssrm_v31_route_state_archive_signal,37,stone kiosk path,17,27,0.94,True,simulation tick,True
453,31,3,signal_orchard,ssrm_v31_route_state_signal_orchard,45,river lantern loop,19,28,0.94,True,simulation tick,True
454,31,4,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,44,market plank route,20,25,0.93495,True,manual json editor,True
455,31,5,central_repair_ring,ssrm_v31_route_state_central_repair_ring,46,outer bell path,18,27,0.94,True,simulation tick,True
456,31,6,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,38,orchard ridge detour,19,25,0.93605,True,simulation tick,True
457,31,7,roofward_archive,ssrm_v31_route_state_roofward_archive,48,cool archive lane,19,26,0.93495,True,simulation tick,True
458,31,8,archive_signal,ssrm_v31_route_state_archive_signal,38,stone kiosk path,17,27,0.93385,True,manual json editor,True
459,31,9,signal_orchard,ssrm_v31_route_state_signal_orchard,46,river lantern loop,20,28,0.94,True,simulation tick,True
460,31,10,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,44,market plank route,20,26,0.94,True,simulation tick,True
461,31,11,central_repair_ring,ssrm_v31_route_state_central_repair_ring,46,outer bell path,18,27,0.939807,True,simulation tick,True
462,31,12,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,40,orchard ridge detour,20,25,0.94,True,manual json editor,True
