tick,day,replay_id,scene_id,includes_scene_visit,includes_task_obligation,includes_return_obligation,includes_trust_access_drift,includes_followup,includes_repair_or_deferral,includes_storage_snapshot,deterministic_order,replay_integrity_score
322,18,v24-replay-0322,v24-scene-d18,1,1,1,True,True,False,1,1,1.0
323,18,v24-replay-0323,v24-scene-d18,1,1,1,True,True,False,1,1,1.0
324,19,v24-replay-0324,v24-scene-d19,1,1,1,1,1,1,1,1,1.0
325,19,v24-replay-0325,v24-scene-d19,1,1,1,1,1,False,1,1,0.977778
326,19,v24-replay-0326,v24-scene-d19,1,1,1,True,True,False,1,1,0.953704
327,19,v24-replay-0327,v24-scene-d19,1,1,1,True,True,False,1,1,0.944444
328,19,v24-replay-0328,v24-scene-d19,1,1,1,1,False,1,1,1,0.916667
329,19,v24-replay-0329,v24-scene-d19,1,0,True,True,True,True,1,1,0.972222
330,19,v24-replay-0330,v24-scene-d19,1,1,True,1,1,1,1,1,1.0
331,19,v24-replay-0331,v24-scene-d19,1,1,1,1,1,1,1,1,1.0
332,19,v24-replay-0332,v24-scene-d19,1,1,True,True,True,1,1,1,1.0
333,19,v24-replay-0333,v24-scene-d19,1,0,True,True,True,True,1,1,0.972222
334,19,v24-replay-0334,v24-scene-d19,1,1,1,1,1,False,1,1,1.0
335,19,v24-replay-0335,v24-scene-d19,1,1,1,1,1,1,0,1,0.962963
336,19,v24-replay-0336,v24-scene-d19,1,1,1,True,True,False,1,1,0.953704
337,19,v24-replay-0337,v24-scene-d19,1,1,1,True,True,False,1,1,1.0
338,19,v24-replay-0338,v24-scene-d19,1,1,1,1,True,False,1,1,1.0
339,19,v24-replay-0339,v24-scene-d19,1,1,1,1,1,False,1,1,0.955556
340,19,v24-replay-0340,v24-scene-d19,1,1,1,True,True,False,1,1,0.972222
341,19,v24-replay-0341,v24-scene-d19,1,0,True,True,True,True,1,1,0.953704
342,20,v24-replay-0342,v24-scene-d20,1,1,1,1,1,1,1,1,0.803704
343,20,v24-replay-0343,v24-scene-d20,1,1,1,1,True,False,1,1,1.0
344,20,v24-replay-0344,v24-scene-d20,1,1,1,True,True,False,1,1,1.0
345,20,v24-replay-0345,v24-scene-d20,1,0,True,True,True,True,1,1,0.972222
346,20,v24-replay-0346,v24-scene-d20,1,1,1,True,True,1,1,1,0.981481
347,20,v24-replay-0347,v24-scene-d20,1,1,True,1,True,1,1,1,0.977778
348,20,v24-replay-0348,v24-scene-d20,1,1,True,True,True,1,1,1,1.0
349,20,v24-replay-0349,v24-scene-d20,1,0,True,True,True,True,1,1,0.972222
350,20,v24-replay-0350,v24-scene-d20,1,1,1,1,1,False,1,1,0.927778
351,20,v24-replay-0351,v24-scene-d20,1,1,1,True,True,False,1,1,0.981481
352,20,v24-replay-0352,v24-scene-d20,1,1,1,True,True,False,1,1,0.972222
353,20,v24-replay-0353,v24-scene-d20,1,1,1,1,1,False,1,1,0.955556
354,20,v24-replay-0354,v24-scene-d20,1,1,1,True,True,False,1,1,0.972222
355,20,v24-replay-0355,v24-scene-d20,1,1,1,1,True,False,1,1,0.981481
356,20,v24-replay-0356,v24-scene-d20,1,1,1,True,True,False,1,1,0.925926
357,20,v24-replay-0357,v24-scene-d20,1,0,True,True,True,True,1,1,0.972222
358,20,v24-replay-0358,v24-scene-d20,1,1,1,True,True,False,1,1,0.972222
359,20,v24-replay-0359,v24-scene-d20,1,1,1,1,True,False,1,1,0.977778
360,21,v24-replay-0360,v24-scene-d21,1,1,1,True,True,False,1,1,1.0
361,21,v24-replay-0361,v24-scene-d21,1,0,True,True,True,True,1,1,0.953704
362,21,v24-replay-0362,v24-scene-d21,1,1,1,True,True,False,1,1,0.972222
363,21,v24-replay-0363,v24-scene-d21,1,1,1,True,True,False,1,1,1.0
364,21,v24-replay-0364,v24-scene-d21,1,1,1,1,1,False,1,1,0.955556
365,21,v24-replay-0365,v24-scene-d21,1,0,True,True,True,True,1,1,0.972222
366,21,v24-replay-0366,v24-scene-d21,1,1,1,True,True,False,1,1,0.953704
367,21,v24-replay-0367,v24-scene-d21,1,1,1,True,True,False,1,1,1.0
368,21,v24-replay-0368,v24-scene-d21,1,1,1,True,True,False,1,1,0.95
369,21,v24-replay-0369,v24-scene-d21,1,0,True,True,True,True,1,1,0.972222
370,21,v24-replay-0370,v24-scene-d21,1,1,1,True,True,False,1,1,0.972222
371,21,v24-replay-0371,v24-scene-d21,1,1,1,True,True,False,1,1,0.953704
372,21,v24-replay-0372,v24-scene-d21,1,1,1,1,1,1,1,1,0.955556
373,21,v24-replay-0373,v24-scene-d21,1,1,1,True,True,False,1,1,1.0
374,21,v24-replay-0374,v24-scene-d21,1,1,1,True,True,False,1,1,0.972222
375,21,v24-replay-0375,v24-scene-d21,1,1,1,True,True,False,1,1,0.95
376,21,v24-replay-0376,v24-scene-d21,1,1,1,1,1,False,1,1,0.959259
377,21,v24-replay-0377,v24-scene-d21,1,0,True,True,True,True,1,1,0.972222
378,22,v24-replay-0378,v24-scene-d22,1,1,1,True,True,False,1,1,0.972222
379,22,v24-replay-0379,v24-scene-d22,1,1,1,1,True,1,1,1,0.844444
380,22,v24-replay-0380,v24-scene-d22,1,1,1,True,True,False,1,1,1.0
381,22,v24-replay-0381,v24-scene-d22,1,0,True,True,True,True,1,1,0.953704
382,22,v24-replay-0382,v24-scene-d22,1,1,1,True,True,False,1,1,0.972222
383,22,v24-replay-0383,v24-scene-d22,1,1,1,True,True,1,1,1,0.972222
384,22,v24-replay-0384,v24-scene-d22,1,1,1,True,True,False,1,1,0.972222
385,22,v24-replay-0385,v24-scene-d22,1,1,1,True,True,False,1,1,0.972222
386,22,v24-replay-0386,v24-scene-d22,1,1,1,1,True,False,1,1,0.937037
387,22,v24-replay-0387,v24-scene-d22,1,1,1,True,True,False,1,1,1.0
388,22,v24-replay-0388,v24-scene-d22,1,1,1,True,True,False,1,1,0.953704
389,22,v24-replay-0389,v24-scene-d22,1,0,True,True,True,True,1,1,0.953704
390,22,v24-replay-0390,v24-scene-d22,1,1,1,1,False,False,1,1,0.872222
391,22,v24-replay-0391,v24-scene-d22,1,1,1,True,True,False,1,1,0.953704
392,22,v24-replay-0392,v24-scene-d22,1,1,1,True,True,False,1,1,0.972222
393,22,v24-replay-0393,v24-scene-d22,1,0,True,True,True,True,1,1,0.972222
394,22,v24-replay-0394,v24-scene-d22,1,1,1,1,1,1,1,1,1.0
395,22,v24-replay-0395,v24-scene-d22,1,1,1,True,True,False,1,1,0.972222
396,23,v24-replay-0396,v24-scene-d23,1,1,1,True,True,False,1,1,0.953704
397,23,v24-replay-0397,v24-scene-d23,1,0,True,True,True,True,1,1,0.972222
398,23,v24-replay-0398,v24-scene-d23,1,1,1,1,True,False,1,1,0.959259
399,23,v24-replay-0399,v24-scene-d23,1,1,1,True,True,False,1,1,1.0
400,23,v24-replay-0400,v24-scene-d23,1,1,1,True,True,False,1,1,0.972222
401,23,v24-replay-0401,v24-scene-d23,1,1,1,1,1,1,1,1,1.0
402,23,v24-replay-0402,v24-scene-d23,1,1,True,True,True,1,1,1,0.972222
403,23,v24-replay-0403,v24-scene-d23,1,1,1,True,True,False,1,1,0.972222
404,23,v24-replay-0404,v24-scene-d23,1,1,1,True,True,False,1,1,0.972222
405,23,v24-replay-0405,v24-scene-d23,1,1,1,1,1,1,1,1,1.0
406,23,v24-replay-0406,v24-scene-d23,1,1,1,True,True,False,1,1,0.953704
407,23,v24-replay-0407,v24-scene-d23,1,1,1,True,True,False,1,1,0.972222
408,23,v24-replay-0408,v24-scene-d23,1,1,1,1,1,1,1,1,1.0
409,23,v24-replay-0409,v24-scene-d23,1,0,True,True,True,True,1,1,0.972222
410,23,v24-replay-0410,v24-scene-d23,1,1,1,1,1,False,1,1,0.977778
411,23,v24-replay-0411,v24-scene-d23,1,1,1,True,True,False,1,1,0.953704
412,23,v24-replay-0412,v24-scene-d23,1,1,1,1,1,1,1,1,0.933333
413,23,v24-replay-0413,v24-scene-d23,1,1,1,True,True,False,1,1,0.972222
414,24,v24-replay-0414,v24-scene-d24,1,1,1,1,1,False,1,1,0.944444
415,24,v24-replay-0415,v24-scene-d24,1,1,1,1,1,False,1,1,0.977778
416,24,v24-replay-0416,v24-scene-d24,1,1,1,1,1,1,1,1,0.844444
417,24,v24-replay-0417,v24-scene-d24,1,1,1,True,True,False,1,1,0.981481
418,24,v24-replay-0418,v24-scene-d24,1,1,1,1,1,False,1,1,0.955556
419,24,v24-replay-0419,v24-scene-d24,1,1,1,1,1,1,1,1,0.95
420,24,v24-replay-0420,v24-scene-d24,1,1,1,True,True,False,1,1,0.972222
421,24,v24-replay-0421,v24-scene-d24,1,1,1,True,True,False,1,1,0.981481
422,24,v24-replay-0422,v24-scene-d24,1,1,1,True,True,False,1,1,0.972222
423,24,v24-replay-0423,v24-scene-d24,1,1,1,1,True,False,1,1,0.955556
424,24,v24-replay-0424,v24-scene-d24,1,1,1,True,True,False,1,1,0.972222
425,24,v24-replay-0425,v24-scene-d24,1,0,True,True,True,True,1,1,0.972222
426,24,v24-replay-0426,v24-scene-d24,1,1,1,True,True,False,1,1,0.953704
427,24,v24-replay-0427,v24-scene-d24,1,1,1,1,1,False,1,1,0.955556
428,24,v24-replay-0428,v24-scene-d24,1,1,1,True,True,False,1,1,0.972222
429,24,v24-replay-0429,v24-scene-d24,1,1,1,True,True,False,1,1,0.972222
430,24,v24-replay-0430,v24-scene-d24,1,1,1,1,1,False,1,1,0.955556
431,24,v24-replay-0431,v24-scene-d24,1,1,1,True,True,False,1,1,0.981481
432,25,v24-replay-0432,v24-scene-d25,1,1,1,1,1,False,1,1,0.977778
433,25,v24-replay-0433,v24-scene-d25,1,0,True,True,True,True,1,1,0.972222
434,25,v24-replay-0434,v24-scene-d25,1,1,1,True,True,1,1,1,0.972222
435,25,v24-replay-0435,v24-scene-d25,1,1,1,True,True,False,1,1,0.972222
436,25,v24-replay-0436,v24-scene-d25,1,1,1,True,True,False,0,1,0.962963
437,25,v24-replay-0437,v24-scene-d25,1,1,1,1,True,False,1,1,1.0
438,25,v24-replay-0438,v24-scene-d25,1,1,1,True,True,False,1,1,0.972222
439,25,v24-replay-0439,v24-scene-d25,1,1,1,True,True,False,1,1,0.972222
440,25,v24-replay-0440,v24-scene-d25,1,1,1,True,True,False,1,1,0.972222
441,25,v24-replay-0441,v24-scene-d25,1,1,1,True,True,1,0,1,0.944444
442,25,v24-replay-0442,v24-scene-d25,1,1,1,True,True,False,1,1,1.0
443,25,v24-replay-0443,v24-scene-d25,1,1,1,True,True,False,1,1,0.944444
444,25,v24-replay-0444,v24-scene-d25,1,1,1,1,True,False,1,1,0.977778
445,25,v24-replay-0445,v24-scene-d25,1,1,1,True,True,False,1,1,0.977778
446,25,v24-replay-0446,v24-scene-d25,1,1,1,True,True,False,1,1,0.953704
447,25,v24-replay-0447,v24-scene-d25,1,1,1,True,True,False,1,1,0.972222
448,25,v24-replay-0448,v24-scene-d25,1,1,1,True,True,False,1,1,0.972222
449,25,v24-replay-0449,v24-scene-d25,1,0,True,True,True,True,1,1,0.972222
450,26,v24-replay-0450,v24-scene-d26,1,1,1,True,True,False,1,1,0.972222
451,26,v24-replay-0451,v24-scene-d26,1,1,1,True,True,False,1,1,0.953704
452,26,v24-replay-0452,v24-scene-d26,1,1,1,True,True,False,1,1,0.95
453,26,v24-replay-0453,v24-scene-d26,1,0,True,True,True,True,1,1,0.972222
454,26,v24-replay-0454,v24-scene-d26,1,1,1,True,True,False,1,1,0.972222
455,26,v24-replay-0455,v24-scene-d26,1,1,1,True,True,False,1,1,0.972222
456,26,v24-replay-0456,v24-scene-d26,1,1,1,1,True,1,1,1,0.937037
457,26,v24-replay-0457,v24-scene-d26,1,0,True,True,True,True,1,1,0.972222
458,26,v24-replay-0458,v24-scene-d26,1,1,1,True,True,False,1,1,0.953704
459,26,v24-replay-0459,v24-scene-d26,1,1,1,True,True,False,1,1,0.972222
460,26,v24-replay-0460,v24-scene-d26,1,1,True,1,True,1,1,1,1.0
461,26,v24-replay-0461,v24-scene-d26,1,1,1,1,1,False,1,1,0.977778
462,26,v24-replay-0462,v24-scene-d26,1,1,True,1,1,False,1,1,1.0
463,26,v24-replay-0463,v24-scene-d26,1,1,1,True,True,1,1,1,0.972222
464,26,v24-replay-0464,v24-scene-d26,1,1,1,True,True,False,1,1,0.972222
465,26,v24-replay-0465,v24-scene-d26,1,1,True,1,True,False,1,1,1.0
466,26,v24-replay-0466,v24-scene-d26,1,1,1,1,True,False,1,1,0.959259
467,26,v24-replay-0467,v24-scene-d26,1,1,True,True,True,1,1,1,1.0
468,27,v24-replay-0468,v24-scene-d27,1,1,1,True,True,False,1,1,1.0
469,27,v24-replay-0469,v24-scene-d27,1,0,True,True,True,True,1,1,0.972222
470,27,v24-replay-0470,v24-scene-d27,1,1,1,True,True,False,1,1,0.972222
471,27,v24-replay-0471,v24-scene-d27,1,1,True,1,False,1,1,1,0.916667
472,27,v24-replay-0472,v24-scene-d27,1,1,1,True,True,False,1,1,0.972222
473,27,v24-replay-0473,v24-scene-d27,1,1,1,True,True,False,1,1,0.972222
474,27,v24-replay-0474,v24-scene-d27,1,1,1,1,1,1,1,1,1.0
475,27,v24-replay-0475,v24-scene-d27,1,1,1,True,True,False,1,1,1.0
476,27,v24-replay-0476,v24-scene-d27,1,1,True,1,True,1,1,1,0.981481
477,27,v24-replay-0477,v24-scene-d27,1,1,True,True,True,1,1,1,1.0
478,27,v24-replay-0478,v24-scene-d27,1,1,1,1,1,1,1,1,1.0
479,27,v24-replay-0479,v24-scene-d27,1,1,1,True,True,False,1,1,0.972222
480,27,v24-replay-0480,v24-scene-d27,1,1,1,True,True,False,1,1,0.972222
481,27,v24-replay-0481,v24-scene-d27,1,1,1,True,True,False,1,1,0.981481
482,27,v24-replay-0482,v24-scene-d27,1,1,1,1,1,1,1,1,0.933333
483,27,v24-replay-0483,v24-scene-d27,1,1,1,1,False,False,1,1,0.875926
484,27,v24-replay-0484,v24-scene-d27,1,1,True,True,True,1,1,1,0.953704
485,27,v24-replay-0485,v24-scene-d27,1,1,1,1,1,1,1,1,1.0
486,28,v24-replay-0486,v24-scene-d28,1,1,1,True,True,False,1,1,0.981481
487,28,v24-replay-0487,v24-scene-d28,1,1,1,True,True,False,1,1,1.0
488,28,v24-replay-0488,v24-scene-d28,1,1,1,True,True,False,1,1,0.972222
489,28,v24-replay-0489,v24-scene-d28,1,0,True,True,True,True,1,1,0.972222
490,28,v24-replay-0490,v24-scene-d28,1,1,True,True,True,1,1,1,1.0
491,28,v24-replay-0491,v24-scene-d28,1,1,1,True,True,False,1,1,0.953704
492,28,v24-replay-0492,v24-scene-d28,1,1,1,True,True,False,1,1,0.972222
493,28,v24-replay-0493,v24-scene-d28,1,0,True,True,True,True,1,1,0.972222
494,28,v24-replay-0494,v24-scene-d28,1,1,1,True,True,False,1,1,0.953704
495,28,v24-replay-0495,v24-scene-d28,1,1,1,1,True,False,1,1,0.977778
496,28,v24-replay-0496,v24-scene-d28,1,1,1,1,1,1,1,1,1.0
497,28,v24-replay-0497,v24-scene-d28,1,0,True,True,True,True,1,1,0.972222
498,28,v24-replay-0498,v24-scene-d28,1,1,1,True,True,False,1,1,1.0
499,28,v24-replay-0499,v24-scene-d28,1,1,1,True,True,False,1,1,0.953704
500,28,v24-replay-0500,v24-scene-d28,1,1,1,1,1,False,1,1,0.955556
501,28,v24-replay-0501,v24-scene-d28,1,0,True,True,True,True,1,1,0.953704
502,28,v24-replay-0502,v24-scene-d28,1,1,1,True,True,False,1,1,1.0
503,28,v24-replay-0503,v24-scene-d28,1,1,True,True,True,1,1,1,0.972222
504,29,v24-replay-0504,v24-scene-d29,1,1,1,True,True,1,1,1,1.0
505,29,v24-replay-0505,v24-scene-d29,1,0,True,True,True,True,1,1,0.972222
506,29,v24-replay-0506,v24-scene-d29,1,1,1,True,True,False,1,1,0.953704
507,29,v24-replay-0507,v24-scene-d29,1,1,1,1,1,1,1,1,0.955556
508,29,v24-replay-0508,v24-scene-d29,1,1,1,1,True,False,1,1,1.0
509,29,v24-replay-0509,v24-scene-d29,1,0,True,True,True,True,1,1,0.972222
510,29,v24-replay-0510,v24-scene-d29,1,1,1,True,True,False,1,1,0.972222
511,29,v24-replay-0511,v24-scene-d29,1,1,1,True,True,1,1,1,0.953704
512,29,v24-replay-0512,v24-scene-d29,1,1,1,1,1,False,1,1,0.977778
513,29,v24-replay-0513,v24-scene-d29,1,0,True,True,True,True,1,1,0.972222
514,29,v24-replay-0514,v24-scene-d29,1,1,1,True,True,False,1,1,0.972222
515,29,v24-replay-0515,v24-scene-d29,1,1,1,1,True,False,1,1,0.955556
516,29,v24-replay-0516,v24-scene-d29,1,1,1,True,True,False,1,1,0.953704
517,29,v24-replay-0517,v24-scene-d29,1,0,True,True,True,True,1,1,0.972222
518,29,v24-replay-0518,v24-scene-d29,1,1,1,True,True,False,1,1,0.972222
519,29,v24-replay-0519,v24-scene-d29,1,1,1,True,True,False,1,1,0.972222
520,29,v24-replay-0520,v24-scene-d29,1,1,True,1,1,1,1,1,1.0
521,29,v24-replay-0521,v24-scene-d29,1,1,True,1,True,False,1,1,0.981481
522,30,v24-replay-0522,v24-scene-d30,1,1,1,1,1,False,1,1,0.933333
523,30,v24-replay-0523,v24-scene-d30,1,1,1,True,True,False,1,1,0.972222
524,30,v24-replay-0524,v24-scene-d30,1,1,1,True,True,False,1,1,0.972222
525,30,v24-replay-0525,v24-scene-d30,1,1,1,True,True,False,1,1,1.0
526,30,v24-replay-0526,v24-scene-d30,1,1,1,True,True,False,1,1,0.981481
527,30,v24-replay-0527,v24-scene-d30,1,1,1,True,True,False,1,1,0.953704
528,30,v24-replay-0528,v24-scene-d30,1,1,True,1,1,1,1,1,1.0
529,30,v24-replay-0529,v24-scene-d30,1,1,True,1,1,False,1,1,0.977778
530,30,v24-replay-0530,v24-scene-d30,1,1,True,True,True,1,1,1,0.953704
531,30,v24-replay-0531,v24-scene-d30,1,1,1,True,True,False,1,1,0.953704
532,30,v24-replay-0532,v24-scene-d30,1,1,1,True,True,False,1,1,0.972222
533,30,v24-replay-0533,v24-scene-d30,1,0,True,True,True,True,1,1,0.972222
534,30,v24-replay-0534,v24-scene-d30,1,1,1,1,1,False,1,1,0.95
535,30,v24-replay-0535,v24-scene-d30,1,1,True,True,True,1,1,1,1.0
536,30,v24-replay-0536,v24-scene-d30,1,1,1,True,True,False,1,1,0.953704
537,30,v24-replay-0537,v24-scene-d30,1,1,1,1,1,False,1,1,0.955556
538,30,v24-replay-0538,v24-scene-d30,1,1,1,True,True,False,1,1,0.972222
539,30,v24-replay-0539,v24-scene-d30,1,1,True,1,1,False,1,1,1.0
