epoch_index,lineage,technology_name,technology_stage,inherited_reliability,maintenance_burden,welfare_usefulness,misuse_risk,teaching_path,rollback_ritual
32,Ledgerline,Ledgerline seed ledgers,infrastructure,0.813311,0.404826,0.62218,0.080858,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
32,Orchardline,Orchardline water terraces,infrastructure,0.791111,0.444826,0.73374,0.094688,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
32,Rainline,Rainline weather bells,infrastructure,0.807411,0.484826,0.733,0.096228,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
33,Hearthline,Hearthline hearth ceramics,infrastructure,0.826148,0.276509,0.757579,0.062326,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
33,Routeline,Routeline stone bridge joints,infrastructure,0.822698,0.316509,0.632889,0.065946,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
33,Marketline,Marketline measure weights,infrastructure,0.814498,0.356509,0.627249,0.078216,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
33,Ledgerline,Ledgerline seed ledgers,infrastructure,0.834498,0.396509,0.627249,0.079366,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
33,Orchardline,Orchardline water terraces,infrastructure,0.812298,0.436509,0.738809,0.093196,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
33,Rainline,Rainline weather bells,infrastructure,0.828598,0.476509,0.738069,0.094736,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
34,Hearthline,Hearthline hearth ceramics,infrastructure,0.830974,0.276109,0.758584,0.062291,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
34,Routeline,Routeline stone bridge joints,infrastructure,0.827524,0.316109,0.633894,0.065911,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
34,Marketline,Marketline measure weights,infrastructure,0.819324,0.356109,0.628254,0.078181,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
34,Ledgerline,Ledgerline seed ledgers,infrastructure,0.839324,0.396109,0.628254,0.079331,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
34,Orchardline,Orchardline water terraces,infrastructure,0.817124,0.436109,0.739814,0.093161,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
34,Rainline,Rainline weather bells,infrastructure,0.833424,0.476109,0.739074,0.094701,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
35,Hearthline,Hearthline hearth ceramics,infrastructure,0.83712,0.276281,0.759796,0.062362,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
35,Routeline,Routeline stone bridge joints,infrastructure,0.83367,0.316281,0.635106,0.065982,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
35,Marketline,Marketline measure weights,infrastructure,0.82547,0.35628,0.629466,0.078252,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
35,Ledgerline,Ledgerline seed ledgers,infrastructure,0.84547,0.396281,0.629466,0.079402,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
35,Orchardline,Orchardline water terraces,infrastructure,0.82327,0.436281,0.741026,0.093232,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
35,Rainline,Rainline weather bells,infrastructure,0.83957,0.47628,0.740286,0.094772,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
36,Hearthline,Hearthline hearth ceramics,infrastructure,0.822099,0.284275,0.755992,0.063873,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
36,Routeline,Routeline stone bridge joints,infrastructure,0.818649,0.324275,0.631302,0.067493,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
36,Marketline,Marketline measure weights,infrastructure,0.810449,0.364275,0.625662,0.079763,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
36,Ledgerline,Ledgerline seed ledgers,infrastructure,0.830449,0.404275,0.625662,0.080913,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
36,Orchardline,Orchardline water terraces,infrastructure,0.808249,0.444275,0.737222,0.094743,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
36,Rainline,Rainline weather bells,infrastructure,0.824549,0.484275,0.736482,0.096283,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
37,Hearthline,Hearthline hearth ceramics,infrastructure,0.841445,0.276849,0.760604,0.062544,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
37,Routeline,Routeline stone bridge joints,infrastructure,0.837995,0.316849,0.635914,0.066164,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
37,Marketline,Marketline measure weights,infrastructure,0.829795,0.356849,0.630274,0.078434,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
37,Ledgerline,Ledgerline seed ledgers,infrastructure,0.849795,0.396849,0.630274,0.079584,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
37,Orchardline,Orchardline water terraces,infrastructure,0.827595,0.436849,0.741834,0.093414,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
37,Rainline,Rainline weather bells,infrastructure,0.843895,0.476849,0.741094,0.094954,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
38,Hearthline,Hearthline hearth ceramics,infrastructure,0.827315,0.285622,0.756901,0.064199,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
38,Routeline,Routeline stone bridge joints,infrastructure,0.823865,0.325622,0.632211,0.067819,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
38,Marketline,Marketline measure weights,infrastructure,0.815665,0.365622,0.626571,0.080089,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
38,Ledgerline,Ledgerline seed ledgers,infrastructure,0.835665,0.405622,0.626571,0.081239,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
38,Orchardline,Orchardline water terraces,infrastructure,0.813465,0.445622,0.738131,0.095069,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
38,Rainline,Rainline weather bells,infrastructure,0.829765,0.485622,0.737391,0.096609,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
39,Hearthline,Hearthline hearth ceramics,instrument,0.84664,0.168206,0.772507,0.123072,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
39,Routeline,Routeline stone bridge joints,instrument,0.84319,0.208206,0.647817,0.126692,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
39,Marketline,Marketline measure weights,instrument,0.83499,0.248206,0.642177,0.138962,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
39,Ledgerline,Ledgerline seed ledgers,instrument,0.85499,0.288206,0.642177,0.140112,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
39,Orchardline,Orchardline water terraces,instrument,0.83279,0.328206,0.753737,0.153942,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
39,Rainline,Rainline weather bells,instrument,0.84909,0.368206,0.752997,0.155482,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
40,Hearthline,Hearthline hearth ceramics,instrument,0.851314,0.16788,0.773475,0.123051,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
40,Routeline,Routeline stone bridge joints,instrument,0.847864,0.20788,0.648785,0.126671,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
40,Marketline,Marketline measure weights,instrument,0.839664,0.24788,0.643145,0.138941,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
40,Ledgerline,Ledgerline seed ledgers,instrument,0.859664,0.28788,0.643145,0.140091,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
40,Orchardline,Orchardline water terraces,instrument,0.837464,0.32788,0.754705,0.153921,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
40,Rainline,Rainline weather bells,instrument,0.853764,0.36788,0.753965,0.155461,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
41,Hearthline,Hearthline hearth ceramics,instrument,0.855502,0.168999,0.7742,0.123296,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
41,Routeline,Routeline stone bridge joints,instrument,0.852052,0.208999,0.64951,0.126916,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
41,Marketline,Marketline measure weights,instrument,0.843852,0.248999,0.64387,0.139186,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
41,Ledgerline,Ledgerline seed ledgers,instrument,0.863852,0.288999,0.64387,0.140336,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
41,Orchardline,Orchardline water terraces,instrument,0.841652,0.328999,0.75543,0.154166,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
41,Rainline,Rainline weather bells,instrument,0.857952,0.368999,0.75469,0.155706,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
42,Hearthline,Hearthline hearth ceramics,instrument,0.838075,0.178157,0.769799,0.125022,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
42,Routeline,Routeline stone bridge joints,instrument,0.834625,0.218157,0.645109,0.128642,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
42,Marketline,Marketline measure weights,instrument,0.826425,0.258157,0.639469,0.140912,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
42,Ledgerline,Ledgerline seed ledgers,instrument,0.846425,0.298157,0.639469,0.142062,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
42,Orchardline,Orchardline water terraces,instrument,0.824225,0.338157,0.751029,0.155892,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
42,Rainline,Rainline weather bells,instrument,0.840525,0.378157,0.750289,0.157432,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
43,Hearthline,Hearthline hearth ceramics,instrument,0.857958,0.170472,0.774544,0.123646,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
43,Routeline,Routeline stone bridge joints,instrument,0.854508,0.210472,0.649854,0.127266,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
43,Marketline,Marketline measure weights,instrument,0.846308,0.250472,0.644214,0.139536,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
43,Ledgerline,Ledgerline seed ledgers,instrument,0.866308,0.290472,0.644214,0.140686,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
43,Orchardline,Orchardline water terraces,instrument,0.844108,0.330472,0.755774,0.154516,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
43,Rainline,Rainline weather bells,instrument,0.860408,0.370472,0.755034,0.156056,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
44,Hearthline,Hearthline hearth ceramics,instrument,0.843275,0.179512,0.770704,0.125349,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
44,Routeline,Routeline stone bridge joints,instrument,0.839825,0.219512,0.646014,0.128969,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
44,Marketline,Marketline measure weights,instrument,0.831625,0.259512,0.640374,0.141239,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
44,Ledgerline,Ledgerline seed ledgers,instrument,0.851625,0.299512,0.640374,0.142389,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
44,Orchardline,Orchardline water terraces,instrument,0.829425,0.339512,0.751934,0.156219,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
44,Rainline,Rainline weather bells,instrument,0.845725,0.379512,0.751194,0.157759,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
45,Hearthline,Hearthline hearth ceramics,instrument,0.863929,0.171454,0.77564,0.123904,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
45,Routeline,Routeline stone bridge joints,instrument,0.860479,0.211454,0.65095,0.127524,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
45,Marketline,Marketline measure weights,instrument,0.852279,0.251454,0.64531,0.139794,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
45,Ledgerline,Ledgerline seed ledgers,instrument,0.872279,0.291454,0.64531,0.140944,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
45,Orchardline,Orchardline water terraces,instrument,0.850079,0.331454,0.75687,0.154774,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
45,Rainline,Rainline weather bells,instrument,0.866379,0.371454,0.75613,0.156314,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
46,Hearthline,Hearthline hearth ceramics,instrument,0.867226,0.171794,0.776266,0.124006,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
46,Routeline,Routeline stone bridge joints,instrument,0.863776,0.211794,0.651576,0.127626,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
46,Marketline,Marketline measure weights,instrument,0.855576,0.251794,0.645936,0.139896,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
46,Ledgerline,Ledgerline seed ledgers,instrument,0.875576,0.291794,0.645936,0.141046,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
46,Orchardline,Orchardline water terraces,instrument,0.853376,0.331794,0.757496,0.154876,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
46,Rainline,Rainline weather bells,instrument,0.869676,0.371794,0.756756,0.156416,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
47,Hearthline,Hearthline hearth ceramics,instrument,0.871648,0.1728,0.77705,0.12423,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
47,Routeline,Routeline stone bridge joints,instrument,0.868198,0.2128,0.65236,0.12785,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
47,Marketline,Marketline measure weights,instrument,0.859998,0.2528,0.64672,0.14012,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
47,Ledgerline,Ledgerline seed ledgers,instrument,0.879998,0.2928,0.64672,0.14127,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
47,Orchardline,Orchardline water terraces,instrument,0.857798,0.3328,0.75828,0.1551,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
47,Rainline,Rainline weather bells,instrument,0.874098,0.3728,0.75754,0.15664,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
48,Hearthline,Hearthline hearth ceramics,instrument,0.855744,0.181221,0.773027,0.12582,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
48,Routeline,Routeline stone bridge joints,instrument,0.852294,0.221221,0.648337,0.12944,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
48,Marketline,Marketline measure weights,instrument,0.844094,0.261221,0.642697,0.14171,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
48,Ledgerline,Ledgerline seed ledgers,instrument,0.864094,0.301221,0.642697,0.14286,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
48,Orchardline,Orchardline water terraces,instrument,0.841894,0.341221,0.754257,0.15669,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
48,Rainline,Rainline weather bells,instrument,0.858194,0.381221,0.753517,0.15823,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
49,Hearthline,Hearthline hearth ceramics,instrument,0.873945,0.174349,0.777354,0.124594,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
49,Routeline,Routeline stone bridge joints,instrument,0.870495,0.214349,0.652664,0.128214,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
49,Marketline,Marketline measure weights,instrument,0.862295,0.254349,0.647024,0.140484,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
49,Ledgerline,Ledgerline seed ledgers,instrument,0.882295,0.294349,0.647024,0.141634,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
49,Orchardline,Orchardline water terraces,instrument,0.860095,0.334349,0.758584,0.155464,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
49,Rainline,Rainline weather bells,instrument,0.876395,0.374349,0.757844,0.157004,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
50,Hearthline,Hearthline hearth ceramics,instrument,0.859653,0.1832,0.773611,0.126263,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
50,Routeline,Routeline stone bridge joints,instrument,0.856203,0.2232,0.648921,0.129883,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
50,Marketline,Marketline measure weights,instrument,0.848003,0.2632,0.643281,0.142153,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
50,Ledgerline,Ledgerline seed ledgers,instrument,0.868003,0.3032,0.643281,0.143303,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
50,Orchardline,Orchardline water terraces,instrument,0.845803,0.3432,0.754841,0.157133,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
50,Rainline,Rainline weather bells,instrument,0.862103,0.3832,0.754101,0.158673,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
51,Hearthline,Hearthline hearth ceramics,instrument,0.880035,0.175273,0.77848,0.124842,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
51,Routeline,Routeline stone bridge joints,instrument,0.876585,0.215273,0.65379,0.128462,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
51,Marketline,Marketline measure weights,instrument,0.868385,0.255273,0.64815,0.140732,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
51,Ledgerline,Ledgerline seed ledgers,instrument,0.888385,0.295273,0.64815,0.141882,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
51,Orchardline,Orchardline water terraces,instrument,0.866185,0.335273,0.75971,0.155712,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
51,Rainline,Rainline weather bells,instrument,0.882485,0.375273,0.75897,0.157252,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
52,Hearthline,Hearthline hearth ceramics,archive,0.88465,0.174976,0.779432,0.044826,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
52,Routeline,Routeline stone bridge joints,archive,0.8812,0.214976,0.654742,0.048446,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
52,Marketline,Marketline measure weights,archive,0.873,0.254976,0.649102,0.060716,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
52,Ledgerline,Ledgerline seed ledgers,archive,0.893,0.294976,0.649102,0.061866,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
52,Orchardline,Orchardline water terraces,archive,0.8708,0.334976,0.760662,0.075696,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
52,Rainline,Rainline weather bells,archive,0.8871,0.374976,0.759922,0.077236,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
53,Hearthline,Hearthline hearth ceramics,archive,0.891335,0.174886,0.780778,0.044848,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
53,Routeline,Routeline stone bridge joints,archive,0.887885,0.214886,0.656088,0.048468,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
53,Marketline,Marketline measure weights,archive,0.879685,0.254886,0.650448,0.060738,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
53,Ledgerline,Ledgerline seed ledgers,archive,0.899685,0.294886,0.650448,0.061888,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
53,Orchardline,Orchardline water terraces,archive,0.877485,0.334886,0.762008,0.075718,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
53,Rainline,Rainline weather bells,archive,0.893785,0.374886,0.761268,0.077258,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
54,Hearthline,Hearthline hearth ceramics,archive,0.874821,0.183603,0.776604,0.046493,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
54,Routeline,Routeline stone bridge joints,archive,0.871371,0.223603,0.651914,0.050113,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
54,Marketline,Marketline measure weights,archive,0.863171,0.263603,0.646274,0.062383,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
54,Ledgerline,Ledgerline seed ledgers,archive,0.883171,0.303603,0.646274,0.063533,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
54,Orchardline,Orchardline water terraces,archive,0.860971,0.343603,0.757834,0.077363,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
54,Rainline,Rainline weather bells,archive,0.877271,0.383603,0.757094,0.078903,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
55,Hearthline,Hearthline hearth ceramics,archive,0.894713,0.175913,0.781351,0.045116,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
55,Routeline,Routeline stone bridge joints,archive,0.891263,0.215913,0.656661,0.048736,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
55,Marketline,Marketline measure weights,archive,0.883063,0.255913,0.651021,0.061006,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
55,Ledgerline,Ledgerline seed ledgers,archive,0.903063,0.295913,0.651021,0.062156,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
55,Orchardline,Orchardline water terraces,archive,0.880863,0.335913,0.762581,0.075986,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
55,Rainline,Rainline weather bells,archive,0.897163,0.375913,0.761841,0.077526,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
56,Hearthline,Hearthline hearth ceramics,archive,0.882837,0.183595,0.778208,0.046569,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
56,Routeline,Routeline stone bridge joints,archive,0.879387,0.223595,0.653518,0.050189,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
56,Marketline,Marketline measure weights,archive,0.871187,0.263595,0.647878,0.062459,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
56,Ledgerline,Ledgerline seed ledgers,archive,0.891187,0.303595,0.647878,0.063609,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
56,Orchardline,Orchardline water terraces,archive,0.868987,0.343595,0.759438,0.077439,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
56,Rainline,Rainline weather bells,archive,0.885287,0.383595,0.758698,0.078979,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
57,Hearthline,Hearthline hearth ceramics,archive,0.904436,0.175079,0.783379,0.04504,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
57,Routeline,Routeline stone bridge joints,archive,0.900986,0.215079,0.658689,0.04866,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
57,Marketline,Marketline measure weights,archive,0.892786,0.255079,0.653049,0.06093,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
57,Ledgerline,Ledgerline seed ledgers,archive,0.912786,0.295079,0.653049,0.06208,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
57,Orchardline,Orchardline water terraces,archive,0.890586,0.335079,0.764609,0.07591,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
57,Rainline,Rainline weather bells,archive,0.906886,0.375079,0.763869,0.07745,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
58,Hearthline,Hearthline hearth ceramics,archive,0.909152,0.174733,0.784357,0.045015,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
58,Routeline,Routeline stone bridge joints,archive,0.905702,0.214733,0.659667,0.048635,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
58,Marketline,Marketline measure weights,archive,0.897502,0.254733,0.654027,0.060905,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
58,Ledgerline,Ledgerline seed ledgers,archive,0.917502,0.294733,0.654027,0.062055,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
58,Orchardline,Orchardline water terraces,archive,0.895302,0.334733,0.765587,0.075885,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
58,Rainline,Rainline weather bells,archive,0.911602,0.374733,0.764847,0.077425,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
59,Hearthline,Hearthline hearth ceramics,archive,0.916575,0.174286,0.785886,0.044972,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
59,Routeline,Routeline stone bridge joints,archive,0.913125,0.214286,0.661196,0.048592,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
59,Marketline,Marketline measure weights,archive,0.904925,0.254286,0.655556,0.060862,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
59,Ledgerline,Ledgerline seed ledgers,archive,0.924925,0.294286,0.655556,0.062012,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
59,Orchardline,Orchardline water terraces,archive,0.902725,0.334286,0.767116,0.075842,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
59,Rainline,Rainline weather bells,archive,0.919025,0.374286,0.766376,0.077382,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
60,Hearthline,Hearthline hearth ceramics,archive,0.899854,0.183103,0.781661,0.046635,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
60,Routeline,Routeline stone bridge joints,archive,0.896404,0.223103,0.656971,0.050255,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
60,Marketline,Marketline measure weights,archive,0.888204,0.263103,0.651331,0.062525,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
60,Ledgerline,Ledgerline seed ledgers,archive,0.908204,0.303103,0.651331,0.063675,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
60,Orchardline,Orchardline water terraces,archive,0.886004,0.343103,0.762891,0.077505,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
60,Rainline,Rainline weather bells,archive,0.902304,0.383103,0.762151,0.079045,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
61,Hearthline,Hearthline hearth ceramics,archive,0.922825,0.173924,0.787173,0.044983,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
61,Routeline,Routeline stone bridge joints,archive,0.919375,0.213924,0.662483,0.048603,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
61,Marketline,Marketline measure weights,archive,0.911175,0.253924,0.656843,0.060873,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
61,Ledgerline,Ledgerline seed ledgers,archive,0.931175,0.293924,0.656843,0.062023,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
61,Orchardline,Orchardline water terraces,archive,0.908975,0.333924,0.768403,0.075853,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
61,Rainline,Rainline weather bells,archive,0.925275,0.373924,0.767663,0.077393,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
62,Hearthline,Hearthline hearth ceramics,archive,0.911711,0.181237,0.784219,0.046369,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
62,Routeline,Routeline stone bridge joints,archive,0.908261,0.221237,0.659529,0.049989,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
62,Marketline,Marketline measure weights,archive,0.900061,0.261237,0.653889,0.062259,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
62,Ledgerline,Ledgerline seed ledgers,archive,0.920061,0.301237,0.653889,0.063409,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
62,Orchardline,Orchardline water terraces,archive,0.897861,0.341237,0.765449,0.077239,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
62,Rainline,Rainline weather bells,archive,0.914161,0.381237,0.764709,0.078779,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
63,Hearthline,Hearthline hearth ceramics,archive,0.932849,0.172944,0.789275,0.044881,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
63,Routeline,Routeline stone bridge joints,archive,0.929399,0.212944,0.664585,0.048501,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
63,Marketline,Marketline measure weights,archive,0.921199,0.252944,0.658945,0.060771,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
63,Ledgerline,Ledgerline seed ledgers,archive,0.941199,0.292944,0.658945,0.061921,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
63,Orchardline,Orchardline water terraces,archive,0.918999,0.332944,0.770505,0.075751,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
63,Rainline,Rainline weather bells,archive,0.935299,0.372944,0.769765,0.077291,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
