tick_id,day,settlement_id,reload_index,arrival_count,greeting_count,translation_count,custom_count,choice_count,integrity_count,checksum,restored_arrival_visible,restored_greeting_visible,restored_translation_visible,restored_custom_visible,restored_choice_visible,restored_history_visible
2385,133,moss_ward,57,477,477,477,477,477,80,1431ca521359cfc0,True,True,True,True,True,True
2394,134,moss_ward,58,479,479,479,479,479,81,55a9dcea79a81cf0,True,True,True,True,True,True
2403,134,orchid_engine,57,481,481,481,481,481,108,8dadd351ad86384a,True,True,True,True,True,True
2412,135,orchid_engine,58,483,483,483,483,483,108,ff411a00b09bda2a,True,True,True,True,True,True
2421,135,lichen_bridge,57,485,485,485,485,485,108,20402cd19860d15b,True,True,True,True,True,True
2430,136,lichen_bridge,58,487,487,487,487,487,109,6df629fde7dfb592,True,True,True,True,True,True
2439,136,cinder_garden,57,488,488,488,488,488,81,b3b32b8ed4f1ca3d,True,True,True,True,True,True
2448,137,cinder_garden,58,490,490,490,490,490,81,8dc5240116bc50ee,True,True,True,True,True,True
2457,137,glass_harbor,58,491,491,491,491,491,108,fa5cd7d534ec63de,True,True,True,True,True,True
2466,138,glass_harbor,59,493,493,493,493,493,108,cd80eea011fef808,True,True,True,True,True,True
2475,138,moss_ward,59,495,495,495,495,495,83,9f8ce5b85adf85d2,True,True,True,True,True,True
2484,139,moss_ward,60,497,497,497,497,497,84,c8c49b3ed452db76,True,True,True,True,True,True
2493,139,orchid_engine,59,499,499,499,499,499,112,4757093b5b761243,True,True,True,True,True,True
2502,140,orchid_engine,60,501,501,501,501,501,112,3512cf3c420cb3ac,True,True,True,True,True,True
2511,140,lichen_bridge,59,503,503,503,503,503,112,21ba0428a1293a1b,True,True,True,True,True,True
2520,141,lichen_bridge,60,505,505,505,505,505,113,763fda8a38334dea,True,True,True,True,True,True
2529,141,cinder_garden,59,506,506,506,506,506,84,d14b4969ff23129b,True,True,True,True,True,True
2538,142,cinder_garden,60,508,508,508,508,508,84,bf018a1f0eff9b68,True,True,True,True,True,True
2547,142,glass_harbor,60,509,509,509,509,509,112,73d0dd1e9c24f038,True,True,True,True,True,True
2556,143,glass_harbor,61,511,511,511,511,511,112,8c7ef6020ef994fd,True,True,True,True,True,True
2565,143,moss_ward,61,513,513,513,513,513,86,d4a0cdb36eea5187,True,True,True,True,True,True
2574,144,moss_ward,62,515,515,515,515,515,87,989cc8b15b036beb,True,True,True,True,True,True
2575,144,glass_harbor,62,515,515,515,515,515,113,ed5fad4d03d2abc9,True,True,True,True,True,True
2576,144,cinder_garden,61,516,516,516,516,516,84,ccfbc3e4cbb87a27,True,True,True,True,True,True
2577,144,lichen_bridge,61,517,517,517,517,517,116,0a8edb38074e6838,True,True,True,True,True,True
2578,144,orchid_engine,61,516,516,516,516,516,116,4e8f5ad2e6d5b5ef,True,True,True,True,True,True
2579,144,moss_ward,63,516,516,516,516,516,87,dbc9cab1b28fb7cc,True,True,True,True,True,True
2580,144,glass_harbor,63,516,516,516,516,516,114,35d7ead9831efe1d,True,True,True,True,True,True
2581,144,cinder_garden,62,517,517,517,517,517,84,611d47946c44cc49,True,True,True,True,True,True
2582,144,lichen_bridge,62,518,518,518,518,518,116,7ea3e10f372b8bf6,True,True,True,True,True,True
2583,144,orchid_engine,62,517,517,517,517,517,116,3be753df59c5f5e5,True,True,True,True,True,True
2584,144,moss_ward,64,517,517,517,517,517,87,e65b4f9c1009b71f,True,True,True,True,True,True
2585,144,glass_harbor,64,517,517,517,517,517,115,8e850dc8cdc09a5d,True,True,True,True,True,True
2586,144,cinder_garden,63,518,518,518,518,518,84,1e5b26459bd8fc55,True,True,True,True,True,True
2587,144,lichen_bridge,63,519,519,519,519,519,116,e696c140db557de3,True,True,True,True,True,True
2588,144,orchid_engine,63,518,518,518,518,518,116,c2ebc64c52968360,True,True,True,True,True,True
2589,144,moss_ward,65,518,518,518,518,518,87,04127015951f102d,True,True,True,True,True,True
2590,144,glass_harbor,65,518,518,518,518,518,116,73fce8383bfc7115,True,True,True,True,True,True
2591,144,cinder_garden,64,519,519,519,519,519,84,57ec2a4f924628cc,True,True,True,True,True,True
