tick_id,day,settlement_id,reload_probe,saved_room,saved_chain_progress,saved_routine_integrity,saved_body_state,saved_dialect_memory_count,restore_integrity,replay_exportable
816,69,archive,True,memory desk,1.0,0.62,"{""comfort"": 0.84376, ""energy"": 0.135, ""pain"": 0.024, ""temperature"": 0.944, ""wetness"": 0.0}",32,True,True
820,69,riverbend,True,dry ridge,1.0,0.6,"{""comfort"": 0.8341, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.105}",32,True,True
827,69,roofward,True,glass stair,1.0,0.62,"{""comfort"": 0.83746, ""energy"": 0.08, ""pain"": 0.034, ""temperature"": 0.924, ""wetness"": 0.0}",32,True,True
828,70,archive,True,memory desk,1.0,0.96,"{""comfort"": 0.85188, ""energy"": 0.102748, ""pain"": 0.0, ""temperature"": 0.942, ""wetness"": 0.0}",32,True,True
839,70,roofward,True,glass stair,1.0,0.96,"{""comfort"": 0.82878, ""energy"": 0.08, ""pain"": 0.058, ""temperature"": 0.922, ""wetness"": 0.0}",32,True,True
840,71,archive,True,stone stacks,1.0,0.62,"{""comfort"": 0.8446, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.89, ""wetness"": 0.0}",32,True,True
851,71,roofward,True,warm lane,1.0,0.62,"{""comfort"": 0.8285, ""energy"": 0.135, ""pain"": 0.058, ""temperature"": 0.92, ""wetness"": 0.0}",32,True,True
852,72,signal,True,mast base,1.0,0.66,"{""comfort"": 0.69683, ""energy"": 0.08, ""pain"": 0.327, ""temperature"": 0.652, ""wetness"": 0.0}",32,True,True
861,72,riverbend,True,dry ridge,1.0,0.53,"{""comfort"": 0.84166, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.063}",32,True,True
863,72,archive,True,ink niche,1.0,0.6,"{""comfort"": 0.83494, ""energy"": 0.08, ""pain"": 0.03, ""temperature"": 0.896, ""wetness"": 0.0}",32,True,True
864,73,signal,True,lantern walk,1.0,0.96,"{""comfort"": 0.70775, ""energy"": 0.08, ""pain"": 0.315, ""temperature"": 0.7, ""wetness"": 0.0}",32,True,True
875,73,archive,True,stone stacks,1.0,0.96,"{""comfort"": 0.83578, ""energy"": 0.08, ""pain"": 0.018, ""temperature"": 0.872, ""wetness"": 0.0}",32,True,True
876,74,signal,True,signal perch,1.0,0.66,"{""comfort"": 0.69599, ""energy"": 0.08, ""pain"": 0.339, ""temperature"": 0.676, ""wetness"": 0.0}",32,True,True
887,74,archive,True,memory desk,1.0,0.6,"{""comfort"": 0.8467, ""energy"": 0.08, ""pain"": 0.006, ""temperature"": 0.92, ""wetness"": 0.0}",32,True,True
888,75,signal,True,lantern walk,1.0,0.96,"{""comfort"": 0.71531, ""energy"": 0.114758, ""pain"": 0.303, ""temperature"": 0.724, ""wetness"": 0.0}",32,True,True
899,75,archive,True,memory desk,1.0,0.96,"{""comfort"": 0.84852, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.918, ""wetness"": 0.0}",32,True,True
900,76,signal,True,mast base,1.0,0.65,"{""comfort"": 0.72378, ""energy"": 0.08, ""pain"": 0.278, ""temperature"": 0.722, ""wetness"": 0.0}",32,True,True
902,76,repair_ring,True,cool corner,1.0,0.4,"{""comfort"": 0.71012, ""energy"": 0.135, ""pain"": 0.024, ""temperature"": 0.064, ""wetness"": 0.058}",32,True,True
911,76,archive,True,ink niche,1.0,0.6,"{""comfort"": 0.84166, ""energy"": 0.11858, ""pain"": 0.03, ""temperature"": 0.944, ""wetness"": 0.0}",32,True,True
912,77,signal,True,mast base,1.0,0.96,"{""comfort"": 0.7151, ""energy"": 0.08, ""pain"": 0.302, ""temperature"": 0.72, ""wetness"": 0.0}",32,True,True
923,77,archive,True,ink niche,1.0,0.96,"{""comfort"": 0.8425, ""energy"": 0.08616, ""pain"": 0.03, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
924,78,signal,True,lens room,1.0,0.65,"{""comfort"": 0.72294, ""energy"": 0.08, ""pain"": 0.29, ""temperature"": 0.746, ""wetness"": 0.0}",32,True,True
935,78,archive,True,memory desk,1.0,0.59,"{""comfort"": 0.8341, ""energy"": 0.08, ""pain"": 0.054, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
936,79,signal,True,signal perch,1.0,0.96,"{""comfort"": 0.73078, ""energy"": 0.08, ""pain"": 0.278, ""temperature"": 0.772, ""wetness"": 0.0}",32,True,True
943,79,orchard,True,market plank,1.0,0.96,"{""comfort"": 0.83882, ""energy"": 0.086916, ""pain"": 0.0, ""temperature"": 0.922, ""wetness"": 0.057}",32,True,True
947,79,archive,True,memory desk,1.0,0.96,"{""comfort"": 0.8383, ""energy"": 0.08, ""pain"": 0.042, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
948,80,orchard,True,satchel shed,1.0,0.96,"{""comfort"": 0.84326, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.946, ""wetness"": 0.051}",32,True,True
959,80,signal,True,mast base,1.0,0.96,"{""comfort"": 0.72448, ""energy"": 0.08, ""pain"": 0.296, ""temperature"": 0.772, ""wetness"": 0.0}",32,True,True
960,81,orchard,True,seed lane,1.0,0.59,"{""comfort"": 0.84908, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.922, ""wetness"": 0.0}",32,True,True
971,81,signal,True,lantern walk,1.0,0.65,"{""comfort"": 0.7242, ""energy"": 0.135, ""pain"": 0.296, ""temperature"": 0.77, ""wetness"": 0.0}",32,True,True
972,82,orchard,True,mud row,1.0,0.95,"{""comfort"": 0.81604, ""energy"": 0.08, ""pain"": 0.06, ""temperature"": 0.926, ""wetness"": 0.07}",32,True,True
983,82,signal,True,lantern walk,1.0,0.96,"{""comfort"": 0.75227, ""energy"": 0.09565, ""pain"": 0.235, ""temperature"": 0.818, ""wetness"": 0.0}",32,True,True
984,83,orchard,True,seed lane,1.0,0.52,"{""comfort"": 0.82296, ""energy"": 0.08, ""pain"": 0.048, ""temperature"": 0.93, ""wetness"": 0.058}",32,True,True
995,83,signal,True,signal perch,1.0,0.64,"{""comfort"": 0.75703, ""energy"": 0.08, ""pain"": 0.223, ""temperature"": 0.822, ""wetness"": 0.0}",32,True,True
996,84,orchard,True,satchel shed,1.0,0.96,"{""comfort"": 0.81214, ""energy"": 0.08, ""pain"": 0.072, ""temperature"": 0.95, ""wetness"": 0.087}",32,True,True
1007,84,signal,True,lantern walk,1.0,0.95,"{""comfort"": 0.76487, ""energy"": 0.08, ""pain"": 0.211, ""temperature"": 0.848, ""wetness"": 0.0}",32,True,True
1008,85,orchard,True,seed lane,1.0,0.52,"{""comfort"": 0.81514, ""energy"": 0.08, ""pain"": 0.06, ""temperature"": 0.926, ""wetness"": 0.075}",32,True,True
1019,85,signal,True,arrival court,1.0,0.64,"{""comfort"": 0.74681, ""energy"": 0.08, ""pain"": 0.235, ""temperature"": 0.824, ""wetness"": 0.035}",32,True,True
1020,86,orchard,True,seed lane,1.0,0.95,"{""comfort"": 0.82588, ""energy"": 0.118664, ""pain"": 0.024, ""temperature"": 0.95, ""wetness"": 0.104}",32,True,True
1025,86,signal,True,mast base,1.0,0.95,"{""comfort"": 0.73375, ""energy"": 0.08, ""pain"": 0.265, ""temperature"": 0.798, ""wetness"": 0.029}",32,True,True
1031,86,signal,True,lantern walk,1.0,0.95,"{""comfort"": 0.74029, ""energy"": 0.08, ""pain"": 0.259, ""temperature"": 0.822, ""wetness"": 0.023}",32,True,True
1032,87,orchard,True,mud row,1.0,0.51,"{""comfort"": 0.81118, ""energy"": 0.086244, ""pain"": 0.03, ""temperature"": 0.95, ""wetness"": 0.174}",32,True,True
1043,87,signal,True,lens room,1.0,0.64,"{""comfort"": 0.75869, ""energy"": 0.115878, ""pain"": 0.223, ""temperature"": 0.848, ""wetness"": 0.011}",32,True,True
1044,88,repair_ring,True,bell alcove,1.0,0.38,"{""comfort"": 0.6989, ""energy"": 0.08, ""pain"": 0.036, ""temperature"": 0.064, ""wetness"": 0.097}",32,True,True
1055,88,orchard,True,satchel shed,1.0,0.5,"{""comfort"": 0.83988, ""energy"": 0.08, ""pain"": 0.012, ""temperature"": 0.948, ""wetness"": 0.048}",32,True,True
1056,89,repair_ring,True,cool corner,1.0,0.96,"{""comfort"": 0.7033, ""energy"": 0.08, ""pain"": 0.024, ""temperature"": 0.05, ""wetness"": 0.085}",32,True,True
1066,89,signal,True,mast base,1.0,0.94,"{""comfort"": 0.78538, ""energy"": 0.116144, ""pain"": 0.162, ""temperature"": 0.872, ""wetness"": 0.0}",32,True,True
1067,89,orchard,True,market plank,1.0,0.96,"{""comfort"": 0.84288, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.924, ""wetness"": 0.036}",32,True,True
1068,90,repair_ring,True,cool corner,1.0,0.38,"{""comfort"": 0.71386, ""energy"": 0.135, ""pain"": 0.0, ""temperature"": 0.05, ""wetness"": 0.073}",32,True,True
1079,90,orchard,True,market plank,1.0,0.5,"{""comfort"": 0.84476, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.922, ""wetness"": 0.024}",32,True,True
1080,91,repair_ring,True,cool corner,1.0,0.96,"{""comfort"": 0.71602, ""energy"": 0.103, ""pain"": 0.0, ""temperature"": 0.05, ""wetness"": 0.061}",32,True,True
1091,91,orchard,True,mud row,1.0,0.96,"{""comfort"": 0.83296, ""energy"": 0.08, ""pain"": 0.03, ""temperature"": 0.95, ""wetness"": 0.053}",32,True,True
1092,92,repair_ring,True,spark lane,1.0,0.38,"{""comfort"": 0.70086, ""energy"": 0.08, ""pain"": 0.03, ""temperature"": 0.054, ""wetness"": 0.09}",32,True,True
1103,92,orchard,True,satchel shed,1.0,0.5,"{""comfort"": 0.82774, ""energy"": 0.135, ""pain"": 0.03, ""temperature"": 0.95, ""wetness"": 0.082}",32,True,True
1104,93,repair_ring,True,bell alcove,1.0,0.96,"{""comfort"": 0.70778, ""energy"": 0.08, ""pain"": 0.018, ""temperature"": 0.058, ""wetness"": 0.078}",32,True,True
1107,93,archive,True,stone stacks,1.0,0.96,"{""comfort"": 0.83822, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.874, ""wetness"": 0.023}",32,True,True
1115,93,orchard,True,satchel shed,1.0,0.96,"{""comfort"": 0.84012, ""energy"": 0.102664, ""pain"": 0.0, ""temperature"": 0.948, ""wetness"": 0.07}",32,True,True
1116,94,repair_ring,True,spark lane,1.0,0.37,"{""comfort"": 0.69472, ""energy"": 0.08, ""pain"": 0.042, ""temperature"": 0.062, ""wetness"": 0.107}",32,True,True
1127,94,orchard,True,market plank,1.0,0.49,"{""comfort"": 0.84864, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.924, ""wetness"": 0.004}",32,True,True
1128,95,repair_ring,True,cool corner,1.0,0.96,"{""comfort"": 0.6994, ""energy"": 0.08, ""pain"": 0.03, ""temperature"": 0.05, ""wetness"": 0.095}",32,True,True
1139,95,orchard,True,market plank,1.0,0.96,"{""comfort"": 0.84908, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.922, ""wetness"": 0.0}",32,True,True
1140,96,riverbend,True,kit alcove,1.0,0.96,"{""comfort"": 0.84778, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.029}",32,True,True
1148,96,archive,True,memory desk,1.0,0.95,"{""comfort"": 0.8488, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.92, ""wetness"": 0.0}",32,True,True
1151,96,repair_ring,True,cool corner,1.0,0.96,"{""comfort"": 0.71202, ""energy"": 0.08, ""pain"": 0.012, ""temperature"": 0.072, ""wetness"": 0.077}",32,True,True
1152,97,riverbend,True,wet crossing,1.0,0.44,"{""comfort"": 0.83518, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.099}",32,True,True
1163,97,repair_ring,True,bell alcove,1.0,0.37,"{""comfort"": 0.71558, ""energy"": 0.119, ""pain"": 0.0, ""temperature"": 0.052, ""wetness"": 0.065}",32,True,True
1164,98,riverbend,True,dry ridge,1.0,0.96,"{""comfort"": 0.82894, ""energy"": 0.08, ""pain"": 0.024, ""temperature"": 0.95, ""wetness"": 0.087}",32,True,True
1175,98,repair_ring,True,cool corner,1.0,0.96,"{""comfort"": 0.71746, ""energy"": 0.087, ""pain"": 0.0, ""temperature"": 0.05, ""wetness"": 0.053}",32,True,True
1176,99,riverbend,True,plank hall,1.0,0.43,"{""comfort"": 0.8227, ""energy"": 0.08, ""pain"": 0.048, ""temperature"": 0.95, ""wetness"": 0.075}",32,True,True
1187,99,repair_ring,True,wire bench,1.0,0.36,"{""comfort"": 0.72728, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.052, ""wetness"": 0.0}",32,True,True
1188,100,riverbend,True,plank hall,1.0,0.96,"{""comfort"": 0.8131, ""energy"": 0.08, ""pain"": 0.072, ""temperature"": 0.926, ""wetness"": 0.063}",32,True,True
1189,100,roofward,True,glass stair,1.0,0.96,"{""comfort"": 0.79027, ""energy"": 0.117082, ""pain"": 0.137, ""temperature"": 0.874, ""wetness"": 0.023}",32,True,True
1199,100,repair_ring,True,wire bench,1.0,0.96,"{""comfort"": 0.72784, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.056, ""wetness"": 0.0}",32,True,True
1200,101,riverbend,True,plank hall,1.0,0.43,"{""comfort"": 0.79762, ""energy"": 0.08, ""pain"": 0.132, ""temperature"": 0.95, ""wetness"": 0.051}",32,True,True
1211,101,repair_ring,True,spark lane,1.0,0.36,"{""comfort"": 0.6948, ""energy"": 0.08, ""pain"": 0.06, ""temperature"": 0.06, ""wetness"": 0.07}",32,True,True
1212,102,riverbend,True,wet crossing,1.0,0.96,"{""comfort"": 0.79762, ""energy"": 0.117656, ""pain"": 0.096, ""temperature"": 0.95, ""wetness"": 0.121}",32,True,True
1223,102,repair_ring,True,spark lane,1.0,0.96,"{""comfort"": 0.68482, ""energy"": 0.08, ""pain"": 0.084, ""temperature"": 0.086, ""wetness"": 0.099}",32,True,True
1224,103,riverbend,True,dry ridge,1.0,0.42,"{""comfort"": 0.82113, ""energy"": 0.084592, ""pain"": 0.035, ""temperature"": 0.95, ""wetness"": 0.109}",32,True,True
1230,103,riverbend,True,kit alcove,1.0,0.42,"{""comfort"": 0.83403, ""energy"": 0.08, ""pain"": 0.029, ""temperature"": 0.95, ""wetness"": 0.049}",32,True,True
1235,103,repair_ring,True,cool corner,1.0,0.36,"{""comfort"": 0.69622, ""energy"": 0.135, ""pain"": 0.048, ""temperature"": 0.062, ""wetness"": 0.087}",32,True,True
1236,104,roofward,True,sun sill,1.0,0.56,"{""comfort"": 0.839, ""energy"": 0.08, ""pain"": 0.04, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
1247,104,riverbend,True,dry ridge,1.0,0.41,"{""comfort"": 0.84705, ""energy"": 0.08, ""pain"": 0.017, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
1248,105,roofward,True,glass stair,1.0,0.95,"{""comfort"": 0.82696, ""energy"": 0.08, ""pain"": 0.064, ""temperature"": 0.924, ""wetness"": 0.0}",32,True,True
1259,105,riverbend,True,arrival court,1.0,0.96,"{""comfort"": 0.83501, ""energy"": 0.08, ""pain"": 0.041, ""temperature"": 0.924, ""wetness"": 0.0}",32,True,True
1260,106,roofward,True,warm lane,1.0,0.56,"{""comfort"": 0.8432, ""energy"": 0.135, ""pain"": 0.028, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
1271,106,riverbend,True,wet crossing,1.0,0.41,"{""comfort"": 0.82087, ""energy"": 0.08, ""pain"": 0.065, ""temperature"": 0.928, ""wetness"": 0.035}",32,True,True
1272,107,roofward,True,warm lane,1.0,0.94,"{""comfort"": 0.853, ""energy"": 0.102692, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
1283,107,riverbend,True,dry ridge,1.0,0.96,"{""comfort"": 0.83031, ""energy"": 0.08, ""pain"": 0.053, ""temperature"": 0.95, ""wetness"": 0.023}",32,True,True
1284,108,roofward,True,ledger loft,1.0,0.56,"{""comfort"": 0.853, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
1295,108,riverbend,True,kit alcove,1.0,0.41,"{""comfort"": 0.84507, ""energy"": 0.135, ""pain"": 0.017, ""temperature"": 0.95, ""wetness"": 0.011}",32,True,True
1296,109,roofward,True,sun sill,1.0,0.94,"{""comfort"": 0.853, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
1307,109,riverbend,True,kit alcove,1.0,0.96,"{""comfort"": 0.853, ""energy"": 0.102846, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
1308,110,roofward,True,ledger loft,1.0,0.55,"{""comfort"": 0.853, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
1312,110,repair_ring,True,cool corner,1.0,0.35,"{""comfort"": 0.67942, ""energy"": 0.135, ""pain"": 0.078, ""temperature"": 0.062, ""wetness"": 0.122}",32,True,True
1319,110,riverbend,True,plank hall,1.0,0.4,"{""comfort"": 0.8425, ""energy"": 0.08, ""pain"": 0.03, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
1320,111,roofward,True,warm lane,1.0,0.96,"{""comfort"": 0.853, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
1331,111,riverbend,True,wet crossing,1.0,0.95,"{""comfort"": 0.8341, ""energy"": 0.08, ""pain"": 0.018, ""temperature"": 0.95, ""wetness"": 0.07}",32,True,True
1332,112,archive,True,ink niche,1.0,0.96,"{""comfort"": 0.83207, ""energy"": 0.084592, ""pain"": 0.059, ""temperature"": 0.948, ""wetness"": 0.0}",32,True,True
1343,112,roofward,True,warm lane,1.0,0.96,"{""comfort"": 0.853, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
