tick_id,day,settlement_id,start_room,target_room,path,path_length,next_room,graph_valid,continuous_progress,saved_path_key
254,22,orchard,mud row,satchel shed,mud row > satchel shed,2,satchel shed,True,True,ssrm.v40.path.orchard
255,22,repair_ring,cool corner,arrival court,cool corner > wire bench > arrival court,3,wire bench,True,True,ssrm.v40.path.repair_ring
256,22,riverbend,plank hall,plank hall,plank hall,1,plank hall,True,True,ssrm.v40.path.riverbend
257,22,roofward,warm lane,warm lane,warm lane,1,warm lane,True,True,ssrm.v40.path.roofward
258,22,archive,memory desk,ink niche,memory desk > ink niche,2,ink niche,True,True,ssrm.v40.path.archive
259,22,signal,lens room,lens room,lens room,1,lens room,True,True,ssrm.v40.path.signal
260,22,orchard,satchel shed,arrival court,satchel shed > market plank > seed lane > arrival court,4,market plank,True,True,ssrm.v40.path.orchard
261,22,repair_ring,wire bench,cool corner,wire bench > cool corner,2,cool corner,True,True,ssrm.v40.path.repair_ring
262,22,riverbend,plank hall,arrival court,plank hall > arrival court,2,arrival court,True,True,ssrm.v40.path.riverbend
263,22,roofward,warm lane,ledger loft,warm lane > ledger loft,2,ledger loft,True,True,ssrm.v40.path.roofward
264,23,archive,ink niche,ink niche,ink niche,1,ink niche,True,True,ssrm.v40.path.archive
265,23,signal,lens room,mast base,lens room > lantern walk > mast base,3,lantern walk,True,True,ssrm.v40.path.signal
266,23,orchard,market plank,arrival court,market plank > seed lane > arrival court,3,seed lane,True,True,ssrm.v40.path.orchard
267,23,repair_ring,cool corner,wire bench,cool corner > wire bench,2,wire bench,True,True,ssrm.v40.path.repair_ring
268,23,riverbend,arrival court,kit alcove,arrival court > plank hall > wet crossing > kit alcove,4,plank hall,True,True,ssrm.v40.path.riverbend
269,23,roofward,ledger loft,ledger loft,ledger loft,1,ledger loft,True,True,ssrm.v40.path.roofward
270,23,archive,ink niche,memory desk,ink niche > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
271,23,signal,lantern walk,arrival court,lantern walk > mast base > arrival court,3,mast base,True,True,ssrm.v40.path.signal
272,23,orchard,seed lane,satchel shed,seed lane > mud row > satchel shed,3,mud row,True,True,ssrm.v40.path.orchard
273,23,repair_ring,wire bench,spark lane,wire bench > spark lane,2,spark lane,True,True,ssrm.v40.path.repair_ring
274,23,riverbend,plank hall,dry ridge,plank hall > dry ridge,2,dry ridge,True,True,ssrm.v40.path.riverbend
275,23,roofward,ledger loft,warm lane,ledger loft > warm lane,2,warm lane,True,True,ssrm.v40.path.roofward
276,24,signal,mast base,mast base,mast base,1,mast base,True,True,ssrm.v40.path.signal
277,24,orchard,mud row,arrival court,mud row > seed lane > arrival court,3,seed lane,True,True,ssrm.v40.path.orchard
278,24,repair_ring,spark lane,wire bench,spark lane > wire bench,2,wire bench,True,True,ssrm.v40.path.repair_ring
279,24,riverbend,dry ridge,kit alcove,dry ridge > kit alcove,2,kit alcove,True,True,ssrm.v40.path.riverbend
280,24,roofward,warm lane,ledger loft,warm lane > ledger loft,2,ledger loft,True,True,ssrm.v40.path.roofward
281,24,archive,memory desk,memory desk,memory desk,1,memory desk,True,True,ssrm.v40.path.archive
282,24,signal,mast base,arrival court,mast base > arrival court,2,arrival court,True,True,ssrm.v40.path.signal
283,24,orchard,seed lane,satchel shed,seed lane > mud row > satchel shed,3,mud row,True,True,ssrm.v40.path.orchard
284,24,repair_ring,wire bench,spark lane,wire bench > spark lane,2,spark lane,True,True,ssrm.v40.path.repair_ring
285,24,riverbend,kit alcove,dry ridge,kit alcove > dry ridge,2,dry ridge,True,True,ssrm.v40.path.riverbend
286,24,roofward,ledger loft,warm lane,ledger loft > warm lane,2,warm lane,True,True,ssrm.v40.path.roofward
287,24,archive,memory desk,arrival court,memory desk > stone stacks > arrival court,3,stone stacks,True,True,ssrm.v40.path.archive
288,25,signal,arrival court,lantern walk,arrival court > mast base > lantern walk,3,mast base,True,True,ssrm.v40.path.signal
289,25,orchard,mud row,seed lane,mud row > seed lane,2,seed lane,True,True,ssrm.v40.path.orchard
290,25,repair_ring,spark lane,wire bench,spark lane > wire bench,2,wire bench,True,True,ssrm.v40.path.repair_ring
291,25,riverbend,dry ridge,kit alcove,dry ridge > kit alcove,2,kit alcove,True,True,ssrm.v40.path.riverbend
292,25,roofward,warm lane,sun sill,warm lane > sun sill,2,sun sill,True,True,ssrm.v40.path.roofward
293,25,archive,stone stacks,stone stacks,stone stacks,1,stone stacks,True,True,ssrm.v40.path.archive
294,25,signal,mast base,mast base,mast base,1,mast base,True,True,ssrm.v40.path.signal
295,25,orchard,seed lane,satchel shed,seed lane > mud row > satchel shed,3,mud row,True,True,ssrm.v40.path.orchard
296,25,repair_ring,wire bench,bell alcove,wire bench > spark lane > bell alcove,3,spark lane,True,True,ssrm.v40.path.repair_ring
297,25,riverbend,kit alcove,kit alcove,kit alcove,1,kit alcove,True,True,ssrm.v40.path.riverbend
298,25,roofward,sun sill,warm lane,sun sill > warm lane,2,warm lane,True,True,ssrm.v40.path.roofward
299,25,archive,stone stacks,stone stacks,stone stacks,1,stone stacks,True,True,ssrm.v40.path.archive
300,26,signal,mast base,mast base,mast base,1,mast base,True,True,ssrm.v40.path.signal
301,26,orchard,mud row,mud row,mud row,1,mud row,True,True,ssrm.v40.path.orchard
302,26,repair_ring,spark lane,bell alcove,spark lane > bell alcove,2,bell alcove,True,True,ssrm.v40.path.repair_ring
303,26,riverbend,kit alcove,kit alcove,kit alcove,1,kit alcove,True,True,ssrm.v40.path.riverbend
304,26,roofward,warm lane,arrival court,warm lane > glass stair > arrival court,3,glass stair,True,True,ssrm.v40.path.roofward
305,26,archive,stone stacks,stone stacks,stone stacks,1,stone stacks,True,True,ssrm.v40.path.archive
306,26,signal,mast base,lantern walk,mast base > lantern walk,2,lantern walk,True,True,ssrm.v40.path.signal
307,26,orchard,mud row,market plank,mud row > seed lane > market plank,3,seed lane,True,True,ssrm.v40.path.orchard
308,26,repair_ring,bell alcove,bell alcove,bell alcove,1,bell alcove,True,True,ssrm.v40.path.repair_ring
309,26,riverbend,kit alcove,kit alcove,kit alcove,1,kit alcove,True,True,ssrm.v40.path.riverbend
310,26,roofward,glass stair,glass stair,glass stair,1,glass stair,True,True,ssrm.v40.path.roofward
311,26,archive,stone stacks,memory desk,stone stacks > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
312,27,signal,lantern walk,lantern walk,lantern walk,1,lantern walk,True,True,ssrm.v40.path.signal
313,27,orchard,seed lane,seed lane,seed lane,1,seed lane,True,True,ssrm.v40.path.orchard
314,27,repair_ring,bell alcove,cool corner,bell alcove > cool corner,2,cool corner,True,True,ssrm.v40.path.repair_ring
315,27,riverbend,kit alcove,arrival court,kit alcove > dry ridge > plank hall > arrival court,4,dry ridge,True,True,ssrm.v40.path.riverbend
316,27,roofward,glass stair,warm lane,glass stair > warm lane,2,warm lane,True,True,ssrm.v40.path.roofward
317,27,archive,memory desk,spool room,memory desk > ink niche > spool room,3,ink niche,True,True,ssrm.v40.path.archive
318,27,signal,lantern walk,lantern walk,lantern walk,1,lantern walk,True,True,ssrm.v40.path.signal
319,27,orchard,seed lane,satchel shed,seed lane > mud row > satchel shed,3,mud row,True,True,ssrm.v40.path.orchard
320,27,repair_ring,cool corner,cool corner,cool corner,1,cool corner,True,True,ssrm.v40.path.repair_ring
321,27,riverbend,dry ridge,kit alcove,dry ridge > kit alcove,2,kit alcove,True,True,ssrm.v40.path.riverbend
322,27,roofward,warm lane,warm lane,warm lane,1,warm lane,True,True,ssrm.v40.path.roofward
323,27,archive,ink niche,memory desk,ink niche > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
324,28,signal,lantern walk,lens room,lantern walk > lens room,2,lens room,True,True,ssrm.v40.path.signal
325,28,orchard,mud row,satchel shed,mud row > satchel shed,2,satchel shed,True,True,ssrm.v40.path.orchard
326,28,repair_ring,cool corner,cool corner,cool corner,1,cool corner,True,True,ssrm.v40.path.repair_ring
327,28,riverbend,kit alcove,plank hall,kit alcove > dry ridge > plank hall,3,dry ridge,True,True,ssrm.v40.path.riverbend
328,28,roofward,warm lane,warm lane,warm lane,1,warm lane,True,True,ssrm.v40.path.roofward
329,28,archive,memory desk,memory desk,memory desk,1,memory desk,True,True,ssrm.v40.path.archive
330,28,signal,lens room,signal perch,lens room > signal perch,2,signal perch,True,True,ssrm.v40.path.signal
331,28,orchard,satchel shed,market plank,satchel shed > market plank,2,market plank,True,True,ssrm.v40.path.orchard
332,28,repair_ring,cool corner,wire bench,cool corner > wire bench,2,wire bench,True,True,ssrm.v40.path.repair_ring
333,28,riverbend,dry ridge,wet crossing,dry ridge > plank hall > wet crossing,3,plank hall,True,True,ssrm.v40.path.riverbend
334,28,roofward,warm lane,arrival court,warm lane > glass stair > arrival court,3,glass stair,True,True,ssrm.v40.path.roofward
335,28,archive,memory desk,memory desk,memory desk,1,memory desk,True,True,ssrm.v40.path.archive
336,29,signal,signal perch,mast base,signal perch > mast base,2,mast base,True,True,ssrm.v40.path.signal
337,29,orchard,market plank,arrival court,market plank > seed lane > arrival court,3,seed lane,True,True,ssrm.v40.path.orchard
338,29,repair_ring,wire bench,cool corner,wire bench > cool corner,2,cool corner,True,True,ssrm.v40.path.repair_ring
339,29,riverbend,plank hall,kit alcove,plank hall > wet crossing > kit alcove,3,wet crossing,True,True,ssrm.v40.path.riverbend
340,29,roofward,glass stair,ledger loft,glass stair > warm lane > ledger loft,3,warm lane,True,True,ssrm.v40.path.roofward
341,29,archive,memory desk,memory desk,memory desk,1,memory desk,True,True,ssrm.v40.path.archive
342,29,signal,mast base,arrival court,mast base > arrival court,2,arrival court,True,True,ssrm.v40.path.signal
343,29,orchard,seed lane,satchel shed,seed lane > mud row > satchel shed,3,mud row,True,True,ssrm.v40.path.orchard
344,29,repair_ring,cool corner,spark lane,cool corner > wire bench > spark lane,3,wire bench,True,True,ssrm.v40.path.repair_ring
345,29,riverbend,wet crossing,dry ridge,wet crossing > plank hall > dry ridge,3,plank hall,True,True,ssrm.v40.path.riverbend
346,29,roofward,warm lane,warm lane,warm lane,1,warm lane,True,True,ssrm.v40.path.roofward
347,29,archive,memory desk,arrival court,memory desk > stone stacks > arrival court,3,stone stacks,True,True,ssrm.v40.path.archive
348,30,signal,arrival court,arrival court,arrival court,1,arrival court,True,True,ssrm.v40.path.signal
349,30,orchard,mud row,satchel shed,mud row > satchel shed,2,satchel shed,True,True,ssrm.v40.path.orchard
350,30,repair_ring,wire bench,spark lane,wire bench > spark lane,2,spark lane,True,True,ssrm.v40.path.repair_ring
351,30,riverbend,plank hall,dry ridge,plank hall > dry ridge,2,dry ridge,True,True,ssrm.v40.path.riverbend
352,30,roofward,warm lane,warm lane,warm lane,1,warm lane,True,True,ssrm.v40.path.roofward
353,30,archive,stone stacks,arrival court,stone stacks > arrival court,2,arrival court,True,True,ssrm.v40.path.archive
354,30,signal,arrival court,lens room,arrival court > mast base > lantern walk > lens room,4,mast base,True,True,ssrm.v40.path.signal
355,30,orchard,satchel shed,mud row,satchel shed > mud row,2,mud row,True,True,ssrm.v40.path.orchard
356,30,repair_ring,spark lane,bell alcove,spark lane > bell alcove,2,bell alcove,True,True,ssrm.v40.path.repair_ring
357,30,riverbend,dry ridge,arrival court,dry ridge > plank hall > arrival court,3,plank hall,True,True,ssrm.v40.path.riverbend
358,30,roofward,warm lane,arrival court,warm lane > glass stair > arrival court,3,glass stair,True,True,ssrm.v40.path.roofward
359,30,archive,arrival court,stone stacks,arrival court > stone stacks,2,stone stacks,True,True,ssrm.v40.path.archive
360,31,signal,mast base,mast base,mast base,1,mast base,True,True,ssrm.v40.path.signal
361,31,orchard,mud row,satchel shed,mud row > satchel shed,2,satchel shed,True,True,ssrm.v40.path.orchard
362,31,repair_ring,bell alcove,bell alcove,bell alcove,1,bell alcove,True,True,ssrm.v40.path.repair_ring
363,31,riverbend,plank hall,kit alcove,plank hall > wet crossing > kit alcove,3,wet crossing,True,True,ssrm.v40.path.riverbend
364,31,roofward,glass stair,warm lane,glass stair > warm lane,2,warm lane,True,True,ssrm.v40.path.roofward
365,31,archive,stone stacks,stone stacks,stone stacks,1,stone stacks,True,True,ssrm.v40.path.archive
366,31,signal,mast base,lantern walk,mast base > lantern walk,2,lantern walk,True,True,ssrm.v40.path.signal
367,31,orchard,satchel shed,market plank,satchel shed > market plank,2,market plank,True,True,ssrm.v40.path.orchard
368,31,repair_ring,bell alcove,bell alcove,bell alcove,1,bell alcove,True,True,ssrm.v40.path.repair_ring
369,31,riverbend,wet crossing,kit alcove,wet crossing > kit alcove,2,kit alcove,True,True,ssrm.v40.path.riverbend
370,31,roofward,warm lane,glass stair,warm lane > glass stair,2,glass stair,True,True,ssrm.v40.path.roofward
371,31,archive,stone stacks,memory desk,stone stacks > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
372,32,orchard,market plank,satchel shed,market plank > satchel shed,2,satchel shed,True,True,ssrm.v40.path.orchard
373,32,repair_ring,bell alcove,bell alcove,bell alcove,1,bell alcove,True,True,ssrm.v40.path.repair_ring
374,32,riverbend,kit alcove,kit alcove,kit alcove,1,kit alcove,True,True,ssrm.v40.path.riverbend
375,32,roofward,glass stair,warm lane,glass stair > warm lane,2,warm lane,True,True,ssrm.v40.path.roofward
376,32,archive,memory desk,stone stacks,memory desk > stone stacks,2,stone stacks,True,True,ssrm.v40.path.archive
377,32,signal,lantern walk,lantern walk,lantern walk,1,lantern walk,True,True,ssrm.v40.path.signal
378,32,orchard,satchel shed,market plank,satchel shed > market plank,2,market plank,True,True,ssrm.v40.path.orchard
379,32,repair_ring,bell alcove,bell alcove,bell alcove,1,bell alcove,True,True,ssrm.v40.path.repair_ring
380,32,riverbend,kit alcove,kit alcove,kit alcove,1,kit alcove,True,True,ssrm.v40.path.riverbend
381,32,roofward,warm lane,glass stair,warm lane > glass stair,2,glass stair,True,True,ssrm.v40.path.roofward
382,32,archive,stone stacks,memory desk,stone stacks > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
383,32,signal,lantern walk,lens room,lantern walk > lens room,2,lens room,True,True,ssrm.v40.path.signal
384,33,orchard,market plank,market plank,market plank,1,market plank,True,True,ssrm.v40.path.orchard
385,33,repair_ring,bell alcove,wire bench,bell alcove > spark lane > wire bench,3,spark lane,True,True,ssrm.v40.path.repair_ring
386,33,riverbend,kit alcove,kit alcove,kit alcove,1,kit alcove,True,True,ssrm.v40.path.riverbend
387,33,roofward,glass stair,glass stair,glass stair,1,glass stair,True,True,ssrm.v40.path.roofward
388,33,archive,memory desk,stone stacks,memory desk > stone stacks,2,stone stacks,True,True,ssrm.v40.path.archive
389,33,signal,lens room,lens room,lens room,1,lens room,True,True,ssrm.v40.path.signal
390,33,orchard,market plank,satchel shed,market plank > satchel shed,2,satchel shed,True,True,ssrm.v40.path.orchard
391,33,repair_ring,spark lane,arrival court,spark lane > wire bench > arrival court,3,wire bench,True,True,ssrm.v40.path.repair_ring
392,33,riverbend,kit alcove,plank hall,kit alcove > dry ridge > plank hall,3,dry ridge,True,True,ssrm.v40.path.riverbend
393,33,roofward,glass stair,warm lane,glass stair > warm lane,2,warm lane,True,True,ssrm.v40.path.roofward
394,33,archive,stone stacks,ink niche,stone stacks > spool room > ink niche,3,spool room,True,True,ssrm.v40.path.archive
395,33,signal,lens room,lantern walk,lens room > lantern walk,2,lantern walk,True,True,ssrm.v40.path.signal
396,34,orchard,satchel shed,satchel shed,satchel shed,1,satchel shed,True,True,ssrm.v40.path.orchard
397,34,repair_ring,wire bench,cool corner,wire bench > cool corner,2,cool corner,True,True,ssrm.v40.path.repair_ring
398,34,riverbend,dry ridge,kit alcove,dry ridge > kit alcove,2,kit alcove,True,True,ssrm.v40.path.riverbend
399,34,roofward,warm lane,warm lane,warm lane,1,warm lane,True,True,ssrm.v40.path.roofward
400,34,archive,spool room,memory desk,spool room > stone stacks > memory desk,3,stone stacks,True,True,ssrm.v40.path.archive
401,34,signal,lantern walk,signal perch,lantern walk > mast base > signal perch,3,mast base,True,True,ssrm.v40.path.signal
402,34,orchard,satchel shed,market plank,satchel shed > market plank,2,market plank,True,True,ssrm.v40.path.orchard
403,34,repair_ring,cool corner,wire bench,cool corner > wire bench,2,wire bench,True,True,ssrm.v40.path.repair_ring
404,34,riverbend,kit alcove,wet crossing,kit alcove > wet crossing,2,wet crossing,True,True,ssrm.v40.path.riverbend
405,34,roofward,warm lane,arrival court,warm lane > glass stair > arrival court,3,glass stair,True,True,ssrm.v40.path.roofward
406,34,archive,stone stacks,memory desk,stone stacks > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
407,34,signal,mast base,lantern walk,mast base > lantern walk,2,lantern walk,True,True,ssrm.v40.path.signal
408,35,orchard,market plank,seed lane,market plank > seed lane,2,seed lane,True,True,ssrm.v40.path.orchard
409,35,repair_ring,wire bench,wire bench,wire bench,1,wire bench,True,True,ssrm.v40.path.repair_ring
410,35,riverbend,wet crossing,wet crossing,wet crossing,1,wet crossing,True,True,ssrm.v40.path.riverbend
411,35,roofward,glass stair,warm lane,glass stair > warm lane,2,warm lane,True,True,ssrm.v40.path.roofward
412,35,archive,memory desk,memory desk,memory desk,1,memory desk,True,True,ssrm.v40.path.archive
413,35,signal,lantern walk,arrival court,lantern walk > mast base > arrival court,3,mast base,True,True,ssrm.v40.path.signal
414,35,orchard,seed lane,seed lane,seed lane,1,seed lane,True,True,ssrm.v40.path.orchard
415,35,repair_ring,wire bench,cool corner,wire bench > cool corner,2,cool corner,True,True,ssrm.v40.path.repair_ring
416,35,riverbend,wet crossing,dry ridge,wet crossing > plank hall > dry ridge,3,plank hall,True,True,ssrm.v40.path.riverbend
417,35,roofward,warm lane,sun sill,warm lane > sun sill,2,sun sill,True,True,ssrm.v40.path.roofward
418,35,archive,memory desk,memory desk,memory desk,1,memory desk,True,True,ssrm.v40.path.archive
419,35,signal,mast base,mast base,mast base,1,mast base,True,True,ssrm.v40.path.signal
420,36,orchard,seed lane,satchel shed,seed lane > mud row > satchel shed,3,mud row,True,True,ssrm.v40.path.orchard
421,36,repair_ring,cool corner,spark lane,cool corner > wire bench > spark lane,3,wire bench,True,True,ssrm.v40.path.repair_ring
422,36,riverbend,plank hall,dry ridge,plank hall > dry ridge,2,dry ridge,True,True,ssrm.v40.path.riverbend
423,36,roofward,sun sill,warm lane,sun sill > warm lane,2,warm lane,True,True,ssrm.v40.path.roofward
424,36,archive,memory desk,arrival court,memory desk > stone stacks > arrival court,3,stone stacks,True,True,ssrm.v40.path.archive
425,36,signal,mast base,lantern walk,mast base > lantern walk,2,lantern walk,True,True,ssrm.v40.path.signal
426,36,orchard,mud row,mud row,mud row,1,mud row,True,True,ssrm.v40.path.orchard
427,36,repair_ring,wire bench,cool corner,wire bench > cool corner,2,cool corner,True,True,ssrm.v40.path.repair_ring
428,36,riverbend,dry ridge,dry ridge,dry ridge,1,dry ridge,True,True,ssrm.v40.path.riverbend
429,36,roofward,warm lane,arrival court,warm lane > glass stair > arrival court,3,glass stair,True,True,ssrm.v40.path.roofward
430,36,archive,stone stacks,memory desk,stone stacks > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
431,36,signal,lantern walk,lantern walk,lantern walk,1,lantern walk,True,True,ssrm.v40.path.signal
432,37,orchard,mud row,mud row,mud row,1,mud row,True,True,ssrm.v40.path.orchard
433,37,repair_ring,cool corner,bell alcove,cool corner > bell alcove,2,bell alcove,True,True,ssrm.v40.path.repair_ring
434,37,riverbend,dry ridge,plank hall,dry ridge > plank hall,2,plank hall,True,True,ssrm.v40.path.riverbend
435,37,roofward,glass stair,arrival court,glass stair > arrival court,2,arrival court,True,True,ssrm.v40.path.roofward
436,37,archive,memory desk,stone stacks,memory desk > stone stacks,2,stone stacks,True,True,ssrm.v40.path.archive
437,37,signal,lantern walk,lantern walk,lantern walk,1,lantern walk,True,True,ssrm.v40.path.signal
438,37,orchard,mud row,satchel shed,mud row > satchel shed,2,satchel shed,True,True,ssrm.v40.path.orchard
439,37,repair_ring,bell alcove,cool corner,bell alcove > cool corner,2,cool corner,True,True,ssrm.v40.path.repair_ring
440,37,riverbend,plank hall,arrival court,plank hall > arrival court,2,arrival court,True,True,ssrm.v40.path.riverbend
441,37,roofward,arrival court,warm lane,arrival court > glass stair > warm lane,3,glass stair,True,True,ssrm.v40.path.roofward
442,37,archive,stone stacks,spool room,stone stacks > spool room,2,spool room,True,True,ssrm.v40.path.archive
443,37,signal,lantern walk,arrival court,lantern walk > mast base > arrival court,3,mast base,True,True,ssrm.v40.path.signal
444,38,orchard,satchel shed,market plank,satchel shed > market plank,2,market plank,True,True,ssrm.v40.path.orchard
445,38,repair_ring,cool corner,wire bench,cool corner > wire bench,2,wire bench,True,True,ssrm.v40.path.repair_ring
446,38,riverbend,arrival court,kit alcove,arrival court > plank hall > wet crossing > kit alcove,4,plank hall,True,True,ssrm.v40.path.riverbend
447,38,roofward,glass stair,glass stair,glass stair,1,glass stair,True,True,ssrm.v40.path.roofward
448,38,archive,spool room,stone stacks,spool room > stone stacks,2,stone stacks,True,True,ssrm.v40.path.archive
449,38,signal,mast base,lens room,mast base > lantern walk > lens room,3,lantern walk,True,True,ssrm.v40.path.signal
450,38,orchard,market plank,satchel shed,market plank > satchel shed,2,satchel shed,True,True,ssrm.v40.path.orchard
451,38,repair_ring,wire bench,arrival court,wire bench > arrival court,2,arrival court,True,True,ssrm.v40.path.repair_ring
452,38,riverbend,plank hall,plank hall,plank hall,1,plank hall,True,True,ssrm.v40.path.riverbend
453,38,roofward,glass stair,warm lane,glass stair > warm lane,2,warm lane,True,True,ssrm.v40.path.roofward
454,38,archive,stone stacks,ink niche,stone stacks > spool room > ink niche,3,spool room,True,True,ssrm.v40.path.archive
455,38,signal,lantern walk,lantern walk,lantern walk,1,lantern walk,True,True,ssrm.v40.path.signal
456,39,orchard,satchel shed,satchel shed,satchel shed,1,satchel shed,True,True,ssrm.v40.path.orchard
457,39,repair_ring,arrival court,arrival court,arrival court,1,arrival court,True,True,ssrm.v40.path.repair_ring
458,39,riverbend,plank hall,plank hall,plank hall,1,plank hall,True,True,ssrm.v40.path.riverbend
459,39,roofward,warm lane,warm lane,warm lane,1,warm lane,True,True,ssrm.v40.path.roofward
460,39,archive,spool room,ink niche,spool room > ink niche,2,ink niche,True,True,ssrm.v40.path.archive
461,39,signal,lantern walk,lantern walk,lantern walk,1,lantern walk,True,True,ssrm.v40.path.signal
462,39,orchard,satchel shed,arrival court,satchel shed > market plank > seed lane > arrival court,4,market plank,True,True,ssrm.v40.path.orchard
463,39,repair_ring,arrival court,bell alcove,arrival court > wire bench > spark lane > bell alcove,4,wire bench,True,True,ssrm.v40.path.repair_ring
464,39,riverbend,plank hall,kit alcove,plank hall > wet crossing > kit alcove,3,wet crossing,True,True,ssrm.v40.path.riverbend
465,39,roofward,warm lane,ledger loft,warm lane > ledger loft,2,ledger loft,True,True,ssrm.v40.path.roofward
466,39,archive,ink niche,memory desk,ink niche > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
467,39,signal,lantern walk,arrival court,lantern walk > mast base > arrival court,3,mast base,True,True,ssrm.v40.path.signal
468,40,repair_ring,wire bench,arrival court,wire bench > arrival court,2,arrival court,True,True,ssrm.v40.path.repair_ring
469,40,riverbend,wet crossing,plank hall,wet crossing > plank hall,2,plank hall,True,True,ssrm.v40.path.riverbend
470,40,roofward,ledger loft,warm lane,ledger loft > warm lane,2,warm lane,True,True,ssrm.v40.path.roofward
471,40,archive,memory desk,ink niche,memory desk > ink niche,2,ink niche,True,True,ssrm.v40.path.archive
472,40,signal,mast base,lantern walk,mast base > lantern walk,2,lantern walk,True,True,ssrm.v40.path.signal
473,40,orchard,market plank,arrival court,market plank > seed lane > arrival court,3,seed lane,True,True,ssrm.v40.path.orchard
474,40,repair_ring,arrival court,bell alcove,arrival court > wire bench > spark lane > bell alcove,4,wire bench,True,True,ssrm.v40.path.repair_ring
475,40,riverbend,plank hall,kit alcove,plank hall > wet crossing > kit alcove,3,wet crossing,True,True,ssrm.v40.path.riverbend
476,40,roofward,warm lane,ledger loft,warm lane > ledger loft,2,ledger loft,True,True,ssrm.v40.path.roofward
477,40,archive,ink niche,memory desk,ink niche > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
478,40,signal,lantern walk,arrival court,lantern walk > mast base > arrival court,3,mast base,True,True,ssrm.v40.path.signal
479,40,orchard,seed lane,seed lane,seed lane,1,seed lane,True,True,ssrm.v40.path.orchard
480,41,repair_ring,wire bench,wire bench,wire bench,1,wire bench,True,True,ssrm.v40.path.repair_ring
481,41,riverbend,wet crossing,wet crossing,wet crossing,1,wet crossing,True,True,ssrm.v40.path.riverbend
482,41,roofward,ledger loft,ledger loft,ledger loft,1,ledger loft,True,True,ssrm.v40.path.roofward
483,41,archive,memory desk,memory desk,memory desk,1,memory desk,True,True,ssrm.v40.path.archive
484,41,signal,mast base,lantern walk,mast base > lantern walk,2,lantern walk,True,True,ssrm.v40.path.signal
485,41,orchard,seed lane,seed lane,seed lane,1,seed lane,True,True,ssrm.v40.path.orchard
486,41,repair_ring,wire bench,cool corner,wire bench > cool corner,2,cool corner,True,True,ssrm.v40.path.repair_ring
487,41,riverbend,wet crossing,kit alcove,wet crossing > kit alcove,2,kit alcove,True,True,ssrm.v40.path.riverbend
488,41,roofward,ledger loft,sun sill,ledger loft > sun sill,2,sun sill,True,True,ssrm.v40.path.roofward
489,41,archive,memory desk,memory desk,memory desk,1,memory desk,True,True,ssrm.v40.path.archive
490,41,signal,lantern walk,mast base,lantern walk > mast base,2,mast base,True,True,ssrm.v40.path.signal
491,41,orchard,seed lane,arrival court,seed lane > arrival court,2,arrival court,True,True,ssrm.v40.path.orchard
492,42,repair_ring,cool corner,cool corner,cool corner,1,cool corner,True,True,ssrm.v40.path.repair_ring
493,42,riverbend,kit alcove,dry ridge,kit alcove > dry ridge,2,dry ridge,True,True,ssrm.v40.path.riverbend
494,42,roofward,sun sill,sun sill,sun sill,1,sun sill,True,True,ssrm.v40.path.roofward
495,42,archive,memory desk,memory desk,memory desk,1,memory desk,True,True,ssrm.v40.path.archive
496,42,signal,mast base,mast base,mast base,1,mast base,True,True,ssrm.v40.path.signal
497,42,orchard,arrival court,satchel shed,arrival court > seed lane > mud row > satchel shed,4,seed lane,True,True,ssrm.v40.path.orchard
498,42,repair_ring,cool corner,bell alcove,cool corner > bell alcove,2,bell alcove,True,True,ssrm.v40.path.repair_ring
499,42,riverbend,dry ridge,kit alcove,dry ridge > kit alcove,2,kit alcove,True,True,ssrm.v40.path.riverbend
500,42,roofward,sun sill,glass stair,sun sill > warm lane > glass stair,3,warm lane,True,True,ssrm.v40.path.roofward
501,42,archive,memory desk,stone stacks,memory desk > stone stacks,2,stone stacks,True,True,ssrm.v40.path.archive
502,42,signal,mast base,lantern walk,mast base > lantern walk,2,lantern walk,True,True,ssrm.v40.path.signal
503,42,orchard,seed lane,market plank,seed lane > market plank,2,market plank,True,True,ssrm.v40.path.orchard
504,43,repair_ring,bell alcove,cool corner,bell alcove > cool corner,2,cool corner,True,True,ssrm.v40.path.repair_ring
505,43,riverbend,kit alcove,plank hall,kit alcove > dry ridge > plank hall,3,dry ridge,True,True,ssrm.v40.path.riverbend
506,43,roofward,warm lane,arrival court,warm lane > glass stair > arrival court,3,glass stair,True,True,ssrm.v40.path.roofward
507,43,archive,stone stacks,memory desk,stone stacks > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
508,43,signal,lantern walk,lantern walk,lantern walk,1,lantern walk,True,True,ssrm.v40.path.signal
509,43,orchard,market plank,satchel shed,market plank > satchel shed,2,satchel shed,True,True,ssrm.v40.path.orchard
510,43,repair_ring,cool corner,cool corner,cool corner,1,cool corner,True,True,ssrm.v40.path.repair_ring
