tick_id,day,route_id,probe_kind,state_before_hash,state_after_hash,restored_route_choice,restored_forecast_revision,restored_recovery,restored_avatar_tasks,persistence_ok
328,21,roofward_archive,none,v30-591462,v30-529843,cool archive lane,9,0.94,9,True
329,21,archive_signal,none,v30-546262,v30-498604,stone kiosk path,10,0.94,6,True
330,21,signal_orchard,none,v30-581894,v30-526436,river lantern loop,11,0.94,7,True
331,21,orchard_riverbend,none,v30-624304,v30-566811,market plank route,12,0.94,7,True
332,21,central_repair_ring,none,v30-609258,v30-551149,outer bell path,11,0.94,7,True
333,21,riverbend_roofward,none,v30-666625,v30-601910,orchard ridge detour,9,0.94,6,True
334,21,roofward_archive,none,v30-588749,v30-534869,cool archive lane,9,0.94,10,True
335,21,archive_signal,restore,v30-554606,v30-498342,stone kiosk path,10,0.94,6,True
336,22,signal_orchard,reload,v30-575500,v30-527082,river lantern loop,12,0.94,7,True
337,22,orchard_riverbend,none,v30-616555,v30-567333,market plank route,12,0.94,7,True
338,22,central_repair_ring,none,v30-601451,v30-551804,outer bell path,11,0.94,8,True
339,22,riverbend_roofward,none,v30-667426,v30-602432,orchard ridge detour,9,0.94,6,True
340,22,roofward_archive,none,v30-596550,v30-534607,cool archive lane,9,0.94,10,True
341,22,archive_signal,restore,v30-554985,v30-423325,paper lane,11,0.94,6,True
342,22,signal_orchard,none,v30-575607,v30-526820,river lantern loop,12,0.94,7,True
343,22,orchard_riverbend,none,v30-623929,v30-567071,market plank route,12,0.94,7,True
344,22,central_repair_ring,none,v30-609143,v30-551668,outer bell path,12,0.94,8,True
345,22,riverbend_roofward,none,v30-666493,v30-602170,orchard ridge detour,9,0.94,6,True
346,22,roofward_archive,none,v30-582435,v30-535261,cool archive lane,9,0.94,11,True
347,22,archive_signal,none,v30-475030,v30-423963,paper lane,12,0.94,6,True
348,22,signal_orchard,none,v30-583845,v30-527342,river lantern loop,12,0.94,7,True
349,22,orchard_riverbend,none,v30-616440,v30-567593,market plank route,12,0.94,7,True
350,22,central_repair_ring,none,v30-600272,v30-551406,outer bell path,12,0.94,8,True
351,22,riverbend_roofward,restore,v30-665551,v30-601908,orchard ridge detour,9,0.94,6,True
352,23,roofward_archive,reload,v30-597864,v30-540556,cool archive lane,10,0.94,11,True
353,23,archive_signal,none,v30-475502,v30-423701,paper lane,12,0.94,6,True
354,23,signal_orchard,none,v30-581908,v30-527211,river lantern loop,12,0.94,8,True
355,23,orchard_riverbend,none,v30-623122,v30-567331,market plank route,12,0.94,7,True
356,23,central_repair_ring,none,v30-608488,v30-551928,outer bell path,12,0.94,8,True
357,23,riverbend_roofward,none,v30-668249,v30-475885,river ford,9,0.94,6,True
358,23,roofward_archive,none,v30-597358,v30-541203,cool archive lane,11,0.94,11,True
359,23,archive_signal,none,v30-475926,v30-424223,paper lane,12,0.94,6,True
360,23,signal_orchard,none,v30-584620,v30-527073,river lantern loop,13,0.94,8,True
361,23,orchard_riverbend,none,v30-623769,v30-567069,market plank route,12,0.94,7,True
362,23,central_repair_ring,none,v30-601594,v30-551799,outer bell path,12,0.94,9,True
363,23,riverbend_roofward,none,v30-535431,v30-475623,river ford,9,0.94,6,True
364,23,roofward_archive,none,v30-597613,v30-541066,cool archive lane,12,0.94,11,True
365,23,archive_signal,none,v30-475774,v30-423961,paper lane,12,0.94,6,True
366,23,signal_orchard,none,v30-582577,v30-527726,river lantern loop,13,0.94,9,True
367,23,orchard_riverbend,restore,v30-624964,v30-567591,market plank route,12,0.94,7,True
368,24,riverbend_roofward,reload,v30-527632,v30-481371,river ford,10,0.94,6,True
369,24,roofward_archive,none,v30-598700,v30-541501,cool archive lane,12,0.94,11,True
370,24,archive_signal,none,v30-475896,v30-423612,paper lane,12,0.94,6,True
371,24,signal_orchard,none,v30-581844,v30-527377,river lantern loop,13,0.94,9,True
372,24,orchard_riverbend,restore,v30-623421,v30-567242,market plank route,12,0.94,7,True
373,24,central_repair_ring,none,v30-607213,v30-551972,outer bell path,12,0.94,9,True
374,24,riverbend_roofward,none,v30-534229,v30-481229,river ford,11,0.94,6,True
375,24,roofward_archive,none,v30-599340,v30-541239,cool archive lane,12,0.94,11,True
376,24,archive_signal,none,v30-477035,v30-424250,paper lane,13,0.94,6,True
377,24,signal_orchard,none,v30-582372,v30-527899,river lantern loop,13,0.94,9,True
378,24,orchard_riverbend,none,v30-625546,v30-567898,market plank route,12,0.94,8,True
379,24,central_repair_ring,none,v30-609313,v30-552494,outer bell path,12,0.94,9,True
380,24,riverbend_roofward,none,v30-534715,v30-481087,river ford,12,0.94,6,True
381,24,roofward_archive,none,v30-598281,v30-540977,cool archive lane,12,0.94,11,True
382,24,archive_signal,none,v30-476031,v30-424111,paper lane,13,0.94,7,True
383,24,signal_orchard,restore,v30-583382,v30-527637,river lantern loop,13,0.94,9,True
384,25,orchard_riverbend,reload,v30-622903,v30-567763,market plank route,13,0.94,8,True
385,25,central_repair_ring,none,v30-608397,v30-580061,inner repair yard,12,0.94,9,True
386,25,riverbend_roofward,none,v30-536139,v30-481736,river ford,12,0.94,7,True
387,25,roofward_archive,none,v30-590620,v30-541499,cool archive lane,12,0.94,11,True
388,25,archive_signal,none,v30-476934,v30-424633,paper lane,13,0.94,7,True
389,25,signal_orchard,none,v30-583785,v30-528159,river lantern loop,13,0.94,9,True
390,25,orchard_riverbend,none,v30-616084,v30-567501,market plank route,13,0.94,8,True
391,25,central_repair_ring,none,v30-636793,v30-579799,inner repair yard,12,0.94,9,True
392,25,riverbend_roofward,none,v30-534987,v30-481594,river ford,13,0.94,7,True
393,25,roofward_archive,none,v30-596979,v30-541237,cool archive lane,12,0.94,11,True
394,25,archive_signal,none,v30-477648,v30-424494,paper lane,13,0.94,8,True
395,25,signal_orchard,none,v30-584048,v30-527897,river lantern loop,13,0.94,9,True
396,25,orchard_riverbend,none,v30-624624,v30-568023,market plank route,13,0.94,8,True
397,25,central_repair_ring,none,v30-628991,v30-552492,outer bell path,12,0.94,9,True
398,25,riverbend_roofward,none,v30-536888,v30-482243,river ford,13,0.94,8,True
399,25,roofward_archive,restore,v30-599214,v30-541759,cool archive lane,12,0.94,11,True
400,26,archive_signal,reload,v30-474535,v30-423573,paper lane,14,0.94,8,True
401,26,signal_orchard,none,v30-582984,v30-526860,river lantern loop,13,0.94,9,True
402,26,orchard_riverbend,none,v30-622930,v30-567120,market plank route,13,0.94,9,True
403,26,central_repair_ring,restore,v30-608017,v30-551455,outer bell path,12,0.94,9,True
404,26,riverbend_roofward,none,v30-535231,v30-481206,river ford,13,0.94,8,True
405,26,roofward_archive,none,v30-596458,v30-540722,cool archive lane,12,0.94,11,True
406,26,archive_signal,none,v30-476051,v30-424095,paper lane,14,0.94,8,True
407,26,signal_orchard,none,v30-583900,v30-527382,river lantern loop,13,0.94,9,True
408,26,orchard_riverbend,none,v30-625434,v30-567769,market plank route,14,0.94,9,True
409,26,central_repair_ring,none,v30-608922,v30-551977,outer bell path,12,0.94,9,True
410,26,riverbend_roofward,none,v30-533960,v30-480944,river ford,13,0.94,8,True
411,26,roofward_archive,none,v30-597894,v30-540460,cool archive lane,12,0.94,11,True
412,26,archive_signal,none,v30-476133,v30-423833,paper lane,14,0.94,8,True
413,26,signal_orchard,none,v30-582487,v30-527120,river lantern loop,13,0.94,9,True
414,26,orchard_riverbend,none,v30-629285,v30-572915,market plank route,14,0.94,10,True
415,26,central_repair_ring,restore,v30-608392,v30-551715,outer bell path,12,0.94,9,True
416,27,riverbend_roofward,reload,v30-528370,v30-481586,river ford,14,0.94,8,True
417,27,roofward_archive,none,v30-597136,v30-540982,cool archive lane,12,0.94,11,True
418,27,archive_signal,none,v30-475938,v30-424478,paper lane,14,0.94,9,True
419,27,signal_orchard,none,v30-583141,v30-527642,river lantern loop,13,0.94,9,True
420,27,orchard_riverbend,none,v30-629119,v30-572653,market plank route,14,0.94,10,True
421,27,central_repair_ring,none,v30-607880,v30-551453,outer bell path,12,0.94,9,True
422,27,riverbend_roofward,none,v30-535112,v30-608329,orchard ridge detour,14,0.94,8,True
423,27,roofward_archive,none,v30-598694,v30-540720,cool archive lane,12,0.94,11,True
424,27,archive_signal,none,v30-476284,v30-424332,paper lane,15,0.94,9,True
425,27,signal_orchard,none,v30-574900,v30-527380,river lantern loop,13,0.94,9,True
426,27,orchard_riverbend,none,v30-630081,v30-573310,market plank route,14,0.94,11,True
427,27,central_repair_ring,none,v30-608273,v30-551975,outer bell path,12,0.94,9,True
428,27,riverbend_roofward,none,v30-666417,v30-608851,orchard ridge detour,14,0.94,8,True
429,27,roofward_archive,none,v30-598693,v30-472933,glass stair,12,0.94,11,True
430,27,archive_signal,none,v30-475542,v30-424070,paper lane,15,0.94,9,True
431,27,signal_orchard,restore,v30-583637,v30-527118,river lantern loop,13,0.94,9,True
432,28,orchard_riverbend,reload,v30-629943,v30-573175,market plank route,15,0.94,11,True
433,28,central_repair_ring,none,v30-607743,v30-551713,outer bell path,12,0.94,9,True
434,28,riverbend_roofward,restore,v30-665627,v30-608726,orchard ridge detour,14,0.94,9,True
435,28,roofward_archive,none,v30-527924,v30-472671,glass stair,12,0.94,11,True
436,28,archive_signal,none,v30-477405,v30-424592,paper lane,15,0.94,9,True
437,28,signal_orchard,none,v30-582886,v30-527640,river lantern loop,13,0.94,9,True
438,28,orchard_riverbend,none,v30-631661,v30-573697,market plank route,15,0.94,11,True
439,28,central_repair_ring,none,v30-610236,v30-552235,outer bell path,12,0.94,9,True
440,28,riverbend_roofward,none,v30-667501,v30-608594,orchard ridge detour,15,0.94,9,True
441,28,roofward_archive,none,v30-526033,v30-540718,cool archive lane,12,0.94,11,True
442,28,archive_signal,none,v30-481664,v30-429298,paper lane,15,0.94,10,True
443,28,signal_orchard,none,v30-574658,v30-527378,river lantern loop,13,0.94,9,True
444,28,orchard_riverbend,none,v30-630190,v30-573435,market plank route,15,0.94,11,True
445,28,central_repair_ring,none,v30-609979,v30-551973,outer bell path,12,0.94,9,True
446,28,riverbend_roofward,none,v30-673057,v30-614644,orchard ridge detour,15,0.94,10,True
447,28,roofward_archive,restore,v30-598432,v30-541240,cool archive lane,12,0.94,11,True
448,29,archive_signal,reload,v30-482298,v30-429936,paper lane,16,0.94,10,True
449,29,signal_orchard,none,v30-583537,v30-527900,river lantern loop,13,0.94,9,True
450,29,orchard_riverbend,none,v30-629141,v30-573173,market plank route,15,0.94,11,True
451,29,central_repair_ring,none,v30-608919,v30-551711,outer bell path,12,0.94,9,True
452,29,riverbend_roofward,none,v30-665104,v30-614382,orchard ridge detour,15,0.94,10,True
453,29,roofward_archive,none,v30-597656,v30-540978,cool archive lane,12,0.94,11,True
454,29,archive_signal,none,v30-482530,v30-429674,paper lane,16,0.94,10,True
455,29,signal_orchard,none,v30-582479,v30-527638,river lantern loop,13,0.94,9,True
456,29,orchard_riverbend,none,v30-632313,v30-573822,market plank route,16,0.94,11,True
457,29,central_repair_ring,none,v30-608664,v30-552233,outer bell path,12,0.94,9,True
458,29,riverbend_roofward,none,v30-672502,v30-615042,orchard ridge detour,15,0.94,11,True
459,29,roofward_archive,none,v30-598821,v30-541500,cool archive lane,12,0.94,11,True
460,29,archive_signal,none,v30-480930,v30-429412,paper lane,16,0.94,10,True
461,29,signal_orchard,none,v30-581702,v30-527376,river lantern loop,13,0.94,9,True
462,29,orchard_riverbend,none,v30-629419,v30-456155,fen track,16,0.94,12,True
463,29,central_repair_ring,restore,v30-609181,v30-551971,outer bell path,12,0.94,9,True
464,30,roofward_archive,reload,v30-597691,v30-541151,cool archive lane,12,0.94,11,True
465,30,archive_signal,restore,v30-481850,v30-429847,paper lane,16,0.94,10,True
466,30,signal_orchard,none,v30-588351,v30-533099,river lantern loop,13,0.94,10,True
467,30,orchard_riverbend,none,v30-508457,v30-574130,market plank route,16,0.94,12,True
468,30,central_repair_ring,none,v30-608582,v30-552406,outer bell path,12,0.94,9,True
469,30,riverbend_roofward,none,v30-671868,v30-487780,river ford,15,0.94,11,True
470,30,roofward_archive,none,v30-598866,v30-540889,cool archive lane,12,0.94,11,True
471,30,archive_signal,none,v30-481463,v30-429585,paper lane,16,0.94,10,True
472,30,signal_orchard,none,v30-581632,v30-532961,river lantern loop,14,0.94,10,True
473,30,orchard_riverbend,none,v30-631295,v30-456328,fen track,16,0.94,12,True
474,30,central_repair_ring,none,v30-614497,v30-557512,outer bell path,12,0.94,10,True
475,30,riverbend_roofward,none,v30-534450,v30-487518,river ford,15,0.94,11,True
476,30,roofward_archive,none,v30-597288,v30-541411,cool archive lane,12,0.94,11,True
477,30,archive_signal,none,v30-483197,v30-505272,stone kiosk path,16,0.94,10,True
478,30,signal_orchard,none,v30-588115,v30-533615,river lantern loop,14,0.94,11,True
479,30,orchard_riverbend,restore,v30-510927,v30-456850,fen track,16,0.94,12,True
480,31,central_repair_ring,reload,v30-612900,v30-557376,outer bell path,13,0.94,10,True
481,31,riverbend_roofward,none,v30-534301,v30-487256,river ford,15,0.94,11,True
482,31,roofward_archive,none,v30-598614,v30-541282,cool archive lane,12,0.94,12,True
483,31,archive_signal,none,v30-560587,v30-505010,stone kiosk path,16,0.94,10,True
484,31,signal_orchard,none,v30-586950,v30-418746,dusk road,14,0.94,11,True
485,31,orchard_riverbend,none,v30-509423,v30-574128,market plank route,16,0.94,12,True
486,31,central_repair_ring,none,v30-614870,v30-558024,outer bell path,14,0.94,10,True
487,31,riverbend_roofward,none,v30-542243,v30-487778,river ford,15,0.94,11,True
488,31,roofward_archive,none,v30-599007,v30-541929,cool archive lane,13,0.94,12,True
489,31,archive_signal,none,v30-560107,v30-430367,paper lane,16,0.94,10,True
490,31,signal_orchard,none,v30-470077,v30-418484,dusk road,14,0.94,11,True
491,31,orchard_riverbend,none,v30-631962,v30-573866,market plank route,16,0.94,12,True
492,31,central_repair_ring,none,v30-608058,v30-557888,outer bell path,15,0.94,10,True
493,31,riverbend_roofward,none,v30-542354,v30-614951,orchard ridge detour,15,0.94,11,True
494,31,roofward_archive,none,v30-596803,v30-541800,cool archive lane,13,0.94,13,True
495,31,archive_signal,restore,v30-482600,v30-430105,paper lane,16,0.94,10,True
496,32,signal_orchard,reload,v30-470606,v30-419121,dusk road,15,0.94,11,True
497,32,orchard_riverbend,none,v30-624048,v30-574515,market plank route,17,0.94,12,True
498,32,central_repair_ring,none,v30-607156,v30-558544,outer bell path,15,0.94,11,True
499,32,riverbend_roofward,none,v30-665803,v30-615473,orchard ridge detour,15,0.94,11,True
500,32,roofward_archive,none,v30-598610,v30-540763,cool archive lane,13,0.94,13,True
501,32,archive_signal,none,v30-481537,v30-504233,stone kiosk path,16,0.94,10,True
502,32,signal_orchard,none,v30-470770,v30-418084,dusk road,15,0.94,11,True
503,32,orchard_riverbend,none,v30-629459,v30-573605,market plank route,18,0.94,12,True
504,32,central_repair_ring,none,v30-614495,v30-557633,outer bell path,16,0.94,11,True
505,32,riverbend_roofward,none,v30-672977,v30-614436,orchard ridge detour,15,0.94,11,True
506,32,roofward_archive,none,v30-597580,v30-541418,cool archive lane,13,0.94,14,True
507,32,archive_signal,none,v30-560218,v30-504755,stone kiosk path,16,0.94,10,True
508,32,signal_orchard,none,v30-463916,v30-418606,dusk road,15,0.94,11,True
509,32,orchard_riverbend,none,v30-631044,v30-574254,market plank route,19,0.94,12,True
510,32,central_repair_ring,none,v30-613190,v30-557371,outer bell path,16,0.94,11,True
511,32,riverbend_roofward,restore,v30-672302,v30-614174,orchard ridge detour,15,0.94,11,True
512,33,roofward_archive,reload,v30-598350,v30-541281,cool archive lane,14,0.94,14,True
513,33,archive_signal,none,v30-550150,v30-504493,stone kiosk path,16,0.94,10,True
514,33,signal_orchard,none,v30-470185,v30-418582,dusk road,16,0.94,12,True
515,33,orchard_riverbend,none,v30-631456,v30-573992,market plank route,19,0.94,12,True
516,33,central_repair_ring,none,v30-615013,v30-557893,outer bell path,16,0.94,11,True
517,33,riverbend_roofward,none,v30-673223,v30-487261,river ford,15,0.94,11,True
518,33,roofward_archive,none,v30-597729,v30-541803,cool archive lane,14,0.94,14,True
519,33,archive_signal,none,v30-559204,v30-505015,stone kiosk path,16,0.94,10,True
520,33,signal_orchard,none,v30-463165,v30-418435,dusk road,17,0.94,12,True
521,33,orchard_riverbend,none,v30-630127,v30-573730,market plank route,19,0.94,12,True
522,33,central_repair_ring,none,v30-613863,v30-557765,outer bell path,16,0.94,12,True
523,33,riverbend_roofward,none,v30-534796,v30-486999,river ford,15,0.94,11,True
524,33,roofward_archive,none,v30-596929,v30-541541,cool archive lane,14,0.94,14,True
525,33,archive_signal,none,v30-559571,v30-504753,stone kiosk path,16,0.94,10,True
526,33,signal_orchard,none,v30-471565,v30-419195,dusk road,18,0.94,13,True
527,33,orchard_riverbend,restore,v30-629057,v30-574252,market plank route,19,0.94,12,True
528,34,central_repair_ring,reload,v30-612937,v30-558413,outer bell path,17,0.94,12,True
529,34,riverbend_roofward,none,v30-541603,v30-487521,river ford,15,0.94,11,True
530,34,roofward_archive,none,v30-596414,v30-541279,cool archive lane,14,0.94,14,True
531,34,archive_signal,none,v30-560448,v30-504613,stone kiosk path,17,0.94,10,True
532,34,signal_orchard,none,v30-468171,v30-418933,dusk road,18,0.94,13,True
533,34,orchard_riverbend,none,v30-630392,v30-456423,fen track,19,0.94,12,True
534,34,central_repair_ring,none,v30-613831,v30-558151,outer bell path,17,0.94,12,True
535,34,riverbend_roofward,none,v30-541215,v30-487259,river ford,15,0.94,11,True
536,34,roofward_archive,none,v30-597704,v30-541926,cool archive lane,15,0.94,14,True
537,34,archive_signal,none,v30-559711,v30-505257,stone kiosk path,18,0.94,10,True
538,34,signal_orchard,none,v30-463129,v30-419578,dusk road,18,0.94,14,True
539,34,orchard_riverbend,none,v30-508223,v30-456945,fen track,19,0.94,12,True
540,34,central_repair_ring,none,v30-613971,v30-557889,outer bell path,17,0.94,12,True
541,34,riverbend_roofward,none,v30-541433,v30-614432,orchard ridge detour,15,0.94,11,True
542,34,roofward_archive,none,v30-597717,v30-541797,cool archive lane,15,0.94,15,True
543,34,archive_signal,restore,v30-560969,v30-505117,stone kiosk path,19,0.94,10,True
544,35,signal_orchard,reload,v30-470725,v30-419431,dusk road,19,0.94,14,True
545,35,orchard_riverbend,none,v30-508686,v30-456683,fen track,19,0.94,12,True
546,35,central_repair_ring,none,v30-615164,v30-558545,outer bell path,17,0.94,13,True
547,35,riverbend_roofward,none,v30-674845,v30-614954,orchard ridge detour,15,0.94,11,True
548,35,roofward_archive,none,v30-597212,v30-542444,cool archive lane,16,0.94,15,True
549,35,archive_signal,none,v30-559594,v30-430456,paper lane,19,0.94,10,True
550,35,signal_orchard,none,v30-470446,v30-419169,dusk road,19,0.94,14,True
551,35,orchard_riverbend,none,v30-508543,v30-456421,fen track,19,0.94,12,True
552,35,central_repair_ring,none,v30-614775,v30-558409,outer bell path,18,0.94,13,True
553,35,riverbend_roofward,none,v30-672815,v30-614692,orchard ridge detour,15,0.94,11,True
554,35,roofward_archive,none,v30-598378,v30-542440,cool archive lane,17,0.94,16,True
555,35,archive_signal,none,v30-482220,v30-430194,paper lane,19,0.94,10,True
556,35,signal_orchard,none,v30-470246,v30-419691,dusk road,19,0.94,14,True
557,35,orchard_riverbend,none,v30-510178,v30-574510,market plank route,19,0.94,12,True
558,35,central_repair_ring,restore,v30-616633,v30-559065,outer bell path,18,0.94,14,True
559,35,riverbend_roofward,restore,v30-673623,v30-615214,orchard ridge detour,15,0.94,11,True
560,36,archive_signal,reload,v30-481261,v30-428916,paper lane,20,0.94,10,True
561,36,signal_orchard,none,v30-470021,v30-419342,dusk road,19,0.94,14,True
562,36,orchard_riverbend,none,v30-629901,v30-574296,market plank route,19,0.94,13,True
563,36,central_repair_ring,none,v30-607233,v30-558716,outer bell path,18,0.94,14,True
564,36,riverbend_roofward,none,v30-673946,v30-614995,orchard ridge detour,16,0.94,11,True
565,36,roofward_archive,none,v30-597401,v30-474244,glass stair,17,0.94,16,True
566,36,archive_signal,none,v30-482387,v30-429438,paper lane,20,0.94,10,True
567,36,signal_orchard,none,v30-472108,v30-419864,dusk road,19,0.94,14,True
568,36,orchard_riverbend,none,v30-631760,v30-573801,market plank route,20,0.94,13,True
569,36,central_repair_ring,none,v30-613135,v30-559238,outer bell path,18,0.94,14,True
570,36,riverbend_roofward,none,v30-671918,v30-614863,orchard ridge detour,17,0.94,11,True
571,36,roofward_archive,none,v30-527940,v30-473982,glass stair,17,0.94,16,True
572,36,archive_signal,none,v30-481774,v30-429176,paper lane,20,0.94,10,True
573,36,signal_orchard,none,v30-470887,v30-534281,river lantern loop,19,0.94,14,True
574,36,orchard_riverbend,none,v30-630582,v30-573674,market plank route,20,0.94,14,True
575,36,central_repair_ring,restore,v30-614831,v30-558976,outer bell path,18,0.94,14,True
576,37,riverbend_roofward,reload,v30-673527,v30-615515,orchard ridge detour,18,0.94,11,True
577,37,roofward_archive,none,v30-527836,v30-542873,cool archive lane,17,0.94,16,True
578,37,archive_signal,none,v30-481814,v30-429822,paper lane,20,0.94,11,True
579,37,signal_orchard,none,v30-590894,v30-534803,river lantern loop,19,0.94,14,True
580,37,orchard_riverbend,none,v30-629924,v30-573412,market plank route,20,0.94,14,True
581,37,central_repair_ring,none,v30-615468,v30-558714,outer bell path,18,0.94,14,True
582,37,riverbend_roofward,none,v30-672471,v30-615253,orchard ridge detour,18,0.94,11,True
583,37,roofward_archive,none,v30-597518,v30-542611,cool archive lane,17,0.94,16,True
584,37,archive_signal,none,v30-482147,v30-429676,paper lane,21,0.94,11,True
585,37,signal_orchard,none,v30-590262,v30-534541,river lantern loop,19,0.94,14,True
586,37,orchard_riverbend,none,v30-632164,v30-574069,market plank route,20,0.94,15,True
587,37,central_repair_ring,none,v30-615599,v30-559236,outer bell path,18,0.94,14,True
588,37,riverbend_roofward,none,v30-664644,v30-615775,orchard ridge detour,18,0.94,11,True
589,37,roofward_archive,restore,v30-598964,v30-543133,cool archive lane,17,0.94,16,True
590,37,archive_signal,none,v30-475298,v30-429414,paper lane,21,0.94,11,True
591,37,signal_orchard,restore,v30-590626,v30-534279,river lantern loop,19,0.94,14,True
592,38,orchard_riverbend,reload,v30-629385,v30-573934,market plank route,21,0.94,15,True
593,38,central_repair_ring,none,v30-615085,v30-558974,outer bell path,18,0.94,14,True
594,38,riverbend_roofward,none,v30-673009,v30-615651,orchard ridge detour,18,0.94,12,True
595,38,roofward_archive,none,v30-598036,v30-542871,cool archive lane,17,0.94,16,True
596,38,archive_signal,none,v30-482905,v30-429936,paper lane,21,0.94,11,True
597,38,signal_orchard,none,v30-590508,v30-534801,river lantern loop,19,0.94,14,True
598,38,orchard_riverbend,none,v30-632168,v30-574456,market plank route,21,0.94,15,True
599,38,central_repair_ring,none,v30-616266,v30-559496,outer bell path,18,0.94,14,True
600,38,riverbend_roofward,none,v30-671958,v30-614744,orchard ridge detour,19,0.94,12,True
601,38,roofward_archive,none,v30-597379,v30-541834,cool archive lane,17,0.94,16,True
602,38,archive_signal,none,v30-481875,v30-429023,paper lane,21,0.94,12,True
603,38,signal_orchard,none,v30-581193,v30-533764,river lantern loop,19,0.94,14,True
604,38,orchard_riverbend,none,v30-630854,v30-573419,market plank route,21,0.94,15,True
605,38,central_repair_ring,none,v30-606447,v30-586388,inner repair yard,18,0.94,14,True
606,38,riverbend_roofward,none,v30-674235,v30-615404,orchard ridge detour,19,0.94,13,True
607,38,roofward_archive,restore,v30-598037,v30-542356,cool archive lane,17,0.94,16,True
608,39,archive_signal,reload,v30-483114,v30-429661,paper lane,22,0.94,12,True
609,39,signal_orchard,none,v30-588835,v30-534286,river lantern loop,19,0.94,14,True
610,39,orchard_riverbend,none,v30-631915,v30-573157,market plank route,21,0.94,15,True
611,39,central_repair_ring,none,v30-643460,v30-586126,inner repair yard,18,0.94,14,True
612,39,riverbend_roofward,none,v30-665893,v30-615142,orchard ridge detour,19,0.94,13,True
613,39,roofward_archive,none,v30-597770,v30-542094,cool archive lane,17,0.94,16,True
614,39,archive_signal,none,v30-481761,v30-504558,stone kiosk path,22,0.94,12,True
615,39,signal_orchard,none,v30-582492,v30-534024,river lantern loop,19,0.94,14,True
616,39,orchard_riverbend,none,v30-630323,v30-573806,market plank route,22,0.94,15,True
617,39,central_repair_ring,none,v30-643714,v30-558719,outer bell path,18,0.94,14,True
618,39,riverbend_roofward,none,v30-673174,v30-615802,orchard ridge detour,19,0.94,14,True
619,39,roofward_archive,none,v30-598432,v30-542616,cool archive lane,17,0.94,16,True
620,39,archive_signal,restore,v30-558720,v30-504296,stone kiosk path,22,0.94,12,True
621,39,signal_orchard,none,v30-588027,v30-533762,river lantern loop,19,0.94,14,True
622,39,orchard_riverbend,none,v30-629543,v30-573679,market plank route,22,0.94,16,True
623,39,central_repair_ring,restore,v30-607222,v30-558457,outer bell path,18,0.94,14,True
624,40,riverbend_roofward,reload,v30-673309,v30-614499,orchard ridge detour,20,0.94,14,True
625,40,roofward_archive,none,v30-597655,v30-473985,glass stair,17,0.94,16,True
626,40,archive_signal,none,v30-559394,v30-504948,stone kiosk path,22,0.94,13,True
627,40,signal_orchard,none,v30-588813,v30-534284,river lantern loop,19,0.94,14,True
628,40,orchard_riverbend,none,v30-631130,v30-574201,market plank route,22,0.94,16,True
629,40,central_repair_ring,none,v30-614711,v30-558979,outer bell path,18,0.94,14,True
630,40,riverbend_roofward,none,v30-672377,v30-614237,orchard ridge detour,20,0.94,14,True
631,40,roofward_archive,none,v30-527424,v30-473723,glass stair,17,0.94,16,True
632,40,archive_signal,none,v30-560139,v30-504808,stone kiosk path,23,0.94,13,True
633,40,signal_orchard,none,v30-589328,v30-534022,river lantern loop,19,0.94,14,True
634,40,orchard_riverbend,none,v30-624273,v30-574074,market plank route,22,0.94,17,True
635,40,central_repair_ring,none,v30-614170,v30-558717,outer bell path,18,0.94,14,True
636,40,riverbend_roofward,none,v30-671543,v30-614759,orchard ridge detour,20,0.94,14,True
637,40,roofward_archive,none,v30-521580,v30-542614,cool archive lane,17,0.94,16,True
638,40,archive_signal,none,v30-560577,v30-505460,stone kiosk path,23,0.94,14,True
639,40,signal_orchard,restore,v30-589997,v30-534544,river lantern loop,19,0.94,14,True
640,41,orchard_riverbend,reload,v30-630603,v30-573939,market plank route,23,0.94,17,True
641,41,central_repair_ring,none,v30-614310,v30-558455,outer bell path,18,0.94,14,True
642,41,riverbend_roofward,none,v30-674246,v30-614635,orchard ridge detour,20,0.94,15,True
643,41,roofward_archive,none,v30-597626,v30-542352,cool archive lane,17,0.94,16,True
644,41,archive_signal,none,v30-560045,v30-505198,stone kiosk path,23,0.94,14,True
645,41,signal_orchard,none,v30-581079,v30-534282,river lantern loop,19,0.94,14,True
646,41,orchard_riverbend,none,v30-630748,v30-574461,market plank route,23,0.94,17,True
647,41,central_repair_ring,none,v30-615487,v30-558977,outer bell path,18,0.94,14,True
648,41,riverbend_roofward,none,v30-673172,v30-615287,orchard ridge detour,21,0.94,15,True
649,41,roofward_archive,none,v30-598035,v30-474505,glass stair,17,0.94,16,True
650,41,archive_signal,none,v30-559780,v30-504936,stone kiosk path,23,0.94,14,True
651,41,signal_orchard,restore,v30-590230,v30-534020,river lantern loop,19,0.94,14,True
652,41,orchard_riverbend,none,v30-631525,v30-574199,market plank route,23,0.94,17,True
653,41,central_repair_ring,none,v30-614569,v30-558715,outer bell path,18,0.94,14,True
654,41,riverbend_roofward,none,v30-674669,v30-615163,orchard ridge detour,21,0.94,16,True
655,41,roofward_archive,restore,v30-528076,v30-474243,glass stair,17,0.94,16,True
656,42,signal_orchard,reload,v30-590165,v30-533462,river lantern loop,20,0.94,14,True
657,42,orchard_riverbend,none,v30-630651,v30-574634,market plank route,23,0.94,17,True
658,42,central_repair_ring,none,v30-615412,v30-559284,outer bell path,18,0.94,15,True
