tick_id,day,mentor,apprentice,skill_domain,apprentice_skill_before,practice_delta,apprentice_skill_after,mentor_fatigue,succession_event,inherits_responsibility,visible_teaching_marker
254,16,Fay,Lio,Glassgarden Guild,0.387,0.002,0.389,0.562,False,practice only,Fay->Lio:0.39
255,16,Nia,Sera,Index Guild,0.414,0.002,0.416,0.648,False,practice only,Nia->Sera:0.42
256,17,Milo,Ren,Signal Guild,0.449,0.002,0.451,0.683,False,practice only,Milo->Ren:0.45
257,17,Ivo,Mara,Seed Guild,0.498,0.002,0.5,0.81,False,practice only,Ivo->Mara:0.50
258,17,Ari,Toma,Bridgewright Guild,0.362,0.002,0.364,0.582,False,practice only,Ari->Toma:0.36
259,17,Fay,Lio,Glassgarden Guild,0.389,0.006,0.395,0.58,False,practice only,Fay->Lio:0.40
260,17,Nia,Sera,Index Guild,0.416,0.002,0.418,0.654,False,practice only,Nia->Sera:0.42
261,17,Milo,Ren,Signal Guild,0.451,0.002,0.453,0.689,False,practice only,Milo->Ren:0.45
262,17,Ivo,Mara,Seed Guild,0.5,0.002,0.502,0.816,False,practice only,Ivo->Mara:0.50
263,17,Ari,Toma,Bridgewright Guild,0.364,0.002,0.366,0.588,False,practice only,Ari->Toma:0.37
264,17,Fay,Lio,Glassgarden Guild,0.395,0.006,0.401,0.598,False,practice only,Fay->Lio:0.40
265,17,Nia,Sera,Index Guild,0.418,0.002,0.42,0.66,False,practice only,Nia->Sera:0.42
266,17,Milo,Ren,Signal Guild,0.453,0.002,0.455,0.695,False,practice only,Milo->Ren:0.46
267,17,Ivo,Mara,Seed Guild,0.502,0.002,0.504,0.822,False,practice only,Ivo->Mara:0.50
268,17,Ari,Toma,Bridgewright Guild,0.366,0.002,0.368,0.594,False,practice only,Ari->Toma:0.37
269,17,Fay,Lio,Glassgarden Guild,0.401,0.006,0.407,0.616,False,practice only,Fay->Lio:0.41
270,17,Nia,Sera,Index Guild,0.42,0.002,0.422,0.666,False,practice only,Nia->Sera:0.42
271,17,Milo,Ren,Signal Guild,0.455,0.002,0.457,0.676,False,practice only,Milo->Ren:0.46
272,18,Ari,Toma,Bridgewright Guild,0.368,0.002,0.37,0.575,False,practice only,Ari->Toma:0.37
273,18,Fay,Lio,Glassgarden Guild,0.407,0.002,0.409,0.622,False,practice only,Fay->Lio:0.41
274,18,Nia,Sera,Index Guild,0.422,0.002,0.424,0.672,False,practice only,Nia->Sera:0.42
275,18,Milo,Ren,Signal Guild,0.457,0.006,0.463,0.694,False,practice only,Milo->Ren:0.46
276,18,Ivo,Mara,Seed Guild,0.504,0.002,0.506,0.828,False,practice only,Ivo->Mara:0.51
277,18,Ari,Toma,Bridgewright Guild,0.37,0.002,0.372,0.581,False,practice only,Ari->Toma:0.37
278,18,Fay,Lio,Glassgarden Guild,0.409,0.002,0.411,0.628,False,practice only,Fay->Lio:0.41
279,18,Nia,Sera,Index Guild,0.424,0.002,0.426,0.678,False,practice only,Nia->Sera:0.43
280,18,Milo,Ren,Signal Guild,0.463,0.006,0.469,0.712,False,practice only,Milo->Ren:0.47
281,18,Ivo,Mara,Seed Guild,0.506,0.002,0.508,0.834,False,practice only,Ivo->Mara:0.51
282,18,Ari,Toma,Bridgewright Guild,0.372,0.002,0.374,0.587,False,practice only,Ari->Toma:0.37
283,18,Fay,Lio,Glassgarden Guild,0.411,0.002,0.413,0.634,False,practice only,Fay->Lio:0.41
284,18,Nia,Sera,Index Guild,0.426,0.002,0.428,0.684,False,practice only,Nia->Sera:0.43
285,18,Milo,Ren,Signal Guild,0.469,0.006,0.475,0.73,False,practice only,Milo->Ren:0.48
286,18,Ivo,Mara,Seed Guild,0.508,0.002,0.51,0.84,False,practice only,Ivo->Mara:0.51
287,18,Ari,Toma,Bridgewright Guild,0.374,0.002,0.376,0.568,False,practice only,Ari->Toma:0.38
288,19,Fay,Lio,Glassgarden Guild,0.413,0.002,0.415,0.615,False,practice only,Fay->Lio:0.42
289,19,Nia,Sera,Index Guild,0.428,0.002,0.43,0.69,False,practice only,Nia->Sera:0.43
290,19,Milo,Ren,Signal Guild,0.475,0.002,0.477,0.736,False,practice only,Milo->Ren:0.48
291,19,Ivo,Mara,Seed Guild,0.51,0.006,0.516,0.84,False,practice only,Ivo->Mara:0.52
292,19,Ari,Toma,Bridgewright Guild,0.376,0.002,0.378,0.574,False,practice only,Ari->Toma:0.38
293,19,Fay,Lio,Glassgarden Guild,0.415,0.002,0.417,0.621,False,practice only,Fay->Lio:0.42
294,19,Nia,Sera,Index Guild,0.43,0.002,0.432,0.696,False,practice only,Nia->Sera:0.43
295,19,Milo,Ren,Signal Guild,0.477,0.002,0.479,0.742,False,practice only,Milo->Ren:0.48
296,19,Ivo,Mara,Seed Guild,0.516,0.006,0.522,0.84,False,practice only,Ivo->Mara:0.52
297,19,Ari,Toma,Bridgewright Guild,0.378,0.002,0.38,0.58,False,practice only,Ari->Toma:0.38
298,19,Fay,Lio,Glassgarden Guild,0.417,0.002,0.419,0.627,False,practice only,Fay->Lio:0.42
299,19,Nia,Sera,Index Guild,0.432,0.002,0.434,0.702,False,practice only,Nia->Sera:0.43
300,19,Milo,Ren,Signal Guild,0.479,0.002,0.481,0.748,False,practice only,Milo->Ren:0.48
301,19,Ivo,Mara,Seed Guild,0.522,0.006,0.528,0.84,False,practice only,Ivo->Mara:0.53
302,19,Ari,Toma,Bridgewright Guild,0.38,0.002,0.382,0.586,False,practice only,Ari->Toma:0.38
303,19,Fay,Lio,Glassgarden Guild,0.419,0.002,0.421,0.608,False,practice only,Fay->Lio:0.42
304,20,Nia,Sera,Index Guild,0.434,0.002,0.436,0.683,False,practice only,Nia->Sera:0.44
305,20,Milo,Ren,Signal Guild,0.481,0.002,0.483,0.754,False,practice only,Milo->Ren:0.48
306,20,Ivo,Mara,Seed Guild,0.528,0.002,0.53,0.84,False,practice only,Ivo->Mara:0.53
307,20,Ari,Toma,Bridgewright Guild,0.382,0.006,0.388,0.604,False,practice only,Ari->Toma:0.39
308,20,Fay,Lio,Glassgarden Guild,0.421,0.002,0.423,0.614,False,practice only,Fay->Lio:0.42
309,20,Nia,Sera,Index Guild,0.436,0.002,0.438,0.689,False,practice only,Nia->Sera:0.44
310,20,Milo,Ren,Signal Guild,0.483,0.002,0.485,0.76,False,practice only,Milo->Ren:0.49
311,20,Ivo,Mara,Seed Guild,0.53,0.002,0.532,0.84,False,practice only,Ivo->Mara:0.53
312,20,Ari,Toma,Bridgewright Guild,0.388,0.006,0.394,0.622,False,practice only,Ari->Toma:0.39
313,20,Fay,Lio,Glassgarden Guild,0.423,0.002,0.425,0.62,False,practice only,Fay->Lio:0.43
314,20,Nia,Sera,Index Guild,0.438,0.002,0.44,0.695,False,practice only,Nia->Sera:0.44
315,20,Milo,Ren,Signal Guild,0.485,0.002,0.487,0.766,False,practice only,Milo->Ren:0.49
316,20,Ivo,Mara,Seed Guild,0.532,0.002,0.534,0.84,False,practice only,Ivo->Mara:0.53
317,20,Ari,Toma,Bridgewright Guild,0.394,0.006,0.4,0.64,False,practice only,Ari->Toma:0.40
318,20,Fay,Lio,Glassgarden Guild,0.425,0.002,0.427,0.626,False,practice only,Fay->Lio:0.43
319,20,Nia,Sera,Index Guild,0.44,0.002,0.442,0.676,False,practice only,Nia->Sera:0.44
320,21,Milo,Ren,Signal Guild,0.487,0.002,0.489,0.747,False,practice only,Milo->Ren:0.49
321,21,Ivo,Mara,Seed Guild,0.534,0.002,0.536,0.84,False,practice only,Ivo->Mara:0.54
322,21,Ari,Toma,Bridgewright Guild,0.4,0.002,0.402,0.646,False,practice only,Ari->Toma:0.40
323,21,Fay,Lio,Glassgarden Guild,0.427,0.006,0.433,0.644,False,practice only,Fay->Lio:0.43
324,21,Nia,Sera,Index Guild,0.442,0.002,0.444,0.682,False,practice only,Nia->Sera:0.44
325,21,Milo,Ren,Signal Guild,0.489,0.002,0.491,0.753,False,practice only,Milo->Ren:0.49
326,21,Ivo,Mara,Seed Guild,0.536,0.002,0.538,0.84,False,practice only,Ivo->Mara:0.54
327,21,Ari,Toma,Bridgewright Guild,0.402,0.002,0.404,0.652,False,practice only,Ari->Toma:0.40
328,21,Fay,Lio,Glassgarden Guild,0.433,0.006,0.439,0.662,False,practice only,Fay->Lio:0.44
329,21,Nia,Sera,Index Guild,0.444,0.002,0.446,0.688,False,practice only,Nia->Sera:0.45
330,21,Milo,Ren,Signal Guild,0.491,0.002,0.493,0.759,False,practice only,Milo->Ren:0.49
331,21,Ivo,Mara,Seed Guild,0.538,0.002,0.54,0.84,False,practice only,Ivo->Mara:0.54
332,21,Ari,Toma,Bridgewright Guild,0.404,0.002,0.406,0.658,False,practice only,Ari->Toma:0.41
333,21,Fay,Lio,Glassgarden Guild,0.439,0.006,0.445,0.68,False,practice only,Fay->Lio:0.45
334,21,Nia,Sera,Index Guild,0.446,0.002,0.448,0.694,False,practice only,Nia->Sera:0.45
335,21,Milo,Ren,Signal Guild,0.493,0.002,0.495,0.74,False,practice only,Milo->Ren:0.50
336,22,Ivo,Mara,Seed Guild,0.54,0.002,0.542,0.821,False,practice only,Ivo->Mara:0.54
337,22,Ari,Toma,Bridgewright Guild,0.406,0.002,0.408,0.664,False,practice only,Ari->Toma:0.41
338,22,Fay,Lio,Glassgarden Guild,0.445,0.002,0.447,0.686,False,practice only,Fay->Lio:0.45
339,22,Nia,Sera,Index Guild,0.448,0.006,0.454,0.712,False,practice only,Nia->Sera:0.45
340,22,Milo,Ren,Signal Guild,0.495,0.002,0.497,0.746,False,practice only,Milo->Ren:0.50
341,22,Ivo,Mara,Seed Guild,0.542,0.002,0.544,0.827,False,practice only,Ivo->Mara:0.54
342,22,Ari,Toma,Bridgewright Guild,0.408,0.002,0.41,0.67,False,practice only,Ari->Toma:0.41
343,22,Fay,Lio,Glassgarden Guild,0.447,0.002,0.449,0.692,False,practice only,Fay->Lio:0.45
344,22,Nia,Sera,Index Guild,0.454,0.006,0.46,0.73,False,practice only,Nia->Sera:0.46
345,22,Milo,Ren,Signal Guild,0.497,0.002,0.499,0.752,False,practice only,Milo->Ren:0.50
346,22,Ivo,Mara,Seed Guild,0.544,0.002,0.546,0.833,False,practice only,Ivo->Mara:0.55
347,22,Ari,Toma,Bridgewright Guild,0.41,0.002,0.412,0.676,False,practice only,Ari->Toma:0.41
348,22,Fay,Lio,Glassgarden Guild,0.449,0.002,0.451,0.698,False,practice only,Fay->Lio:0.45
349,22,Nia,Sera,Index Guild,0.46,0.006,0.466,0.748,False,practice only,Nia->Sera:0.47
350,22,Milo,Ren,Signal Guild,0.499,0.002,0.501,0.758,False,practice only,Milo->Ren:0.50
351,22,Ivo,Mara,Seed Guild,0.546,0.002,0.548,0.814,False,practice only,Ivo->Mara:0.55
352,23,Ari,Toma,Bridgewright Guild,0.412,0.002,0.414,0.657,False,practice only,Ari->Toma:0.41
353,23,Fay,Lio,Glassgarden Guild,0.451,0.002,0.453,0.704,False,practice only,Fay->Lio:0.45
354,23,Nia,Sera,Index Guild,0.466,0.002,0.468,0.754,False,practice only,Nia->Sera:0.47
355,23,Milo,Ren,Signal Guild,0.501,0.006,0.507,0.776,False,practice only,Milo->Ren:0.51
356,23,Ivo,Mara,Seed Guild,0.548,0.002,0.55,0.82,False,practice only,Ivo->Mara:0.55
357,23,Ari,Toma,Bridgewright Guild,0.414,0.002,0.416,0.663,False,practice only,Ari->Toma:0.42
358,23,Fay,Lio,Glassgarden Guild,0.453,0.002,0.455,0.71,False,practice only,Fay->Lio:0.46
359,23,Nia,Sera,Index Guild,0.468,0.002,0.47,0.76,False,practice only,Nia->Sera:0.47
360,23,Milo,Ren,Signal Guild,0.507,0.006,0.513,0.794,False,practice only,Milo->Ren:0.51
361,23,Ivo,Mara,Seed Guild,0.55,0.002,0.552,0.826,False,practice only,Ivo->Mara:0.55
362,23,Ari,Toma,Bridgewright Guild,0.416,0.002,0.418,0.669,False,practice only,Ari->Toma:0.42
363,23,Fay,Lio,Glassgarden Guild,0.455,0.002,0.457,0.716,False,practice only,Fay->Lio:0.46
364,23,Nia,Sera,Index Guild,0.47,0.002,0.472,0.766,False,practice only,Nia->Sera:0.47
365,23,Milo,Ren,Signal Guild,0.513,0.006,0.519,0.812,False,practice only,Milo->Ren:0.52
366,23,Ivo,Mara,Seed Guild,0.552,0.002,0.554,0.832,False,practice only,Ivo->Mara:0.55
367,23,Ari,Toma,Bridgewright Guild,0.418,0.006,0.424,0.662,False,practice only,Ari->Toma:0.42
368,24,Nia,Sera,Index Guild,0.472,0.002,0.474,0.747,False,practice only,Nia->Sera:0.47
369,24,Milo,Ren,Signal Guild,0.519,0.002,0.521,0.818,False,practice only,Milo->Ren:0.52
370,24,Ivo,Mara,Seed Guild,0.554,0.002,0.556,0.838,False,practice only,Ivo->Mara:0.56
371,24,Ari,Toma,Bridgewright Guild,0.424,0.006,0.43,0.68,False,practice only,Ari->Toma:0.43
372,24,Fay,Lio,Glassgarden Guild,0.457,0.002,0.459,0.722,False,practice only,Fay->Lio:0.46
373,24,Nia,Sera,Index Guild,0.474,0.002,0.476,0.753,False,practice only,Nia->Sera:0.48
374,24,Milo,Ren,Signal Guild,0.521,0.002,0.523,0.824,False,practice only,Milo->Ren:0.52
375,24,Ivo,Mara,Seed Guild,0.556,0.002,0.558,0.84,False,practice only,Ivo->Mara:0.56
376,24,Ari,Toma,Bridgewright Guild,0.43,0.006,0.436,0.698,False,practice only,Ari->Toma:0.44
377,24,Fay,Lio,Glassgarden Guild,0.459,0.002,0.461,0.728,False,practice only,Fay->Lio:0.46
378,24,Nia,Sera,Index Guild,0.476,0.002,0.478,0.759,False,practice only,Nia->Sera:0.48
379,24,Milo,Ren,Signal Guild,0.523,0.002,0.525,0.83,False,practice only,Milo->Ren:0.53
380,24,Ivo,Mara,Seed Guild,0.558,0.002,0.56,0.84,False,practice only,Ivo->Mara:0.56
381,24,Ari,Toma,Bridgewright Guild,0.436,0.006,0.442,0.716,False,practice only,Ari->Toma:0.44
382,24,Fay,Lio,Glassgarden Guild,0.461,0.002,0.463,0.734,False,practice only,Fay->Lio:0.46
383,24,Nia,Sera,Index Guild,0.478,0.002,0.48,0.74,False,practice only,Nia->Sera:0.48
384,25,Milo,Ren,Signal Guild,0.525,0.002,0.527,0.811,False,practice only,Milo->Ren:0.53
385,25,Ivo,Mara,Seed Guild,0.56,0.002,0.562,0.84,False,practice only,Ivo->Mara:0.56
386,25,Ari,Toma,Bridgewright Guild,0.442,0.002,0.444,0.722,False,practice only,Ari->Toma:0.44
387,25,Fay,Lio,Glassgarden Guild,0.463,0.006,0.469,0.752,False,practice only,Fay->Lio:0.47
388,25,Nia,Sera,Index Guild,0.48,0.002,0.482,0.746,False,practice only,Nia->Sera:0.48
389,25,Milo,Ren,Signal Guild,0.527,0.002,0.529,0.817,False,practice only,Milo->Ren:0.53
390,25,Ivo,Mara,Seed Guild,0.562,0.002,0.564,0.84,False,practice only,Ivo->Mara:0.56
391,25,Ari,Toma,Bridgewright Guild,0.444,0.002,0.446,0.728,False,practice only,Ari->Toma:0.45
392,25,Fay,Lio,Glassgarden Guild,0.469,0.006,0.475,0.77,False,practice only,Fay->Lio:0.48
393,25,Nia,Sera,Index Guild,0.482,0.002,0.484,0.752,False,practice only,Nia->Sera:0.48
394,25,Milo,Ren,Signal Guild,0.529,0.002,0.531,0.823,False,practice only,Milo->Ren:0.53
395,25,Ivo,Mara,Seed Guild,0.564,0.002,0.566,0.84,False,practice only,Ivo->Mara:0.57
396,25,Ari,Toma,Bridgewright Guild,0.446,0.002,0.448,0.734,False,practice only,Ari->Toma:0.45
397,25,Fay,Lio,Glassgarden Guild,0.475,0.006,0.481,0.788,True,regional repair route,Fay->Lio:0.48
398,25,Nia,Sera,Index Guild,0.484,0.002,0.486,0.758,False,practice only,Nia->Sera:0.49
399,25,Milo,Ren,Signal Guild,0.531,0.002,0.533,0.804,False,practice only,Milo->Ren:0.53
400,26,Ivo,Mara,Seed Guild,0.566,0.002,0.568,0.821,False,practice only,Ivo->Mara:0.57
401,26,Ari,Toma,Bridgewright Guild,0.448,0.002,0.45,0.74,False,practice only,Ari->Toma:0.45
402,26,Fay,Lio,Glassgarden Guild,0.481,0.002,0.483,0.794,False,regional repair route,Fay->Lio:0.48
403,26,Nia,Sera,Index Guild,0.486,0.006,0.492,0.776,False,practice only,Nia->Sera:0.49
404,26,Milo,Ren,Signal Guild,0.533,0.002,0.535,0.81,False,practice only,Milo->Ren:0.54
405,26,Ivo,Mara,Seed Guild,0.568,0.002,0.57,0.827,False,practice only,Ivo->Mara:0.57
406,26,Ari,Toma,Bridgewright Guild,0.45,0.002,0.452,0.746,False,practice only,Ari->Toma:0.45
407,26,Fay,Lio,Glassgarden Guild,0.483,0.002,0.485,0.8,False,regional repair route,Fay->Lio:0.49
408,26,Nia,Sera,Index Guild,0.492,0.006,0.498,0.794,False,practice only,Nia->Sera:0.50
409,26,Milo,Ren,Signal Guild,0.535,0.002,0.537,0.816,False,practice only,Milo->Ren:0.54
410,26,Ivo,Mara,Seed Guild,0.57,0.002,0.572,0.833,False,practice only,Ivo->Mara:0.57
411,26,Ari,Toma,Bridgewright Guild,0.452,0.002,0.454,0.752,False,practice only,Ari->Toma:0.45
412,26,Fay,Lio,Glassgarden Guild,0.485,0.002,0.487,0.806,False,regional repair route,Fay->Lio:0.49
413,26,Nia,Sera,Index Guild,0.498,0.006,0.504,0.812,False,practice only,Nia->Sera:0.50
414,26,Milo,Ren,Signal Guild,0.537,0.002,0.539,0.822,False,practice only,Milo->Ren:0.54
415,26,Ivo,Mara,Seed Guild,0.572,0.002,0.574,0.814,False,practice only,Ivo->Mara:0.57
416,27,Ari,Toma,Bridgewright Guild,0.454,0.002,0.456,0.733,False,practice only,Ari->Toma:0.46
417,27,Fay,Lio,Glassgarden Guild,0.487,0.002,0.489,0.812,False,regional repair route,Fay->Lio:0.49
418,27,Nia,Sera,Index Guild,0.504,0.002,0.506,0.818,False,practice only,Nia->Sera:0.51
419,27,Milo,Ren,Signal Guild,0.539,0.006,0.545,0.84,False,practice only,Milo->Ren:0.55
420,27,Ivo,Mara,Seed Guild,0.574,0.002,0.576,0.82,False,practice only,Ivo->Mara:0.58
421,27,Ari,Toma,Bridgewright Guild,0.456,0.002,0.458,0.739,False,practice only,Ari->Toma:0.46
422,27,Fay,Lio,Glassgarden Guild,0.489,0.002,0.491,0.818,False,regional repair route,Fay->Lio:0.49
423,27,Nia,Sera,Index Guild,0.506,0.002,0.508,0.824,False,practice only,Nia->Sera:0.51
424,27,Milo,Ren,Signal Guild,0.545,0.006,0.551,0.84,False,practice only,Milo->Ren:0.55
425,27,Ivo,Mara,Seed Guild,0.576,0.002,0.578,0.826,False,practice only,Ivo->Mara:0.58
426,27,Ari,Toma,Bridgewright Guild,0.458,0.002,0.46,0.745,False,practice only,Ari->Toma:0.46
427,27,Fay,Lio,Glassgarden Guild,0.491,0.002,0.493,0.824,False,regional repair route,Fay->Lio:0.49
428,27,Nia,Sera,Index Guild,0.508,0.002,0.51,0.83,False,practice only,Nia->Sera:0.51
429,27,Milo,Ren,Signal Guild,0.551,0.006,0.557,0.84,False,practice only,Milo->Ren:0.56
430,27,Ivo,Mara,Seed Guild,0.578,0.002,0.58,0.832,False,practice only,Ivo->Mara:0.58
431,27,Ari,Toma,Bridgewright Guild,0.46,0.002,0.462,0.726,False,practice only,Ari->Toma:0.46
432,28,Fay,Lio,Glassgarden Guild,0.493,0.002,0.495,0.805,False,regional repair route,Fay->Lio:0.50
433,28,Nia,Sera,Index Guild,0.51,0.002,0.512,0.836,True,regional repair route,Nia->Sera:0.51
434,28,Milo,Ren,Signal Guild,0.557,0.002,0.559,0.84,False,practice only,Milo->Ren:0.56
435,28,Ivo,Mara,Seed Guild,0.58,0.006,0.586,0.84,False,practice only,Ivo->Mara:0.59
436,28,Ari,Toma,Bridgewright Guild,0.462,0.002,0.464,0.732,False,practice only,Ari->Toma:0.46
437,28,Fay,Lio,Glassgarden Guild,0.495,0.002,0.497,0.811,False,regional repair route,Fay->Lio:0.50
438,28,Nia,Sera,Index Guild,0.512,0.002,0.514,0.84,False,regional repair route,Nia->Sera:0.51
439,28,Milo,Ren,Signal Guild,0.559,0.002,0.561,0.84,False,practice only,Milo->Ren:0.56
440,28,Ivo,Mara,Seed Guild,0.586,0.006,0.592,0.84,False,practice only,Ivo->Mara:0.59
441,28,Ari,Toma,Bridgewright Guild,0.464,0.002,0.466,0.738,False,practice only,Ari->Toma:0.47
442,28,Fay,Lio,Glassgarden Guild,0.497,0.002,0.499,0.817,False,regional repair route,Fay->Lio:0.50
443,28,Nia,Sera,Index Guild,0.514,0.002,0.516,0.84,False,regional repair route,Nia->Sera:0.52
444,28,Milo,Ren,Signal Guild,0.561,0.002,0.563,0.84,False,practice only,Milo->Ren:0.56
445,28,Ivo,Mara,Seed Guild,0.592,0.006,0.598,0.84,False,practice only,Ivo->Mara:0.60
446,28,Ari,Toma,Bridgewright Guild,0.466,0.002,0.468,0.744,False,practice only,Ari->Toma:0.47
447,28,Fay,Lio,Glassgarden Guild,0.499,0.002,0.501,0.798,False,regional repair route,Fay->Lio:0.50
448,29,Nia,Sera,Index Guild,0.516,0.002,0.518,0.821,False,regional repair route,Nia->Sera:0.52
449,29,Milo,Ren,Signal Guild,0.563,0.002,0.565,0.84,False,practice only,Milo->Ren:0.57
450,29,Ivo,Mara,Seed Guild,0.598,0.002,0.6,0.84,False,practice only,Ivo->Mara:0.60
451,29,Ari,Toma,Bridgewright Guild,0.468,0.006,0.474,0.762,False,practice only,Ari->Toma:0.47
452,29,Fay,Lio,Glassgarden Guild,0.501,0.002,0.503,0.804,False,regional repair route,Fay->Lio:0.50
453,29,Nia,Sera,Index Guild,0.518,0.002,0.52,0.827,False,regional repair route,Nia->Sera:0.52
454,29,Milo,Ren,Signal Guild,0.565,0.002,0.567,0.84,False,practice only,Milo->Ren:0.57
455,29,Ivo,Mara,Seed Guild,0.6,0.002,0.602,0.84,False,practice only,Ivo->Mara:0.60
456,29,Ari,Toma,Bridgewright Guild,0.474,0.006,0.48,0.78,True,regional repair route,Ari->Toma:0.48
457,29,Fay,Lio,Glassgarden Guild,0.503,0.002,0.505,0.81,False,regional repair route,Fay->Lio:0.51
458,29,Nia,Sera,Index Guild,0.52,0.002,0.522,0.833,False,regional repair route,Nia->Sera:0.52
459,29,Milo,Ren,Signal Guild,0.567,0.002,0.569,0.84,False,practice only,Milo->Ren:0.57
460,29,Ivo,Mara,Seed Guild,0.602,0.002,0.604,0.84,False,practice only,Ivo->Mara:0.60
461,29,Ari,Toma,Bridgewright Guild,0.48,0.006,0.486,0.798,False,regional repair route,Ari->Toma:0.49
462,29,Fay,Lio,Glassgarden Guild,0.505,0.002,0.507,0.816,False,regional repair route,Fay->Lio:0.51
463,29,Nia,Sera,Index Guild,0.522,0.002,0.524,0.814,False,regional repair route,Nia->Sera:0.52
464,30,Ivo,Mara,Seed Guild,0.604,0.002,0.606,0.821,False,practice only,Ivo->Mara:0.61
465,30,Ari,Toma,Bridgewright Guild,0.486,0.002,0.488,0.804,False,regional repair route,Ari->Toma:0.49
466,30,Fay,Lio,Glassgarden Guild,0.507,0.002,0.509,0.822,False,regional repair route,Fay->Lio:0.51
467,30,Nia,Sera,Index Guild,0.524,0.006,0.53,0.832,False,regional repair route,Nia->Sera:0.53
468,30,Milo,Ren,Signal Guild,0.569,0.002,0.571,0.84,False,practice only,Milo->Ren:0.57
469,30,Ivo,Mara,Seed Guild,0.606,0.002,0.608,0.827,False,practice only,Ivo->Mara:0.61
470,30,Ari,Toma,Bridgewright Guild,0.488,0.002,0.49,0.81,False,regional repair route,Ari->Toma:0.49
471,30,Fay,Lio,Glassgarden Guild,0.509,0.002,0.511,0.828,False,regional repair route,Fay->Lio:0.51
472,30,Nia,Sera,Index Guild,0.53,0.006,0.536,0.84,False,regional repair route,Nia->Sera:0.54
473,30,Milo,Ren,Signal Guild,0.571,0.002,0.573,0.84,False,practice only,Milo->Ren:0.57
474,30,Ivo,Mara,Seed Guild,0.608,0.002,0.61,0.833,False,practice only,Ivo->Mara:0.61
475,30,Ari,Toma,Bridgewright Guild,0.49,0.002,0.492,0.816,False,regional repair route,Ari->Toma:0.49
476,30,Fay,Lio,Glassgarden Guild,0.511,0.002,0.513,0.834,False,regional repair route,Fay->Lio:0.51
477,30,Nia,Sera,Index Guild,0.536,0.006,0.542,0.84,False,regional repair route,Nia->Sera:0.54
478,30,Milo,Ren,Signal Guild,0.573,0.002,0.575,0.84,False,practice only,Milo->Ren:0.58
479,30,Ivo,Mara,Seed Guild,0.61,0.002,0.612,0.814,False,practice only,Ivo->Mara:0.61
480,31,Ari,Toma,Bridgewright Guild,0.492,0.002,0.494,0.797,False,regional repair route,Ari->Toma:0.49
481,31,Fay,Lio,Glassgarden Guild,0.513,0.002,0.515,0.84,False,regional repair route,Fay->Lio:0.52
482,31,Nia,Sera,Index Guild,0.542,0.002,0.544,0.84,False,regional repair route,Nia->Sera:0.54
483,31,Milo,Ren,Signal Guild,0.575,0.006,0.581,0.84,True,regional repair route,Milo->Ren:0.58
484,31,Ivo,Mara,Seed Guild,0.612,0.002,0.614,0.82,False,practice only,Ivo->Mara:0.61
485,31,Ari,Toma,Bridgewright Guild,0.494,0.002,0.496,0.803,False,regional repair route,Ari->Toma:0.50
486,31,Fay,Lio,Glassgarden Guild,0.515,0.002,0.517,0.84,False,regional repair route,Fay->Lio:0.52
487,31,Nia,Sera,Index Guild,0.544,0.002,0.546,0.84,False,regional repair route,Nia->Sera:0.55
488,31,Milo,Ren,Signal Guild,0.581,0.006,0.587,0.84,False,regional repair route,Milo->Ren:0.59
489,31,Ivo,Mara,Seed Guild,0.614,0.002,0.616,0.826,False,practice only,Ivo->Mara:0.62
490,31,Ari,Toma,Bridgewright Guild,0.496,0.002,0.498,0.809,False,regional repair route,Ari->Toma:0.50
491,31,Fay,Lio,Glassgarden Guild,0.517,0.002,0.519,0.84,False,regional repair route,Fay->Lio:0.52
492,31,Nia,Sera,Index Guild,0.546,0.002,0.548,0.84,False,regional repair route,Nia->Sera:0.55
493,31,Milo,Ren,Signal Guild,0.587,0.006,0.593,0.84,False,regional repair route,Milo->Ren:0.59
494,31,Ivo,Mara,Seed Guild,0.616,0.002,0.618,0.832,False,practice only,Ivo->Mara:0.62
495,31,Ari,Toma,Bridgewright Guild,0.498,0.002,0.5,0.79,False,regional repair route,Ari->Toma:0.50
496,32,Fay,Lio,Glassgarden Guild,0.519,0.002,0.521,0.821,False,regional repair route,Fay->Lio:0.52
497,32,Nia,Sera,Index Guild,0.548,0.002,0.55,0.84,False,regional repair route,Nia->Sera:0.55
498,32,Milo,Ren,Signal Guild,0.593,0.002,0.595,0.84,False,regional repair route,Milo->Ren:0.60
499,32,Ivo,Mara,Seed Guild,0.618,0.006,0.624,0.84,False,practice only,Ivo->Mara:0.62
500,32,Ari,Toma,Bridgewright Guild,0.5,0.002,0.502,0.796,False,regional repair route,Ari->Toma:0.50
501,32,Fay,Lio,Glassgarden Guild,0.521,0.002,0.523,0.827,False,regional repair route,Fay->Lio:0.52
502,32,Nia,Sera,Index Guild,0.55,0.002,0.552,0.84,False,regional repair route,Nia->Sera:0.55
503,32,Milo,Ren,Signal Guild,0.595,0.002,0.597,0.84,False,regional repair route,Milo->Ren:0.60
504,32,Ivo,Mara,Seed Guild,0.624,0.006,0.63,0.84,False,practice only,Ivo->Mara:0.63
505,32,Ari,Toma,Bridgewright Guild,0.502,0.002,0.504,0.802,False,regional repair route,Ari->Toma:0.50
506,32,Fay,Lio,Glassgarden Guild,0.523,0.002,0.525,0.833,False,regional repair route,Fay->Lio:0.53
