tick_id,day,season,region,forecast_key,stored_by,hazard,risk_score,valid_until_day,used_for_route,forecast_revision,public_archive_visible
219,16,spring_rain,central_exchange,forecast:central_repair_ring:d16:r9,Juno,crowded repair yard,0.465804,21,central_repair_ring,9,True
220,16,spring_rain,riverbend,forecast:riverbend_roofward:d16:r7,Ari,river flood,0.420454,21,riverbend_roofward,7,True
221,16,spring_rain,roofward,forecast:roofward_archive:d16:r10,Fay,glasshouse heat surge,0.561357,21,roofward_archive,10,True
222,16,spring_rain,archive_quarter,forecast:archive_signal:d16:r10,Nia,wind archive scatter,0.535385,21,archive_signal,10,True
223,16,spring_rain,signal_ridge,forecast:signal_orchard:d16:r9,Milo,dusk ice,0.42492,21,signal_orchard,9,True
224,17,spring_rain,orchard_fen,forecast:orchard_riverbend:d17:r9,Ivo,fen mud,0.449628,22,orchard_riverbend,10,True
225,17,spring_rain,central_exchange,forecast:central_repair_ring:d17:r9,Juno,crowded repair yard,0.465804,22,central_repair_ring,9,True
226,17,spring_rain,riverbend,forecast:riverbend_roofward:d17:r7,Ari,river flood,0.420454,22,riverbend_roofward,7,True
227,17,spring_rain,roofward,forecast:roofward_archive:d17:r10,Fay,glasshouse heat surge,0.561357,22,roofward_archive,10,True
228,17,spring_rain,archive_quarter,forecast:archive_signal:d17:r10,Nia,wind archive scatter,0.535385,22,archive_signal,10,True
229,17,spring_rain,signal_ridge,forecast:signal_orchard:d17:r9,Milo,dusk ice,0.42492,22,signal_orchard,9,True
230,17,spring_rain,orchard_fen,forecast:orchard_riverbend:d17:r10,Ivo,fen mud,0.449628,22,orchard_riverbend,10,True
231,17,spring_rain,central_exchange,forecast:central_repair_ring:d17:r9,Juno,crowded repair yard,0.565305,22,central_repair_ring,10,True
232,17,spring_rain,riverbend,forecast:riverbend_roofward:d17:r7,Ari,river flood,0.420454,22,riverbend_roofward,7,True
233,17,spring_rain,roofward,forecast:roofward_archive:d17:r10,Fay,glasshouse heat surge,0.561357,22,roofward_archive,10,True
234,17,spring_rain,archive_quarter,forecast:archive_signal:d17:r10,Nia,wind archive scatter,0.535385,22,archive_signal,10,True
235,17,spring_rain,signal_ridge,forecast:signal_orchard:d17:r9,Milo,dusk ice,0.42492,22,signal_orchard,9,True
236,17,spring_rain,orchard_fen,forecast:orchard_riverbend:d17:r10,Ivo,fen mud,0.449628,22,orchard_riverbend,10,True
237,17,spring_rain,central_exchange,forecast:central_repair_ring:d17:r10,Juno,crowded repair yard,0.565305,22,central_repair_ring,10,True
238,18,spring_rain,riverbend,forecast:riverbend_roofward:d18:r7,Toma,river flood,0.509407,23,riverbend_roofward,8,True
239,18,spring_rain,roofward,forecast:roofward_archive:d18:r10,Fay,glasshouse heat surge,0.561357,23,roofward_archive,10,True
240,18,spring_rain,archive_quarter,forecast:archive_signal:d18:r10,Nia,wind archive scatter,0.535385,23,archive_signal,10,True
241,18,spring_rain,signal_ridge,forecast:signal_orchard:d18:r9,Milo,dusk ice,0.42492,23,signal_orchard,9,True
242,18,spring_rain,orchard_fen,forecast:orchard_riverbend:d18:r10,Ivo,fen mud,0.449628,23,orchard_riverbend,10,True
243,18,spring_rain,central_exchange,forecast:central_repair_ring:d18:r10,Juno,crowded repair yard,0.565305,23,central_repair_ring,10,True
244,18,spring_rain,riverbend,forecast:riverbend_roofward:d18:r8,Toma,river flood,0.577514,23,riverbend_roofward,9,True
245,18,spring_rain,roofward,forecast:roofward_archive:d18:r10,Fay,glasshouse heat surge,0.46246,23,roofward_archive,11,True
246,18,spring_rain,archive_quarter,forecast:archive_signal:d18:r10,Nia,wind archive scatter,0.535385,23,archive_signal,10,True
247,18,spring_rain,signal_ridge,forecast:signal_orchard:d18:r9,Milo,dusk ice,0.42492,23,signal_orchard,9,True
248,18,spring_rain,orchard_fen,forecast:orchard_riverbend:d18:r10,Ivo,fen mud,0.449628,23,orchard_riverbend,10,True
249,18,spring_rain,central_exchange,forecast:central_repair_ring:d18:r10,Pax,crowded repair yard,0.565305,23,central_repair_ring,10,True
250,18,spring_rain,riverbend,forecast:riverbend_roofward:d18:r9,Toma,river flood,0.510184,23,riverbend_roofward,10,True
251,18,spring_rain,roofward,forecast:roofward_archive:d18:r11,Fay,glasshouse heat surge,0.46246,23,roofward_archive,11,True
252,19,summer_dry,archive_quarter,forecast:archive_signal:d19:r10,Nia,wind archive scatter,0.303988,25,archive_signal,11,True
253,19,summer_dry,signal_ridge,forecast:signal_orchard:d19:r9,Milo,dusk ice,0.42492,25,signal_orchard,9,True
254,19,summer_dry,orchard_fen,forecast:orchard_riverbend:d19:r10,Ivo,fen mud,0.449628,25,orchard_riverbend,10,True
255,19,summer_dry,central_exchange,forecast:central_repair_ring:d19:r10,Pax,crowded repair yard,0.565305,25,central_repair_ring,10,True
256,19,summer_dry,riverbend,forecast:riverbend_roofward:d19:r10,Toma,river flood,0.510184,25,riverbend_roofward,10,True
257,19,summer_dry,roofward,forecast:roofward_archive:d19:r11,Fay,glasshouse heat surge,0.240369,25,roofward_archive,12,True
258,19,summer_dry,archive_quarter,forecast:archive_signal:d19:r11,Nia,wind archive scatter,0.303988,25,archive_signal,11,True
259,19,summer_dry,signal_ridge,forecast:signal_orchard:d19:r9,Milo,dusk ice,0.402658,25,signal_orchard,10,True
260,19,summer_dry,orchard_fen,forecast:orchard_riverbend:d19:r10,Ivo,fen mud,0.449628,25,orchard_riverbend,10,True
261,19,summer_dry,central_exchange,forecast:central_repair_ring:d19:r10,Pax,crowded repair yard,0.565305,25,central_repair_ring,10,True
262,19,summer_dry,riverbend,forecast:riverbend_roofward:d19:r10,Toma,river flood,0.510184,25,riverbend_roofward,10,True
263,19,summer_dry,roofward,forecast:roofward_archive:d19:r12,Fay,glasshouse heat surge,0.221383,25,roofward_archive,13,True
264,19,summer_dry,archive_quarter,forecast:archive_signal:d19:r11,Nia,wind archive scatter,0.303988,25,archive_signal,11,True
265,19,summer_dry,signal_ridge,forecast:signal_orchard:d19:r10,Milo,dusk ice,0.402658,25,signal_orchard,10,True
266,20,summer_dry,orchard_fen,forecast:orchard_riverbend:d20:r10,Ivo,fen mud,0.409576,26,orchard_riverbend,11,True
267,20,summer_dry,central_exchange,forecast:central_repair_ring:d20:r10,Pax,crowded repair yard,0.565305,26,central_repair_ring,10,True
268,20,summer_dry,riverbend,forecast:riverbend_roofward:d20:r10,Toma,river flood,0.510184,26,riverbend_roofward,10,True
269,20,summer_dry,roofward,forecast:roofward_archive:d20:r13,Fay,glasshouse heat surge,0.221383,26,roofward_archive,13,True
270,20,summer_dry,archive_quarter,forecast:archive_signal:d20:r11,Nia,wind archive scatter,0.239197,26,archive_signal,12,True
271,20,summer_dry,signal_ridge,forecast:signal_orchard:d20:r10,Milo,dusk ice,0.402658,26,signal_orchard,10,True
272,20,summer_dry,orchard_fen,forecast:orchard_riverbend:d20:r11,Ivo,fen mud,0.409576,26,orchard_riverbend,11,True
273,20,summer_dry,central_exchange,forecast:central_repair_ring:d20:r10,Pax,crowded repair yard,0.355565,26,central_repair_ring,11,True
274,20,summer_dry,riverbend,forecast:riverbend_roofward:d20:r10,Toma,river flood,0.510184,26,riverbend_roofward,10,True
275,20,summer_dry,roofward,forecast:roofward_archive:d20:r13,Fay,glasshouse heat surge,0.221383,26,roofward_archive,13,True
276,20,summer_dry,archive_quarter,forecast:archive_signal:d20:r12,Nia,wind archive scatter,0.264255,26,archive_signal,13,True
277,20,summer_dry,signal_ridge,forecast:signal_orchard:d20:r10,Milo,dusk ice,0.402658,26,signal_orchard,10,True
278,20,summer_dry,orchard_fen,forecast:orchard_riverbend:d20:r11,Ivo,fen mud,0.409576,26,orchard_riverbend,11,True
279,20,summer_dry,central_exchange,forecast:central_repair_ring:d20:r11,Pax,crowded repair yard,0.355565,26,central_repair_ring,11,True
280,21,summer_dry,roofward,forecast:roofward_archive:d21:r13,Fay,glasshouse heat surge,0.259267,27,roofward_archive,14,True
281,21,summer_dry,archive_quarter,forecast:archive_signal:d21:r13,Nia,wind archive scatter,0.264255,27,archive_signal,13,True
282,21,summer_dry,signal_ridge,forecast:signal_orchard:d21:r10,Milo,dusk ice,0.266824,27,signal_orchard,11,True
283,21,summer_dry,orchard_fen,forecast:orchard_riverbend:d21:r11,Ivo,fen mud,0.409576,27,orchard_riverbend,11,True
284,21,summer_dry,central_exchange,forecast:central_repair_ring:d21:r11,Pax,crowded repair yard,0.355565,27,central_repair_ring,11,True
285,21,summer_dry,riverbend,forecast:riverbend_roofward:d21:r10,Toma,river flood,0.510184,27,riverbend_roofward,10,True
286,21,summer_dry,roofward,forecast:roofward_archive:d21:r14,Fay,glasshouse heat surge,0.259267,27,roofward_archive,14,True
287,21,summer_dry,archive_quarter,forecast:archive_signal:d21:r13,Nia,wind archive scatter,0.184871,27,archive_signal,14,True
288,21,summer_dry,signal_ridge,forecast:signal_orchard:d21:r11,Milo,dusk ice,0.358391,27,signal_orchard,12,True
289,21,summer_dry,orchard_fen,forecast:orchard_riverbend:d21:r11,Ivo,fen mud,0.409576,27,orchard_riverbend,11,True
290,21,summer_dry,central_exchange,forecast:central_repair_ring:d21:r11,Pax,crowded repair yard,0.355565,27,central_repair_ring,11,True
291,21,summer_dry,riverbend,forecast:riverbend_roofward:d21:r10,Toma,river flood,0.510184,27,riverbend_roofward,10,True
292,21,summer_dry,roofward,forecast:roofward_archive:d21:r14,Fay,glasshouse heat surge,0.259267,27,roofward_archive,14,True
293,21,summer_dry,archive_quarter,forecast:archive_signal:d21:r14,Nia,wind archive scatter,0.184871,27,archive_signal,14,True
294,22,summer_dry,signal_ridge,forecast:signal_orchard:d22:r12,Milo,dusk ice,0.211229,28,signal_orchard,13,True
295,22,summer_dry,orchard_fen,forecast:orchard_riverbend:d22:r11,Ivo,fen mud,0.311961,28,orchard_riverbend,12,True
296,22,summer_dry,central_exchange,forecast:central_repair_ring:d22:r11,Pax,crowded repair yard,0.355565,28,central_repair_ring,11,True
297,22,summer_dry,riverbend,forecast:riverbend_roofward:d22:r10,Toma,river flood,0.510184,28,riverbend_roofward,10,True
298,22,summer_dry,roofward,forecast:roofward_archive:d22:r14,Fay,glasshouse heat surge,0.259267,28,roofward_archive,14,True
299,22,summer_dry,archive_quarter,forecast:archive_signal:d22:r14,Nia,wind archive scatter,0.184871,28,archive_signal,14,True
300,22,summer_dry,signal_ridge,forecast:signal_orchard:d22:r13,Milo,dusk ice,0.211229,28,signal_orchard,13,True
301,22,summer_dry,orchard_fen,forecast:orchard_riverbend:d22:r12,Ivo,fen mud,0.327829,28,orchard_riverbend,13,True
302,22,summer_dry,central_exchange,forecast:central_repair_ring:d22:r11,Pax,crowded repair yard,0.355565,28,central_repair_ring,11,True
303,22,summer_dry,riverbend,forecast:riverbend_roofward:d22:r10,Toma,river flood,0.510184,28,riverbend_roofward,10,True
304,22,summer_dry,roofward,forecast:roofward_archive:d22:r14,Fay,glasshouse heat surge,0.259267,28,roofward_archive,14,True
305,22,summer_dry,archive_quarter,forecast:archive_signal:d22:r14,Nia,wind archive scatter,0.184871,28,archive_signal,14,True
306,22,summer_dry,signal_ridge,forecast:signal_orchard:d22:r13,Milo,dusk ice,0.211229,28,signal_orchard,13,True
307,22,summer_dry,orchard_fen,forecast:orchard_riverbend:d22:r13,Ivo,fen mud,0.375472,28,orchard_riverbend,14,True
308,23,summer_dry,central_exchange,forecast:central_repair_ring:d23:r11,Pax,crowded repair yard,0.340038,29,central_repair_ring,12,True
309,23,summer_dry,riverbend,forecast:riverbend_roofward:d23:r10,Toma,river flood,0.510184,29,riverbend_roofward,10,True
310,23,summer_dry,roofward,forecast:roofward_archive:d23:r14,Fay,glasshouse heat surge,0.259267,29,roofward_archive,14,True
311,23,summer_dry,archive_quarter,forecast:archive_signal:d23:r14,Nia,wind archive scatter,0.184871,29,archive_signal,14,True
312,23,summer_dry,signal_ridge,forecast:signal_orchard:d23:r13,Milo,dusk ice,0.211229,29,signal_orchard,13,True
313,23,summer_dry,orchard_fen,forecast:orchard_riverbend:d23:r14,Ivo,fen mud,0.375472,29,orchard_riverbend,14,True
314,23,summer_dry,central_exchange,forecast:central_repair_ring:d23:r12,Pax,crowded repair yard,0.378891,29,central_repair_ring,13,True
315,23,summer_dry,riverbend,forecast:riverbend_roofward:d23:r10,Toma,river flood,0.253732,29,riverbend_roofward,11,True
316,23,summer_dry,roofward,forecast:roofward_archive:d23:r14,Fay,glasshouse heat surge,0.259267,29,roofward_archive,14,True
317,23,summer_dry,archive_quarter,forecast:archive_signal:d23:r14,Nia,wind archive scatter,0.184871,29,archive_signal,14,True
318,23,summer_dry,signal_ridge,forecast:signal_orchard:d23:r13,Milo,dusk ice,0.211229,29,signal_orchard,13,True
319,23,summer_dry,orchard_fen,forecast:orchard_riverbend:d23:r14,Ivo,fen mud,0.375472,29,orchard_riverbend,14,True
320,23,summer_dry,central_exchange,forecast:central_repair_ring:d23:r13,Pax,crowded repair yard,0.303369,29,central_repair_ring,14,True
321,23,summer_dry,riverbend,forecast:riverbend_roofward:d23:r11,Toma,river flood,0.253732,29,riverbend_roofward,11,True
322,24,summer_dry,roofward,forecast:roofward_archive:d24:r14,Fay,glasshouse heat surge,0.183475,30,roofward_archive,15,True
323,24,summer_dry,archive_quarter,forecast:archive_signal:d24:r14,Nia,wind archive scatter,0.184871,30,archive_signal,14,True
324,24,summer_dry,signal_ridge,forecast:signal_orchard:d24:r13,Milo,dusk ice,0.211229,30,signal_orchard,13,True
325,24,summer_dry,orchard_fen,forecast:orchard_riverbend:d24:r14,Ivo,fen mud,0.375472,30,orchard_riverbend,14,True
326,24,summer_dry,central_exchange,forecast:central_repair_ring:d24:r14,Pax,crowded repair yard,0.303369,30,central_repair_ring,14,True
327,24,summer_dry,riverbend,forecast:riverbend_roofward:d24:r11,Toma,river flood,0.253732,30,riverbend_roofward,11,True
328,24,summer_dry,roofward,forecast:roofward_archive:d24:r15,Fay,glasshouse heat surge,0.183475,30,roofward_archive,15,True
329,24,summer_dry,archive_quarter,forecast:archive_signal:d24:r14,Nia,wind archive scatter,0.292244,30,archive_signal,15,True
330,24,summer_dry,signal_ridge,forecast:signal_orchard:d24:r13,Milo,dusk ice,0.211229,30,signal_orchard,13,True
331,24,summer_dry,orchard_fen,forecast:orchard_riverbend:d24:r14,Ivo,fen mud,0.375472,30,orchard_riverbend,14,True
332,24,summer_dry,central_exchange,forecast:central_repair_ring:d24:r14,Pax,crowded repair yard,0.303369,30,central_repair_ring,14,True
333,24,summer_dry,riverbend,forecast:riverbend_roofward:d24:r11,Toma,river flood,0.253732,30,riverbend_roofward,11,True
334,24,summer_dry,roofward,forecast:roofward_archive:d24:r15,Fay,glasshouse heat surge,0.183475,30,roofward_archive,15,True
335,24,summer_dry,archive_quarter,forecast:archive_signal:d24:r15,Nia,wind archive scatter,0.292244,30,archive_signal,15,True
336,25,summer_dry,signal_ridge,forecast:signal_orchard:d25:r13,Milo,dusk ice,0.299624,31,signal_orchard,14,True
337,25,summer_dry,orchard_fen,forecast:orchard_riverbend:d25:r14,Ivo,fen mud,0.375472,31,orchard_riverbend,14,True
338,25,summer_dry,central_exchange,forecast:central_repair_ring:d25:r14,Pax,crowded repair yard,0.303369,31,central_repair_ring,14,True
339,25,summer_dry,riverbend,forecast:riverbend_roofward:d25:r11,Toma,river flood,0.253732,31,riverbend_roofward,11,True
340,25,summer_dry,roofward,forecast:roofward_archive:d25:r15,Fay,glasshouse heat surge,0.183475,31,roofward_archive,15,True
341,25,summer_dry,archive_quarter,forecast:archive_signal:d25:r15,Nia,wind archive scatter,0.292244,31,archive_signal,15,True
342,25,summer_dry,signal_ridge,forecast:signal_orchard:d25:r14,Milo,dusk ice,0.299624,31,signal_orchard,14,True
343,25,summer_dry,orchard_fen,forecast:orchard_riverbend:d25:r14,Ivo,fen mud,0.259212,31,orchard_riverbend,15,True
344,25,summer_dry,central_exchange,forecast:central_repair_ring:d25:r14,Pax,crowded repair yard,0.303369,31,central_repair_ring,14,True
345,25,summer_dry,riverbend,forecast:riverbend_roofward:d25:r11,Toma,river flood,0.253732,31,riverbend_roofward,11,True
346,25,summer_dry,roofward,forecast:roofward_archive:d25:r15,Fay,glasshouse heat surge,0.183475,31,roofward_archive,15,True
347,25,summer_dry,archive_quarter,forecast:archive_signal:d25:r15,Nia,wind archive scatter,0.292244,31,archive_signal,15,True
348,25,summer_dry,signal_ridge,forecast:signal_orchard:d25:r14,Milo,dusk ice,0.299624,31,signal_orchard,14,True
349,25,summer_dry,orchard_fen,forecast:orchard_riverbend:d25:r15,Ivo,fen mud,0.259212,31,orchard_riverbend,15,True
350,26,summer_dry,central_exchange,forecast:central_repair_ring:d26:r14,Pax,crowded repair yard,0.239023,32,central_repair_ring,15,True
351,26,summer_dry,riverbend,forecast:riverbend_roofward:d26:r11,Toma,river flood,0.253732,32,riverbend_roofward,11,True
352,26,summer_dry,roofward,forecast:roofward_archive:d26:r15,Fay,glasshouse heat surge,0.183475,32,roofward_archive,15,True
353,26,summer_dry,archive_quarter,forecast:archive_signal:d26:r15,Nia,wind archive scatter,0.292244,32,archive_signal,15,True
354,26,summer_dry,signal_ridge,forecast:signal_orchard:d26:r14,Milo,dusk ice,0.299624,32,signal_orchard,14,True
355,26,summer_dry,orchard_fen,forecast:orchard_riverbend:d26:r15,Ivo,fen mud,0.259212,32,orchard_riverbend,15,True
356,26,summer_dry,central_exchange,forecast:central_repair_ring:d26:r15,Pax,crowded repair yard,0.239023,32,central_repair_ring,15,True
357,26,summer_dry,riverbend,forecast:riverbend_roofward:d26:r11,Toma,river flood,0.311525,32,riverbend_roofward,12,True
358,26,summer_dry,roofward,forecast:roofward_archive:d26:r15,Fay,glasshouse heat surge,0.183475,32,roofward_archive,15,True
359,26,summer_dry,archive_quarter,forecast:archive_signal:d26:r15,Nia,wind archive scatter,0.292244,32,archive_signal,15,True
360,26,summer_dry,signal_ridge,forecast:signal_orchard:d26:r14,Milo,dusk ice,0.299624,32,signal_orchard,14,True
361,26,summer_dry,orchard_fen,forecast:orchard_riverbend:d26:r15,Ivo,fen mud,0.259212,32,orchard_riverbend,15,True
362,26,summer_dry,central_exchange,forecast:central_repair_ring:d26:r15,Pax,crowded repair yard,0.239023,32,central_repair_ring,15,True
363,26,summer_dry,riverbend,forecast:riverbend_roofward:d26:r12,Toma,river flood,0.311525,32,riverbend_roofward,12,True
364,27,summer_dry,roofward,forecast:roofward_archive:d27:r15,Fay,glasshouse heat surge,0.291853,33,roofward_archive,16,True
365,27,summer_dry,archive_quarter,forecast:archive_signal:d27:r15,Nia,wind archive scatter,0.292244,33,archive_signal,15,True
366,27,summer_dry,signal_ridge,forecast:signal_orchard:d27:r14,Milo,dusk ice,0.299624,33,signal_orchard,14,True
367,27,summer_dry,orchard_fen,forecast:orchard_riverbend:d27:r15,Ivo,fen mud,0.259212,33,orchard_riverbend,15,True
368,27,summer_dry,central_exchange,forecast:central_repair_ring:d27:r15,Pax,crowded repair yard,0.239023,33,central_repair_ring,15,True
369,27,summer_dry,riverbend,forecast:riverbend_roofward:d27:r12,Toma,river flood,0.284507,33,riverbend_roofward,13,True
370,27,summer_dry,roofward,forecast:roofward_archive:d27:r16,Fay,glasshouse heat surge,0.291853,33,roofward_archive,16,True
371,27,summer_dry,archive_quarter,forecast:archive_signal:d27:r15,Nia,wind archive scatter,0.235908,33,archive_signal,16,True
372,27,summer_dry,signal_ridge,forecast:signal_orchard:d27:r14,Milo,dusk ice,0.299624,33,signal_orchard,14,True
373,27,summer_dry,orchard_fen,forecast:orchard_riverbend:d27:r15,Ivo,fen mud,0.259212,33,orchard_riverbend,15,True
374,27,summer_dry,central_exchange,forecast:central_repair_ring:d27:r15,Pax,crowded repair yard,0.239023,33,central_repair_ring,15,True
375,27,summer_dry,riverbend,forecast:riverbend_roofward:d27:r13,Toma,river flood,0.320142,33,riverbend_roofward,14,True
376,27,summer_dry,roofward,forecast:roofward_archive:d27:r16,Fay,glasshouse heat surge,0.291853,33,roofward_archive,16,True
377,27,summer_dry,archive_quarter,forecast:archive_signal:d27:r16,Nia,wind archive scatter,0.235908,33,archive_signal,16,True
378,28,summer_dry,orchard_fen,forecast:orchard_riverbend:d28:r15,Ivo,fen mud,0.269859,34,orchard_riverbend,16,True
379,28,summer_dry,central_exchange,forecast:central_repair_ring:d28:r15,Pax,crowded repair yard,0.239023,34,central_repair_ring,15,True
380,28,summer_dry,riverbend,forecast:riverbend_roofward:d28:r14,Toma,river flood,0.320142,34,riverbend_roofward,14,True
381,28,summer_dry,roofward,forecast:roofward_archive:d28:r16,Fay,glasshouse heat surge,0.365399,34,roofward_archive,17,True
382,28,summer_dry,archive_quarter,forecast:archive_signal:d28:r16,Nia,wind archive scatter,0.235908,34,archive_signal,16,True
383,28,summer_dry,signal_ridge,forecast:signal_orchard:d28:r14,Milo,dusk ice,0.299624,34,signal_orchard,14,True
384,28,summer_dry,orchard_fen,forecast:orchard_riverbend:d28:r16,Ivo,fen mud,0.269859,34,orchard_riverbend,16,True
385,28,summer_dry,central_exchange,forecast:central_repair_ring:d28:r15,Pax,crowded repair yard,0.177806,34,central_repair_ring,16,True
386,28,summer_dry,riverbend,forecast:riverbend_roofward:d28:r14,Toma,river flood,0.320142,34,riverbend_roofward,14,True
387,28,summer_dry,roofward,forecast:roofward_archive:d28:r17,Fay,glasshouse heat surge,0.342792,34,roofward_archive,18,True
388,28,summer_dry,archive_quarter,forecast:archive_signal:d28:r16,Nia,wind archive scatter,0.235908,34,archive_signal,16,True
389,28,summer_dry,signal_ridge,forecast:signal_orchard:d28:r14,Milo,dusk ice,0.299624,34,signal_orchard,14,True
390,28,summer_dry,orchard_fen,forecast:orchard_riverbend:d28:r16,Ivo,fen mud,0.269859,34,orchard_riverbend,16,True
391,28,summer_dry,central_exchange,forecast:central_repair_ring:d28:r16,Pax,crowded repair yard,0.177806,34,central_repair_ring,16,True
392,29,summer_dry,riverbend,forecast:riverbend_roofward:d29:r14,Toma,river flood,0.37332,35,riverbend_roofward,15,True
393,29,summer_dry,roofward,forecast:roofward_archive:d29:r18,Fay,glasshouse heat surge,0.342792,35,roofward_archive,18,True
394,29,summer_dry,archive_quarter,forecast:archive_signal:d29:r16,Nia,wind archive scatter,0.306534,35,archive_signal,17,True
395,29,summer_dry,signal_ridge,forecast:signal_orchard:d29:r14,Milo,dusk ice,0.299624,35,signal_orchard,14,True
396,29,summer_dry,orchard_fen,forecast:orchard_riverbend:d29:r16,Ivo,fen mud,0.269859,35,orchard_riverbend,16,True
397,29,summer_dry,central_exchange,forecast:central_repair_ring:d29:r16,Pax,crowded repair yard,0.177806,35,central_repair_ring,16,True
398,29,summer_dry,riverbend,forecast:riverbend_roofward:d29:r15,Toma,river flood,0.37332,35,riverbend_roofward,15,True
399,29,summer_dry,roofward,forecast:roofward_archive:d29:r18,Fay,glasshouse heat surge,0.293262,35,roofward_archive,19,True
400,29,summer_dry,archive_quarter,forecast:archive_signal:d29:r17,Nia,wind archive scatter,0.45591,35,archive_signal,18,True
401,29,summer_dry,signal_ridge,forecast:signal_orchard:d29:r14,Milo,dusk ice,0.299624,35,signal_orchard,14,True
402,29,summer_dry,orchard_fen,forecast:orchard_riverbend:d29:r16,Ivo,fen mud,0.269859,35,orchard_riverbend,16,True
403,29,summer_dry,central_exchange,forecast:central_repair_ring:d29:r16,Pax,crowded repair yard,0.177806,35,central_repair_ring,16,True
404,29,summer_dry,riverbend,forecast:riverbend_roofward:d29:r15,Toma,river flood,0.37332,35,riverbend_roofward,15,True
405,29,summer_dry,roofward,forecast:roofward_archive:d29:r19,Fay,glasshouse heat surge,0.293262,35,roofward_archive,19,True
406,30,summer_dry,archive_quarter,forecast:archive_signal:d30:r18,Nia,wind archive scatter,0.324935,36,archive_signal,19,True
407,30,summer_dry,signal_ridge,forecast:signal_orchard:d30:r14,Milo,dusk ice,0.367575,36,signal_orchard,15,True
408,30,summer_dry,orchard_fen,forecast:orchard_riverbend:d30:r16,Ivo,fen mud,0.269859,36,orchard_riverbend,16,True
409,30,summer_dry,central_exchange,forecast:central_repair_ring:d30:r16,Pax,crowded repair yard,0.177806,36,central_repair_ring,16,True
410,30,summer_dry,riverbend,forecast:riverbend_roofward:d30:r15,Toma,river flood,0.37332,36,riverbend_roofward,15,True
411,30,summer_dry,roofward,forecast:roofward_archive:d30:r19,Fay,glasshouse heat surge,0.293262,36,roofward_archive,19,True
412,30,summer_dry,archive_quarter,forecast:archive_signal:d30:r19,Nia,wind archive scatter,0.324935,36,archive_signal,19,True
413,30,summer_dry,signal_ridge,forecast:signal_orchard:d30:r15,Ren,dusk ice,0.213801,36,signal_orchard,16,True
414,30,summer_dry,orchard_fen,forecast:orchard_riverbend:d30:r16,Mara,fen mud,0.269859,36,orchard_riverbend,16,True
415,30,summer_dry,central_exchange,forecast:central_repair_ring:d30:r16,Pax,crowded repair yard,0.177806,36,central_repair_ring,16,True
416,30,summer_dry,riverbend,forecast:riverbend_roofward:d30:r15,Toma,river flood,0.37332,36,riverbend_roofward,15,True
417,30,summer_dry,roofward,forecast:roofward_archive:d30:r19,Fay,glasshouse heat surge,0.293262,36,roofward_archive,19,True
418,30,summer_dry,archive_quarter,forecast:archive_signal:d30:r19,Nia,wind archive scatter,0.324935,36,archive_signal,19,True
419,30,summer_dry,signal_ridge,forecast:signal_orchard:d30:r16,Ren,dusk ice,0.213944,36,signal_orchard,17,True
420,31,summer_dry,orchard_fen,forecast:orchard_riverbend:d31:r16,Mara,fen mud,0.186441,37,orchard_riverbend,17,True
421,31,summer_dry,central_exchange,forecast:central_repair_ring:d31:r16,Pax,crowded repair yard,0.177806,37,central_repair_ring,16,True
422,31,summer_dry,riverbend,forecast:riverbend_roofward:d31:r15,Toma,river flood,0.37332,37,riverbend_roofward,15,True
423,31,summer_dry,roofward,forecast:roofward_archive:d31:r19,Fay,glasshouse heat surge,0.293262,37,roofward_archive,19,True
424,31,summer_dry,archive_quarter,forecast:archive_signal:d31:r19,Nia,wind archive scatter,0.324935,37,archive_signal,19,True
425,31,summer_dry,signal_ridge,forecast:signal_orchard:d31:r17,Ren,dusk ice,0.213944,37,signal_orchard,17,True
426,31,summer_dry,orchard_fen,forecast:orchard_riverbend:d31:r17,Mara,fen mud,0.206283,37,orchard_riverbend,18,True
427,31,summer_dry,central_exchange,forecast:central_repair_ring:d31:r16,Pax,crowded repair yard,0.290266,37,central_repair_ring,17,True
428,31,summer_dry,riverbend,forecast:riverbend_roofward:d31:r15,Toma,river flood,0.37332,37,riverbend_roofward,15,True
429,31,summer_dry,roofward,forecast:roofward_archive:d31:r19,Fay,glasshouse heat surge,0.293262,37,roofward_archive,19,True
430,31,summer_dry,archive_quarter,forecast:archive_signal:d31:r19,Nia,wind archive scatter,0.324935,37,archive_signal,19,True
431,31,summer_dry,signal_ridge,forecast:signal_orchard:d31:r17,Ren,dusk ice,0.213944,37,signal_orchard,17,True
432,31,summer_dry,orchard_fen,forecast:orchard_riverbend:d31:r18,Mara,fen mud,0.341439,37,orchard_riverbend,19,True
433,31,summer_dry,central_exchange,forecast:central_repair_ring:d31:r17,Pax,crowded repair yard,0.290266,37,central_repair_ring,17,True
434,32,summer_dry,riverbend,forecast:riverbend_roofward:d32:r15,Toma,river flood,0.30181,38,riverbend_roofward,16,True
435,32,summer_dry,roofward,forecast:roofward_archive:d32:r19,Fay,glasshouse heat surge,0.293262,38,roofward_archive,19,True
436,32,summer_dry,archive_quarter,forecast:archive_signal:d32:r19,Nia,wind archive scatter,0.324935,38,archive_signal,19,True
437,32,summer_dry,signal_ridge,forecast:signal_orchard:d32:r17,Ren,dusk ice,0.213944,38,signal_orchard,17,True
438,32,summer_dry,orchard_fen,forecast:orchard_riverbend:d32:r19,Mara,fen mud,0.341439,38,orchard_riverbend,19,True
