tick_id,day,tick,project_id,subproject_id,assignee,delegated_by,role,dependency,dependency_ready,progress_before,progress_delta,progress_after,accepted,blocked_reason,visible_status
174,9,14,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
175,9,15,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.2592,0.02624,0.28544,True,none,material conflict: greenhouse_heat_loop priority
176,9,16,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
177,9,17,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.234,0.026,0.26,True,none,delegated progress
178,9,18,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
179,9,19,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.28544,0.032,0.31744,True,none,delegated progress
180,10,0,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.26,0.0,0.26,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
181,10,1,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
182,10,2,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.31744,0.02624,0.34368,True,none,material conflict: greenhouse_heat_loop priority
183,10,3,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
184,10,4,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.26,0.026,0.286,True,none,delegated progress
185,10,5,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
186,10,6,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.34368,0.032,0.37568,True,none,delegated progress
187,10,7,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
188,10,8,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.286,0.01924,0.30524,True,none,material conflict: archive_public_kiosk priority
189,10,9,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
190,10,10,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.37568,0.02624,0.40192,True,none,material conflict: greenhouse_heat_loop priority
191,10,11,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
192,10,12,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.30524,0.01924,0.32448,True,none,material conflict: archive_public_kiosk priority
193,10,13,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
194,10,14,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.40192,0.02624,0.42816,True,none,material conflict: greenhouse_heat_loop priority
195,10,15,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
196,10,16,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.32448,0.026,0.35048,True,none,delegated progress
197,10,17,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
198,10,18,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.42816,0.032,0.46016,True,none,delegated progress
199,10,19,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
200,11,0,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.0,0.02812,0.02812,True,none,material conflict: archive_public_kiosk priority
201,11,1,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
202,11,2,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.0,0.038,0.038,True,none,material conflict: greenhouse_heat_loop priority
203,11,3,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
204,11,4,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.02812,0.038,0.06612,True,none,delegated progress
205,11,5,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
206,11,6,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.038,0.038,0.076,True,none,delegated progress
207,11,7,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
208,11,8,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.06612,0.038,0.10412,True,none,delegated progress
209,11,9,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
210,11,10,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.076,0.038,0.114,True,none,delegated progress
211,11,11,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
212,11,12,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.10412,0.02812,0.13224,True,none,material conflict: archive_public_kiosk priority
213,11,13,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
214,11,14,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.114,0.02812,0.14212,True,none,material conflict: greenhouse_heat_loop priority
215,11,15,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
216,11,16,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.13224,0.038,0.17024,True,none,delegated progress
217,11,17,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
218,11,18,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.14212,0.038,0.18012,True,none,delegated progress
219,11,19,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
220,12,0,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.0,0.0,0.0,True,workshop over capacity,blocked: workshop over capacity
221,12,1,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.24648,0.026,0.27248,True,none,delegated progress
222,12,2,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.34056,0.0,0.34056,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
223,12,3,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.308,0.044,0.352,True,none,delegated progress
224,12,4,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.0,0.02132,0.02132,True,none,material conflict: archive_public_kiosk priority
225,12,5,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.27248,0.01924,0.29172,True,none,material conflict: dusk_signal_court priority
226,12,6,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.34056,0.044,0.38456,True,none,material conflict: greenhouse_heat_loop priority
227,12,7,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.352,0.03256,0.38456,True,none,material conflict: flood_bridge_market_route priority
228,12,8,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.02132,0.026,0.04732,True,none,delegated progress
229,12,9,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.29172,0.026,0.31772,True,none,material conflict: dusk_signal_court priority
230,12,10,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.38456,0.0,0.38456,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
231,12,11,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.38456,0.044,0.42856,True,none,material conflict: flood_bridge_market_route priority
232,12,12,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.04732,0.0,0.04732,True,workshop over capacity,blocked: workshop over capacity
233,12,13,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.31772,0.026,0.34372,True,none,delegated progress
234,12,14,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.38456,0.03256,0.41712,True,none,material conflict: greenhouse_heat_loop priority
235,12,15,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.42856,0.044,0.47256,True,none,delegated progress
236,12,16,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.04732,0.0,0.04732,True,material priority lost,blocked: material priority lost
237,12,17,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.34372,0.01924,0.36296,True,none,material conflict: dusk_signal_court priority
238,12,18,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.41712,0.03256,0.44968,True,none,material conflict: greenhouse_heat_loop priority
239,12,19,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.47256,0.03256,0.50512,True,none,material conflict: flood_bridge_market_route priority
240,13,0,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
241,13,1,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.0,0.032,0.032,True,none,delegated progress
242,13,2,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.16,0.032,0.192,True,none,delegated progress
243,13,3,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.0,0.038,0.038,True,none,delegated progress
244,13,4,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
245,13,5,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.032,0.0,0.032,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
246,13,6,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.192,0.032,0.224,True,none,material conflict: greenhouse_heat_loop priority
247,13,7,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.038,0.038,0.076,True,none,delegated progress
248,13,8,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
249,13,9,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.032,0.0,0.032,True,material priority lost,blocked: material priority lost
250,13,10,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.224,0.032,0.256,True,none,delegated progress
251,13,11,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.076,0.0,0.076,True,workshop over capacity,blocked: workshop over capacity
252,13,12,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
253,13,13,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.032,0.032,0.064,True,none,delegated progress
254,13,14,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.256,0.032,0.288,True,none,delegated progress
255,13,15,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.076,0.0,0.076,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
256,13,16,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
257,13,17,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.064,0.032,0.096,True,none,delegated progress
258,13,18,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.288,0.0,0.288,True,material priority lost,blocked: material priority lost
259,13,19,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.076,0.0,0.076,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
260,14,0,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.35048,0.0,0.35048,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
261,14,1,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
262,14,2,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.46016,0.032,0.49216,True,none,delegated progress
263,14,3,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
264,14,4,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.35048,0.0,0.35048,True,material priority lost,blocked: material priority lost
265,14,5,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
266,14,6,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.49216,0.0,0.49216,True,material priority lost,blocked: material priority lost
267,14,7,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
268,14,8,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.35048,0.026,0.37648,True,none,material conflict: archive_public_kiosk priority
269,14,9,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
270,14,10,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.49216,0.0,0.49216,True,workshop over capacity,blocked: workshop over capacity
271,14,11,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
272,14,12,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.37648,0.026,0.40248,True,none,delegated progress
273,14,13,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
274,14,14,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.49216,0.032,0.52416,True,none,delegated progress
275,14,15,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
276,14,16,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.40248,0.026,0.42848,True,none,material conflict: archive_public_kiosk priority
277,14,17,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
278,14,18,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.52416,0.02624,0.5504,True,none,material conflict: greenhouse_heat_loop priority
279,14,19,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
280,15,0,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
281,15,1,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.5504,0.032,0.5824,True,none,delegated progress
282,15,2,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
283,15,3,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.42848,0.026,0.45448,True,none,material conflict: archive_public_kiosk priority
284,15,4,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
285,15,5,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.5824,0.0,0.5824,True,workshop over capacity,blocked: workshop over capacity
286,15,6,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
287,15,7,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.45448,0.026,0.48048,True,none,material conflict: archive_public_kiosk priority
288,15,8,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
289,15,9,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.5824,0.02624,0.60864,True,none,material conflict: greenhouse_heat_loop priority
290,15,10,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
291,15,11,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.48048,0.026,0.50648,True,none,delegated progress
292,15,12,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
293,15,13,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.60864,0.032,0.64064,True,none,delegated progress
294,15,14,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
295,15,15,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.50648,0.0,0.50648,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
296,15,16,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
297,15,17,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.64064,0.0,0.64064,True,workshop over capacity,blocked: workshop over capacity
298,15,18,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
299,15,19,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.50648,0.026,0.53248,True,none,material conflict: archive_public_kiosk priority
300,16,0,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.0,0.0,0.0,True,workshop over capacity,blocked: workshop over capacity
301,16,1,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.18012,0.038,0.21812,True,none,delegated progress
302,16,2,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
303,16,3,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.17024,0.038,0.20824,True,none,delegated progress
304,16,4,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.0,0.038,0.038,True,none,delegated progress
305,16,5,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.21812,0.038,0.25612,True,none,delegated progress
306,16,6,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
307,16,7,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.20824,0.02812,0.23636,True,none,material conflict: archive_public_kiosk priority
308,16,8,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.038,0.038,0.076,True,none,delegated progress
309,16,9,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.25612,0.02812,0.28424,True,none,material conflict: greenhouse_heat_loop priority
310,16,10,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
311,16,11,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.23636,0.038,0.27436,True,none,delegated progress
312,16,12,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.076,0.0,0.076,True,workshop over capacity,blocked: workshop over capacity
313,16,13,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.28424,0.038,0.32224,True,none,delegated progress
314,16,14,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
315,16,15,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.27436,0.038,0.31236,True,none,delegated progress
316,16,16,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.076,0.038,0.114,True,none,delegated progress
317,16,17,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.32224,0.038,0.36024,True,none,delegated progress
318,16,18,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
319,16,19,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.31236,0.02812,0.34048,True,none,material conflict: archive_public_kiosk priority
320,17,0,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.36296,0.0,0.36296,True,material priority lost,blocked: material priority lost
321,17,1,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.44968,0.044,0.49368,True,none,material conflict: greenhouse_heat_loop priority
322,17,2,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.50512,0.03256,0.53768,True,none,material conflict: flood_bridge_market_route priority
323,17,3,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.04732,0.026,0.07332,True,none,delegated progress
324,17,4,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.36296,0.026,0.38896,True,none,material conflict: dusk_signal_court priority
325,17,5,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.49368,0.0,0.49368,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
326,17,6,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.53768,0.044,0.58168,True,none,material conflict: flood_bridge_market_route priority
327,17,7,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.07332,0.015777,0.089097,True,none,material conflict: archive_public_kiosk priority
328,17,8,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.38896,0.026,0.41496,True,none,delegated progress
329,17,9,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.49368,0.03256,0.52624,True,none,material conflict: greenhouse_heat_loop priority
330,17,10,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.58168,0.044,0.62568,True,none,delegated progress
331,17,11,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.089097,0.0,0.089097,True,workshop over capacity,blocked: workshop over capacity
332,17,12,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.41496,0.0,0.41496,True,material priority lost,blocked: material priority lost
333,17,13,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.52624,0.0,0.52624,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
334,17,14,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.62568,0.03256,0.65824,True,none,material conflict: flood_bridge_market_route priority
335,17,15,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.089097,0.026,0.115097,True,none,delegated progress
336,17,16,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.41496,0.0,0.41496,True,material priority lost,blocked: material priority lost
337,17,17,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.52624,0.044,0.57024,True,none,outcome changed routine
338,17,18,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.65824,0.03256,0.6908,True,none,material conflict: flood_bridge_market_route priority
339,17,19,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.115097,0.02132,0.136417,True,none,material conflict: archive_public_kiosk priority
340,18,0,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.096,0.0,0.096,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
341,18,1,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.288,0.032,0.32,True,none,material conflict: greenhouse_heat_loop priority
342,18,2,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.076,0.038,0.114,True,none,delegated progress
343,18,3,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.0,0.044,0.044,True,none,delegated progress
344,18,4,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.096,0.0,0.096,True,material priority lost,blocked: material priority lost
345,18,5,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.32,0.032,0.352,True,none,delegated progress
346,18,6,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.114,0.0,0.114,True,material priority lost,blocked: material priority lost
347,18,7,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.044,0.044,0.088,True,none,delegated progress
348,18,8,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.096,0.032,0.128,True,none,delegated progress
349,18,9,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.352,0.032,0.384,True,none,delegated progress
