tick_id,day,settlement_id,resident_id,tool_id,owner_id,avatar_action,claim_visible,permission_state,claim_respected,relationship_before,relationship_after,queue_pressure_before,queue_pressure_after,consequence_label,visible_claim_marker
405,23,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.886,0.894,claim understood,True
408,23,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.894,0.902,claim understood,True
411,23,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
412,23,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.672,0.646,0.689,0.734,ownership wound,True
414,24,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.722,0.728,0.629,0.623,claim understood,True
416,24,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
417,24,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.642,0.645,0.734,0.74,boundary respected,True
419,24,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
420,24,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.732,0.706,0.623,0.668,ownership wound,True
423,24,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.645,0.651,0.74,0.734,claim understood,True
426,24,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.702,0.708,0.668,0.662,claim understood,True
428,24,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.892,0.9,claim understood,True
429,24,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.651,0.654,0.734,0.74,boundary respected,True
431,24,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.892,0.9,claim understood,True
432,25,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.692,0.698,0.894,0.902,claim understood,True
433,25,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
434,25,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.654,0.657,0.74,0.746,boundary respected,True
435,25,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.692,0.698,0.894,0.902,claim understood,True
436,25,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
437,25,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.712,0.715,0.662,0.668,boundary respected,True
438,25,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.702,0.694,0.902,0.884,queue interrupted,True
441,25,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.698,0.69,0.902,0.884,queue interrupted,True
444,25,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.698,0.704,0.884,0.892,claim understood,True
445,25,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.89,0.898,claim understood,True
446,25,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.663,0.666,0.74,0.746,boundary respected,True
447,25,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.69,0.696,0.884,0.892,claim understood,True
448,25,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.89,0.898,claim understood,True
449,25,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.721,0.724,0.662,0.668,boundary respected,True
450,26,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
451,26,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.662,0.665,0.746,0.752,boundary respected,True
453,26,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
454,26,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.724,0.727,0.668,0.674,boundary respected,True
456,26,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.906,0.888,claim understood,True
459,26,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.906,0.888,claim understood,True
462,26,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.888,0.896,claim understood,True
463,26,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.671,0.674,0.746,0.752,boundary respected,True
465,26,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.888,0.896,claim understood,True
466,26,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.733,0.736,0.668,0.674,boundary respected,True
468,27,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.674,0.648,0.752,0.797,ownership wound,True
470,27,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
471,27,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.732,0.735,0.674,0.68,boundary respected,True
474,27,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.644,0.65,0.797,0.791,claim understood,True
477,27,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.735,0.741,0.68,0.674,claim understood,True
479,27,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
480,27,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.654,0.628,0.791,0.836,ownership wound,True
482,27,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.886,0.894,claim understood,True
483,27,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.741,0.744,0.674,0.68,boundary respected,True
486,28,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.716,0.722,0.894,0.902,claim understood,True
487,28,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
488,28,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.744,0.718,0.68,0.725,ownership wound,True
489,28,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.7,0.692,0.94,0.922,queue interrupted,True
492,28,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.726,0.718,0.902,0.884,queue interrupted,True
495,28,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.692,0.698,0.922,0.904,claim understood,True
496,28,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
497,28,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.63,0.633,0.83,0.836,boundary respected,True
498,28,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.722,0.728,0.884,0.892,claim understood,True
499,28,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
500,28,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.724,0.698,0.719,0.764,ownership wound,True
501,28,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.698,0.69,0.904,0.886,queue interrupted,True
504,29,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.892,0.9,claim understood,True
505,29,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.694,0.697,0.764,0.77,boundary respected,True
507,29,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.892,0.9,claim understood,True
510,29,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.9,0.882,claim understood,True
513,29,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
514,29,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.649,0.652,0.824,0.83,boundary respected,True
516,29,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
517,29,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.703,0.706,0.764,0.77,boundary respected,True
519,29,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.882,0.89,claim understood,True
522,30,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.706,0.709,0.77,0.776,boundary respected,True
525,30,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.658,0.664,0.824,0.818,claim understood,True
528,30,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.705,0.711,0.776,0.77,claim understood,True
530,30,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
531,30,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.664,0.667,0.818,0.824,boundary respected,True
533,30,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
534,30,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.715,0.718,0.77,0.776,boundary respected,True
537,30,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.667,0.673,0.824,0.818,claim understood,True
540,31,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.682,0.674,0.94,0.922,queue interrupted,True
543,31,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.724,0.716,0.94,0.922,queue interrupted,True
546,31,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.678,0.684,0.922,0.904,claim understood,True
547,31,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
548,31,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.683,0.657,0.812,0.857,ownership wound,True
549,31,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.716,0.722,0.922,0.904,claim understood,True
550,31,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
551,31,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.72,0.723,0.77,0.776,boundary respected,True
552,31,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.688,0.68,0.904,0.886,queue interrupted,True
555,31,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.722,0.714,0.904,0.886,queue interrupted,True
558,32,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.886,0.894,claim understood,True
561,32,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.886,0.894,claim understood,True
564,32,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
565,32,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.669,0.672,0.845,0.851,boundary respected,True
567,32,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
568,32,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.739,0.713,0.764,0.809,ownership wound,True
570,32,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.902,0.884,claim understood,True
573,32,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.902,0.884,claim understood,True
576,33,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.678,0.684,0.845,0.839,claim understood,True
579,33,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.719,0.725,0.803,0.797,claim understood,True
581,33,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
582,33,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.688,0.691,0.839,0.845,boundary respected,True
584,33,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.892,0.9,claim understood,True
585,33,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.725,0.728,0.797,0.803,boundary respected,True
588,33,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.687,0.693,0.845,0.839,claim understood,True
591,33,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.728,0.734,0.803,0.797,claim understood,True
593,33,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
594,34,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.706,0.698,0.94,0.922,queue interrupted,True
597,34,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.704,0.71,0.894,0.902,claim understood,True
598,34,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
599,34,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.697,0.7,0.839,0.845,boundary respected,True
600,34,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.702,0.708,0.922,0.904,claim understood,True
601,34,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.89,0.898,claim understood,True
602,34,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.744,0.747,0.791,0.797,boundary respected,True
603,34,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.71,0.702,0.902,0.884,queue interrupted,True
606,34,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.712,0.704,0.904,0.886,queue interrupted,True
609,34,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.702,0.708,0.884,0.892,claim understood,True
610,34,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
611,34,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.706,0.709,0.839,0.845,boundary respected,True
612,35,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.906,0.888,claim understood,True
615,35,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
616,35,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.709,0.683,0.845,0.89,ownership wound,True
618,35,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.888,0.896,claim understood,True
619,35,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.759,0.762,0.785,0.791,boundary respected,True
621,35,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.888,0.896,claim understood,True
624,35,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.896,0.904,claim understood,True
627,35,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
628,35,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.689,0.663,0.884,0.929,ownership wound,True
630,36,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.768,0.774,0.785,0.779,claim understood,True
632,36,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
633,36,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.659,0.662,0.929,0.911,boundary respected,True
635,36,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
636,36,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.778,0.752,0.779,0.824,ownership wound,True
639,36,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.662,0.668,0.911,0.905,claim understood,True
642,36,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.748,0.754,0.824,0.818,claim understood,True
644,36,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
645,36,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.668,0.671,0.905,0.887,boundary respected,True
647,36,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
648,37,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.728,0.734,0.894,0.902,claim understood,True
649,37,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
650,37,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.671,0.674,0.887,0.893,boundary respected,True
651,37,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.728,0.734,0.894,0.902,claim understood,True
652,37,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
653,37,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.758,0.761,0.818,0.824,boundary respected,True
654,37,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.738,0.73,0.902,0.884,queue interrupted,True
657,37,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.734,0.726,0.902,0.884,queue interrupted,True
660,37,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.734,0.74,0.884,0.892,claim understood,True
661,37,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.892,0.9,claim understood,True
662,37,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.68,0.683,0.887,0.893,boundary respected,True
663,37,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.726,0.732,0.884,0.892,claim understood,True
664,37,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.892,0.9,claim understood,True
665,37,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.767,0.77,0.818,0.824,boundary respected,True
666,38,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
667,38,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.679,0.682,0.893,0.899,boundary respected,True
669,38,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
670,38,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.77,0.773,0.824,0.83,boundary respected,True
672,38,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.882,0.89,claim understood,True
675,38,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.882,0.89,claim understood,True
678,38,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.89,0.898,claim understood,True
679,38,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.688,0.691,0.893,0.899,boundary respected,True
681,38,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.89,0.898,claim understood,True
682,38,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.779,0.782,0.824,0.83,boundary respected,True
684,39,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.691,0.665,0.899,0.94,ownership wound,True
686,39,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
687,39,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.778,0.781,0.83,0.836,boundary respected,True
690,39,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.661,0.667,0.94,0.934,claim understood,True
693,39,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.781,0.787,0.836,0.83,claim understood,True
695,39,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
696,39,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.671,0.645,0.934,0.916,ownership wound,True
698,39,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.888,0.896,claim understood,True
699,39,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.787,0.79,0.83,0.836,boundary respected,True
702,40,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.752,0.758,0.894,0.902,claim understood,True
703,40,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
704,40,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.79,0.764,0.836,0.881,ownership wound,True
705,40,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.736,0.728,0.94,0.922,queue interrupted,True
708,40,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.762,0.754,0.902,0.884,queue interrupted,True
711,40,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.728,0.734,0.922,0.904,claim understood,True
712,40,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
713,40,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.647,0.65,0.91,0.892,boundary respected,True
714,40,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.758,0.764,0.884,0.892,claim understood,True
715,40,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.886,0.894,claim understood,True
716,40,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.77,0.744,0.875,0.92,ownership wound,True
717,40,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.734,0.726,0.904,0.886,queue interrupted,True
720,41,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
721,41,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.74,0.743,0.92,0.902,boundary respected,True
723,41,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.894,0.902,claim understood,True
726,41,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.902,0.884,claim understood,True
729,41,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
730,41,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.666,0.669,0.88,0.886,boundary respected,True
732,41,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
733,41,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.749,0.752,0.896,0.902,boundary respected,True
735,41,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.884,0.892,claim understood,True
738,42,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.752,0.755,0.902,0.884,boundary respected,True
741,42,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.675,0.681,0.88,0.874,claim understood,True
744,42,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.751,0.757,0.884,0.878,claim understood,True
746,42,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
747,42,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.681,0.684,0.874,0.88,boundary respected,True
749,42,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
750,42,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.761,0.764,0.878,0.884,boundary respected,True
753,42,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.684,0.69,0.88,0.874,claim understood,True
756,43,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.718,0.71,0.94,0.922,queue interrupted,True
759,43,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.76,0.752,0.94,0.922,queue interrupted,True
762,43,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.714,0.72,0.922,0.904,claim understood,True
763,43,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
764,43,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.7,0.674,0.868,0.913,ownership wound,True
765,43,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.752,0.758,0.922,0.904,claim understood,True
766,43,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
767,43,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.766,0.769,0.878,0.884,boundary respected,True
768,43,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.724,0.716,0.904,0.886,queue interrupted,True
771,43,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.758,0.75,0.904,0.886,queue interrupted,True
774,44,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.888,0.896,claim understood,True
777,44,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.888,0.896,claim understood,True
780,44,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
781,44,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.686,0.689,0.901,0.883,boundary respected,True
783,44,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
784,44,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.785,0.759,0.872,0.917,ownership wound,True
786,44,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.904,0.886,claim understood,True
789,44,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.904,0.886,claim understood,True
792,45,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.695,0.701,0.877,0.871,claim understood,True
795,45,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.765,0.771,0.911,0.905,claim understood,True
797,45,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.886,0.894,claim understood,True
798,45,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.705,0.708,0.871,0.877,boundary respected,True
800,45,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
801,45,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.771,0.774,0.905,0.887,boundary respected,True
804,45,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.704,0.71,0.877,0.871,claim understood,True
807,45,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.774,0.78,0.887,0.881,claim understood,True
809,45,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
810,46,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.742,0.734,0.94,0.922,queue interrupted,True
813,46,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.74,0.746,0.894,0.902,claim understood,True
814,46,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
815,46,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.714,0.717,0.871,0.877,boundary respected,True
