tick_id,day,agent,infrastructure_id,old_routine,new_routine,mutation_kind,triggered_by_state,routine_changed,later_visible
0,1,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.85; skill=0.34; ecology=0.57,False,False
217,13,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.89; skill=0.58; ecology=0.75,False,False
218,13,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.93; skill=0.63; ecology=0.90,False,False
219,13,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.92; skill=0.67; ecology=0.90,False,False
220,13,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.67; skill=0.70; ecology=0.90,False,False
221,13,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.88; skill=0.59; ecology=0.75,False,False
222,13,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.91; skill=0.64; ecology=0.92,False,False
223,13,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.91; skill=0.67; ecology=0.91,False,False
224,13,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.66; skill=0.71; ecology=0.91,False,False
225,13,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.87; skill=0.59; ecology=0.75,False,False
226,13,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.91; skill=0.64; ecology=0.92,False,False
227,13,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.90; skill=0.68; ecology=0.92,False,False
228,13,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.66; skill=0.71; ecology=0.92,False,False
229,13,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.87; skill=0.60; ecology=0.74,False,False
230,13,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.89; skill=0.65; ecology=0.92,False,False
231,13,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.89; skill=0.69; ecology=0.92,False,False
232,13,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.65; skill=0.71; ecology=0.92,False,False
233,13,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.86; skill=0.61; ecology=0.76,False,False
234,14,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.97; skill=0.65; ecology=0.92,False,False
235,14,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.88; skill=0.69; ecology=0.92,False,False
236,14,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.64; skill=0.72; ecology=0.92,False,False
237,14,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.85; skill=0.61; ecology=0.76,False,False
238,14,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.96; skill=0.66; ecology=0.92,False,False
239,14,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,routine disrupted by failure,durability=0.95; skill=0.70; ecology=0.89,False,False
240,14,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.63; skill=0.72; ecology=0.91,False,False
241,14,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.85; skill=0.61; ecology=0.76,False,False
242,14,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.95; skill=0.67; ecology=0.92,False,False
243,14,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.98; skill=0.70; ecology=0.89,False,False
244,14,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.63; skill=0.72; ecology=0.91,False,False
245,14,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.83; skill=0.62; ecology=0.78,False,False
246,14,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.95; skill=0.67; ecology=0.92,False,False
247,14,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.97; skill=0.71; ecology=0.89,False,False
248,14,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.61; skill=0.73; ecology=0.92,False,False
249,14,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.83; skill=0.62; ecology=0.78,False,False
250,14,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.94; skill=0.67; ecology=0.92,False,False
251,14,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.97; skill=0.71; ecology=0.90,False,False
252,15,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.69; skill=0.73; ecology=0.92,False,False
253,15,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.82; skill=0.62; ecology=0.78,False,False
254,15,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.93; skill=0.68; ecology=0.92,False,False
255,15,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.95; skill=0.72; ecology=0.91,False,False
256,15,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.77; skill=0.74; ecology=0.92,False,False
257,15,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.81; skill=0.63; ecology=0.80,False,False
258,15,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.93; skill=0.68; ecology=0.92,False,False
259,15,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.95; skill=0.72; ecology=0.92,False,False
260,15,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.76; skill=0.74; ecology=0.92,False,False
261,15,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.81; skill=0.63; ecology=0.80,False,False
262,15,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.92; skill=0.68; ecology=0.92,False,False
263,15,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.93; skill=0.73; ecology=0.92,False,False
264,15,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.75; skill=0.75; ecology=0.92,False,False
265,15,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.80; skill=0.64; ecology=0.79,False,False
266,15,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.98; skill=0.69; ecology=0.92,False,False
267,15,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.93; skill=0.73; ecology=0.92,False,False
268,15,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.74; skill=0.76; ecology=0.92,False,False
269,15,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.79; skill=0.64; ecology=0.79,False,False
270,16,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.92; skill=0.73; ecology=0.92,False,True
271,16,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.73; skill=0.76; ecology=0.92,False,True
272,16,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.78; skill=0.65; ecology=0.79,False,True
273,16,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.96; skill=0.70; ecology=0.92,False,True
274,16,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.92; skill=0.73; ecology=0.92,False,True
275,16,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.72; skill=0.77; ecology=0.92,False,True
276,16,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.77; skill=0.65; ecology=0.80,False,True
277,16,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.96; skill=0.70; ecology=0.92,False,True
278,16,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.91; skill=0.74; ecology=0.92,False,True
279,16,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.80; skill=0.78; ecology=0.92,False,True
280,16,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.77; skill=0.65; ecology=0.80,False,True
281,16,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,routine disrupted by failure,durability=0.94; skill=0.71; ecology=0.89,False,True
282,16,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.89; skill=0.75; ecology=0.92,False,True
283,16,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.79; skill=0.78; ecology=0.92,False,True
284,16,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.76; skill=0.66; ecology=0.82,False,True
285,16,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.94; skill=0.71; ecology=0.89,False,True
286,16,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.89; skill=0.75; ecology=0.92,False,True
287,16,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.88; skill=0.78; ecology=0.92,False,True
288,17,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.75; skill=0.66; ecology=0.82,False,True
289,17,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.93; skill=0.72; ecology=0.89,False,True
290,17,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.87; skill=0.76; ecology=0.92,False,True
291,17,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.87; skill=0.78; ecology=0.92,False,True
292,17,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.75; skill=0.66; ecology=0.82,False,True
293,17,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.92; skill=0.72; ecology=0.91,False,True
294,17,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.87; skill=0.76; ecology=0.92,False,True
295,17,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.87; skill=0.78; ecology=0.92,False,True
296,17,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.74; skill=0.67; ecology=0.84,False,True
297,17,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.98; skill=0.73; ecology=0.91,False,True
298,17,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.86; skill=0.77; ecology=0.92,False,True
299,17,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.85; skill=0.79; ecology=0.92,False,True
300,17,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.73; skill=0.67; ecology=0.84,False,True
301,17,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.97; skill=0.73; ecology=0.92,False,True
302,17,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.85; skill=0.78; ecology=0.92,False,True
303,17,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.94; skill=0.79; ecology=0.92,False,True
304,17,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.73; skill=0.68; ecology=0.84,False,True
305,17,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.98; skill=0.73; ecology=0.92,False,True
306,18,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.83; skill=0.78; ecology=0.92,False,True
307,18,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.98; skill=0.80; ecology=0.92,False,True
308,18,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.72; skill=0.69; ecology=0.86,False,True
309,18,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.97; skill=0.73; ecology=0.92,False,True
310,18,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.83; skill=0.79; ecology=0.91,False,True
311,18,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.97; skill=0.81; ecology=0.92,False,True
312,18,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.71; skill=0.69; ecology=0.87,False,True
313,18,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.97; skill=0.73; ecology=0.92,False,True
314,18,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.81; skill=0.80; ecology=0.92,False,True
315,18,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.98; skill=0.81; ecology=0.92,False,True
316,18,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.70; skill=0.69; ecology=0.85,False,True
317,18,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.96; skill=0.74; ecology=0.92,False,True
318,18,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.81; skill=0.80; ecology=0.92,False,True
319,18,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.97; skill=0.82; ecology=0.92,False,True
320,18,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,routine disrupted by failure,durability=0.69; skill=0.70; ecology=0.82,False,True
321,18,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.95; skill=0.75; ecology=0.92,False,True
322,18,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.80; skill=0.80; ecology=0.92,False,True
323,18,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.98; skill=0.82; ecology=0.91,False,True
324,19,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.78; skill=0.70; ecology=0.81,False,True
325,19,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.95; skill=0.75; ecology=0.92,False,True
326,19,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.79; skill=0.81; ecology=0.92,False,True
327,19,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.97; skill=0.82; ecology=0.91,False,True
328,19,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.78; skill=0.70; ecology=0.81,False,True
329,19,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.94; skill=0.76; ecology=0.92,False,True
330,19,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.79; skill=0.81; ecology=0.92,False,True
331,19,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.97; skill=0.82; ecology=0.92,False,True
332,19,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.76; skill=0.71; ecology=0.81,False,True
333,19,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.93; skill=0.76; ecology=0.92,False,True
334,19,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.78; skill=0.81; ecology=0.91,False,True
335,19,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.96; skill=0.83; ecology=0.92,False,True
336,19,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.76; skill=0.71; ecology=0.81,False,True
337,19,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.92; skill=0.76; ecology=0.92,False,True
338,19,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.77; skill=0.82; ecology=0.92,False,True
339,19,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.95; skill=0.83; ecology=0.92,False,True
340,19,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.84; skill=0.72; ecology=0.81,False,True
341,19,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.91; skill=0.76; ecology=0.92,False,True
342,20,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.98; skill=0.84; ecology=0.92,False,True
343,20,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.83; skill=0.72; ecology=0.82,False,True
344,20,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.90; skill=0.77; ecology=0.92,False,True
345,20,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.76; skill=0.82; ecology=0.92,False,True
346,20,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.97; skill=0.84; ecology=0.92,False,True
347,20,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.82; skill=0.73; ecology=0.83,False,True
348,20,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.90; skill=0.77; ecology=0.92,False,True
349,20,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.75; skill=0.83; ecology=0.92,False,True
350,20,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.96; skill=0.85; ecology=0.92,False,True
351,20,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.90; skill=0.73; ecology=0.84,False,True
352,20,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.89; skill=0.78; ecology=0.92,False,True
353,20,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.74; skill=0.83; ecology=0.92,False,True
354,20,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.98; skill=0.85; ecology=0.92,False,True
355,20,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.90; skill=0.73; ecology=0.84,False,True
356,20,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.88; skill=0.78; ecology=0.92,False,True
357,20,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.74; skill=0.84; ecology=0.92,False,True
358,20,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.97; skill=0.85; ecology=0.92,False,True
359,20,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.97; skill=0.73; ecology=0.83,False,True
360,21,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.88; skill=0.79; ecology=0.92,False,True
361,21,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.73; skill=0.84; ecology=0.92,False,True
362,21,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.96; skill=0.86; ecology=0.92,False,True
363,21,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.97; skill=0.73; ecology=0.85,False,True
364,21,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.87; skill=0.79; ecology=0.92,False,True
365,21,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.72; skill=0.85; ecology=0.92,False,True
366,21,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.94; skill=0.87; ecology=0.92,False,True
367,21,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.96; skill=0.74; ecology=0.83,False,True
368,21,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.86; skill=0.80; ecology=0.92,False,True
369,21,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.71; skill=0.85; ecology=0.91,False,True
370,21,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.94; skill=0.87; ecology=0.92,False,True
371,21,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.95; skill=0.75; ecology=0.85,False,True
372,21,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.86; skill=0.80; ecology=0.92,False,True
373,21,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.71; skill=0.85; ecology=0.91,False,True
374,21,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,routine disrupted by failure,durability=0.93; skill=0.88; ecology=0.89,False,True
375,21,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.94; skill=0.75; ecology=0.84,False,True
376,21,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.85; skill=0.80; ecology=0.92,False,True
377,21,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.70; skill=0.86; ecology=0.92,False,True
378,22,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.98; skill=0.88; ecology=0.89,False,True
379,22,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.94; skill=0.75; ecology=0.84,False,True
380,22,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.83; skill=0.81; ecology=0.92,False,True
381,22,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.69; skill=0.86; ecology=0.92,False,True
382,22,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.97; skill=0.88; ecology=0.89,False,True
383,22,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.92; skill=0.76; ecology=0.84,False,True
384,22,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.82; skill=0.81; ecology=0.92,False,True
385,22,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.69; skill=0.86; ecology=0.92,False,True
386,22,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.96; skill=0.89; ecology=0.91,False,True
387,22,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.98; skill=0.76; ecology=0.84,False,True
388,22,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.82; skill=0.81; ecology=0.92,False,True
389,22,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.68; skill=0.87; ecology=0.92,False,True
390,22,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.96; skill=0.89; ecology=0.92,False,True
391,22,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.98; skill=0.76; ecology=0.85,False,True
392,22,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.80; skill=0.82; ecology=0.92,False,True
393,22,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.67; skill=0.88; ecology=0.92,False,True
394,22,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.95; skill=0.90; ecology=0.92,False,True
395,22,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.98; skill=0.76; ecology=0.85,False,True
396,23,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.80; skill=0.83; ecology=0.92,False,True
397,23,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.66; skill=0.88; ecology=0.92,False,True
398,23,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.94; skill=0.91; ecology=0.92,False,True
399,23,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.97; skill=0.77; ecology=0.85,False,True
400,23,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.79; skill=0.83; ecology=0.92,False,True
