tick_id,day,debtor,creditor,project_id,material_or_service,debt_delta,balance_after,due_day,settled,settlement_kind,visible_to_parties,repair_path
266,14,Ari,Fay,greenhouse_heat_loop,glass,0.17,0.99,18,False,none,True,"return material, swap service, or defer public claim"
267,14,Fay,Ari,flood_bridge_market_route,rope,-0.2,0.04,20,True,service exchange,True,"return material, swap service, or defer public claim"
268,14,Nia,Milo,archive_public_kiosk,paper,0.14,0.92,18,False,none,True,"return material, swap service, or defer public claim"
269,14,Nia,Fay,dusk_signal_court,glass,0.17,1.18,19,False,none,True,"return material, swap service, or defer public claim"
270,14,Fay,Ari,greenhouse_heat_loop,glass,0.11,0.78,18,False,none,True,"return material, swap service, or defer public claim"
271,14,Fay,Nia,flood_bridge_market_route,rope,0.14,1.41,19,False,none,True,"return material, swap service, or defer public claim"
272,14,Ari,Nia,archive_public_kiosk,paper,0.0,0.33,19,False,none,True,"return material, swap service, or defer public claim"
273,14,Nia,Milo,dusk_signal_court,glass,0.11,0.21,18,False,none,True,"return material, swap service, or defer public claim"
274,14,Ari,Fay,greenhouse_heat_loop,glass,0.06,1.05,21,False,none,True,"return material, swap service, or defer public claim"
275,14,Fay,Ari,flood_bridge_market_route,rope,0.17,0.21,18,False,none,True,"return material, swap service, or defer public claim"
276,14,Nia,Milo,archive_public_kiosk,paper,-0.09,0.83,21,True,material return,True,"return material, swap service, or defer public claim"
277,14,Nia,Milo,dusk_signal_court,glass,0.0,0.21,17,False,none,True,"return material, swap service, or defer public claim"
278,14,Fay,Ari,greenhouse_heat_loop,glass,-0.01,0.77,21,True,material return,True,"return material, swap service, or defer public claim"
279,14,Fay,Ari,flood_bridge_market_route,rope,0.0,0.21,17,False,none,True,"return material, swap service, or defer public claim"
280,15,Nia,Milo,dusk_signal_court,glass,0.11,0.32,21,False,none,True,"return material, swap service, or defer public claim"
281,15,Ari,Fay,greenhouse_heat_loop,glass,0.06,1.11,19,False,none,True,"return material, swap service, or defer public claim"
282,15,Fay,Milo,flood_bridge_market_route,rope,0.17,0.76,21,False,none,True,"return material, swap service, or defer public claim"
283,15,Nia,Fay,archive_public_kiosk,paper,0.11,0.89,19,False,none,True,"return material, swap service, or defer public claim"
284,15,Nia,Milo,dusk_signal_court,glass,-0.2,0.12,20,True,material return,True,"return material, swap service, or defer public claim"
285,15,Ari,Nia,greenhouse_heat_loop,glass,0.17,0.84,18,False,none,True,"return material, swap service, or defer public claim"
286,15,Fay,Ari,flood_bridge_market_route,rope,-0.18,0.03,20,True,material return,True,"return material, swap service, or defer public claim"
287,15,Nia,Fay,archive_public_kiosk,paper,0.14,1.03,18,False,none,True,"return material, swap service, or defer public claim"
288,15,Nia,Milo,dusk_signal_court,glass,0.17,0.29,19,False,none,True,"return material, swap service, or defer public claim"
289,15,Ari,Nia,greenhouse_heat_loop,glass,0.11,0.95,22,False,none,True,"return material, swap service, or defer public claim"
290,15,Fay,Milo,flood_bridge_market_route,rope,0.0,0.76,19,False,none,True,"return material, swap service, or defer public claim"
291,15,Ari,Nia,archive_public_kiosk,paper,0.0,0.33,19,False,none,True,"return material, swap service, or defer public claim"
292,15,Nia,Milo,dusk_signal_court,glass,0.11,0.4,18,False,none,True,"return material, swap service, or defer public claim"
293,15,Ari,Fay,greenhouse_heat_loop,glass,0.06,1.17,21,False,none,True,"return material, swap service, or defer public claim"
294,15,Fay,Milo,flood_bridge_market_route,rope,0.17,0.93,18,False,none,True,"return material, swap service, or defer public claim"
295,15,Nia,Fay,archive_public_kiosk,paper,-0.07,0.96,21,True,service exchange,True,"return material, swap service, or defer public claim"
296,15,Nia,Milo,dusk_signal_court,glass,0.0,0.4,22,False,none,True,"return material, swap service, or defer public claim"
297,15,Ari,Nia,greenhouse_heat_loop,glass,0.17,1.12,20,False,none,True,"return material, swap service, or defer public claim"
298,15,Fay,Ari,flood_bridge_market_route,rope,0.0,0.03,22,False,none,True,"return material, swap service, or defer public claim"
299,15,Nia,Fay,archive_public_kiosk,paper,0.14,1.1,20,False,none,True,"return material, swap service, or defer public claim"
300,16,Milo,Fay,dusk_signal_court,rope,0.14,0.28,21,False,none,True,"return material, swap service, or defer public claim"
301,16,Milo,Fay,greenhouse_heat_loop,copper,0.0,0.14,22,False,none,True,"return material, swap service, or defer public claim"
302,16,Milo,Nia,flood_bridge_market_route,oil,0.11,0.22,23,False,none,True,"return material, swap service, or defer public claim"
303,16,Ari,Nia,archive_public_kiosk,ink,0.0,0.17,22,False,none,True,"return material, swap service, or defer public claim"
304,16,Fay,Milo,dusk_signal_court,rope,0.06,0.99,19,False,none,True,"return material, swap service, or defer public claim"
305,16,Milo,Fay,greenhouse_heat_loop,copper,0.0,0.14,21,False,none,True,"return material, swap service, or defer public claim"
306,16,Milo,Ari,flood_bridge_market_route,oil,0.0,0.22,22,False,none,True,"return material, swap service, or defer public claim"
307,16,Ari,Milo,archive_public_kiosk,ink,0.17,0.34,21,False,none,True,"return material, swap service, or defer public claim"
308,16,Fay,Milo,dusk_signal_court,rope,0.06,1.05,23,False,none,True,"return material, swap service, or defer public claim"
309,16,Milo,Ari,greenhouse_heat_loop,copper,0.14,0.28,20,False,none,True,"return material, swap service, or defer public claim"
310,16,Milo,Ari,flood_bridge_market_route,oil,0.0,0.22,21,False,none,True,"return material, swap service, or defer public claim"
311,16,Ari,Nia,archive_public_kiosk,ink,0.0,0.17,20,False,none,True,"return material, swap service, or defer public claim"
312,16,Milo,Fay,dusk_signal_court,rope,0.14,0.42,23,False,none,True,"return material, swap service, or defer public claim"
313,16,Milo,Fay,greenhouse_heat_loop,copper,0.0,0.14,19,False,none,True,"return material, swap service, or defer public claim"
314,16,Milo,Ari,flood_bridge_market_route,oil,0.11,0.33,20,False,none,True,"return material, swap service, or defer public claim"
315,16,Ari,Nia,archive_public_kiosk,ink,0.0,0.17,19,False,none,True,"return material, swap service, or defer public claim"
316,16,Fay,Milo,dusk_signal_court,rope,-0.14,0.91,21,True,material return,True,"return material, swap service, or defer public claim"
317,16,Milo,Fay,greenhouse_heat_loop,copper,0.0,0.14,23,False,none,True,"return material, swap service, or defer public claim"
318,16,Milo,Ari,flood_bridge_market_route,oil,0.0,0.33,19,False,none,True,"return material, swap service, or defer public claim"
319,16,Ari,Milo,archive_public_kiosk,ink,0.0,0.34,23,False,none,True,"return material, swap service, or defer public claim"
320,17,Ari,Milo,dusk_signal_court,oil,0.17,0.17,20,False,none,True,"return material, swap service, or defer public claim"
321,17,Fay,Nia,greenhouse_heat_loop,water,0.11,0.56,22,False,none,True,"return material, swap service, or defer public claim"
322,17,Nia,Milo,flood_bridge_market_route,planks,-0.08,0.23,20,True,material return,True,"return material, swap service, or defer public claim"
323,17,Fay,Nia,archive_public_kiosk,thread,0.06,0.37,24,False,none,True,"return material, swap service, or defer public claim"
324,17,Fay,Ari,dusk_signal_court,oil,0.11,0.28,20,False,none,True,"return material, swap service, or defer public claim"
325,17,Milo,Fay,greenhouse_heat_loop,water,0.0,0.0,22,False,none,False,none
326,17,Nia,Milo,flood_bridge_market_route,planks,0.17,0.4,24,False,none,True,"return material, swap service, or defer public claim"
327,17,Milo,Fay,archive_public_kiosk,thread,0.11,0.36,24,False,none,True,"return material, swap service, or defer public claim"
328,17,Ari,Milo,dusk_signal_court,oil,0.0,0.17,23,False,none,True,"return material, swap service, or defer public claim"
329,17,Fay,Nia,greenhouse_heat_loop,water,0.17,0.73,20,False,none,True,"return material, swap service, or defer public claim"
330,17,Nia,Ari,flood_bridge_market_route,planks,0.0,0.31,23,False,none,True,"return material, swap service, or defer public claim"
331,17,Milo,Fay,archive_public_kiosk,thread,0.14,0.5,23,False,none,True,"return material, swap service, or defer public claim"
332,17,Ari,Milo,dusk_signal_court,oil,0.17,0.34,22,False,none,True,"return material, swap service, or defer public claim"
333,17,Fay,Nia,greenhouse_heat_loop,water,0.11,0.84,24,False,none,True,"return material, swap service, or defer public claim"
334,17,Nia,Milo,flood_bridge_market_route,planks,0.14,0.54,22,False,none,True,"return material, swap service, or defer public claim"
335,17,Fay,Nia,archive_public_kiosk,thread,-0.12,0.25,21,True,service exchange,True,"return material, swap service, or defer public claim"
336,17,Ari,Milo,dusk_signal_court,oil,-0.09,0.25,21,True,material return,True,"return material, swap service, or defer public claim"
337,17,Milo,Fay,greenhouse_heat_loop,water,0.0,0.0,24,False,none,False,none
338,17,Nia,Milo,flood_bridge_market_route,planks,0.17,0.71,21,False,none,True,"return material, swap service, or defer public claim"
339,17,Milo,Fay,archive_public_kiosk,thread,0.11,0.61,21,False,none,True,"return material, swap service, or defer public claim"
340,18,Nia,Milo,dusk_signal_court,wire,0.0,0.06,24,False,none,True,"return material, swap service, or defer public claim"
341,18,Nia,Ari,greenhouse_heat_loop,compost,0.14,0.28,25,False,none,True,"return material, swap service, or defer public claim"
342,18,Fay,Ari,flood_bridge_market_route,resin,0.0,0.02,24,False,none,True,"return material, swap service, or defer public claim"
343,18,Milo,Nia,archive_public_kiosk,glass,0.0,0.17,21,False,none,True,"return material, swap service, or defer public claim"
344,18,Nia,Milo,dusk_signal_court,wire,0.14,0.2,23,False,none,True,"return material, swap service, or defer public claim"
345,18,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.14,24,False,none,True,"return material, swap service, or defer public claim"
346,18,Fay,Ari,flood_bridge_market_route,resin,0.11,0.13,23,False,none,True,"return material, swap service, or defer public claim"
347,18,Milo,Nia,archive_public_kiosk,glass,0.0,0.17,25,False,none,True,"return material, swap service, or defer public claim"
348,18,Nia,Milo,dusk_signal_court,wire,0.0,0.2,22,False,none,True,"return material, swap service, or defer public claim"
349,18,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.14,23,False,none,True,"return material, swap service, or defer public claim"
350,18,Fay,Ari,flood_bridge_market_route,resin,0.0,0.13,22,False,none,True,"return material, swap service, or defer public claim"
351,18,Milo,Nia,archive_public_kiosk,glass,0.17,0.34,24,False,none,True,"return material, swap service, or defer public claim"
352,18,Nia,Milo,dusk_signal_court,wire,0.0,0.2,21,False,none,True,"return material, swap service, or defer public claim"
353,18,Nia,Fay,greenhouse_heat_loop,compost,0.14,0.28,22,False,none,True,"return material, swap service, or defer public claim"
354,18,Fay,Ari,flood_bridge_market_route,resin,0.0,0.13,21,False,none,True,"return material, swap service, or defer public claim"
355,18,Milo,Nia,archive_public_kiosk,glass,0.0,0.34,23,False,none,True,"return material, swap service, or defer public claim"
356,18,Milo,Fay,dusk_signal_court,wire,0.14,0.28,24,False,none,True,"return material, swap service, or defer public claim"
357,18,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.28,21,False,none,True,"return material, swap service, or defer public claim"
358,18,Ari,Nia,flood_bridge_market_route,resin,0.11,0.22,24,False,none,True,"return material, swap service, or defer public claim"
359,18,Milo,Nia,archive_public_kiosk,glass,0.0,0.34,22,False,none,True,"return material, swap service, or defer public claim"
360,19,Nia,Milo,dusk_signal_court,glass,-0.18,0.22,25,True,material return,True,"return material, swap service, or defer public claim"
361,19,Ari,Fay,greenhouse_heat_loop,glass,0.17,1.34,23,False,none,True,"return material, swap service, or defer public claim"
362,19,Fay,Ari,flood_bridge_market_route,rope,0.0,0.03,25,False,none,True,"return material, swap service, or defer public claim"
363,19,Nia,Fay,archive_public_kiosk,paper,0.14,1.24,23,False,none,True,"return material, swap service, or defer public claim"
364,19,Nia,Ari,dusk_signal_court,glass,0.17,0.9,24,False,none,True,"return material, swap service, or defer public claim"
365,19,Ari,Nia,greenhouse_heat_loop,glass,0.11,1.23,22,False,none,True,"return material, swap service, or defer public claim"
366,19,Fay,Milo,flood_bridge_market_route,rope,0.14,1.05,24,False,none,True,"return material, swap service, or defer public claim"
367,19,Ari,Nia,archive_public_kiosk,paper,0.0,0.33,24,False,none,True,"return material, swap service, or defer public claim"
368,19,Nia,Milo,dusk_signal_court,glass,0.11,0.33,23,False,none,True,"return material, swap service, or defer public claim"
369,19,Ari,Fay,greenhouse_heat_loop,glass,0.06,1.4,26,False,none,True,"return material, swap service, or defer public claim"
370,19,Fay,Ari,flood_bridge_market_route,rope,0.17,0.2,23,False,none,True,"return material, swap service, or defer public claim"
371,19,Nia,Fay,archive_public_kiosk,paper,-0.11,1.13,26,True,service exchange,True,"return material, swap service, or defer public claim"
372,19,Nia,Milo,dusk_signal_court,glass,0.0,0.33,22,False,none,True,"return material, swap service, or defer public claim"
373,19,Ari,Nia,greenhouse_heat_loop,glass,0.17,1.4,25,False,none,True,"return material, swap service, or defer public claim"
374,19,Fay,Ari,flood_bridge_market_route,rope,0.0,0.2,22,False,none,True,"return material, swap service, or defer public claim"
375,19,Nia,Fay,archive_public_kiosk,paper,0.14,1.27,25,False,none,True,"return material, swap service, or defer public claim"
376,19,Nia,Ari,dusk_signal_court,glass,0.17,1.07,26,False,none,True,"return material, swap service, or defer public claim"
377,19,Ari,Nia,greenhouse_heat_loop,glass,0.06,1.46,24,False,none,True,"return material, swap service, or defer public claim"
378,19,Fay,Milo,flood_bridge_market_route,rope,0.14,1.19,26,False,none,True,"return material, swap service, or defer public claim"
379,19,Ari,Nia,archive_public_kiosk,paper,0.0,0.33,26,False,none,True,"return material, swap service, or defer public claim"
380,20,Fay,Ari,greenhouse_heat_loop,glass,0.17,0.94,24,False,none,True,"return material, swap service, or defer public claim"
381,20,Fay,Ari,flood_bridge_market_route,rope,0.0,0.2,25,False,none,True,"return material, swap service, or defer public claim"
382,20,Nia,Milo,archive_public_kiosk,paper,0.14,0.97,23,False,none,True,"return material, swap service, or defer public claim"
383,20,Nia,Fay,dusk_signal_court,glass,0.17,1.35,24,False,none,True,"return material, swap service, or defer public claim"
384,20,Fay,Ari,greenhouse_heat_loop,glass,0.11,1.05,23,False,none,True,"return material, swap service, or defer public claim"
385,20,Fay,Nia,flood_bridge_market_route,rope,0.14,1.55,24,False,none,True,"return material, swap service, or defer public claim"
386,20,Ari,Nia,archive_public_kiosk,paper,0.0,0.33,24,False,none,True,"return material, swap service, or defer public claim"
387,20,Nia,Fay,dusk_signal_court,glass,0.11,1.46,23,False,none,True,"return material, swap service, or defer public claim"
388,20,Ari,Fay,greenhouse_heat_loop,glass,0.06,1.46,26,False,none,True,"return material, swap service, or defer public claim"
389,20,Fay,Nia,flood_bridge_market_route,rope,0.17,1.72,23,False,none,True,"return material, swap service, or defer public claim"
390,20,Nia,Milo,archive_public_kiosk,paper,-0.09,0.88,26,True,material return,True,"return material, swap service, or defer public claim"
391,20,Nia,Milo,dusk_signal_court,glass,0.0,0.33,27,False,none,True,"return material, swap service, or defer public claim"
392,20,Fay,Ari,greenhouse_heat_loop,glass,-0.01,1.04,26,True,material return,True,"return material, swap service, or defer public claim"
393,20,Fay,Ari,flood_bridge_market_route,rope,0.0,0.2,27,False,none,True,"return material, swap service, or defer public claim"
394,20,Nia,Milo,archive_public_kiosk,paper,0.14,1.02,25,False,none,True,"return material, swap service, or defer public claim"
395,20,Nia,Fay,dusk_signal_court,glass,0.17,1.63,26,False,none,True,"return material, swap service, or defer public claim"
396,20,Fay,Ari,greenhouse_heat_loop,glass,0.11,1.15,25,False,none,True,"return material, swap service, or defer public claim"
397,20,Fay,Nia,flood_bridge_market_route,rope,0.14,1.86,26,False,none,True,"return material, swap service, or defer public claim"
398,20,Ari,Nia,archive_public_kiosk,paper,0.0,0.33,26,False,none,True,"return material, swap service, or defer public claim"
399,20,Nia,Fay,dusk_signal_court,glass,0.11,1.74,25,False,none,True,"return material, swap service, or defer public claim"
400,21,Milo,Fay,greenhouse_heat_loop,copper,0.0,0.14,26,False,none,True,"return material, swap service, or defer public claim"
401,21,Milo,Ari,flood_bridge_market_route,oil,0.0,0.33,27,False,none,True,"return material, swap service, or defer public claim"
402,21,Ari,Fay,archive_public_kiosk,ink,0.17,0.51,26,False,none,True,"return material, swap service, or defer public claim"
403,21,Fay,Milo,dusk_signal_court,rope,0.06,1.25,28,False,none,True,"return material, swap service, or defer public claim"
404,21,Milo,Nia,greenhouse_heat_loop,copper,0.14,0.42,25,False,none,True,"return material, swap service, or defer public claim"
405,21,Milo,Ari,flood_bridge_market_route,oil,0.0,0.33,26,False,none,True,"return material, swap service, or defer public claim"
406,21,Ari,Nia,archive_public_kiosk,ink,0.0,0.17,25,False,none,True,"return material, swap service, or defer public claim"
407,21,Fay,Ari,dusk_signal_court,rope,0.14,0.34,27,False,none,True,"return material, swap service, or defer public claim"
408,21,Milo,Fay,greenhouse_heat_loop,copper,0.0,0.14,24,False,none,True,"return material, swap service, or defer public claim"
409,21,Milo,Ari,flood_bridge_market_route,oil,0.11,0.44,25,False,none,True,"return material, swap service, or defer public claim"
410,21,Ari,Nia,archive_public_kiosk,ink,0.0,0.17,24,False,none,True,"return material, swap service, or defer public claim"
411,21,Fay,Milo,dusk_signal_court,rope,-0.16,1.09,26,True,service exchange,True,"return material, swap service, or defer public claim"
412,21,Milo,Fay,greenhouse_heat_loop,copper,0.0,0.14,28,False,none,True,"return material, swap service, or defer public claim"
413,21,Milo,Ari,flood_bridge_market_route,oil,0.0,0.44,24,False,none,True,"return material, swap service, or defer public claim"
414,21,Ari,Fay,archive_public_kiosk,ink,0.17,0.68,28,False,none,True,"return material, swap service, or defer public claim"
415,21,Fay,Milo,dusk_signal_court,rope,0.06,1.15,25,False,none,True,"return material, swap service, or defer public claim"
416,21,Milo,Nia,greenhouse_heat_loop,copper,0.14,0.56,27,False,none,True,"return material, swap service, or defer public claim"
417,21,Milo,Ari,flood_bridge_market_route,oil,0.0,0.44,28,False,none,True,"return material, swap service, or defer public claim"
418,21,Ari,Nia,archive_public_kiosk,ink,0.0,0.17,27,False,none,True,"return material, swap service, or defer public claim"
419,21,Fay,Ari,dusk_signal_court,rope,0.14,0.48,24,False,none,True,"return material, swap service, or defer public claim"
420,22,Milo,Fay,greenhouse_heat_loop,water,0.0,0.0,27,False,none,False,none
421,22,Ari,Nia,flood_bridge_market_route,planks,0.17,0.62,26,False,none,True,"return material, swap service, or defer public claim"
422,22,Fay,Milo,archive_public_kiosk,thread,0.11,0.36,28,False,none,True,"return material, swap service, or defer public claim"
423,22,Ari,Milo,dusk_signal_court,oil,0.0,0.25,28,False,none,True,"return material, swap service, or defer public claim"
424,22,Milo,Fay,greenhouse_heat_loop,water,0.17,0.17,26,False,none,True,"return material, swap service, or defer public claim"
425,22,Nia,Ari,flood_bridge_market_route,planks,0.0,0.31,28,False,none,True,"return material, swap service, or defer public claim"
426,22,Fay,Milo,archive_public_kiosk,thread,0.14,0.5,27,False,none,True,"return material, swap service, or defer public claim"
427,22,Ari,Fay,dusk_signal_court,oil,0.17,0.62,27,False,none,True,"return material, swap service, or defer public claim"
428,22,Milo,Fay,greenhouse_heat_loop,water,0.11,0.28,25,False,none,True,"return material, swap service, or defer public claim"
429,22,Ari,Nia,flood_bridge_market_route,planks,0.14,0.76,29,False,none,True,"return material, swap service, or defer public claim"
430,22,Fay,Nia,archive_public_kiosk,thread,-0.14,0.11,26,True,material return,True,"return material, swap service, or defer public claim"
431,22,Ari,Fay,dusk_signal_court,oil,-0.11,0.51,26,True,service exchange,True,"return material, swap service, or defer public claim"
432,22,Milo,Fay,greenhouse_heat_loop,water,0.0,0.28,29,False,none,True,"return material, swap service, or defer public claim"
433,22,Ari,Nia,flood_bridge_market_route,planks,0.17,0.93,28,False,none,True,"return material, swap service, or defer public claim"
434,22,Fay,Milo,archive_public_kiosk,thread,0.11,0.61,25,False,none,True,"return material, swap service, or defer public claim"
435,22,Ari,Milo,dusk_signal_court,oil,0.0,0.25,25,False,none,True,"return material, swap service, or defer public claim"
436,22,Fay,Ari,greenhouse_heat_loop,water,0.17,0.73,27,False,none,True,"return material, swap service, or defer public claim"
437,22,Nia,Ari,flood_bridge_market_route,planks,0.0,0.31,25,False,none,True,"return material, swap service, or defer public claim"
438,22,Fay,Milo,archive_public_kiosk,thread,0.14,0.75,29,False,none,True,"return material, swap service, or defer public claim"
439,22,Ari,Fay,dusk_signal_court,oil,0.17,0.68,29,False,none,True,"return material, swap service, or defer public claim"
440,23,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.28,29,False,none,True,"return material, swap service, or defer public claim"
441,23,Fay,Ari,flood_bridge_market_route,resin,0.11,0.24,28,False,none,True,"return material, swap service, or defer public claim"
442,23,Milo,Nia,archive_public_kiosk,glass,0.0,0.34,30,False,none,True,"return material, swap service, or defer public claim"
443,23,Nia,Milo,dusk_signal_court,wire,0.0,0.2,27,False,none,True,"return material, swap service, or defer public claim"
444,23,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.28,28,False,none,True,"return material, swap service, or defer public claim"
445,23,Fay,Ari,flood_bridge_market_route,resin,0.0,0.24,27,False,none,True,"return material, swap service, or defer public claim"
446,23,Milo,Nia,archive_public_kiosk,glass,0.17,0.51,29,False,none,True,"return material, swap service, or defer public claim"
447,23,Nia,Milo,dusk_signal_court,wire,0.0,0.2,26,False,none,True,"return material, swap service, or defer public claim"
448,23,Nia,Fay,greenhouse_heat_loop,compost,0.14,0.42,27,False,none,True,"return material, swap service, or defer public claim"
449,23,Fay,Ari,flood_bridge_market_route,resin,-0.18,0.06,26,True,service exchange,True,"return material, swap service, or defer public claim"
450,23,Milo,Nia,archive_public_kiosk,glass,0.0,0.51,28,False,none,True,"return material, swap service, or defer public claim"
451,23,Milo,Ari,dusk_signal_court,wire,0.14,0.14,29,False,none,True,"return material, swap service, or defer public claim"
452,23,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.42,26,False,none,True,"return material, swap service, or defer public claim"
453,23,Ari,Milo,flood_bridge_market_route,resin,0.11,0.11,29,False,none,True,"return material, swap service, or defer public claim"
454,23,Milo,Nia,archive_public_kiosk,glass,0.0,0.51,27,False,none,True,"return material, swap service, or defer public claim"
455,23,Nia,Milo,dusk_signal_court,wire,0.0,0.2,29,False,none,True,"return material, swap service, or defer public claim"
456,23,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.42,30,False,none,True,"return material, swap service, or defer public claim"
457,23,Fay,Ari,flood_bridge_market_route,resin,0.0,0.06,29,False,none,True,"return material, swap service, or defer public claim"
458,23,Milo,Fay,archive_public_kiosk,glass,0.17,0.34,26,False,none,True,"return material, swap service, or defer public claim"
459,23,Nia,Milo,dusk_signal_court,wire,0.0,0.2,28,False,none,True,"return material, swap service, or defer public claim"
460,24,Fay,Ari,greenhouse_heat_loop,glass,0.11,1.26,28,False,none,True,"return material, swap service, or defer public claim"
461,24,Fay,Nia,flood_bridge_market_route,rope,0.14,2.0,29,False,none,True,"return material, swap service, or defer public claim"
462,24,Ari,Nia,archive_public_kiosk,paper,0.0,0.33,29,False,none,True,"return material, swap service, or defer public claim"
463,24,Nia,Milo,dusk_signal_court,glass,0.11,0.44,28,False,none,True,"return material, swap service, or defer public claim"
464,24,Ari,Fay,greenhouse_heat_loop,glass,0.06,1.52,31,False,none,True,"return material, swap service, or defer public claim"
465,24,Fay,Ari,flood_bridge_market_route,rope,0.17,0.65,28,False,none,True,"return material, swap service, or defer public claim"
466,24,Nia,Milo,archive_public_kiosk,paper,-0.07,0.95,31,True,material return,True,"return material, swap service, or defer public claim"
467,24,Nia,Milo,dusk_signal_court,glass,0.0,0.44,27,False,none,True,"return material, swap service, or defer public claim"
468,24,Fay,Ari,greenhouse_heat_loop,glass,-0.05,1.21,31,True,material return,True,"return material, swap service, or defer public claim"
469,24,Fay,Ari,flood_bridge_market_route,rope,0.0,0.65,27,False,none,True,"return material, swap service, or defer public claim"
470,24,Nia,Milo,archive_public_kiosk,paper,0.14,1.09,30,False,none,True,"return material, swap service, or defer public claim"
471,24,Nia,Fay,dusk_signal_court,glass,0.17,1.91,31,False,none,True,"return material, swap service, or defer public claim"
472,24,Fay,Ari,greenhouse_heat_loop,glass,0.11,1.32,30,False,none,True,"return material, swap service, or defer public claim"
473,24,Fay,Nia,flood_bridge_market_route,rope,0.14,2.14,31,False,none,True,"return material, swap service, or defer public claim"
474,24,Ari,Nia,archive_public_kiosk,paper,0.0,0.33,31,False,none,True,"return material, swap service, or defer public claim"
475,24,Nia,Fay,dusk_signal_court,glass,0.11,2.02,30,False,none,True,"return material, swap service, or defer public claim"
476,24,Ari,Fay,greenhouse_heat_loop,glass,0.06,1.58,28,False,none,True,"return material, swap service, or defer public claim"
477,24,Fay,Nia,flood_bridge_market_route,rope,0.17,2.31,30,False,none,True,"return material, swap service, or defer public claim"
478,24,Nia,Milo,archive_public_kiosk,paper,0.11,1.2,28,False,none,True,"return material, swap service, or defer public claim"
479,24,Nia,Milo,dusk_signal_court,glass,0.0,0.44,29,False,none,True,"return material, swap service, or defer public claim"
480,25,Fay,Ari,flood_bridge_market_route,rope,0.14,0.79,29,False,none,True,"return material, swap service, or defer public claim"
481,25,Ari,Nia,archive_public_kiosk,paper,0.0,0.33,29,False,none,True,"return material, swap service, or defer public claim"
482,25,Nia,Ari,dusk_signal_court,glass,0.11,1.18,28,False,none,True,"return material, swap service, or defer public claim"
483,25,Ari,Fay,greenhouse_heat_loop,glass,0.06,1.64,31,False,none,True,"return material, swap service, or defer public claim"
484,25,Fay,Ari,flood_bridge_market_route,rope,0.17,0.96,28,False,none,True,"return material, swap service, or defer public claim"
485,25,Nia,Fay,archive_public_kiosk,paper,-0.11,1.16,31,True,service exchange,True,"return material, swap service, or defer public claim"
486,25,Nia,Milo,dusk_signal_court,glass,0.0,0.44,32,False,none,True,"return material, swap service, or defer public claim"
487,25,Ari,Nia,greenhouse_heat_loop,glass,0.17,1.63,30,False,none,True,"return material, swap service, or defer public claim"
488,25,Fay,Ari,flood_bridge_market_route,rope,0.0,0.96,32,False,none,True,"return material, swap service, or defer public claim"
489,25,Nia,Fay,archive_public_kiosk,paper,0.14,1.3,30,False,none,True,"return material, swap service, or defer public claim"
490,25,Nia,Ari,dusk_signal_court,glass,0.17,1.35,31,False,none,True,"return material, swap service, or defer public claim"
491,25,Ari,Nia,greenhouse_heat_loop,glass,0.11,1.74,29,False,none,True,"return material, swap service, or defer public claim"
492,25,Fay,Ari,flood_bridge_market_route,rope,0.14,1.1,31,False,none,True,"return material, swap service, or defer public claim"
493,25,Ari,Nia,archive_public_kiosk,paper,0.0,0.33,31,False,none,True,"return material, swap service, or defer public claim"
494,25,Nia,Ari,dusk_signal_court,glass,0.11,1.46,30,False,none,True,"return material, swap service, or defer public claim"
495,25,Ari,Fay,greenhouse_heat_loop,glass,0.06,1.7,28,False,none,True,"return material, swap service, or defer public claim"
496,25,Fay,Ari,flood_bridge_market_route,rope,0.17,1.27,30,False,none,True,"return material, swap service, or defer public claim"
497,25,Nia,Fay,archive_public_kiosk,paper,0.11,1.41,28,False,none,True,"return material, swap service, or defer public claim"
498,25,Nia,Milo,dusk_signal_court,glass,0.0,0.44,29,False,none,True,"return material, swap service, or defer public claim"
499,25,Ari,Nia,greenhouse_heat_loop,glass,-0.03,1.71,32,True,service exchange,True,"return material, swap service, or defer public claim"
500,26,Milo,Ari,flood_bridge_market_route,oil,0.0,0.44,31,False,none,True,"return material, swap service, or defer public claim"
501,26,Ari,Nia,archive_public_kiosk,ink,0.0,0.17,30,False,none,True,"return material, swap service, or defer public claim"
502,26,Milo,Fay,dusk_signal_court,rope,0.14,0.56,33,False,none,True,"return material, swap service, or defer public claim"
503,26,Milo,Fay,greenhouse_heat_loop,copper,0.0,0.14,29,False,none,True,"return material, swap service, or defer public claim"
504,26,Milo,Ari,flood_bridge_market_route,oil,0.11,0.55,30,False,none,True,"return material, swap service, or defer public claim"
505,26,Ari,Nia,archive_public_kiosk,ink,0.0,0.17,29,False,none,True,"return material, swap service, or defer public claim"
506,26,Fay,Milo,dusk_signal_court,rope,-0.12,1.03,31,True,material return,True,"return material, swap service, or defer public claim"
507,26,Milo,Fay,greenhouse_heat_loop,copper,0.0,0.14,33,False,none,True,"return material, swap service, or defer public claim"
