tick_id,day,agent_id,avatar_event,ego_wound,ego_repair,posture,gaze,distance_delta,voice_shape,movement_speed,visible_expression,expression_tied_to_ego_state
455,38,Nia,ask_help,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
456,39,Milo,request_owned_object,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
458,39,Juno,ask_help,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
460,39,Fay,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
462,39,Milo,offer_care,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,slower,True,True
463,39,Ivo,protect_object,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
465,39,Ari,offer_care,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
467,39,Nia,ask_status,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
468,40,Ivo,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
470,40,Ari,request_owned_object,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,normal,True,True
472,40,Nia,ask_help,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
475,40,Juno,ask_status,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
477,40,Fay,protect_object,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,slower,True,True
478,40,Nia,ask_status,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
479,40,Milo,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
480,41,Ivo,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
482,41,Ari,ask_permission,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,normal,True,True
483,41,Fay,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
484,41,Nia,offer_apology,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
487,41,Juno,request_owned_object,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
489,41,Fay,ask_help,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
491,41,Milo,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
492,42,Ivo,ask_help,none,none,one palm over the satchel cord,task gaze,-0.01,steady,normal,True,True
494,42,Ari,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
496,42,Nia,offer_care,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
499,42,Juno,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
500,42,Ari,protect_object,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
501,42,Fay,ask_status,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
503,42,Milo,misname_agent,social face wound,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
504,43,Ivo,offer_apology,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
506,43,Ari,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
508,43,Nia,give_space,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
511,43,Juno,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
513,43,Fay,request_owned_object,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
515,43,Milo,ask_permission,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
516,44,Ivo,offer_care,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
517,44,Juno,protect_object,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,slower,True,True
518,44,Ari,ask_help,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,normal,True,True
520,44,Nia,protect_object,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
523,44,Juno,misname_agent,social face wound,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
525,44,Fay,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
527,44,Milo,request_owned_object,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
528,45,Ivo,give_space,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
530,45,Ari,offer_apology,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
532,45,Nia,ask_help,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
534,45,Ivo,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
535,45,Juno,ask_permission,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
537,45,Fay,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
539,45,Milo,ask_permission,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
540,46,Ivo,protect_object,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
542,46,Ari,offer_care,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
544,46,Nia,ask_status,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
545,46,Milo,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
547,46,Juno,request_owned_object,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
549,46,Fay,misname_agent,social face wound,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
551,46,Milo,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
552,47,Ivo,ask_help,none,none,one palm over the satchel cord,task gaze,-0.01,steady,normal,True,True
554,47,Ari,give_space,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
556,47,Nia,request_owned_object,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
559,47,Juno,ask_permission,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
561,47,Fay,ask_permission,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
562,47,Nia,ask_permission,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
563,47,Milo,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
564,48,Ivo,ask_status,none,none,one palm over the satchel cord,task gaze,-0.01,steady,normal,True,True
566,48,Ari,protect_object,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
567,48,Fay,ask_status,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
568,48,Nia,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
571,48,Juno,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
573,48,Fay,request_owned_object,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
575,48,Milo,request_owned_object,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
576,49,Ivo,request_owned_object,none,none,one palm over the satchel cord,task gaze,-0.01,steady,normal,True,True
578,49,Ari,ask_help,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,normal,True,True
580,49,Nia,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
583,49,Juno,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
584,49,Ari,ask_permission,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,normal,True,True
585,49,Fay,ask_permission,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
587,49,Milo,ask_permission,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
588,50,Juno,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
590,50,Fay,request_owned_object,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
592,50,Milo,ask_permission,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
595,50,Ari,ask_permission,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,normal,True,True
597,50,Nia,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
599,50,Ivo,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
600,51,Juno,misname_agent,social face wound,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
602,51,Fay,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
604,51,Milo,request_owned_object,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
606,51,Juno,request_owned_object,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
607,51,Ari,request_owned_object,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,normal,True,True
609,51,Nia,request_owned_object,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
611,51,Ivo,ask_help,none,none,one palm over the satchel cord,task gaze,-0.01,steady,normal,True,True
612,52,Juno,ask_permission,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
614,52,Fay,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
616,52,Milo,ask_permission,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
617,52,Ivo,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
619,52,Ari,ask_permission,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,normal,True,True
621,52,Nia,ask_permission,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
623,52,Ivo,offer_apology,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
624,53,Juno,request_owned_object,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
626,53,Fay,misname_agent,social face wound,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
628,53,Milo,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
631,53,Ari,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
633,53,Nia,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
634,53,Milo,ask_help,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
635,53,Ivo,offer_care,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
636,54,Juno,ask_permission,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
638,54,Fay,ask_permission,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
639,54,Nia,ask_permission,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
640,54,Milo,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
643,54,Ari,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
645,54,Nia,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
647,54,Ivo,give_space,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
648,55,Juno,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
650,55,Fay,request_owned_object,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
652,55,Milo,request_owned_object,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
655,55,Ari,request_owned_object,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,normal,True,True
656,55,Fay,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
657,55,Nia,ask_help,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
659,55,Ivo,protect_object,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
660,56,Juno,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
661,56,Ari,ask_permission,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,normal,True,True
662,56,Fay,ask_permission,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
664,56,Milo,ask_permission,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
667,56,Ari,ask_permission,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,normal,True,True
669,56,Nia,offer_apology,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
671,56,Ivo,ask_help,none,none,one palm over the satchel cord,task gaze,-0.01,steady,normal,True,True
672,57,Juno,request_owned_object,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
674,57,Fay,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
676,57,Milo,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
679,57,Ari,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
681,57,Nia,offer_care,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
683,57,Ivo,ask_status,none,none,one palm over the satchel cord,task gaze,-0.01,steady,normal,True,True
684,58,Juno,ask_permission,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
686,58,Fay,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
688,58,Milo,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
690,58,Juno,give_space,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,slower,True,True
691,58,Ari,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
693,58,Nia,give_space,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
695,58,Ivo,request_owned_object,none,none,one palm over the satchel cord,task gaze,-0.01,steady,normal,True,True
696,59,Juno,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
698,59,Fay,request_owned_object,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
700,59,Milo,ask_help,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
701,59,Ivo,offer_care,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
703,59,Ari,ask_help,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,normal,True,True
705,59,Nia,protect_object,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
707,59,Ivo,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
708,60,Ari,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
710,60,Nia,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
711,60,Milo,ask_help,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
712,60,Ivo,offer_care,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
715,60,Fay,offer_care,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,slower,True,True
717,60,Milo,ask_status,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
719,60,Juno,misname_agent,social face wound,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
720,61,Ari,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
722,61,Nia,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
724,61,Ivo,give_space,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
727,61,Fay,give_space,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,slower,True,True
728,61,Nia,ask_help,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
729,61,Milo,request_owned_object,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
731,61,Juno,ask_permission,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
732,62,Ari,request_owned_object,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,normal,True,True
733,62,Fay,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
734,62,Nia,ask_help,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
736,62,Ivo,protect_object,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
739,62,Fay,protect_object,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,slower,True,True
741,62,Milo,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
743,62,Juno,request_owned_object,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
744,63,Ari,ask_permission,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,normal,True,True
746,63,Nia,offer_apology,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
748,63,Ivo,ask_help,none,none,one palm over the satchel cord,task gaze,-0.01,steady,normal,True,True
750,63,Ari,give_space,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
751,63,Fay,ask_help,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
753,63,Milo,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
755,63,Juno,ask_permission,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
756,64,Ari,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
758,64,Nia,offer_care,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
760,64,Ivo,ask_status,none,none,one palm over the satchel cord,task gaze,-0.01,steady,normal,True,True
763,64,Fay,ask_status,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
765,64,Milo,misname_agent,social face wound,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
767,64,Juno,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
768,65,Ari,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
770,65,Nia,give_space,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
772,65,Ivo,request_owned_object,none,none,one palm over the satchel cord,task gaze,-0.01,steady,normal,True,True
773,65,Juno,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
775,65,Fay,request_owned_object,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
777,65,Milo,ask_permission,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
779,65,Juno,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
780,66,Ari,ask_help,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,slower,True,True
782,66,Nia,protect_object,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
784,66,Ivo,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
787,66,Fay,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
789,66,Milo,request_owned_object,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
790,66,Ivo,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
791,66,Juno,request_owned_object,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
792,67,Ari,offer_apology,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,slower,True,True
794,67,Nia,ask_help,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
795,67,Milo,request_owned_object,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
796,67,Ivo,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
799,67,Fay,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
801,67,Milo,ask_permission,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
803,67,Juno,ask_permission,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
804,68,Ari,offer_care,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
806,68,Nia,ask_status,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
808,68,Ivo,misname_agent,social face wound,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
811,68,Fay,misname_agent,social face wound,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
812,68,Nia,request_owned_object,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
813,68,Milo,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
815,68,Juno,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
816,69,Ari,give_space,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
817,69,Fay,ask_help,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
818,69,Nia,request_owned_object,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
820,69,Ivo,ask_permission,none,none,one palm over the satchel cord,task gaze,-0.01,steady,normal,True,True
823,69,Fay,ask_permission,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
825,69,Milo,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
827,69,Juno,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
828,70,Fay,ask_help,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
830,70,Milo,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
832,70,Juno,ask_permission,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
833,70,Ari,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
835,70,Nia,ask_permission,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
837,70,Ivo,ask_permission,none,none,one palm over the satchel cord,task gaze,-0.01,steady,normal,True,True
839,70,Ari,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
840,71,Fay,ask_status,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
842,71,Milo,misname_agent,social face wound,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
844,71,Juno,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
847,71,Nia,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
849,71,Ivo,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
851,71,Ari,request_owned_object,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,slower,True,True
852,72,Fay,request_owned_object,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
854,72,Milo,ask_permission,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
856,72,Juno,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
859,72,Nia,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
861,72,Ivo,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
862,72,Juno,offer_apology,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,slower,True,True
863,72,Ari,ask_permission,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,slower,True,True
864,73,Fay,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
866,73,Milo,request_owned_object,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
867,73,Ivo,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
868,73,Juno,request_owned_object,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
871,73,Nia,request_owned_object,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
873,73,Ivo,ask_help,none,none,one palm over the satchel cord,task gaze,-0.01,steady,normal,True,True
875,73,Ari,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
876,74,Fay,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
878,74,Milo,ask_permission,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
880,74,Juno,ask_permission,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
883,74,Nia,ask_permission,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
884,74,Milo,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
885,74,Ivo,offer_apology,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
887,74,Ari,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
888,75,Fay,misname_agent,social face wound,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
889,75,Nia,request_owned_object,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
890,75,Milo,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
892,75,Juno,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
895,75,Nia,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
897,75,Ivo,offer_care,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
899,75,Ari,ask_help,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,slower,True,True
900,76,Fay,ask_permission,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
902,76,Milo,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
904,76,Juno,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
906,76,Fay,ask_permission,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
907,76,Nia,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
