day,lineage,agent,sleep_start_hour,sleep_end_hour,sleep_hours,wake_quality,circadian_phase,interruption_count,dream_rehearsal_available,public_sleep_marker
1,Hearthline,Sova,21,5,7.941298,0.995278,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=present_passive.
38,Routeline,Keth,22,6,7.990078,0.982205,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
38,Marketline,Melo,21,7,7.968078,0.984085,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
38,Ledgerline,Nari,22,5,8.034078,0.981645,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
38,Orchardline,Ori,21,6,8.078078,0.993885,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
38,Rainline,Vonn,22,7,7.979078,0.979945,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
39,Hearthline,Sova,21,5,8.1311,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
39,Routeline,Keth,22,6,7.9991,0.982746,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
39,Marketline,Melo,21,7,7.9771,0.984626,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
39,Ledgerline,Nari,22,5,8.0431,0.982186,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
39,Orchardline,Ori,21,6,8.0871,0.994426,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
39,Rainline,Vonn,22,7,7.9881,0.980486,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
40,Hearthline,Sova,21,5,8.139274,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
40,Routeline,Keth,22,6,8.007274,0.983236,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
40,Marketline,Melo,21,7,7.985274,0.985116,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
40,Ledgerline,Nari,22,5,8.051274,0.982676,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
40,Orchardline,Ori,21,6,8.095274,0.994916,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
40,Rainline,Vonn,22,7,7.996274,0.980976,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
41,Hearthline,Sova,21,5,8.136463,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
41,Routeline,Keth,22,6,8.004463,0.983068,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
41,Marketline,Melo,21,7,7.982463,0.984948,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
41,Ledgerline,Nari,22,5,8.048463,0.982508,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
41,Orchardline,Ori,21,6,8.092463,0.994748,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
41,Rainline,Vonn,22,7,7.993463,0.980808,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
42,Hearthline,Sova,21,5,6.808413,0.787305,steady,2,True,Sova wakes steady; interruptions=2; avatar=reentry.
42,Routeline,Keth,22,6,7.226413,0.866385,recovered,1,True,Keth wakes recovered; interruptions=1; avatar=reentry.
42,Marketline,Melo,21,7,7.204413,0.868265,recovered,1,True,Melo wakes recovered; interruptions=1; avatar=reentry.
42,Ledgerline,Nari,22,5,6.720413,0.762825,steady,2,True,Nari wakes steady; interruptions=2; avatar=reentry.
42,Orchardline,Ori,21,6,7.314413,0.878065,recovered,1,True,Ori wakes recovered; interruptions=1; avatar=reentry.
42,Rainline,Vonn,22,7,7.215413,0.864125,recovered,1,True,Vonn wakes recovered; interruptions=1; avatar=reentry.
43,Hearthline,Sova,21,5,7.962232,0.996534,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=present_passive.
43,Routeline,Keth,22,6,7.830232,0.972614,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=present_passive.
43,Marketline,Melo,21,7,7.808232,0.974494,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=present_passive.
43,Ledgerline,Nari,22,5,7.874232,0.972054,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=present_passive.
43,Orchardline,Ori,21,6,7.918232,0.984294,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=present_passive.
43,Rainline,Vonn,22,7,7.819232,0.970354,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=present_passive.
44,Hearthline,Sova,21,5,7.361042,0.890463,recovered,1,True,Sova wakes recovered; interruptions=1; avatar=present_passive.
44,Routeline,Keth,22,6,7.229042,0.866543,recovered,1,True,Keth wakes recovered; interruptions=1; avatar=present_passive.
44,Marketline,Melo,21,7,7.207042,0.868423,recovered,1,True,Melo wakes recovered; interruptions=1; avatar=present_passive.
44,Ledgerline,Nari,22,5,7.273042,0.865983,recovered,1,True,Nari wakes recovered; interruptions=1; avatar=present_passive.
44,Orchardline,Ori,21,6,7.317042,0.878223,recovered,1,True,Ori wakes recovered; interruptions=1; avatar=present_passive.
44,Rainline,Vonn,22,7,7.218042,0.864283,recovered,1,True,Vonn wakes recovered; interruptions=1; avatar=present_passive.
45,Hearthline,Sova,21,5,8.14554,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
45,Routeline,Keth,22,6,8.01354,0.983612,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
45,Marketline,Melo,21,7,7.99154,0.985492,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
45,Ledgerline,Nari,22,5,8.05754,0.983052,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
45,Orchardline,Ori,21,6,8.10154,0.995292,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
45,Rainline,Vonn,22,7,8.00254,0.981352,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
46,Hearthline,Sova,21,5,8.145992,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
46,Routeline,Keth,22,6,8.013992,0.98364,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
46,Marketline,Melo,21,7,7.991992,0.98552,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
46,Ledgerline,Nari,22,5,8.057992,0.98308,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
46,Orchardline,Ori,21,6,8.101992,0.99532,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
46,Rainline,Vonn,22,7,8.002992,0.98138,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
47,Hearthline,Sova,21,5,8.13675,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
47,Routeline,Keth,22,6,8.00475,0.983085,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
47,Marketline,Melo,21,7,7.98275,0.984965,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
47,Ledgerline,Nari,22,5,8.04875,0.982525,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
47,Orchardline,Ori,21,6,8.09275,0.994765,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
47,Rainline,Vonn,22,7,7.99375,0.980825,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
48,Hearthline,Sova,21,5,8.136246,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
48,Routeline,Keth,22,6,8.004246,0.983055,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
48,Marketline,Melo,21,7,7.982246,0.984935,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
48,Ledgerline,Nari,22,5,8.048246,0.982495,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
48,Orchardline,Ori,21,6,8.092246,0.994735,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
48,Rainline,Vonn,22,7,7.993246,0.980795,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
49,Hearthline,Sova,21,5,7.52471,0.900283,recovered,1,True,Sova wakes recovered; interruptions=1; avatar=absent_saved.
49,Routeline,Keth,22,6,7.39271,0.876363,recovered,1,True,Keth wakes recovered; interruptions=1; avatar=absent_saved.
49,Marketline,Melo,21,7,7.37071,0.878243,recovered,1,True,Melo wakes recovered; interruptions=1; avatar=absent_saved.
49,Ledgerline,Nari,22,5,7.43671,0.875803,recovered,1,True,Nari wakes recovered; interruptions=1; avatar=absent_saved.
49,Orchardline,Ori,21,6,7.48071,0.888043,recovered,1,True,Ori wakes recovered; interruptions=1; avatar=absent_saved.
49,Rainline,Vonn,22,7,7.38171,0.874103,recovered,1,True,Vonn wakes recovered; interruptions=1; avatar=absent_saved.
50,Hearthline,Sova,21,5,8.126522,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
50,Routeline,Keth,22,6,7.994522,0.982471,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
50,Marketline,Melo,21,7,7.972522,0.984351,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
50,Ledgerline,Nari,22,5,8.038522,0.981911,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
50,Orchardline,Ori,21,6,8.082522,0.994151,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
50,Rainline,Vonn,22,7,7.983522,0.980211,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
51,Hearthline,Sova,21,5,7.510752,0.899445,recovered,1,True,Sova wakes recovered; interruptions=1; avatar=absent_saved.
51,Routeline,Keth,22,6,7.378752,0.875525,recovered,1,True,Keth wakes recovered; interruptions=1; avatar=absent_saved.
51,Marketline,Melo,21,7,7.356752,0.877405,recovered,1,True,Melo wakes recovered; interruptions=1; avatar=absent_saved.
51,Ledgerline,Nari,22,5,7.422752,0.874965,recovered,1,True,Nari wakes recovered; interruptions=1; avatar=absent_saved.
51,Orchardline,Ori,21,6,7.466752,0.887205,recovered,1,True,Ori wakes recovered; interruptions=1; avatar=absent_saved.
51,Rainline,Vonn,22,7,7.367752,0.873265,recovered,1,True,Vonn wakes recovered; interruptions=1; avatar=absent_saved.
52,Hearthline,Sova,21,5,8.114467,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
52,Routeline,Keth,22,6,7.982467,0.981748,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
52,Marketline,Melo,21,7,7.960467,0.983628,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
52,Ledgerline,Nari,22,5,8.026467,0.981188,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
52,Orchardline,Ori,21,6,8.070467,0.993428,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
52,Rainline,Vonn,22,7,7.971467,0.979488,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
53,Hearthline,Sova,21,5,8.109428,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
53,Routeline,Keth,22,6,7.977428,0.981446,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
53,Marketline,Melo,21,7,7.955428,0.983326,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
53,Ledgerline,Nari,22,5,8.021428,0.980886,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
53,Orchardline,Ori,21,6,8.065428,0.993126,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
53,Rainline,Vonn,22,7,7.966428,0.979186,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
54,Hearthline,Sova,21,5,8.109894,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
54,Routeline,Keth,22,6,7.977894,0.981474,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
54,Marketline,Melo,21,7,7.955894,0.983354,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
54,Ledgerline,Nari,22,5,8.021894,0.980914,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
54,Orchardline,Ori,21,6,8.065894,0.993154,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
54,Rainline,Vonn,22,7,7.966894,0.979214,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
55,Hearthline,Sova,21,5,8.104401,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
55,Routeline,Keth,22,6,7.972401,0.981144,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
55,Marketline,Melo,21,7,7.950401,0.983024,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
55,Ledgerline,Nari,22,5,8.016401,0.980584,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
55,Orchardline,Ori,21,6,8.060401,0.992824,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
55,Rainline,Vonn,22,7,7.961401,0.978884,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
56,Hearthline,Sova,21,5,7.493654,0.898419,recovered,1,True,Sova wakes recovered; interruptions=1; avatar=absent_saved.
56,Routeline,Keth,22,6,7.361654,0.874499,recovered,1,True,Keth wakes recovered; interruptions=1; avatar=absent_saved.
56,Marketline,Melo,21,7,7.339654,0.876379,recovered,1,True,Melo wakes recovered; interruptions=1; avatar=absent_saved.
56,Ledgerline,Nari,22,5,7.405653,0.873939,recovered,1,True,Nari wakes recovered; interruptions=1; avatar=absent_saved.
56,Orchardline,Ori,21,6,7.449654,0.886179,recovered,1,True,Ori wakes recovered; interruptions=1; avatar=absent_saved.
56,Rainline,Vonn,22,7,7.350654,0.872239,recovered,1,True,Vonn wakes recovered; interruptions=1; avatar=absent_saved.
